,GTII CN Equity
2023-07-26,0.402
2023-07-27,0.402
2023-07-28,0.402
2023-07-29,0.402
2023-07-30,0.385
2023-07-31,0.385
2023-08-01,0.385
2023-08-02,0.385
2023-08-03,0.385
2023-08-04,0.385
2023-08-05,0.385
2023-08-06,0.385
2023-08-07,0.372
2023-08-08,0.366
2023-08-09,0.307
2023-08-10,0.301
2023-08-11,0.238
2023-08-12,0.238
2023-08-13,0.238
2023-08-14,0.244
2023-08-15,0.242
2023-08-16,0.243
2023-08-17,0.243
2023-08-18,0.243
2023-08-19,0.243
2023-08-20,0.243
2023-08-21,0.243
2023-08-22,0.243
2023-08-23,0.243
2023-08-24,0.243
2023-08-25,0.243
2023-08-26,0.243
2023-08-27,0.243
2023-08-28,0.243
2023-08-29,0.243
2023-08-30,0.243
2023-08-31,0.243
2023-09-01,0.243
2023-09-02,0.243
2023-09-03,0.243
2023-09-04,0.243
2023-09-05,0.243
2023-09-06,0.243
2023-09-07,0.243
2023-09-08,0.243
2023-09-09,0.243
2023-09-10,0.243
2023-09-11,0.243
2023-09-12,0.243
2023-09-13,0.243
2023-09-14,0.243
2023-09-15,0.243
2023-09-16,0.243
2023-09-17,0.243
2023-09-18,0.243
2023-09-19,0.243
2023-09-20,0.243
2023-09-21,0.243
2023-09-22,0.243
2023-09-23,0.243
2023-09-24,0.243
2023-09-25,0.243
2023-09-26,0.243
2023-09-27,0.243
2023-09-28,0.243
2023-09-29,0.252
2023-09-30,0.252
2023-10-01,0.252
2023-10-02,0.252
2023-10-03,0.252
2023-10-04,0.252
2023-10-05,0.252
2023-10-06,0.252
2023-10-07,0.252
2023-10-08,0.252
2023-10-09,0.252
2023-10-10,0.252
2023-10-11,0.252
2023-10-12,0.252
2023-10-13,0.252
2023-10-14,0.252
2023-10-15,0.252
2023-10-16,0.245
2023-10-17,0.245
2023-10-18,0.245
2023-10-19,0.245
2023-10-20,0.245
2023-10-21,0.245
2023-10-22,0.245
2023-10-23,0.245
2023-10-24,0.245
2023-10-25,0.245
2023-10-26,0.245
2023-10-27,0.245
2023-10-28,0.245
2023-10-29,0.245
2023-10-30,0.245
2023-10-31,0.245
2023-11-01,0.245
2023-11-02,0.245
2023-11-03,0.245
2023-11-04,0.245
2023-11-05,0.245
2023-11-06,0.254
2023-11-07,0.254
2023-11-08,0.288
2023-11-09,0.267
2023-11-10,0.267
2023-11-11,0.267
2023-11-12,0.267
2023-11-13,0.263
2023-11-14,0.262
2023-11-15,0.262
2023-11-16,0.262
2023-11-17,0.262
2023-11-18,0.262
2023-11-19,0.262
2023-11-20,0.262
2023-11-21,0.262
2023-11-22,0.253
2023-11-23,0.253
2023-11-24,0.253
2023-11-25,0.253
2023-11-26,0.253
2023-11-27,0.253
2023-11-28,0.251
2023-11-29,0.251
2023-11-30,0.251
2023-12-01,0.251
2023-12-02,0.251
2023-12-03,0.251
2023-12-04,0.251
2023-12-05,0.251
2023-12-06,0.251
2023-12-07,0.251
2023-12-08,0.251
2023-12-09,0.251
2023-12-10,0.251
2023-12-11,0.251
2023-12-12,0.251
2023-12-13,0.251
2023-12-14,0.251
2023-12-15,0.251
2023-12-16,0.251
2023-12-17,0.251
2023-12-18,0.251
2023-12-19,0.251
2023-12-20,0.251
2023-12-21,0.251
2023-12-22,0.251
2023-12-23,0.251
2023-12-24,0.251
2023-12-25,0.251
2023-12-26,0.251
2023-12-27,0.251
2023-12-28,0.251
2023-12-29,0.251
2023-12-30,0.251
2023-12-31,0.251
2024-01-01,0.251
2024-01-02,0.251
2024-01-03,0.251
2024-01-04,0.251
2024-01-05,0.251
2024-01-06,0.251
2024-01-07,0.251
2024-01-08,0.251
2024-01-09,0.251
2024-01-10,0.251
2024-01-11,0.251
2024-01-12,0.251
2024-01-13,0.251
2024-01-14,0.251
2024-01-15,0.251
2024-01-16,0.251
2024-01-17,0.251
2024-01-18,0.251
2024-01-19,0.25
2024-01-20,0.25
2024-01-21,0.25
2024-01-22,0.25
2024-01-23,0.25
2024-01-24,0.25
2024-01-25,0.25
2024-01-26,0.25
2024-01-27,0.25
2024-01-28,0.25
2024-01-29,0.25
2024-01-30,0.25
2024-01-31,0.25
2024-02-01,0.25
2024-02-02,0.25
2024-02-03,0.25
2024-02-04,0.25
2024-02-05,0.25
2024-02-06,0.25
2024-02-07,0.25
2024-02-08,0.25
2024-02-09,0.25
2024-02-10,0.25
2024-02-11,0.25
2024-02-12,0.25
2024-02-13,0.25
2024-02-14,0.25
2024-02-15,0.25
2024-02-16,0.25
2024-02-17,0.25
2024-02-18,0.25
2024-02-19,0.25
2024-02-20,0.25
2024-02-21,0.25
2024-02-22,0.25
2024-02-23,0.25
2024-02-24,0.25
2024-02-25,0.25
2024-02-26,0.25
2024-02-27,0.25
2024-02-28,0.251
2024-02-29,0.215
2024-03-01,0.228
2024-03-02,0.228
2024-03-03,0.228
2024-03-04,0.231
2024-03-05,0.231
2024-03-06,0.265
2024-03-07,0.265
2024-03-08,0.265
2024-03-09,0.265
2024-03-10,0.265
2024-03-11,0.265
2024-03-12,0.26
2024-03-13,0.26
2024-03-14,0.26
2024-03-15,0.26
2024-03-16,0.27
2024-03-17,0.275
2024-03-18,0.275
2024-03-19,0.275
2024-03-20,0.275
2024-03-21,0.275
2024-03-22,0.263
2024-03-23,0.263
2024-03-24,0.263
2024-03-25,0.263
2024-03-26,0.263
2024-03-27,0.263
2024-03-28,0.263
2024-03-29,0.263
2024-03-30,0.263
2024-03-31,0.263
2024-04-01,0.263
2024-04-02,0.263
2024-04-03,0.263
2024-04-04,0.263
2024-04-05,0.263
2024-04-06,0.263
2024-04-07,0.268
2024-04-08,0.268
