,PEP US Equity
2019-06-08,
2019-06-09,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-15,
2019-06-16,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-22,
2019-06-23,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-06-29,
2019-06-30,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-04,
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-13,
2019-07-14,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-20,
2019-07-21,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-27,
2019-07-28,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-03,
2019-08-04,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,
2019-08-18,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-24,
2019-08-25,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-14,
2019-09-15,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-21,
2019-09-22,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,8.27
2019-09-28,8.27
2019-09-29,8.27
2019-09-30,8.27
2019-10-01,8.27
2019-10-02,8.27
2019-10-03,8.38
2019-10-04,8.545
2019-10-05,8.545
2019-10-06,8.545
2019-10-07,8.545
2019-10-08,8.545
2019-10-09,8.545
2019-10-10,8.545
2019-10-11,8.545
2019-10-12,8.545
2019-10-13,8.545
2019-10-14,8.545
2019-10-15,8.545
2019-10-16,8.545
2019-10-17,8.545
2019-10-18,8.545
2019-10-19,8.545
2019-10-20,8.545
2019-10-21,8.545
2019-10-22,8.545
2019-10-23,8.545
2019-10-24,8.545
2019-10-25,8.545
2019-10-26,8.545
2019-10-27,8.545
2019-10-28,8.545
2019-10-29,8.71
2019-10-30,8.71
2019-10-31,8.71
2019-11-01,8.71
2019-11-02,8.71
2019-11-03,8.71
2019-11-04,8.71
2019-11-05,8.71
2019-11-06,8.71
2019-11-07,8.71
2019-11-08,8.71
2019-11-09,8.71
2019-11-10,8.71
2019-11-11,8.71
2019-11-12,8.71
2019-11-13,8.71
2019-11-14,8.71
2019-11-15,8.71
2019-11-16,8.71
2019-11-17,8.71
2019-11-18,8.71
2019-11-19,8.71
2019-11-20,8.71
2019-11-21,8.71
2019-11-22,8.71
2019-11-23,8.71
2019-11-24,8.71
2019-11-25,8.71
2019-11-26,8.71
2019-11-27,8.71
2019-11-28,8.71
2019-11-29,8.71
2019-11-30,8.71
2019-12-01,8.71
2019-12-02,8.71
2019-12-03,8.71
2019-12-04,8.71
2019-12-05,8.71
2019-12-06,8.71
2019-12-07,8.71
2019-12-08,8.71
2019-12-09,8.71
2019-12-10,8.71
2019-12-11,8.71
2019-12-12,8.71
2019-12-13,8.71
2019-12-14,8.71
2019-12-15,8.71
2019-12-16,8.71
2019-12-17,8.71
2019-12-18,8.71
2019-12-19,8.71
2019-12-20,8.71
2019-12-21,8.71
2019-12-22,8.71
2019-12-23,8.71
2019-12-24,8.71
2019-12-25,8.71
2019-12-26,8.71
2019-12-27,8.71
2019-12-28,8.71
2019-12-29,8.71
2019-12-30,8.71
2019-12-31,8.71
2020-01-01,8.71
2020-01-02,8.71
2020-01-03,8.71
2020-01-04,8.71
2020-01-05,8.71
2020-01-06,8.71
2020-01-07,8.71
2020-01-08,8.71
2020-01-09,8.71
2020-01-10,8.71
2020-01-11,8.71
2020-01-12,8.71
2020-01-13,8.71
2020-01-14,8.71
2020-01-15,8.71
2020-01-16,8.71
2020-01-17,8.71
2020-01-18,8.71
2020-01-19,8.71
2020-01-20,8.71
2020-01-21,8.71
2020-01-22,8.71
2020-01-23,8.71
2020-01-24,8.71
2020-01-25,8.71
2020-01-26,8.71
2020-01-27,8.71
2020-01-28,8.71
2020-01-29,8.71
2020-01-30,8.71
2020-01-31,8.71
2020-02-01,8.71
2020-02-02,8.71
2020-02-03,8.71
2020-02-04,8.71
2020-02-05,8.71
2020-02-06,8.71
2020-02-07,8.71
2020-02-08,8.71
2020-02-09,8.71
2020-02-10,8.71
2020-02-11,8.71
2020-02-12,8.71
2020-02-13,8.71
2020-02-14,8.55
2020-02-15,8.55
2020-02-16,8.55
2020-02-17,8.55
2020-02-18,8.55
2020-02-19,8.55
2020-02-20,8.55
2020-02-21,8.55
2020-02-22,8.55
2020-02-23,8.55
2020-02-24,8.55
2020-02-25,8.55
2020-02-26,8.55
2020-02-27,8.55
2020-02-28,8.55
2020-02-29,8.55
2020-03-01,8.55
2020-03-02,8.55
2020-03-03,8.55
2020-03-04,8.55
2020-03-05,8.55
2020-03-06,8.55
2020-03-07,8.55
2020-03-08,8.55
2020-03-09,8.55
2020-03-10,8.55
2020-03-11,8.55
2020-03-12,8.55
2020-03-13,8.55
2020-03-14,8.55
2020-03-15,8.55
2020-03-16,8.55
2020-03-17,8.55
2020-03-18,8.55
2020-03-19,8.55
2020-03-20,8.55
2020-03-21,8.55
2020-03-22,8.55
2020-03-23,8.55
2020-03-24,8.55
2020-03-25,8.55
2020-03-26,8.55
2020-03-27,8.55
2020-03-28,8.55
2020-03-29,8.55
2020-03-30,8.55
2020-03-31,8.55
2020-04-01,8.55
2020-04-02,8.55
2020-04-03,8.55
2020-04-04,8.55
2020-04-05,8.55
2020-04-06,8.55
2020-04-07,8.55
2020-04-08,8.55
2020-04-09,8.55
2020-04-10,8.55
2020-04-11,8.55
2020-04-12,8.55
2020-04-13,8.55
2020-04-14,8.55
2020-04-15,8.55
2020-04-16,8.55
2020-04-17,8.55
2020-04-18,8.55
2020-04-19,8.55
2020-04-20,8.55
2020-04-21,8.55
2020-04-22,8.55
2020-04-23,8.55
2020-04-24,8.55
2020-04-25,8.55
2020-04-26,8.55
2020-04-27,8.55
2020-04-28,8.13
2020-04-29,8.13
2020-04-30,8.13
2020-05-01,8.13
2020-05-02,8.13
2020-05-03,8.13
2020-05-04,8.13
2020-05-05,8.13
2020-05-06,8.13
2020-05-07,8.13
2020-05-08,8.13
2020-05-09,8.13
2020-05-10,8.13
2020-05-11,8.13
2020-05-12,8.13
2020-05-13,8.13
2020-05-14,8.13
2020-05-15,8.13
2020-05-16,8.13
2020-05-17,8.13
2020-05-18,8.13
2020-05-19,8.13
2020-05-20,8.13
2020-05-21,8.13
2020-05-22,8.13
2020-05-23,8.13
2020-05-24,8.13
2020-05-25,8.13
2020-05-26,8.13
2020-05-27,8.13
2020-05-28,8.13
2020-05-29,8.13
2020-05-30,8.13
2020-05-31,8.13
2020-06-01,8.13
2020-06-02,8.13
2020-06-03,8.13
2020-06-04,8.13
2020-06-05,8.13
2020-06-06,8.13
2020-06-07,8.13
2020-06-08,8.13
2020-06-09,8.13
2020-06-10,8.13
2020-06-11,8.13
2020-06-12,8.13
2020-06-13,8.13
2020-06-14,8.13
2020-06-15,8.13
2020-06-16,8.13
2020-06-17,8.13
2020-06-18,8.13
2020-06-19,8.13
2020-06-20,8.13
2020-06-21,8.13
2020-06-22,8.13
2020-06-23,8.13
2020-06-24,8.13
2020-06-25,8.13
2020-06-26,8.13
2020-06-27,8.13
2020-06-28,8.13
2020-06-29,8.13
2020-06-30,8.13
2020-07-01,8.13
2020-07-02,8.13
2020-07-03,8.13
2020-07-04,8.13
2020-07-05,8.13
2020-07-06,8.13
2020-07-07,8.05
2020-07-08,8.05
2020-07-09,8.24
2020-07-10,8.24
2020-07-11,8.24
2020-07-12,8.24
2020-07-13,8.24
2020-07-14,8.245
2020-07-15,8.245
2020-07-16,8.245
2020-07-17,8.245
2020-07-18,8.245
2020-07-19,8.245
2020-07-20,8.245
2020-07-21,8.245
2020-07-22,8.245
2020-07-23,8.245
2020-07-24,8.245
2020-07-25,8.245
2020-07-26,8.245
2020-07-27,8.245
2020-07-28,8.245
2020-07-29,8.245
2020-07-30,8.245
2020-07-31,8.245
2020-08-01,8.245
2020-08-02,8.245
2020-08-03,8.245
2020-08-04,8.245
2020-08-05,8.245
2020-08-06,8.245
2020-08-07,8.245
2020-08-08,8.245
2020-08-09,8.245
2020-08-10,8.245
2020-08-11,8.245
2020-08-12,8.245
2020-08-13,8.245
2020-08-14,8.245
2020-08-15,8.245
2020-08-16,8.245
2020-08-17,8.245
2020-08-18,8.245
2020-08-19,8.245
2020-08-20,8.245
2020-08-21,8.245
2020-08-22,8.245
2020-08-23,8.245
2020-08-24,8.245
2020-08-25,8.245
2020-08-26,8.245
2020-08-27,8.245
2020-08-28,8.245
2020-08-29,8.245
2020-08-30,8.245
2020-08-31,8.245
2020-09-01,8.245
2020-09-02,8.245
2020-09-03,8.245
2020-09-04,8.245
2020-09-05,8.245
2020-09-06,8.245
2020-09-07,8.245
2020-09-08,8.245
2020-09-09,8.245
2020-09-10,8.245
2020-09-11,8.245
2020-09-12,8.245
2020-09-13,8.245
2020-09-14,8.245
2020-09-15,8.245
2020-09-16,8.245
2020-09-17,8.245
2020-09-18,8.245
2020-09-19,8.245
2020-09-20,8.245
2020-09-21,8.245
2020-09-22,8.245
2020-09-23,8.245
2020-09-24,8.21
2020-09-25,8.21
2020-09-26,8.21
2020-09-27,8.21
2020-09-28,8.27
2020-09-29,8.27
2020-09-30,8.27
2020-10-01,8.27
2020-10-02,8.195
2020-10-03,8.195
2020-10-04,8.195
2020-10-05,8.195
2020-10-06,8.195
2020-10-07,8.195
2020-10-08,8.195
2020-10-09,8.195
2020-10-10,8.195
2020-10-11,8.195
2020-10-12,8.195
2020-10-13,8.195
2020-10-14,8.195
2020-10-15,8.195
2020-10-16,8.195
2020-10-17,8.195
2020-10-18,8.195
2020-10-19,8.195
2020-10-20,8.195
2020-10-21,8.195
2020-10-22,8.195
2020-10-23,8.195
2020-10-24,8.195
2020-10-25,8.195
2020-10-26,8.195
2020-10-27,8.195
2020-10-28,8.195
2020-10-29,8.195
2020-10-30,8.195
2020-10-31,8.195
2020-11-01,8.195
2020-11-02,8.195
2020-11-03,8.195
2020-11-04,8.195
2020-11-05,8.195
2020-11-06,8.195
2020-11-07,8.195
2020-11-08,8.195
2020-11-09,8.195
2020-11-10,8.195
2020-11-11,8.195
2020-11-12,8.195
2020-11-13,8.195
2020-11-14,8.195
2020-11-15,8.195
2020-11-16,8.195
2020-11-17,8.195
2020-11-18,8.195
2020-11-19,8.195
2020-11-20,8.195
2020-11-21,8.195
2020-11-22,8.195
2020-11-23,8.195
2020-11-24,8.195
2020-11-25,8.195
2020-11-26,8.195
2020-11-27,8.195
2020-11-28,8.195
2020-11-29,8.195
2020-11-30,8.195
2020-12-01,8.195
2020-12-02,8.195
2020-12-03,8.195
2020-12-04,8.195
2020-12-05,8.195
2020-12-06,8.195
2020-12-07,8.195
2020-12-08,8.195
2020-12-09,8.195
2020-12-10,8.195
2020-12-11,8.195
2020-12-12,8.195
2020-12-13,8.195
2020-12-14,8.195
2020-12-15,8.195
2020-12-16,8.28
2020-12-17,8.28
2020-12-18,8.28
2020-12-19,8.28
2020-12-20,8.28
2020-12-21,8.28
2020-12-22,8.28
2020-12-23,8.28
2020-12-24,8.28
2020-12-25,8.28
2020-12-26,8.28
2020-12-27,8.28
2020-12-28,8.28
2020-12-29,8.28
2020-12-30,8.28
2020-12-31,8.28
2021-01-01,8.28
2021-01-02,8.28
2021-01-03,8.28
2021-01-04,8.28
2021-01-05,8.28
2021-01-06,8.28
2021-01-07,8.28
2021-01-08,8.28
2021-01-09,8.28
2021-01-10,8.28
2021-01-11,8.28
2021-01-12,8.28
2021-01-13,8.28
2021-01-14,8.28
2021-01-15,8.28
2021-01-16,8.28
2021-01-17,8.28
2021-01-18,8.28
2021-01-19,7.97
2021-01-20,7.97
2021-01-21,7.97
2021-01-22,7.97
2021-01-23,7.97
2021-01-24,7.97
2021-01-25,7.97
2021-01-26,7.97
2021-01-27,7.97
2021-01-28,7.97
2021-01-29,7.97
2021-01-30,7.97
2021-01-31,7.97
2021-02-01,7.97
2021-02-02,7.97
2021-02-03,7.97
2021-02-04,7.97
2021-02-05,7.97
2021-02-06,7.97
2021-02-07,7.97
2021-02-08,7.97
2021-02-09,7.97
2021-02-10,7.97
2021-02-11,7.97
2021-02-12,7.963
2021-02-13,7.963
2021-02-14,7.963
2021-02-15,7.963
2021-02-16,7.963
2021-02-17,7.963
2021-02-18,7.963
2021-02-19,7.963
2021-02-20,7.963
2021-02-21,7.963
2021-02-22,7.963
2021-02-23,7.933
2021-02-24,7.933
2021-02-25,7.933
2021-02-26,7.933
2021-02-27,7.933
2021-02-28,7.933
2021-03-01,7.933
2021-03-02,7.933
2021-03-03,7.933
2021-03-04,7.933
2021-03-05,7.933
2021-03-06,7.933
2021-03-07,7.933
2021-03-08,7.933
2021-03-09,7.933
2021-03-10,7.933
2021-03-11,7.933
2021-03-12,7.933
2021-03-13,7.933
2021-03-14,7.933
2021-03-15,7.933
2021-03-16,7.933
2021-03-17,7.933
2021-03-18,7.933
2021-03-19,7.933
2021-03-20,7.933
2021-03-21,7.933
2021-03-22,7.933
2021-03-23,7.933
2021-03-24,7.933
2021-03-25,7.933
2021-03-26,7.933
2021-03-27,7.933
2021-03-28,7.933
2021-03-29,7.933
2021-03-30,7.933
2021-03-31,7.933
2021-04-01,7.933
2021-04-02,7.933
2021-04-03,7.933
2021-04-04,7.933
2021-04-05,7.933
2021-04-06,7.933
2021-04-07,7.958
2021-04-08,7.958
2021-04-09,7.958
2021-04-10,7.958
2021-04-11,7.958
2021-04-12,7.958
2021-04-13,7.958
2021-04-14,7.958
2021-04-15,7.955
2021-04-16,8.05
2021-04-17,8.05
2021-04-18,8.05
2021-04-19,8.05
2021-04-20,8.05
2021-04-21,8.05
2021-04-22,8.05
2021-04-23,8.048
2021-04-24,8.048
2021-04-25,8.048
2021-04-26,8.048
2021-04-27,8.048
2021-04-28,8.048
2021-04-29,8.048
2021-04-30,8.048
2021-05-01,8.048
2021-05-02,8.048
2021-05-03,8.048
2021-05-04,8.048
2021-05-05,8.048
2021-05-06,8.048
2021-05-07,8.048
2021-05-08,8.048
2021-05-09,8.048
2021-05-10,8.048
2021-05-11,8.048
2021-05-12,8.048
2021-05-13,8.048
2021-05-14,8.048
2021-05-15,8.048
2021-05-16,8.048
2021-05-17,8.048
2021-05-18,8.048
2021-05-19,8.048
2021-05-20,8.048
2021-05-21,8.048
2021-05-22,8.048
2021-05-23,8.048
2021-05-24,8.048
2021-05-25,8.048
2021-05-26,8.048
2021-05-27,8.048
2021-05-28,8.048
2021-05-29,8.048
2021-05-30,8.048
2021-05-31,8.048
2021-06-01,8.048
2021-06-02,8.048
2021-06-03,8.048
2021-06-04,8.048
2021-06-05,8.048
2021-06-06,8.048
2021-06-07,8.048
2021-06-08,8.048
2021-06-09,8.048
2021-06-10,8.048
2021-06-11,8.048
2021-06-12,8.048
2021-06-13,8.048
2021-06-14,8.048
2021-06-15,8.048
2021-06-16,8.048
2021-06-17,8.048
2021-06-18,8.048
2021-06-19,8.048
2021-06-20,8.048
2021-06-21,8.048
2021-06-22,8.048
2021-06-23,8.043
2021-06-24,8.043
2021-06-25,8.043
2021-06-26,8.043
2021-06-27,8.043
2021-06-28,8.043
2021-06-29,8.043
2021-06-30,8.043
2021-07-01,8.043
2021-07-02,8.043
2021-07-03,8.043
2021-07-04,8.043
2021-07-05,8.043
2021-07-06,8.043
2021-07-07,8.043
2021-07-08,8.043
2021-07-09,8.043
2021-07-10,8.043
2021-07-11,8.043
2021-07-12,8.033
2021-07-13,8.09
2021-07-14,8.185
2021-07-15,8.185
2021-07-16,8.225
2021-07-17,8.225
2021-07-18,8.225
2021-07-19,8.225
2021-07-20,8.225
2021-07-21,8.225
2021-07-22,8.225
2021-07-23,8.225
2021-07-24,8.225
2021-07-25,8.225
2021-07-26,8.225
2021-07-27,8.225
2021-07-28,8.225
2021-07-29,8.225
2021-07-30,8.225
2021-07-31,8.225
2021-08-01,8.225
2021-08-02,8.225
2021-08-03,8.22
2021-08-04,8.22
2021-08-05,8.22
2021-08-06,8.22
2021-08-07,8.22
2021-08-08,8.22
2021-08-09,8.22
2021-08-10,8.22
2021-08-11,8.22
2021-08-12,8.22
2021-08-13,8.22
2021-08-14,8.22
2021-08-15,8.22
2021-08-16,8.22
2021-08-17,8.22
2021-08-18,8.22
2021-08-19,8.22
2021-08-20,8.22
2021-08-21,8.22
2021-08-22,8.22
2021-08-23,8.22
2021-08-24,8.22
2021-08-25,8.22
2021-08-26,8.22
2021-08-27,8.22
2021-08-28,8.22
2021-08-29,8.22
2021-08-30,8.22
2021-08-31,8.22
2021-09-01,8.22
2021-09-02,8.22
2021-09-03,8.22
2021-09-04,8.22
2021-09-05,8.22
2021-09-06,8.22
2021-09-07,8.22
2021-09-08,8.22
2021-09-09,8.22
2021-09-10,8.22
2021-09-11,8.22
2021-09-12,8.22
2021-09-13,8.22
2021-09-14,8.22
2021-09-15,8.22
2021-09-16,8.22
2021-09-17,8.22
2021-09-18,8.22
2021-09-19,8.22
2021-09-20,8.22
2021-09-21,8.22
2021-09-22,8.22
2021-09-23,8.22
2021-09-24,8.22
2021-09-25,8.22
2021-09-26,8.225
2021-09-27,8.225
2021-09-28,8.225
2021-09-29,8.225
2021-09-30,8.225
2021-10-01,8.225
2021-10-02,8.225
2021-10-03,8.225
2021-10-04,8.225
2021-10-05,8.228
2021-10-06,8.228
2021-10-07,8.248
2021-10-08,8.248
2021-10-09,8.248
2021-10-10,8.313
2021-10-11,8.313
2021-10-12,8.313
2021-10-13,8.313
2021-10-14,8.313
2021-10-15,8.313
2021-10-16,8.313
2021-10-17,8.313
2021-10-18,8.313
2021-10-19,8.313
2021-10-20,8.313
2021-10-21,8.313
2021-10-22,8.313
2021-10-23,8.313
2021-10-24,8.313
2021-10-25,8.313
2021-10-26,8.313
2021-10-27,8.313
2021-10-28,8.313
2021-10-29,8.313
2021-10-30,8.313
2021-10-31,8.313
2021-11-01,8.313
2021-11-02,8.313
2021-11-03,8.313
2021-11-04,8.313
2021-11-05,8.313
2021-11-06,8.313
2021-11-07,8.313
2021-11-08,8.313
2021-11-09,8.313
2021-11-10,8.313
2021-11-11,8.313
2021-11-12,8.313
2021-11-13,8.313
2021-11-14,8.313
2021-11-15,8.313
2021-11-16,8.313
2021-11-17,8.313
2021-11-18,8.313
2021-11-19,8.313
2021-11-20,8.313
2021-11-21,8.313
2021-11-22,8.313
2021-11-23,8.313
2021-11-24,8.313
2021-11-25,8.313
2021-11-26,8.313
2021-11-27,8.313
2021-11-28,8.313
2021-11-29,8.313
2021-11-30,8.313
2021-12-01,8.313
2021-12-02,8.313
2021-12-03,8.313
2021-12-04,8.313
2021-12-05,8.313
2021-12-06,8.313
2021-12-07,8.313
2021-12-08,8.313
2021-12-09,8.313
2021-12-10,8.313
2021-12-11,8.313
2021-12-12,8.313
2021-12-13,8.313
2021-12-14,8.313
2021-12-15,8.313
2021-12-16,8.313
2021-12-17,8.313
2021-12-18,8.313
2021-12-19,8.313
2021-12-20,8.313
2021-12-21,8.313
2021-12-22,8.313
2021-12-23,8.313
2021-12-24,8.313
2021-12-25,8.313
2021-12-26,8.313
2021-12-27,8.313
2021-12-28,8.313
2021-12-29,8.313
2021-12-30,8.313
2021-12-31,8.313
2022-01-01,8.313
2022-01-02,8.313
2022-01-03,8.313
2022-01-04,8.313
2022-01-05,8.308
2022-01-06,8.308
2022-01-07,8.308
2022-01-08,8.308
2022-01-09,8.308
2022-01-10,8.308
2022-01-11,8.308
2022-01-12,8.308
2022-01-13,8.308
2022-01-14,8.308
2022-01-15,8.308
2022-01-16,8.308
2022-01-17,8.308
2022-01-18,8.308
2022-01-19,8.308
2022-01-20,8.308
2022-01-21,8.308
2022-01-22,8.308
2022-01-23,8.308
2022-01-24,8.308
2022-01-25,8.308
2022-01-26,8.35
2022-01-27,8.35
2022-01-28,8.35
2022-01-29,8.35
2022-01-30,8.35
2022-01-31,8.35
2022-02-01,8.34
2022-02-02,8.34
2022-02-03,8.34
2022-02-04,8.34
2022-02-05,8.34
2022-02-06,8.34
2022-02-07,8.34
2022-02-08,8.34
2022-02-09,8.34
2022-02-10,8.34
2022-02-11,8.335
2022-02-12,8.335
2022-02-13,8.335
2022-02-14,8.335
2022-02-15,8.335
2022-02-16,8.335
2022-02-17,8.335
2022-02-18,8.335
2022-02-19,8.335
2022-02-20,8.335
2022-02-21,8.335
2022-02-22,8.335
2022-02-23,8.335
2022-02-24,8.335
2022-02-25,8.335
2022-02-26,8.335
2022-02-27,8.335
2022-02-28,8.335
2022-03-01,8.335
2022-03-02,8.335
2022-03-03,8.33
2022-03-04,8.33
2022-03-05,8.33
2022-03-06,8.33
2022-03-07,8.33
2022-03-08,8.33
2022-03-09,8.33
2022-03-10,8.33
2022-03-11,8.33
2022-03-12,8.33
2022-03-13,8.33
2022-03-14,8.33
2022-03-15,8.33
2022-03-16,8.33
2022-03-17,8.33
2022-03-18,8.33
2022-03-19,8.33
2022-03-20,8.33
2022-03-21,8.33
2022-03-22,8.33
2022-03-23,8.33
2022-03-24,8.33
2022-03-25,8.33
2022-03-26,8.33
2022-03-27,8.33
2022-03-28,8.33
2022-03-29,8.33
2022-03-30,8.33
2022-03-31,8.33
2022-04-01,8.33
2022-04-02,8.33
2022-04-03,8.33
2022-04-04,8.33
2022-04-05,8.33
2022-04-06,8.33
2022-04-07,8.33
2022-04-08,8.33
2022-04-09,8.33
2022-04-10,8.33
2022-04-11,8.33
2022-04-12,8.415
2022-04-13,8.415
2022-04-14,8.415
2022-04-15,8.415
2022-04-16,8.415
2022-04-17,8.415
2022-04-18,8.415
2022-04-19,8.415
2022-04-20,8.415
2022-04-21,8.415
2022-04-22,8.415
2022-04-23,8.415
2022-04-24,8.415
2022-04-25,8.415
2022-04-26,8.477
2022-04-27,8.457
2022-04-28,8.457
2022-04-29,8.457
2022-04-30,8.457
2022-05-01,8.457
2022-05-02,8.457
2022-05-03,8.457
2022-05-04,8.457
2022-05-05,8.457
2022-05-06,8.457
2022-05-07,8.457
2022-05-08,8.457
2022-05-09,8.457
2022-05-10,8.457
2022-05-11,8.457
2022-05-12,8.457
2022-05-13,8.443
2022-05-14,8.443
2022-05-15,8.443
2022-05-16,8.443
2022-05-17,8.443
2022-05-18,8.443
2022-05-19,8.443
2022-05-20,8.443
2022-05-21,8.443
2022-05-22,8.443
2022-05-23,8.443
2022-05-24,8.443
2022-05-25,8.443
2022-05-26,8.443
2022-05-27,8.443
2022-05-28,8.443
2022-05-29,8.443
2022-05-30,8.443
2022-05-31,8.443
2022-06-01,8.443
2022-06-02,8.443
2022-06-03,8.443
2022-06-04,8.443
2022-06-05,8.443
2022-06-06,8.443
2022-06-07,8.443
2022-06-08,8.443
2022-06-09,8.443
2022-06-10,8.443
2022-06-11,8.443
2022-06-12,8.443
2022-06-13,8.443
2022-06-14,8.443
2022-06-15,8.443
2022-06-16,8.443
2022-06-17,8.443
2022-06-18,8.443
2022-06-19,8.443
2022-06-20,8.443
2022-06-21,8.443
2022-06-22,8.443
2022-06-23,8.443
2022-06-24,8.443
2022-06-25,8.443
2022-06-26,8.443
2022-06-27,8.443
2022-06-28,8.443
2022-06-29,8.443
2022-06-30,8.443
2022-07-01,8.443
2022-07-02,8.443
2022-07-03,8.443
2022-07-04,8.443
2022-07-05,8.443
2022-07-06,8.43
2022-07-07,8.433
2022-07-08,8.433
2022-07-09,8.433
2022-07-10,8.433
2022-07-11,8.433
2022-07-12,8.45
2022-07-13,8.52
2022-07-14,8.52
2022-07-15,8.52
2022-07-16,8.52
2022-07-17,8.52
2022-07-18,8.52
2022-07-19,8.52
2022-07-20,8.525
2022-07-21,8.567
2022-07-22,8.567
2022-07-23,8.567
2022-07-24,8.567
2022-07-25,8.567
2022-07-26,8.51
2022-07-27,8.51
2022-07-28,8.51
2022-07-29,8.51
2022-07-30,8.51
2022-07-31,8.51
2022-08-01,8.51
2022-08-02,8.528
2022-08-03,8.528
2022-08-04,8.528
2022-08-05,8.528
2022-08-06,8.528
2022-08-07,8.528
2022-08-08,8.528
2022-08-09,8.528
2022-08-10,8.528
2022-08-11,8.528
2022-08-12,8.528
2022-08-13,8.528
2022-08-14,8.528
2022-08-15,8.528
2022-08-16,8.528
2022-08-17,8.528
2022-08-18,8.528
2022-08-19,8.528
2022-08-20,8.528
2022-08-21,8.528
2022-08-22,8.528
2022-08-23,8.528
2022-08-24,8.528
2022-08-25,8.528
2022-08-26,8.528
2022-08-27,8.528
2022-08-28,8.528
2022-08-29,8.528
2022-08-30,8.528
2022-08-31,8.528
2022-09-01,8.528
2022-09-02,8.528
2022-09-03,8.528
2022-09-04,8.528
