,BBY US Equity
2020-11-02,9.54
2020-11-03,9.54
2020-11-04,9.54
2020-11-05,9.54
2020-11-06,9.54
2020-11-07,9.54
2020-11-08,9.54
2020-11-09,9.54
2020-11-10,9.54
2020-11-11,9.54
2020-11-12,9.54
2020-11-13,9.54
2020-11-14,9.54
2020-11-15,9.54
2020-11-16,9.54
2020-11-17,9.54
2020-11-18,9.54
2020-11-19,9.54
2020-11-20,9.54
2020-11-21,9.54
2020-11-22,9.54
2020-11-23,9.54
2020-11-24,9.54
2020-11-25,9.54
2020-11-26,9.54
2020-11-27,9.54
2020-11-28,9.54
2020-11-29,9.54
2020-11-30,9.54
2020-12-01,10.45
2020-12-02,10.45
2020-12-03,10.45
2020-12-04,10.45
2020-12-05,10.45
2020-12-06,10.45
2020-12-07,10.45
2020-12-08,10.45
2020-12-09,10.45
2020-12-10,10.45
2020-12-11,10.45
2020-12-12,10.45
2020-12-13,10.45
2020-12-14,10.45
2020-12-15,10.45
2020-12-16,10.45
2020-12-17,10.45
2020-12-18,10.45
2020-12-19,10.45
2020-12-20,10.45
2020-12-21,10.45
2020-12-22,10.45
2020-12-23,10.45
2020-12-24,10.45
2020-12-25,10.45
2020-12-26,10.45
2020-12-27,10.45
2020-12-28,10.45
2020-12-29,10.45
2020-12-30,10.45
2020-12-31,10.45
2021-01-01,10.45
2021-01-02,10.45
2021-01-03,10.45
2021-01-04,10.45
2021-01-05,10.45
2021-01-06,10.45
2021-01-07,10.45
2021-01-08,10.45
2021-01-09,10.45
2021-01-10,10.45
2021-01-11,10.45
2021-01-12,10.45
2021-01-13,10.45
2021-01-14,10.45
2021-01-15,10.45
2021-01-16,10.45
2021-01-17,10.45
2021-01-18,10.45
2021-01-19,10.45
2021-01-20,10.45
2021-01-21,10.45
2021-01-22,10.45
2021-01-23,10.45
2021-01-24,10.45
2021-01-25,10.45
2021-01-26,10.45
2021-01-27,10.45
2021-01-28,10.45
2021-01-29,10.45
2021-01-30,10.45
2021-01-31,10.45
2021-02-01,10.45
2021-02-02,10.45
2021-02-03,10.45
2021-02-04,10.45
2021-02-05,10.45
2021-02-06,10.45
2021-02-07,10.45
2021-02-08,10.45
2021-02-09,10.45
2021-02-10,10.45
2021-02-11,10.45
2021-02-12,10.45
2021-02-13,10.45
2021-02-14,10.45
2021-02-15,10.45
2021-02-16,10.45
2021-02-17,10.45
2021-02-18,10.45
2021-02-19,10.45
2021-02-20,10.45
2021-02-21,10.45
2021-02-22,10.45
2021-02-23,10.45
2021-02-24,10.45
2021-02-25,12.09
2021-02-26,12.09
2021-02-27,12.09
2021-02-28,12.09
2021-03-01,12.09
2021-03-02,12.09
2021-03-03,12.09
2021-03-04,12.09
2021-03-05,12.09
2021-03-06,12.09
2021-03-07,12.09
2021-03-08,12.09
2021-03-09,12.09
2021-03-10,12.09
2021-03-11,12.09
2021-03-12,12.09
2021-03-13,12.09
2021-03-14,12.09
2021-03-15,12.09
2021-03-16,12.09
2021-03-17,12.09
2021-03-18,12.09
2021-03-19,12.09
2021-03-20,12.09
2021-03-21,12.09
2021-03-22,12.09
2021-03-23,12.09
2021-03-24,12.09
2021-03-25,12.09
2021-03-26,12.09
2021-03-27,12.09
2021-03-28,12.09
2021-03-29,12.09
2021-03-30,12.09
2021-03-31,12.09
2021-04-01,12.09
2021-04-02,12.09
2021-04-03,12.09
2021-04-04,12.09
2021-04-05,12.09
2021-04-06,12.09
2021-04-07,12.09
2021-04-08,12.09
2021-04-09,12.09
2021-04-10,12.09
2021-04-11,12.09
2021-04-12,12.09
2021-04-13,12.09
2021-04-14,12.09
2021-04-15,12.09
2021-04-16,12.09
2021-04-17,12.09
2021-04-18,12.09
2021-04-19,12.09
2021-04-20,12.09
2021-04-21,12.09
2021-04-22,12.09
2021-04-23,12.09
2021-04-24,12.09
2021-04-25,12.09
2021-04-26,12.09
2021-04-27,12.09
2021-04-28,12.09
2021-04-29,12.09
2021-04-30,12.09
2021-05-01,12.09
2021-05-02,12.09
2021-05-03,12.09
2021-05-04,12.09
2021-05-05,12.09
2021-05-06,12.09
2021-05-07,12.09
2021-05-08,12.09
2021-05-09,12.09
2021-05-10,12.09
2021-05-11,12.09
2021-05-12,12.09
2021-05-13,12.09
2021-05-14,12.09
2021-05-15,12.09
2021-05-16,12.23
2021-05-17,12.23
2021-05-18,12.23
2021-05-19,12.23
2021-05-20,12.23
2021-05-21,12.23
2021-05-22,12.23
2021-05-23,12.23
2021-05-24,12.23
2021-05-25,12.23
2021-05-26,12.23
2021-05-27,13.26
2021-05-28,13.26
2021-05-29,13.26
2021-05-30,13.26
2021-05-31,13.26
2021-06-01,13.26
2021-06-02,13.26
2021-06-03,13.26
2021-06-04,13.26
2021-06-05,13.26
2021-06-06,13.26
2021-06-07,13.26
2021-06-08,13.26
2021-06-09,13.26
2021-06-10,13.26
2021-06-11,13.26
2021-06-12,13.26
2021-06-13,13.26
2021-06-14,13.26
2021-06-15,13.26
2021-06-16,13.26
2021-06-17,13.26
2021-06-18,13.26
2021-06-19,13.26
2021-06-20,13.26
2021-06-21,13.26
2021-06-22,13.26
2021-06-23,13.26
2021-06-24,13.26
2021-06-25,13.26
2021-06-26,13.26
2021-06-27,13.26
2021-06-28,13.26
2021-06-29,13.26
2021-06-30,13.26
2021-07-01,13.26
2021-07-02,13.26
2021-07-03,13.26
2021-07-04,13.26
2021-07-05,13.26
2021-07-06,13.26
2021-07-07,13.26
2021-07-08,13.26
2021-07-09,13.26
2021-07-10,13.26
2021-07-11,13.26
2021-07-12,13.26
2021-07-13,13.26
2021-07-14,13.26
2021-07-15,13.26
2021-07-16,13.26
2021-07-17,13.26
2021-07-18,13.26
2021-07-19,13.26
2021-07-20,13.26
2021-07-21,13.26
2021-07-22,13.26
2021-07-23,13.26
2021-07-24,13.26
2021-07-25,13.26
2021-07-26,13.26
2021-07-27,13.26
2021-07-28,13.26
2021-07-29,13.26
2021-07-30,13.26
2021-07-31,13.26
2021-08-01,13.26
2021-08-02,13.26
2021-08-03,13.26
2021-08-04,13.26
2021-08-05,13.26
2021-08-06,13.26
2021-08-07,13.26
2021-08-08,13.26
2021-08-09,13.26
2021-08-10,13.26
2021-08-11,13.26
2021-08-12,13.26
2021-08-13,13.26
2021-08-14,13.26
2021-08-15,13.26
2021-08-16,13.26
2021-08-17,13.26
2021-08-18,13.26
2021-08-19,13.26
2021-08-20,13.26
2021-08-21,13.26
2021-08-22,13.26
2021-08-23,13.26
2021-08-24,12.83
2021-08-25,12.83
2021-08-26,12.83
2021-08-27,12.83
2021-08-28,12.83
2021-08-29,12.83
2021-08-30,12.83
2021-08-31,12.83
2021-09-01,12.83
2021-09-02,12.83
2021-09-03,12.83
2021-09-04,12.83
2021-09-05,12.83
2021-09-06,12.83
2021-09-07,12.83
2021-09-08,12.83
2021-09-09,12.83
2021-09-10,12.83
2021-09-11,12.83
2021-09-12,12.83
2021-09-13,12.83
2021-09-14,12.83
2021-09-15,12.83
2021-09-16,12.83
2021-09-17,12.83
2021-09-18,12.83
2021-09-19,12.83
2021-09-20,12.83
2021-09-21,12.83
2021-09-22,12.83
2021-09-23,12.83
2021-09-24,12.83
2021-09-25,12.83
2021-09-26,12.83
2021-09-27,12.83
2021-09-28,12.83
2021-09-29,12.83
2021-09-30,12.83
2021-10-01,12.83
2021-10-02,12.83
2021-10-03,12.83
2021-10-04,12.83
2021-10-05,12.83
2021-10-06,12.83
2021-10-07,12.83
2021-10-08,12.83
2021-10-09,12.83
2021-10-10,12.83
2021-10-11,12.83
2021-10-12,12.047
2021-10-13,12.047
2021-10-14,12.047
2021-10-15,12.047
2021-10-16,12.047
2021-10-17,12.047
2021-10-18,12.047
2021-10-19,12.047
2021-10-20,12.047
2021-10-21,12.047
2021-10-22,12.047
2021-10-23,12.047
2021-10-24,12.047
2021-10-25,12.047
2021-10-26,12.047
2021-10-27,12.047
2021-10-28,12.047
2021-10-29,12.047
2021-10-30,12.047
2021-10-31,12.047
2021-11-01,12.047
2021-11-02,12.047
2021-11-03,12.047
2021-11-04,12.047
2021-11-05,12.047
2021-11-06,12.047
2021-11-07,12.047
2021-11-08,12.047
2021-11-09,12.047
2021-11-10,12.047
2021-11-11,12.047
2021-11-12,12.047
2021-11-13,12.047
2021-11-14,12.047
2021-11-15,12.047
2021-11-16,12.047
2021-11-17,12.047
2021-11-18,12.047
2021-11-19,12.047
2021-11-20,12.047
2021-11-21,12.047
2021-11-22,12.047
2021-11-23,12.157
2021-11-24,12.157
2021-11-25,12.157
2021-11-26,12.157
2021-11-27,12.157
2021-11-28,12.157
2021-11-29,12.157
2021-11-30,12.157
2021-12-01,12.157
2021-12-02,12.24
2021-12-03,12.24
2021-12-04,12.24
2021-12-05,12.43
2021-12-06,12.43
2021-12-07,12.43
2021-12-08,12.43
2021-12-09,12.43
2021-12-10,12.43
2021-12-11,12.43
2021-12-12,12.43
2021-12-13,12.43
2021-12-14,12.43
2021-12-15,12.43
2021-12-16,12.43
2021-12-17,12.43
2021-12-18,12.43
2021-12-19,12.43
2021-12-20,12.43
2021-12-21,12.43
2021-12-22,12.43
2021-12-23,12.43
2021-12-24,12.43
2021-12-25,12.43
2021-12-26,12.43
2021-12-27,12.43
2021-12-28,12.43
2021-12-29,12.43
2021-12-30,12.43
2021-12-31,12.43
2022-01-01,12.43
2022-01-02,12.43
2022-01-03,12.43
2022-01-04,12.43
2022-01-05,12.43
2022-01-06,12.43
2022-01-07,12.43
2022-01-08,12.43
2022-01-09,12.43
2022-01-10,12.43
2022-01-11,12.43
2022-01-12,12.43
2022-01-13,12.43
2022-01-14,12.43
2022-01-15,12.43
2022-01-16,12.43
2022-01-17,12.43
2022-01-18,12.43
2022-01-19,12.43
2022-01-20,12.43
2022-01-21,12.43
2022-01-22,12.43
2022-01-23,12.43
2022-01-24,12.43
2022-01-25,12.43
2022-01-26,12.43
2022-01-27,12.43
2022-01-28,12.43
2022-01-29,12.43
2022-01-30,12.43
2022-01-31,12.43
2022-02-01,12.43
2022-02-02,12.43
2022-02-03,12.43
2022-02-04,12.43
2022-02-05,12.43
2022-02-06,12.43
2022-02-07,12.43
2022-02-08,12.43
2022-02-09,12.43
2022-02-10,12.43
2022-02-11,12.43
2022-02-12,12.43
2022-02-13,12.43
2022-02-14,12.43
2022-02-15,12.43
2022-02-16,12.43
2022-02-17,12.43
2022-02-18,12.43
2022-02-19,12.43
2022-02-20,12.43
2022-02-21,12.43
2022-02-22,12.43
2022-02-23,12.43
2022-02-24,12.43
2022-02-25,12.43
2022-02-26,12.43
2022-02-27,12.43
2022-02-28,12.43
2022-03-01,12.43
2022-03-02,12.43
2022-03-03,11.23
2022-03-04,12.933
2022-03-05,12.933
2022-03-06,12.933
2022-03-07,12.933
2022-03-08,12.933
2022-03-09,12.933
2022-03-10,12.933
2022-03-11,12.933
2022-03-12,12.933
2022-03-13,12.933
2022-03-14,12.933
2022-03-15,12.933
2022-03-16,12.933
2022-03-17,12.933
2022-03-18,12.933
2022-03-19,12.933
2022-03-20,12.933
2022-03-21,12.933
2022-03-22,12.933
2022-03-23,13.807
2022-03-24,13.807
2022-03-25,13.807
2022-03-26,13.807
2022-03-27,13.807
2022-03-28,13.807
2022-03-29,13.807
2022-03-30,13.807
2022-03-31,13.807
2022-04-01,13.807
2022-04-02,13.807
2022-04-03,13.807
2022-04-04,13.807
2022-04-05,13.807
2022-04-06,13.807
2022-04-07,13.807
2022-04-08,13.807
2022-04-09,13.807
2022-04-10,13.807
2022-04-11,14.403
2022-04-12,14.403
2022-04-13,14.403
2022-04-14,14.403
2022-04-15,14.403
2022-04-16,14.403
2022-04-17,14.403
2022-04-18,14.403
2022-04-19,14.403
2022-04-20,14.403
2022-04-21,14.403
2022-04-22,14.403
2022-04-23,14.403
2022-04-24,14.403
2022-04-25,14.403
2022-04-26,14.403
2022-04-27,14.403
2022-04-28,14.403
2022-04-29,14.403
2022-04-30,14.403
2022-05-01,13.807
2022-05-02,13.807
2022-05-03,13.807
2022-05-04,13.807
2022-05-05,13.807
2022-05-06,13.807
2022-05-07,13.807
2022-05-08,13.807
2022-05-09,13.807
2022-05-10,13.807
2022-05-11,13.807
2022-05-12,13.807
2022-05-13,13.807
2022-05-14,13.807
2022-05-15,13.807
2022-05-16,13.807
2022-05-17,13.807
2022-05-18,13.807
2022-05-19,13.807
2022-05-20,13.807
2022-05-21,13.807
2022-05-22,13.807
2022-05-23,14.193
2022-05-24,14.308
2022-05-25,13.918
2022-05-26,13.918
2022-05-27,13.935
2022-05-28,13.9
2022-05-29,13.9
2022-05-30,13.9
2022-05-31,13.9
2022-06-01,13.9
2022-06-02,13.9
2022-06-03,13.9
2022-06-04,13.9
2022-06-05,13.9
2022-06-06,13.9
2022-06-07,13.9
2022-06-08,13.9
2022-06-09,13.9
2022-06-10,13.9
2022-06-11,13.9
2022-06-12,13.9
2022-06-13,13.9
2022-06-14,13.9
2022-06-15,13.9
2022-06-16,13.9
2022-06-17,13.9
2022-06-18,13.9
2022-06-19,13.9
2022-06-20,13.9
2022-06-21,13.9
2022-06-22,13.9
