,LOW US Equity
2019-06-08,
2019-06-09,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-15,
2019-06-16,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-22,
2019-06-23,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-06-29,
2019-06-30,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-04,
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-13,
2019-07-14,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-20,
2019-07-21,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-27,
2019-07-28,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-03,
2019-08-04,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-17,
2019-08-18,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-24,
2019-08-25,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-07,
2019-09-08,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-14,
2019-09-15,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-21,
2019-09-22,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-28,
2019-09-29,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-05,
2019-10-06,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-12,
2019-10-13,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-19,
2019-10-20,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-26,
2019-10-27,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-02,
2019-11-03,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-09,
2019-11-10,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-16,
2019-11-17,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,10.46
2019-11-22,10.46
2019-11-23,10.46
2019-11-24,10.46
2019-11-25,10.46
2019-11-26,10.46
2019-11-27,10.46
2019-11-28,10.46
2019-11-29,10.46
2019-11-30,10.46
2019-12-01,10.46
2019-12-02,10.46
2019-12-03,10.46
2019-12-04,10.46
2019-12-05,10.46
2019-12-06,10.46
2019-12-07,10.46
2019-12-08,10.46
2019-12-09,10.46
2019-12-10,10.46
2019-12-11,10.46
2019-12-12,10.46
2019-12-13,10.46
2019-12-14,10.46
2019-12-15,10.46
2019-12-16,10.46
2019-12-17,10.46
2019-12-18,10.46
2019-12-19,10.46
2019-12-20,10.46
2019-12-21,10.46
2019-12-22,10.46
2019-12-23,10.46
2019-12-24,10.46
2019-12-25,10.46
2019-12-26,10.46
2019-12-27,10.46
2019-12-28,10.46
2019-12-29,10.46
2019-12-30,10.46
2019-12-31,10.46
2020-01-01,10.46
2020-01-02,10.46
2020-01-03,10.46
2020-01-04,10.46
2020-01-05,10.46
2020-01-06,10.46
2020-01-07,10.46
2020-01-08,10.46
2020-01-09,10.46
2020-01-10,10.46
2020-01-11,10.46
2020-01-12,10.46
2020-01-13,10.46
2020-01-14,10.46
2020-01-15,10.46
2020-01-16,10.46
2020-01-17,10.46
2020-01-18,10.46
2020-01-19,10.46
2020-01-20,10.46
2020-01-21,10.46
2020-01-22,10.46
2020-01-23,10.46
2020-01-24,10.46
2020-01-25,10.46
2020-01-26,10.46
2020-01-27,10.46
2020-01-28,10.46
2020-01-29,10.46
2020-01-30,10.46
2020-01-31,10.46
2020-02-01,10.46
2020-02-02,10.46
2020-02-03,10.46
2020-02-04,10.46
2020-02-05,10.46
2020-02-06,10.46
2020-02-07,10.46
2020-02-08,10.46
2020-02-09,10.46
2020-02-10,10.46
2020-02-11,10.46
2020-02-12,10.46
2020-02-13,10.46
2020-02-14,10.46
2020-02-15,10.46
2020-02-16,10.46
2020-02-17,10.46
2020-02-18,10.46
2020-02-19,10.46
2020-02-20,10.46
2020-02-21,10.46
2020-02-22,10.46
2020-02-23,10.46
2020-02-24,10.46
2020-02-25,10.46
2020-02-26,10.46
2020-02-27,10.46
2020-02-28,10.46
2020-02-29,10.46
2020-03-01,10.46
2020-03-02,10.46
2020-03-03,9.84
2020-03-04,9.84
2020-03-05,9.84
2020-03-06,9.84
2020-03-07,9.84
2020-03-08,9.84
2020-03-09,9.84
2020-03-10,9.84
2020-03-11,9.84
2020-03-12,9.84
2020-03-13,9.84
2020-03-14,9.84
2020-03-15,9.84
2020-03-16,9.84
2020-03-17,9.84
2020-03-18,9.84
2020-03-19,9.84
2020-03-20,9.84
2020-03-21,9.84
2020-03-22,9.84
2020-03-23,9.84
2020-03-24,9.84
2020-03-25,9.84
2020-03-26,9.84
2020-03-27,9.84
2020-03-28,9.84
2020-03-29,9.84
2020-03-30,9.84
2020-03-31,9.84
2020-04-01,9.84
2020-04-02,9.84
2020-04-03,9.84
2020-04-04,9.84
2020-04-05,9.84
2020-04-06,9.84
2020-04-07,9.84
2020-04-08,9.84
2020-04-09,9.84
2020-04-10,9.84
2020-04-11,9.84
2020-04-12,9.84
2020-04-13,9.84
2020-04-14,9.84
2020-04-15,9.84
2020-04-16,9.84
2020-04-17,9.84
2020-04-18,9.84
2020-04-19,9.84
2020-04-20,9.84
2020-04-21,9.84
2020-04-22,9.84
2020-04-23,9.84
2020-04-24,9.84
2020-04-25,9.84
2020-04-26,9.84
2020-04-27,9.84
2020-04-28,9.84
2020-04-29,9.84
2020-04-30,9.84
2020-05-01,9.84
2020-05-02,9.84
2020-05-03,9.84
2020-05-04,9.84
2020-05-05,9.84
2020-05-06,9.84
2020-05-07,9.84
2020-05-08,9.84
2020-05-09,9.84
2020-05-10,9.84
2020-05-11,9.84
2020-05-12,9.84
2020-05-13,9.84
2020-05-14,9.84
2020-05-15,9.84
2020-05-16,9.84
2020-05-17,9.84
2020-05-18,9.84
2020-05-19,9.84
2020-05-20,9.84
2020-05-21,9.84
2020-05-22,9.84
2020-05-23,9.84
2020-05-24,9.84
2020-05-25,9.84
2020-05-26,9.84
2020-05-27,9.81
2020-05-28,9.81
2020-05-29,9.81
2020-05-30,9.81
2020-05-31,9.81
2020-06-01,9.81
2020-06-02,9.81
2020-06-03,9.81
2020-06-04,9.81
2020-06-05,9.81
2020-06-06,9.81
2020-06-07,9.81
2020-06-08,9.81
2020-06-09,9.81
2020-06-10,9.81
2020-06-11,9.81
2020-06-12,9.81
2020-06-13,9.81
2020-06-14,9.81
2020-06-15,9.81
2020-06-16,9.81
2020-06-17,9.81
2020-06-18,9.81
2020-06-19,9.81
2020-06-20,9.81
2020-06-21,9.81
2020-06-22,9.81
2020-06-23,9.81
2020-06-24,9.81
2020-06-25,9.81
2020-06-26,9.81
2020-06-27,9.81
2020-06-28,9.81
2020-06-29,9.81
2020-06-30,9.81
2020-07-01,9.81
2020-07-02,9.81
2020-07-03,9.81
2020-07-04,9.81
2020-07-05,9.81
2020-07-06,9.81
2020-07-07,9.81
2020-07-08,9.81
2020-07-09,9.81
2020-07-10,9.81
2020-07-11,9.81
2020-07-12,9.81
2020-07-13,9.81
2020-07-14,9.81
2020-07-15,9.81
2020-07-16,9.81
2020-07-17,9.81
2020-07-18,9.81
2020-07-19,9.81
2020-07-20,9.81
2020-07-21,9.81
2020-07-22,9.81
2020-07-23,9.81
2020-07-24,9.81
2020-07-25,9.81
2020-07-26,9.81
2020-07-27,9.81
2020-07-28,9.81
2020-07-29,9.81
2020-07-30,9.81
2020-07-31,9.81
2020-08-01,9.81
2020-08-02,9.81
2020-08-03,9.81
2020-08-04,9.81
2020-08-05,9.81
2020-08-06,9.81
2020-08-07,9.81
2020-08-08,9.81
2020-08-09,9.81
2020-08-10,9.81
2020-08-11,9.81
2020-08-12,9.81
2020-08-13,9.81
2020-08-14,9.81
2020-08-15,9.81
2020-08-16,9.81
2020-08-17,9.81
2020-08-18,9.81
2020-08-19,9.81
2020-08-20,11.98
2020-08-21,11.98
2020-08-22,11.98
2020-08-23,11.98
2020-08-24,11.98
2020-08-25,11.98
2020-08-26,11.98
2020-08-27,11.98
2020-08-28,11.98
2020-08-29,11.98
2020-08-30,11.98
2020-08-31,11.98
2020-09-01,11.98
2020-09-02,11.98
2020-09-03,11.98
2020-09-04,11.98
2020-09-05,11.98
2020-09-06,11.98
2020-09-07,11.98
2020-09-08,11.98
2020-09-09,11.98
2020-09-10,11.98
2020-09-11,11.98
2020-09-12,11.98
2020-09-13,11.98
2020-09-14,11.98
2020-09-15,11.98
2020-09-16,11.98
2020-09-17,11.98
2020-09-18,11.98
2020-09-19,11.98
2020-09-20,11.98
2020-09-21,11.98
2020-09-22,11.98
2020-09-23,11.98
2020-09-24,11.98
2020-09-25,11.98
2020-09-26,11.98
2020-09-27,11.98
2020-09-28,11.98
2020-09-29,11.98
2020-09-30,11.98
2020-10-01,11.98
2020-10-02,11.98
2020-10-03,11.98
2020-10-04,11.98
2020-10-05,11.98
2020-10-06,11.98
2020-10-07,11.98
2020-10-08,11.98
2020-10-09,11.98
2020-10-10,11.98
2020-10-11,11.98
2020-10-12,11.98
2020-10-13,11.98
2020-10-14,11.98
2020-10-15,11.98
2020-10-16,11.98
2020-10-17,11.98
2020-10-18,11.98
2020-10-19,11.98
2020-10-20,11.98
2020-10-21,11.98
2020-10-22,11.98
2020-10-23,11.98
2020-10-24,11.98
2020-10-25,11.98
2020-10-26,11.98
2020-10-27,11.98
2020-10-28,11.98
2020-10-29,11.98
2020-10-30,11.98
2020-10-31,11.98
2020-11-01,11.98
2020-11-02,11.98
2020-11-03,11.98
2020-11-04,11.98
2020-11-05,11.98
2020-11-06,11.98
2020-11-07,11.98
2020-11-08,11.98
2020-11-09,11.98
2020-11-10,11.98
2020-11-11,11.98
2020-11-12,11.98
2020-11-13,11.98
2020-11-14,11.98
2020-11-15,11.98
2020-11-16,11.98
2020-11-17,11.98
2020-11-18,11.98
2020-11-19,11.98
2020-11-20,11.98
2020-11-21,12.17
2020-11-22,12.17
2020-11-23,12.17
2020-11-24,12.17
2020-11-25,12.17
2020-11-26,12.17
2020-11-27,12.17
2020-11-28,12.17
2020-11-29,12.17
2020-11-30,12.17
2020-12-01,12.17
2020-12-02,12.17
2020-12-03,12.17
2020-12-04,12.17
2020-12-05,12.17
2020-12-06,12.17
2020-12-07,12.17
2020-12-08,12.17
2020-12-09,14.43
2020-12-10,14.43
2020-12-11,14.43
2020-12-12,14.43
2020-12-13,14.43
2020-12-14,14.43
2020-12-15,15.375
2020-12-16,15.375
2020-12-17,15.375
2020-12-18,15.375
2020-12-19,15.375
2020-12-20,15.375
2020-12-21,15.375
2020-12-22,15.375
2020-12-23,15.375
2020-12-24,15.375
2020-12-25,15.375
2020-12-26,15.375
2020-12-27,15.375
2020-12-28,15.375
2020-12-29,15.375
2020-12-30,15.375
2020-12-31,15.375
2021-01-01,15.375
2021-01-02,15.375
2021-01-03,15.375
2021-01-04,15.375
2021-01-05,15.375
2021-01-06,15.375
2021-01-07,15.375
2021-01-08,15.375
2021-01-09,15.375
2021-01-10,15.375
2021-01-11,15.375
2021-01-12,15.375
2021-01-13,15.375
2021-01-14,15.375
2021-01-15,15.375
2021-01-16,15.375
2021-01-17,15.375
2021-01-18,15.375
2021-01-19,15.375
2021-01-20,15.375
2021-01-21,15.375
2021-01-22,15.375
2021-01-23,15.375
2021-01-24,15.375
2021-01-25,15.375
2021-01-26,15.375
2021-01-27,15.375
2021-01-28,15.375
2021-01-29,15.435
2021-01-30,15.435
2021-01-31,15.435
2021-02-01,15.435
2021-02-02,15.435
2021-02-03,15.435
2021-02-04,15.435
2021-02-05,15.435
2021-02-06,15.435
2021-02-07,15.435
2021-02-08,15.435
2021-02-09,15.435
2021-02-10,15.435
2021-02-11,15.435
2021-02-12,15.435
2021-02-13,15.435
2021-02-14,15.435
2021-02-15,15.435
2021-02-16,15.435
2021-02-17,15.435
2021-02-18,15.435
2021-02-19,15.435
2021-02-20,15.435
2021-02-21,15.435
2021-02-22,15.435
2021-02-23,15.435
2021-02-24,17.457
2021-02-25,17.457
2021-02-26,17.457
2021-02-27,17.457
2021-02-28,17.457
2021-03-01,17.457
2021-03-02,17.457
2021-03-03,17.457
2021-03-04,17.457
2021-03-05,17.457
2021-03-06,17.457
2021-03-07,17.457
2021-03-08,17.457
2021-03-09,17.457
2021-03-10,17.457
2021-03-11,17.457
2021-03-12,17.457
2021-03-13,17.457
2021-03-14,17.457
2021-03-15,17.457
2021-03-16,17.457
2021-03-17,17.763
2021-03-18,17.763
2021-03-19,17.763
2021-03-20,17.763
2021-03-21,17.763
2021-03-22,17.763
2021-03-23,17.763
2021-03-24,17.763
2021-03-25,17.763
2021-03-26,17.763
2021-03-27,17.763
2021-03-28,17.763
2021-03-29,17.763
2021-03-30,17.763
2021-03-31,17.763
2021-04-01,17.763
2021-04-02,17.763
2021-04-03,17.763
2021-04-04,17.763
2021-04-05,17.763
2021-04-06,17.763
2021-04-07,17.763
2021-04-08,17.763
2021-04-09,17.763
2021-04-10,17.763
2021-04-11,17.763
2021-04-12,17.93
2021-04-13,17.93
2021-04-14,17.93
2021-04-15,17.93
2021-04-16,17.93
2021-04-17,17.93
2021-04-18,17.93
2021-04-19,17.93
2021-04-20,17.93
2021-04-21,17.93
2021-04-22,17.93
2021-04-23,17.93
2021-04-24,17.93
2021-04-25,17.93
2021-04-26,17.93
2021-04-27,17.93
2021-04-28,17.93
2021-04-29,18.04
2021-04-30,18.04
2021-05-01,18.04
2021-05-02,18.04
2021-05-03,18.04
2021-05-04,18.04
2021-05-05,18.04
2021-05-06,18.04
2021-05-07,18.04
2021-05-08,18.04
2021-05-09,18.04
2021-05-10,18.04
2021-05-11,18.04
2021-05-12,18.04
2021-05-13,18.04
2021-05-14,18.04
2021-05-15,18.04
2021-05-16,18.695
2021-05-17,18.695
2021-05-18,18.695
2021-05-19,18.685
2021-05-20,18.685
2021-05-21,18.685
2021-05-22,18.945
2021-05-23,18.945
2021-05-24,18.945
2021-05-25,18.945
2021-05-26,18.945
2021-05-27,18.945
2021-05-28,18.945
2021-05-29,18.945
2021-05-30,18.945
2021-05-31,18.945
2021-06-01,18.945
2021-06-02,18.945
2021-06-03,18.945
2021-06-04,18.945
2021-06-05,18.945
2021-06-06,18.945
2021-06-07,18.945
2021-06-08,18.945
2021-06-09,18.945
2021-06-10,18.945
2021-06-11,18.945
2021-06-12,18.945
2021-06-13,18.945
2021-06-14,18.945
2021-06-15,18.945
2021-06-16,18.945
2021-06-17,18.945
2021-06-18,18.945
2021-06-19,18.945
2021-06-20,18.945
2021-06-21,18.945
2021-06-22,18.945
2021-06-23,18.945
2021-06-24,18.945
2021-06-25,18.945
2021-06-26,18.945
2021-06-27,18.945
2021-06-28,18.945
2021-06-29,18.945
2021-06-30,18.945
2021-07-01,18.945
2021-07-02,18.945
2021-07-03,18.945
2021-07-04,18.945
2021-07-05,18.945
2021-07-06,18.945
2021-07-07,18.945
2021-07-08,18.945
2021-07-09,18.945
2021-07-10,18.945
2021-07-11,18.945
2021-07-12,18.945
2021-07-13,18.945
2021-07-14,18.945
2021-07-15,18.945
2021-07-16,18.945
2021-07-17,18.945
2021-07-18,18.945
2021-07-19,18.945
2021-07-20,18.945
2021-07-21,18.945
2021-07-22,18.945
2021-07-23,18.945
2021-07-24,18.945
2021-07-25,18.945
2021-07-26,18.945
2021-07-27,18.945
2021-07-28,18.945
2021-07-29,18.945
2021-07-30,18.945
2021-07-31,18.945
2021-08-01,18.945
2021-08-02,18.945
2021-08-03,18.945
2021-08-04,18.945
2021-08-05,18.945
2021-08-06,18.945
2021-08-07,18.945
2021-08-08,18.945
2021-08-09,18.945
2021-08-10,18.945
2021-08-11,18.945
2021-08-12,18.945
2021-08-13,18.945
2021-08-14,18.945
2021-08-15,18.945
2021-08-16,18.945
2021-08-17,18.945
2021-08-18,18.27
2021-08-19,18.27
2021-08-20,18.27
2021-08-21,18.27
2021-08-22,18.27
2021-08-23,18.27
2021-08-24,18.27
2021-08-25,18.503
2021-08-26,18.503
2021-08-27,18.503
2021-08-28,18.503
2021-08-29,18.503
2021-08-30,18.503
2021-08-31,18.503
2021-09-01,18.503
2021-09-02,18.503
2021-09-03,18.503
2021-09-04,18.503
2021-09-05,18.503
2021-09-06,18.503
2021-09-07,18.503
2021-09-08,18.503
2021-09-09,18.503
2021-09-10,18.503
2021-09-11,18.503
2021-09-12,18.503
2021-09-13,18.503
2021-09-14,18.503
2021-09-15,18.503
2021-09-16,18.503
2021-09-17,18.503
2021-09-18,18.503
2021-09-19,18.503
2021-09-20,18.503
2021-09-21,18.503
2021-09-22,18.503
2021-09-23,18.503
2021-09-24,18.503
2021-09-25,18.503
2021-09-26,18.503
2021-09-27,18.503
2021-09-28,18.503
2021-09-29,18.503
2021-09-30,18.503
2021-10-01,18.503
2021-10-02,18.503
2021-10-03,18.503
2021-10-04,18.503
2021-10-05,18.503
2021-10-06,18.503
2021-10-07,18.503
2021-10-08,18.503
2021-10-09,18.503
2021-10-10,18.503
2021-10-11,18.503
2021-10-12,18.503
2021-10-13,18.503
2021-10-14,18.503
2021-10-15,18.503
2021-10-16,18.503
2021-10-17,18.503
2021-10-18,18.503
2021-10-19,18.503
2021-10-20,18.503
2021-10-21,18.503
2021-10-22,18.503
2021-10-23,18.503
2021-10-24,18.503
2021-10-25,18.503
2021-10-26,18.503
2021-10-27,18.503
2021-10-28,18.503
2021-10-29,18.503
2021-10-30,18.503
2021-10-31,18.503
2021-11-01,18.503
2021-11-02,18.503
2021-11-03,18.503
2021-11-04,18.503
2021-11-05,18.503
2021-11-06,18.503
2021-11-07,18.503
2021-11-08,18.503
2021-11-09,18.503
2021-11-10,18.503
2021-11-11,18.503
2021-11-12,18.503
2021-11-13,18.503
2021-11-14,18.503
2021-11-15,18.503
2021-11-16,18.503
2021-11-17,18.89
2021-11-18,18.943
2021-11-19,18.943
2021-11-20,18.943
2021-11-21,18.943
2021-11-22,19.028
2021-11-23,19.028
2021-11-24,19.028
2021-11-25,19.028
2021-11-26,19.028
2021-11-27,19.028
2021-11-28,19.028
2021-11-29,19.028
2021-11-30,19.028
2021-12-01,19.028
2021-12-02,19.028
2021-12-03,19.028
2021-12-04,19.028
2021-12-05,19.028
2021-12-06,19.028
2021-12-07,19.028
2021-12-08,19.028
2021-12-09,19.028
2021-12-10,19.028
2021-12-11,19.028
2021-12-12,19.028
2021-12-13,19.028
2021-12-14,19.028
2021-12-15,18.307
2021-12-16,18.373
2021-12-17,18.373
2021-12-18,18.493
2021-12-19,18.493
2021-12-20,18.493
2021-12-21,18.493
2021-12-22,18.493
2021-12-23,18.493
2021-12-24,18.493
2021-12-25,18.493
2021-12-26,18.493
2021-12-27,18.493
2021-12-28,18.493
2021-12-29,18.493
2021-12-30,18.493
2021-12-31,18.493
2022-01-01,18.493
2022-01-02,18.493
2022-01-03,18.493
2022-01-04,18.493
2022-01-05,18.493
2022-01-06,18.493
2022-01-07,18.493
2022-01-08,18.493
2022-01-09,18.493
2022-01-10,18.493
2022-01-11,18.493
2022-01-12,18.493
2022-01-13,18.493
2022-01-14,18.493
2022-01-15,18.493
2022-01-16,18.493
2022-01-17,18.493
2022-01-18,18.493
2022-01-19,18.493
2022-01-20,18.493
2022-01-21,18.493
2022-01-22,18.493
2022-01-23,18.493
2022-01-24,18.493
2022-01-25,18.493
2022-01-26,18.493
2022-01-27,18.493
2022-01-28,18.493
2022-01-29,18.493
2022-01-30,18.493
2022-01-31,18.493
2022-02-01,18.493
2022-02-02,18.493
2022-02-03,18.493
2022-02-04,18.493
2022-02-05,18.493
2022-02-06,18.493
2022-02-07,18.493
2022-02-08,18.493
2022-02-09,18.493
2022-02-10,18.493
2022-02-11,18.493
2022-02-12,18.493
2022-02-13,18.493
2022-02-14,18.493
2022-02-15,18.493
2022-02-16,18.493
2022-02-17,18.493
2022-02-18,18.493
2022-02-19,18.493
2022-02-20,18.65
2022-02-21,18.65
2022-02-22,18.65
2022-02-23,19.57
2022-02-24,19.705
2022-02-25,19.705
2022-02-26,19.705
2022-02-27,19.705
2022-02-28,19.705
2022-03-01,20.248
2022-03-02,20.248
2022-03-03,20.248
2022-03-04,20.248
2022-03-05,20.248
2022-03-06,20.248
2022-03-07,20.248
2022-03-08,20.248
2022-03-09,20.248
2022-03-10,20.248
2022-03-11,20.248
2022-03-12,20.248
2022-03-13,20.248
2022-03-14,20.248
2022-03-15,20.248
2022-03-16,20.248
2022-03-17,20.248
2022-03-18,20.248
2022-03-19,20.248
2022-03-20,20.248
2022-03-21,20.248
2022-03-22,20.248
2022-03-23,20.248
2022-03-24,20.248
2022-03-25,20.248
2022-03-26,20.248
2022-03-27,20.248
2022-03-28,20.248
2022-03-29,20.248
2022-03-30,20.248
2022-03-31,20.248
2022-04-01,20.248
2022-04-02,20.248
2022-04-03,20.248
2022-04-04,20.248
2022-04-05,20.248
2022-04-06,20.248
2022-04-07,20.248
2022-04-08,20.248
2022-04-09,20.248
2022-04-10,20.248
2022-04-11,20.248
2022-04-12,18.867
2022-04-13,18.867
2022-04-14,18.867
2022-04-15,18.867
2022-04-16,18.867
2022-04-17,18.867
2022-04-18,18.867
2022-04-19,18.867
2022-04-20,18.867
2022-04-21,18.867
2022-04-22,18.867
2022-04-23,18.867
2022-04-24,18.867
2022-04-25,18.867
2022-04-26,18.867
2022-04-27,18.867
2022-04-28,18.867
2022-04-29,18.867
2022-04-30,18.867
2022-05-01,18.823
2022-05-02,18.823
2022-05-03,18.823
2022-05-04,18.823
2022-05-05,18.823
2022-05-06,18.823
2022-05-07,18.823
2022-05-08,18.823
2022-05-09,18.823
2022-05-10,18.823
2022-05-11,18.823
2022-05-12,18.823
2022-05-13,18.823
2022-05-14,18.823
2022-05-15,18.823
2022-05-16,18.823
2022-05-17,18.823
2022-05-18,18.857
2022-05-19,19.45
2022-05-20,19.45
2022-05-21,19.318
2022-05-22,19.318
2022-05-23,19.318
2022-05-24,19.318
2022-05-25,19.318
2022-05-26,19.318
2022-05-27,19.318
2022-05-28,19.318
2022-05-29,19.318
2022-05-30,19.318
2022-05-31,19.318
2022-06-01,19.318
2022-06-02,19.318
2022-06-03,19.318
2022-06-04,19.318
2022-06-05,19.318
2022-06-06,19.318
2022-06-07,19.318
2022-06-08,19.318
2022-06-09,19.318
2022-06-10,19.318
2022-06-11,19.318
2022-06-12,19.318
2022-06-13,19.318
2022-06-14,19.318
2022-06-15,19.318
2022-06-16,19.318
2022-06-17,19.318
2022-06-18,19.318
2022-06-19,19.318
2022-06-20,19.318
2022-06-21,19.318
2022-06-22,19.084
2022-06-23,19.084
2022-06-24,19.084
2022-06-25,19.084
2022-06-26,19.084
2022-06-27,19.084
2022-06-28,19.084
2022-06-29,19.084
2022-06-30,19.084
2022-07-01,19.084
2022-07-02,19.084
2022-07-03,19.084
2022-07-04,19.084
2022-07-05,19.084
2022-07-06,19.084
2022-07-07,19.084
2022-07-08,19.084
2022-07-09,19.084
2022-07-10,19.084
2022-07-11,19.084
2022-07-12,19.084
2022-07-13,19.084
2022-07-14,19.084
2022-07-15,19.084
2022-07-16,19.084
2022-07-17,19.084
2022-07-18,19.084
2022-07-19,19.084
2022-07-20,19.084
2022-07-21,19.084
2022-07-22,19.084
2022-07-23,19.084
2022-07-24,19.084
2022-07-25,19.084
2022-07-26,19.084
2022-07-27,19.084
2022-07-28,19.084
2022-07-29,19.084
2022-07-30,19.084
2022-07-31,19.084
2022-08-01,19.656
2022-08-02,19.656
2022-08-03,19.656
2022-08-04,19.656
2022-08-05,19.656
2022-08-06,19.656
2022-08-07,19.656
2022-08-08,19.656
2022-08-09,19.656
2022-08-10,19.656
2022-08-11,19.656
2022-08-12,19.656
2022-08-13,19.656
2022-08-14,19.656
2022-08-15,19.656
2022-08-16,19.656
2022-08-17,19.232
2022-08-18,19.232
2022-08-19,19.232
2022-08-20,19.232
2022-08-21,19.232
2022-08-22,19.232
2022-08-23,19.232
2022-08-24,19.232
2022-08-25,19.216
2022-08-26,19.216
2022-08-27,19.216
2022-08-28,19.216
2022-08-29,19.216
2022-08-30,19.216
2022-08-31,19.216
2022-09-01,19.333
2022-09-02,19.333
2022-09-03,19.333
2022-09-04,19.333
2022-09-05,19.333
2022-09-06,19.333
2022-09-07,19.333
2022-09-08,19.333
2022-09-09,19.333
2022-09-10,19.333
2022-09-11,19.333
2022-09-12,19.333
2022-09-13,19.333
2022-09-14,19.333
2022-09-15,19.333
2022-09-16,19.333
2022-09-17,19.333
2022-09-18,19.333
2022-09-19,19.333
