,RIO AU Equity,RIO AU Equity,RIO AU Equity,RIO AU Equity,RIO AU Equity
1996-01-14,4.8106,4.8112,4.7487,4.7636,931424.0
1996-01-15,4.7487,4.7858,4.7463,4.7784,617444.0
1996-01-16,4.7611,4.8477,4.7611,4.8378,1593110.0
1996-01-17,4.8774,4.8971,4.8427,4.8724,904264.0
1996-01-18,4.8477,4.8477,4.7586,4.7661,1634466.0
1996-01-19,4.7858,4.7982,4.6993,4.724,2407403.0
1996-01-20,4.7858,4.7982,4.6993,4.724,2407403.0
1996-01-21,4.7858,4.7982,4.6993,4.724,2407403.0
1996-01-22,4.7487,4.7487,4.6745,4.6943,1528943.0
1996-01-23,4.724,4.724,4.6374,4.6646,1508325.0
1996-01-24,4.6455,4.6844,4.6251,4.6622,778050.0
1996-01-25,4.6993,4.7562,4.6869,4.6993,1276451.0
1996-01-26,4.6993,4.7562,4.6869,4.6993,1276451.0
1996-01-27,4.6993,4.7562,4.6869,4.6993,1276451.0
1996-01-28,4.6993,4.7562,4.6869,4.6993,1276451.0
1996-01-29,4.7265,4.7487,4.6993,4.7116,2134105.0
1996-01-30,4.7067,4.7116,4.6795,4.6943,933142.0
1996-01-31,4.7364,4.7438,4.7092,4.7191,1608122.0
1996-02-01,4.7364,4.7611,4.7215,4.7512,1314969.0
1996-02-02,4.7982,4.8378,4.7908,4.8081,1365314.0
1996-02-03,4.7982,4.8378,4.7908,4.8081,1365314.0
1996-02-04,4.7982,4.8378,4.7908,4.8081,1365314.0
1996-02-05,4.8223,4.8724,4.8205,4.8403,910583.0
1996-02-06,4.8279,4.8576,4.8056,4.8526,862194.0
1996-02-07,4.8563,4.8823,4.8563,4.8625,570551.0
1996-02-08,4.8625,4.8872,4.8378,4.8798,889147.0
1996-02-09,4.8817,4.8817,4.8279,4.8279,1068197.0
1996-02-10,4.8817,4.8817,4.8279,4.8279,1068197.0
1996-02-11,4.8817,4.8817,4.8279,4.8279,1068197.0
1996-02-12,4.8205,4.8229,4.7735,4.8081,1054657.0
1996-02-13,4.8229,4.8971,4.8229,4.8971,1341263.0
1996-02-14,4.8885,4.9763,4.8885,4.9466,1114964.0
1996-02-15,4.9342,4.959,4.912,4.9219,1664394.0
1996-02-16,4.8922,4.9367,4.8724,4.9342,427338.0
1996-02-17,4.8922,4.9367,4.8724,4.9342,427338.0
1996-02-18,4.8922,4.9367,4.8724,4.9342,427338.0
1996-02-19,4.9095,4.9169,4.8724,4.9169,1317971.0
1996-02-20,4.9145,4.9145,4.8353,4.8477,767277.0
1996-02-21,4.8229,4.8971,4.8229,4.8823,1084309.0
1996-02-22,4.8947,4.9219,4.8872,4.9021,1025050.0
1996-02-23,4.9281,4.9355,4.8724,4.8724,1745445.0
1996-02-24,4.9281,4.9355,4.8724,4.8724,1745445.0
1996-02-25,4.9281,4.9355,4.8724,4.8724,1745445.0
1996-02-26,4.8743,4.9021,4.86,4.9021,440346.0
1996-02-27,4.8848,4.8971,4.865,4.8823,764361.0
1996-02-28,4.8842,4.9219,4.8774,4.907,603820.0
1996-02-29,4.907,4.9639,4.907,4.959,866050.0
1996-03-01,4.9763,4.9837,4.8971,4.8971,1012392.0
1996-03-02,4.9763,4.9837,4.8971,4.8971,1012392.0
1996-03-03,4.9763,4.9837,4.8971,4.8971,1012392.0
1996-03-04,4.9466,4.9763,4.9466,4.9466,826066.0
1996-03-05,4.9664,4.9837,4.9219,4.9837,1302299.0
1996-03-06,4.9713,5.0208,4.959,4.9961,1480725.0
1996-03-07,4.975,4.975,4.9169,4.9466,1175294.0
1996-03-08,4.9268,4.9466,4.8699,4.8774,2141449.0
1996-03-09,4.9268,4.9466,4.8699,4.8774,2141449.0
1996-03-10,4.9268,4.9466,4.8699,4.8774,2141449.0
1996-03-11,4.8557,4.8557,4.7611,4.7636,1621243.0
1996-03-12,4.8229,4.8823,4.818,4.8774,939754.0
1996-03-13,4.8724,4.8724,4.8081,4.8081,1110560.0
1996-03-14,4.8328,4.8477,4.7858,4.8032,503809.0
1996-03-15,4.8192,4.8254,4.7858,4.8081,12363609.0
1996-03-16,4.8192,4.8254,4.7858,4.8081,12363609.0
1996-03-17,4.8192,4.8254,4.7858,4.8081,12363609.0
1996-03-18,4.8229,4.8625,4.7735,4.7784,13342702.0
1996-03-19,4.8328,4.8477,4.813,4.813,709032.0
1996-03-20,4.8254,4.8477,4.8229,4.8427,1068043.0
1996-03-21,4.8304,4.8675,4.8279,4.8526,2332720.0
1996-03-22,4.8602,4.8803,4.84,4.8526,3735713.0
1996-03-23,4.8602,4.8803,4.84,4.8526,3735713.0
1996-03-24,4.8602,4.8803,4.84,4.8526,3735713.0
1996-03-25,4.8551,4.8753,4.8148,4.8224,3531544.0
1996-03-26,4.8224,4.83,4.7746,4.8224,1332015.0
1996-03-27,4.8476,4.8728,4.8249,4.8249,1250071.0
1996-03-28,4.8243,4.8243,4.7846,4.8098,1256685.0
1996-03-29,4.8174,4.8728,4.8174,4.8224,8180197.0
1996-03-30,4.8174,4.8728,4.8174,4.8224,8180197.0
1996-03-31,4.8174,4.8728,4.8174,4.8224,8180197.0
1996-04-01,4.8224,4.835,4.8123,4.8224,1522474.0
1996-04-02,4.83,4.8476,4.8148,4.8476,1273023.0
1996-04-03,4.8476,4.8476,4.8148,4.8174,2576615.0
1996-04-04,4.8199,4.8224,4.7746,4.7846,1370500.0
1996-04-05,4.8199,4.8224,4.7746,4.7846,1370500.0
1996-04-06,4.8199,4.8224,4.7746,4.7846,1370500.0
1996-04-07,4.8199,4.8224,4.7746,4.7846,1370500.0
1996-04-08,4.8199,4.8224,4.7746,4.7846,1370500.0
1996-04-09,4.7846,4.7871,4.7594,4.7846,561461.0
1996-04-10,4.7846,4.8148,4.7846,4.7972,2136088.0
1996-04-11,4.8111,4.8854,4.7972,4.8501,2050708.0
1996-04-12,4.8904,4.9861,4.8904,4.981,4210870.0
1996-04-13,4.8904,4.9861,4.8904,4.981,4210870.0
1996-04-14,4.8904,4.9861,4.8904,4.981,4210870.0
1996-04-15,4.9735,5.049,4.9735,5.0163,1572287.0
1996-04-16,5.0365,5.049,4.981,5.0012,1039372.0
1996-04-17,5.015,5.0239,4.9861,5.0188,1055888.0
1996-04-18,5.0188,5.0616,4.9861,4.9987,2227329.0
1996-04-19,5.0138,5.0365,5.0113,5.0365,910463.0
1996-04-20,5.0138,5.0365,5.0113,5.0365,910463.0
1996-04-21,5.0138,5.0365,5.0113,5.0365,910463.0
1996-04-22,5.039,5.0868,5.0113,5.0213,1530463.0
1996-04-23,5.0264,5.1372,5.0264,5.1221,1844534.0
1996-04-24,5.1498,5.2001,5.1498,5.1875,1804364.0
1996-04-25,5.1498,5.2001,5.1498,5.1875,1804364.0
1996-04-26,5.1875,5.2127,5.1624,5.1951,2927105.0
1996-04-27,5.1875,5.2127,5.1624,5.1951,2927105.0
1996-04-28,5.1875,5.2127,5.1624,5.1951,2927105.0
1996-04-29,5.1875,5.2027,5.1573,5.1951,607327.0
1996-04-30,5.1875,5.2077,5.1875,5.1976,612568.0
1996-05-01,5.1857,5.2127,5.1775,5.1875,1033781.0
1996-05-02,5.2083,5.2505,5.1951,5.2354,1895626.0
1996-05-03,5.1901,5.2304,5.1875,5.2127,1372815.0
1996-05-04,5.1901,5.2304,5.1875,5.2127,1372815.0
1996-05-05,5.1901,5.2304,5.1875,5.2127,1372815.0
1996-05-06,5.2228,5.2681,5.2228,5.2555,747537.0
1996-05-07,5.2858,5.3588,5.2782,5.3386,1041377.0
1996-05-08,5.3185,5.4394,5.3179,5.4142,2399853.0
1996-05-09,5.4117,5.4192,5.3286,5.3386,2131856.0
1996-05-10,5.3135,5.3135,5.2379,5.2555,1337259.0
1996-05-11,5.3135,5.3135,5.2379,5.2555,1337259.0
1996-05-12,5.3135,5.3135,5.2379,5.2555,1337259.0
1996-05-13,5.2631,5.2631,5.2027,5.2606,1222901.0
1996-05-14,5.2644,5.2757,5.2329,5.2706,1740104.0
1996-05-15,5.2757,5.3009,5.253,5.2631,1668440.0
1996-05-16,5.2404,5.2631,5.2001,5.2631,706038.0
1996-05-17,5.2618,5.3034,5.2555,5.2782,1136588.0
1996-05-18,5.2618,5.3034,5.2555,5.2782,1136588.0
1996-05-19,5.2618,5.3034,5.2555,5.2782,1136588.0
1996-05-20,5.2732,5.2883,5.1825,5.1926,1531494.0
1996-05-21,5.1768,5.1768,5.117,5.1246,2026160.0
1996-05-22,5.112,5.117,5.0742,5.117,1344662.0
1996-05-23,5.1271,5.1624,5.0919,5.0919,1354381.0
1996-05-24,5.0616,5.107,5.0616,5.0994,756395.0
1996-05-25,5.0616,5.107,5.0616,5.0994,756395.0
1996-05-26,5.0616,5.107,5.0616,5.0994,756395.0
1996-05-27,5.1107,5.1372,5.107,5.117,890195.0
1996-05-28,5.1196,5.1473,5.1196,5.1473,667530.0
1996-05-29,5.1372,5.1674,5.112,5.1221,1603521.0
1996-05-30,5.1145,5.1221,5.0868,5.0919,1361500.0
1996-05-31,5.0994,5.1573,5.0994,5.1145,3807937.0
1996-06-01,5.0994,5.1573,5.0994,5.1145,3807937.0
1996-06-02,5.0994,5.1573,5.0994,5.1145,3807937.0
1996-06-03,5.1107,5.112,5.0667,5.0767,1309801.0
1996-06-04,5.0616,5.0868,5.039,5.0742,799838.0
1996-06-05,5.0616,5.0616,5.0264,5.0365,585110.0
1996-06-06,5.0088,5.0113,4.9609,4.9785,3009869.0
1996-06-07,4.9357,4.9861,4.9105,4.9836,1465292.0
1996-06-08,4.9357,4.9861,4.9105,4.9836,1465292.0
1996-06-09,4.9357,4.9861,4.9105,4.9836,1465292.0
1996-06-10,4.9357,4.9861,4.9105,4.9836,1465292.0
1996-06-11,4.9962,5.0264,4.9861,5.0163,1391748.0
1996-06-12,5.0163,5.0465,5.0037,5.0113,1509145.0
1996-06-13,4.9987,4.9987,4.9609,4.9861,618651.0
1996-06-14,4.9861,5.0163,4.981,4.9861,910414.0
1996-06-15,4.9861,5.0163,4.981,4.9861,910414.0
1996-06-16,4.9861,5.0163,4.981,4.9861,910414.0
1996-06-17,4.971,4.9785,4.9231,4.9231,949840.0
1996-06-18,4.937,4.9861,4.9307,4.9458,2297651.0
1996-06-19,4.9584,5.0012,4.9584,4.9861,2084282.0
1996-06-20,4.9911,5.0365,4.976,5.0188,1955214.0
1996-06-21,5.0157,5.0516,5.0157,5.0415,2783011.0
1996-06-22,5.0157,5.0516,5.0157,5.0415,2783011.0
1996-06-23,5.0157,5.0516,5.0157,5.0415,2783011.0
1996-06-24,5.0465,5.0465,4.9987,4.9987,1067027.0
1996-06-25,4.981,4.981,4.9433,4.9559,1963282.0
1996-06-26,4.9408,4.9634,4.9231,4.9307,3047962.0
1996-06-27,4.9156,4.9332,4.8854,4.9105,2625943.0
1996-06-28,4.9206,4.9861,4.9206,4.9256,7087005.0
1996-06-29,4.9206,4.9861,4.9206,4.9256,7087005.0
1996-06-30,4.9206,4.9861,4.9206,4.9256,7087005.0
1996-07-01,4.9313,4.9861,4.9156,4.9785,2270254.0
1996-07-02,4.9962,4.9987,4.9609,4.9735,1469235.0
1996-07-03,4.981,4.9936,4.9206,4.9231,1624535.0
1996-07-04,4.908,4.9105,4.8476,4.8677,2578683.0
1996-07-05,4.8602,4.8602,4.767,4.772,2327891.0
1996-07-06,4.8602,4.8602,4.767,4.772,2327891.0
1996-07-07,4.8602,4.8602,4.767,4.772,2327891.0
1996-07-08,4.7103,4.7141,4.6789,4.6789,1320390.0
1996-07-09,4.6839,4.7494,4.6839,4.7166,2084079.0
1996-07-10,4.7393,4.7594,4.7192,4.7217,1467928.0
1996-07-11,4.7192,4.7192,4.6084,4.6285,3206085.0
1996-07-12,4.5958,4.5964,4.5479,4.553,2434674.0
1996-07-13,4.5958,4.5964,4.5479,4.553,2434674.0
1996-07-14,4.5958,4.5964,4.5479,4.553,2434674.0
1996-07-15,4.558,4.558,4.4699,4.4824,2868433.0
1996-07-16,4.3918,4.4069,4.3439,4.3691,4611705.0
1996-07-17,4.4094,4.4472,4.3691,4.3767,3081795.0
1996-07-18,4.4037,4.4321,4.3792,4.3867,2442944.0
1996-07-19,4.4724,4.5378,4.4472,4.5127,2088214.0
1996-07-20,4.4724,4.5378,4.4472,4.5127,2088214.0
1996-07-21,4.4724,4.5378,4.4472,4.5127,2088214.0
1996-07-22,4.4787,4.5328,4.4787,4.5328,968866.0
1996-07-23,4.5076,4.5328,4.4699,4.4824,1465253.0
1996-07-24,4.4724,4.5127,4.3943,4.3943,1374365.0
1996-07-25,4.4037,4.4321,4.3792,4.3867,1396218.0
1996-07-26,4.4069,4.4824,4.4069,4.4824,2263212.0
1996-07-27,4.4069,4.4824,4.4069,4.4824,2263212.0
1996-07-28,4.4069,4.4824,4.4069,4.4824,2263212.0
1996-07-29,4.5076,4.558,4.4699,4.4799,644106.0
1996-07-30,4.4573,4.4976,4.427,4.4925,939580.0
1996-07-31,4.558,4.5958,4.5253,4.5958,1488650.0
1996-08-01,4.6209,4.6587,4.5832,4.6209,1338679.0
1996-08-02,4.6587,4.7091,4.6587,4.6889,2340540.0
1996-08-03,4.6587,4.7091,4.6587,4.6889,2340540.0
1996-08-04,4.6587,4.7091,4.6587,4.6889,2340540.0
1996-08-05,4.7594,4.7594,4.704,4.704,1332445.0
1996-08-06,4.6896,4.7292,4.6688,4.6688,1035859.0
1996-08-07,4.6663,4.6663,4.6084,4.6386,1287213.0
1996-08-08,4.6461,4.7091,4.631,4.6814,975338.0
1996-08-09,4.6713,4.6839,4.6587,4.6839,1364736.0
1996-08-10,4.6713,4.6839,4.6587,4.6839,1364736.0
1996-08-11,4.6713,4.6839,4.6587,4.6839,1364736.0
1996-08-12,4.6738,4.7091,4.6638,4.6965,1111313.0
1996-08-13,4.6965,4.772,4.6965,4.762,1661320.0
1996-08-14,4.7343,4.7846,4.7317,4.7846,1515975.0
1996-08-15,4.7846,4.83,4.7343,4.7796,2116365.0
1996-08-16,4.7746,4.7897,4.7645,4.772,808037.0
1996-08-17,4.7746,4.7897,4.7645,4.772,808037.0
1996-08-18,4.7746,4.7897,4.7645,4.772,808037.0
1996-08-19,4.7846,4.8803,4.7846,4.8778,1559234.0
1996-08-20,4.8904,4.9105,4.8728,4.8904,1791044.0
1996-08-21,4.8728,4.9357,4.8728,4.9105,1189087.0
1996-08-22,4.9005,4.9408,4.8677,4.8854,1127000.0
1996-08-23,4.8904,4.9609,4.8828,4.9609,1376561.0
1996-08-24,4.8904,4.9609,4.8828,4.9609,1376561.0
1996-08-25,4.8904,4.9609,4.8828,4.9609,1376561.0
1996-08-26,4.9357,4.9559,4.9181,4.9307,1006272.0
1996-08-27,4.9055,4.9061,4.8602,4.8728,1127278.0
1996-08-28,4.8854,4.9307,4.8854,4.9282,670957.0
1996-08-29,4.9105,4.9256,4.8929,4.8929,1630665.0
1996-08-30,4.8356,4.8602,4.8224,4.84,10198599.0
1996-08-31,4.8356,4.8602,4.8224,4.84,10198599.0
1996-09-01,4.8356,4.8602,4.8224,4.84,10198599.0
1996-09-02,4.8375,4.8476,4.7972,4.83,949472.0
1996-09-03,4.835,4.84,4.7897,4.8048,1594467.0
1996-09-04,4.835,4.8476,4.7947,4.8098,1338133.0
1996-09-05,4.8098,4.8476,4.7972,4.7972,685257.0
1996-09-06,4.7758,4.7771,4.704,4.7091,851189.0
1996-09-07,4.7758,4.7771,4.704,4.7091,851189.0
1996-09-08,4.7758,4.7771,4.704,4.7091,851189.0
1996-09-09,4.7343,4.772,4.7343,4.7594,688544.0
1996-09-10,4.7972,4.83,4.7645,4.7746,1516216.0
1996-09-11,4.7594,4.7594,4.6084,4.6084,3817842.0
1996-09-12,4.6084,4.6084,4.4321,4.49,2775773.0
1996-09-13,4.6209,4.6713,4.5832,4.6587,3483680.0
1996-09-14,4.6209,4.6713,4.5832,4.6587,3483680.0
1996-09-15,4.6209,4.6713,4.5832,4.6587,3483680.0
1996-09-16,4.7343,4.7343,4.6738,4.6738,769711.0
1996-09-17,4.6782,4.6814,4.6386,4.6587,6010521.0
1996-09-18,4.6461,4.6461,4.5353,4.5479,1914626.0
1996-09-19,4.558,4.6537,4.558,4.6512,2342737.0
1996-09-20,4.6512,4.6713,4.6033,4.6461,2033584.0
1996-09-21,4.6512,4.6713,4.6033,4.6461,2033584.0
1996-09-22,4.6512,4.6713,4.6033,4.6461,2033584.0
1996-09-23,4.635,4.635,4.5968,4.6045,8718492.0
1996-09-24,4.6096,4.6223,4.5714,4.6147,7896770.0
1996-09-25,4.6147,4.7242,4.6147,4.7242,2327486.0
1996-09-26,4.7624,4.7751,4.742,4.7751,3988597.0
1996-09-27,4.7624,4.8337,4.7496,4.8261,9143421.0
1996-09-28,4.7624,4.8337,4.7496,4.8261,9143421.0
1996-09-29,4.7624,4.8337,4.7496,4.8261,9143421.0
1996-09-30,4.8439,4.8999,4.8388,4.8388,8152488.0
1996-10-01,4.7878,4.8388,4.7878,4.8388,1440479.0
1996-10-02,4.8649,4.8795,4.8235,4.8643,1029054.0
1996-10-03,4.8942,4.9254,4.877,4.8821,1076560.0
1996-10-04,4.877,4.9101,4.8643,4.9025,775997.0
1996-10-05,4.877,4.9101,4.8643,4.9025,775997.0
1996-10-06,4.877,4.9101,4.8643,4.9025,775997.0
1996-10-07,4.9279,4.9661,4.9279,4.9508,6696204.0
1996-10-08,4.9457,4.9457,4.8693,4.8897,1166631.0
1996-10-09,4.8802,4.9177,4.7955,4.8006,698160.0
1996-10-10,4.7878,4.8337,4.7624,4.798,1198979.0
1996-10-11,4.8108,4.9279,4.8076,4.8897,833226.0
1996-10-12,4.8108,4.9279,4.8076,4.8897,833226.0
1996-10-13,4.8108,4.9279,4.8076,4.8897,833226.0
1996-10-14,4.9407,5.0221,4.9356,5.0221,1502676.0
1996-10-15,5.0553,5.1189,5.0043,5.012,1439447.0
1996-10-16,4.9916,5.1189,4.9865,5.068,1871454.0
1996-10-17,5.068,5.0807,5.0272,5.04,1370692.0
1996-10-18,5.0527,5.068,4.9661,4.9661,866306.0
1996-10-19,5.0527,5.068,4.9661,4.9661,866306.0
1996-10-20,5.0527,5.068,4.9661,4.9661,866306.0
1996-10-21,4.9661,5.0527,4.9661,5.0527,1003143.0
1996-10-22,5.0362,5.068,5.0171,5.0553,874428.0
1996-10-23,5.0419,5.0705,5.0069,5.0476,962432.0
1996-10-24,5.0476,5.1291,5.0298,5.1062,2302203.0
1996-10-25,5.0323,5.068,4.9712,4.9712,5390770.0
1996-10-26,5.0323,5.068,4.9712,4.9712,5390770.0
1996-10-27,5.0323,5.068,4.9712,4.9712,5390770.0
1996-10-28,4.9916,5.012,4.9279,4.9279,623988.0
1996-10-29,4.9254,4.9763,4.9254,4.9534,1107074.0
1996-10-30,4.9916,5.0171,4.9712,4.9865,533143.0
1996-10-31,4.9738,5.0374,4.9712,5.0374,851695.0
1996-11-01,5.0553,5.096,5.0425,5.0476,1232533.0
1996-11-02,5.0553,5.096,5.0425,5.0476,1232533.0
1996-11-03,5.0553,5.096,5.0425,5.0476,1232533.0
1996-11-04,5.0438,5.0782,5.0196,5.0782,390508.0
1996-11-05,5.0788,5.0788,5.0476,5.0502,154378.0
1996-11-06,5.0298,5.0298,4.9916,5.0018,958405.0
1996-11-07,5.0171,5.0171,4.9126,4.9152,1803928.0
1996-11-08,4.9228,4.9228,4.8515,4.9025,1356278.0
1996-11-09,4.9228,4.9228,4.8515,4.9025,1356278.0
1996-11-10,4.9228,4.9228,4.8515,4.9025,1356278.0
1996-11-11,4.8974,4.9228,4.8846,4.8974,844627.0
1996-11-12,4.8974,4.9101,4.8515,4.8693,737396.0
1996-11-13,4.8407,4.8566,4.8133,4.8388,1555219.0
1996-11-14,4.8738,4.9228,4.8738,4.8846,1299118.0
1996-11-15,4.8897,4.9356,4.8795,4.9254,1479476.0
1996-11-16,4.8897,4.9356,4.8795,4.9254,1479476.0
1996-11-17,4.8897,4.9356,4.8795,4.9254,1479476.0
1996-11-18,4.9661,5.0374,4.9661,4.9916,1117552.0
1996-11-19,4.9814,4.9916,4.9457,4.9559,415580.0
1996-11-20,4.9916,5.0502,4.9916,5.0451,822879.0
1996-11-21,5.0451,5.0935,5.0451,5.0935,2149555.0
1996-11-22,5.0705,5.1087,5.0693,5.1062,2017073.0
1996-11-23,5.0705,5.1087,5.0693,5.1062,2017073.0
1996-11-24,5.0705,5.1087,5.0693,5.1062,2017073.0
1996-11-25,5.1266,5.1826,5.1266,5.1393,952748.0
1996-11-26,5.175,5.175,5.068,5.0935,1482211.0
1996-11-27,5.0935,5.1444,5.0731,5.1317,2424679.0
1996-11-28,5.1189,5.2157,5.1189,5.2004,3234069.0
1996-11-29,5.1953,5.2259,5.175,5.2233,4388628.0
1996-11-30,5.1953,5.2259,5.175,5.2233,4388628.0
1996-12-01,5.1953,5.2259,5.175,5.2233,4388628.0
1996-12-02,5.2208,5.2972,5.1953,5.2208,809783.0
1996-12-03,5.1953,5.1953,5.1444,5.1444,965035.0
1996-12-04,5.1113,5.1342,5.0603,5.0807,1411220.0
1996-12-05,5.0559,5.0731,4.9916,5.0349,2121424.0
1996-12-06,5.0298,5.0553,4.8897,4.9279,1575948.0
1996-12-07,5.0298,5.0553,4.8897,4.9279,1575948.0
1996-12-08,5.0298,5.0553,4.8897,4.9279,1575948.0
1996-12-09,4.9534,4.9916,4.9457,4.9763,859480.0
1996-12-10,5.0298,5.0298,4.9865,4.9916,665273.0
1996-12-11,5.0171,5.0298,4.9381,4.9534,1705423.0
1996-12-12,4.9126,4.9279,4.8846,4.8948,1622678.0
1996-12-13,4.877,4.877,4.8006,4.8388,1357237.0
1996-12-14,4.877,4.877,4.8006,4.8388,1357237.0
1996-12-15,4.877,4.877,4.8006,4.8388,1357237.0
1996-12-16,4.8515,4.8846,4.8388,4.8668,886290.0
1996-12-17,4.8668,4.8668,4.8133,4.8261,1777010.0
1996-12-18,4.8388,4.8388,4.7777,4.7878,1000503.0
1996-12-19,4.8006,4.8668,4.8006,4.8388,2408098.0
1996-12-20,4.8802,4.9967,4.8802,4.9916,12739312.0
1996-12-21,4.8802,4.9967,4.8802,4.9916,12739312.0
1996-12-22,4.8802,4.9967,4.8802,4.9916,12739312.0
1996-12-23,4.9916,5.0171,4.9534,4.9636,699250.0
1996-12-24,4.9407,5.0043,4.9407,4.9738,264781.0
1996-12-25,4.9407,5.0043,4.9407,4.9738,264781.0
1996-12-26,4.9407,5.0043,4.9407,4.9738,264781.0
1996-12-27,5.0171,5.0171,4.9916,5.0043,196783.0
1996-12-28,5.0171,5.0171,4.9916,5.0043,196783.0
1996-12-29,5.0171,5.0171,4.9916,5.0043,196783.0
1996-12-30,5.0196,5.0935,5.0196,5.068,968981.0
1996-12-31,5.068,5.096,5.0298,5.0298,491963.0
1997-01-01,5.068,5.096,5.0298,5.0298,491963.0
1997-01-02,4.9916,5.0171,4.9661,5.0043,378728.0
1997-01-03,4.9941,4.9941,4.9152,4.9789,751139.0
1997-01-04,4.9941,4.9941,4.9152,4.9789,751139.0
1997-01-05,4.9941,4.9941,4.9152,4.9789,751139.0
1997-01-06,5.0272,5.0323,4.9712,4.9789,1968438.0
1997-01-07,4.9706,4.9839,4.9279,4.9508,1990937.0
1997-01-08,4.9508,4.9916,4.9432,4.9789,2361627.0
1997-01-09,4.9661,5.0043,4.9661,4.9789,1468419.0
1997-01-10,4.9789,5.0247,4.9789,4.9814,1018327.0
1997-01-11,4.9789,5.0247,4.9789,4.9814,1018327.0
1997-01-12,4.9789,5.0247,4.9789,4.9814,1018327.0
1997-01-13,4.9674,4.9674,4.905,4.9152,1450791.0
1997-01-14,4.9203,4.9279,4.8897,4.9152,1027548.0
1997-01-15,4.9661,4.9865,4.9407,4.9687,2281128.0
1997-01-16,4.9661,4.9916,4.9407,4.9534,1537487.0
1997-01-17,4.9508,4.9534,4.9203,4.9534,1492012.0
1997-01-18,4.9508,4.9534,4.9203,4.9534,1492012.0
1997-01-19,4.9508,4.9534,4.9203,4.9534,1492012.0
1997-01-20,4.9661,5.0043,4.9483,4.961,863339.0
1997-01-21,4.9534,4.9534,4.9075,4.9305,1279834.0
1997-01-22,4.9419,4.9738,4.9419,4.9661,1124476.0
1997-01-23,4.9152,4.9305,4.8897,4.9025,1340619.0
1997-01-24,4.8897,4.9152,4.8891,4.9101,3502399.0
1997-01-25,4.8897,4.9152,4.8891,4.9101,3502399.0
1997-01-26,4.8897,4.9152,4.8891,4.9101,3502399.0
1997-01-27,4.8897,4.9152,4.8891,4.9101,3502399.0
1997-01-28,4.8961,4.8999,4.8388,4.8439,1922367.0
1997-01-29,4.8566,4.8821,4.8515,4.8643,1753998.0
1997-01-30,4.8655,4.8655,4.7878,4.798,1313141.0
1997-01-31,4.8031,4.8057,4.7267,4.7267,3800813.0
1997-02-01,4.8031,4.8057,4.7267,4.7267,3800813.0
1997-02-02,4.8031,4.8057,4.7267,4.7267,3800813.0
1997-02-03,4.7318,4.7573,4.6987,4.6987,737693.0
1997-02-04,4.7038,4.7038,4.6554,4.6554,3071288.0
1997-02-05,4.6732,4.6987,4.6732,4.6962,2369418.0
1997-02-06,4.6987,4.6987,4.6223,4.6452,1141881.0
1997-02-07,4.7293,4.7624,4.7242,4.7318,1795984.0
1997-02-08,4.7293,4.7624,4.7242,4.7318,1795984.0
1997-02-09,4.7293,4.7624,4.7242,4.7318,1795984.0
1997-02-10,4.8388,4.8515,4.7878,4.8235,1793306.0
1997-02-11,4.8108,4.8388,4.8006,4.8133,1484000.0
1997-02-12,4.8388,4.8388,4.798,4.8184,1759803.0
1997-02-13,4.8413,4.8719,4.8337,4.8617,4032179.0
1997-02-14,4.8643,4.877,4.7828,4.7828,1768532.0
1997-02-15,4.8643,4.877,4.7828,4.7828,1768532.0
1997-02-16,4.8643,4.877,4.7828,4.7828,1768532.0
1997-02-17,4.7808,4.8261,4.7751,4.8044,681868.0
1997-02-18,4.8031,4.8388,4.8031,4.8362,855104.0
1997-02-19,4.8452,4.8592,4.7751,4.7751,1590231.0
1997-02-20,4.7751,4.8057,4.7751,4.8012,1282032.0
1997-02-21,4.7923,4.8388,4.7878,4.8235,954415.0
1997-02-22,4.7923,4.8388,4.7878,4.8235,954415.0
1997-02-23,4.7923,4.8388,4.7878,4.8235,954415.0
1997-02-24,4.8483,4.8693,4.8464,4.8617,1731375.0
1997-02-25,4.8923,4.9101,4.8643,4.8897,1313329.0
1997-02-26,4.8904,4.9152,4.8592,4.8789,1402422.0
1997-02-27,4.877,4.9407,4.877,4.8986,2240120.0
1997-02-28,4.8948,4.9534,4.8948,4.9133,5850729.0
1997-03-01,4.8948,4.9534,4.8948,4.9133,5850729.0
1997-03-02,4.8948,4.9534,4.8948,4.9133,5850729.0
1997-03-03,4.8897,4.8897,4.7624,4.7878,1804126.0
1997-03-04,4.8069,4.8261,4.7878,4.8261,1001629.0
1997-03-05,4.8133,4.8133,4.7751,4.7929,982400.0
1997-03-06,4.8458,4.8795,4.8388,4.8388,1434333.0
1997-03-07,4.8439,4.8439,4.7878,4.8184,589782.0
1997-03-08,4.8439,4.8439,4.7878,4.8184,589782.0
1997-03-09,4.8439,4.8439,4.7878,4.8184,589782.0
1997-03-10,4.8413,4.8897,4.8413,4.8744,1330515.0
1997-03-11,4.8897,4.9101,4.8846,4.9101,1494661.0
1997-03-12,4.9107,4.9407,4.9025,4.905,1083710.0
1997-03-13,4.8961,4.8974,4.8668,4.8872,1465862.0
1997-03-14,4.8388,4.8566,4.8006,4.8184,3008454.0
1997-03-15,4.8388,4.8566,4.8006,4.8184,3008454.0
1997-03-16,4.8388,4.8566,4.8006,4.8184,3008454.0
1997-03-17,4.8977,4.8977,4.8195,4.8377,7325620.0
1997-03-18,4.8651,4.8664,4.8038,4.8116,4669849.0
