,PGR US Equity
2020-09-19,10.352
2020-09-20,10.352
2020-09-21,10.352
2020-09-22,10.352
2020-09-23,10.352
2020-09-24,10.352
2020-09-25,10.352
2020-09-26,10.352
2020-09-27,10.352
2020-09-28,10.352
2020-09-29,10.352
2020-09-30,10.352
2020-10-01,10.352
2020-10-02,10.352
2020-10-03,10.352
2020-10-04,10.352
2020-10-05,10.352
2020-10-06,10.352
2020-10-07,10.352
2020-10-08,10.352
2020-10-09,10.352
2020-10-10,10.352
2020-10-11,10.352
2020-10-12,10.352
2020-10-13,10.352
2020-10-14,10.352
2020-10-15,10.352
2020-10-16,10.352
2020-10-17,10.352
2020-10-18,10.352
2020-10-19,10.352
2020-10-20,10.352
2020-10-21,10.352
2020-10-22,10.352
2020-10-23,10.352
2020-10-24,10.352
2020-10-25,10.352
2020-10-26,10.352
2020-10-27,10.352
2020-10-28,10.352
2020-10-29,10.352
2020-10-30,10.352
2020-10-31,10.352
2020-11-01,10.352
2020-11-02,10.352
2020-11-03,10.352
2020-11-04,10.352
2020-11-05,10.352
2020-11-06,10.352
2020-11-07,10.352
2020-11-08,10.352
2020-11-09,10.352
2020-11-10,10.352
2020-11-11,10.352
2020-11-12,10.352
2020-11-13,10.352
2020-11-14,10.352
2020-11-15,10.352
2020-11-16,10.352
2020-11-17,10.352
2020-11-18,10.352
2020-11-19,10.352
2020-11-20,10.352
2020-11-21,10.352
2020-11-22,10.352
2020-11-23,10.352
2020-11-24,10.352
2020-11-25,10.352
2020-11-26,10.352
2020-11-27,10.352
2020-11-28,10.352
2020-11-29,10.352
2020-11-30,10.352
2020-12-01,10.352
2020-12-02,10.352
2020-12-03,10.352
2020-12-04,10.352
2020-12-05,10.352
2020-12-06,10.352
2020-12-07,10.352
2020-12-08,10.352
2020-12-09,10.352
2020-12-10,10.352
2020-12-11,10.352
2020-12-12,10.352
2020-12-13,10.352
2020-12-14,10.352
2020-12-15,10.352
2020-12-16,10.352
2020-12-17,10.352
2020-12-18,10.352
2020-12-19,10.352
2020-12-20,10.352
2020-12-21,10.352
2020-12-22,10.352
2020-12-23,10.352
2020-12-24,10.352
2020-12-25,10.352
2020-12-26,10.352
2020-12-27,10.352
2020-12-28,10.352
2020-12-29,10.352
2020-12-30,10.352
2020-12-31,10.352
2021-01-01,10.352
2021-01-02,10.352
2021-01-03,10.352
2021-01-04,10.352
2021-01-05,10.352
2021-01-06,10.352
2021-01-07,10.352
2021-01-08,10.352
2021-01-09,10.352
2021-01-10,10.352
2021-01-11,10.352
2021-01-12,10.352
2021-01-13,10.352
2021-01-14,10.352
2021-01-15,10.352
2021-01-16,10.352
2021-01-17,10.352
2021-01-18,10.352
2021-01-19,10.352
2021-01-20,10.352
2021-01-21,10.352
2021-01-22,10.352
2021-01-23,10.352
2021-01-24,10.352
2021-01-25,10.352
2021-01-26,10.352
2021-01-27,10.352
2021-01-28,10.352
2021-01-29,10.352
2021-01-30,10.352
2021-01-31,10.352
2021-02-01,10.352
2021-02-02,10.352
2021-02-03,10.352
2021-02-04,10.352
2021-02-05,10.352
2021-02-06,10.352
2021-02-07,10.352
2021-02-08,10.352
2021-02-09,10.352
2021-02-10,10.352
2021-02-11,10.352
2021-02-12,10.352
2021-02-13,10.352
2021-02-14,10.352
2021-02-15,10.352
2021-02-16,10.352
2021-02-17,10.352
2021-02-18,10.352
2021-02-19,10.352
2021-02-20,10.352
2021-02-21,10.352
2021-02-22,10.352
2021-02-23,10.352
2021-02-24,10.352
2021-02-25,10.352
2021-02-26,10.352
2021-02-27,10.352
2021-02-28,10.352
2021-03-01,10.352
2021-03-02,10.352
2021-03-03,10.352
2021-03-04,10.352
2021-03-05,10.352
2021-03-06,10.352
2021-03-07,10.352
2021-03-08,10.352
2021-03-09,10.352
2021-03-10,10.352
2021-03-11,10.352
2021-03-12,10.352
2021-03-13,10.352
2021-03-14,10.352
2021-03-15,10.352
2021-03-16,10.352
2021-03-17,10.352
2021-03-18,10.352
2021-03-19,10.352
2021-03-20,10.352
2021-03-21,10.352
2021-03-22,10.352
2021-03-23,10.352
2021-03-24,10.352
2021-03-25,10.352
2021-03-26,10.352
2021-03-27,10.352
2021-03-28,10.352
2021-03-29,10.352
2021-03-30,10.352
2021-03-31,10.352
2021-04-01,10.352
2021-04-02,10.352
2021-04-03,10.352
2021-04-04,10.352
2021-04-05,10.352
2021-04-06,10.352
2021-04-07,10.352
2021-04-08,10.352
2021-04-09,10.352
2021-04-10,10.352
2021-04-11,10.352
2021-04-12,10.352
2021-04-13,10.352
2021-04-14,10.352
2021-04-15,10.352
2021-04-16,10.352
2021-04-17,10.352
2021-04-18,10.352
2021-04-19,10.352
2021-04-20,10.352
2021-04-21,10.352
2021-04-22,10.352
2021-04-23,10.352
2021-04-24,10.352
2021-04-25,10.352
2021-04-26,10.352
2021-04-27,10.352
2021-04-28,10.352
2021-04-29,10.352
2021-04-30,10.352
2021-05-01,10.352
2021-05-02,10.352
2021-05-03,10.352
2021-05-04,10.352
2021-05-05,10.352
2021-05-06,10.352
2021-05-07,10.352
2021-05-08,10.352
2021-05-09,10.352
2021-05-10,10.352
2021-05-11,10.352
2021-05-12,10.352
2021-05-13,10.352
2021-05-14,10.352
2021-05-15,10.352
2021-05-16,10.352
2021-05-17,10.352
2021-05-18,10.352
2021-05-19,10.352
2021-05-20,10.352
2021-05-21,10.352
2021-05-22,10.352
2021-05-23,10.352
2021-05-24,10.352
2021-05-25,10.352
2021-05-26,10.352
2021-05-27,10.352
2021-05-28,10.352
2021-05-29,10.352
2021-05-30,10.352
2021-05-31,10.352
2021-06-01,10.352
2021-06-02,10.352
2021-06-03,10.352
2021-06-04,10.352
2021-06-05,10.352
2021-06-06,10.352
2021-06-07,10.352
2021-06-08,10.352
2021-06-09,10.352
2021-06-10,10.352
2021-06-11,10.352
2021-06-12,10.352
2021-06-13,10.352
2021-06-14,10.352
2021-06-15,10.352
2021-06-16,10.352
2021-06-17,10.352
2021-06-18,10.352
2021-06-19,10.352
2021-06-20,10.352
2021-06-21,10.352
2021-06-22,10.352
2021-06-23,10.352
2021-06-24,10.352
2021-06-25,10.352
2021-06-26,10.352
2021-06-27,10.352
2021-06-28,10.352
2021-06-29,10.352
2021-06-30,10.352
2021-07-01,10.352
2021-07-02,10.352
2021-07-03,10.352
2021-07-04,10.352
2021-07-05,10.352
2021-07-06,10.352
2021-07-07,10.352
2021-07-08,10.352
2021-07-09,10.352
2021-07-10,10.352
2021-07-11,10.352
2021-07-12,10.352
2021-07-13,10.352
2021-07-14,10.352
2021-07-15,10.352
2021-07-16,10.352
2021-07-17,10.352
2021-07-18,10.352
2021-07-19,12.758
2021-07-20,12.738
2021-07-21,12.682
2021-07-22,12.6
2021-07-23,12.78
2021-07-24,12.78
2021-07-25,12.78
2021-07-26,12.767
2021-07-27,12.935
2021-07-28,12.751
2021-07-29,12.919
2021-07-30,12.838
2021-07-31,12.838
2021-08-01,12.838
2021-08-02,12.821
2021-08-03,13.033
2021-08-04,12.863
2021-08-05,12.873
2021-08-06,13.075
2021-08-07,13.075
2021-08-08,13.075
2021-08-09,13.102
2021-08-10,12.998
2021-08-11,13.098
2021-08-12,13.078
2021-08-13,14.77
2021-08-14,14.77
2021-08-15,14.77
2021-08-16,14.92
2021-08-17,14.701
2021-08-18,14.685
2021-08-19,15.141
2021-08-20,15.357
2021-08-21,15.357
2021-08-22,15.357
2021-08-23,15.312
2021-08-24,15.209
2021-08-25,15.144
2021-08-26,15.146
2021-08-27,15.344
2021-08-28,15.344
2021-08-29,15.344
2021-08-30,15.133
2021-08-31,15.163
2021-09-01,15.174
2021-09-02,15.165
2021-09-03,15.146
2021-09-04,15.146
2021-09-05,15.146
2021-09-06,15.146
2021-09-07,14.836
2021-09-08,14.84
2021-09-09,14.672
2021-09-10,14.656
2021-09-11,14.656
2021-09-12,14.656
2021-09-13,14.795
2021-09-14,14.669
2021-09-15,14.686
2021-09-16,14.636
2021-09-17,14.576
2021-09-18,14.576
2021-09-19,14.576
2021-09-20,15.049
2021-09-21,15.026
2021-09-22,15.021
2021-09-23,14.944
2021-09-24,14.943
2021-09-25,14.943
2021-09-26,14.943
2021-09-27,14.799
2021-09-28,14.745
2021-09-29,14.874
2021-09-30,14.752
2021-10-01,14.841
2021-10-02,14.841
2021-10-03,14.841
2021-10-04,14.179
2021-10-05,14.329
2021-10-06,14.503
2021-10-07,14.326
2021-10-08,14.292
2021-10-09,14.292
2021-10-10,14.292
2021-10-11,14.335
2021-10-12,14.228
2021-10-13,14.275
2021-10-14,14.136
2021-10-15,14.331
2021-10-16,14.331
2021-10-17,14.331
2021-10-18,14.188
2021-10-19,14.546
2021-10-20,14.842
2021-10-21,14.862
2021-10-22,15.018
2021-10-23,15.018
2021-10-24,15.018
2021-10-25,15.132
2021-10-26,15.117
2021-10-27,14.81
2021-10-28,15.029
2021-10-29,14.901
2021-10-30,14.901
2021-10-31,14.901
2021-11-01,14.873
2021-11-02,14.861
2021-11-03,14.944
2021-11-04,14.853
2021-11-05,15.052
2021-11-06,15.052
2021-11-07,15.052
2021-11-08,15.142
2021-11-09,14.991
2021-11-10,15.032
2021-11-11,15.055
2021-11-12,15.104
2021-11-13,15.104
2021-11-14,15.104
2021-11-15,14.76
2021-11-16,14.744
2021-11-17,14.25
2021-11-18,14.248
2021-11-19,14.182
2021-11-20,14.182
2021-11-21,14.182
2021-11-22,14.457
2021-11-23,14.845
2021-11-24,15.021
2021-11-25,15.021
2021-11-26,14.459
2021-11-27,14.459
2021-11-28,14.459
2021-11-29,14.517
2021-11-30,14.207
2021-12-01,14.236
2021-12-02,14.675
2021-12-03,14.556
2021-12-04,14.556
2021-12-05,14.556
2021-12-06,14.796
2021-12-07,14.799
2021-12-08,14.54
2021-12-09,14.56
2021-12-10,14.531
2021-12-11,14.531
2021-12-12,14.531
2021-12-13,14.78
2021-12-14,14.849
2021-12-15,15.563
2021-12-16,15.748
2021-12-17,15.663
2021-12-18,15.663
2021-12-19,15.663
2021-12-20,15.748
2021-12-21,15.701
2021-12-22,15.692
2021-12-23,15.706
2021-12-24,15.706
2021-12-25,15.706
2021-12-26,15.706
2021-12-27,16.027
2021-12-28,16.032
2021-12-29,16.128
2021-12-30,15.985
2021-12-31,15.923
2022-01-01,15.923
2022-01-02,15.923
2022-01-03,15.822
2022-01-04,15.847
2022-01-05,15.935
2022-01-06,16.317
2022-01-07,16.926
2022-01-08,16.926
2022-01-09,16.926
2022-01-10,17.053
2022-01-11,16.886
2022-01-12,17.03
2022-01-13,16.938
2022-01-14,17.014
2022-01-15,17.014
2022-01-16,17.014
2022-01-17,17.014
2022-01-18,17.033
2022-01-19,16.686
2022-01-20,16.614
2022-01-21,16.746
2022-01-22,16.746
2022-01-23,16.746
2022-01-24,17.035
2022-01-25,16.945
2022-01-26,15.776
2022-01-27,15.472
2022-01-28,15.628
2022-01-29,15.628
2022-01-30,15.628
2022-01-31,15.619
2022-02-01,15.538
2022-02-02,15.737
2022-02-03,15.768
2022-02-04,15.678
2022-02-05,15.678
2022-02-06,15.678
2022-02-07,15.682
2022-02-08,15.697
2022-02-09,15.606
2022-02-10,15.33
2022-02-11,15.285
2022-02-12,15.285
2022-02-13,15.285
2022-02-14,15.212
2022-02-15,15.15
2022-02-16,15.156
2022-02-17,15.304
2022-02-18,15.464
2022-02-19,15.464
2022-02-20,15.464
2022-02-21,15.464
2022-02-22,15.534
2022-02-23,15.22
2022-02-24,14.967
2022-02-25,15.601
2022-02-26,15.601
2022-02-27,15.601
2022-02-28,15.41
2022-03-01,14.99
2022-03-02,15.147
2022-03-03,15.171
2022-03-04,15.475
2022-03-05,15.475
2022-03-06,15.475
2022-03-07,15.378
2022-03-08,14.98
2022-03-09,15.029
2022-03-10,15.111
2022-03-11,15.237
2022-03-12,15.237
2022-03-13,15.237
2022-03-14,15.193
2022-03-15,15.423
2022-03-16,15.221
2022-03-17,15.727
2022-03-18,15.971
2022-03-19,15.971
2022-03-20,15.971
2022-03-21,16.109
2022-03-22,16.277
2022-03-23,16.37
2022-03-24,16.308
2022-03-25,16.676
2022-03-26,16.676
2022-03-27,16.676
2022-03-28,16.706
2022-03-29,16.607
2022-03-30,16.747
2022-03-31,16.26
2022-04-01,16.431
2022-04-02,16.431
2022-04-03,16.431
2022-04-04,16.252
2022-04-05,16.257
2022-04-06,16.647
2022-04-07,17.026
2022-04-08,16.88
2022-04-09,16.88
2022-04-10,16.88
2022-04-11,16.835
2022-04-12,16.294
2022-04-13,16.098
2022-04-14,15.857
2022-04-15,15.857
2022-04-16,15.857
2022-04-17,15.857
2022-04-18,15.64
2022-04-19,15.814
2022-04-20,16.083
2022-04-21,16.08
2022-04-22,15.414
2022-04-23,15.414
2022-04-24,15.414
2022-04-25,15.448
2022-04-26,15.148
2022-04-27,14.944
2022-04-28,15.186
2022-04-29,14.765
2022-04-30,14.765
2022-05-01,14.765
2022-05-02,15.174
2022-05-03,15.435
2022-05-04,15.932
2022-05-05,15.46
2022-05-06,15.054
2022-05-07,15.054
2022-05-08,15.054
2022-05-09,14.699
2022-05-10,14.515
2022-05-11,14.462
2022-05-12,14.587
2022-05-13,14.455
2022-05-14,14.455
2022-05-15,14.455
2022-05-16,14.637
2022-05-17,14.829
2022-05-18,14.949
2022-05-19,14.752
2022-05-20,14.818
2022-05-21,14.818
2022-05-22,14.818
2022-05-23,15.428
2022-05-24,15.618
2022-05-25,15.658
2022-05-26,15.819
2022-05-27,16.297
2022-05-28,16.297
2022-05-29,16.297
2022-05-30,16.297
2022-05-31,16.167
2022-06-01,16.044
2022-06-02,16.167
2022-06-03,16.13
2022-06-04,16.13
2022-06-05,16.13
2022-06-06,16.26
2022-06-07,16.412
2022-06-08,16.201
2022-06-09,15.647
2022-06-10,15.379
2022-06-11,15.379
2022-06-12,15.379
2022-06-13,15.376
2022-06-14,15.223
2022-06-15,15.245
2022-06-16,14.925
2022-06-17,14.837
2022-06-18,14.837
2022-06-19,14.837
2022-06-20,14.837
2022-06-21,15.12
2022-06-22,15.018
2022-06-23,14.869
2022-06-24,15.714
2022-06-25,15.714
2022-06-26,15.714
2022-06-27,15.783
2022-06-28,15.629
2022-06-29,15.388
2022-06-30,15.722
2022-07-01,16.021
2022-07-02,16.021
2022-07-03,16.021
2022-07-04,16.021
2022-07-05,15.812
2022-07-06,16.217
2022-07-07,16.295
2022-07-08,16.263
2022-07-09,16.263
2022-07-10,16.263
2022-07-11,16.255
2022-07-12,15.822
2022-07-13,15.872
2022-07-14,15.171
2022-07-15,15.551
2022-07-16,15.551
2022-07-17,15.551
2022-07-18,14.882
2022-07-19,15.101
2022-07-20,15.017
2022-07-21,15.01
2022-07-22,14.997
2022-07-23,14.997
2022-07-24,14.997
2022-07-25,15.192
2022-07-26,15.186
2022-07-27,15.257
2022-07-28,15.41
2022-07-29,15.585
2022-07-30,15.585
2022-07-31,15.585
2022-08-01,15.353
2022-08-02,15.437
2022-08-03,15.65
2022-08-04,15.926
2022-08-05,16.131
2022-08-06,16.131
2022-08-07,16.131
2022-08-08,16.142
2022-08-09,16.301
2022-08-10,16.469
2022-08-11,16.41
2022-08-12,16.589
2022-08-13,16.589
2022-08-14,16.589
2022-08-15,16.621
2022-08-16,16.687
2022-08-17,17.264
2022-08-18,17.421
2022-08-19,17.159
2022-08-20,17.159
2022-08-21,17.159
2022-08-22,16.952
2022-08-23,16.744
2022-08-24,16.89
2022-08-25,16.974
2022-08-26,16.803
2022-08-27,16.803
2022-08-28,16.803
2022-08-29,16.785
2022-08-30,16.68
2022-08-31,16.466
2022-09-01,16.607
2022-09-02,16.434
2022-09-03,16.434
2022-09-04,16.434
2022-09-05,16.434
2022-09-06,16.426
2022-09-07,17.073
2022-09-08,17.344
2022-09-09,17.271
2022-09-10,17.271
2022-09-11,17.271
2022-09-12,17.332
2022-09-13,17.025
2022-09-14,17.204
2022-09-15,17.065
2022-09-16,16.751
2022-09-17,16.751
2022-09-18,16.751
2022-09-19,17.062
2022-09-20,16.761
2022-09-21,16.26
2022-09-22,16.402
2022-09-23,16.283
2022-09-24,16.283
2022-09-25,16.283
2022-09-26,15.928
2022-09-27,15.957
2022-09-28,15.951
2022-09-29,15.862
2022-09-30,15.57
2022-10-01,15.57
2022-10-02,15.57
2022-10-03,16.093
2022-10-04,16.552
2022-10-05,16.338
2022-10-06,16.226
2022-10-07,16.237
2022-10-08,16.237
2022-10-09,16.237
2022-10-10,16.436
2022-10-11,16.398
2022-10-12,16.141
2022-10-13,16.476
2022-10-14,15.661
2022-10-15,15.661
2022-10-16,15.661
2022-10-17,16.147
2022-10-18,16.238
2022-10-19,16.365
2022-10-20,16.049
2022-10-21,16.527
2022-10-22,16.527
2022-10-23,16.527
2022-10-24,16.636
2022-10-25,16.481
2022-10-26,16.726
2022-10-27,16.923
2022-10-28,17.647
2022-10-29,17.647
2022-10-30,17.647
2022-10-31,17.47
2022-11-01,17.555
2022-11-02,17.386
2022-11-03,17.212
2022-11-04,17.111
2022-11-05,17.111
2022-11-06,17.111
2022-11-07,17.202
2022-11-08,17.446
2022-11-09,17.245
2022-11-10,17.52
2022-11-11,17.046
2022-11-12,17.046
2022-11-13,17.046
2022-11-14,16.607
2022-11-15,16.618
2022-11-16,16.879
2022-11-17,17.162
2022-11-18,17.159
2022-11-19,17.159
2022-11-20,17.159
2022-11-21,17.338
2022-11-22,17.376
2022-11-23,17.509
2022-11-24,17.509
2022-11-25,17.574
2022-11-26,17.574
2022-11-27,17.574
2022-11-28,17.367
2022-11-29,17.513
2022-11-30,17.699
2022-12-01,17.549
2022-12-02,17.716
2022-12-03,17.716
2022-12-04,17.716
2022-12-05,17.549
2022-12-06,17.51
2022-12-07,17.513
2022-12-08,17.607
2022-12-09,17.372
2022-12-10,17.372
2022-12-11,17.372
2022-12-12,17.447
2022-12-13,17.218
2022-12-14,16.964
2022-12-15,17.109
2022-12-16,16.947
2022-12-17,16.947
2022-12-18,16.947
2022-12-19,16.979
2022-12-20,16.995
2022-12-21,17.253
2022-12-22,17.184
2022-12-23,17.296
2022-12-24,17.296
2022-12-25,17.296
2022-12-26,17.296
2022-12-27,17.394
2022-12-28,17.333
2022-12-29,17.446
2022-12-30,17.332
2022-12-31,17.332
2023-01-01,17.332
2023-01-02,17.332
2023-01-03,17.352
2023-01-04,17.499
2023-01-05,17.551
2023-01-06,17.962
2023-01-07,17.962
2023-01-08,17.962
2023-01-09,17.622
2023-01-10,17.805
2023-01-11,17.702
2023-01-12,17.794
2023-01-13,17.889
2023-01-14,17.889
2023-01-15,17.889
2023-01-16,17.889
2023-01-17,17.441
2023-01-18,16.808
2023-01-19,16.41
2023-01-20,16.632
2023-01-21,16.632
2023-01-22,16.632
2023-01-23,16.566
2023-01-24,16.836
2023-01-25,17.172
2023-01-26,17.085
2023-01-27,17.106
2023-01-28,17.106
2023-01-29,17.106
2023-01-30,17.147
2023-01-31,17.246
2023-02-01,17.452
2023-02-02,17.071
2023-02-03,17.241
2023-02-04,17.241
2023-02-05,17.241
2023-02-06,17.413
2023-02-07,17.592
2023-02-08,17.55
2023-02-09,17.399
2023-02-10,17.596
2023-02-11,17.596
2023-02-12,17.596
2023-02-13,17.632
2023-02-14,17.526
2023-02-15,17.846
2023-02-16,17.901
2023-02-17,17.773
2023-02-18,17.773
2023-02-19,17.773
2023-02-20,17.773
2023-02-21,17.89
2023-02-22,17.879
2023-02-23,17.862
2023-02-24,17.793
2023-02-25,17.793
2023-02-26,17.793
2023-02-27,17.778
2023-02-28,17.987
2023-03-01,17.826
2023-03-02,17.828
2023-03-03,18.202
2023-03-04,18.202
2023-03-05,18.202
2023-03-06,18.207
2023-03-07,18.106
2023-03-08,17.972
2023-03-09,17.76
2023-03-10,17.583
2023-03-11,17.583
2023-03-12,17.583
2023-03-13,17.443
2023-03-14,17.732
2023-03-15,16.766
2023-03-16,17.718
2023-03-17,16.923
2023-03-18,16.923
2023-03-19,16.923
2023-03-20,17.264
2023-03-21,17.408
2023-03-22,16.969
2023-03-23,17.11
2023-03-24,17.433
2023-03-25,17.433
2023-03-26,17.433
2023-03-27,17.518
2023-03-28,17.68
2023-03-29,17.882
2023-03-30,17.816
2023-03-31,17.726
2023-04-01,17.726
2023-04-02,17.726
2023-04-03,17.979
2023-04-04,17.906
2023-04-05,18.186
2023-04-06,18.293
2023-04-07,18.293
2023-04-08,18.293
2023-04-09,18.293
2023-04-10,18.505
2023-04-11,18.458
2023-04-12,18.399
2023-04-13,17.227
2023-04-14,16.944
2023-04-15,16.944
2023-04-16,16.944
2023-04-17,17.257
2023-04-18,17.224
2023-04-19,17.263
2023-04-20,17.198
2023-04-21,17.028
2023-04-22,17.028
2023-04-23,17.028
2023-04-24,16.826
2023-04-25,16.767
2023-04-26,16.608
2023-04-27,16.716
2023-04-28,16.925
2023-04-29,16.925
2023-04-30,16.925
2023-05-01,16.862
2023-05-02,15.923
2023-05-03,15.632
2023-05-04,15.825
2023-05-05,16.254
2023-05-06,16.254
2023-05-07,16.254
2023-05-08,16.868
2023-05-09,17.071
2023-05-10,16.909
2023-05-11,16.854
2023-05-12,16.777
2023-05-13,16.777
2023-05-14,16.777
2023-05-15,16.665
2023-05-16,16.39
2023-05-17,17.141
2023-05-18,17.062
2023-05-19,16.913
2023-05-20,16.913
2023-05-21,16.913
2023-05-22,16.995
2023-05-23,16.708
2023-05-24,16.476
2023-05-25,16.154
2023-05-26,16.099
2023-05-27,16.099
2023-05-28,16.099
2023-05-29,16.099
2023-05-30,16.046
2023-05-31,16.05
2023-06-01,16.103
2023-06-02,16.25
2023-06-03,16.25
2023-06-04,16.25
2023-06-05,16.191
2023-06-06,16.287
2023-06-07,16.418
2023-06-08,16.448
2023-06-09,16.425
2023-06-10,16.425
2023-06-11,16.425
2023-06-12,16.399
2023-06-13,16.523
2023-06-14,15.97
2023-06-15,16.168
2023-06-16,16.373
2023-06-17,16.373
2023-06-18,16.373
2023-06-19,16.373
2023-06-20,16.288
2023-06-21,16.429
2023-06-22,16.575
2023-06-23,16.707
2023-06-24,16.707
2023-06-25,16.707
2023-06-26,16.62
2023-06-27,16.708
2023-06-28,16.587
2023-06-29,16.635
2023-06-30,16.673
2023-07-01,16.673
2023-07-02,16.673
2023-07-03,16.701
2023-07-04,16.701
2023-07-05,16.557
2023-07-06,16.6
2023-07-07,16.563
2023-07-08,16.563
2023-07-09,16.563
2023-07-10,16.396
