,IBP US Equity
2021-12-17,9.235
2021-12-18,9.235
2021-12-19,9.235
2021-12-20,9.235
2021-12-21,9.235
2021-12-22,9.235
2021-12-23,9.235
2021-12-24,9.235
2021-12-25,9.235
2021-12-26,9.235
2021-12-27,9.235
2021-12-28,9.235
2021-12-29,9.235
2021-12-30,9.235
2021-12-31,9.235
2022-01-01,9.235
2022-01-02,9.235
2022-01-03,9.235
2022-01-04,9.235
2022-01-05,9.235
2022-01-06,9.235
2022-01-07,9.235
2022-01-08,9.235
2022-01-09,9.235
2022-01-10,9.235
2022-01-11,9.235
2022-01-12,9.235
2022-01-13,9.235
2022-01-14,9.235
2022-01-15,9.235
2022-01-16,9.235
2022-01-17,9.235
2022-01-18,9.235
2022-01-19,9.235
2022-01-20,9.235
2022-01-21,9.235
2022-01-22,9.235
2022-01-23,9.235
2022-01-24,9.235
2022-01-25,9.235
2022-01-26,9.235
2022-01-27,9.235
2022-01-28,9.235
2022-01-29,9.235
2022-01-30,9.235
2022-01-31,9.235
2022-02-01,9.235
2022-02-02,9.235
2022-02-03,9.235
2022-02-04,9.235
2022-02-05,9.235
2022-02-06,9.235
2022-02-07,9.235
2022-02-08,9.235
2022-02-09,9.235
2022-02-10,9.235
2022-02-11,9.235
2022-02-12,9.235
2022-02-13,9.235
2022-02-14,9.235
2022-02-15,9.235
2022-02-16,9.235
2022-02-17,9.235
2022-02-18,9.235
2022-02-19,9.235
2022-02-20,9.235
2022-02-21,9.235
2022-02-22,9.235
2022-02-23,9.235
2022-02-24,8.635
2022-02-25,8.635
2022-02-26,8.635
2022-02-27,8.635
2022-02-28,8.635
2022-03-01,8.575
2022-03-02,8.575
2022-03-03,8.575
2022-03-04,8.575
2022-03-05,8.575
2022-03-06,8.575
2022-03-07,8.575
2022-03-08,8.575
2022-03-09,8.575
2022-03-10,8.575
2022-03-11,8.575
2022-03-12,8.575
2022-03-13,8.575
2022-03-14,8.575
2022-03-15,8.575
2022-03-16,8.575
2022-03-17,8.575
2022-03-18,8.575
2022-03-19,8.575
2022-03-20,8.575
2022-03-21,8.575
2022-03-22,8.575
2022-03-23,8.575
2022-03-24,8.575
2022-03-25,8.575
2022-03-26,8.575
2022-03-27,8.575
2022-03-28,8.575
2022-03-29,8.575
2022-03-30,8.575
2022-03-31,8.575
2022-04-01,8.575
2022-04-02,8.575
2022-04-03,8.575
2022-04-04,8.575
2022-04-05,8.26
2022-04-06,8.26
2022-04-07,8.26
2022-04-08,8.26
2022-04-09,8.26
2022-04-10,8.26
2022-04-11,8.26
2022-04-12,8.26
2022-04-13,8.26
2022-04-14,8.26
2022-04-15,8.26
2022-04-16,8.26
2022-04-17,8.26
2022-04-18,8.26
2022-04-19,8.26
2022-04-20,8.26
2022-04-21,8.26
2022-04-22,8.26
2022-04-23,8.26
2022-04-24,8.26
2022-04-25,8.26
2022-04-26,8.26
2022-04-27,8.26
2022-04-28,8.26
2022-04-29,8.26
2022-04-30,8.26
2022-05-01,8.26
2022-05-02,8.26
2022-05-03,8.26
2022-05-04,8.26
2022-05-05,8.833
2022-05-06,8.833
2022-05-07,8.833
2022-05-08,8.833
2022-05-09,8.833
2022-05-10,8.833
2022-05-11,8.833
2022-05-12,8.833
2022-05-13,8.833
2022-05-14,8.833
2022-05-15,8.833
2022-05-16,8.833
2022-05-17,8.833
2022-05-18,8.833
2022-05-19,8.833
2022-05-20,8.833
2022-05-21,8.833
2022-05-22,8.833
2022-05-23,9.073
2022-05-24,9.073
2022-05-25,9.073
2022-05-26,9.073
2022-05-27,9.073
2022-05-28,9.073
2022-05-29,9.073
2022-05-30,9.073
2022-05-31,9.073
2022-06-01,9.073
2022-06-02,9.073
2022-06-03,9.073
2022-06-04,9.073
2022-06-05,9.073
2022-06-06,9.073
2022-06-07,9.073
2022-06-08,9.073
2022-06-09,9.073
2022-06-10,9.073
2022-06-11,9.073
2022-06-12,9.073
2022-06-13,9.073
2022-06-14,9.073
2022-06-15,9.073
2022-06-16,9.073
2022-06-17,9.073
2022-06-18,9.073
2022-06-19,9.073
2022-06-20,9.073
2022-06-21,9.073
2022-06-22,9.073
2022-06-23,9.073
2022-06-24,9.073
2022-06-25,9.073
2022-06-26,9.073
2022-06-27,8.857
2022-06-28,8.857
2022-06-29,8.857
2022-06-30,8.857
2022-07-01,8.857
2022-07-02,8.857
2022-07-03,8.857
2022-07-04,8.857
2022-07-05,8.857
2022-07-06,8.857
2022-07-07,8.857
2022-07-08,8.857
2022-07-09,8.857
2022-07-10,8.857
2022-07-11,8.857
2022-07-12,8.857
2022-07-13,8.857
2022-07-14,8.623
2022-07-15,8.623
2022-07-16,8.623
2022-07-17,8.623
2022-07-18,8.623
2022-07-19,8.623
2022-07-20,8.4
2022-07-21,8.4
2022-07-22,8.4
2022-07-23,8.4
2022-07-24,8.4
2022-07-25,8.4
2022-07-26,8.4
2022-07-27,8.4
2022-07-28,8.4
2022-07-29,8.4
2022-07-30,8.4
2022-07-31,8.4
2022-08-01,8.4
2022-08-02,8.4
2022-08-03,8.4
2022-08-04,7.625
2022-08-05,7.59
2022-08-06,7.59
2022-08-07,7.59
2022-08-08,7.59
2022-08-09,7.59
2022-08-10,7.59
2022-08-11,7.59
2022-08-12,7.59
2022-08-13,7.59
2022-08-14,7.59
2022-08-15,7.59
2022-08-16,7.59
2022-08-17,8.183
2022-08-18,8.183
2022-08-19,8.183
2022-08-20,8.183
2022-08-21,8.183
2022-08-22,8.183
2022-08-23,8.183
2022-08-24,8.183
2022-08-25,8.183
2022-08-26,8.183
2022-08-27,8.183
2022-08-28,8.183
2022-08-29,8.183
2022-08-30,8.183
2022-08-31,8.183
2022-09-01,8.183
2022-09-02,8.183
2022-09-03,8.183
2022-09-04,8.183
2022-09-05,8.183
2022-09-06,8.183
2022-09-07,8.183
2022-09-08,8.183
2022-09-09,8.183
2022-09-10,8.183
2022-09-11,8.183
2022-09-12,8.183
2022-09-13,8.183
2022-09-14,8.183
2022-09-15,8.183
2022-09-16,8.183
2022-09-17,8.183
2022-09-18,8.183
2022-09-19,8.183
2022-09-20,8.183
2022-09-21,8.183
2022-09-22,8.183
2022-09-23,8.183
2022-09-24,8.183
2022-09-25,8.183
2022-09-26,8.183
2022-09-27,8.183
2022-09-28,8.183
2022-09-29,8.183
2022-09-30,8.183
2022-10-01,8.183
2022-10-02,8.183
2022-10-03,8.183
2022-10-04,8.183
2022-10-05,8.183
2022-10-06,8.183
2022-10-07,8.183
2022-10-08,8.183
2022-10-09,8.183
2022-10-10,8.052
2022-10-11,8.052
2022-10-12,8.032
2022-10-13,8.032
2022-10-14,8.226
2022-10-15,8.226
2022-10-16,8.226
2022-10-17,8.226
2022-10-18,8.226
2022-10-19,8.226
2022-10-20,8.226
2022-10-21,8.226
2022-10-22,8.226
2022-10-23,8.226
2022-10-24,8.226
2022-10-25,8.226
2022-10-26,8.226
2022-10-27,8.226
2022-10-28,8.226
2022-10-29,8.226
2022-10-30,8.226
2022-10-31,8.208
2022-11-01,8.208
2022-11-02,8.208
2022-11-03,8.307
2022-11-04,8.178
2022-11-05,8.178
2022-11-06,8.133
2022-11-07,8.133
2022-11-08,8.113
2022-11-09,8.113
2022-11-10,8.113
2022-11-11,8.113
2022-11-12,8.113
2022-11-13,8.113
2022-11-14,8.113
2022-11-15,8.113
2022-11-16,8.113
2022-11-17,8.113
2022-11-18,8.113
2022-11-19,8.113
2022-11-20,8.113
2022-11-21,8.113
2022-11-22,8.113
2022-11-23,8.113
2022-11-24,8.113
2022-11-25,8.113
2022-11-26,8.113
2022-11-27,8.113
2022-11-28,8.113
2022-11-29,8.113
2022-11-30,8.113
2022-12-01,8.113
2022-12-02,8.113
2022-12-03,8.113
2022-12-04,8.113
2022-12-05,8.113
2022-12-06,8.113
2022-12-07,8.113
2022-12-08,8.113
2022-12-09,8.113
2022-12-10,8.113
2022-12-11,8.113
2022-12-12,8.113
2022-12-13,8.113
2022-12-14,8.037
2022-12-15,8.037
2022-12-16,8.037
2022-12-17,8.037
2022-12-18,8.037
2022-12-19,7.916
2022-12-20,7.916
2022-12-21,7.916
2022-12-22,7.916
2022-12-23,7.916
2022-12-24,7.916
2022-12-25,7.916
2022-12-26,7.916
2022-12-27,7.916
2022-12-28,7.916
2022-12-29,7.916
2022-12-30,7.916
2022-12-31,7.916
2023-01-01,7.916
2023-01-02,7.916
2023-01-03,7.916
2023-01-04,7.916
2023-01-05,7.916
2023-01-06,7.916
2023-01-07,7.916
2023-01-08,7.916
2023-01-09,7.916
2023-01-10,7.974
2023-01-11,7.974
2023-01-12,7.974
2023-01-13,7.58
2023-01-14,7.58
2023-01-15,7.58
2023-01-16,7.58
2023-01-17,7.58
2023-01-18,7.58
2023-01-19,7.58
2023-01-20,7.58
2023-01-21,7.58
2023-01-22,7.58
2023-01-23,7.58
2023-01-24,7.58
2023-01-25,7.58
2023-01-26,7.58
2023-01-27,7.58
2023-01-28,7.58
2023-01-29,7.58
2023-01-30,7.58
2023-01-31,7.58
2023-02-01,7.58
2023-02-02,7.58
2023-02-03,7.58
2023-02-04,7.58
2023-02-05,7.58
2023-02-06,7.58
2023-02-07,7.58
2023-02-08,7.58
2023-02-09,7.58
2023-02-10,7.453
2023-02-11,7.453
2023-02-12,7.453
2023-02-13,7.453
2023-02-14,7.453
2023-02-15,7.453
2023-02-16,7.453
2023-02-17,7.453
2023-02-18,7.453
2023-02-19,7.453
2023-02-20,7.58
2023-02-21,7.58
2023-02-22,7.986
2023-02-23,8.038
2023-02-24,8.038
2023-02-25,8.038
2023-02-26,8.032
2023-02-27,8.032
2023-02-28,8.032
2023-03-01,8.032
2023-03-02,8.032
2023-03-03,8.032
2023-03-04,8.032
2023-03-05,8.032
2023-03-06,8.032
2023-03-07,8.032
2023-03-08,8.032
2023-03-09,8.032
2023-03-10,8.032
2023-03-11,8.032
2023-03-12,8.032
2023-03-13,8.032
2023-03-14,8.032
2023-03-15,8.032
2023-03-16,8.032
2023-03-17,8.032
2023-03-18,8.032
2023-03-19,8.032
2023-03-20,8.032
2023-03-21,8.032
2023-03-22,8.032
2023-03-23,8.032
2023-03-24,8.032
2023-03-25,8.032
2023-03-26,8.032
2023-03-27,8.032
2023-03-28,8.032
2023-03-29,8.032
2023-03-30,8.032
2023-03-31,8.032
2023-04-01,8.032
2023-04-02,8.032
2023-04-03,8.032
2023-04-04,8.032
2023-04-05,8.032
2023-04-06,8.032
2023-04-07,8.032
2023-04-08,8.032
2023-04-09,8.032
2023-04-10,8.032
2023-04-11,8.082
2023-04-12,8.082
2023-04-13,8.082
2023-04-14,8.082
2023-04-15,8.082
2023-04-16,8.082
2023-04-17,8.082
2023-04-18,8.082
2023-04-19,8.082
2023-04-20,8.082
2023-04-21,8.082
2023-04-22,8.082
2023-04-23,8.082
2023-04-24,8.082
2023-04-25,8.082
2023-04-26,8.082
2023-04-27,8.082
2023-04-28,8.082
2023-04-29,8.082
2023-04-30,8.082
2023-05-01,8.082
2023-05-02,8.111
2023-05-03,8.111
2023-05-04,8.218
2023-05-05,8.568
2023-05-06,8.568
2023-05-07,8.533
2023-05-08,8.635
2023-05-09,8.635
2023-05-10,8.635
2023-05-11,8.635
2023-05-12,8.635
2023-05-13,8.635
2023-05-14,8.635
2023-05-15,8.635
2023-05-16,8.635
2023-05-17,8.635
2023-05-18,8.635
2023-05-19,8.635
2023-05-20,8.635
2023-05-21,8.635
2023-05-22,8.635
2023-05-23,8.635
2023-05-24,8.635
2023-05-25,8.635
2023-05-26,8.635
2023-05-27,8.635
2023-05-28,8.635
2023-05-29,8.635
2023-05-30,8.635
2023-05-31,8.635
2023-06-01,8.635
2023-06-02,8.635
2023-06-03,8.635
2023-06-04,8.635
2023-06-05,8.635
2023-06-06,8.635
2023-06-07,8.635
2023-06-08,8.665
2023-06-09,8.665
2023-06-10,8.665
2023-06-11,8.665
2023-06-12,8.665
2023-06-13,8.665
2023-06-14,8.665
2023-06-15,8.665
2023-06-16,8.665
2023-06-17,8.665
2023-06-18,8.665
2023-06-19,8.665
2023-06-20,8.665
2023-06-21,8.665
2023-06-22,8.665
2023-06-23,8.665
