,TSCO US Equity
2021-05-02,10.038
2021-05-03,10.038
2021-05-04,10.038
2021-05-05,10.038
2021-05-06,10.038
2021-05-07,10.038
2021-05-08,10.038
2021-05-09,10.038
2021-05-10,10.038
2021-05-11,10.038
2021-05-12,10.038
2021-05-13,10.038
2021-05-14,10.038
2021-05-15,10.038
2021-05-16,10.038
2021-05-17,10.038
2021-05-18,10.038
2021-05-19,10.038
2021-05-20,10.038
2021-05-21,10.038
2021-05-22,10.038
2021-05-23,10.038
2021-05-24,10.038
2021-05-25,10.038
2021-05-26,10.038
2021-05-27,10.038
2021-05-28,10.038
2021-05-29,10.038
2021-05-30,10.038
2021-05-31,10.038
2021-06-01,10.038
2021-06-02,10.038
2021-06-03,10.038
2021-06-04,10.038
2021-06-05,10.038
2021-06-06,10.038
2021-06-07,10.038
2021-06-08,10.038
2021-06-09,10.038
2021-06-10,10.038
2021-06-11,10.038
2021-06-12,10.038
2021-06-13,10.038
2021-06-14,10.038
2021-06-15,10.038
2021-06-16,10.038
2021-06-17,10.038
2021-06-18,10.038
2021-06-19,10.038
2021-06-20,10.038
2021-06-21,10.038
2021-06-22,10.038
2021-06-23,10.038
2021-06-24,10.038
2021-06-25,10.038
2021-06-26,10.038
2021-06-27,10.038
2021-06-28,10.038
2021-06-29,10.038
2021-06-30,10.038
2021-07-01,10.038
2021-07-02,10.038
2021-07-03,10.038
2021-07-04,10.038
2021-07-05,10.038
2021-07-06,10.038
2021-07-07,10.038
2021-07-08,10.038
2021-07-09,10.038
2021-07-10,10.038
2021-07-11,10.038
2021-07-12,10.038
2021-07-13,10.038
2021-07-14,10.038
2021-07-15,10.038
2021-07-16,10.038
2021-07-17,10.038
2021-07-18,10.038
2021-07-19,10.215
2021-07-20,10.05
2021-07-21,10.05
2021-07-22,10.175
2021-07-23,10.167
2021-07-24,10.167
2021-07-25,10.167
2021-07-26,10.167
2021-07-27,10.167
2021-07-28,10.167
2021-07-29,10.167
2021-07-30,10.167
2021-07-31,10.167
2021-08-01,10.167
2021-08-02,10.167
2021-08-03,10.167
2021-08-04,10.167
2021-08-05,10.167
2021-08-06,10.167
2021-08-07,10.167
2021-08-08,10.167
2021-08-09,10.167
2021-08-10,10.167
2021-08-11,10.167
2021-08-12,10.167
2021-08-13,10.167
2021-08-14,10.167
2021-08-15,10.167
2021-08-16,10.167
2021-08-17,10.167
2021-08-18,10.167
2021-08-19,10.167
2021-08-20,10.167
2021-08-21,10.167
2021-08-22,10.167
2021-08-23,10.167
2021-08-24,10.167
2021-08-25,10.167
2021-08-26,10.167
2021-08-27,10.167
2021-08-28,10.167
2021-08-29,10.167
2021-08-30,10.167
2021-08-31,10.167
2021-09-01,10.167
2021-09-02,10.167
2021-09-03,10.167
2021-09-04,10.167
2021-09-05,10.167
2021-09-06,10.167
2021-09-07,10.167
2021-09-08,10.167
2021-09-09,10.167
2021-09-10,10.167
2021-09-11,10.167
2021-09-12,10.167
2021-09-13,9.89
2021-09-14,9.89
2021-09-15,9.89
2021-09-16,9.89
2021-09-17,9.89
2021-09-18,9.89
2021-09-19,9.89
2021-09-20,9.89
2021-09-21,9.89
2021-09-22,9.89
2021-09-23,9.89
2021-09-24,9.89
2021-09-25,9.89
2021-09-26,9.89
2021-09-27,9.89
2021-09-28,9.89
2021-09-29,9.89
2021-09-30,9.89
2021-10-01,9.89
2021-10-02,9.89
2021-10-03,9.89
2021-10-04,9.89
2021-10-05,9.89
2021-10-06,9.89
2021-10-07,9.89
2021-10-08,9.89
2021-10-09,9.89
2021-10-10,9.89
2021-10-11,9.89
2021-10-12,10.062
2021-10-13,9.914
2021-10-14,9.914
2021-10-15,9.914
2021-10-16,9.914
2021-10-17,9.914
2021-10-18,9.914
2021-10-19,9.914
2021-10-20,9.914
2021-10-21,10.11
2021-10-22,10.556
2021-10-23,10.556
2021-10-24,10.556
2021-10-25,10.556
2021-10-26,10.618
2021-10-27,10.618
2021-10-28,10.618
2021-10-29,10.618
2021-10-30,10.618
2021-10-31,10.618
2021-11-01,10.618
2021-11-02,10.618
2021-11-03,10.618
2021-11-04,10.618
2021-11-05,10.618
2021-11-06,10.618
2021-11-07,10.618
2021-11-08,10.618
2021-11-09,10.618
2021-11-10,10.618
2021-11-11,10.618
2021-11-12,10.618
2021-11-13,10.618
2021-11-14,10.618
2021-11-15,10.618
2021-11-16,10.618
2021-11-17,10.618
2021-11-18,10.618
2021-11-19,10.618
2021-11-20,10.618
2021-11-21,10.618
2021-11-22,10.618
2021-11-23,10.618
2021-11-24,10.618
2021-11-25,10.618
2021-11-26,10.618
2021-11-27,10.618
2021-11-28,10.618
2021-11-29,10.618
2021-11-30,10.618
2021-12-01,10.618
2021-12-02,10.618
2021-12-03,10.618
2021-12-04,10.618
2021-12-05,10.618
2021-12-06,10.618
2021-12-07,10.618
2021-12-08,10.618
2021-12-09,10.618
2021-12-10,10.618
2021-12-11,10.618
2021-12-12,10.618
2021-12-13,10.618
2021-12-14,10.618
2021-12-15,10.618
2021-12-16,10.618
2021-12-17,10.618
2021-12-18,10.618
2021-12-19,10.618
2021-12-20,10.618
2021-12-21,10.618
2021-12-22,10.618
2021-12-23,10.618
2021-12-24,10.618
2021-12-25,10.618
2021-12-26,10.618
2021-12-27,10.618
2021-12-28,10.618
2021-12-29,10.618
2021-12-30,10.618
2021-12-31,10.618
2022-01-01,10.618
2022-01-02,10.618
2022-01-03,10.618
2022-01-04,10.618
2022-01-05,10.618
2022-01-06,10.392
2022-01-07,10.392
2022-01-08,10.392
2022-01-09,10.392
2022-01-10,10.392
2022-01-11,10.392
2022-01-12,10.407
2022-01-13,10.407
2022-01-14,10.407
2022-01-15,10.407
2022-01-16,10.407
2022-01-17,10.407
2022-01-18,10.513
2022-01-19,10.477
2022-01-20,10.431
2022-01-21,10.431
2022-01-22,10.431
2022-01-23,10.431
2022-01-24,10.431
2022-01-25,10.431
2022-01-26,10.431
2022-01-27,10.833
2022-01-28,11.117
2022-01-29,11.243
2022-01-30,11.243
2022-01-31,11.346
2022-02-01,11.346
2022-02-02,11.346
2022-02-03,11.346
2022-02-04,11.346
2022-02-05,11.346
2022-02-06,11.346
2022-02-07,11.346
2022-02-08,11.346
2022-02-09,11.346
2022-02-10,11.346
2022-02-11,11.346
2022-02-12,11.346
2022-02-13,11.346
2022-02-14,11.346
2022-02-15,11.346
2022-02-16,11.346
2022-02-17,11.346
2022-02-18,11.346
2022-02-19,11.346
2022-02-20,11.346
2022-02-21,11.346
2022-02-22,11.346
2022-02-23,11.346
2022-02-24,11.346
2022-02-25,11.346
2022-02-26,11.346
2022-02-27,11.346
2022-02-28,11.346
2022-03-01,11.346
2022-03-02,11.346
2022-03-03,11.346
2022-03-04,11.346
2022-03-05,11.346
2022-03-06,11.346
2022-03-07,11.346
2022-03-08,11.346
2022-03-09,11.346
2022-03-10,11.346
2022-03-11,11.346
2022-03-12,11.346
2022-03-13,11.346
2022-03-14,11.346
2022-03-15,11.346
2022-03-16,11.346
2022-03-17,11.313
2022-03-18,11.313
2022-03-19,11.313
2022-03-20,11.313
2022-03-21,11.313
2022-03-22,11.313
2022-03-23,11.313
2022-03-24,11.313
2022-03-25,11.313
2022-03-26,11.313
2022-03-27,11.313
2022-03-28,11.313
2022-03-29,11.313
2022-03-30,11.313
2022-03-31,11.313
2022-04-01,11.313
2022-04-02,11.313
2022-04-03,11.313
2022-04-04,11.292
2022-04-05,11.292
2022-04-06,11.292
2022-04-07,11.292
2022-04-08,11.292
2022-04-09,11.292
2022-04-10,11.292
2022-04-11,11.292
2022-04-12,11.292
2022-04-13,11.292
2022-04-14,11.296
2022-04-15,11.296
2022-04-16,11.296
2022-04-17,11.296
2022-04-18,11.303
2022-04-19,11.303
2022-04-20,11.303
2022-04-21,11.371
2022-04-22,11.38
2022-04-23,11.387
2022-04-24,11.4
2022-04-25,11.406
2022-04-26,11.406
2022-04-27,11.406
2022-04-28,11.406
2022-04-29,11.402
2022-04-30,11.402
2022-05-01,11.402
2022-05-02,11.402
2022-05-03,11.402
2022-05-04,11.402
2022-05-05,11.402
2022-05-06,11.402
2022-05-07,11.402
2022-05-08,11.402
2022-05-09,11.402
2022-05-10,11.402
2022-05-11,11.402
2022-05-12,11.402
2022-05-13,11.402
2022-05-14,11.402
2022-05-15,11.402
2022-05-16,11.402
2022-05-17,11.402
2022-05-18,11.402
2022-05-19,11.402
2022-05-20,11.402
2022-05-21,11.402
2022-05-22,11.402
2022-05-23,11.402
2022-05-24,11.402
2022-05-25,11.402
2022-05-26,11.402
2022-05-27,11.402
2022-05-28,11.402
2022-05-29,11.402
2022-05-30,11.402
2022-05-31,11.402
2022-06-01,11.402
2022-06-02,11.402
2022-06-03,11.402
2022-06-04,11.402
2022-06-05,11.402
2022-06-06,11.402
2022-06-07,11.406
2022-06-08,11.406
2022-06-09,11.406
2022-06-10,11.406
2022-06-11,11.406
2022-06-12,11.406
2022-06-13,11.406
2022-06-14,11.406
2022-06-15,11.406
2022-06-16,11.406
2022-06-17,11.406
2022-06-18,11.406
2022-06-19,11.406
2022-06-20,11.406
2022-06-21,11.406
2022-06-22,11.406
2022-06-23,11.416
2022-06-24,11.416
2022-06-25,11.416
2022-06-26,11.416
2022-06-27,11.423
2022-06-28,11.423
2022-06-29,11.423
2022-06-30,11.423
2022-07-01,11.423
2022-07-02,11.423
2022-07-03,11.423
2022-07-04,11.423
2022-07-05,11.423
2022-07-06,11.415
2022-07-07,11.415
2022-07-08,11.415
2022-07-09,11.415
2022-07-10,11.415
2022-07-11,11.415
2022-07-12,11.415
2022-07-13,11.415
2022-07-14,11.415
2022-07-15,11.415
2022-07-16,11.429
2022-07-17,11.439
2022-07-18,11.439
2022-07-19,11.439
2022-07-20,11.439
2022-07-21,11.463
2022-07-22,11.512
2022-07-23,11.506
2022-07-24,11.506
2022-07-25,11.523
2022-07-26,11.533
2022-07-27,11.523
2022-07-28,11.523
2022-07-29,11.523
2022-07-30,11.523
2022-07-31,11.523
2022-08-01,11.523
2022-08-02,11.523
2022-08-03,11.523
2022-08-04,11.523
2022-08-05,11.523
2022-08-06,11.523
2022-08-07,11.523
2022-08-08,11.513
2022-08-09,11.513
2022-08-10,11.513
2022-08-11,11.513
2022-08-12,11.513
2022-08-13,11.513
2022-08-14,11.513
2022-08-15,11.513
2022-08-16,11.513
2022-08-17,11.539
2022-08-18,11.539
2022-08-19,11.539
2022-08-20,11.539
2022-08-21,11.539
2022-08-22,11.539
2022-08-23,11.539
2022-08-24,11.539
2022-08-25,11.539
2022-08-26,11.539
2022-08-27,11.539
2022-08-28,11.539
2022-08-29,11.539
2022-08-30,11.539
2022-08-31,11.539
2022-09-01,11.539
2022-09-02,11.539
2022-09-03,11.539
2022-09-04,11.539
2022-09-05,11.539
2022-09-06,11.539
2022-09-07,11.539
2022-09-08,11.538
2022-09-09,11.538
2022-09-10,11.538
2022-09-11,11.538
2022-09-12,11.542
2022-09-13,11.542
2022-09-14,11.542
2022-09-15,11.543
2022-09-16,11.543
2022-09-17,11.543
2022-09-18,11.543
2022-09-19,11.543
2022-09-20,11.543
2022-09-21,11.543
2022-09-22,11.543
2022-09-23,11.543
2022-09-24,11.543
2022-09-25,11.543
2022-09-26,11.543
2022-09-27,11.543
2022-09-28,11.543
2022-09-29,11.543
2022-09-30,11.543
2022-10-01,11.543
2022-10-02,11.543
2022-10-03,11.543
2022-10-04,11.543
2022-10-05,11.543
2022-10-06,11.543
2022-10-07,11.543
2022-10-08,11.543
2022-10-09,11.543
2022-10-10,11.543
2022-10-11,11.543
2022-10-12,11.546
2022-10-13,11.546
2022-10-14,11.546
2022-10-15,11.546
2022-10-16,11.546
2022-10-17,11.559
2022-10-18,11.559
2022-10-19,11.566
2022-10-20,11.524
2022-10-21,11.505
2022-10-22,11.505
2022-10-23,11.504
2022-10-24,11.504
2022-10-25,11.504
2022-10-26,11.504
2022-10-27,11.479
2022-10-28,11.479
2022-10-29,11.479
2022-10-30,11.486
2022-10-31,11.495
2022-11-01,11.495
2022-11-02,11.495
2022-11-03,11.495
2022-11-04,11.495
2022-11-05,11.495
2022-11-06,11.495
2022-11-07,11.495
2022-11-08,11.486
2022-11-09,11.486
2022-11-10,11.486
2022-11-11,11.486
2022-11-12,11.475
2022-11-13,11.475
2022-11-14,11.475
2022-11-15,11.475
2022-11-16,11.475
2022-11-17,11.475
2022-11-18,11.475
2022-11-19,11.475
2022-11-20,11.475
2022-11-21,11.475
2022-11-22,11.475
2022-11-23,11.475
2022-11-24,11.475
2022-11-25,11.475
2022-11-26,11.475
2022-11-27,11.475
2022-11-28,11.475
2022-11-29,11.475
2022-11-30,11.475
2022-12-01,11.475
2022-12-02,11.475
2022-12-03,11.475
2022-12-04,11.475
2022-12-05,11.475
2022-12-06,11.475
2022-12-07,11.475
2022-12-08,11.475
2022-12-09,11.475
2022-12-10,11.475
2022-12-11,11.475
2022-12-12,11.475
2022-12-13,11.475
2022-12-14,11.475
2022-12-15,11.475
2022-12-16,11.475
2022-12-17,11.475
2022-12-18,11.475
2022-12-19,11.481
2022-12-20,11.481
2022-12-21,11.481
2022-12-22,11.475
2022-12-23,11.475
2022-12-24,11.475
2022-12-25,11.475
2022-12-26,11.475
2022-12-27,11.475
2022-12-28,11.475
2022-12-29,11.475
2022-12-30,11.475
2022-12-31,11.475
2023-01-01,11.475
2023-01-02,11.475
2023-01-03,11.475
2023-01-04,11.475
2023-01-05,11.496
2023-01-06,11.5
2023-01-07,11.5
2023-01-08,11.5
2023-01-09,11.5
2023-01-10,11.5
2023-01-11,11.5
2023-01-12,11.5
2023-01-13,11.53
2023-01-14,11.53
2023-01-15,11.53
2023-01-16,11.53
2023-01-17,11.53
2023-01-18,11.508
2023-01-19,11.483
2023-01-20,11.463
2023-01-21,11.463
2023-01-22,11.46
2023-01-23,11.463
2023-01-24,11.464
2023-01-25,11.464
2023-01-26,11.532
2023-01-27,11.594
2023-01-28,11.594
2023-01-29,11.594
2023-01-30,11.601
2023-01-31,11.575
2023-02-01,11.598
2023-02-02,11.595
2023-02-03,11.59
2023-02-04,11.59
2023-02-05,11.59
2023-02-06,11.59
2023-02-07,11.588
2023-02-08,11.587
2023-02-09,11.587
2023-02-10,11.587
2023-02-11,11.587
2023-02-12,11.587
2023-02-13,11.587
2023-02-14,11.587
2023-02-15,11.587
2023-02-16,11.587
2023-02-17,11.587
2023-02-18,11.587
2023-02-19,11.587
2023-02-20,11.587
2023-02-21,11.587
2023-02-22,11.587
2023-02-23,11.587
2023-02-24,11.587
2023-02-25,11.587
2023-02-26,11.587
2023-02-27,11.587
2023-02-28,11.587
2023-03-01,11.587
2023-03-02,11.587
2023-03-03,11.591
2023-03-04,11.591
2023-03-05,11.591
2023-03-06,11.591
2023-03-07,11.591
2023-03-08,11.591
2023-03-09,11.591
2023-03-10,11.591
2023-03-11,11.591
2023-03-12,11.591
2023-03-13,11.591
2023-03-14,11.602
2023-03-15,11.602
2023-03-16,11.602
2023-03-17,11.602
2023-03-18,11.602
2023-03-19,11.602
2023-03-20,11.602
2023-03-21,11.589
2023-03-22,11.589
2023-03-23,11.589
2023-03-24,11.589
2023-03-25,11.589
2023-03-26,11.589
2023-03-27,11.589
2023-03-28,11.589
2023-03-29,11.589
2023-03-30,11.589
2023-03-31,11.589
2023-04-01,11.589
2023-04-02,11.589
2023-04-03,11.589
2023-04-04,11.589
2023-04-05,11.589
2023-04-06,11.589
2023-04-07,11.589
2023-04-08,11.589
2023-04-09,11.589
2023-04-10,11.589
2023-04-11,11.589
2023-04-12,11.592
2023-04-13,11.592
2023-04-14,11.592
2023-04-15,11.592
2023-04-16,11.592
2023-04-17,11.592
2023-04-18,11.591
2023-04-19,11.591
2023-04-20,11.591
2023-04-21,11.59
2023-04-22,11.59
2023-04-23,11.59
2023-04-24,11.588
2023-04-25,11.588
2023-04-26,11.588
2023-04-27,11.565
2023-04-28,11.572
2023-04-29,11.572
2023-04-30,11.585
2023-05-01,11.574
2023-05-02,11.532
2023-05-03,11.532
2023-05-04,11.532
2023-05-05,11.532
2023-05-06,11.532
2023-05-07,11.532
2023-05-08,11.534
2023-05-09,11.534
2023-05-10,11.534
2023-05-11,11.537
2023-05-12,11.537
2023-05-13,11.537
2023-05-14,11.537
2023-05-15,11.537
2023-05-16,11.537
2023-05-17,11.537
2023-05-18,11.537
2023-05-19,11.537
2023-05-20,11.537
2023-05-21,11.537
2023-05-22,11.537
2023-05-23,11.537
2023-05-24,11.537
2023-05-25,11.537
2023-05-26,11.537
2023-05-27,11.537
2023-05-28,11.537
2023-05-29,11.537
2023-05-30,11.537
2023-05-31,11.537
2023-06-01,11.54
2023-06-02,11.54
2023-06-03,11.54
2023-06-04,11.54
2023-06-05,11.532
2023-06-06,11.532
2023-06-07,11.532
2023-06-08,11.532
2023-06-09,11.532
2023-06-10,11.532
2023-06-11,11.532
2023-06-12,11.532
2023-06-13,11.532
2023-06-14,11.527
2023-06-15,11.527
2023-06-16,11.527
2023-06-17,11.527
2023-06-18,11.527
2023-06-19,11.527
2023-06-20,11.527
2023-06-21,11.527
2023-06-22,11.527
2023-06-23,11.527
2023-06-24,11.527
2023-06-25,11.527
2023-06-26,11.527
2023-06-27,11.527
2023-06-28,11.515
2023-06-29,11.515
2023-06-30,11.515
2023-07-01,11.515
2023-07-02,11.515
2023-07-03,11.515
2023-07-04,11.515
2023-07-05,11.515
2023-07-06,11.512
2023-07-07,11.512
2023-07-08,11.512
2023-07-09,11.512
2023-07-10,11.512
2023-07-11,11.512
2023-07-12,11.505
2023-07-13,11.503
2023-07-14,11.498
2023-07-15,11.498
2023-07-16,11.498
2023-07-17,11.49
2023-07-18,11.481
2023-07-19,11.482
2023-07-20,11.464
2023-07-21,11.447
2023-07-22,11.447
2023-07-23,11.447
2023-07-24,11.447
2023-07-25,11.422
2023-07-26,11.422
2023-07-27,11.351
2023-07-28,11.275
2023-07-29,11.268
2023-07-30,11.28
2023-07-31,11.268
2023-08-01,11.253
2023-08-02,11.253
2023-08-03,11.246
