,AEP US Equity
2021-03-26,5.597
2021-03-27,5.597
2021-03-28,5.597
2021-03-29,5.597
2021-03-30,5.597
2021-03-31,5.597
2021-04-01,5.597
2021-04-02,5.597
2021-04-03,5.597
2021-04-04,5.597
2021-04-05,5.597
2021-04-06,5.597
2021-04-07,5.597
2021-04-08,5.597
2021-04-09,5.597
2021-04-10,5.597
2021-04-11,5.597
2021-04-12,5.597
2021-04-13,5.597
2021-04-14,5.608
2021-04-15,5.608
2021-04-16,5.608
2021-04-17,5.608
2021-04-18,5.608
2021-04-19,5.608
2021-04-20,5.608
2021-04-21,5.604
2021-04-22,5.606
2021-04-23,5.599
2021-04-24,5.599
2021-04-25,5.599
2021-04-26,5.599
2021-04-27,5.599
2021-04-28,5.599
2021-04-29,5.599
2021-04-30,5.599
2021-05-01,5.599
2021-05-02,5.599
2021-05-03,5.599
2021-05-04,5.599
2021-05-05,5.599
2021-05-06,5.599
2021-05-07,5.599
2021-05-08,5.599
2021-05-09,5.599
2021-05-10,5.599
2021-05-11,5.589
2021-05-12,5.589
2021-05-13,5.589
2021-05-14,5.589
2021-05-15,5.589
2021-05-16,5.589
2021-05-17,5.589
2021-05-18,5.593
2021-05-19,5.593
2021-05-20,5.593
2021-05-21,5.593
2021-05-22,5.593
2021-05-23,5.593
2021-05-24,5.593
2021-05-25,5.593
2021-05-26,5.593
2021-05-27,5.593
2021-05-28,5.593
2021-05-29,5.593
2021-05-30,5.593
2021-05-31,5.593
2021-06-01,5.593
2021-06-02,5.593
2021-06-03,5.593
2021-06-04,5.593
2021-06-05,5.593
2021-06-06,5.593
2021-06-07,5.593
2021-06-08,5.593
2021-06-09,5.593
2021-06-10,5.593
2021-06-11,5.593
2021-06-12,5.593
2021-06-13,5.593
2021-06-14,5.593
2021-06-15,5.593
2021-06-16,5.593
2021-06-17,5.593
2021-06-18,5.593
2021-06-19,5.593
2021-06-20,5.593
2021-06-21,5.593
2021-06-22,5.593
2021-06-23,5.593
2021-06-24,5.593
2021-06-25,5.593
2021-06-26,5.593
2021-06-27,5.593
2021-06-28,5.593
2021-06-29,5.593
2021-06-30,5.593
2021-07-01,5.593
2021-07-02,5.593
2021-07-03,5.593
2021-07-04,5.593
2021-07-05,5.593
2021-07-06,5.593
2021-07-07,5.593
2021-07-08,5.593
2021-07-09,5.593
2021-07-10,5.593
2021-07-11,5.593
2021-07-12,5.593
2021-07-13,5.593
2021-07-14,5.593
2021-07-15,5.593
2021-07-16,5.593
2021-07-17,5.593
2021-07-18,5.593
2021-07-19,5.593
2021-07-20,5.593
2021-07-21,5.593
2021-07-22,5.593
2021-07-23,5.593
2021-07-24,5.593
2021-07-25,5.593
2021-07-26,5.593
2021-07-27,5.593
2021-07-28,5.593
2021-07-29,5.593
2021-07-30,5.593
2021-07-31,5.593
2021-08-01,5.593
2021-08-02,5.593
2021-08-03,5.595
2021-08-04,5.595
2021-08-05,5.595
2021-08-06,5.595
2021-08-07,5.595
2021-08-08,5.595
2021-08-09,5.595
2021-08-10,5.595
2021-08-11,5.598
2021-08-12,5.598
2021-08-13,5.598
2021-08-14,5.598
2021-08-15,5.598
2021-08-16,5.598
2021-08-17,5.598
2021-08-18,5.598
2021-08-19,5.598
2021-08-20,5.592
2021-08-21,5.592
2021-08-22,5.592
2021-08-23,5.592
2021-08-24,5.592
2021-08-25,5.592
2021-08-26,5.592
2021-08-27,5.592
2021-08-28,5.592
2021-08-29,5.592
2021-08-30,5.592
2021-08-31,5.592
2021-09-01,5.592
2021-09-02,5.592
2021-09-03,5.592
2021-09-04,5.592
2021-09-05,5.592
2021-09-06,5.592
2021-09-07,5.592
2021-09-08,5.592
2021-09-09,5.592
2021-09-10,5.592
2021-09-11,5.592
2021-09-12,5.592
2021-09-13,5.592
2021-09-14,5.592
2021-09-15,5.592
2021-09-16,5.592
2021-09-17,5.592
2021-09-18,5.592
2021-09-19,5.592
2021-09-20,5.592
2021-09-21,5.592
2021-09-22,5.592
2021-09-23,5.592
2021-09-24,5.592
2021-09-25,5.592
2021-09-26,5.592
2021-09-27,5.592
2021-09-28,5.592
2021-09-29,5.592
2021-09-30,5.592
2021-10-01,5.592
2021-10-02,5.592
2021-10-03,5.592
2021-10-04,5.592
2021-10-05,5.592
2021-10-06,5.592
2021-10-07,5.592
2021-10-08,5.592
2021-10-09,5.592
2021-10-10,5.592
2021-10-11,5.592
2021-10-12,5.592
2021-10-13,5.592
2021-10-14,5.598
2021-10-15,5.584
2021-10-16,5.584
2021-10-17,5.584
2021-10-18,5.584
2021-10-19,5.58
2021-10-20,5.58
2021-10-21,5.58
2021-10-22,5.58
2021-10-23,5.58
2021-10-24,5.58
2021-10-25,5.58
2021-10-26,5.588
2021-10-27,5.594
2021-10-28,5.593
2021-10-29,5.593
2021-10-30,5.593
2021-10-31,5.593
2021-11-01,5.593
2021-11-02,5.593
2021-11-03,5.593
2021-11-04,5.593
2021-11-05,5.593
2021-11-06,5.593
2021-11-07,5.593
2021-11-08,5.593
2021-11-09,5.593
2021-11-10,5.607
2021-11-11,5.607
2021-11-12,5.607
2021-11-13,5.607
2021-11-14,5.607
2021-11-15,5.607
2021-11-16,5.607
2021-11-17,5.607
2021-11-18,5.607
2021-11-19,5.607
2021-11-20,5.607
2021-11-21,5.607
2021-11-22,5.607
2021-11-23,5.607
2021-11-24,5.607
2021-11-25,5.607
2021-11-26,5.607
2021-11-27,5.607
2021-11-28,5.607
2021-11-29,5.599
2021-11-30,5.599
2021-12-01,5.599
2021-12-02,5.599
2021-12-03,5.599
2021-12-04,5.599
2021-12-05,5.599
2021-12-06,5.599
2021-12-07,5.599
2021-12-08,5.599
2021-12-09,5.599
2021-12-10,5.599
2021-12-11,5.599
2021-12-12,5.595
2021-12-13,5.595
2021-12-14,5.595
2021-12-15,5.595
2021-12-16,5.595
2021-12-17,5.595
2021-12-18,5.595
2021-12-19,5.595
2021-12-20,5.595
2021-12-21,5.595
2021-12-22,5.595
2021-12-23,5.595
2021-12-24,5.595
2021-12-25,5.595
2021-12-26,5.595
2021-12-27,5.595
2021-12-28,5.595
2021-12-29,5.595
2021-12-30,5.595
2021-12-31,5.595
2022-01-01,5.595
2022-01-02,5.595
2022-01-03,5.595
2022-01-04,5.595
2022-01-05,5.595
2022-01-06,5.595
2022-01-07,5.595
2022-01-08,5.595
2022-01-09,5.595
2022-01-10,5.585
2022-01-11,5.585
2022-01-12,5.589
2022-01-13,5.589
2022-01-14,5.589
2022-01-15,5.589
2022-01-16,5.589
2022-01-17,5.589
2022-01-18,5.589
2022-01-19,5.583
2022-01-20,5.583
2022-01-21,5.583
2022-01-22,5.583
2022-01-23,5.583
2022-01-24,5.59
2022-01-25,5.59
2022-01-26,5.59
2022-01-27,5.59
2022-01-28,5.59
2022-01-29,5.59
2022-01-30,5.592
2022-01-31,5.592
2022-02-01,5.592
2022-02-02,5.592
2022-02-03,5.592
2022-02-04,5.592
2022-02-05,5.592
2022-02-06,5.592
2022-02-07,5.592
2022-02-08,5.592
2022-02-09,5.592
2022-02-10,5.592
2022-02-11,5.592
2022-02-12,5.592
2022-02-13,5.592
2022-02-14,5.592
2022-02-15,5.592
2022-02-16,5.592
2022-02-17,5.592
2022-02-18,5.592
2022-02-19,5.592
2022-02-20,5.592
2022-02-21,5.592
2022-02-22,5.592
2022-02-23,5.592
2022-02-24,5.598
2022-02-25,5.601
2022-02-26,5.601
2022-02-27,5.602
2022-02-28,5.608
2022-03-01,5.608
2022-03-02,5.608
2022-03-03,5.608
2022-03-04,5.61
2022-03-05,5.61
2022-03-06,5.61
2022-03-07,5.61
2022-03-08,5.624
2022-03-09,5.624
2022-03-10,5.629
2022-03-11,5.63
2022-03-12,5.63
2022-03-13,5.635
2022-03-14,5.635
2022-03-15,5.635
2022-03-16,5.635
2022-03-17,5.635
2022-03-18,5.635
2022-03-19,5.635
2022-03-20,5.634
2022-03-21,5.634
2022-03-22,5.634
2022-03-23,5.634
2022-03-24,5.634
2022-03-25,5.635
2022-03-26,5.635
2022-03-27,5.642
2022-03-28,5.646
2022-03-29,5.646
2022-03-30,5.646
2022-03-31,5.646
2022-04-01,5.646
2022-04-02,5.646
2022-04-03,5.646
2022-04-04,5.646
2022-04-05,5.646
2022-04-06,5.646
2022-04-07,5.646
2022-04-08,5.646
2022-04-09,5.646
2022-04-10,5.646
2022-04-11,5.646
2022-04-12,5.646
2022-04-13,5.643
2022-04-14,5.643
2022-04-15,5.643
2022-04-16,5.643
2022-04-17,5.643
2022-04-18,5.643
2022-04-19,5.643
2022-04-20,5.639
2022-04-21,5.639
2022-04-22,5.639
2022-04-23,5.639
2022-04-24,5.64
2022-04-25,5.64
2022-04-26,5.64
2022-04-27,5.64
2022-04-28,5.64
2022-04-29,5.64
2022-04-30,5.64
2022-05-01,5.64
2022-05-02,5.64
2022-05-03,5.635
2022-05-04,5.635
2022-05-05,5.635
2022-05-06,5.635
2022-05-07,5.635
2022-05-08,5.635
2022-05-09,5.635
2022-05-10,5.635
2022-05-11,5.635
2022-05-12,5.635
2022-05-13,5.637
2022-05-14,5.637
2022-05-15,5.637
2022-05-16,5.637
2022-05-17,5.637
2022-05-18,5.637
2022-05-19,5.637
2022-05-20,5.638
2022-05-21,5.638
2022-05-22,5.638
2022-05-23,5.638
2022-05-24,5.638
2022-05-25,5.638
2022-05-26,5.638
2022-05-27,5.638
2022-05-28,5.638
2022-05-29,5.638
2022-05-30,5.638
2022-05-31,5.638
2022-06-01,5.638
2022-06-02,5.635
2022-06-03,5.635
2022-06-04,5.635
2022-06-05,5.635
2022-06-06,5.635
2022-06-07,5.635
2022-06-08,5.635
2022-06-09,5.635
2022-06-10,5.635
2022-06-11,5.635
2022-06-12,5.635
2022-06-13,5.635
2022-06-14,5.635
2022-06-15,5.635
2022-06-16,5.635
2022-06-17,5.635
2022-06-18,5.635
2022-06-19,5.635
2022-06-20,5.635
2022-06-21,5.635
2022-06-22,5.635
2022-06-23,5.633
2022-06-24,5.633
2022-06-25,5.633
2022-06-26,5.633
2022-06-27,5.633
2022-06-28,5.633
2022-06-29,5.633
2022-06-30,5.633
2022-07-01,5.633
2022-07-02,5.633
2022-07-03,5.633
2022-07-04,5.633
2022-07-05,5.633
2022-07-06,5.614
2022-07-07,5.614
2022-07-08,5.614
2022-07-09,5.614
2022-07-10,5.614
2022-07-11,5.614
2022-07-12,5.614
2022-07-13,5.617
2022-07-14,5.617
2022-07-15,5.617
2022-07-16,5.617
2022-07-17,5.617
2022-07-18,5.615
2022-07-19,5.615
2022-07-20,5.616
2022-07-21,5.627
2022-07-22,5.627
2022-07-23,5.627
2022-07-24,5.627
2022-07-25,5.627
2022-07-26,5.627
2022-07-27,5.631
2022-07-28,5.617
2022-07-29,5.617
2022-07-30,5.617
2022-07-31,5.617
2022-08-01,5.618
2022-08-02,5.618
2022-08-03,5.618
2022-08-04,5.616
2022-08-05,5.616
2022-08-06,5.616
2022-08-07,5.616
2022-08-08,5.616
2022-08-09,5.616
2022-08-10,5.616
2022-08-11,5.616
2022-08-12,5.616
2022-08-13,5.616
2022-08-14,5.616
2022-08-15,5.616
2022-08-16,5.616
2022-08-17,5.616
2022-08-18,5.616
2022-08-19,5.614
2022-08-20,5.614
2022-08-21,5.614
2022-08-22,5.614
2022-08-23,5.611
2022-08-24,5.611
2022-08-25,5.611
2022-08-26,5.611
2022-08-27,5.611
2022-08-28,5.608
2022-08-29,5.609
2022-08-30,5.609
2022-08-31,5.609
2022-09-01,5.609
2022-09-02,5.609
2022-09-03,5.609
2022-09-04,5.609
2022-09-05,5.609
2022-09-06,5.609
2022-09-07,5.609
2022-09-08,5.609
2022-09-09,5.618
2022-09-10,5.618
2022-09-11,5.618
2022-09-12,5.618
2022-09-13,5.618
2022-09-14,5.618
2022-09-15,5.618
2022-09-16,5.618
2022-09-17,5.618
2022-09-18,5.618
2022-09-19,5.618
2022-09-20,5.618
2022-09-21,5.618
2022-09-22,5.618
2022-09-23,5.618
2022-09-24,5.618
2022-09-25,5.618
2022-09-26,5.618
2022-09-27,5.618
2022-09-28,5.618
2022-09-29,5.618
2022-09-30,5.618
2022-10-01,5.618
2022-10-02,5.62
2022-10-03,5.62
2022-10-04,5.618
2022-10-05,5.618
2022-10-06,5.618
2022-10-07,5.616
2022-10-08,5.616
2022-10-09,5.616
2022-10-10,5.616
2022-10-11,5.616
2022-10-12,5.616
2022-10-13,5.616
2022-10-14,5.616
2022-10-15,5.616
2022-10-16,5.616
2022-10-17,5.616
2022-10-18,5.616
2022-10-19,5.616
2022-10-20,5.617
2022-10-21,5.617
2022-10-22,5.617
2022-10-23,5.617
2022-10-24,5.617
2022-10-25,5.617
2022-10-26,5.617
2022-10-27,5.617
2022-10-28,5.617
2022-10-29,5.617
2022-10-30,5.616
2022-10-31,5.636
2022-11-01,5.636
2022-11-02,5.636
2022-11-03,5.636
2022-11-04,5.636
2022-11-05,5.636
2022-11-06,5.636
2022-11-07,5.636
2022-11-08,5.638
2022-11-09,5.638
2022-11-10,5.638
2022-11-11,5.638
2022-11-12,5.638
2022-11-13,5.638
2022-11-14,5.638
2022-11-15,5.638
2022-11-16,5.638
2022-11-17,5.638
2022-11-18,5.638
2022-11-19,5.638
2022-11-20,5.638
2022-11-21,5.638
2022-11-22,5.638
2022-11-23,5.638
2022-11-24,5.638
2022-11-25,5.638
2022-11-26,5.638
2022-11-27,5.638
2022-11-28,5.638
2022-11-29,5.638
2022-11-30,5.638
2022-12-01,5.638
2022-12-02,5.638
2022-12-03,5.638
2022-12-04,5.638
2022-12-05,5.638
2022-12-06,5.638
2022-12-07,5.638
2022-12-08,5.638
2022-12-09,5.638
2022-12-10,5.638
2022-12-11,5.638
2022-12-12,5.638
2022-12-13,5.663
2022-12-14,5.663
2022-12-15,5.652
2022-12-16,5.658
2022-12-17,5.658
2022-12-18,5.658
2022-12-19,5.656
2022-12-20,5.656
2022-12-21,5.656
2022-12-22,5.656
2022-12-23,5.656
2022-12-24,5.656
2022-12-25,5.656
2022-12-26,5.656
2022-12-27,5.656
2022-12-28,5.656
2022-12-29,5.656
2022-12-30,5.656
2022-12-31,5.656
2023-01-01,5.656
2023-01-02,5.656
2023-01-03,5.656
2023-01-04,5.656
2023-01-05,5.656
2023-01-06,5.656
2023-01-07,5.656
2023-01-08,5.656
2023-01-09,5.656
2023-01-10,5.656
2023-01-11,5.656
2023-01-12,5.656
2023-01-13,5.656
2023-01-14,5.656
2023-01-15,5.656
2023-01-16,5.654
2023-01-17,5.626
2023-01-18,5.653
2023-01-19,5.653
2023-01-20,5.653
2023-01-21,5.653
2023-01-22,5.653
2023-01-23,5.649
2023-01-24,5.627
2023-01-25,5.627
2023-01-26,5.627
2023-01-27,5.632
2023-01-28,5.632
2023-01-29,5.632
2023-01-30,5.632
2023-01-31,5.632
2023-02-01,5.634
2023-02-02,5.634
2023-02-03,5.634
2023-02-04,5.634
2023-02-05,5.631
2023-02-06,5.631
2023-02-07,5.631
2023-02-08,5.631
2023-02-09,5.631
2023-02-10,5.631
2023-02-11,5.631
2023-02-12,5.631
2023-02-13,5.631
2023-02-14,5.631
2023-02-15,5.631
2023-02-16,5.631
2023-02-17,5.631
2023-02-18,5.631
2023-02-19,5.631
2023-02-20,5.631
2023-02-21,5.631
2023-02-22,5.629
2023-02-23,5.648
2023-02-24,5.645
2023-02-25,5.645
2023-02-26,5.646
2023-02-27,5.646
2023-02-28,5.646
2023-03-01,5.645
2023-03-02,5.645
2023-03-03,5.645
2023-03-04,5.645
2023-03-05,5.645
2023-03-06,5.639
2023-03-07,5.632
2023-03-08,5.635
2023-03-09,5.636
2023-03-10,5.636
2023-03-11,5.636
2023-03-12,5.636
2023-03-13,5.636
2023-03-14,5.636
2023-03-15,5.636
2023-03-16,5.637
2023-03-17,5.637
2023-03-18,5.637
2023-03-19,5.637
2023-03-20,5.637
2023-03-21,5.637
2023-03-22,5.637
2023-03-23,5.637
2023-03-24,5.636
2023-03-25,5.636
2023-03-26,5.636
2023-03-27,5.636
2023-03-28,5.636
2023-03-29,5.624
2023-03-30,5.624
2023-03-31,5.624
2023-04-01,5.624
2023-04-02,5.624
2023-04-03,5.625
2023-04-04,5.625
2023-04-05,5.625
2023-04-06,5.625
2023-04-07,5.625
2023-04-08,5.625
2023-04-09,5.625
2023-04-10,5.625
2023-04-11,5.622
2023-04-12,5.619
2023-04-13,5.619
2023-04-14,5.617
2023-04-15,5.617
2023-04-16,5.617
2023-04-17,5.616
2023-04-18,5.616
2023-04-19,5.616
2023-04-20,5.616
2023-04-21,5.616
2023-04-22,5.616
2023-04-23,5.616
2023-04-24,5.616
2023-04-25,5.614
2023-04-26,5.614
2023-04-27,5.614
2023-04-28,5.614
2023-04-29,5.614
2023-04-30,5.614
2023-05-01,5.614
2023-05-02,5.614
2023-05-03,5.614
2023-05-04,5.614
2023-05-05,5.614
2023-05-06,5.614
2023-05-07,5.614
2023-05-08,5.614
2023-05-09,5.614
2023-05-10,5.614
2023-05-11,5.614
2023-05-12,5.614
2023-05-13,5.614
2023-05-14,5.614
2023-05-15,5.614
2023-05-16,5.614
2023-05-17,5.615
2023-05-18,5.616
2023-05-19,5.616
2023-05-20,5.616
2023-05-21,5.616
2023-05-22,5.615
2023-05-23,5.617
2023-05-24,5.617
2023-05-25,5.617
2023-05-26,5.617
2023-05-27,5.617
2023-05-28,5.617
2023-05-29,5.617
2023-05-30,5.617
2023-05-31,5.617
2023-06-01,5.613
2023-06-02,5.613
2023-06-03,5.613
2023-06-04,5.613
2023-06-05,5.625
2023-06-06,5.616
2023-06-07,5.622
2023-06-08,5.622
2023-06-09,5.622
2023-06-10,5.622
2023-06-11,5.622
2023-06-12,5.622
2023-06-13,5.621
2023-06-14,5.621
2023-06-15,5.621
2023-06-16,5.621
2023-06-17,5.621
2023-06-18,5.621
2023-06-19,5.621
2023-06-20,5.621
2023-06-21,5.621
2023-06-22,5.621
2023-06-23,5.619
2023-06-24,5.619
2023-06-25,5.619
2023-06-26,5.619
2023-06-27,5.619
