,MBUU US Equity
2021-06-14,8.73
2021-06-15,8.73
2021-06-16,8.73
2021-06-17,8.73
2021-06-18,8.73
2021-06-19,8.73
2021-06-20,8.73
2021-06-21,8.73
2021-06-22,8.73
2021-06-23,8.73
2021-06-24,8.73
2021-06-25,8.73
2021-06-26,8.73
2021-06-27,8.73
2021-06-28,8.73
2021-06-29,8.73
2021-06-30,8.73
2021-07-01,8.73
2021-07-02,8.73
2021-07-03,8.73
2021-07-04,8.73
2021-07-05,8.73
2021-07-06,8.73
2021-07-07,8.73
2021-07-08,8.73
2021-07-09,8.73
2021-07-10,8.73
2021-07-11,8.73
2021-07-12,8.73
2021-07-13,8.73
2021-07-14,8.73
2021-07-15,8.73
2021-07-16,8.73
2021-07-17,8.73
2021-07-18,8.73
2021-07-19,8.73
2021-07-20,8.73
2021-07-21,8.73
2021-07-22,8.73
2021-07-23,8.73
2021-07-24,8.73
2021-07-25,8.73
2021-07-26,8.73
2021-07-27,8.73
2021-07-28,8.73
2021-07-29,8.73
2021-07-30,8.73
2021-07-31,8.73
2021-08-01,8.73
2021-08-02,8.73
2021-08-03,8.73
2021-08-04,8.73
2021-08-05,8.73
2021-08-06,8.73
2021-08-07,8.73
2021-08-08,8.73
2021-08-09,8.73
2021-08-10,8.73
2021-08-11,8.73
2021-08-12,8.73
2021-08-13,8.73
2021-08-14,8.73
2021-08-15,8.73
2021-08-16,8.73
2021-08-17,8.73
2021-08-18,8.73
2021-08-19,8.73
2021-08-20,8.73
2021-08-21,8.73
2021-08-22,8.73
2021-08-23,8.73
2021-08-24,8.73
2021-08-25,8.73
2021-08-26,8.73
2021-08-27,8.73
2021-08-28,8.73
2021-08-29,8.73
2021-08-30,8.73
2021-08-31,8.73
2021-09-01,8.73
2021-09-02,8.73
2021-09-03,8.73
2021-09-04,8.37
2021-09-05,8.37
2021-09-06,8.37
2021-09-07,8.37
2021-09-08,8.37
2021-09-09,8.37
2021-09-10,8.37
2021-09-11,8.37
2021-09-12,8.37
2021-09-13,8.37
2021-09-14,8.22
2021-09-15,8.22
2021-09-16,8.22
2021-09-17,8.22
2021-09-18,8.22
2021-09-19,8.22
2021-09-20,8.22
2021-09-21,8.22
2021-09-22,8.22
2021-09-23,8.22
2021-09-24,8.22
2021-09-25,8.22
2021-09-26,8.22
2021-09-27,8.22
2021-09-28,8.22
2021-09-29,8.323
2021-09-30,8.323
2021-10-01,8.323
2021-10-02,8.323
2021-10-03,8.323
2021-10-04,8.323
2021-10-05,8.323
2021-10-06,8.323
2021-10-07,8.323
2021-10-08,8.323
2021-10-09,8.323
2021-10-10,8.323
2021-10-11,8.323
2021-10-12,8.323
2021-10-13,8.323
2021-10-14,8.323
2021-10-15,8.323
2021-10-16,8.323
2021-10-17,8.323
2021-10-18,8.323
2021-10-19,8.323
2021-10-20,8.323
2021-10-21,8.323
2021-10-22,8.323
2021-10-23,8.323
2021-10-24,8.323
2021-10-25,8.323
2021-10-26,8.323
2021-10-27,8.323
2021-10-28,8.323
2021-10-29,8.323
2021-10-30,8.323
2021-10-31,8.323
2021-11-01,8.323
2021-11-02,8.323
2021-11-03,8.323
2021-11-04,8.323
2021-11-05,8.323
2021-11-06,8.323
2021-11-07,8.34
2021-11-08,8.455
2021-11-09,8.458
2021-11-10,8.43
2021-11-11,8.43
2021-11-12,8.43
2021-11-13,8.43
2021-11-14,8.43
2021-11-15,8.43
2021-11-16,8.43
2021-11-17,8.43
2021-11-18,8.43
2021-11-19,8.43
2021-11-20,8.43
2021-11-21,8.43
2021-11-22,8.43
2021-11-23,8.43
2021-11-24,8.43
2021-11-25,8.43
2021-11-26,8.43
2021-11-27,8.43
2021-11-28,8.43
2021-11-29,8.43
2021-11-30,8.43
2021-12-01,8.43
2021-12-02,8.43
2021-12-03,8.43
2021-12-04,8.43
2021-12-05,8.43
2021-12-06,8.43
2021-12-07,8.43
2021-12-08,8.43
2021-12-09,8.43
2021-12-10,8.43
2021-12-11,8.43
2021-12-12,8.43
2021-12-13,8.43
2021-12-14,8.43
2021-12-15,8.43
2021-12-16,8.43
2021-12-17,8.43
2021-12-18,8.43
2021-12-19,8.43
2021-12-20,8.43
2021-12-21,8.43
2021-12-22,8.43
2021-12-23,8.43
2021-12-24,8.43
2021-12-25,8.43
2021-12-26,8.43
2021-12-27,8.43
2021-12-28,8.43
2021-12-29,8.43
2021-12-30,8.43
2021-12-31,8.43
2022-01-01,8.43
2022-01-02,8.43
2022-01-03,8.43
2022-01-04,8.43
2022-01-05,8.43
2022-01-06,8.43
2022-01-07,8.43
2022-01-08,8.43
2022-01-09,8.43
2022-01-10,8.43
2022-01-11,8.43
2022-01-12,8.43
2022-01-13,8.43
2022-01-14,8.43
2022-01-15,8.43
2022-01-16,8.43
2022-01-17,8.43
2022-01-18,8.43
2022-01-19,8.43
2022-01-20,8.43
2022-01-21,8.43
2022-01-22,8.43
2022-01-23,8.43
2022-01-24,8.43
2022-01-25,8.43
2022-01-26,8.43
2022-01-27,8.43
2022-01-28,8.43
2022-01-29,8.43
2022-01-30,8.43
2022-01-31,8.43
2022-02-01,8.43
2022-02-02,8.43
2022-02-03,8.43
2022-02-04,8.43
2022-02-05,8.43
2022-02-06,8.43
2022-02-07,8.43
2022-02-08,8.48
2022-02-09,8.48
2022-02-10,8.48
2022-02-11,8.625
2022-02-12,8.625
2022-02-13,8.625
2022-02-14,8.625
2022-02-15,8.708
2022-02-16,8.708
2022-02-17,8.708
2022-02-18,8.803
2022-02-19,8.803
2022-02-20,8.803
2022-02-21,8.803
2022-02-22,8.803
2022-02-23,8.803
2022-02-24,8.803
2022-02-25,8.803
2022-02-26,8.803
2022-02-27,8.803
2022-02-28,8.803
2022-03-01,8.803
2022-03-02,8.803
2022-03-03,8.803
2022-03-04,8.803
2022-03-05,8.803
2022-03-06,8.803
2022-03-07,8.803
2022-03-08,8.803
2022-03-09,8.803
2022-03-10,8.803
2022-03-11,8.803
2022-03-12,8.803
2022-03-13,8.803
2022-03-14,8.803
2022-03-15,8.803
2022-03-16,8.803
2022-03-17,8.803
2022-03-18,8.803
2022-03-19,8.803
2022-03-20,8.803
2022-03-21,8.803
2022-03-22,8.803
2022-03-23,8.803
2022-03-24,8.803
2022-03-25,8.803
2022-03-26,8.803
2022-03-27,8.803
2022-03-28,8.803
2022-03-29,8.803
2022-03-30,8.803
2022-03-31,8.803
2022-04-01,8.803
2022-04-02,8.803
2022-04-03,8.803
2022-04-04,8.803
2022-04-05,8.803
2022-04-06,8.803
2022-04-07,8.803
2022-04-08,8.803
2022-04-09,8.803
2022-04-10,8.803
2022-04-11,8.803
2022-04-12,8.803
2022-04-13,8.803
2022-04-14,8.803
2022-04-15,8.803
2022-04-16,8.803
2022-04-17,8.803
2022-04-18,8.803
2022-04-19,8.803
2022-04-20,8.803
2022-04-21,8.803
2022-04-22,8.803
2022-04-23,8.803
2022-04-24,8.803
2022-04-25,8.803
2022-04-26,8.803
2022-04-27,8.803
2022-04-28,8.803
2022-04-29,8.803
2022-04-30,8.803
2022-05-01,8.803
2022-05-02,8.803
2022-05-03,8.803
2022-05-04,8.803
2022-05-05,8.803
2022-05-06,8.803
2022-05-07,8.803
2022-05-08,8.803
2022-05-09,8.803
2022-05-10,8.803
2022-05-11,8.914
2022-05-12,8.95
2022-05-13,8.95
2022-05-14,8.95
2022-05-15,8.95
2022-05-16,8.95
2022-05-17,8.95
2022-05-18,8.95
2022-05-19,8.95
2022-05-20,8.95
2022-05-21,8.95
2022-05-22,9.032
2022-05-23,9.032
2022-05-24,9.102
2022-05-25,9.102
2022-05-26,9.102
2022-05-27,9.102
2022-05-28,9.102
2022-05-29,9.102
2022-05-30,9.102
2022-05-31,9.102
2022-06-01,9.102
2022-06-02,9.102
2022-06-03,9.102
2022-06-04,9.102
2022-06-05,9.102
2022-06-06,9.102
2022-06-07,9.102
2022-06-08,9.102
2022-06-09,9.102
2022-06-10,9.102
2022-06-11,9.102
2022-06-12,9.102
2022-06-13,9.102
2022-06-14,9.102
2022-06-15,9.102
2022-06-16,9.102
2022-06-17,9.102
2022-06-18,9.102
2022-06-19,9.102
2022-06-20,9.102
2022-06-21,9.102
2022-06-22,9.102
2022-06-23,9.102
2022-06-24,9.102
2022-06-25,9.102
2022-06-26,9.102
2022-06-27,9.102
2022-06-28,9.102
2022-06-29,9.102
2022-06-30,9.102
2022-07-01,9.102
2022-07-02,9.102
2022-07-03,9.102
2022-07-04,9.102
2022-07-05,9.102
2022-07-06,9.102
2022-07-07,9.102
2022-07-08,9.102
2022-07-09,9.102
2022-07-10,9.102
2022-07-11,9.102
2022-07-12,9.102
2022-07-13,9.102
2022-07-14,9.102
2022-07-15,9.102
2022-07-16,9.102
2022-07-17,9.102
2022-07-18,9.102
2022-07-19,9.102
2022-07-20,9.115
2022-07-21,9.115
2022-07-22,9.115
2022-07-23,9.115
2022-07-24,9.115
2022-07-25,9.115
2022-07-26,9.115
2022-07-27,9.115
2022-07-28,9.115
2022-07-29,9.115
2022-07-30,9.115
2022-07-31,9.115
2022-08-01,9.115
2022-08-02,9.115
2022-08-03,9.115
2022-08-04,9.115
2022-08-05,9.115
2022-08-06,9.115
2022-08-07,9.115
2022-08-08,9.115
2022-08-09,9.115
2022-08-10,9.115
2022-08-11,9.115
2022-08-12,9.115
2022-08-13,9.115
2022-08-14,9.115
2022-08-15,9.115
2022-08-16,9.115
2022-08-17,9.115
2022-08-18,9.115
2022-08-19,9.115
2022-08-20,9.115
2022-08-21,9.115
2022-08-22,9.115
2022-08-23,9.115
2022-08-24,9.115
2022-08-25,8.705
2022-08-26,8.562
2022-08-27,8.562
2022-08-28,8.59
2022-08-29,8.59
2022-08-30,8.534
2022-08-31,8.534
2022-09-01,8.534
2022-09-02,8.509
2022-09-03,8.509
2022-09-04,8.509
2022-09-05,8.509
2022-09-06,8.509
2022-09-07,8.509
2022-09-08,8.509
2022-09-09,8.509
2022-09-10,8.509
2022-09-11,8.509
2022-09-12,8.509
2022-09-13,8.509
2022-09-14,8.57
2022-09-15,8.57
2022-09-16,8.57
2022-09-17,8.57
2022-09-18,8.57
2022-09-19,8.57
2022-09-20,8.57
2022-09-21,8.57
2022-09-22,8.57
2022-09-23,8.57
2022-09-24,8.57
2022-09-25,8.57
2022-09-26,8.57
2022-09-27,8.57
2022-09-28,8.57
2022-09-29,8.573
2022-09-30,8.573
2022-10-01,8.573
2022-10-02,8.573
2022-10-03,8.573
2022-10-04,8.557
2022-10-05,8.557
2022-10-06,8.557
2022-10-07,8.557
2022-10-08,8.557
2022-10-09,8.557
2022-10-10,8.557
2022-10-11,8.557
2022-10-12,8.557
2022-10-13,8.557
2022-10-14,8.557
2022-10-15,8.557
2022-10-16,8.557
2022-10-17,8.557
2022-10-18,8.557
2022-10-19,8.557
2022-10-20,8.557
2022-10-21,8.557
2022-10-22,8.557
2022-10-23,8.557
2022-10-24,8.557
2022-10-25,8.628
2022-10-26,8.628
2022-10-27,8.628
2022-10-28,8.628
2022-10-29,8.628
2022-10-30,8.628
2022-10-31,8.628
2022-11-01,8.628
2022-11-02,8.628
2022-11-03,8.628
2022-11-04,8.403
2022-11-05,8.403
2022-11-06,8.209
2022-11-07,8.086
2022-11-08,8.103
2022-11-09,8.103
2022-11-10,8.103
2022-11-11,8.013
2022-11-12,8.004
2022-11-13,8.004
2022-11-14,8.004
2022-11-15,8.004
2022-11-16,8.004
2022-11-17,8.004
2022-11-18,8.004
2022-11-19,8.004
2022-11-20,8.004
2022-11-21,8.004
2022-11-22,8.004
2022-11-23,8.004
2022-11-24,8.004
2022-11-25,8.004
2022-11-26,8.004
2022-11-27,8.004
2022-11-28,8.004
2022-11-29,8.004
2022-11-30,8.004
2022-12-01,8.004
2022-12-02,8.004
2022-12-03,8.004
2022-12-04,8.004
2022-12-05,8.004
2022-12-06,8.004
2022-12-07,8.004
2022-12-08,8.004
2022-12-09,8.004
2022-12-10,8.004
2022-12-11,8.004
2022-12-12,8.004
2022-12-13,8.004
2022-12-14,7.91
2022-12-15,7.91
2022-12-16,7.91
2022-12-17,7.91
2022-12-18,7.91
2022-12-19,7.91
2022-12-20,7.91
2022-12-21,7.91
2022-12-22,7.91
2022-12-23,7.91
2022-12-24,7.91
2022-12-25,7.91
2022-12-26,7.91
2022-12-27,7.91
2022-12-28,7.91
2022-12-29,7.91
2022-12-30,7.91
2022-12-31,7.91
2023-01-01,7.91
2023-01-02,7.91
2023-01-03,7.91
2023-01-04,7.91
2023-01-05,7.91
2023-01-06,7.91
2023-01-07,7.91
2023-01-08,7.91
2023-01-09,7.91
2023-01-10,7.91
2023-01-11,7.91
2023-01-12,7.91
2023-01-13,7.91
2023-01-14,7.91
2023-01-15,7.91
2023-01-16,7.91
2023-01-17,7.91
2023-01-18,7.91
2023-01-19,7.91
2023-01-20,7.91
2023-01-21,7.91
2023-01-22,7.91
2023-01-23,7.91
2023-01-24,7.91
2023-01-25,7.91
2023-01-26,7.91
2023-01-27,7.91
2023-01-28,7.91
2023-01-29,7.91
2023-01-30,7.91
2023-01-31,7.91
2023-02-01,7.91
2023-02-02,7.91
2023-02-03,7.91
2023-02-04,7.91
2023-02-05,7.91
2023-02-06,7.91
2023-02-07,7.884
2023-02-08,7.806
2023-02-09,7.806
2023-02-10,7.806
2023-02-11,7.806
2023-02-12,7.806
2023-02-13,7.776
2023-02-14,7.776
2023-02-15,7.748
2023-02-16,7.748
2023-02-17,7.748
2023-02-18,7.748
2023-02-19,7.748
2023-02-20,7.748
2023-02-21,7.748
2023-02-22,7.748
2023-02-23,7.748
2023-02-24,7.748
2023-02-25,7.748
2023-02-26,7.748
2023-02-27,7.748
2023-02-28,7.748
2023-03-01,7.748
2023-03-02,7.748
2023-03-03,7.748
2023-03-04,7.748
2023-03-05,7.748
2023-03-06,7.748
2023-03-07,7.748
2023-03-08,7.748
2023-03-09,7.748
2023-03-10,7.748
2023-03-11,7.748
2023-03-12,7.748
2023-03-13,7.748
2023-03-14,7.748
2023-03-15,7.748
2023-03-16,7.748
2023-03-17,7.748
2023-03-18,7.748
2023-03-19,7.748
2023-03-20,7.748
2023-03-21,7.748
2023-03-22,7.748
2023-03-23,7.771
2023-03-24,7.771
2023-03-25,7.771
2023-03-26,7.771
2023-03-27,7.771
2023-03-28,7.771
2023-03-29,7.771
2023-03-30,7.771
2023-03-31,7.771
2023-04-01,7.771
2023-04-02,7.771
2023-04-03,7.771
2023-04-04,7.771
2023-04-05,7.771
2023-04-06,7.771
2023-04-07,7.771
2023-04-08,7.771
2023-04-09,7.771
2023-04-10,7.771
2023-04-11,7.771
2023-04-12,7.771
2023-04-13,7.771
2023-04-14,7.771
2023-04-15,7.771
2023-04-16,7.771
2023-04-17,7.771
2023-04-18,7.724
2023-04-19,7.724
2023-04-20,7.724
2023-04-21,7.724
2023-04-22,7.724
2023-04-23,7.724
2023-04-24,7.724
2023-04-25,7.724
2023-04-26,7.724
2023-04-27,7.724
2023-04-28,7.724
2023-04-29,7.724
2023-04-30,7.724
2023-05-01,7.724
2023-05-02,7.724
2023-05-03,7.77
2023-05-04,7.618
2023-05-05,7.618
2023-05-06,7.618
2023-05-07,7.618
2023-05-08,7.618
2023-05-09,7.662
2023-05-10,7.662
2023-05-11,7.662
2023-05-12,7.662
2023-05-13,7.662
2023-05-14,7.662
2023-05-15,7.662
2023-05-16,7.664
2023-05-17,7.664
2023-05-18,7.664
2023-05-19,7.664
2023-05-20,7.664
2023-05-21,7.664
2023-05-22,7.664
2023-05-23,7.664
2023-05-24,7.664
2023-05-25,7.664
2023-05-26,7.664
2023-05-27,7.664
2023-05-28,7.664
2023-05-29,7.664
2023-05-30,7.656
2023-05-31,7.656
2023-06-01,7.656
2023-06-02,7.656
2023-06-03,7.656
2023-06-04,7.656
2023-06-05,7.656
2023-06-06,7.656
2023-06-07,7.656
2023-06-08,7.656
2023-06-09,7.656
2023-06-10,7.656
2023-06-11,7.656
2023-06-12,7.656
2023-06-13,7.656
2023-06-14,7.656
2023-06-15,7.656
2023-06-16,7.656
2023-06-17,7.656
2023-06-18,7.656
2023-06-19,7.656
2023-06-20,7.656
2023-06-21,7.656
2023-06-22,7.656
2023-06-23,7.656
2023-06-24,7.656
2023-06-25,7.656
2023-06-26,7.656
2023-06-27,7.656
2023-06-28,7.656
2023-06-29,7.662
2023-06-30,7.662
2023-07-01,7.662
2023-07-02,7.662
2023-07-03,7.662
2023-07-04,7.662
2023-07-05,7.662
2023-07-06,7.662
2023-07-07,7.662
2023-07-08,7.662
2023-07-09,7.662
2023-07-10,7.662
2023-07-11,7.662
2023-07-12,7.662
2023-07-13,7.562
2023-07-14,7.562
2023-07-15,7.562
2023-07-16,7.562
2023-07-17,7.562
2023-07-18,7.562
2023-07-19,7.562
2023-07-20,7.562
2023-07-21,7.562
2023-07-22,7.562
2023-07-23,7.562
2023-07-24,7.562
2023-07-25,7.562
2023-07-26,7.562
2023-07-27,7.562
2023-07-28,7.562
2023-07-29,7.562
2023-07-30,7.562
2023-07-31,7.562
2023-08-01,7.562
2023-08-02,7.562
2023-08-03,7.562
2023-08-04,7.562
2023-08-05,7.562
2023-08-06,7.562
2023-08-07,7.562
2023-08-08,7.562
2023-08-09,7.562
2023-08-10,7.562
2023-08-11,7.562
2023-08-12,7.562
2023-08-13,7.562
2023-08-14,7.562
2023-08-15,7.562
2023-08-16,7.562
2023-08-17,7.562
2023-08-18,7.562
2023-08-19,7.562
2023-08-20,7.562
2023-08-21,7.562
2023-08-22,7.562
2023-08-23,7.562
2023-08-24,7.562
2023-08-25,7.562
2023-08-26,7.562
2023-08-27,7.562
2023-08-28,7.562
2023-08-29,7.0
2023-08-30,6.603
2023-08-31,6.179
2023-09-01,6.004
2023-09-02,6.004
2023-09-03,6.004
2023-09-04,6.004
2023-09-05,6.004
2023-09-06,6.004
2023-09-07,6.004
2023-09-08,6.004
2023-09-09,6.004
2023-09-10,6.004
2023-09-11,6.004
2023-09-12,6.004
2023-09-13,6.004
2023-09-14,6.004
2023-09-15,6.004
2023-09-16,6.004
