,IR US Equity
2021-04-27,2.652
2021-04-28,2.652
2021-04-29,2.652
2021-04-30,2.544
2021-05-01,2.544
2021-05-02,2.544
2021-05-03,2.47
2021-05-04,2.47
2021-05-05,2.47
2021-05-06,2.476
2021-05-07,2.476
2021-05-08,2.476
2021-05-09,2.476
2021-05-10,2.483
2021-05-11,2.483
2021-05-12,2.483
2021-05-13,2.483
2021-05-14,2.483
2021-05-15,2.483
2021-05-16,2.483
2021-05-17,2.483
2021-05-18,2.483
2021-05-19,2.483
2021-05-20,2.483
2021-05-21,2.483
2021-05-22,2.483
2021-05-23,2.483
2021-05-24,2.483
2021-05-25,2.483
2021-05-26,2.483
2021-05-27,2.483
2021-05-28,2.483
2021-05-29,2.483
2021-05-30,2.483
2021-05-31,2.483
2021-06-01,2.483
2021-06-02,2.507
2021-06-03,2.482
2021-06-04,2.482
2021-06-05,2.482
2021-06-06,2.482
2021-06-07,2.482
2021-06-08,2.482
2021-06-09,2.482
2021-06-10,2.482
2021-06-11,2.482
2021-06-12,2.482
2021-06-13,2.482
2021-06-14,2.482
2021-06-15,2.482
2021-06-16,2.482
2021-06-17,2.51
2021-06-18,2.51
2021-06-19,2.51
2021-06-20,2.51
2021-06-21,2.51
2021-06-22,2.517
2021-06-23,2.517
2021-06-24,2.517
2021-06-25,2.517
2021-06-26,2.517
2021-06-27,2.517
2021-06-28,2.517
2021-06-29,2.517
2021-06-30,2.517
2021-07-01,2.517
2021-07-02,2.517
2021-07-03,2.517
2021-07-04,2.517
2021-07-05,2.517
2021-07-06,2.587
2021-07-07,2.587
2021-07-08,2.666
2021-07-09,2.666
2021-07-10,2.666
2021-07-11,2.666
2021-07-12,2.671
2021-07-13,2.67
2021-07-14,2.67
2021-07-15,2.67
2021-07-16,2.67
2021-07-17,2.67
2021-07-18,2.67
2021-07-19,2.67
2021-07-20,2.67
2021-07-21,2.67
2021-07-22,2.67
2021-07-23,2.67
2021-07-24,2.67
2021-07-25,2.67
2021-07-26,2.67
2021-07-27,2.67
2021-07-28,2.67
2021-07-29,2.716
2021-07-30,2.719
2021-07-31,2.719
2021-08-01,2.719
2021-08-02,2.719
2021-08-03,2.719
2021-08-04,2.719
2021-08-05,2.719
2021-08-06,2.721
2021-08-07,2.721
2021-08-08,2.721
2021-08-09,2.721
2021-08-10,2.721
2021-08-11,2.748
2021-08-12,2.748
2021-08-13,2.748
2021-08-14,2.748
2021-08-15,2.748
2021-08-16,2.748
2021-08-17,2.748
2021-08-18,2.748
2021-08-19,2.748
2021-08-20,2.748
2021-08-21,2.748
2021-08-22,2.748
2021-08-23,2.748
2021-08-24,2.748
2021-08-25,2.748
2021-08-26,2.748
2021-08-27,2.748
2021-08-28,2.748
2021-08-29,2.748
2021-08-30,2.748
2021-08-31,2.748
2021-09-01,2.748
2021-09-02,2.775
2021-09-03,2.775
2021-09-04,2.775
2021-09-05,2.775
2021-09-06,2.775
2021-09-07,2.775
2021-09-08,2.775
2021-09-09,2.775
2021-09-10,2.775
2021-09-11,2.775
2021-09-12,2.775
2021-09-13,2.774
2021-09-14,2.774
2021-09-15,2.774
2021-09-16,2.774
2021-09-17,2.774
2021-09-18,2.774
2021-09-19,2.774
2021-09-20,2.774
2021-09-21,2.774
2021-09-22,2.774
2021-09-23,2.774
2021-09-24,2.774
2021-09-25,2.774
2021-09-26,2.774
2021-09-27,2.774
2021-09-28,2.774
2021-09-29,2.774
2021-09-30,2.774
2021-10-01,2.774
2021-10-02,2.774
2021-10-03,2.774
2021-10-04,2.771
2021-10-05,2.771
2021-10-06,2.773
2021-10-07,2.755
2021-10-08,2.755
2021-10-09,2.755
2021-10-10,2.755
2021-10-11,2.761
2021-10-12,2.781
2021-10-13,2.781
2021-10-14,2.781
2021-10-15,2.781
2021-10-16,2.781
2021-10-17,2.781
2021-10-18,2.781
2021-10-19,2.781
2021-10-20,2.781
2021-10-21,2.781
2021-10-22,2.781
2021-10-23,2.781
2021-10-24,2.781
2021-10-25,2.781
2021-10-26,2.781
2021-10-27,2.781
2021-10-28,2.781
2021-10-29,2.781
2021-10-30,2.781
2021-10-31,2.781
2021-11-01,2.781
2021-11-02,2.781
2021-11-03,2.781
2021-11-04,2.795
2021-11-05,2.825
2021-11-06,2.825
2021-11-07,2.825
2021-11-08,2.825
2021-11-09,2.825
2021-11-10,2.825
2021-11-11,2.825
2021-11-12,2.836
2021-11-13,2.836
2021-11-14,2.836
2021-11-15,2.836
2021-11-16,2.836
2021-11-17,2.836
2021-11-18,2.874
2021-11-19,2.89
2021-11-20,2.946
2021-11-21,2.946
2021-11-22,2.946
2021-11-23,2.946
2021-11-24,2.946
2021-11-25,2.946
2021-11-26,2.946
2021-11-27,2.946
2021-11-28,2.946
2021-11-29,2.919
2021-11-30,2.919
2021-12-01,2.919
2021-12-02,2.919
2021-12-03,2.919
2021-12-04,2.919
2021-12-05,2.919
2021-12-06,2.908
2021-12-07,2.908
2021-12-08,2.908
2021-12-09,2.908
2021-12-10,2.908
2021-12-11,2.908
2021-12-12,2.908
2021-12-13,2.893
2021-12-14,2.893
2021-12-15,2.893
2021-12-16,2.896
2021-12-17,2.901
2021-12-18,2.901
2021-12-19,2.901
2021-12-20,2.901
2021-12-21,2.901
2021-12-22,2.901
2021-12-23,2.901
2021-12-24,2.901
2021-12-25,2.901
2021-12-26,2.901
2021-12-27,2.901
2021-12-28,2.901
2021-12-29,2.901
2021-12-30,2.901
2021-12-31,2.901
2022-01-01,2.901
2022-01-02,2.901
2022-01-03,2.901
2022-01-04,2.933
2022-01-05,2.933
2022-01-06,2.933
2022-01-07,2.933
2022-01-08,2.933
2022-01-09,2.933
2022-01-10,2.933
2022-01-11,2.924
2022-01-12,2.924
2022-01-13,2.924
2022-01-14,2.924
2022-01-15,2.924
2022-01-16,2.924
2022-01-17,2.924
2022-01-18,2.925
2022-01-19,2.973
2022-01-20,2.975
2022-01-21,2.975
2022-01-22,2.975
2022-01-23,2.975
2022-01-24,2.975
2022-01-25,2.975
2022-01-26,2.975
2022-01-27,2.975
2022-01-28,2.975
2022-01-29,2.975
2022-01-30,2.975
2022-01-31,2.975
2022-02-01,2.975
2022-02-02,2.975
2022-02-03,2.975
2022-02-04,2.975
2022-02-05,2.975
2022-02-06,2.975
2022-02-07,2.975
2022-02-08,2.975
2022-02-09,2.975
2022-02-10,2.975
2022-02-11,2.975
2022-02-12,2.975
2022-02-13,2.975
2022-02-14,2.988
2022-02-15,2.988
2022-02-16,2.988
2022-02-17,2.988
2022-02-18,2.988
2022-02-19,2.988
2022-02-20,2.988
2022-02-21,2.988
2022-02-22,2.988
2022-02-23,2.988
2022-02-24,2.996
2022-02-25,2.965
2022-02-26,2.965
2022-02-27,2.965
2022-02-28,2.965
2022-03-01,2.965
2022-03-02,2.965
2022-03-03,2.965
2022-03-04,2.965
2022-03-05,2.965
2022-03-06,2.965
2022-03-07,2.965
2022-03-08,2.965
2022-03-09,2.965
2022-03-10,2.965
2022-03-11,2.965
2022-03-12,2.965
2022-03-13,2.965
2022-03-14,2.965
2022-03-15,2.965
2022-03-16,2.965
2022-03-17,2.951
2022-03-18,2.951
2022-03-19,2.951
2022-03-20,2.951
2022-03-21,2.951
2022-03-22,2.951
2022-03-23,2.951
2022-03-24,2.963
2022-03-25,2.963
2022-03-26,2.963
2022-03-27,2.963
2022-03-28,2.963
2022-03-29,2.963
2022-03-30,2.963
2022-03-31,2.963
2022-04-01,2.963
2022-04-02,2.963
2022-04-03,2.963
2022-04-04,2.959
2022-04-05,2.95
2022-04-06,2.95
2022-04-07,2.95
2022-04-08,2.95
2022-04-09,2.95
2022-04-10,2.95
2022-04-11,2.95
2022-04-12,2.942
2022-04-13,2.929
2022-04-14,2.929
2022-04-15,2.929
2022-04-16,2.929
2022-04-17,2.929
2022-04-18,2.929
2022-04-19,2.929
2022-04-20,2.929
2022-04-21,2.929
2022-04-22,2.929
2022-04-23,2.929
2022-04-24,2.929
2022-04-25,2.929
2022-04-26,2.929
2022-04-27,2.929
2022-04-28,2.929
2022-04-29,2.929
2022-04-30,2.929
2022-05-01,2.929
2022-05-02,2.929
2022-05-03,2.929
2022-05-04,2.929
2022-05-05,2.942
2022-05-06,2.942
2022-05-07,2.942
2022-05-08,2.942
2022-05-09,2.968
2022-05-10,2.968
2022-05-11,2.958
2022-05-12,2.958
2022-05-13,2.958
2022-05-14,2.958
2022-05-15,2.958
2022-05-16,2.958
2022-05-17,2.958
2022-05-18,2.958
2022-05-19,2.958
2022-05-20,2.958
2022-05-21,2.958
2022-05-22,2.958
2022-05-23,2.958
2022-05-24,2.958
2022-05-25,2.958
2022-05-26,2.958
2022-05-27,2.958
2022-05-28,2.958
2022-05-29,2.958
2022-05-30,2.958
2022-05-31,2.938
2022-06-01,2.938
2022-06-02,2.938
2022-06-03,2.938
2022-06-04,2.938
2022-06-05,2.938
2022-06-06,2.938
2022-06-07,2.938
2022-06-08,2.938
2022-06-09,2.938
2022-06-10,2.938
2022-06-11,2.938
2022-06-12,2.938
2022-06-13,2.938
2022-06-14,2.938
2022-06-15,2.938
2022-06-16,2.938
2022-06-17,2.938
2022-06-18,2.938
2022-06-19,2.938
2022-06-20,2.938
2022-06-21,2.938
2022-06-22,2.938
2022-06-23,2.934
2022-06-24,2.934
2022-06-25,2.934
2022-06-26,2.934
2022-06-27,2.913
2022-06-28,2.913
2022-06-29,2.913
2022-06-30,2.913
2022-07-01,2.913
2022-07-02,2.913
2022-07-03,2.913
2022-07-04,2.913
2022-07-05,2.913
2022-07-06,2.911
2022-07-07,2.911
2022-07-08,2.89
2022-07-09,2.89
2022-07-10,2.89
2022-07-11,2.878
2022-07-12,2.875
2022-07-13,2.875
2022-07-14,2.875
2022-07-15,2.852
2022-07-16,2.852
2022-07-17,2.852
2022-07-18,2.851
2022-07-19,2.851
2022-07-20,2.851
2022-07-21,2.851
2022-07-22,2.851
2022-07-23,2.851
2022-07-24,2.833
2022-07-25,2.833
2022-07-26,2.833
2022-07-27,2.833
2022-07-28,2.833
2022-07-29,2.833
2022-07-30,2.833
2022-07-31,2.833
2022-08-01,2.833
2022-08-02,2.833
2022-08-03,2.798
2022-08-04,2.807
2022-08-05,2.825
2022-08-06,2.826
2022-08-07,2.826
2022-08-08,2.827
2022-08-09,2.828
2022-08-10,2.828
2022-08-11,2.822
2022-08-12,2.822
2022-08-13,2.822
2022-08-14,2.822
2022-08-15,2.822
2022-08-16,2.822
2022-08-17,2.822
2022-08-18,2.822
2022-08-19,2.822
2022-08-20,2.822
2022-08-21,2.822
2022-08-22,2.822
2022-08-23,2.822
2022-08-24,2.822
2022-08-25,2.822
2022-08-26,2.822
2022-08-27,2.822
2022-08-28,2.822
2022-08-29,2.822
2022-08-30,2.822
2022-08-31,2.822
2022-09-01,2.822
2022-09-02,2.822
2022-09-03,2.822
2022-09-04,2.822
2022-09-05,2.822
2022-09-06,2.822
2022-09-07,2.822
2022-09-08,2.822
2022-09-09,2.822
2022-09-10,2.822
2022-09-11,2.822
2022-09-12,2.822
2022-09-13,2.822
2022-09-14,2.822
2022-09-15,2.822
2022-09-16,2.822
2022-09-17,2.822
2022-09-18,2.822
2022-09-19,2.822
2022-09-20,2.822
2022-09-21,2.822
2022-09-22,2.822
2022-09-23,2.822
2022-09-24,2.822
2022-09-25,2.822
2022-09-26,2.822
2022-09-27,2.822
2022-09-28,2.822
2022-09-29,2.813
2022-09-30,2.813
2022-10-01,2.813
2022-10-02,2.811
2022-10-03,2.811
2022-10-04,2.811
2022-10-05,2.811
2022-10-06,2.798
2022-10-07,2.758
2022-10-08,2.758
2022-10-09,2.758
2022-10-10,2.755
2022-10-11,2.745
2022-10-12,2.741
2022-10-13,2.741
2022-10-14,2.741
2022-10-15,2.741
2022-10-16,2.741
2022-10-17,2.741
2022-10-18,2.741
2022-10-19,2.735
2022-10-20,2.735
2022-10-21,2.735
2022-10-22,2.735
2022-10-23,2.735
2022-10-24,2.735
2022-10-25,2.735
2022-10-26,2.735
2022-10-27,2.735
2022-10-28,2.735
2022-10-29,2.735
2022-10-30,2.735
2022-10-31,2.735
2022-11-01,2.735
2022-11-02,2.735
2022-11-03,2.714
2022-11-04,2.729
2022-11-05,2.729
2022-11-06,2.729
2022-11-07,2.729
2022-11-08,2.733
2022-11-09,2.733
2022-11-10,2.733
2022-11-11,2.729
2022-11-12,2.729
2022-11-13,2.729
2022-11-14,2.729
2022-11-15,2.692
2022-11-16,2.692
2022-11-17,2.692
2022-11-18,2.703
2022-11-19,2.703
2022-11-20,2.703
2022-11-21,2.703
2022-11-22,2.725
2022-11-23,2.716
2022-11-24,2.716
2022-11-25,2.716
2022-11-26,2.716
2022-11-27,2.716
2022-11-28,2.716
2022-11-29,2.716
2022-11-30,2.716
2022-12-01,2.716
2022-12-02,2.716
2022-12-03,2.716
2022-12-04,2.716
2022-12-05,2.716
2022-12-06,2.716
2022-12-07,2.716
2022-12-08,2.716
2022-12-09,2.716
2022-12-10,2.716
2022-12-11,2.716
2022-12-12,2.716
2022-12-13,2.716
2022-12-14,2.715
2022-12-15,2.715
2022-12-16,2.715
2022-12-17,2.715
2022-12-18,2.715
2022-12-19,2.719
2022-12-20,2.719
2022-12-21,2.719
2022-12-22,2.719
2022-12-23,2.719
2022-12-24,2.719
2022-12-25,2.719
2022-12-26,2.719
2022-12-27,2.719
2022-12-28,2.719
2022-12-29,2.719
2022-12-30,2.719
2022-12-31,2.719
2023-01-01,2.719
2023-01-02,2.719
2023-01-03,2.721
2023-01-04,2.721
2023-01-05,2.73
2023-01-06,2.73
2023-01-07,2.73
2023-01-08,2.738
2023-01-09,2.738
2023-01-10,2.738
2023-01-11,2.738
2023-01-12,2.751
2023-01-13,2.751
2023-01-14,2.751
2023-01-15,2.751
2023-01-16,2.759
2023-01-17,2.758
2023-01-18,2.773
2023-01-19,2.773
2023-01-20,2.773
2023-01-21,2.773
2023-01-22,2.773
2023-01-23,2.782
2023-01-24,2.782
2023-01-25,2.782
2023-01-26,2.782
2023-01-27,2.782
2023-01-28,2.782
2023-01-29,2.782
2023-01-30,2.782
2023-01-31,2.782
2023-02-01,2.782
2023-02-02,2.782
2023-02-03,2.782
2023-02-04,2.782
2023-02-05,2.782
2023-02-06,2.782
2023-02-07,2.782
2023-02-08,2.782
2023-02-09,2.782
2023-02-10,2.782
2023-02-11,2.782
2023-02-12,2.782
2023-02-13,2.782
2023-02-14,2.782
2023-02-15,2.782
2023-02-16,2.782
2023-02-17,2.782
2023-02-18,2.782
2023-02-19,2.782
2023-02-20,2.782
2023-02-21,2.781
2023-02-22,2.788
2023-02-23,2.788
2023-02-24,2.788
2023-02-25,2.788
2023-02-26,2.788
2023-02-27,2.79
2023-02-28,2.79
2023-03-01,2.79
2023-03-02,2.79
2023-03-03,2.818
2023-03-04,2.818
2023-03-05,2.818
2023-03-06,2.798
2023-03-07,2.798
2023-03-08,2.798
2023-03-09,2.798
2023-03-10,2.798
2023-03-11,2.798
2023-03-12,2.798
2023-03-13,2.798
2023-03-14,2.798
2023-03-15,2.798
2023-03-16,2.798
2023-03-17,2.798
2023-03-18,2.798
2023-03-19,2.798
2023-03-20,2.798
2023-03-21,2.798
2023-03-22,2.798
2023-03-23,2.798
2023-03-24,2.798
2023-03-25,2.798
2023-03-26,2.798
2023-03-27,2.798
2023-03-28,2.798
2023-03-29,2.798
2023-03-30,2.798
2023-03-31,2.797
2023-04-01,2.797
2023-04-02,2.797
2023-04-03,2.797
2023-04-04,2.791
2023-04-05,2.791
2023-04-06,2.791
2023-04-07,2.791
2023-04-08,2.791
2023-04-09,2.791
2023-04-10,2.791
2023-04-11,2.798
2023-04-12,2.799
2023-04-13,2.802
2023-04-14,2.802
2023-04-15,2.802
2023-04-16,2.802
2023-04-17,2.808
2023-04-18,2.808
2023-04-19,2.809
2023-04-20,2.809
2023-04-21,2.809
2023-04-22,2.809
2023-04-23,2.809
2023-04-24,2.809
2023-04-25,2.809
2023-04-26,2.809
2023-04-27,2.809
2023-04-28,2.809
2023-04-29,2.809
2023-04-30,2.809
2023-05-01,2.809
2023-05-02,2.809
2023-05-03,2.81
2023-05-04,2.886
2023-05-05,2.916
2023-05-06,2.916
2023-05-07,2.916
2023-05-08,2.916
2023-05-09,2.919
2023-05-10,2.919
2023-05-11,2.919
2023-05-12,2.929
2023-05-13,2.929
2023-05-14,2.929
2023-05-15,2.929
2023-05-16,2.929
2023-05-17,2.937
2023-05-18,2.937
2023-05-19,2.937
2023-05-20,2.937
2023-05-21,2.937
2023-05-22,2.937
2023-05-23,2.937
2023-05-24,2.937
2023-05-25,2.937
2023-05-26,2.939
2023-05-27,2.939
2023-05-28,2.939
2023-05-29,2.939
2023-05-30,2.939
2023-05-31,2.939
2023-06-01,2.939
2023-06-02,2.939
2023-06-03,2.939
2023-06-04,2.939
2023-06-05,2.939
2023-06-06,2.939
2023-06-07,2.939
2023-06-08,2.939
2023-06-09,2.939
2023-06-10,2.939
2023-06-11,2.939
2023-06-12,2.939
2023-06-13,2.939
2023-06-14,2.939
2023-06-15,2.939
2023-06-16,2.939
2023-06-17,2.939
2023-06-18,2.939
2023-06-19,2.939
2023-06-20,2.939
2023-06-21,2.941
2023-06-22,2.941
2023-06-23,2.941
2023-06-24,2.941
2023-06-25,2.941
2023-06-26,2.941
2023-06-27,2.941
2023-06-28,2.957
2023-06-29,2.957
2023-06-30,2.957
2023-07-01,2.957
2023-07-02,2.957
2023-07-03,2.956
2023-07-04,2.956
2023-07-05,2.958
2023-07-06,2.957
2023-07-07,2.957
2023-07-08,2.957
2023-07-09,2.957
2023-07-10,2.966
2023-07-11,2.966
2023-07-12,2.966
2023-07-13,2.966
2023-07-14,2.966
2023-07-15,2.966
2023-07-16,2.966
2023-07-17,2.966
2023-07-18,2.966
2023-07-19,2.966
2023-07-20,2.966
2023-07-21,2.966
2023-07-22,2.966
2023-07-23,2.966
2023-07-24,2.966
2023-07-25,2.966
2023-07-26,2.966
2023-07-27,2.966
2023-07-28,2.966
2023-07-29,2.966
