,AA US Equity
2021-05-31,9.703
2021-06-01,9.703
2021-06-02,9.703
2021-06-03,9.703
2021-06-04,9.703
2021-06-05,9.703
2021-06-06,9.703
2021-06-07,9.703
2021-06-08,9.703
2021-06-09,9.703
2021-06-10,9.703
2021-06-11,9.703
2021-06-12,9.703
2021-06-13,9.703
2021-06-14,9.703
2021-06-15,9.703
2021-06-16,9.703
2021-06-17,9.703
2021-06-18,9.703
2021-06-19,9.703
2021-06-20,9.703
2021-06-21,9.703
2021-06-22,9.703
2021-06-23,9.703
2021-06-24,9.703
2021-06-25,9.703
2021-06-26,9.703
2021-06-27,9.703
2021-06-28,9.703
2021-06-29,9.703
2021-06-30,9.003
2021-07-01,9.003
2021-07-02,9.003
2021-07-03,9.003
2021-07-04,9.003
2021-07-05,9.003
2021-07-06,9.003
2021-07-07,9.003
2021-07-08,9.003
2021-07-09,9.003
2021-07-10,9.003
2021-07-11,9.003
2021-07-12,9.003
2021-07-13,9.003
2021-07-14,10.315
2021-07-15,10.153
2021-07-16,10.153
2021-07-17,10.153
2021-07-18,10.013
2021-07-19,10.013
2021-07-20,10.013
2021-07-21,10.013
2021-07-22,10.013
2021-07-23,10.013
2021-07-24,10.013
2021-07-25,10.013
2021-07-26,10.013
2021-07-27,10.013
2021-07-28,10.013
2021-07-29,10.013
2021-07-30,10.013
2021-07-31,10.013
2021-08-01,10.013
2021-08-02,10.013
2021-08-03,10.013
2021-08-04,10.013
2021-08-05,10.013
2021-08-06,10.013
2021-08-07,10.013
2021-08-08,10.013
2021-08-09,10.013
2021-08-10,10.013
2021-08-11,10.013
2021-08-12,10.013
2021-08-13,10.013
2021-08-14,10.013
2021-08-15,10.013
2021-08-16,10.013
2021-08-17,10.013
2021-08-18,10.013
2021-08-19,10.013
2021-08-20,10.013
2021-08-21,10.013
2021-08-22,10.013
2021-08-23,10.013
2021-08-24,10.013
2021-08-25,10.013
2021-08-26,10.013
2021-08-27,10.013
2021-08-28,10.013
2021-08-29,10.013
2021-08-30,10.013
2021-08-31,10.013
2021-09-01,10.013
2021-09-02,10.308
2021-09-03,10.308
2021-09-04,10.308
2021-09-05,10.308
2021-09-06,10.308
2021-09-07,10.308
2021-09-08,10.308
2021-09-09,10.308
2021-09-10,10.308
2021-09-11,10.308
2021-09-12,10.308
2021-09-13,10.308
2021-09-14,10.308
2021-09-15,10.308
2021-09-16,10.328
2021-09-17,10.328
2021-09-18,10.328
2021-09-19,10.328
2021-09-20,10.328
2021-09-21,10.328
2021-09-22,10.293
2021-09-23,10.293
2021-09-24,10.293
2021-09-25,10.293
2021-09-26,10.293
2021-09-27,10.293
2021-09-28,10.293
2021-09-29,10.293
2021-09-30,10.293
2021-10-01,10.293
2021-10-02,10.293
2021-10-03,10.293
2021-10-04,10.293
2021-10-05,10.293
2021-10-06,10.293
2021-10-07,10.293
2021-10-08,10.293
2021-10-09,10.293
2021-10-10,10.293
2021-10-11,10.293
2021-10-12,10.293
2021-10-13,10.293
2021-10-14,10.445
2021-10-15,10.548
2021-10-16,10.548
2021-10-17,10.548
2021-10-18,10.548
2021-10-19,10.548
2021-10-20,10.548
2021-10-21,10.548
2021-10-22,10.548
2021-10-23,10.548
2021-10-24,10.548
2021-10-25,10.548
2021-10-26,10.548
2021-10-27,10.548
2021-10-28,10.548
2021-10-29,10.548
2021-10-30,10.548
2021-10-31,10.548
2021-11-01,10.548
2021-11-02,10.548
2021-11-03,10.548
2021-11-04,10.548
2021-11-05,10.548
2021-11-06,10.548
2021-11-07,10.548
2021-11-08,10.548
2021-11-09,10.538
2021-11-10,10.518
2021-11-11,10.518
2021-11-12,10.518
2021-11-13,10.518
2021-11-14,10.518
2021-11-15,10.518
2021-11-16,10.518
2021-11-17,5.6
2021-11-18,5.6
2021-11-19,5.6
2021-11-20,5.6
2021-11-21,5.6
2021-11-22,5.6
2021-11-23,5.6
2021-11-24,5.6
2021-11-25,5.6
2021-11-26,5.6
2021-11-27,5.6
2021-11-28,5.6
2021-11-29,5.6
2021-11-30,5.6
2021-12-01,5.6
2021-12-02,5.6
2021-12-03,5.6
2021-12-04,5.6
2021-12-05,5.768
2021-12-06,5.768
2021-12-07,5.768
2021-12-08,5.768
2021-12-09,5.768
2021-12-10,5.768
2021-12-11,5.768
2021-12-12,5.768
2021-12-13,6.08
2021-12-14,6.08
2021-12-15,6.08
2021-12-16,6.08
2021-12-17,6.08
2021-12-18,6.08
2021-12-19,6.08
2021-12-20,6.08
2021-12-21,6.08
2021-12-22,6.08
2021-12-23,6.08
2021-12-24,6.08
2021-12-25,6.08
2021-12-26,6.08
2021-12-27,6.08
2021-12-28,6.08
2021-12-29,6.08
2021-12-30,6.08
2021-12-31,6.08
2022-01-01,6.08
2022-01-02,6.08
2022-01-03,6.08
2022-01-04,6.08
2022-01-05,6.08
2022-01-06,6.08
2022-01-07,6.08
2022-01-08,6.08
2022-01-09,6.08
2022-01-10,6.08
2022-01-11,6.477
2022-01-12,6.477
2022-01-13,6.477
2022-01-14,6.477
2022-01-15,6.477
2022-01-16,6.477
2022-01-17,6.477
2022-01-18,6.477
2022-01-19,8.3
2022-01-20,6.268
2022-01-21,6.268
2022-01-22,6.268
2022-01-23,6.284
2022-01-24,6.284
2022-01-25,6.284
2022-01-26,6.284
2022-01-27,6.284
2022-01-28,6.284
2022-01-29,6.284
2022-01-30,6.284
2022-01-31,6.284
2022-02-01,6.284
2022-02-02,6.284
2022-02-03,6.284
2022-02-04,6.284
2022-02-05,6.284
2022-02-06,6.284
2022-02-07,6.284
2022-02-08,6.284
2022-02-09,6.284
2022-02-10,6.284
2022-02-11,6.284
2022-02-12,6.284
2022-02-13,6.284
2022-02-14,5.858
2022-02-15,8.332
2022-02-16,8.332
2022-02-17,8.332
2022-02-18,8.332
2022-02-19,8.332
2022-02-20,8.332
2022-02-21,8.332
2022-02-22,8.332
2022-02-23,8.332
2022-02-24,8.332
2022-02-25,8.332
2022-02-26,8.332
2022-02-27,8.332
2022-02-28,8.628
2022-03-01,8.628
2022-03-02,8.628
2022-03-03,8.628
2022-03-04,8.628
2022-03-05,8.628
2022-03-06,8.628
2022-03-07,8.628
2022-03-08,8.628
2022-03-09,8.628
2022-03-10,8.628
2022-03-11,8.628
2022-03-12,8.628
2022-03-13,8.628
2022-03-14,8.628
2022-03-15,8.628
2022-03-16,8.628
2022-03-17,8.628
2022-03-18,8.628
2022-03-19,8.628
2022-03-20,8.628
2022-03-21,8.628
2022-03-22,8.628
2022-03-23,8.628
2022-03-24,9.662
2022-03-25,9.662
2022-03-26,9.662
2022-03-27,9.662
2022-03-28,9.662
2022-03-29,9.662
2022-03-30,9.662
2022-03-31,9.027
2022-04-01,9.027
2022-04-02,9.027
2022-04-03,9.027
2022-04-04,9.027
2022-04-05,9.027
2022-04-06,9.027
2022-04-07,9.027
2022-04-08,8.883
2022-04-09,8.883
2022-04-10,8.883
2022-04-11,8.889
2022-04-12,8.889
2022-04-13,8.999
2022-04-14,8.999
2022-04-15,8.999
2022-04-16,8.999
2022-04-17,8.999
2022-04-18,9.096
2022-04-19,9.096
2022-04-20,9.229
2022-04-21,9.419
2022-04-22,9.419
2022-04-23,9.419
2022-04-24,9.419
2022-04-25,9.41
2022-04-26,9.41
2022-04-27,9.41
2022-04-28,9.41
2022-04-29,9.41
2022-04-30,9.41
2022-05-01,9.41
2022-05-02,9.411
2022-05-03,9.411
2022-05-04,9.411
2022-05-05,9.411
2022-05-06,9.411
2022-05-07,9.411
2022-05-08,9.411
2022-05-09,9.411
2022-05-10,9.411
2022-05-11,9.411
2022-05-12,9.411
2022-05-13,9.411
2022-05-14,9.411
2022-05-15,9.411
2022-05-16,9.411
2022-05-17,9.411
2022-05-18,9.41
2022-05-19,9.41
2022-05-20,9.41
2022-05-21,9.41
2022-05-22,9.41
2022-05-23,9.866
2022-05-24,9.866
2022-05-25,9.866
2022-05-26,9.866
2022-05-27,9.866
2022-05-28,9.866
2022-05-29,9.866
2022-05-30,9.866
2022-05-31,9.866
2022-06-01,9.866
2022-06-02,9.866
2022-06-03,9.866
2022-06-04,9.866
2022-06-05,9.866
2022-06-06,9.909
2022-06-07,9.887
2022-06-08,9.887
2022-06-09,9.887
2022-06-10,9.887
2022-06-11,9.887
2022-06-12,9.887
2022-06-13,9.887
2022-06-14,9.887
2022-06-15,9.887
2022-06-16,9.887
2022-06-17,9.887
2022-06-18,9.887
2022-06-19,9.887
2022-06-20,9.887
2022-06-21,9.887
2022-06-22,9.799
2022-06-23,9.799
2022-06-24,9.799
2022-06-25,9.797
2022-06-26,9.797
2022-06-27,9.797
2022-06-28,9.577
2022-06-29,9.577
2022-06-30,9.577
2022-07-01,9.363
2022-07-02,9.363
2022-07-03,9.363
2022-07-04,9.363
2022-07-05,9.363
2022-07-06,9.363
2022-07-07,9.363
2022-07-08,8.701
2022-07-09,8.701
2022-07-10,8.701
2022-07-11,8.701
2022-07-12,8.701
2022-07-13,8.701
2022-07-14,8.704
2022-07-15,8.681
2022-07-16,8.681
2022-07-17,8.681
2022-07-18,8.681
2022-07-19,8.893
2022-07-20,8.623
2022-07-21,8.316
2022-07-22,8.316
2022-07-23,8.316
2022-07-24,8.316
2022-07-25,8.273
2022-07-26,8.273
2022-07-27,8.273
2022-07-28,8.273
2022-07-29,8.273
2022-07-30,8.273
2022-07-31,8.273
2022-08-01,8.233
2022-08-02,8.233
2022-08-03,8.233
2022-08-04,8.233
2022-08-05,8.233
2022-08-06,8.233
2022-08-07,8.233
2022-08-08,8.233
2022-08-09,8.233
2022-08-10,8.233
2022-08-11,8.233
2022-08-12,8.233
2022-08-13,8.233
2022-08-14,8.233
2022-08-15,8.233
2022-08-16,8.233
2022-08-17,8.233
2022-08-18,8.233
2022-08-19,8.233
2022-08-20,8.233
2022-08-21,8.233
2022-08-22,8.233
2022-08-23,8.19
2022-08-24,8.19
2022-08-25,8.538
2022-08-26,8.538
2022-08-27,8.538
2022-08-28,8.538
2022-08-29,8.538
2022-08-30,8.538
2022-08-31,8.538
2022-09-01,8.538
2022-09-02,8.538
2022-09-03,8.538
2022-09-04,8.538
2022-09-05,8.538
2022-09-06,8.538
2022-09-07,8.538
2022-09-08,8.538
2022-09-09,8.538
2022-09-10,8.538
2022-09-11,8.538
2022-09-12,8.538
2022-09-13,8.538
2022-09-14,8.538
2022-09-15,8.226
2022-09-16,8.226
2022-09-17,8.226
2022-09-18,8.226
2022-09-19,8.226
2022-09-20,8.226
2022-09-21,8.036
2022-09-22,7.873
2022-09-23,7.873
2022-09-24,7.873
2022-09-25,7.873
2022-09-26,7.878
2022-09-27,8.015
2022-09-28,8.015
2022-09-29,8.015
2022-09-30,8.015
2022-10-01,8.015
2022-10-02,8.015
2022-10-03,8.015
2022-10-04,8.015
2022-10-05,8.015
2022-10-06,8.015
2022-10-07,7.65
2022-10-08,7.65
2022-10-09,7.65
2022-10-10,7.65
2022-10-11,7.65
2022-10-12,6.131
2022-10-13,6.131
2022-10-14,5.886
2022-10-15,5.886
2022-10-16,5.886
2022-10-17,5.886
2022-10-18,5.886
2022-10-19,5.928
2022-10-20,5.674
2022-10-21,5.674
2022-10-22,5.674
2022-10-23,5.659
2022-10-24,5.659
2022-10-25,5.659
2022-10-26,5.659
2022-10-27,5.659
2022-10-28,5.659
2022-10-29,5.659
2022-10-30,5.659
2022-10-31,5.659
2022-11-01,5.659
2022-11-02,5.659
2022-11-03,5.659
2022-11-04,5.659
2022-11-05,5.659
2022-11-06,5.659
2022-11-07,5.659
2022-11-08,5.659
2022-11-09,5.659
2022-11-10,5.659
2022-11-11,5.659
2022-11-12,5.659
2022-11-13,5.659
2022-11-14,5.659
2022-11-15,5.659
2022-11-16,5.659
2022-11-17,5.659
2022-11-18,5.659
2022-11-19,5.659
2022-11-20,5.659
2022-11-21,5.659
2022-11-22,5.659
2022-11-23,5.659
2022-11-24,5.659
2022-11-25,5.659
2022-11-26,5.659
2022-11-27,5.659
2022-11-28,5.659
2022-11-29,5.659
2022-11-30,5.781
2022-12-01,5.781
2022-12-02,5.781
2022-12-03,5.781
2022-12-04,5.781
2022-12-05,5.781
2022-12-06,5.781
2022-12-07,5.781
2022-12-08,5.744
2022-12-09,5.744
2022-12-10,5.744
2022-12-11,5.744
2022-12-12,5.744
2022-12-13,5.62
2022-12-14,5.62
2022-12-15,5.62
2022-12-16,5.62
2022-12-17,5.62
2022-12-18,5.62
2022-12-19,5.62
2022-12-20,5.874
2022-12-21,5.874
2022-12-22,5.874
2022-12-23,5.874
2022-12-24,5.874
2022-12-25,5.874
2022-12-26,5.874
2022-12-27,5.874
2022-12-28,5.874
2022-12-29,5.874
2022-12-30,5.638
2022-12-31,5.638
2023-01-01,5.638
2023-01-02,5.638
2023-01-03,5.638
2023-01-04,5.638
2023-01-05,5.638
2023-01-06,5.635
2023-01-07,5.635
2023-01-08,5.635
2023-01-09,5.635
2023-01-10,5.635
2023-01-11,5.725
2023-01-12,5.725
2023-01-13,5.725
2023-01-14,5.725
2023-01-15,5.725
2023-01-16,5.725
2023-01-17,5.62
2023-01-18,5.39
2023-01-19,6.291
2023-01-20,6.262
2023-01-21,6.262
2023-01-22,6.262
2023-01-23,6.262
2023-01-24,6.262
2023-01-25,7.018
2023-01-26,7.018
2023-01-27,7.018
2023-01-28,7.018
2023-01-29,7.018
2023-01-30,6.344
2023-01-31,6.344
2023-02-01,6.507
2023-02-02,6.507
2023-02-03,6.507
2023-02-04,6.507
2023-02-05,6.507
2023-02-06,6.507
2023-02-07,6.507
2023-02-08,6.507
2023-02-09,6.507
2023-02-10,6.678
2023-02-11,6.678
2023-02-12,6.678
2023-02-13,6.678
2023-02-14,6.678
2023-02-15,6.678
2023-02-16,6.678
2023-02-17,6.678
2023-02-18,6.678
2023-02-19,6.678
2023-02-20,6.678
2023-02-21,6.678
2023-02-22,6.678
2023-02-23,6.678
2023-02-24,6.678
2023-02-25,6.678
2023-02-26,6.678
2023-02-27,6.678
2023-02-28,6.678
2023-03-01,6.678
2023-03-02,6.678
2023-03-03,6.678
2023-03-04,6.678
2023-03-05,6.678
2023-03-06,6.678
2023-03-07,6.678
2023-03-08,6.508
2023-03-09,6.508
2023-03-10,6.508
2023-03-11,6.508
2023-03-12,6.508
2023-03-13,6.508
2023-03-14,6.508
2023-03-15,6.508
2023-03-16,6.508
2023-03-17,7.167
2023-03-18,7.167
2023-03-19,7.167
2023-03-20,7.162
2023-03-21,7.162
2023-03-22,7.162
2023-03-23,7.162
2023-03-24,7.162
2023-03-25,7.162
2023-03-26,7.162
2023-03-27,7.162
2023-03-28,7.059
2023-03-29,7.059
2023-03-30,6.711
2023-03-31,6.711
2023-04-01,6.711
2023-04-02,6.711
2023-04-03,6.705
2023-04-04,6.705
2023-04-05,6.705
2023-04-06,6.705
2023-04-07,6.705
2023-04-08,6.705
2023-04-09,6.705
2023-04-10,6.705
2023-04-11,6.705
2023-04-12,5.883
2023-04-13,5.883
2023-04-14,5.883
2023-04-15,5.883
2023-04-16,5.883
2023-04-17,5.883
2023-04-18,5.883
2023-04-19,5.58
2023-04-20,5.365
2023-04-21,5.073
2023-04-22,4.925
2023-04-23,4.925
2023-04-24,4.925
2023-04-25,4.925
2023-04-26,4.925
2023-04-27,4.925
2023-04-28,4.925
2023-04-29,4.925
2023-04-30,4.925
2023-05-01,4.921
2023-05-02,4.921
2023-05-03,4.921
2023-05-04,4.921
2023-05-05,4.921
2023-05-06,4.921
2023-05-07,4.921
2023-05-08,4.708
2023-05-09,4.853
2023-05-10,4.853
2023-05-11,4.72
2023-05-12,4.72
2023-05-13,4.72
2023-05-14,4.72
2023-05-15,4.72
2023-05-16,4.72
2023-05-17,4.72
2023-05-18,4.72
2023-05-19,4.72
2023-05-20,4.72
2023-05-21,4.72
2023-05-22,4.72
2023-05-23,4.72
2023-05-24,4.72
2023-05-25,4.72
2023-05-26,4.72
2023-05-27,4.72
2023-05-28,4.72
2023-05-29,4.72
2023-05-30,4.72
2023-05-31,4.72
2023-06-01,4.72
2023-06-02,4.635
2023-06-03,4.635
2023-06-04,4.635
2023-06-05,4.635
2023-06-06,4.635
2023-06-07,4.635
2023-06-08,4.633
2023-06-09,4.633
2023-06-10,4.633
2023-06-11,4.633
2023-06-12,4.633
2023-06-13,4.633
2023-06-14,4.6
2023-06-15,4.576
2023-06-16,4.576
2023-06-17,4.576
2023-06-18,4.576
2023-06-19,4.576
2023-06-20,4.576
2023-06-21,4.377
2023-06-22,4.377
2023-06-23,4.377
2023-06-24,4.377
2023-06-25,4.377
2023-06-26,4.377
2023-06-27,4.377
2023-06-28,4.203
2023-06-29,4.203
2023-06-30,4.203
2023-07-01,4.203
2023-07-02,4.203
2023-07-03,4.203
2023-07-04,4.275
2023-07-05,4.275
2023-07-06,3.881
2023-07-07,3.713
2023-07-08,3.713
2023-07-09,3.713
2023-07-10,3.583
2023-07-11,3.583
2023-07-12,3.583
2023-07-13,3.583
2023-07-14,3.583
2023-07-15,3.583
2023-07-16,3.583
2023-07-17,3.381
2023-07-18,3.381
2023-07-19,3.238
2023-07-20,2.949
2023-07-21,3.141
2023-07-22,3.141
2023-07-23,3.141
2023-07-24,2.935
2023-07-25,2.935
2023-07-26,2.935
2023-07-27,2.935
2023-07-28,2.935
2023-07-29,2.935
2023-07-30,2.935
2023-07-31,2.935
2023-08-01,2.935
2023-08-02,2.831
2023-08-03,2.831
2023-08-04,2.831
2023-08-05,2.831
2023-08-06,2.831
2023-08-07,2.831
2023-08-08,2.831
2023-08-09,2.831
2023-08-10,2.831
2023-08-11,2.831
2023-08-12,2.831
2023-08-13,2.831
2023-08-14,2.831
2023-08-15,2.831
2023-08-16,2.831
2023-08-17,2.831
2023-08-18,2.831
2023-08-19,2.831
2023-08-20,2.831
2023-08-21,2.831
2023-08-22,2.831
2023-08-23,2.831
2023-08-24,2.305
2023-08-25,2.305
2023-08-26,2.305
2023-08-27,2.305
2023-08-28,2.305
2023-08-29,2.305
2023-08-30,2.305
2023-08-31,2.305
2023-09-01,2.305
