,XEL US Equity
2021-05-04,3.597
2021-05-05,3.59
2021-05-06,3.59
2021-05-07,3.59
2021-05-08,3.59
2021-05-09,3.59
2021-05-10,3.59
2021-05-11,3.59
2021-05-12,3.59
2021-05-13,3.59
2021-05-14,3.59
2021-05-15,3.59
2021-05-16,3.59
2021-05-17,3.59
2021-05-18,3.59
2021-05-19,3.59
2021-05-20,3.59
2021-05-21,3.59
2021-05-22,3.59
2021-05-23,3.59
2021-05-24,3.585
2021-05-25,3.585
2021-05-26,3.585
2021-05-27,3.585
2021-05-28,3.585
2021-05-29,3.585
2021-05-30,3.585
2021-05-31,3.585
2021-06-01,3.585
2021-06-02,3.585
2021-06-03,3.585
2021-06-04,3.585
2021-06-05,3.585
2021-06-06,3.585
2021-06-07,3.585
2021-06-08,3.585
2021-06-09,3.585
2021-06-10,3.585
2021-06-11,3.585
2021-06-12,3.585
2021-06-13,3.585
2021-06-14,3.585
2021-06-15,3.585
2021-06-16,3.585
2021-06-17,3.585
2021-06-18,3.585
2021-06-19,3.585
2021-06-20,3.585
2021-06-21,3.585
2021-06-22,3.585
2021-06-23,3.585
2021-06-24,3.585
2021-06-25,3.585
2021-06-26,3.585
2021-06-27,3.585
2021-06-28,3.585
2021-06-29,3.585
2021-06-30,3.585
2021-07-01,3.585
2021-07-02,3.585
2021-07-03,3.585
2021-07-04,3.585
2021-07-05,3.585
2021-07-06,3.585
2021-07-07,3.585
2021-07-08,3.585
2021-07-09,3.585
2021-07-10,3.585
2021-07-11,3.585
2021-07-12,3.585
2021-07-13,3.585
2021-07-14,3.585
2021-07-15,3.585
2021-07-16,3.585
2021-07-17,3.585
2021-07-18,3.585
2021-07-19,3.585
2021-07-20,3.585
2021-07-21,3.575
2021-07-22,3.575
2021-07-23,3.575
2021-07-24,3.575
2021-07-25,3.575
2021-07-26,3.575
2021-07-27,3.58
2021-07-28,3.58
2021-07-29,3.58
2021-07-30,3.58
2021-07-31,3.58
2021-08-01,3.58
2021-08-02,3.58
2021-08-03,3.586
2021-08-04,3.586
2021-08-05,3.586
2021-08-06,3.586
2021-08-07,3.586
2021-08-08,3.586
2021-08-09,3.586
2021-08-10,3.592
2021-08-11,3.592
2021-08-12,3.592
2021-08-13,3.592
2021-08-14,3.592
2021-08-15,3.592
2021-08-16,3.592
2021-08-17,3.592
2021-08-18,3.592
2021-08-19,3.592
2021-08-20,3.597
2021-08-21,3.597
2021-08-22,3.597
2021-08-23,3.597
2021-08-24,3.597
2021-08-25,3.597
2021-08-26,3.597
2021-08-27,3.597
2021-08-28,3.597
2021-08-29,3.597
2021-08-30,3.597
2021-08-31,3.597
2021-09-01,3.597
2021-09-02,3.597
2021-09-03,3.597
2021-09-04,3.597
2021-09-05,3.597
2021-09-06,3.597
2021-09-07,3.597
2021-09-08,3.597
2021-09-09,3.597
2021-09-10,3.597
2021-09-11,3.597
2021-09-12,3.597
2021-09-13,3.597
2021-09-14,3.597
2021-09-15,3.597
2021-09-16,3.597
2021-09-17,3.597
2021-09-18,3.597
2021-09-19,3.597
2021-09-20,3.597
2021-09-21,3.597
2021-09-22,3.597
2021-09-23,3.597
2021-09-24,3.597
2021-09-25,3.597
2021-09-26,3.597
2021-09-27,3.597
2021-09-28,3.597
2021-09-29,3.597
2021-09-30,3.597
2021-10-01,3.597
2021-10-02,3.597
2021-10-03,3.597
2021-10-04,3.62
2021-10-05,3.62
2021-10-06,3.62
2021-10-07,3.62
2021-10-08,3.62
2021-10-09,3.62
2021-10-10,3.62
2021-10-11,3.62
2021-10-12,3.625
2021-10-13,3.625
2021-10-14,3.625
2021-10-15,3.625
2021-10-16,3.625
2021-10-17,3.625
2021-10-18,3.628
2021-10-19,3.607
2021-10-20,3.607
2021-10-21,3.607
2021-10-22,3.607
2021-10-23,3.607
2021-10-24,3.607
2021-10-25,3.607
2021-10-26,3.607
2021-10-27,3.607
2021-10-28,3.615
2021-10-29,3.619
2021-10-30,3.619
2021-10-31,3.619
2021-11-01,3.627
2021-11-02,3.627
2021-11-03,3.627
2021-11-04,3.627
2021-11-05,3.627
2021-11-06,3.627
2021-11-07,3.627
2021-11-08,3.627
2021-11-09,3.627
2021-11-10,3.627
2021-11-11,3.627
2021-11-12,3.627
2021-11-13,3.627
2021-11-14,3.627
2021-11-15,3.627
2021-11-16,3.627
2021-11-17,3.627
2021-11-18,3.627
2021-11-19,3.627
2021-11-20,3.627
2021-11-21,3.63
2021-11-22,3.63
2021-11-23,3.63
2021-11-24,3.629
2021-11-25,3.629
2021-11-26,3.629
2021-11-27,3.629
2021-11-28,3.629
2021-11-29,3.629
2021-11-30,3.631
2021-12-01,3.631
2021-12-02,3.631
2021-12-03,3.631
2021-12-04,3.631
2021-12-05,3.631
2021-12-06,3.631
2021-12-07,3.631
2021-12-08,3.631
2021-12-09,3.631
2021-12-10,3.631
2021-12-11,3.631
2021-12-12,3.631
2021-12-13,3.631
2021-12-14,3.631
2021-12-15,3.631
2021-12-16,3.631
2021-12-17,3.63
2021-12-18,3.63
2021-12-19,3.63
2021-12-20,3.63
2021-12-21,3.63
2021-12-22,3.63
2021-12-23,3.63
2021-12-24,3.63
2021-12-25,3.63
2021-12-26,3.63
2021-12-27,3.63
2021-12-28,3.63
2021-12-29,3.63
2021-12-30,3.63
2021-12-31,3.63
2022-01-01,3.63
2022-01-02,3.63
2022-01-03,3.63
2022-01-04,3.63
2022-01-05,3.63
2022-01-06,3.63
2022-01-07,3.63
2022-01-08,3.63
2022-01-09,3.63
2022-01-10,3.63
2022-01-11,3.63
2022-01-12,3.633
2022-01-13,3.633
2022-01-14,3.633
2022-01-15,3.633
2022-01-16,3.633
2022-01-17,3.633
2022-01-18,3.633
2022-01-19,3.633
2022-01-20,3.633
2022-01-21,3.633
2022-01-22,3.633
2022-01-23,3.633
2022-01-24,3.622
2022-01-25,3.623
2022-01-26,3.623
2022-01-27,3.626
2022-01-28,3.617
2022-01-29,3.617
2022-01-30,3.617
2022-01-31,3.617
2022-02-01,3.627
2022-02-02,3.627
2022-02-03,3.627
2022-02-04,3.627
2022-02-05,3.627
2022-02-06,3.627
2022-02-07,3.627
2022-02-08,3.627
2022-02-09,3.627
2022-02-10,3.628
2022-02-11,3.628
2022-02-12,3.628
2022-02-13,3.628
2022-02-14,3.628
2022-02-15,3.628
2022-02-16,3.628
2022-02-17,3.628
2022-02-18,3.628
2022-02-19,3.628
2022-02-20,3.628
2022-02-21,3.628
2022-02-22,3.628
2022-02-23,3.628
2022-02-24,3.628
2022-02-25,3.628
2022-02-26,3.628
2022-02-27,3.628
2022-02-28,3.628
2022-03-01,3.628
2022-03-02,3.628
2022-03-03,3.628
2022-03-04,3.628
2022-03-05,3.628
2022-03-06,3.628
2022-03-07,3.626
2022-03-08,3.626
2022-03-09,3.626
2022-03-10,3.626
2022-03-11,3.626
2022-03-12,3.626
2022-03-13,3.626
2022-03-14,3.624
2022-03-15,3.624
2022-03-16,3.624
2022-03-17,3.624
2022-03-18,3.624
2022-03-19,3.624
2022-03-20,3.624
2022-03-21,3.624
2022-03-22,3.624
2022-03-23,3.613
2022-03-24,3.613
2022-03-25,3.613
2022-03-26,3.613
2022-03-27,3.613
2022-03-28,3.613
2022-03-29,3.613
2022-03-30,3.613
2022-03-31,3.613
2022-04-01,3.613
2022-04-02,3.613
2022-04-03,3.613
2022-04-04,3.613
2022-04-05,3.613
2022-04-06,3.613
2022-04-07,3.613
2022-04-08,3.613
2022-04-09,3.613
2022-04-10,3.613
2022-04-11,3.613
2022-04-12,3.613
2022-04-13,3.613
2022-04-14,3.613
2022-04-15,3.613
2022-04-16,3.613
2022-04-17,3.613
2022-04-18,3.613
2022-04-19,3.614
2022-04-20,3.614
2022-04-21,3.614
2022-04-22,3.614
2022-04-23,3.614
2022-04-24,3.614
2022-04-25,3.616
2022-04-26,3.617
2022-04-27,3.617
2022-04-28,3.617
2022-04-29,3.617
2022-04-30,3.617
2022-05-01,3.617
2022-05-02,3.617
2022-05-03,3.617
2022-05-04,3.617
2022-05-05,3.617
2022-05-06,3.617
2022-05-07,3.617
2022-05-08,3.617
2022-05-09,3.617
2022-05-10,3.617
2022-05-11,3.617
2022-05-12,3.617
2022-05-13,3.618
2022-05-14,3.618
2022-05-15,3.618
2022-05-16,3.618
2022-05-17,3.618
2022-05-18,3.618
2022-05-19,3.618
2022-05-20,3.617
2022-05-21,3.617
2022-05-22,3.617
2022-05-23,3.617
2022-05-24,3.617
2022-05-25,3.617
2022-05-26,3.617
2022-05-27,3.617
2022-05-28,3.617
2022-05-29,3.617
2022-05-30,3.625
2022-05-31,3.625
2022-06-01,3.625
2022-06-02,3.625
2022-06-03,3.625
2022-06-04,3.625
2022-06-05,3.625
2022-06-06,3.625
2022-06-07,3.625
2022-06-08,3.625
2022-06-09,3.625
2022-06-10,3.625
2022-06-11,3.625
2022-06-12,3.625
2022-06-13,3.625
2022-06-14,3.625
2022-06-15,3.625
2022-06-16,3.625
2022-06-17,3.625
2022-06-18,3.625
2022-06-19,3.625
2022-06-20,3.625
2022-06-21,3.625
2022-06-22,3.625
2022-06-23,3.625
2022-06-24,3.625
2022-06-25,3.625
2022-06-26,3.625
2022-06-27,3.625
2022-06-28,3.625
2022-06-29,3.625
2022-06-30,3.625
2022-07-01,3.625
2022-07-02,3.625
2022-07-03,3.625
2022-07-04,3.625
2022-07-05,3.625
2022-07-06,3.625
2022-07-07,3.625
2022-07-08,3.625
2022-07-09,3.625
2022-07-10,3.625
2022-07-11,3.625
2022-07-12,3.625
2022-07-13,3.625
2022-07-14,3.625
2022-07-15,3.625
2022-07-16,3.625
2022-07-17,3.625
2022-07-18,3.628
2022-07-19,3.628
2022-07-20,3.628
2022-07-21,3.622
2022-07-22,3.622
2022-07-23,3.622
2022-07-24,3.622
2022-07-25,3.622
2022-07-26,3.622
2022-07-27,3.622
2022-07-28,3.622
2022-07-29,3.622
2022-07-30,3.622
2022-07-31,3.622
2022-08-01,3.622
2022-08-02,3.623
2022-08-03,3.623
2022-08-04,3.623
2022-08-05,3.623
2022-08-06,3.623
2022-08-07,3.623
2022-08-08,3.623
2022-08-09,3.623
2022-08-10,3.623
2022-08-11,3.623
2022-08-12,3.623
2022-08-13,3.623
2022-08-14,3.623
2022-08-15,3.623
2022-08-16,3.623
2022-08-17,3.623
2022-08-18,3.623
2022-08-19,3.623
2022-08-20,3.623
2022-08-21,3.623
2022-08-22,3.623
2022-08-23,3.625
2022-08-24,3.625
2022-08-25,3.614
2022-08-26,3.614
2022-08-27,3.614
2022-08-28,3.609
2022-08-29,3.609
2022-08-30,3.609
2022-08-31,3.609
2022-09-01,3.609
2022-09-02,3.609
2022-09-03,3.609
2022-09-04,3.609
2022-09-05,3.609
2022-09-06,3.609
2022-09-07,3.609
2022-09-08,3.609
2022-09-09,3.609
2022-09-10,3.609
2022-09-11,3.609
2022-09-12,3.609
2022-09-13,3.609
2022-09-14,3.609
2022-09-15,3.609
2022-09-16,3.609
2022-09-17,3.609
2022-09-18,3.609
2022-09-19,3.608
2022-09-20,3.608
2022-09-21,3.608
2022-09-22,3.611
2022-09-23,3.611
2022-09-24,3.611
2022-09-25,3.611
2022-09-26,3.611
2022-09-27,3.611
2022-09-28,3.611
2022-09-29,3.611
2022-09-30,3.611
2022-10-01,3.611
2022-10-02,3.611
2022-10-03,3.611
2022-10-04,3.611
2022-10-05,3.611
2022-10-06,3.611
2022-10-07,3.611
2022-10-08,3.611
2022-10-09,3.611
2022-10-10,3.611
2022-10-11,3.611
2022-10-12,3.611
2022-10-13,3.611
2022-10-14,3.611
2022-10-15,3.611
2022-10-16,3.611
2022-10-17,3.611
2022-10-18,3.609
2022-10-19,3.601
2022-10-20,3.601
2022-10-21,3.601
2022-10-22,3.601
2022-10-23,3.601
2022-10-24,3.598
2022-10-25,3.598
2022-10-26,3.598
2022-10-27,3.599
2022-10-28,3.598
2022-10-29,3.598
2022-10-30,3.598
2022-10-31,3.598
2022-11-01,3.592
2022-11-02,3.592
2022-11-03,3.602
2022-11-04,3.602
2022-11-05,3.602
2022-11-06,3.602
2022-11-07,3.602
2022-11-08,3.602
2022-11-09,3.602
2022-11-10,3.602
2022-11-11,3.602
2022-11-12,3.602
2022-11-13,3.602
2022-11-14,3.602
2022-11-15,3.602
2022-11-16,3.602
2022-11-17,3.602
2022-11-18,3.602
2022-11-19,3.602
2022-11-20,3.602
2022-11-21,3.603
2022-11-22,3.602
2022-11-23,3.602
2022-11-24,3.602
2022-11-25,3.602
2022-11-26,3.602
2022-11-27,3.602
2022-11-28,3.602
2022-11-29,3.602
2022-11-30,3.598
2022-12-01,3.598
2022-12-02,3.598
2022-12-03,3.598
2022-12-04,3.598
2022-12-05,3.605
2022-12-06,3.605
2022-12-07,3.605
2022-12-08,3.605
2022-12-09,3.605
2022-12-10,3.605
2022-12-11,3.605
2022-12-12,3.605
2022-12-13,3.601
2022-12-14,3.601
2022-12-15,3.601
2022-12-16,3.603
2022-12-17,3.603
2022-12-18,3.603
2022-12-19,3.603
2022-12-20,3.603
2022-12-21,3.603
2022-12-22,3.603
2022-12-23,3.603
2022-12-24,3.603
2022-12-25,3.603
2022-12-26,3.603
2022-12-27,3.604
2022-12-28,3.604
2022-12-29,3.604
2022-12-30,3.604
2022-12-31,3.604
2023-01-01,3.604
2023-01-02,3.604
2023-01-03,3.604
2023-01-04,3.604
2023-01-05,3.604
2023-01-06,3.604
2023-01-07,3.604
2023-01-08,3.604
2023-01-09,3.605
2023-01-10,3.605
2023-01-11,3.605
2023-01-12,3.605
2023-01-13,3.605
2023-01-14,3.605
2023-01-15,3.605
2023-01-16,3.606
2023-01-17,3.607
2023-01-18,3.607
2023-01-19,3.607
2023-01-20,3.607
2023-01-21,3.607
2023-01-22,3.607
2023-01-23,3.606
2023-01-24,3.605
2023-01-25,3.606
2023-01-26,3.605
2023-01-27,3.606
2023-01-28,3.602
2023-01-29,3.602
2023-01-30,3.608
2023-01-31,3.608
2023-02-01,3.608
2023-02-02,3.608
2023-02-03,3.608
2023-02-04,3.608
2023-02-05,3.608
2023-02-06,3.608
2023-02-07,3.609
2023-02-08,3.609
2023-02-09,3.609
2023-02-10,3.609
2023-02-11,3.609
2023-02-12,3.609
2023-02-13,3.609
2023-02-14,3.609
2023-02-15,3.609
2023-02-16,3.609
2023-02-17,3.609
2023-02-18,3.609
2023-02-19,3.609
2023-02-20,3.609
2023-02-21,3.609
2023-02-22,3.609
2023-02-23,3.609
2023-02-24,3.609
2023-02-25,3.609
2023-02-26,3.609
2023-02-27,3.609
2023-02-28,3.609
2023-03-01,3.603
2023-03-02,3.603
2023-03-03,3.603
2023-03-04,3.603
2023-03-05,3.603
2023-03-06,3.603
2023-03-07,3.603
2023-03-08,3.603
2023-03-09,3.603
2023-03-10,3.603
2023-03-11,3.603
2023-03-12,3.603
2023-03-13,3.603
2023-03-14,3.604
2023-03-15,3.604
2023-03-16,3.604
2023-03-17,3.604
2023-03-18,3.604
2023-03-19,3.604
2023-03-20,3.604
2023-03-21,3.604
2023-03-22,3.603
2023-03-23,3.603
2023-03-24,3.604
2023-03-25,3.604
2023-03-26,3.604
2023-03-27,3.604
2023-03-28,3.604
2023-03-29,3.604
2023-03-30,3.604
2023-03-31,3.604
2023-04-01,3.604
2023-04-02,3.604
2023-04-03,3.604
2023-04-04,3.604
2023-04-05,3.609
2023-04-06,3.609
2023-04-07,3.609
2023-04-08,3.609
2023-04-09,3.609
2023-04-10,3.609
2023-04-11,3.609
2023-04-12,3.609
2023-04-13,3.609
2023-04-14,3.609
2023-04-15,3.609
2023-04-16,3.609
2023-04-17,3.609
2023-04-18,3.609
2023-04-19,3.609
2023-04-20,3.608
2023-04-21,3.608
2023-04-22,3.608
2023-04-23,3.608
2023-04-24,3.608
2023-04-25,3.608
2023-04-26,3.608
2023-04-27,3.609
2023-04-28,3.609
2023-04-29,3.609
2023-04-30,3.609
2023-05-01,3.609
2023-05-02,3.609
2023-05-03,3.608
2023-05-04,3.608
2023-05-05,3.608
2023-05-06,3.608
2023-05-07,3.608
2023-05-08,3.609
2023-05-09,3.607
2023-05-10,3.607
2023-05-11,3.607
2023-05-12,3.607
2023-05-13,3.607
2023-05-14,3.607
2023-05-15,3.607
2023-05-16,3.607
2023-05-17,3.607
2023-05-18,3.607
2023-05-19,3.607
2023-05-20,3.607
2023-05-21,3.607
2023-05-22,3.607
2023-05-23,3.607
2023-05-24,3.607
2023-05-25,3.607
2023-05-26,3.607
2023-05-27,3.594
2023-05-28,3.594
2023-05-29,3.594
2023-05-30,3.594
2023-05-31,3.594
2023-06-01,3.592
2023-06-02,3.588
2023-06-03,3.582
2023-06-04,3.582
2023-06-05,3.584
2023-06-06,3.584
2023-06-07,3.592
2023-06-08,3.592
2023-06-09,3.592
2023-06-10,3.592
2023-06-11,3.592
2023-06-12,3.592
2023-06-13,3.592
2023-06-14,3.592
2023-06-15,3.592
2023-06-16,3.592
2023-06-17,3.592
2023-06-18,3.592
2023-06-19,3.592
2023-06-20,3.592
2023-06-21,3.59
2023-06-22,3.592
2023-06-23,3.591
2023-06-24,3.591
2023-06-25,3.591
2023-06-26,3.591
2023-06-27,3.591
2023-06-28,3.591
2023-06-29,3.591
2023-06-30,3.591
2023-07-01,3.591
2023-07-02,3.591
2023-07-03,3.591
2023-07-04,3.591
2023-07-05,3.591
2023-07-06,3.591
2023-07-07,3.591
2023-07-08,3.591
2023-07-09,3.591
2023-07-10,3.591
2023-07-11,3.591
2023-07-12,3.591
2023-07-13,3.591
2023-07-14,3.591
2023-07-15,3.591
2023-07-16,3.591
2023-07-17,3.591
2023-07-18,3.589
2023-07-19,3.589
2023-07-20,3.589
2023-07-21,3.589
2023-07-22,3.589
2023-07-23,3.589
2023-07-24,3.59
2023-07-25,3.59
2023-07-26,3.59
2023-07-27,3.59
2023-07-28,3.588
2023-07-29,3.588
2023-07-30,3.588
2023-07-31,3.588
2023-08-01,3.584
2023-08-02,3.584
2023-08-03,3.584
2023-08-04,3.584
2023-08-05,3.584
2023-08-06,3.584
