,CE US Equity
2021-04-23,14.363
2021-04-24,14.363
2021-04-25,14.363
2021-04-26,15.768
2021-04-27,15.96
2021-04-28,15.96
2021-04-29,15.96
2021-04-30,15.96
2021-05-01,15.96
2021-05-02,15.96
2021-05-03,15.96
2021-05-04,15.96
2021-05-05,15.96
2021-05-06,15.96
2021-05-07,15.96
2021-05-08,15.96
2021-05-09,15.96
2021-05-10,15.96
2021-05-11,15.96
2021-05-12,15.96
2021-05-13,15.96
2021-05-14,15.96
2021-05-15,15.96
2021-05-16,15.96
2021-05-17,15.96
2021-05-18,15.96
2021-05-19,15.96
2021-05-20,15.96
2021-05-21,15.96
2021-05-22,15.96
2021-05-23,15.96
2021-05-24,15.96
2021-05-25,15.96
2021-05-26,15.96
2021-05-27,15.96
2021-05-28,15.96
2021-05-29,15.96
2021-05-30,15.96
2021-05-31,15.96
2021-06-01,15.96
2021-06-02,15.96
2021-06-03,15.96
2021-06-04,15.96
2021-06-05,15.96
2021-06-06,15.96
2021-06-07,15.96
2021-06-08,15.96
2021-06-09,15.96
2021-06-10,15.96
2021-06-11,15.68
2021-06-12,15.68
2021-06-13,15.68
2021-06-14,15.68
2021-06-15,15.68
2021-06-16,15.68
2021-06-17,15.68
2021-06-18,15.68
2021-06-19,15.68
2021-06-20,15.68
2021-06-21,15.68
2021-06-22,15.68
2021-06-23,15.68
2021-06-24,15.68
2021-06-25,15.68
2021-06-26,15.68
2021-06-27,15.68
2021-06-28,15.68
2021-06-29,15.68
2021-06-30,15.68
2021-07-01,15.824
2021-07-02,16.038
2021-07-03,16.038
2021-07-04,16.038
2021-07-05,16.038
2021-07-06,16.038
2021-07-07,16.038
2021-07-08,16.056
2021-07-09,16.056
2021-07-10,16.056
2021-07-11,16.056
2021-07-12,16.056
2021-07-13,16.056
2021-07-14,16.056
2021-07-15,16.032
2021-07-16,16.032
2021-07-17,16.032
2021-07-18,16.032
2021-07-19,16.032
2021-07-20,16.032
2021-07-21,16.032
2021-07-22,16.032
2021-07-23,16.032
2021-07-24,16.244
2021-07-25,16.65
2021-07-26,16.117
2021-07-27,16.117
2021-07-28,16.117
2021-07-29,16.117
2021-07-30,16.117
2021-07-31,16.117
2021-08-01,16.117
2021-08-02,16.117
2021-08-03,16.117
2021-08-04,16.117
2021-08-05,16.117
2021-08-06,16.117
2021-08-07,16.117
2021-08-08,16.117
2021-08-09,16.117
2021-08-10,16.117
2021-08-11,16.117
2021-08-12,16.117
2021-08-13,16.117
2021-08-14,16.117
2021-08-15,16.117
2021-08-16,16.117
2021-08-17,16.895
2021-08-18,16.895
2021-08-19,16.895
2021-08-20,16.895
2021-08-21,16.895
2021-08-22,16.895
2021-08-23,16.895
2021-08-24,16.895
2021-08-25,16.895
2021-08-26,16.895
2021-08-27,16.895
2021-08-28,16.895
2021-08-29,16.895
2021-08-30,16.895
2021-08-31,16.895
2021-09-01,16.895
2021-09-02,16.895
2021-09-03,16.895
2021-09-04,16.895
2021-09-05,16.895
2021-09-06,16.895
2021-09-07,16.895
2021-09-08,16.895
2021-09-09,16.895
2021-09-10,16.895
2021-09-11,16.895
2021-09-12,16.895
2021-09-13,16.895
2021-09-14,16.895
2021-09-15,16.895
2021-09-16,16.895
2021-09-17,16.895
2021-09-18,16.895
2021-09-19,16.895
2021-09-20,16.895
2021-09-21,16.895
2021-09-22,16.895
2021-09-23,16.895
2021-09-24,16.895
2021-09-25,16.895
2021-09-26,16.895
2021-09-27,16.895
2021-09-28,16.895
2021-09-29,16.895
2021-09-30,16.895
2021-10-01,16.895
2021-10-02,16.895
2021-10-03,16.895
2021-10-04,16.895
2021-10-05,16.895
2021-10-06,16.895
2021-10-07,16.895
2021-10-08,16.895
2021-10-09,16.895
2021-10-10,16.895
2021-10-11,16.895
2021-10-12,16.895
2021-10-13,16.273
2021-10-14,16.273
2021-10-15,16.273
2021-10-16,16.273
2021-10-17,16.273
2021-10-18,16.273
2021-10-19,16.273
2021-10-20,16.273
2021-10-21,16.273
2021-10-22,16.33
2021-10-23,16.353
2021-10-24,17.295
2021-10-25,17.295
2021-10-26,17.295
2021-10-27,17.295
2021-10-28,17.295
2021-10-29,17.295
2021-10-30,17.295
2021-10-31,17.295
2021-11-01,17.295
2021-11-02,17.295
2021-11-03,17.295
2021-11-04,17.295
2021-11-05,17.295
2021-11-06,17.295
2021-11-07,17.295
2021-11-08,17.295
2021-11-09,17.295
2021-11-10,17.295
2021-11-11,17.295
2021-11-12,17.295
2021-11-13,17.295
2021-11-14,17.295
2021-11-15,17.295
2021-11-16,17.295
2021-11-17,17.295
2021-11-18,17.295
2021-11-19,17.295
2021-11-20,17.295
2021-11-21,17.295
2021-11-22,17.295
2021-11-23,17.295
2021-11-24,17.295
2021-11-25,17.295
2021-11-26,17.295
2021-11-27,17.295
2021-11-28,17.295
2021-11-29,17.295
2021-11-30,17.295
2021-12-01,17.295
2021-12-02,17.295
2021-12-03,17.41
2021-12-04,17.41
2021-12-05,17.41
2021-12-06,17.41
2021-12-07,17.41
2021-12-08,17.41
2021-12-09,17.41
2021-12-10,17.41
2021-12-11,17.41
2021-12-12,17.41
2021-12-13,17.41
2021-12-14,17.41
2021-12-15,17.41
2021-12-16,17.41
2021-12-17,17.41
2021-12-18,17.41
2021-12-19,17.41
2021-12-20,17.41
2021-12-21,17.41
2021-12-22,17.41
2021-12-23,17.41
2021-12-24,17.41
2021-12-25,17.41
2021-12-26,17.41
2021-12-27,17.41
2021-12-28,17.41
2021-12-29,17.41
2021-12-30,17.41
2021-12-31,17.41
2022-01-01,17.41
2022-01-02,17.41
2022-01-03,17.832
2022-01-04,17.722
2022-01-05,17.722
2022-01-06,17.722
2022-01-07,17.722
2022-01-08,17.722
2022-01-09,17.722
2022-01-10,17.722
2022-01-11,17.722
2022-01-12,17.722
2022-01-13,17.722
2022-01-14,17.722
2022-01-15,17.722
2022-01-16,17.722
2022-01-17,17.722
2022-01-18,17.722
2022-01-19,17.722
2022-01-20,17.722
2022-01-21,17.722
2022-01-22,17.722
2022-01-23,17.722
2022-01-24,17.722
2022-01-25,17.722
2022-01-26,17.722
2022-01-27,17.722
2022-01-28,17.643
2022-01-29,17.686
2022-01-30,17.733
2022-01-31,17.573
2022-02-01,17.573
2022-02-02,17.573
2022-02-03,17.573
2022-02-04,17.573
2022-02-05,17.573
2022-02-06,17.573
2022-02-07,17.424
2022-02-08,17.424
2022-02-09,17.424
2022-02-10,17.424
2022-02-11,17.424
2022-02-12,17.424
2022-02-13,17.424
2022-02-14,17.358
2022-02-15,17.358
2022-02-16,17.358
2022-02-17,17.358
2022-02-18,17.155
2022-02-19,17.223
2022-02-20,17.248
2022-02-21,17.13
2022-02-22,16.884
2022-02-23,16.884
2022-02-24,16.884
2022-02-25,16.823
2022-02-26,16.823
2022-02-27,16.823
2022-02-28,16.823
2022-03-01,16.823
2022-03-02,16.823
2022-03-03,16.823
2022-03-04,16.823
2022-03-05,16.823
2022-03-06,16.823
2022-03-07,16.823
2022-03-08,16.823
2022-03-09,16.823
2022-03-10,16.823
2022-03-11,16.86
2022-03-12,16.86
2022-03-13,16.86
2022-03-14,16.86
2022-03-15,16.86
2022-03-16,16.86
2022-03-17,16.86
2022-03-18,16.86
2022-03-19,16.86
2022-03-20,16.86
2022-03-21,16.86
2022-03-22,16.86
2022-03-23,16.86
2022-03-24,16.86
2022-03-25,16.86
2022-03-26,16.86
2022-03-27,16.86
2022-03-28,16.86
2022-03-29,16.86
2022-03-30,16.86
2022-03-31,16.86
2022-04-01,16.86
2022-04-02,16.86
2022-04-03,16.86
2022-04-04,16.796
2022-04-05,16.796
2022-04-06,16.796
2022-04-07,16.796
2022-04-08,16.796
2022-04-09,16.796
2022-04-10,16.796
2022-04-11,16.81
2022-04-12,16.81
2022-04-13,16.81
2022-04-14,16.81
2022-04-15,16.81
2022-04-16,16.81
2022-04-17,16.81
2022-04-18,16.81
2022-04-19,16.81
2022-04-20,16.81
2022-04-21,16.81
2022-04-22,16.81
2022-04-23,16.81
2022-04-24,16.81
2022-04-25,16.81
2022-04-26,16.81
2022-04-27,16.75
2022-04-28,16.643
2022-04-29,16.643
2022-04-30,16.643
2022-05-01,16.643
2022-05-02,17.081
2022-05-03,17.261
2022-05-04,17.261
2022-05-05,17.261
2022-05-06,17.261
2022-05-07,17.261
2022-05-08,17.261
2022-05-09,17.261
2022-05-10,17.261
2022-05-11,17.261
2022-05-12,17.261
2022-05-13,17.261
2022-05-14,17.261
2022-05-15,17.261
2022-05-16,17.261
2022-05-17,17.261
2022-05-18,17.444
2022-05-19,17.444
2022-05-20,17.444
2022-05-21,17.444
2022-05-22,17.444
2022-05-23,17.444
2022-05-24,17.444
2022-05-25,17.444
2022-05-26,17.444
2022-05-27,17.458
2022-05-28,17.458
2022-05-29,17.458
2022-05-30,17.458
2022-05-31,17.458
2022-06-01,17.458
2022-06-02,17.458
2022-06-03,17.458
2022-06-04,17.458
2022-06-05,17.458
2022-06-06,17.458
2022-06-07,17.458
2022-06-08,17.458
2022-06-09,17.458
2022-06-10,17.458
2022-06-11,17.458
2022-06-12,17.458
2022-06-13,17.458
2022-06-14,17.458
2022-06-15,17.458
2022-06-16,17.458
2022-06-17,17.458
2022-06-18,17.458
2022-06-19,17.458
2022-06-20,17.458
2022-06-21,17.458
2022-06-22,17.458
2022-06-23,17.507
2022-06-24,17.507
2022-06-25,17.507
2022-06-26,17.507
2022-06-27,18.129
2022-06-28,18.228
2022-06-29,18.228
2022-06-30,18.228
2022-07-01,18.228
2022-07-02,18.228
2022-07-03,18.228
2022-07-04,18.228
2022-07-05,18.228
2022-07-06,17.804
2022-07-07,17.772
2022-07-08,17.82
2022-07-09,17.82
2022-07-10,17.82
2022-07-11,17.73
2022-07-12,17.748
2022-07-13,17.748
2022-07-14,17.748
2022-07-15,17.748
2022-07-16,17.748
2022-07-17,17.748
2022-07-18,17.748
2022-07-19,17.748
2022-07-20,17.748
2022-07-21,17.748
2022-07-22,17.748
2022-07-23,17.748
2022-07-24,17.748
2022-07-25,17.748
2022-07-26,17.748
2022-07-27,17.748
2022-07-28,17.748
2022-07-29,17.748
2022-07-30,17.748
2022-07-31,17.748
2022-08-01,17.664
2022-08-02,17.046
2022-08-03,17.046
2022-08-04,17.046
2022-08-05,17.046
2022-08-06,17.046
2022-08-07,17.046
2022-08-08,17.046
2022-08-09,17.046
2022-08-10,17.038
2022-08-11,17.038
2022-08-12,17.038
2022-08-13,17.038
2022-08-14,17.038
2022-08-15,17.038
2022-08-16,17.038
2022-08-17,17.038
2022-08-18,17.038
2022-08-19,17.038
2022-08-20,17.038
2022-08-21,17.038
2022-08-22,17.038
2022-08-23,17.038
2022-08-24,17.038
2022-08-25,17.038
2022-08-26,17.038
2022-08-27,17.038
2022-08-28,17.038
2022-08-29,17.038
2022-08-30,17.038
2022-08-31,17.038
2022-09-01,17.038
2022-09-02,17.038
2022-09-03,17.038
2022-09-04,17.038
2022-09-05,17.038
2022-09-06,17.038
2022-09-07,17.038
2022-09-08,17.038
2022-09-09,17.038
2022-09-10,17.038
2022-09-11,17.038
2022-09-12,17.038
2022-09-13,17.038
2022-09-14,17.038
2022-09-15,17.038
2022-09-16,17.038
2022-09-17,17.038
2022-09-18,17.038
2022-09-19,17.038
2022-09-20,17.038
2022-09-21,17.038
2022-09-22,17.038
2022-09-23,17.038
2022-09-24,17.038
2022-09-25,17.24
2022-09-26,17.038
2022-09-27,17.038
2022-09-28,17.038
2022-09-29,17.038
2022-09-30,17.038
2022-10-01,17.038
2022-10-02,17.038
2022-10-03,16.702
2022-10-04,16.72
2022-10-05,16.72
2022-10-06,16.26
2022-10-07,16.26
2022-10-08,16.26
2022-10-09,16.14
2022-10-10,16.14
2022-10-11,16.14
2022-10-12,15.865
2022-10-13,15.865
2022-10-14,15.865
2022-10-15,15.865
2022-10-16,15.865
2022-10-17,15.865
2022-10-18,15.865
2022-10-19,15.865
2022-10-20,15.974
2022-10-21,15.865
2022-10-22,15.865
2022-10-23,15.865
2022-10-24,15.424
2022-10-25,15.424
2022-10-26,15.424
2022-10-27,15.424
2022-10-28,15.424
2022-10-29,15.424
2022-10-30,15.424
2022-10-31,15.424
2022-11-01,15.424
2022-11-02,15.424
2022-11-03,15.497
2022-11-04,15.511
2022-11-05,15.511
2022-11-06,15.52
2022-11-07,15.629
2022-11-08,15.536
2022-11-09,15.495
2022-11-10,15.47
2022-11-11,15.47
2022-11-12,15.47
2022-11-13,15.47
2022-11-14,15.337
2022-11-15,15.337
2022-11-16,15.118
2022-11-17,15.118
2022-11-18,15.118
2022-11-19,15.118
2022-11-20,15.118
2022-11-21,15.118
2022-11-22,15.118
2022-11-23,15.118
2022-11-24,15.118
2022-11-25,15.118
2022-11-26,15.118
2022-11-27,15.118
2022-11-28,15.118
2022-11-29,15.118
2022-11-30,15.118
2022-12-01,15.118
2022-12-02,15.118
2022-12-03,15.118
2022-12-04,15.118
2022-12-05,15.268
2022-12-06,15.268
2022-12-07,15.268
2022-12-08,15.268
2022-12-09,15.268
2022-12-10,15.268
2022-12-11,15.268
2022-12-12,15.184
2022-12-13,15.184
2022-12-14,15.121
2022-12-15,15.078
2022-12-16,15.078
2022-12-17,15.078
2022-12-18,15.078
2022-12-19,15.201
2022-12-20,15.201
2022-12-21,15.034
2022-12-22,15.034
2022-12-23,15.034
2022-12-24,15.034
2022-12-25,15.034
2022-12-26,15.034
2022-12-27,15.034
2022-12-28,15.034
2022-12-29,15.034
2022-12-30,15.034
2022-12-31,15.034
2023-01-01,15.034
2023-01-02,15.034
2023-01-03,15.034
2023-01-04,15.034
2023-01-05,15.034
2023-01-06,15.034
2023-01-07,15.034
2023-01-08,15.034
2023-01-09,15.034
2023-01-10,14.992
2023-01-11,14.95
2023-01-12,14.95
2023-01-13,14.95
2023-01-14,14.95
2023-01-15,14.95
2023-01-16,14.95
2023-01-17,14.95
2023-01-18,15.004
2023-01-19,15.004
2023-01-20,14.946
2023-01-21,14.946
2023-01-22,14.946
2023-01-23,14.946
2023-01-24,14.935
2023-01-25,14.935
2023-01-26,14.935
2023-01-27,14.935
2023-01-28,14.935
2023-01-29,14.935
2023-01-30,15.048
2023-01-31,15.048
2023-02-01,15.048
2023-02-02,15.048
2023-02-03,15.048
2023-02-04,15.048
2023-02-05,15.048
2023-02-06,15.048
2023-02-07,15.048
2023-02-08,15.048
2023-02-09,15.048
2023-02-10,15.048
2023-02-11,15.048
2023-02-12,15.048
2023-02-13,15.048
2023-02-14,15.048
2023-02-15,15.048
2023-02-16,15.048
2023-02-17,15.048
2023-02-18,15.048
2023-02-19,15.048
2023-02-20,15.048
2023-02-21,15.048
2023-02-22,15.048
2023-02-23,15.008
2023-02-24,14.84
2023-02-25,14.844
2023-02-26,14.769
2023-02-27,14.483
2023-02-28,14.465
2023-03-01,14.538
2023-03-02,14.538
2023-03-03,14.538
2023-03-04,14.538
2023-03-05,14.538
2023-03-06,14.525
2023-03-07,14.525
2023-03-08,14.525
2023-03-09,14.453
2023-03-10,14.453
2023-03-11,14.453
2023-03-12,14.453
2023-03-13,14.346
2023-03-14,14.346
2023-03-15,14.346
2023-03-16,14.346
2023-03-17,14.346
2023-03-18,14.346
2023-03-19,14.346
2023-03-20,14.346
2023-03-21,14.346
2023-03-22,14.346
2023-03-23,14.345
2023-03-24,14.345
2023-03-25,14.345
2023-03-26,14.345
2023-03-27,14.345
2023-03-28,14.345
2023-03-29,14.345
2023-03-30,14.345
2023-03-31,14.345
2023-04-01,14.345
2023-04-02,14.345
2023-04-03,14.345
2023-04-04,14.345
2023-04-05,14.364
2023-04-06,14.364
2023-04-07,14.364
2023-04-08,14.364
2023-04-09,14.364
2023-04-10,14.386
2023-04-11,14.386
2023-04-12,14.386
2023-04-13,14.347
2023-04-14,14.347
2023-04-15,14.347
2023-04-16,14.347
2023-04-17,14.347
2023-04-18,14.347
2023-04-19,14.347
2023-04-20,14.241
2023-04-21,14.241
2023-04-22,14.241
2023-04-23,14.241
2023-04-24,14.098
2023-04-25,14.098
2023-04-26,14.098
2023-04-27,14.098
2023-04-28,14.098
2023-04-29,14.098
2023-04-30,14.098
2023-05-01,14.098
2023-05-02,14.098
2023-05-03,14.098
2023-05-04,14.098
2023-05-05,14.098
2023-05-06,14.098
2023-05-07,14.098
2023-05-08,14.098
2023-05-09,14.065
2023-05-10,13.94
2023-05-11,13.747
2023-05-12,13.77
2023-05-13,13.77
2023-05-14,13.775
2023-05-15,13.775
2023-05-16,13.775
2023-05-17,13.775
2023-05-18,13.775
2023-05-19,13.775
2023-05-20,13.775
2023-05-21,13.775
2023-05-22,13.775
2023-05-23,13.861
2023-05-24,13.861
2023-05-25,13.861
2023-05-26,13.861
2023-05-27,13.861
2023-05-28,13.798
2023-05-29,13.936
2023-05-30,13.936
2023-05-31,13.936
2023-06-01,13.879
2023-06-02,13.879
2023-06-03,13.879
2023-06-04,13.879
2023-06-05,13.879
2023-06-06,13.879
2023-06-07,13.879
2023-06-08,13.874
2023-06-09,13.874
2023-06-10,13.874
2023-06-11,13.874
2023-06-12,13.898
2023-06-13,13.878
2023-06-14,13.878
2023-06-15,13.878
2023-06-16,13.878
2023-06-17,13.878
2023-06-18,13.878
2023-06-19,13.878
2023-06-20,13.878
2023-06-21,13.9
2023-06-22,13.881
2023-06-23,13.879
2023-06-24,13.813
2023-06-25,13.813
2023-06-26,13.813
2023-06-27,13.813
2023-06-28,13.801
2023-06-29,13.801
2023-06-30,13.801
2023-07-01,13.801
2023-07-02,13.801
2023-07-03,13.801
2023-07-04,13.801
2023-07-05,13.801
2023-07-06,13.801
2023-07-07,13.801
2023-07-08,13.801
2023-07-09,13.801
2023-07-10,13.802
2023-07-11,13.863
2023-07-12,13.863
2023-07-13,13.863
2023-07-14,13.863
2023-07-15,13.863
2023-07-16,13.863
2023-07-17,13.785
2023-07-18,13.75
2023-07-19,13.75
2023-07-20,13.75
2023-07-21,13.75
2023-07-22,13.75
2023-07-23,13.75
2023-07-24,13.75
2023-07-25,13.75
