,ZBRA US Equity
2021-06-13,22.52
2021-06-14,22.52
2021-06-15,22.52
2021-06-16,22.52
2021-06-17,22.52
2021-06-18,22.52
2021-06-19,22.52
2021-06-20,22.52
2021-06-21,22.52
2021-06-22,22.52
2021-06-23,22.52
2021-06-24,22.52
2021-06-25,22.52
2021-06-26,22.52
2021-06-27,22.52
2021-06-28,22.52
2021-06-29,22.52
2021-06-30,22.52
2021-07-01,22.52
2021-07-02,22.52
2021-07-03,22.52
2021-07-04,22.52
2021-07-05,22.52
2021-07-06,22.52
2021-07-07,22.52
2021-07-08,22.52
2021-07-09,22.52
2021-07-10,22.52
2021-07-11,22.52
2021-07-12,22.52
2021-07-13,22.52
2021-07-14,22.52
2021-07-15,22.52
2021-07-16,22.52
2021-07-17,22.52
2021-07-18,22.52
2021-07-19,22.52
2021-07-20,22.52
2021-07-21,22.52
2021-07-22,22.52
2021-07-23,22.52
2021-07-24,22.52
2021-07-25,22.52
2021-07-26,22.52
2021-07-27,22.52
2021-07-28,22.52
2021-07-29,22.52
2021-07-30,22.52
2021-07-31,22.52
2021-08-01,22.52
2021-08-02,22.52
2021-08-03,22.52
2021-08-04,22.73
2021-08-05,22.73
2021-08-06,22.73
2021-08-07,22.73
2021-08-08,22.73
2021-08-09,22.73
2021-08-10,22.73
2021-08-11,22.73
2021-08-12,22.73
2021-08-13,22.73
2021-08-14,22.73
2021-08-15,22.73
2021-08-16,22.73
2021-08-17,22.73
2021-08-18,22.73
2021-08-19,22.73
2021-08-20,22.73
2021-08-21,22.73
2021-08-22,22.73
2021-08-23,22.73
2021-08-24,22.73
2021-08-25,22.73
2021-08-26,22.73
2021-08-27,22.73
2021-08-28,22.73
2021-08-29,22.73
2021-08-30,22.73
2021-08-31,22.73
2021-09-01,22.73
2021-09-02,22.73
2021-09-03,22.73
2021-09-04,22.73
2021-09-05,22.73
2021-09-06,22.73
2021-09-07,22.73
2021-09-08,22.73
2021-09-09,22.73
2021-09-10,22.73
2021-09-11,22.73
2021-09-12,22.73
2021-09-13,22.73
2021-09-14,22.73
2021-09-15,22.73
2021-09-16,22.73
2021-09-17,22.73
2021-09-18,22.73
2021-09-19,22.73
2021-09-20,22.73
2021-09-21,22.73
2021-09-22,22.73
2021-09-23,22.73
2021-09-24,22.73
2021-09-25,22.73
2021-09-26,22.73
2021-09-27,22.73
2021-09-28,22.73
2021-09-29,22.73
2021-09-30,22.73
2021-10-01,22.73
2021-10-02,22.73
2021-10-03,22.73
2021-10-04,22.73
2021-10-05,22.73
2021-10-06,22.73
2021-10-07,22.73
2021-10-08,22.73
2021-10-09,22.73
2021-10-10,22.73
2021-10-11,22.73
2021-10-12,22.73
2021-10-13,22.73
2021-10-14,22.73
2021-10-15,22.73
2021-10-16,22.73
2021-10-17,22.73
2021-10-18,22.73
2021-10-19,22.73
2021-10-20,22.73
2021-10-21,22.73
2021-10-22,22.73
2021-10-23,22.73
2021-10-24,22.73
2021-10-25,22.73
2021-10-26,22.73
2021-10-27,22.73
2021-10-28,22.73
2021-10-29,22.73
2021-10-30,22.73
2021-10-31,22.73
2021-11-01,22.73
2021-11-02,22.73
2021-11-03,24.68
2021-11-04,24.68
2021-11-05,24.68
2021-11-06,24.68
2021-11-07,24.68
2021-11-08,24.55
2021-11-09,24.55
2021-11-10,24.55
2021-11-11,24.55
2021-11-12,24.55
2021-11-13,24.55
2021-11-14,24.55
2021-11-15,24.55
2021-11-16,24.55
2021-11-17,24.55
2021-11-18,24.55
2021-11-19,24.55
2021-11-20,24.55
2021-11-21,24.55
2021-11-22,24.55
2021-11-23,24.55
2021-11-24,24.55
2021-11-25,24.55
2021-11-26,24.55
2021-11-27,24.55
2021-11-28,24.55
2021-11-29,24.55
2021-11-30,24.55
2021-12-01,24.55
2021-12-02,24.55
2021-12-03,24.55
2021-12-04,24.55
2021-12-05,24.55
2021-12-06,24.55
2021-12-07,24.55
2021-12-08,24.55
2021-12-09,24.55
2021-12-10,24.55
2021-12-11,24.55
2021-12-12,24.55
2021-12-13,24.55
2021-12-14,24.55
2021-12-15,24.55
2021-12-16,24.55
2021-12-17,24.55
2021-12-18,24.55
2021-12-19,24.55
2021-12-20,24.61
2021-12-21,24.61
2021-12-22,24.61
2021-12-23,24.61
2021-12-24,24.61
2021-12-25,24.61
2021-12-26,24.61
2021-12-27,24.61
2021-12-28,24.61
2021-12-29,24.61
2021-12-30,24.61
2021-12-31,24.61
2022-01-01,24.61
2022-01-02,24.61
2022-01-03,24.61
2022-01-04,24.61
2022-01-05,24.61
2022-01-06,24.61
2022-01-07,24.61
2022-01-08,24.61
2022-01-09,24.61
2022-01-10,24.61
2022-01-11,24.61
2022-01-12,24.61
2022-01-13,24.61
2022-01-14,24.61
2022-01-15,24.61
2022-01-16,24.61
2022-01-17,24.61
2022-01-18,24.61
2022-01-19,24.61
2022-01-20,24.61
2022-01-21,24.61
2022-01-22,24.61
2022-01-23,24.61
2022-01-24,24.61
2022-01-25,24.61
2022-01-26,24.61
2022-01-27,24.61
2022-01-28,24.61
2022-01-29,24.61
2022-01-30,24.61
2022-01-31,24.61
2022-02-01,24.61
2022-02-02,24.61
2022-02-03,24.61
2022-02-04,24.61
2022-02-05,24.61
2022-02-06,24.61
2022-02-07,24.61
2022-02-08,24.61
2022-02-09,24.61
2022-02-10,24.61
2022-02-11,24.593
2022-02-12,24.593
2022-02-13,24.593
2022-02-14,24.593
2022-02-15,24.593
2022-02-16,24.593
2022-02-17,24.593
2022-02-18,24.593
2022-02-19,24.593
2022-02-20,24.593
2022-02-21,24.593
2022-02-22,24.593
2022-02-23,24.593
2022-02-24,24.593
2022-02-25,24.593
2022-02-26,24.593
2022-02-27,24.593
2022-02-28,24.593
2022-03-01,24.593
2022-03-02,24.593
2022-03-03,24.593
2022-03-04,24.593
2022-03-05,24.593
2022-03-06,24.593
2022-03-07,24.593
2022-03-08,24.593
2022-03-09,24.593
2022-03-10,24.593
2022-03-11,24.593
2022-03-12,24.593
2022-03-13,24.593
2022-03-14,24.593
2022-03-15,24.593
2022-03-16,24.677
2022-03-17,24.677
2022-03-18,24.677
2022-03-19,24.677
2022-03-20,24.677
2022-03-21,24.677
2022-03-22,24.677
2022-03-23,24.677
2022-03-24,24.677
2022-03-25,24.677
2022-03-26,24.677
2022-03-27,24.677
2022-03-28,24.677
2022-03-29,24.677
2022-03-30,24.677
2022-03-31,24.677
2022-04-01,24.677
2022-04-02,24.677
2022-04-03,24.677
2022-04-04,24.677
2022-04-05,24.01
2022-04-06,24.01
2022-04-07,24.01
2022-04-08,24.01
2022-04-09,24.01
2022-04-10,24.01
2022-04-11,24.01
2022-04-12,24.01
2022-04-13,24.01
2022-04-14,24.013
2022-04-15,24.013
2022-04-16,24.013
2022-04-17,24.013
2022-04-18,24.013
2022-04-19,24.013
2022-04-20,24.013
2022-04-21,24.013
2022-04-22,24.013
2022-04-23,24.013
2022-04-24,24.013
2022-04-25,24.013
2022-04-26,24.013
2022-04-27,24.013
2022-04-28,24.013
2022-04-29,24.013
2022-04-30,24.013
2022-05-01,24.013
2022-05-02,24.013
2022-05-03,23.968
2022-05-04,23.92
2022-05-05,23.92
2022-05-06,23.92
2022-05-07,23.92
2022-05-08,23.92
2022-05-09,23.92
2022-05-10,23.92
2022-05-11,23.92
2022-05-12,24.103
2022-05-13,24.103
2022-05-14,24.103
2022-05-15,24.103
2022-05-16,24.103
2022-05-17,24.103
2022-05-18,24.103
2022-05-19,24.103
2022-05-20,24.103
2022-05-21,24.103
2022-05-22,24.103
2022-05-23,23.91
2022-05-24,23.91
2022-05-25,23.91
2022-05-26,23.91
2022-05-27,23.91
2022-05-28,23.91
2022-05-29,23.91
2022-05-30,23.91
2022-05-31,23.91
2022-06-01,23.91
2022-06-02,23.756
2022-06-03,23.756
2022-06-04,23.756
2022-06-05,23.756
2022-06-06,23.718
2022-06-07,23.718
2022-06-08,23.718
2022-06-09,23.718
2022-06-10,23.718
2022-06-11,23.718
2022-06-12,23.718
2022-06-13,23.718
2022-06-14,23.718
2022-06-15,23.718
2022-06-16,23.718
2022-06-17,23.718
2022-06-18,23.718
2022-06-19,23.718
2022-06-20,23.718
2022-06-21,23.718
2022-06-22,23.718
2022-06-23,23.718
2022-06-24,23.718
2022-06-25,23.718
2022-06-26,23.718
2022-06-27,23.718
2022-06-28,23.718
2022-06-29,23.718
2022-06-30,23.538
2022-07-01,23.314
2022-07-02,23.314
2022-07-03,23.314
2022-07-04,23.314
2022-07-05,23.314
2022-07-06,23.314
2022-07-07,23.314
2022-07-08,23.314
2022-07-09,23.314
2022-07-10,23.314
2022-07-11,23.314
2022-07-12,23.314
2022-07-13,23.314
2022-07-14,23.332
2022-07-15,23.332
2022-07-16,23.332
2022-07-17,23.332
2022-07-18,23.332
2022-07-19,23.332
2022-07-20,23.332
2022-07-21,23.332
2022-07-22,23.332
2022-07-23,23.332
2022-07-24,23.332
2022-07-25,23.332
2022-07-26,23.332
2022-07-27,23.332
2022-07-28,23.332
2022-07-29,23.332
2022-07-30,23.332
2022-07-31,23.332
2022-08-01,23.332
2022-08-02,22.885
2022-08-03,22.57
2022-08-04,22.343
2022-08-05,22.343
2022-08-06,22.343
2022-08-07,22.343
2022-08-08,22.343
2022-08-09,22.721
2022-08-10,22.721
2022-08-11,22.721
2022-08-12,22.721
2022-08-13,22.721
2022-08-14,22.721
2022-08-15,22.721
2022-08-16,22.721
2022-08-17,22.721
2022-08-18,22.721
2022-08-19,22.721
2022-08-20,22.721
2022-08-21,22.721
2022-08-22,22.721
2022-08-23,22.721
2022-08-24,22.721
2022-08-25,22.721
2022-08-26,22.721
2022-08-27,22.721
2022-08-28,22.721
2022-08-29,22.721
2022-08-30,22.721
2022-08-31,22.721
2022-09-01,22.721
2022-09-02,22.721
2022-09-03,22.721
2022-09-04,22.721
2022-09-05,22.721
2022-09-06,22.721
2022-09-07,22.721
2022-09-08,22.721
2022-09-09,22.721
2022-09-10,22.721
2022-09-11,22.721
2022-09-12,22.721
2022-09-13,22.721
2022-09-14,22.721
2022-09-15,22.721
2022-09-16,22.721
2022-09-17,22.721
2022-09-18,22.721
2022-09-19,22.721
2022-09-20,22.721
2022-09-21,22.721
2022-09-22,22.721
2022-09-23,22.721
2022-09-24,22.721
2022-09-25,22.721
2022-09-26,22.721
2022-09-27,22.721
2022-09-28,22.721
2022-09-29,22.721
2022-09-30,22.721
2022-10-01,22.721
2022-10-02,22.721
2022-10-03,22.721
2022-10-04,22.721
2022-10-05,22.721
2022-10-06,22.283
2022-10-07,22.283
2022-10-08,22.283
2022-10-09,22.283
2022-10-10,22.283
2022-10-11,22.283
2022-10-12,22.263
2022-10-13,22.263
2022-10-14,21.743
2022-10-15,21.743
2022-10-16,21.743
2022-10-17,21.743
2022-10-18,21.743
2022-10-19,21.743
2022-10-20,21.743
2022-10-21,21.486
2022-10-22,21.486
2022-10-23,21.486
2022-10-24,21.486
2022-10-25,21.486
2022-10-26,21.486
2022-10-27,21.486
2022-10-28,21.486
2022-10-29,21.486
2022-10-30,21.486
2022-10-31,21.486
2022-11-01,20.731
2022-11-02,20.819
2022-11-03,20.652
2022-11-04,20.652
2022-11-05,20.652
2022-11-06,20.652
2022-11-07,20.652
2022-11-08,20.652
2022-11-09,20.652
2022-11-10,20.652
2022-11-11,20.652
2022-11-12,20.652
2022-11-13,20.652
2022-11-14,20.652
2022-11-15,20.652
2022-11-16,20.652
2022-11-17,20.652
2022-11-18,20.652
2022-11-19,20.652
2022-11-20,20.652
2022-11-21,20.652
2022-11-22,20.652
2022-11-23,20.652
2022-11-24,20.652
2022-11-25,20.652
2022-11-26,20.652
2022-11-27,20.652
2022-11-28,20.652
2022-11-29,20.652
2022-11-30,20.652
2022-12-01,20.652
2022-12-02,20.652
2022-12-03,20.652
2022-12-04,20.652
2022-12-05,20.652
2022-12-06,20.652
2022-12-07,20.652
2022-12-08,20.652
2022-12-09,20.652
2022-12-10,20.652
2022-12-11,20.652
2022-12-12,20.481
2022-12-13,20.481
2022-12-14,20.481
2022-12-15,20.481
2022-12-16,20.481
2022-12-17,20.481
2022-12-18,20.481
2022-12-19,20.285
2022-12-20,20.285
2022-12-21,20.285
2022-12-22,20.285
2022-12-23,20.285
2022-12-24,20.285
2022-12-25,20.285
2022-12-26,20.285
2022-12-27,20.285
2022-12-28,20.285
2022-12-29,20.285
2022-12-30,20.285
2022-12-31,20.285
2023-01-01,20.285
2023-01-02,20.285
2023-01-03,20.285
2023-01-04,20.285
2023-01-05,20.285
2023-01-06,20.285
2023-01-07,20.285
2023-01-08,20.285
2023-01-09,20.285
2023-01-10,20.285
2023-01-11,20.285
2023-01-12,20.306
2023-01-13,20.306
2023-01-14,20.306
2023-01-15,20.306
2023-01-16,20.306
2023-01-17,20.482
2023-01-18,20.482
2023-01-19,20.482
2023-01-20,20.482
2023-01-21,20.482
2023-01-22,20.482
2023-01-23,20.482
2023-01-24,20.482
2023-01-25,20.314
2023-01-26,20.314
2023-01-27,20.314
2023-01-28,20.314
2023-01-29,20.314
2023-01-30,20.314
2023-01-31,20.314
2023-02-01,20.243
2023-02-02,20.243
2023-02-03,20.243
2023-02-04,20.243
2023-02-05,20.243
2023-02-06,20.243
2023-02-07,20.243
2023-02-08,20.243
2023-02-09,20.197
2023-02-10,20.197
2023-02-11,20.197
2023-02-12,20.197
2023-02-13,20.197
2023-02-14,20.197
2023-02-15,20.197
2023-02-16,19.818
2023-02-17,19.461
2023-02-18,19.461
2023-02-19,19.461
2023-02-20,19.461
2023-02-21,19.461
2023-02-22,19.461
2023-02-23,19.393
2023-02-24,19.393
2023-02-25,19.393
2023-02-26,19.393
2023-02-27,19.393
2023-02-28,19.393
2023-03-01,19.393
2023-03-02,19.393
2023-03-03,19.393
2023-03-04,19.393
2023-03-05,19.393
2023-03-06,19.393
2023-03-07,19.393
2023-03-08,19.393
2023-03-09,19.393
2023-03-10,19.393
2023-03-11,19.393
2023-03-12,19.393
2023-03-13,19.393
2023-03-14,19.393
2023-03-15,19.393
2023-03-16,19.393
2023-03-17,19.393
2023-03-18,19.393
2023-03-19,19.393
2023-03-20,19.393
2023-03-21,19.393
2023-03-22,19.393
2023-03-23,19.393
2023-03-24,19.393
2023-03-25,19.393
2023-03-26,19.393
2023-03-27,19.393
2023-03-28,19.478
2023-03-29,19.478
2023-03-30,19.478
2023-03-31,19.478
2023-04-01,19.478
2023-04-02,19.478
2023-04-03,19.478
2023-04-04,19.478
2023-04-05,19.478
2023-04-06,19.478
2023-04-07,19.478
2023-04-08,19.478
2023-04-09,19.478
2023-04-10,19.478
2023-04-11,19.478
2023-04-12,19.478
2023-04-13,19.478
2023-04-14,19.478
2023-04-15,19.478
2023-04-16,19.478
2023-04-17,19.503
2023-04-18,19.503
2023-04-19,19.503
2023-04-20,19.503
2023-04-21,19.503
2023-04-22,19.503
2023-04-23,19.503
2023-04-24,19.5
2023-04-25,19.5
2023-04-26,19.5
2023-04-27,19.5
2023-04-28,19.5
2023-04-29,19.5
2023-04-30,19.5
2023-05-01,19.5
2023-05-02,18.919
2023-05-03,18.313
2023-05-04,18.313
2023-05-05,18.313
2023-05-06,18.313
2023-05-07,18.313
2023-05-08,18.313
2023-05-09,18.313
2023-05-10,18.178
2023-05-11,18.178
2023-05-12,18.178
2023-05-13,18.178
2023-05-14,18.178
2023-05-15,18.178
2023-05-16,18.178
2023-05-17,18.178
2023-05-18,18.178
2023-05-19,18.178
2023-05-20,18.178
2023-05-21,18.178
2023-05-22,18.178
2023-05-23,18.178
2023-05-24,18.178
2023-05-25,18.178
2023-05-26,18.178
2023-05-27,18.178
2023-05-28,18.178
2023-05-29,18.178
2023-05-30,18.178
2023-05-31,18.178
2023-06-01,18.178
2023-06-02,18.178
2023-06-03,18.178
2023-06-04,18.178
2023-06-05,18.144
2023-06-06,18.144
2023-06-07,18.144
2023-06-08,18.181
2023-06-09,18.181
2023-06-10,18.181
2023-06-11,18.181
2023-06-12,18.181
2023-06-13,18.181
2023-06-14,18.181
2023-06-15,18.181
2023-06-16,18.181
2023-06-17,18.181
2023-06-18,18.181
2023-06-19,18.181
2023-06-20,18.181
2023-06-21,18.181
2023-06-22,18.181
2023-06-23,18.181
2023-06-24,18.181
2023-06-25,18.181
2023-06-26,18.181
2023-06-27,18.181
2023-06-28,18.181
2023-06-29,18.181
2023-06-30,18.181
2023-07-01,18.181
2023-07-02,18.181
2023-07-03,18.168
2023-07-04,18.168
2023-07-05,18.168
2023-07-06,18.168
2023-07-07,18.168
2023-07-08,18.168
2023-07-09,18.168
2023-07-10,18.168
2023-07-11,18.166
2023-07-12,18.166
2023-07-13,18.166
2023-07-14,18.166
2023-07-15,18.166
2023-07-16,18.166
2023-07-17,18.166
2023-07-18,18.166
2023-07-19,18.176
2023-07-20,18.166
2023-07-21,18.166
2023-07-22,18.166
2023-07-23,18.166
2023-07-24,18.166
2023-07-25,18.166
2023-07-26,18.166
2023-07-27,18.166
2023-07-28,18.126
2023-07-29,18.126
2023-07-30,18.099
2023-07-31,18.099
2023-08-01,14.405
2023-08-02,11.855
2023-08-03,11.855
2023-08-04,11.855
2023-08-05,11.855
2023-08-06,11.855
2023-08-07,11.855
2023-08-08,11.855
2023-08-09,11.855
2023-08-10,11.855
2023-08-11,11.855
2023-08-12,11.855
2023-08-13,11.95
2023-08-14,11.95
2023-08-15,11.95
2023-08-16,11.855
2023-08-17,11.855
2023-08-18,11.731
2023-08-19,11.731
2023-08-20,11.731
2023-08-21,11.731
2023-08-22,11.731
2023-08-23,11.732
2023-08-24,11.732
2023-08-25,11.732
2023-08-26,11.732
2023-08-27,11.732
2023-08-28,11.732
2023-08-29,11.732
2023-08-30,11.732
2023-08-31,11.732
2023-09-01,11.732
2023-09-02,11.732
2023-09-03,11.732
2023-09-04,11.732
2023-09-05,11.732
2023-09-06,11.732
2023-09-07,11.732
2023-09-08,11.732
2023-09-09,11.732
2023-09-10,11.732
2023-09-11,11.732
2023-09-12,11.732
2023-09-13,11.732
2023-09-14,11.732
