,DFS US Equity
2020-11-10,7.01
2020-11-11,7.01
2020-11-12,7.01
2020-11-13,7.01
2020-11-14,7.01
2020-11-15,7.01
2020-11-16,7.01
2020-11-17,7.01
2020-11-18,7.01
2020-11-19,7.01
2020-11-20,7.01
2020-11-21,7.01
2020-11-22,7.01
2020-11-23,7.01
2020-11-24,7.01
2020-11-25,7.01
2020-11-26,7.01
2020-11-27,7.01
2020-11-28,7.01
2020-11-29,7.01
2020-11-30,7.01
2020-12-01,7.01
2020-12-02,7.01
2020-12-03,7.01
2020-12-04,7.01
2020-12-05,7.01
2020-12-06,7.01
2020-12-07,7.01
2020-12-08,7.01
2020-12-09,7.01
2020-12-10,7.01
2020-12-11,7.01
2020-12-12,7.01
2020-12-13,7.01
2020-12-14,7.01
2020-12-15,7.01
2020-12-16,7.01
2020-12-17,7.01
2020-12-18,7.01
2020-12-19,7.01
2020-12-20,7.01
2020-12-21,7.01
2020-12-22,7.01
2020-12-23,7.01
2020-12-24,7.01
2020-12-25,7.01
2020-12-26,7.01
2020-12-27,7.01
2020-12-28,7.01
2020-12-29,7.01
2020-12-30,7.01
2020-12-31,7.01
2021-01-01,7.01
2021-01-02,7.01
2021-01-03,7.01
2021-01-04,7.01
2021-01-05,7.01
2021-01-06,7.01
2021-01-07,7.01
2021-01-08,7.01
2021-01-09,7.01
2021-01-10,7.01
2021-01-11,7.01
2021-01-12,7.01
2021-01-13,7.01
2021-01-14,7.01
2021-01-15,7.01
2021-01-16,7.01
2021-01-17,7.01
2021-01-18,7.01
2021-01-19,7.01
2021-01-20,7.01
2021-01-21,7.01
2021-01-22,7.01
2021-01-23,7.01
2021-01-24,7.01
2021-01-25,7.01
2021-01-26,7.01
2021-01-27,7.01
2021-01-28,7.01
2021-01-29,7.01
2021-01-30,7.01
2021-01-31,7.01
2021-02-01,7.01
2021-02-02,7.01
2021-02-03,7.01
2021-02-04,7.01
2021-02-05,7.01
2021-02-06,7.01
2021-02-07,7.01
2021-02-08,7.01
2021-02-09,7.01
2021-02-10,7.01
2021-02-11,7.01
2021-02-12,7.01
2021-02-13,7.01
2021-02-14,7.01
2021-02-15,7.01
2021-02-16,7.01
2021-02-17,7.01
2021-02-18,7.01
2021-02-19,7.01
2021-02-20,7.01
2021-02-21,7.01
2021-02-22,7.01
2021-02-23,7.01
2021-02-24,7.01
2021-02-25,7.01
2021-02-26,7.01
2021-02-27,7.01
2021-02-28,7.01
2021-03-01,7.01
2021-03-02,7.01
2021-03-03,7.01
2021-03-04,7.01
2021-03-05,7.01
2021-03-06,7.01
2021-03-07,7.01
2021-03-08,7.01
2021-03-09,7.01
2021-03-10,7.01
2021-03-11,7.01
2021-03-12,7.01
2021-03-13,7.01
2021-03-14,7.01
2021-03-15,7.01
2021-03-16,7.01
2021-03-17,7.01
2021-03-18,7.01
2021-03-19,7.01
2021-03-20,7.01
2021-03-21,7.01
2021-03-22,7.01
2021-03-23,7.01
2021-03-24,7.01
2021-03-25,7.01
2021-03-26,7.01
2021-03-27,7.01
2021-03-28,7.01
2021-03-29,7.01
2021-03-30,7.01
2021-03-31,7.01
2021-04-01,7.01
2021-04-02,7.01
2021-04-03,7.01
2021-04-04,7.01
2021-04-05,7.01
2021-04-06,7.01
2021-04-07,7.01
2021-04-08,7.01
2021-04-09,7.01
2021-04-10,7.01
2021-04-11,7.01
2021-04-12,7.01
2021-04-13,7.01
2021-04-14,7.01
2021-04-15,7.01
2021-04-16,7.01
2021-04-17,7.01
2021-04-18,7.01
2021-04-19,7.01
2021-04-20,7.01
2021-04-21,7.01
2021-04-22,7.01
2021-04-23,7.01
2021-04-24,7.01
2021-04-25,7.01
2021-04-26,7.01
2021-04-27,7.01
2021-04-28,7.01
2021-04-29,7.01
2021-04-30,7.01
2021-05-01,7.01
2021-05-02,7.01
2021-05-03,7.01
2021-05-04,7.01
2021-05-05,7.01
2021-05-06,7.01
2021-05-07,7.01
2021-05-08,7.01
2021-05-09,7.01
2021-05-10,7.01
2021-05-11,7.01
2021-05-12,7.01
2021-05-13,7.01
2021-05-14,7.01
2021-05-15,7.01
2021-05-16,7.01
2021-05-17,7.01
2021-05-18,7.01
2021-05-19,7.01
2021-05-20,7.01
2021-05-21,7.01
2021-05-22,7.01
2021-05-23,7.01
2021-05-24,7.01
2021-05-25,7.01
2021-05-26,7.01
2021-05-27,7.01
2021-05-28,7.01
2021-05-29,7.01
2021-05-30,7.01
2021-05-31,7.01
2021-06-01,7.01
2021-06-02,7.01
2021-06-03,7.01
2021-06-04,7.01
2021-06-05,7.01
2021-06-06,7.01
2021-06-07,7.01
2021-06-08,7.01
2021-06-09,7.01
2021-06-10,7.01
2021-06-11,7.01
2021-06-12,7.01
2021-06-13,7.01
2021-06-14,7.01
2021-06-15,7.01
2021-06-16,7.01
2021-06-17,7.01
2021-06-18,7.01
2021-06-19,7.01
2021-06-20,7.01
2021-06-21,7.01
2021-06-22,7.01
2021-06-23,7.01
2021-06-24,7.01
2021-06-25,7.01
2021-06-26,7.01
2021-06-27,7.01
2021-06-28,7.01
2021-06-29,7.01
2021-06-30,7.01
2021-07-01,7.01
2021-07-02,7.01
2021-07-03,7.01
2021-07-04,7.01
2021-07-05,7.01
2021-07-06,7.01
2021-07-07,7.01
2021-07-08,7.01
2021-07-09,7.01
2021-07-10,7.01
2021-07-11,7.01
2021-07-12,7.01
2021-07-13,7.01
2021-07-14,7.01
2021-07-15,7.01
2021-07-16,7.01
2021-07-17,7.01
2021-07-18,7.01
2021-07-19,7.01
2021-07-20,7.01
2021-07-21,7.01
2021-07-22,7.01
2021-07-23,7.01
2021-07-24,7.01
2021-07-25,7.01
2021-07-26,7.01
2021-07-27,7.01
2021-07-28,7.01
2021-07-29,7.01
2021-07-30,7.01
2021-07-31,7.01
2021-08-01,7.01
2021-08-02,7.01
2021-08-03,7.01
2021-08-04,7.01
2021-08-05,7.01
2021-08-06,7.01
2021-08-07,7.01
2021-08-08,7.01
2021-08-09,7.01
2021-08-10,7.01
2021-08-11,7.01
2021-08-12,7.01
2021-08-13,7.01
2021-08-14,7.01
2021-08-15,7.01
2021-08-16,7.01
2021-08-17,7.01
2021-08-18,7.01
2021-08-19,7.01
2021-08-20,7.01
2021-08-21,7.01
2021-08-22,7.01
2021-08-23,7.01
2021-08-24,7.01
2021-08-25,7.01
2021-08-26,7.01
2021-08-27,7.01
2021-08-28,7.01
2021-08-29,7.01
2021-08-30,7.01
2021-08-31,7.01
2021-09-01,7.01
2021-09-02,7.01
2021-09-03,7.01
2021-09-04,7.01
2021-09-05,7.01
2021-09-06,7.01
2021-09-07,7.01
2021-09-08,7.01
2021-09-09,7.01
2021-09-10,7.01
2021-09-11,7.01
2021-09-12,7.01
2021-09-13,7.01
2021-09-14,7.01
2021-09-15,7.01
2021-09-16,7.01
2021-09-17,7.01
2021-09-18,7.01
2021-09-19,7.01
2021-09-20,7.01
2021-09-21,7.01
2021-09-22,7.01
2021-09-23,7.01
2021-09-24,7.01
2021-09-25,7.01
2021-09-26,7.01
2021-09-27,7.01
2021-09-28,7.01
2021-09-29,7.01
2021-09-30,7.01
2021-10-01,7.01
2021-10-02,7.01
2021-10-03,7.01
2021-10-04,7.01
2021-10-05,7.01
2021-10-06,7.01
2021-10-07,7.01
2021-10-08,7.01
2021-10-09,7.01
2021-10-10,7.01
2021-10-11,7.01
2021-10-12,7.01
2021-10-13,7.01
2021-10-14,7.01
2021-10-15,7.01
2021-10-16,7.01
2021-10-17,7.01
2021-10-18,7.01
2021-10-19,7.01
2021-10-20,7.01
2021-10-21,7.01
2021-10-22,7.01
2021-10-23,7.01
2021-10-24,7.01
2021-10-25,7.01
2021-10-26,7.01
2021-10-27,7.01
2021-10-28,7.01
2021-10-29,7.01
2021-10-30,7.01
2021-10-31,7.01
2021-11-01,7.01
2021-11-02,7.01
2021-11-03,7.01
2021-11-04,17.78
2021-11-05,17.78
2021-11-06,17.78
2021-11-07,17.78
2021-11-08,17.78
2021-11-09,17.78
2021-11-10,17.78
2021-11-11,17.78
2021-11-12,17.78
2021-11-13,17.78
2021-11-14,17.78
2021-11-15,17.78
2021-11-16,17.78
2021-11-17,17.78
2021-11-18,17.78
2021-11-19,17.78
2021-11-20,17.78
2021-11-21,17.78
2021-11-22,17.78
2021-11-23,17.78
2021-11-24,17.78
2021-11-25,17.78
2021-11-26,17.78
2021-11-27,17.78
2021-11-28,17.78
2021-11-29,17.78
2021-11-30,17.78
2021-12-01,17.78
2021-12-02,17.78
2021-12-03,17.78
2021-12-04,17.78
2021-12-05,17.78
2021-12-06,17.78
2021-12-07,17.78
2021-12-08,17.78
2021-12-09,17.78
2021-12-10,17.78
2021-12-11,17.78
2021-12-12,17.78
2021-12-13,17.78
2021-12-14,17.78
2021-12-15,17.78
2021-12-16,17.78
2021-12-17,17.78
2021-12-18,17.78
2021-12-19,17.78
2021-12-20,17.78
2021-12-21,17.78
2021-12-22,17.78
2021-12-23,17.78
2021-12-24,17.78
2021-12-25,17.78
2021-12-26,17.78
2021-12-27,17.78
2021-12-28,17.78
2021-12-29,17.78
2021-12-30,17.78
2021-12-31,17.78
2022-01-01,17.78
2022-01-02,17.78
2022-01-03,17.78
2022-01-04,17.78
2022-01-05,17.78
2022-01-06,17.78
2022-01-07,17.78
2022-01-08,17.78
2022-01-09,17.78
2022-01-10,17.78
2022-01-11,17.78
2022-01-12,17.78
2022-01-13,17.78
2022-01-14,17.78
2022-01-15,17.78
2022-01-16,17.78
2022-01-17,17.78
2022-01-18,17.78
2022-01-19,17.78
2022-01-20,16.555
2022-01-21,14.936
2022-01-22,14.936
2022-01-23,14.936
2022-01-24,14.936
2022-01-25,14.936
2022-01-26,14.936
2022-01-27,14.936
2022-01-28,14.936
2022-01-29,14.936
2022-01-30,14.936
2022-01-31,14.936
2022-02-01,14.936
2022-02-02,14.936
2022-02-03,14.936
2022-02-04,14.936
2022-02-05,14.936
2022-02-06,14.936
2022-02-07,14.936
2022-02-08,14.936
2022-02-09,14.936
2022-02-10,14.936
2022-02-11,14.936
2022-02-12,14.936
2022-02-13,14.936
2022-02-14,14.936
2022-02-15,14.936
2022-02-16,14.934
2022-02-17,14.934
2022-02-18,14.934
2022-02-19,14.934
2022-02-20,14.934
2022-02-21,14.934
2022-02-22,14.934
2022-02-23,14.934
2022-02-24,14.934
2022-02-25,14.934
2022-02-26,14.934
2022-02-27,14.934
2022-02-28,14.934
2022-03-01,14.972
2022-03-02,14.972
2022-03-03,14.972
2022-03-04,14.972
2022-03-05,14.972
2022-03-06,14.972
2022-03-07,14.972
2022-03-08,14.972
2022-03-09,14.972
2022-03-10,14.972
2022-03-11,14.972
2022-03-12,14.972
2022-03-13,14.972
2022-03-14,14.972
2022-03-15,14.972
2022-03-16,14.268
2022-03-17,14.268
2022-03-18,14.268
2022-03-19,14.268
2022-03-20,14.268
2022-03-21,14.268
2022-03-22,14.268
2022-03-23,14.268
2022-03-24,14.268
2022-03-25,14.268
2022-03-26,14.268
2022-03-27,14.268
2022-03-28,14.18
2022-03-29,14.18
2022-03-30,14.18
2022-03-31,14.18
2022-04-01,14.214
2022-04-02,14.214
2022-04-03,14.214
2022-04-04,14.214
2022-04-05,14.214
2022-04-06,14.214
2022-04-07,14.508
2022-04-08,14.508
2022-04-09,14.508
2022-04-10,14.508
2022-04-11,14.452
2022-04-12,14.452
2022-04-13,14.452
2022-04-14,14.452
2022-04-15,14.452
2022-04-16,14.452
2022-04-17,14.452
2022-04-18,14.452
2022-04-19,14.452
2022-04-20,14.452
2022-04-21,14.452
2022-04-22,14.452
2022-04-23,14.452
2022-04-24,14.452
2022-04-25,14.452
2022-04-26,14.452
2022-04-27,14.452
2022-04-28,14.706
2022-04-29,15.001
2022-04-30,15.001
2022-05-01,15.001
2022-05-02,15.001
2022-05-03,15.095
2022-05-04,15.095
2022-05-05,15.095
2022-05-06,15.095
2022-05-07,15.095
2022-05-08,15.095
2022-05-09,15.095
2022-05-10,15.095
2022-05-11,14.349
2022-05-12,14.349
2022-05-13,14.349
2022-05-14,14.349
2022-05-15,14.349
2022-05-16,14.349
2022-05-17,14.36
2022-05-18,14.36
2022-05-19,14.36
2022-05-20,14.386
2022-05-21,14.386
2022-05-22,14.386
2022-05-23,14.386
2022-05-24,14.386
2022-05-25,14.386
2022-05-26,14.386
2022-05-27,14.386
2022-05-28,14.386
2022-05-29,14.386
2022-05-30,14.386
2022-05-31,14.386
2022-06-01,14.386
2022-06-02,14.386
2022-06-03,14.386
2022-06-04,14.386
2022-06-05,14.386
2022-06-06,14.386
2022-06-07,15.122
2022-06-08,15.122
2022-06-09,15.122
2022-06-10,15.122
2022-06-11,15.122
2022-06-12,15.122
2022-06-13,15.122
2022-06-14,15.122
2022-06-15,15.122
2022-06-16,15.13
2022-06-17,15.13
2022-06-18,15.13
2022-06-19,15.13
2022-06-20,15.13
2022-06-21,15.13
2022-06-22,15.13
2022-06-23,15.13
2022-06-24,15.13
2022-06-25,15.13
2022-06-26,15.13
2022-06-27,15.13
2022-06-28,15.13
2022-06-29,15.13
2022-06-30,15.512
2022-07-01,15.512
2022-07-02,15.512
2022-07-03,15.512
2022-07-04,15.512
2022-07-05,15.546
2022-07-06,15.546
2022-07-07,15.546
2022-07-08,15.546
2022-07-09,15.607
2022-07-10,15.607
2022-07-11,15.61
2022-07-12,15.504
2022-07-13,15.497
2022-07-14,15.72
2022-07-15,15.493
2022-07-16,15.493
2022-07-17,15.493
2022-07-18,15.493
2022-07-19,15.493
2022-07-20,15.344
2022-07-21,14.961
2022-07-22,14.938
2022-07-23,14.896
2022-07-24,14.896
2022-07-25,14.896
2022-07-26,14.896
2022-07-27,14.896
2022-07-28,14.896
2022-07-29,14.896
2022-07-30,14.896
2022-07-31,14.896
2022-08-01,14.896
2022-08-02,14.896
2022-08-03,14.732
2022-08-04,14.732
2022-08-05,14.732
2022-08-06,14.732
2022-08-07,14.732
2022-08-08,14.732
2022-08-09,14.732
2022-08-10,14.732
2022-08-11,14.732
2022-08-12,14.732
2022-08-13,14.732
2022-08-14,14.732
2022-08-15,14.732
2022-08-16,14.732
2022-08-17,14.732
2022-08-18,14.732
2022-08-19,14.732
2022-08-20,14.732
2022-08-21,14.732
2022-08-22,14.732
2022-08-23,14.732
2022-08-24,14.732
2022-08-25,14.732
2022-08-26,14.732
2022-08-27,14.732
2022-08-28,14.732
2022-08-29,14.732
2022-08-30,14.732
2022-08-31,14.732
2022-09-01,14.732
2022-09-02,14.732
2022-09-03,14.732
2022-09-04,14.732
2022-09-05,14.732
2022-09-06,14.732
2022-09-07,14.732
2022-09-08,14.732
2022-09-09,14.732
2022-09-10,14.732
2022-09-11,14.732
2022-09-12,14.736
2022-09-13,14.736
2022-09-14,14.736
2022-09-15,14.738
2022-09-16,14.76
2022-09-17,14.76
2022-09-18,14.76
2022-09-19,14.76
2022-09-20,14.76
2022-09-21,14.76
2022-09-22,14.76
2022-09-23,14.76
2022-09-24,14.76
2022-09-25,14.76
2022-09-26,14.76
2022-09-27,14.765
2022-09-28,14.765
2022-09-29,14.765
2022-09-30,14.765
2022-10-01,14.765
2022-10-02,14.765
2022-10-03,14.804
2022-10-04,14.804
2022-10-05,14.804
2022-10-06,14.804
2022-10-07,14.809
2022-10-08,14.809
2022-10-09,14.809
2022-10-10,14.835
2022-10-11,14.835
2022-10-12,14.835
2022-10-13,14.835
2022-10-14,14.517
2022-10-15,14.517
2022-10-16,14.517
2022-10-17,14.474
2022-10-18,14.469
2022-10-19,14.469
2022-10-20,14.469
2022-10-21,14.469
2022-10-22,14.469
2022-10-23,14.469
2022-10-24,14.469
2022-10-25,14.623
2022-10-26,14.798
2022-10-27,14.798
2022-10-28,14.794
2022-10-29,14.794
2022-10-30,14.794
2022-10-31,14.794
2022-11-01,14.856
2022-11-02,14.856
2022-11-03,14.856
2022-11-04,14.856
2022-11-05,14.856
2022-11-06,14.856
2022-11-07,14.669
2022-11-08,14.669
2022-11-09,14.669
2022-11-10,14.669
2022-11-11,14.669
2022-11-12,14.669
2022-11-13,14.669
2022-11-14,14.669
2022-11-15,14.669
2022-11-16,14.689
2022-11-17,14.689
2022-11-18,14.689
2022-11-19,14.689
2022-11-20,14.689
2022-11-21,14.689
2022-11-22,14.656
2022-11-23,14.656
2022-11-24,14.656
2022-11-25,14.656
2022-11-26,14.656
2022-11-27,14.656
2022-11-28,14.656
2022-11-29,14.656
2022-11-30,14.656
2022-12-01,14.634
2022-12-02,14.634
2022-12-03,14.634
2022-12-04,14.634
2022-12-05,14.634
2022-12-06,14.719
2022-12-07,14.719
2022-12-08,14.719
2022-12-09,14.719
2022-12-10,14.719
2022-12-11,14.647
2022-12-12,14.647
2022-12-13,14.647
2022-12-14,14.653
2022-12-15,14.653
2022-12-16,14.652
2022-12-17,14.652
2022-12-18,14.652
2022-12-19,14.652
2022-12-20,14.652
2022-12-21,14.652
2022-12-22,14.652
2022-12-23,14.652
2022-12-24,14.652
2022-12-25,14.652
2022-12-26,14.652
2022-12-27,14.652
2022-12-28,14.652
2022-12-29,14.652
2022-12-30,14.652
2022-12-31,14.652
2023-01-01,14.652
2023-01-02,14.636
2023-01-03,14.636
2023-01-04,14.805
2023-01-05,14.815
2023-01-06,14.826
2023-01-07,14.826
2023-01-08,14.826
2023-01-09,14.828
2023-01-10,14.847
2023-01-11,14.842
2023-01-12,14.842
2023-01-13,14.847
2023-01-14,14.847
2023-01-15,14.847
2023-01-16,14.847
2023-01-17,14.849
2023-01-18,14.75
2023-01-19,14.237
2023-01-20,14.06
2023-01-21,14.081
2023-01-22,14.081
2023-01-23,14.052
2023-01-24,14.296
2023-01-25,14.296
2023-01-26,14.296
2023-01-27,14.296
2023-01-28,14.296
2023-01-29,14.296
2023-01-30,14.294
2023-01-31,14.294
2023-02-01,14.19
2023-02-02,14.19
2023-02-03,14.19
2023-02-04,14.19
2023-02-05,14.19
2023-02-06,14.19
2023-02-07,14.19
2023-02-08,14.19
2023-02-09,14.19
2023-02-10,14.19
2023-02-11,14.19
2023-02-12,14.19
2023-02-13,14.19
2023-02-14,14.19
2023-02-15,14.19
2023-02-16,14.189
2023-02-17,14.189
2023-02-18,14.189
2023-02-19,14.189
2023-02-20,14.189
2023-02-21,14.189
2023-02-22,14.189
2023-02-23,14.189
2023-02-24,14.189
2023-02-25,14.189
2023-02-26,14.189
2023-02-27,14.189
2023-02-28,14.189
2023-03-01,14.189
2023-03-02,14.189
2023-03-03,14.189
2023-03-04,14.189
2023-03-05,14.189
2023-03-06,14.189
2023-03-07,14.189
2023-03-08,14.189
2023-03-09,14.189
2023-03-10,14.189
2023-03-11,14.189
2023-03-12,14.189
2023-03-13,14.189
2023-03-14,14.189
2023-03-15,14.189
2023-03-16,14.189
2023-03-17,14.189
2023-03-18,14.189
2023-03-19,14.189
2023-03-20,14.189
2023-03-21,14.189
2023-03-22,14.189
2023-03-23,14.189
2023-03-24,14.189
2023-03-25,14.189
2023-03-26,14.189
2023-03-27,14.189
2023-03-28,14.164
2023-03-29,14.164
2023-03-30,14.113
2023-03-31,14.106
2023-04-01,14.106
2023-04-02,14.106
2023-04-03,14.106
2023-04-04,14.284
2023-04-05,14.256
2023-04-06,14.213
2023-04-07,14.213
2023-04-08,14.213
2023-04-09,14.17
2023-04-10,14.138
2023-04-11,14.242
2023-04-12,14.242
2023-04-13,14.233
2023-04-14,14.203
2023-04-15,14.203
2023-04-16,14.193
2023-04-17,14.173
2023-04-18,14.165
2023-04-19,14.166
2023-04-20,14.16
2023-04-21,14.155
2023-04-22,14.161
2023-04-23,14.161
2023-04-24,14.161
2023-04-25,14.161
2023-04-26,14.161
2023-04-27,14.161
2023-04-28,14.161
2023-04-29,14.161
2023-04-30,14.161
2023-05-01,14.161
2023-05-02,14.196
2023-05-03,14.196
2023-05-04,14.196
2023-05-05,14.196
2023-05-06,14.196
2023-05-07,14.196
2023-05-08,14.196
2023-05-09,14.196
2023-05-10,14.196
2023-05-11,14.196
2023-05-12,14.196
2023-05-13,14.196
2023-05-14,14.206
2023-05-15,14.206
2023-05-16,14.206
2023-05-17,14.206
2023-05-18,14.206
2023-05-19,14.206
2023-05-20,14.206
2023-05-21,14.206
2023-05-22,14.206
2023-05-23,14.206
2023-05-24,14.206
2023-05-25,14.206
2023-05-26,14.205
2023-05-27,14.205
2023-05-28,14.205
2023-05-29,14.206
2023-05-30,14.206
2023-05-31,14.206
2023-06-01,14.206
2023-06-02,14.21
2023-06-03,14.21
2023-06-04,14.21
2023-06-05,14.21
2023-06-06,14.21
2023-06-07,14.21
2023-06-08,14.14
2023-06-09,14.139
2023-06-10,14.139
2023-06-11,14.139
2023-06-12,14.139
2023-06-13,14.139
2023-06-14,14.169
2023-06-15,14.169
2023-06-16,14.169
2023-06-17,14.169
2023-06-18,14.169
2023-06-19,14.169
2023-06-20,14.169
2023-06-21,14.169
2023-06-22,14.169
2023-06-23,14.169
