,PII US Equity
2021-05-19,11.3
2021-05-20,11.3
2021-05-21,11.3
2021-05-22,11.3
2021-05-23,11.3
2021-05-24,11.3
2021-05-25,11.3
2021-05-26,11.3
2021-05-27,11.3
2021-05-28,11.3
2021-05-29,11.3
2021-05-30,11.3
2021-05-31,11.3
2021-06-01,11.3
2021-06-02,11.3
2021-06-03,11.3
2021-06-04,11.3
2021-06-05,11.3
2021-06-06,11.3
2021-06-07,11.3
2021-06-08,11.3
2021-06-09,11.3
2021-06-10,11.3
2021-06-11,11.3
2021-06-12,11.3
2021-06-13,11.3
2021-06-14,11.3
2021-06-15,11.3
2021-06-16,11.3
2021-06-17,11.3
2021-06-18,11.3
2021-06-19,11.3
2021-06-20,11.3
2021-06-21,11.3
2021-06-22,11.3
2021-06-23,11.3
2021-06-24,11.3
2021-06-25,11.3
2021-06-26,11.3
2021-06-27,11.3
2021-06-28,11.3
2021-06-29,11.3
2021-06-30,11.3
2021-07-01,11.3
2021-07-02,11.3
2021-07-03,11.3
2021-07-04,11.3
2021-07-05,11.3
2021-07-06,11.3
2021-07-07,11.3
2021-07-08,11.3
2021-07-09,11.3
2021-07-10,11.3
2021-07-11,11.3
2021-07-12,11.3
2021-07-13,11.3
2021-07-14,11.3
2021-07-15,11.3
2021-07-16,11.3
2021-07-17,11.3
2021-07-18,11.3
2021-07-19,11.3
2021-07-20,11.3
2021-07-21,11.3
2021-07-22,11.3
2021-07-23,11.3
2021-07-24,11.3
2021-07-25,11.3
2021-07-26,11.3
2021-07-27,11.3
2021-07-28,11.3
2021-07-29,10.53
2021-07-30,10.53
2021-07-31,10.53
2021-08-01,10.53
2021-08-02,10.53
2021-08-03,10.53
2021-08-04,10.53
2021-08-05,10.53
2021-08-06,10.53
2021-08-07,10.53
2021-08-08,10.53
2021-08-09,10.53
2021-08-10,10.53
2021-08-11,10.53
2021-08-12,10.53
2021-08-13,10.53
2021-08-14,10.53
2021-08-15,10.53
2021-08-16,10.53
2021-08-17,10.53
2021-08-18,10.53
2021-08-19,10.53
2021-08-20,10.53
2021-08-21,10.53
2021-08-22,10.53
2021-08-23,10.53
2021-08-24,10.53
2021-08-25,10.53
2021-08-26,10.53
2021-08-27,10.53
2021-08-28,10.53
2021-08-29,10.53
2021-08-30,10.53
2021-08-31,10.53
2021-09-01,10.53
2021-09-02,10.53
2021-09-03,10.53
2021-09-04,10.53
2021-09-05,10.53
2021-09-06,10.53
2021-09-07,10.53
2021-09-08,10.53
2021-09-09,10.53
2021-09-10,10.53
2021-09-11,10.53
2021-09-12,10.53
2021-09-13,10.53
2021-09-14,10.53
2021-09-15,10.53
2021-09-16,10.53
2021-09-17,10.53
2021-09-18,10.53
2021-09-19,10.53
2021-09-20,10.53
2021-09-21,10.53
2021-09-22,10.53
2021-09-23,10.53
2021-09-24,10.53
2021-09-25,10.53
2021-09-26,10.53
2021-09-27,10.53
2021-09-28,10.53
2021-09-29,10.74
2021-09-30,10.74
2021-10-01,10.74
2021-10-02,10.74
2021-10-03,10.74
2021-10-04,10.74
2021-10-05,10.74
2021-10-06,10.74
2021-10-07,10.74
2021-10-08,10.74
2021-10-09,10.74
2021-10-10,10.74
2021-10-11,10.74
2021-10-12,10.74
2021-10-13,10.74
2021-10-14,10.74
2021-10-15,10.74
2021-10-16,10.74
2021-10-17,10.74
2021-10-18,10.74
2021-10-19,10.74
2021-10-20,10.74
2021-10-21,10.74
2021-10-22,10.74
2021-10-23,10.74
2021-10-24,10.74
2021-10-25,10.74
2021-10-26,10.74
2021-10-27,10.74
2021-10-28,10.74
2021-10-29,10.74
2021-10-30,10.4
2021-10-31,10.4
2021-11-01,10.4
2021-11-02,10.4
2021-11-03,10.4
2021-11-04,10.4
2021-11-05,10.4
2021-11-06,10.4
2021-11-07,10.4
2021-11-08,10.4
2021-11-09,10.4
2021-11-10,10.4
2021-11-11,10.4
2021-11-12,10.4
2021-11-13,10.4
2021-11-14,10.4
2021-11-15,10.4
2021-11-16,10.4
2021-11-17,10.4
2021-11-18,10.4
2021-11-19,10.4
2021-11-20,10.4
2021-11-21,10.4
2021-11-22,10.4
2021-11-23,10.4
2021-11-24,10.4
2021-11-25,10.4
2021-11-26,10.4
2021-11-27,10.4
2021-11-28,10.4
2021-11-29,10.4
2021-11-30,10.4
2021-12-01,10.4
2021-12-02,10.4
2021-12-03,10.4
2021-12-04,10.4
2021-12-05,10.4
2021-12-06,10.4
2021-12-07,10.4
2021-12-08,10.4
2021-12-09,10.4
2021-12-10,10.4
2021-12-11,10.4
2021-12-12,10.4
2021-12-13,10.4
2021-12-14,10.4
2021-12-15,10.4
2021-12-16,10.4
2021-12-17,10.4
2021-12-18,10.4
2021-12-19,10.4
2021-12-20,10.4
2021-12-21,10.4
2021-12-22,10.4
2021-12-23,10.4
2021-12-24,10.4
2021-12-25,10.4
2021-12-26,10.4
2021-12-27,10.4
2021-12-28,10.4
2021-12-29,10.4
2021-12-30,10.4
2021-12-31,10.4
2022-01-01,10.4
2022-01-02,10.4
2022-01-03,10.4
2022-01-04,10.4
2022-01-05,10.4
2022-01-06,10.4
2022-01-07,10.4
2022-01-08,10.4
2022-01-09,10.4
2022-01-10,10.4
2022-01-11,10.4
2022-01-12,10.4
2022-01-13,10.4
2022-01-14,10.4
2022-01-15,10.4
2022-01-16,10.4
2022-01-17,10.4
2022-01-18,10.4
2022-01-19,10.4
2022-01-20,10.4
2022-01-21,10.4
2022-01-22,10.4
2022-01-23,10.4
2022-01-24,10.4
2022-01-25,10.4
2022-01-26,11.197
2022-01-27,11.457
2022-01-28,11.457
2022-01-29,11.457
2022-01-30,11.457
2022-01-31,11.457
2022-02-01,11.457
2022-02-02,11.95
2022-02-03,11.95
2022-02-04,11.95
2022-02-05,11.95
2022-02-06,11.95
2022-02-07,11.95
2022-02-08,11.95
2022-02-09,11.95
2022-02-10,11.95
2022-02-11,12.242
2022-02-12,12.242
2022-02-13,12.242
2022-02-14,12.242
2022-02-15,12.242
2022-02-16,12.242
2022-02-17,12.242
2022-02-18,12.242
2022-02-19,12.242
2022-02-20,12.242
2022-02-21,12.242
2022-02-22,12.242
2022-02-23,12.244
2022-02-24,12.244
2022-02-25,12.244
2022-02-26,12.244
2022-02-27,12.244
2022-02-28,12.244
2022-03-01,12.244
2022-03-02,12.244
2022-03-03,12.244
2022-03-04,12.244
2022-03-05,12.244
2022-03-06,12.244
2022-03-07,12.244
2022-03-08,12.244
2022-03-09,12.244
2022-03-10,12.244
2022-03-11,12.244
2022-03-12,12.244
2022-03-13,12.244
2022-03-14,12.244
2022-03-15,12.244
2022-03-16,12.244
2022-03-17,12.244
2022-03-18,12.244
2022-03-19,12.244
2022-03-20,12.244
2022-03-21,12.244
2022-03-22,12.244
2022-03-23,12.244
2022-03-24,12.244
2022-03-25,12.244
2022-03-26,12.244
2022-03-27,12.244
2022-03-28,12.244
2022-03-29,12.244
2022-03-30,12.244
2022-03-31,12.244
2022-04-01,12.244
2022-04-02,12.244
2022-04-03,12.244
2022-04-04,12.244
2022-04-05,12.244
2022-04-06,12.244
2022-04-07,12.244
2022-04-08,12.244
2022-04-09,12.244
2022-04-10,12.244
2022-04-11,12.244
2022-04-12,12.244
2022-04-13,12.244
2022-04-14,12.244
2022-04-15,12.244
2022-04-16,12.244
2022-04-17,12.244
2022-04-18,12.244
2022-04-19,12.244
2022-04-20,12.244
2022-04-21,12.244
2022-04-22,12.244
2022-04-23,12.244
2022-04-24,12.244
2022-04-25,12.244
2022-04-26,12.244
2022-04-27,11.934
2022-04-28,11.934
2022-04-29,11.934
2022-04-30,11.934
2022-05-01,11.934
2022-05-02,11.934
2022-05-03,12.152
2022-05-04,12.152
2022-05-05,12.152
2022-05-06,12.152
2022-05-07,12.152
2022-05-08,12.152
2022-05-09,12.152
2022-05-10,12.152
2022-05-11,12.152
2022-05-12,12.152
2022-05-13,12.152
2022-05-14,12.152
2022-05-15,12.152
2022-05-16,12.152
2022-05-17,12.152
2022-05-18,12.152
2022-05-19,12.152
2022-05-20,12.152
2022-05-21,12.152
2022-05-22,12.152
2022-05-23,12.152
2022-05-24,12.152
2022-05-25,12.152
2022-05-26,12.152
2022-05-27,12.152
2022-05-28,12.152
2022-05-29,12.152
2022-05-30,12.152
2022-05-31,12.152
2022-06-01,12.152
2022-06-02,12.178
2022-06-03,12.178
2022-06-04,12.178
2022-06-05,12.178
2022-06-06,12.178
2022-06-07,12.178
2022-06-08,12.178
2022-06-09,12.178
2022-06-10,12.178
2022-06-11,12.178
2022-06-12,12.178
2022-06-13,12.178
2022-06-14,12.178
2022-06-15,12.178
2022-06-16,12.178
2022-06-17,12.178
2022-06-18,12.178
2022-06-19,12.178
2022-06-20,12.178
2022-06-21,12.178
2022-06-22,12.178
2022-06-23,12.178
2022-06-24,12.178
2022-06-25,11.868
2022-06-26,11.868
2022-06-27,11.868
2022-06-28,11.868
2022-06-29,11.868
2022-06-30,11.868
2022-07-01,11.868
2022-07-02,11.833
2022-07-03,11.833
2022-07-04,11.833
2022-07-05,11.833
2022-07-06,11.833
2022-07-07,11.833
2022-07-08,11.833
2022-07-09,11.833
2022-07-10,11.833
2022-07-11,11.833
2022-07-12,11.833
2022-07-13,11.833
2022-07-14,11.833
2022-07-15,11.833
2022-07-16,11.833
2022-07-17,11.833
2022-07-18,11.833
2022-07-19,11.833
2022-07-20,11.833
2022-07-21,11.833
2022-07-22,11.833
2022-07-23,11.715
2022-07-24,11.715
2022-07-25,11.715
2022-07-26,11.72
2022-07-27,11.72
2022-07-28,11.735
2022-07-29,11.735
2022-07-30,11.735
2022-07-31,11.735
2022-08-01,11.735
2022-08-02,11.735
2022-08-03,11.735
2022-08-04,11.745
2022-08-05,11.773
2022-08-06,11.773
2022-08-07,11.773
2022-08-08,11.773
2022-08-09,11.773
2022-08-10,11.773
2022-08-11,11.773
2022-08-12,11.773
2022-08-13,11.773
2022-08-14,11.773
2022-08-15,11.773
2022-08-16,11.773
2022-08-17,11.773
2022-08-18,11.773
2022-08-19,11.773
2022-08-20,11.773
2022-08-21,11.773
2022-08-22,11.773
2022-08-23,11.773
2022-08-24,11.773
2022-08-25,11.773
2022-08-26,11.773
2022-08-27,11.773
2022-08-28,11.773
2022-08-29,11.773
2022-08-30,11.773
2022-08-31,11.773
2022-09-01,11.773
2022-09-02,11.773
2022-09-03,11.773
2022-09-04,11.773
2022-09-05,11.773
2022-09-06,11.773
2022-09-07,11.773
2022-09-08,11.773
2022-09-09,11.773
2022-09-10,11.773
2022-09-11,11.773
2022-09-12,11.773
2022-09-13,11.773
2022-09-14,11.773
2022-09-15,11.773
2022-09-16,11.773
2022-09-17,11.773
2022-09-18,11.773
2022-09-19,11.773
2022-09-20,11.773
2022-09-21,11.773
2022-09-22,11.773
2022-09-23,11.773
2022-09-24,11.773
2022-09-25,11.773
2022-09-26,11.773
2022-09-27,11.773
2022-09-28,11.773
2022-09-29,11.773
2022-09-30,11.773
2022-10-01,11.773
2022-10-02,11.773
2022-10-03,11.773
2022-10-04,11.773
2022-10-05,11.773
2022-10-06,11.773
2022-10-07,11.773
2022-10-08,11.773
2022-10-09,11.773
2022-10-10,11.688
2022-10-11,11.688
2022-10-12,11.688
2022-10-13,11.688
2022-10-14,11.688
2022-10-15,11.688
2022-10-16,11.688
2022-10-17,11.688
2022-10-18,11.688
2022-10-19,11.688
2022-10-20,11.408
2022-10-21,11.408
2022-10-22,11.408
2022-10-23,11.408
2022-10-24,11.408
2022-10-25,11.229
2022-10-26,11.228
2022-10-27,11.228
2022-10-28,11.228
2022-10-29,11.228
2022-10-30,11.228
2022-10-31,11.203
2022-11-01,11.179
2022-11-02,11.179
2022-11-03,11.179
2022-11-04,11.179
2022-11-05,11.179
2022-11-06,11.179
2022-11-07,11.179
2022-11-08,11.179
2022-11-09,11.179
2022-11-10,11.179
2022-11-11,11.179
2022-11-12,11.179
2022-11-13,11.179
2022-11-14,11.179
2022-11-15,11.179
2022-11-16,11.179
2022-11-17,11.196
2022-11-18,11.196
2022-11-19,11.196
2022-11-20,11.196
2022-11-21,11.196
2022-11-22,11.196
2022-11-23,11.196
2022-11-24,11.196
2022-11-25,11.196
2022-11-26,11.196
2022-11-27,11.196
2022-11-28,11.196
2022-11-29,11.004
2022-11-30,11.124
2022-12-01,11.124
2022-12-02,11.124
2022-12-03,11.124
2022-12-04,11.124
2022-12-05,11.124
2022-12-06,11.124
2022-12-07,11.042
2022-12-08,11.042
2022-12-09,11.042
2022-12-10,11.042
2022-12-11,11.042
2022-12-12,11.042
2022-12-13,11.042
2022-12-14,11.042
2022-12-15,11.042
2022-12-16,11.042
2022-12-17,11.042
2022-12-18,11.042
2022-12-19,11.042
2022-12-20,11.042
2022-12-21,11.042
2022-12-22,11.042
2022-12-23,11.042
2022-12-24,11.042
2022-12-25,11.042
2022-12-26,11.042
2022-12-27,11.042
2022-12-28,11.042
2022-12-29,11.042
2022-12-30,11.042
2022-12-31,11.042
2023-01-01,11.042
2023-01-02,11.042
2023-01-03,11.042
2023-01-04,11.042
2023-01-05,11.042
2023-01-06,11.042
2023-01-07,11.042
2023-01-08,11.042
2023-01-09,11.042
2023-01-10,11.042
2023-01-11,11.014
2023-01-12,11.014
2023-01-13,11.014
2023-01-14,11.014
2023-01-15,11.014
2023-01-16,11.014
2023-01-17,11.014
2023-01-18,11.014
2023-01-19,11.014
2023-01-20,11.002
2023-01-21,11.002
2023-01-22,11.002
2023-01-23,11.002
2023-01-24,11.002
2023-01-25,11.002
2023-01-26,11.002
2023-01-27,10.551
2023-01-28,10.551
2023-01-29,10.551
2023-01-30,10.551
2023-01-31,10.545
2023-02-01,10.428
2023-02-02,10.433
2023-02-03,10.433
2023-02-04,10.433
2023-02-05,10.433
2023-02-06,10.433
2023-02-07,10.395
2023-02-08,10.479
2023-02-09,10.479
2023-02-10,10.479
2023-02-11,10.479
2023-02-12,10.479
2023-02-13,10.479
2023-02-14,10.479
2023-02-15,10.479
2023-02-16,10.479
2023-02-17,10.479
2023-02-18,10.479
2023-02-19,10.479
2023-02-20,10.479
2023-02-21,10.479
2023-02-22,10.479
2023-02-23,10.479
2023-02-24,10.479
2023-02-25,10.479
2023-02-26,10.479
2023-02-27,10.479
2023-02-28,10.479
2023-03-01,10.466
2023-03-02,10.466
2023-03-03,10.466
2023-03-04,10.466
2023-03-05,10.466
2023-03-06,10.466
2023-03-07,10.466
2023-03-08,10.466
2023-03-09,10.466
2023-03-10,10.466
2023-03-11,10.466
2023-03-12,10.466
2023-03-13,10.466
2023-03-14,10.466
2023-03-15,10.466
2023-03-16,10.466
2023-03-17,10.477
2023-03-18,10.477
2023-03-19,10.477
2023-03-20,10.477
2023-03-21,10.497
2023-03-22,10.497
2023-03-23,10.497
2023-03-24,10.497
2023-03-25,10.497
2023-03-26,10.497
2023-03-27,10.497
2023-03-28,10.497
2023-03-29,10.497
2023-03-30,10.497
2023-03-31,10.497
2023-04-01,10.497
2023-04-02,10.497
2023-04-03,10.497
2023-04-04,10.497
2023-04-05,10.473
2023-04-06,10.473
2023-04-07,10.473
2023-04-08,10.473
2023-04-09,10.473
2023-04-10,10.473
2023-04-11,10.473
2023-04-12,10.473
2023-04-13,10.473
2023-04-14,10.458
2023-04-15,10.458
2023-04-16,10.458
2023-04-17,10.458
2023-04-18,10.47
2023-04-19,10.46
2023-04-20,10.46
2023-04-21,10.46
2023-04-22,10.46
2023-04-23,10.46
2023-04-24,10.46
2023-04-25,10.467
2023-04-26,10.464
2023-04-27,10.515
2023-04-28,10.515
2023-04-29,10.52
2023-04-30,10.52
2023-05-01,10.529
2023-05-02,10.529
2023-05-03,10.529
2023-05-04,10.529
2023-05-05,10.529
2023-05-06,10.529
2023-05-07,10.529
2023-05-08,10.529
2023-05-09,10.529
2023-05-10,10.529
2023-05-11,10.529
2023-05-12,10.52
2023-05-13,10.52
2023-05-14,10.52
2023-05-15,10.52
2023-05-16,10.523
2023-05-17,10.523
2023-05-18,10.523
2023-05-19,10.523
2023-05-20,10.523
2023-05-21,10.523
2023-05-22,10.523
2023-05-23,10.523
2023-05-24,10.523
2023-05-25,10.523
2023-05-26,10.523
2023-05-27,10.523
2023-05-28,10.523
2023-05-29,10.523
2023-05-30,10.522
2023-05-31,10.522
2023-06-01,10.522
2023-06-02,10.522
2023-06-03,10.522
2023-06-04,10.522
2023-06-05,10.522
2023-06-06,10.522
2023-06-07,10.522
2023-06-08,10.522
2023-06-09,10.522
2023-06-10,10.522
2023-06-11,10.522
2023-06-12,10.522
2023-06-13,10.522
2023-06-14,10.522
2023-06-15,10.522
2023-06-16,10.522
2023-06-17,10.522
2023-06-18,10.522
2023-06-19,10.522
2023-06-20,10.522
2023-06-21,10.522
2023-06-22,10.522
2023-06-23,10.522
2023-06-24,10.522
2023-06-25,10.522
2023-06-26,10.522
2023-06-27,10.522
2023-06-28,10.522
2023-06-29,10.522
2023-06-30,10.522
2023-07-01,10.522
2023-07-02,10.522
2023-07-03,10.522
2023-07-04,10.522
2023-07-05,10.522
2023-07-06,10.522
2023-07-07,10.522
2023-07-08,10.522
2023-07-09,10.522
2023-07-10,10.522
2023-07-11,10.526
2023-07-12,10.526
2023-07-13,10.526
2023-07-14,10.526
2023-07-15,10.526
2023-07-16,10.512
2023-07-17,10.512
2023-07-18,10.524
2023-07-19,10.524
2023-07-20,10.524
2023-07-21,10.524
2023-07-22,10.524
2023-07-23,10.524
2023-07-24,10.524
2023-07-25,10.576
2023-07-26,10.684
2023-07-27,10.717
2023-07-28,10.717
2023-07-29,10.808
2023-07-30,10.808
2023-07-31,10.808
2023-08-01,10.808
2023-08-02,10.808
2023-08-03,10.808
2023-08-04,10.808
2023-08-05,10.808
2023-08-06,10.808
2023-08-07,10.808
2023-08-08,10.808
2023-08-09,10.808
2023-08-10,10.808
2023-08-11,10.808
2023-08-12,10.808
2023-08-13,10.808
2023-08-14,10.808
2023-08-15,10.808
2023-08-16,10.794
2023-08-17,10.794
2023-08-18,10.794
2023-08-19,10.794
2023-08-20,10.794
2023-08-21,10.794
