,TKR US Equity
2021-06-04,7.0
2021-06-05,7.0
2021-06-06,7.0
2021-06-07,7.0
2021-06-08,7.07
2021-06-09,7.07
2021-06-10,7.07
2021-06-11,7.07
2021-06-12,7.07
2021-06-13,7.07
2021-06-14,7.07
2021-06-15,7.07
2021-06-16,7.07
2021-06-17,7.07
2021-06-18,7.07
2021-06-19,7.07
2021-06-20,7.07
2021-06-21,7.07
2021-06-22,7.07
2021-06-23,7.07
2021-06-24,7.07
2021-06-25,7.07
2021-06-26,7.07
2021-06-27,7.07
2021-06-28,7.07
2021-06-29,7.07
2021-06-30,7.07
2021-07-01,7.07
2021-07-02,7.07
2021-07-03,7.07
2021-07-04,7.07
2021-07-05,7.07
2021-07-06,7.07
2021-07-07,7.07
2021-07-08,7.07
2021-07-09,7.07
2021-07-10,7.07
2021-07-11,7.07
2021-07-12,7.07
2021-07-13,7.07
2021-07-14,7.07
2021-07-15,7.07
2021-07-16,7.07
2021-07-17,7.07
2021-07-18,7.07
2021-07-19,7.0
2021-07-20,7.0
2021-07-21,7.0
2021-07-22,7.0
2021-07-23,7.0
2021-07-24,7.0
2021-07-25,7.0
2021-07-26,7.0
2021-07-27,7.0
2021-07-28,7.0
2021-07-29,7.0
2021-07-30,7.0
2021-07-31,7.0
2021-08-01,7.0
2021-08-02,7.0
2021-08-03,7.0
2021-08-04,7.0
2021-08-05,7.0
2021-08-06,7.0
2021-08-07,7.0
2021-08-08,7.0
2021-08-09,7.0
2021-08-10,7.0
2021-08-11,7.0
2021-08-12,7.0
2021-08-13,7.0
2021-08-14,7.0
2021-08-15,7.0
2021-08-16,7.0
2021-08-17,7.0
2021-08-18,7.0
2021-08-19,7.0
2021-08-20,7.0
2021-08-21,7.0
2021-08-22,7.0
2021-08-23,7.0
2021-08-24,7.0
2021-08-25,7.0
2021-08-26,7.0
2021-08-27,7.0
2021-08-28,7.0
2021-08-29,7.0
2021-08-30,7.0
2021-08-31,7.0
2021-09-01,7.0
2021-09-02,7.0
2021-09-03,7.0
2021-09-04,7.0
2021-09-05,7.0
2021-09-06,7.0
2021-09-07,7.0
2021-09-08,7.0
2021-09-09,7.0
2021-09-10,7.0
2021-09-11,7.0
2021-09-12,7.0
2021-09-13,7.0
2021-09-14,7.0
2021-09-15,7.0
2021-09-16,7.0
2021-09-17,7.0
2021-09-18,7.0
2021-09-19,7.0
2021-09-20,7.0
2021-09-21,7.0
2021-09-22,7.0
2021-09-23,7.0
2021-09-24,7.0
2021-09-25,7.0
2021-09-26,7.0
2021-09-27,7.0
2021-09-28,7.0
2021-09-29,7.0
2021-09-30,7.0
2021-10-01,7.0
2021-10-02,7.0
2021-10-03,7.0
2021-10-04,7.0
2021-10-05,7.0
2021-10-06,7.0
2021-10-07,7.0
2021-10-08,7.0
2021-10-09,7.0
2021-10-10,7.0
2021-10-11,7.0
2021-10-12,7.0
2021-10-13,7.0
2021-10-14,7.0
2021-10-15,7.0
2021-10-16,7.0
2021-10-17,7.0
2021-10-18,7.0
2021-10-19,7.0
2021-10-20,7.0
2021-10-21,7.0
2021-10-22,7.0
2021-10-23,7.0
2021-10-24,7.0
2021-10-25,7.0
2021-10-26,7.0
2021-10-27,7.0
2021-10-28,7.0
2021-10-29,7.0
2021-10-30,7.0
2021-10-31,7.0
2021-11-01,8.05
2021-11-02,8.05
2021-11-03,8.05
2021-11-04,8.05
2021-11-05,8.05
2021-11-06,8.05
2021-11-07,8.05
2021-11-08,8.05
2021-11-09,8.05
2021-11-10,8.05
2021-11-11,8.05
2021-11-12,8.05
2021-11-13,8.05
2021-11-14,8.05
2021-11-15,8.05
2021-11-16,8.05
2021-11-17,8.05
2021-11-18,8.05
2021-11-19,8.05
2021-11-20,8.05
2021-11-21,8.05
2021-11-22,8.05
2021-11-23,8.05
2021-11-24,8.05
2021-11-25,8.05
2021-11-26,8.05
2021-11-27,8.05
2021-11-28,8.05
2021-11-29,8.05
2021-11-30,8.05
2021-12-01,8.05
2021-12-02,8.05
2021-12-03,8.05
2021-12-04,8.05
2021-12-05,8.05
2021-12-06,8.05
2021-12-07,8.05
2021-12-08,8.05
2021-12-09,8.05
2021-12-10,8.05
2021-12-11,8.05
2021-12-12,7.425
2021-12-13,7.425
2021-12-14,7.425
2021-12-15,7.425
2021-12-16,7.425
2021-12-17,7.425
2021-12-18,7.425
2021-12-19,7.425
2021-12-20,7.425
2021-12-21,7.425
2021-12-22,7.425
2021-12-23,7.425
2021-12-24,7.425
2021-12-25,7.425
2021-12-26,7.425
2021-12-27,7.425
2021-12-28,7.425
2021-12-29,7.425
2021-12-30,7.425
2021-12-31,7.425
2022-01-01,7.425
2022-01-02,7.425
2022-01-03,7.425
2022-01-04,7.425
2022-01-05,7.425
2022-01-06,7.425
2022-01-07,7.425
2022-01-08,7.425
2022-01-09,7.425
2022-01-10,7.425
2022-01-11,7.425
2022-01-12,7.425
2022-01-13,7.425
2022-01-14,7.425
2022-01-15,7.425
2022-01-16,7.425
2022-01-17,7.425
2022-01-18,7.425
2022-01-19,7.563
2022-01-20,7.563
2022-01-21,7.563
2022-01-22,7.563
2022-01-23,7.563
2022-01-24,7.563
2022-01-25,7.563
2022-01-26,7.563
2022-01-27,7.563
2022-01-28,7.563
2022-01-29,7.563
2022-01-30,7.563
2022-01-31,7.563
2022-02-01,7.563
2022-02-02,7.563
2022-02-03,7.363
2022-02-04,7.363
2022-02-05,7.363
2022-02-06,7.363
2022-02-07,7.26
2022-02-08,7.26
2022-02-09,7.26
2022-02-10,7.26
2022-02-11,7.26
2022-02-12,7.26
2022-02-13,7.26
2022-02-14,7.274
2022-02-15,7.274
2022-02-16,7.274
2022-02-17,7.274
2022-02-18,7.274
2022-02-19,7.274
2022-02-20,7.274
2022-02-21,7.274
2022-02-22,7.274
2022-02-23,7.274
2022-02-24,7.274
2022-02-25,7.274
2022-02-26,7.274
2022-02-27,7.274
2022-02-28,7.274
2022-03-01,7.274
2022-03-02,7.274
2022-03-03,7.274
2022-03-04,7.274
2022-03-05,7.274
2022-03-06,7.274
2022-03-07,7.274
2022-03-08,7.274
2022-03-09,7.274
2022-03-10,7.062
2022-03-11,7.062
2022-03-12,7.062
2022-03-13,7.062
2022-03-14,7.062
2022-03-15,7.062
2022-03-16,7.062
2022-03-17,7.062
2022-03-18,7.062
2022-03-19,7.062
2022-03-20,7.062
2022-03-21,7.16
2022-03-22,7.16
2022-03-23,7.16
2022-03-24,7.16
2022-03-25,7.16
2022-03-26,7.16
2022-03-27,7.16
2022-03-28,7.16
2022-03-29,7.16
2022-03-30,7.16
2022-03-31,7.16
2022-04-01,7.16
2022-04-02,7.16
2022-04-03,7.16
2022-04-04,7.16
2022-04-05,7.16
2022-04-06,7.135
2022-04-07,7.135
2022-04-08,7.135
2022-04-09,7.135
2022-04-10,7.028
2022-04-11,7.028
2022-04-12,7.028
2022-04-13,7.028
2022-04-14,7.101
2022-04-15,7.101
2022-04-16,7.101
2022-04-17,7.101
2022-04-18,7.076
2022-04-19,7.076
2022-04-20,7.076
2022-04-21,7.076
2022-04-22,7.076
2022-04-23,7.076
2022-04-24,7.076
2022-04-25,7.076
2022-04-26,7.076
2022-04-27,7.076
2022-04-28,7.076
2022-04-29,7.076
2022-04-30,7.076
2022-05-01,7.076
2022-05-02,7.086
2022-05-03,7.036
2022-05-04,6.986
2022-05-05,6.986
2022-05-06,7.001
2022-05-07,7.001
2022-05-08,7.001
2022-05-09,7.001
2022-05-10,7.001
2022-05-11,7.001
2022-05-12,7.001
2022-05-13,7.001
2022-05-14,7.001
2022-05-15,7.001
2022-05-16,7.001
2022-05-17,7.001
2022-05-18,7.001
2022-05-19,7.001
2022-05-20,7.001
2022-05-21,7.001
2022-05-22,7.001
2022-05-23,7.001
2022-05-24,7.001
2022-05-25,7.001
2022-05-26,7.001
2022-05-27,7.001
2022-05-28,7.001
2022-05-29,7.001
2022-05-30,7.001
2022-05-31,7.001
2022-06-01,7.001
2022-06-02,7.001
2022-06-03,7.001
2022-06-04,7.001
2022-06-05,7.001
2022-06-06,7.001
2022-06-07,7.001
2022-06-08,7.001
2022-06-09,7.001
2022-06-10,7.001
2022-06-11,7.001
2022-06-12,7.001
2022-06-13,7.001
2022-06-14,7.001
2022-06-15,7.001
2022-06-16,7.001
2022-06-17,7.001
2022-06-18,7.001
2022-06-19,7.001
2022-06-20,7.001
2022-06-21,7.001
2022-06-22,7.001
2022-06-23,7.001
2022-06-24,7.001
2022-06-25,7.001
2022-06-26,7.001
2022-06-27,6.951
2022-06-28,6.951
2022-06-29,6.951
2022-06-30,6.951
2022-07-01,6.951
2022-07-02,6.951
2022-07-03,6.951
2022-07-04,6.951
2022-07-05,6.951
2022-07-06,6.951
2022-07-07,6.951
2022-07-08,6.716
2022-07-09,6.716
2022-07-10,6.716
2022-07-11,6.716
2022-07-12,6.716
2022-07-13,6.716
2022-07-14,6.716
2022-07-15,6.601
2022-07-16,6.601
2022-07-17,6.601
2022-07-18,6.614
2022-07-19,6.614
2022-07-20,6.614
2022-07-21,6.614
2022-07-22,6.614
2022-07-23,6.614
2022-07-24,6.614
2022-07-25,6.614
2022-07-26,6.614
2022-07-27,6.614
2022-07-28,6.557
2022-07-29,6.557
2022-07-30,6.557
2022-07-31,6.557
2022-08-01,6.696
2022-08-02,6.696
2022-08-03,6.696
2022-08-04,6.696
2022-08-05,6.696
2022-08-06,6.696
2022-08-07,6.696
2022-08-08,6.696
2022-08-09,6.753
2022-08-10,6.753
2022-08-11,6.701
2022-08-12,6.701
2022-08-13,6.701
2022-08-14,6.701
2022-08-15,6.701
2022-08-16,6.701
2022-08-17,6.701
2022-08-18,6.701
2022-08-19,6.701
2022-08-20,6.701
2022-08-21,6.701
2022-08-22,6.701
2022-08-23,6.701
2022-08-24,6.701
2022-08-25,6.701
2022-08-26,6.701
2022-08-27,6.701
2022-08-28,6.701
2022-08-29,6.701
2022-08-30,6.701
2022-08-31,6.701
2022-09-01,6.701
2022-09-02,6.701
2022-09-03,6.701
2022-09-04,6.701
2022-09-05,6.701
2022-09-06,6.701
2022-09-07,6.701
2022-09-08,6.701
2022-09-09,6.701
2022-09-10,6.701
2022-09-11,6.701
2022-09-12,6.701
2022-09-13,6.701
2022-09-14,6.701
2022-09-15,6.701
2022-09-16,6.701
2022-09-17,6.701
2022-09-18,6.701
2022-09-19,6.701
2022-09-20,6.701
2022-09-21,6.701
2022-09-22,6.701
2022-09-23,6.701
2022-09-24,6.701
2022-09-25,6.701
2022-09-26,6.701
2022-09-27,6.701
2022-09-28,6.701
2022-09-29,6.704
2022-09-30,6.704
2022-10-01,6.704
2022-10-02,6.71
2022-10-03,6.71
2022-10-04,6.71
2022-10-05,6.71
2022-10-06,6.71
2022-10-07,6.71
2022-10-08,6.71
2022-10-09,6.71
2022-10-10,6.71
2022-10-11,6.696
2022-10-12,6.696
2022-10-13,6.731
2022-10-14,6.731
2022-10-15,6.731
2022-10-16,6.731
2022-10-17,6.731
2022-10-18,6.731
2022-10-19,6.731
2022-10-20,6.731
2022-10-21,6.731
2022-10-22,6.731
2022-10-23,6.731
2022-10-24,6.731
2022-10-25,6.731
2022-10-26,6.865
2022-10-27,6.981
2022-10-28,7.041
2022-10-29,7.041
2022-10-30,7.041
2022-10-31,7.071
2022-11-01,7.071
2022-11-02,7.071
2022-11-03,7.071
2022-11-04,7.071
2022-11-05,7.071
2022-11-06,7.041
2022-11-07,7.041
2022-11-08,7.041
2022-11-09,7.041
2022-11-10,7.041
2022-11-11,7.046
2022-11-12,7.046
2022-11-13,7.046
2022-11-14,7.046
2022-11-15,7.046
2022-11-16,7.046
2022-11-17,7.046
2022-11-18,7.046
2022-11-19,7.046
2022-11-20,7.046
2022-11-21,7.046
2022-11-22,7.046
2022-11-23,7.046
2022-11-24,7.046
2022-11-25,7.046
2022-11-26,7.046
2022-11-27,7.046
2022-11-28,7.046
2022-11-29,7.046
2022-11-30,7.046
2022-12-01,7.046
2022-12-02,7.046
2022-12-03,7.046
2022-12-04,7.046
2022-12-05,7.046
2022-12-06,7.046
2022-12-07,7.046
2022-12-08,7.046
2022-12-09,7.046
2022-12-10,7.046
2022-12-11,7.046
2022-12-12,7.046
2022-12-13,7.046
2022-12-14,7.047
2022-12-15,7.047
2022-12-16,7.047
2022-12-17,7.047
2022-12-18,7.085
2022-12-19,7.085
2022-12-20,7.085
2022-12-21,7.085
2022-12-22,7.085
2022-12-23,7.085
2022-12-24,7.085
2022-12-25,7.085
2022-12-26,7.085
2022-12-27,7.085
2022-12-28,7.085
2022-12-29,7.085
2022-12-30,7.085
2022-12-31,7.085
2023-01-01,7.085
2023-01-02,7.085
2023-01-03,7.085
2023-01-04,7.085
2023-01-05,7.085
2023-01-06,7.085
2023-01-07,7.085
2023-01-08,7.085
2023-01-09,7.085
2023-01-10,7.085
2023-01-11,7.085
2023-01-12,7.085
2023-01-13,7.085
2023-01-14,7.085
2023-01-15,7.085
2023-01-16,7.085
2023-01-17,7.084
2023-01-18,7.084
2023-01-19,7.084
2023-01-20,7.093
2023-01-21,7.093
2023-01-22,7.093
2023-01-23,7.093
2023-01-24,7.093
2023-01-25,7.093
2023-01-26,7.093
2023-01-27,7.093
2023-01-28,7.093
2023-01-29,7.093
2023-01-30,7.093
2023-01-31,7.093
2023-02-01,7.093
2023-02-02,7.093
2023-02-03,7.093
2023-02-04,7.093
2023-02-05,7.093
2023-02-06,7.236
2023-02-07,7.261
2023-02-08,7.341
2023-02-09,7.341
2023-02-10,7.341
2023-02-11,7.341
2023-02-12,7.341
2023-02-13,7.341
2023-02-14,7.341
2023-02-15,7.341
2023-02-16,7.341
2023-02-17,7.341
2023-02-18,7.341
2023-02-19,7.341
2023-02-20,7.341
2023-02-21,7.341
2023-02-22,7.341
2023-02-23,7.341
2023-02-24,7.341
2023-02-25,7.341
2023-02-26,7.341
2023-02-27,7.416
2023-02-28,7.416
2023-03-01,7.416
2023-03-02,7.416
2023-03-03,7.416
2023-03-04,7.416
2023-03-05,7.416
2023-03-06,7.416
2023-03-07,7.416
2023-03-08,7.416
2023-03-09,7.416
2023-03-10,7.416
2023-03-11,7.416
2023-03-12,7.416
2023-03-13,7.416
2023-03-14,7.416
2023-03-15,7.416
2023-03-16,7.416
2023-03-17,7.416
2023-03-18,7.416
2023-03-19,7.416
2023-03-20,7.416
2023-03-21,7.416
2023-03-22,7.416
2023-03-23,7.416
2023-03-24,7.416
2023-03-25,7.416
2023-03-26,7.416
2023-03-27,7.416
2023-03-28,7.416
2023-03-29,7.416
2023-03-30,7.406
2023-03-31,7.406
2023-04-01,7.406
2023-04-02,7.406
2023-04-03,7.406
2023-04-04,7.406
2023-04-05,7.406
2023-04-06,7.406
2023-04-07,7.406
2023-04-08,7.406
2023-04-09,7.406
2023-04-10,7.406
2023-04-11,7.406
2023-04-12,7.406
2023-04-13,7.429
2023-04-14,7.429
2023-04-15,7.429
2023-04-16,7.429
2023-04-17,7.429
2023-04-18,7.429
2023-04-19,7.429
2023-04-20,7.47
2023-04-21,7.47
2023-04-22,7.47
2023-04-23,7.395
2023-04-24,7.395
2023-04-25,7.395
2023-04-26,7.39
2023-04-27,7.39
2023-04-28,7.39
2023-04-29,7.39
2023-04-30,7.39
2023-05-01,7.39
2023-05-02,7.39
2023-05-03,7.581
2023-05-04,7.663
2023-05-05,7.663
2023-05-06,7.663
2023-05-07,7.663
2023-05-08,7.663
2023-05-09,7.659
2023-05-10,7.659
2023-05-11,7.659
2023-05-12,7.659
2023-05-13,7.659
2023-05-14,7.659
2023-05-15,7.659
2023-05-16,7.659
2023-05-17,7.595
2023-05-18,7.595
2023-05-19,7.595
2023-05-20,7.595
2023-05-21,7.595
2023-05-22,7.595
2023-05-23,7.595
2023-05-24,7.595
2023-05-25,7.595
2023-05-26,7.595
2023-05-27,7.595
2023-05-28,7.595
2023-05-29,7.595
2023-05-30,7.595
2023-05-31,7.595
2023-06-01,7.595
2023-06-02,7.595
2023-06-03,7.595
2023-06-04,7.595
2023-06-05,7.595
2023-06-06,7.648
2023-06-07,7.648
2023-06-08,7.658
2023-06-09,7.658
2023-06-10,7.658
2023-06-11,7.658
2023-06-12,7.658
2023-06-13,7.658
2023-06-14,7.658
2023-06-15,7.658
2023-06-16,7.658
2023-06-17,7.658
2023-06-18,7.658
2023-06-19,7.658
2023-06-20,7.658
2023-06-21,7.658
2023-06-22,7.658
2023-06-23,7.658
2023-06-24,7.658
2023-06-25,7.628
2023-06-26,7.628
2023-06-27,7.628
2023-06-28,7.628
2023-06-29,7.693
2023-06-30,7.693
2023-07-01,7.693
2023-07-02,7.693
2023-07-03,7.693
2023-07-04,7.693
2023-07-05,7.693
2023-07-06,7.693
2023-07-07,7.693
2023-07-08,7.693
2023-07-09,7.693
2023-07-10,7.709
2023-07-11,7.709
2023-07-12,7.709
2023-07-13,7.709
2023-07-14,7.709
2023-07-15,7.709
2023-07-16,7.709
2023-07-17,7.727
2023-07-18,7.727
2023-07-19,7.727
2023-07-20,7.727
2023-07-21,7.709
2023-07-22,7.709
2023-07-23,7.709
2023-07-24,7.709
2023-07-25,7.709
2023-07-26,7.709
2023-07-27,7.709
2023-07-28,7.709
2023-07-29,7.709
2023-07-30,7.709
2023-07-31,7.709
2023-08-01,7.709
2023-08-02,7.709
2023-08-03,7.67
2023-08-04,7.653
2023-08-05,7.653
2023-08-06,7.653
2023-08-07,7.612
2023-08-08,7.612
2023-08-09,7.628
2023-08-10,7.638
2023-08-11,7.638
2023-08-12,7.638
2023-08-13,7.638
2023-08-14,7.638
2023-08-15,7.638
2023-08-16,7.638
2023-08-17,7.655
2023-08-18,7.655
2023-08-19,7.655
2023-08-20,7.655
2023-08-21,7.655
2023-08-22,7.655
2023-08-23,7.655
2023-08-24,7.655
2023-08-25,7.655
2023-08-26,7.655
2023-08-27,7.655
2023-08-28,7.66
2023-08-29,7.637
2023-08-30,7.637
2023-08-31,7.637
2023-09-01,7.637
2023-09-02,7.637
2023-09-03,7.637
2023-09-04,7.637
2023-09-05,7.637
2023-09-06,7.637
