,VMW US Equity
2021-05-01,8.38
2021-05-02,8.38
2021-05-03,8.38
2021-05-04,8.38
2021-05-05,8.38
2021-05-06,8.38
2021-05-07,8.38
2021-05-08,8.38
2021-05-09,8.38
2021-05-10,8.38
2021-05-11,8.38
2021-05-12,8.517
2021-05-13,8.472
2021-05-14,8.472
2021-05-15,8.472
2021-05-16,8.472
2021-05-17,8.472
2021-05-18,8.472
2021-05-19,8.472
2021-05-20,8.472
2021-05-21,8.472
2021-05-22,8.472
2021-05-23,8.472
2021-05-24,8.472
2021-05-25,8.472
2021-05-26,8.472
2021-05-27,8.515
2021-05-28,8.6
2021-05-29,8.6
2021-05-30,8.6
2021-05-31,8.6
2021-06-01,8.6
2021-06-02,8.6
2021-06-03,8.6
2021-06-04,8.6
2021-06-05,8.6
2021-06-06,8.6
2021-06-07,8.6
2021-06-08,8.6
2021-06-09,8.6
2021-06-10,8.6
2021-06-11,8.433
2021-06-12,8.433
2021-06-13,8.433
2021-06-14,8.433
2021-06-15,8.433
2021-06-16,8.433
2021-06-17,8.433
2021-06-18,8.433
2021-06-19,8.433
2021-06-20,8.433
2021-06-21,8.433
2021-06-22,8.433
2021-06-23,8.433
2021-06-24,8.433
2021-06-25,8.433
2021-06-26,8.433
2021-06-27,8.433
2021-06-28,8.433
2021-06-29,8.433
2021-06-30,8.433
2021-07-01,8.433
2021-07-02,8.433
2021-07-03,8.433
2021-07-04,8.433
2021-07-05,8.433
2021-07-06,8.433
2021-07-07,8.433
2021-07-08,8.433
2021-07-09,8.433
2021-07-10,8.433
2021-07-11,8.433
2021-07-12,8.433
2021-07-13,8.433
2021-07-14,8.433
2021-07-15,8.444
2021-07-16,8.444
2021-07-17,8.444
2021-07-18,8.444
2021-07-19,8.444
2021-07-20,8.444
2021-07-21,8.444
2021-07-22,8.444
2021-07-23,8.444
2021-07-24,8.444
2021-07-25,8.444
2021-07-26,8.444
2021-07-27,8.444
2021-07-28,8.444
2021-07-29,8.444
2021-07-30,8.444
2021-07-31,8.444
2021-08-01,8.444
2021-08-02,8.444
2021-08-03,8.444
2021-08-04,8.444
2021-08-05,8.444
2021-08-06,8.444
2021-08-07,8.444
2021-08-08,8.444
2021-08-09,8.444
2021-08-10,8.444
2021-08-11,8.444
2021-08-12,8.444
2021-08-13,8.453
2021-08-14,8.453
2021-08-15,8.453
2021-08-16,8.453
2021-08-17,8.453
2021-08-18,8.453
2021-08-19,8.453
2021-08-20,8.453
2021-08-21,8.453
2021-08-22,8.453
2021-08-23,8.453
2021-08-24,8.454
2021-08-25,8.454
2021-08-26,8.346
2021-08-27,8.279
2021-08-28,8.279
2021-08-29,8.279
2021-08-30,8.279
2021-08-31,8.279
2021-09-01,8.279
2021-09-02,8.279
2021-09-03,8.279
2021-09-04,8.279
2021-09-05,8.279
2021-09-06,8.279
2021-09-07,8.279
2021-09-08,8.279
2021-09-09,8.279
2021-09-10,8.279
2021-09-11,8.279
2021-09-12,8.279
2021-09-13,8.279
2021-09-14,8.279
2021-09-15,8.279
2021-09-16,8.279
2021-09-17,8.279
2021-09-18,8.279
2021-09-19,8.358
2021-09-20,8.358
2021-09-21,8.358
2021-09-22,8.358
2021-09-23,8.358
2021-09-24,8.358
2021-09-25,8.358
2021-09-26,8.358
2021-09-27,8.358
2021-09-28,8.358
2021-09-29,8.358
2021-09-30,8.358
2021-10-01,8.372
2021-10-02,8.372
2021-10-03,8.372
2021-10-04,8.372
2021-10-05,8.372
2021-10-06,8.372
2021-10-07,8.372
2021-10-08,8.307
2021-10-09,8.307
2021-10-10,8.307
2021-10-11,8.307
2021-10-12,8.307
2021-10-13,8.307
2021-10-14,8.307
2021-10-15,8.307
2021-10-16,8.307
2021-10-17,8.307
2021-10-18,8.307
2021-10-19,8.307
2021-10-20,8.307
2021-10-21,8.307
2021-10-22,8.307
2021-10-23,8.307
2021-10-24,8.307
2021-10-25,8.307
2021-10-26,8.307
2021-10-27,8.219
2021-10-28,8.219
2021-10-29,8.219
2021-10-30,8.219
2021-10-31,8.219
2021-11-01,8.25
2021-11-02,8.25
2021-11-03,8.22
2021-11-04,8.218
2021-11-05,8.218
2021-11-06,8.218
2021-11-07,8.218
2021-11-08,8.218
2021-11-09,8.218
2021-11-10,8.218
2021-11-11,8.218
2021-11-12,8.218
2021-11-13,8.218
2021-11-14,8.218
2021-11-15,8.218
2021-11-16,8.282
2021-11-17,8.282
2021-11-18,8.282
2021-11-19,8.262
2021-11-20,8.262
2021-11-21,8.262
2021-11-22,8.262
2021-11-23,8.176
2021-11-24,8.168
2021-11-25,8.168
2021-11-26,8.168
2021-11-27,8.168
2021-11-28,8.168
2021-11-29,8.168
2021-11-30,8.168
2021-12-01,8.168
2021-12-02,8.168
2021-12-03,8.168
2021-12-04,8.168
2021-12-05,8.168
2021-12-06,8.168
2021-12-07,8.168
2021-12-08,8.161
2021-12-09,8.161
2021-12-10,8.161
2021-12-11,8.161
2021-12-12,8.161
2021-12-13,8.161
2021-12-14,8.161
2021-12-15,8.161
2021-12-16,8.161
2021-12-17,8.161
2021-12-18,8.161
2021-12-19,8.161
2021-12-20,8.161
2021-12-21,8.161
2021-12-22,8.161
2021-12-23,8.161
2021-12-24,8.161
2021-12-25,8.161
2021-12-26,8.161
2021-12-27,8.161
2021-12-28,8.161
2021-12-29,8.161
2021-12-30,8.161
2021-12-31,8.161
2022-01-01,8.161
2022-01-02,8.161
2022-01-03,8.161
2022-01-04,8.161
2022-01-05,8.161
2022-01-06,8.161
2022-01-07,8.161
2022-01-08,8.161
2022-01-09,8.161
2022-01-10,8.161
2022-01-11,8.161
2022-01-12,8.159
2022-01-13,8.159
2022-01-14,8.159
2022-01-15,8.159
2022-01-16,8.159
2022-01-17,8.159
2022-01-18,8.159
2022-01-19,8.159
2022-01-20,8.162
2022-01-21,8.162
2022-01-22,8.162
2022-01-23,8.159
2022-01-24,8.159
2022-01-25,8.161
2022-01-26,8.161
2022-01-27,8.136
2022-01-28,8.137
2022-01-29,8.137
2022-01-30,8.137
2022-01-31,8.137
2022-02-01,8.137
2022-02-02,8.137
2022-02-03,8.137
2022-02-04,8.137
2022-02-05,8.137
2022-02-06,8.137
2022-02-07,8.137
2022-02-08,8.137
2022-02-09,8.138
2022-02-10,8.138
2022-02-11,8.138
2022-02-12,8.138
2022-02-13,8.138
2022-02-14,8.138
2022-02-15,8.138
2022-02-16,8.138
2022-02-17,8.138
2022-02-18,8.138
2022-02-19,8.138
2022-02-20,8.138
2022-02-21,8.138
2022-02-22,8.139
2022-02-23,8.139
2022-02-24,7.999
2022-02-25,7.793
2022-02-26,7.776
2022-02-27,7.765
2022-02-28,7.765
2022-03-01,7.765
2022-03-02,7.765
2022-03-03,7.765
2022-03-04,7.765
2022-03-05,7.765
2022-03-06,7.765
2022-03-07,7.765
2022-03-08,7.765
2022-03-09,7.763
2022-03-10,7.763
2022-03-11,7.763
2022-03-12,7.763
2022-03-13,7.763
2022-03-14,7.763
2022-03-15,7.763
2022-03-16,7.763
2022-03-17,7.757
2022-03-18,7.757
2022-03-19,7.757
2022-03-20,7.757
2022-03-21,7.757
2022-03-22,7.757
2022-03-23,7.757
2022-03-24,7.757
2022-03-25,7.757
2022-03-26,7.757
2022-03-27,7.757
2022-03-28,7.757
2022-03-29,7.757
2022-03-30,7.757
2022-03-31,7.757
2022-04-01,7.757
2022-04-02,7.757
2022-04-03,7.757
2022-04-04,7.757
2022-04-05,7.757
2022-04-06,7.757
2022-04-07,7.757
2022-04-08,7.757
2022-04-09,7.757
2022-04-10,7.757
2022-04-11,7.757
2022-04-12,7.757
2022-04-13,7.757
2022-04-14,7.754
2022-04-15,7.754
2022-04-16,7.754
2022-04-17,7.754
2022-04-18,7.754
2022-04-19,7.754
2022-04-20,7.754
2022-04-21,7.754
2022-04-22,7.754
2022-04-23,7.754
2022-04-24,7.754
2022-04-25,7.754
2022-04-26,7.754
2022-04-27,7.754
2022-04-28,7.754
2022-04-29,7.754
2022-04-30,7.754
2022-05-01,7.754
2022-05-02,7.754
2022-05-03,7.754
2022-05-04,7.754
2022-05-05,7.754
2022-05-06,7.754
2022-05-07,7.754
2022-05-08,7.754
2022-05-09,7.754
2022-05-10,7.754
2022-05-11,7.754
2022-05-12,7.754
2022-05-13,7.754
2022-05-14,7.754
2022-05-15,7.754
2022-05-16,7.754
2022-05-17,7.754
2022-05-18,7.754
2022-05-19,7.754
2022-05-20,7.754
2022-05-21,7.754
2022-05-22,7.749
2022-05-23,7.749
2022-05-24,7.749
2022-05-25,7.749
2022-05-26,7.635
2022-05-27,7.57
2022-05-28,7.57
2022-05-29,7.57
2022-05-30,7.57
2022-05-31,7.57
2022-06-01,7.57
2022-06-02,7.57
2022-06-03,7.57
2022-06-04,7.57
2022-06-05,7.57
2022-06-06,7.57
2022-06-07,7.57
2022-06-08,7.57
2022-06-09,7.57
2022-06-10,7.57
2022-06-11,7.57
2022-06-12,7.57
2022-06-13,7.57
2022-06-14,7.57
2022-06-15,7.57
2022-06-16,7.57
2022-06-17,7.57
2022-06-18,7.57
2022-06-19,7.57
2022-06-20,7.57
2022-06-21,7.57
2022-06-22,7.57
2022-06-23,7.57
2022-06-24,7.57
2022-06-25,7.489
2022-06-26,7.497
2022-06-27,7.497
2022-06-28,7.497
2022-06-29,7.497
2022-06-30,7.497
2022-07-01,7.475
2022-07-02,7.475
2022-07-03,7.475
2022-07-04,7.475
2022-07-05,7.475
2022-07-06,7.475
2022-07-07,7.475
2022-07-08,7.475
2022-07-09,7.475
2022-07-10,7.475
2022-07-11,7.475
2022-07-12,7.475
2022-07-13,7.475
2022-07-14,7.475
2022-07-15,7.475
2022-07-16,7.475
2022-07-17,7.475
2022-07-18,7.475
2022-07-19,7.475
2022-07-20,7.475
2022-07-21,7.475
2022-07-22,7.475
2022-07-23,7.475
2022-07-24,7.475
2022-07-25,7.475
2022-07-26,7.475
2022-07-27,7.475
2022-07-28,7.475
2022-07-29,7.475
2022-07-30,7.475
2022-07-31,7.475
2022-08-01,7.475
2022-08-02,7.475
2022-08-03,7.475
2022-08-04,7.475
2022-08-05,7.475
2022-08-06,7.475
2022-08-07,7.475
2022-08-08,7.475
2022-08-09,7.475
2022-08-10,7.475
2022-08-11,7.475
2022-08-12,7.475
2022-08-13,7.475
2022-08-14,7.475
2022-08-15,7.475
2022-08-16,7.475
2022-08-17,7.328
2022-08-18,7.328
2022-08-19,7.328
2022-08-20,7.328
2022-08-21,7.328
2022-08-22,7.328
2022-08-23,7.328
2022-08-24,7.328
2022-08-25,7.476
2022-08-26,7.447
2022-08-27,7.447
2022-08-28,7.447
2022-08-29,7.447
2022-08-30,7.447
2022-08-31,7.435
2022-09-01,7.435
2022-09-02,7.435
2022-09-03,7.435
2022-09-04,7.435
2022-09-05,7.435
2022-09-06,7.435
2022-09-07,7.435
2022-09-08,7.435
2022-09-09,7.435
2022-09-10,7.435
2022-09-11,7.435
2022-09-12,7.448
2022-09-13,7.448
2022-09-14,7.448
2022-09-15,7.448
2022-09-16,7.448
2022-09-17,7.448
2022-09-18,7.448
2022-09-19,7.448
2022-09-20,7.448
2022-09-21,7.448
2022-09-22,7.448
2022-09-23,7.448
2022-09-24,7.448
2022-09-25,7.448
2022-09-26,7.448
2022-09-27,7.448
2022-09-28,7.448
2022-09-29,7.448
2022-09-30,7.448
2022-10-01,7.448
2022-10-02,7.448
2022-10-03,7.448
2022-10-04,7.448
2022-10-05,7.448
2022-10-06,7.448
2022-10-07,7.448
2022-10-08,7.448
2022-10-09,7.448
2022-10-10,7.448
2022-10-11,7.448
2022-10-12,7.448
2022-10-13,7.448
2022-10-14,7.448
2022-10-15,7.448
2022-10-16,7.448
2022-10-17,7.448
2022-10-18,7.448
2022-10-19,7.448
2022-10-20,7.448
2022-10-21,7.448
2022-10-22,7.448
2022-10-23,7.348
2022-10-24,7.348
2022-10-25,7.348
2022-10-26,7.348
2022-10-27,7.348
2022-10-28,7.348
2022-10-29,7.348
2022-10-30,7.348
2022-10-31,7.348
2022-11-01,7.348
2022-11-02,7.348
2022-11-03,7.386
2022-11-04,7.386
2022-11-05,7.386
2022-11-06,7.386
2022-11-07,7.386
2022-11-08,7.386
2022-11-09,7.386
2022-11-10,7.386
2022-11-11,7.386
2022-11-12,7.386
2022-11-13,7.386
2022-11-14,7.386
2022-11-15,7.199
2022-11-16,7.199
2022-11-17,7.199
2022-11-18,7.199
2022-11-19,7.199
2022-11-20,7.199
2022-11-21,7.199
2022-11-22,7.27
2022-11-23,7.254
2022-11-24,7.254
2022-11-25,7.254
2022-11-26,7.254
2022-11-27,7.254
2022-11-28,7.254
2022-11-29,7.254
2022-11-30,7.254
2022-12-01,7.254
2022-12-02,7.254
2022-12-03,7.254
2022-12-04,7.254
2022-12-05,7.254
2022-12-06,7.254
2022-12-07,7.254
2022-12-08,7.056
2022-12-09,7.056
2022-12-10,7.056
2022-12-11,7.056
2022-12-12,7.056
2022-12-13,7.056
2022-12-14,7.056
2022-12-15,7.056
2022-12-16,7.056
2022-12-17,7.056
2022-12-18,7.056
2022-12-19,7.056
2022-12-20,7.056
2022-12-21,7.129
2022-12-22,7.129
2022-12-23,7.129
2022-12-24,7.129
2022-12-25,7.129
2022-12-26,7.129
2022-12-27,7.129
2022-12-28,7.129
2022-12-29,7.129
2022-12-30,7.129
2022-12-31,7.129
2023-01-01,7.129
2023-01-02,7.129
2023-01-03,7.129
2023-01-04,7.129
2023-01-05,7.129
2023-01-06,7.129
2023-01-07,7.129
2023-01-08,7.129
2023-01-09,7.129
2023-01-10,7.129
2023-01-11,7.129
2023-01-12,7.129
2023-01-13,7.054
2023-01-14,7.054
2023-01-15,7.054
2023-01-16,7.054
2023-01-17,7.054
2023-01-18,7.054
2023-01-19,7.051
2023-01-20,7.051
2023-01-21,7.051
2023-01-22,7.051
2023-01-23,7.051
2023-01-24,7.051
2023-01-25,7.051
2023-01-26,7.051
2023-01-27,7.051
2023-01-28,7.051
2023-01-29,7.051
2023-01-30,7.051
2023-01-31,7.048
2023-02-01,7.048
2023-02-02,7.048
2023-02-03,7.048
2023-02-04,7.048
2023-02-05,7.048
2023-02-06,7.048
2023-02-07,7.048
2023-02-08,7.048
2023-02-09,7.048
2023-02-10,7.048
2023-02-11,7.048
2023-02-12,7.048
2023-02-13,7.048
2023-02-14,7.048
2023-02-15,7.261
2023-02-16,7.261
2023-02-17,7.261
2023-02-18,7.261
2023-02-19,7.261
2023-02-20,7.261
2023-02-21,7.261
2023-02-22,7.261
2023-02-23,7.261
2023-02-24,7.261
2023-02-25,7.261
2023-02-26,7.261
2023-02-27,7.261
2023-02-28,7.261
2023-03-01,7.261
2023-03-02,7.305
2023-03-03,7.232
2023-03-04,7.232
2023-03-05,7.232
2023-03-06,7.232
2023-03-07,7.232
2023-03-08,7.243
2023-03-09,7.243
2023-03-10,7.243
2023-03-11,7.243
2023-03-12,7.243
2023-03-13,7.243
2023-03-14,7.243
2023-03-15,7.243
2023-03-16,7.243
2023-03-17,7.243
2023-03-18,7.243
2023-03-19,7.243
2023-03-20,7.243
2023-03-21,7.243
2023-03-22,7.243
2023-03-23,7.243
2023-03-24,7.243
2023-03-25,7.243
2023-03-26,7.243
2023-03-27,7.243
2023-03-28,7.243
2023-03-29,7.243
2023-03-30,7.243
2023-03-31,7.243
2023-04-01,7.243
2023-04-02,7.174
2023-04-03,7.174
2023-04-04,7.174
2023-04-05,7.174
2023-04-06,7.174
2023-04-07,7.174
2023-04-08,7.174
2023-04-09,7.174
2023-04-10,7.174
2023-04-11,7.174
2023-04-12,7.174
2023-04-13,7.174
2023-04-14,7.174
2023-04-15,7.174
2023-04-16,7.174
2023-04-17,7.174
2023-04-18,7.174
2023-04-19,7.202
2023-04-20,7.202
2023-04-21,7.202
2023-04-22,7.202
2023-04-23,7.202
2023-04-24,7.202
2023-04-25,7.202
2023-04-26,7.202
2023-04-27,7.202
2023-04-28,7.202
2023-04-29,7.202
2023-04-30,7.202
2023-05-01,7.131
2023-05-02,7.131
2023-05-03,7.131
2023-05-04,7.131
2023-05-05,7.131
2023-05-06,7.131
2023-05-07,7.131
2023-05-08,7.131
2023-05-09,7.131
2023-05-10,7.131
2023-05-11,7.131
2023-05-12,7.131
2023-05-13,7.131
2023-05-14,7.131
2023-05-15,7.131
2023-05-16,7.131
2023-05-17,7.131
2023-05-18,7.131
2023-05-19,7.131
2023-05-20,7.131
2023-05-21,7.131
2023-05-22,7.131
2023-05-23,7.131
2023-05-24,7.131
2023-05-25,7.131
2023-05-26,7.183
2023-05-27,7.183
2023-05-28,7.183
2023-05-29,7.183
2023-05-30,7.183
2023-05-31,7.183
2023-06-01,7.12
2023-06-02,7.045
2023-06-03,7.045
2023-06-04,7.045
2023-06-05,7.045
2023-06-06,7.017
2023-06-07,7.017
2023-06-08,7.017
2023-06-09,7.017
2023-06-10,7.017
2023-06-11,7.017
2023-06-12,7.017
2023-06-13,7.017
2023-06-14,7.017
2023-06-15,7.017
2023-06-16,7.017
2023-06-17,7.017
2023-06-18,7.017
2023-06-19,6.934
2023-06-20,6.934
2023-06-21,6.934
2023-06-22,6.934
2023-06-23,6.934
2023-06-24,6.934
2023-06-25,6.934
2023-06-26,6.934
2023-06-27,6.934
2023-06-28,6.934
2023-06-29,6.934
2023-06-30,6.934
2023-07-01,6.934
2023-07-02,6.934
2023-07-03,6.934
2023-07-04,6.934
2023-07-05,7.005
2023-07-06,7.005
2023-07-07,7.005
2023-07-08,7.005
2023-07-09,7.005
2023-07-10,6.915
2023-07-11,6.915
2023-07-12,6.915
2023-07-13,6.915
2023-07-14,6.915
2023-07-15,6.915
2023-07-16,6.915
2023-07-17,6.915
2023-07-18,6.915
2023-07-19,6.915
2023-07-20,6.915
2023-07-21,6.915
2023-07-22,6.915
2023-07-23,6.915
2023-07-24,6.915
2023-07-25,6.915
2023-07-26,6.915
2023-07-27,6.915
2023-07-28,6.915
2023-07-29,6.915
2023-07-30,6.915
2023-07-31,6.915
2023-08-01,6.915
2023-08-02,6.915
