,SR US Equity
2021-06-17,4.937
2021-06-18,4.937
2021-06-19,4.937
2021-06-20,4.937
2021-06-21,4.937
2021-06-22,4.937
2021-06-23,4.937
2021-06-24,4.937
2021-06-25,4.937
2021-06-26,4.937
2021-06-27,4.937
2021-06-28,4.937
2021-06-29,4.937
2021-06-30,4.923
2021-07-01,4.923
2021-07-02,4.923
2021-07-03,4.923
2021-07-04,4.923
2021-07-05,4.923
2021-07-06,4.923
2021-07-07,4.923
2021-07-08,4.923
2021-07-09,4.923
2021-07-10,4.923
2021-07-11,4.923
2021-07-12,4.923
2021-07-13,4.915
2021-07-14,4.915
2021-07-15,4.915
2021-07-16,4.915
2021-07-17,4.915
2021-07-18,4.915
2021-07-19,4.915
2021-07-20,4.915
2021-07-21,4.915
2021-07-22,4.915
2021-07-23,4.915
2021-07-24,4.915
2021-07-25,4.915
2021-07-26,4.915
2021-07-27,4.915
2021-07-28,4.905
2021-07-29,4.905
2021-07-30,4.905
2021-07-31,4.905
2021-08-01,4.905
2021-08-02,4.905
2021-08-03,4.905
2021-08-04,4.905
2021-08-05,4.92
2021-08-06,4.92
2021-08-07,4.92
2021-08-08,4.92
2021-08-09,4.92
2021-08-10,4.92
2021-08-11,4.92
2021-08-12,4.895
2021-08-13,4.895
2021-08-14,4.895
2021-08-15,4.895
2021-08-16,4.893
2021-08-17,4.893
2021-08-18,4.893
2021-08-19,4.893
2021-08-20,4.893
2021-08-21,4.893
2021-08-22,4.893
2021-08-23,4.893
2021-08-24,4.893
2021-08-25,4.893
2021-08-26,4.893
2021-08-27,4.893
2021-08-28,4.893
2021-08-29,4.893
2021-08-30,4.893
2021-08-31,4.893
2021-09-01,4.893
2021-09-02,4.893
2021-09-03,4.893
2021-09-04,4.893
2021-09-05,4.893
2021-09-06,4.893
2021-09-07,4.893
2021-09-08,4.893
2021-09-09,4.893
2021-09-10,4.893
2021-09-11,4.893
2021-09-12,4.893
2021-09-13,4.893
2021-09-14,4.893
2021-09-15,4.893
2021-09-16,4.893
2021-09-17,4.893
2021-09-18,4.893
2021-09-19,4.893
2021-09-20,4.893
2021-09-21,4.893
2021-09-22,4.893
2021-09-23,4.883
2021-09-24,4.883
2021-09-25,4.883
2021-09-26,4.883
2021-09-27,4.883
2021-09-28,4.883
2021-09-29,4.883
2021-09-30,4.883
2021-10-01,4.883
2021-10-02,4.883
2021-10-03,4.883
2021-10-04,4.883
2021-10-05,4.883
2021-10-06,4.883
2021-10-07,4.883
2021-10-08,4.883
2021-10-09,4.883
2021-10-10,4.883
2021-10-11,4.883
2021-10-12,4.883
2021-10-13,4.883
2021-10-14,4.883
2021-10-15,4.883
2021-10-16,4.883
2021-10-17,4.883
2021-10-18,4.883
2021-10-19,4.883
2021-10-20,4.883
2021-10-21,4.883
2021-10-22,4.883
2021-10-23,4.883
2021-10-24,4.883
2021-10-25,4.883
2021-10-26,4.883
2021-10-27,4.883
2021-10-28,4.883
2021-10-29,4.883
2021-10-30,4.883
2021-10-31,4.883
2021-11-01,4.883
2021-11-02,4.883
2021-11-03,4.883
2021-11-04,4.883
2021-11-05,4.883
2021-11-06,4.883
2021-11-07,4.883
2021-11-08,4.883
2021-11-09,4.883
2021-11-10,4.883
2021-11-11,4.883
2021-11-12,4.883
2021-11-13,4.883
2021-11-14,4.798
2021-11-15,4.798
2021-11-16,4.798
2021-11-17,4.798
2021-11-18,4.75
2021-11-19,4.715
2021-11-20,4.715
2021-11-21,4.715
2021-11-22,4.748
2021-11-23,4.748
2021-11-24,4.748
2021-11-25,4.748
2021-11-26,4.748
2021-11-27,4.748
2021-11-28,4.748
2021-11-29,4.748
2021-11-30,4.748
2021-12-01,4.748
2021-12-02,4.748
2021-12-03,4.748
2021-12-04,4.748
2021-12-05,4.748
2021-12-06,4.748
2021-12-07,4.695
2021-12-08,4.695
2021-12-09,4.695
2021-12-10,4.695
2021-12-11,4.695
2021-12-12,4.695
2021-12-13,4.695
2021-12-14,4.695
2021-12-15,4.695
2021-12-16,4.695
2021-12-17,4.695
2021-12-18,4.695
2021-12-19,4.695
2021-12-20,4.695
2021-12-21,4.695
2021-12-22,4.695
2021-12-23,4.695
2021-12-24,4.695
2021-12-25,4.695
2021-12-26,4.695
2021-12-27,4.695
2021-12-28,4.695
2021-12-29,4.695
2021-12-30,4.695
2021-12-31,4.695
2022-01-01,4.695
2022-01-02,4.695
2022-01-03,4.695
2022-01-04,4.695
2022-01-05,4.698
2022-01-06,4.65
2022-01-07,4.65
2022-01-08,4.65
2022-01-09,4.65
2022-01-10,4.65
2022-01-11,4.65
2022-01-12,4.65
2022-01-13,4.65
2022-01-14,4.64
2022-01-15,4.64
2022-01-16,4.64
2022-01-17,4.64
2022-01-18,4.632
2022-01-19,4.63
2022-01-20,4.63
2022-01-21,4.628
2022-01-22,4.628
2022-01-23,4.628
2022-01-24,4.621
2022-01-25,4.621
2022-01-26,4.621
2022-01-27,4.621
2022-01-28,4.621
2022-01-29,4.621
2022-01-30,4.621
2022-01-31,4.621
2022-02-01,4.621
2022-02-02,4.548
2022-02-03,4.548
2022-02-04,4.548
2022-02-05,4.548
2022-02-06,4.548
2022-02-07,4.548
2022-02-08,4.542
2022-02-09,4.542
2022-02-10,4.542
2022-02-11,4.542
2022-02-12,4.542
2022-02-13,4.542
2022-02-14,4.542
2022-02-15,4.542
2022-02-16,4.542
2022-02-17,4.542
2022-02-18,4.54
2022-02-19,4.54
2022-02-20,4.54
2022-02-21,4.54
2022-02-22,4.54
2022-02-23,4.54
2022-02-24,4.54
2022-02-25,4.54
2022-02-26,4.54
2022-02-27,4.54
2022-02-28,4.54
2022-03-01,4.54
2022-03-02,4.54
2022-03-03,4.54
2022-03-04,4.54
2022-03-05,4.54
2022-03-06,4.54
2022-03-07,4.54
2022-03-08,4.54
2022-03-09,4.54
2022-03-10,4.54
2022-03-11,4.54
2022-03-12,4.54
2022-03-13,4.54
2022-03-14,4.54
2022-03-15,4.54
2022-03-16,4.54
2022-03-17,4.54
2022-03-18,4.54
2022-03-19,4.54
2022-03-20,4.54
2022-03-21,4.54
2022-03-22,4.543
2022-03-23,4.543
2022-03-24,4.543
2022-03-25,4.543
2022-03-26,4.543
2022-03-27,4.543
2022-03-28,4.543
2022-03-29,4.543
2022-03-30,4.543
2022-03-31,4.543
2022-04-01,4.577
2022-04-02,4.577
2022-04-03,4.577
2022-04-04,4.577
2022-04-05,4.577
2022-04-06,4.577
2022-04-07,4.577
2022-04-08,4.577
2022-04-09,4.577
2022-04-10,4.577
2022-04-11,4.577
2022-04-12,4.577
2022-04-13,4.577
2022-04-14,4.577
2022-04-15,4.577
2022-04-16,4.577
2022-04-17,4.577
2022-04-18,4.548
2022-04-19,4.548
2022-04-20,4.588
2022-04-21,4.588
2022-04-22,4.588
2022-04-23,4.588
2022-04-24,4.588
2022-04-25,4.634
2022-04-26,4.639
2022-04-27,4.639
2022-04-28,4.646
2022-04-29,4.646
2022-04-30,4.646
2022-05-01,4.646
2022-05-02,4.646
2022-05-03,4.646
2022-05-04,4.646
2022-05-05,4.646
2022-05-06,4.646
2022-05-07,4.646
2022-05-08,4.646
2022-05-09,4.646
2022-05-10,4.646
2022-05-11,4.646
2022-05-12,4.646
2022-05-13,4.646
2022-05-14,4.646
2022-05-15,4.646
2022-05-16,4.646
2022-05-17,4.646
2022-05-18,4.646
2022-05-19,4.646
2022-05-20,4.644
2022-05-21,4.644
2022-05-22,4.644
2022-05-23,4.644
2022-05-24,4.659
2022-05-25,4.659
2022-05-26,4.659
2022-05-27,4.659
2022-05-28,4.659
2022-05-29,4.659
2022-05-30,4.659
2022-05-31,4.659
2022-06-01,4.659
2022-06-02,4.659
2022-06-03,4.659
2022-06-04,4.659
2022-06-05,4.659
2022-06-06,4.659
2022-06-07,4.659
2022-06-08,4.659
2022-06-09,4.659
2022-06-10,4.659
2022-06-11,4.659
2022-06-12,4.659
2022-06-13,4.659
2022-06-14,4.659
2022-06-15,4.659
2022-06-16,4.659
2022-06-17,4.659
2022-06-18,4.659
2022-06-19,4.659
2022-06-20,4.659
2022-06-21,4.659
2022-06-22,4.659
2022-06-23,4.656
2022-06-24,4.656
2022-06-25,4.656
2022-06-26,4.656
2022-06-27,4.656
2022-06-28,4.656
2022-06-29,4.656
2022-06-30,4.656
2022-07-01,4.656
2022-07-02,4.656
2022-07-03,4.656
2022-07-04,4.656
2022-07-05,4.656
2022-07-06,4.656
2022-07-07,4.656
2022-07-08,4.656
2022-07-09,4.656
2022-07-10,4.656
2022-07-11,4.656
2022-07-12,4.656
2022-07-13,4.656
2022-07-14,4.656
2022-07-15,4.656
2022-07-16,4.656
2022-07-17,4.656
2022-07-18,4.656
2022-07-19,4.656
2022-07-20,4.656
2022-07-21,4.66
2022-07-22,4.66
2022-07-23,4.66
2022-07-24,4.66
2022-07-25,4.659
2022-07-26,4.647
2022-07-27,4.647
2022-07-28,4.647
2022-07-29,4.647
2022-07-30,4.647
2022-07-31,4.647
2022-08-01,4.647
2022-08-02,4.647
2022-08-03,4.647
2022-08-04,4.647
2022-08-05,4.647
2022-08-06,4.647
2022-08-07,4.647
2022-08-08,4.647
2022-08-09,4.649
2022-08-10,4.645
2022-08-11,4.645
2022-08-12,4.645
2022-08-13,4.645
2022-08-14,4.645
2022-08-15,4.645
2022-08-16,4.645
2022-08-17,4.645
2022-08-18,4.645
2022-08-19,4.645
2022-08-20,4.645
2022-08-21,4.645
2022-08-22,4.645
2022-08-23,4.646
2022-08-24,4.646
2022-08-25,4.646
2022-08-26,4.64
2022-08-27,4.64
2022-08-28,4.64
2022-08-29,4.64
2022-08-30,4.64
2022-08-31,4.64
2022-09-01,4.64
2022-09-02,4.64
2022-09-03,4.64
2022-09-04,4.64
2022-09-05,4.606
2022-09-06,4.606
2022-09-07,4.606
2022-09-08,4.606
2022-09-09,4.606
2022-09-10,4.606
2022-09-11,4.606
2022-09-12,4.606
2022-09-13,4.606
2022-09-14,4.606
2022-09-15,4.606
2022-09-16,4.606
2022-09-17,4.606
2022-09-18,4.606
2022-09-19,4.606
2022-09-20,4.606
2022-09-21,4.606
2022-09-22,4.604
2022-09-23,4.604
2022-09-24,4.604
2022-09-25,4.604
2022-09-26,4.604
2022-09-27,4.604
2022-09-28,4.604
2022-09-29,4.604
2022-09-30,4.604
2022-10-01,4.604
2022-10-02,4.604
2022-10-03,4.604
2022-10-04,4.604
2022-10-05,4.604
2022-10-06,4.604
2022-10-07,4.604
2022-10-08,4.604
2022-10-09,4.604
2022-10-10,4.604
2022-10-11,4.604
2022-10-12,4.604
2022-10-13,4.604
2022-10-14,4.604
2022-10-15,4.604
2022-10-16,4.604
2022-10-17,4.604
2022-10-18,4.604
2022-10-19,4.604
2022-10-20,4.599
2022-10-21,4.599
2022-10-22,4.599
2022-10-23,4.599
2022-10-24,4.599
2022-10-25,4.599
2022-10-26,4.599
2022-10-27,4.599
2022-10-28,4.599
2022-10-29,4.599
2022-10-30,4.599
2022-10-31,4.599
2022-11-01,4.599
2022-11-02,4.594
2022-11-03,4.594
2022-11-04,4.594
2022-11-05,4.594
2022-11-06,4.594
2022-11-07,4.594
2022-11-08,4.594
2022-11-09,4.594
2022-11-10,4.594
2022-11-11,4.596
2022-11-12,4.596
2022-11-13,4.596
2022-11-14,4.596
2022-11-15,4.596
2022-11-16,4.587
2022-11-17,4.563
2022-11-18,4.546
2022-11-19,4.546
2022-11-20,4.546
2022-11-21,4.527
2022-11-22,4.527
2022-11-23,4.527
2022-11-24,4.527
2022-11-25,4.527
2022-11-26,4.527
2022-11-27,4.527
2022-11-28,4.527
2022-11-29,4.527
2022-11-30,4.527
2022-12-01,4.527
2022-12-02,4.527
2022-12-03,4.527
2022-12-04,4.486
2022-12-05,4.446
2022-12-06,4.461
2022-12-07,4.433
2022-12-08,4.395
2022-12-09,4.395
2022-12-10,4.395
2022-12-11,4.395
2022-12-12,4.395
2022-12-13,4.395
2022-12-14,4.369
2022-12-15,4.331
2022-12-16,4.331
2022-12-17,4.331
2022-12-18,4.331
2022-12-19,4.331
2022-12-20,4.331
2022-12-21,4.331
2022-12-22,4.341
2022-12-23,4.341
2022-12-24,4.341
2022-12-25,4.341
2022-12-26,4.341
2022-12-27,4.341
2022-12-28,4.341
2022-12-29,4.341
2022-12-30,4.341
2022-12-31,4.341
2023-01-01,4.341
2023-01-02,4.341
2023-01-03,4.341
2023-01-04,4.341
2023-01-05,4.341
2023-01-06,4.341
2023-01-07,4.341
2023-01-08,4.341
2023-01-09,4.341
2023-01-10,4.341
2023-01-11,4.341
2023-01-12,4.341
2023-01-13,4.341
2023-01-14,4.341
2023-01-15,4.341
2023-01-16,4.341
2023-01-17,4.319
2023-01-18,4.319
2023-01-19,4.319
2023-01-20,4.319
2023-01-21,4.319
2023-01-22,4.318
2023-01-23,4.319
2023-01-24,4.319
2023-01-25,4.319
2023-01-26,4.319
2023-01-27,4.319
2023-01-28,4.319
2023-01-29,4.319
2023-01-30,4.321
2023-01-31,4.301
2023-02-01,4.301
2023-02-02,4.304
2023-02-03,4.3
2023-02-04,4.3
2023-02-05,4.3
2023-02-06,4.303
2023-02-07,4.303
2023-02-08,4.303
2023-02-09,4.303
2023-02-10,4.303
2023-02-11,4.303
2023-02-12,4.303
2023-02-13,4.303
2023-02-14,4.303
2023-02-15,4.303
2023-02-16,4.303
2023-02-17,4.303
2023-02-18,4.303
2023-02-19,4.303
2023-02-20,4.303
2023-02-21,4.303
2023-02-22,4.306
2023-02-23,4.306
2023-02-24,4.306
2023-02-25,4.306
2023-02-26,4.306
2023-02-27,4.306
2023-02-28,4.306
2023-03-01,4.306
2023-03-02,4.306
2023-03-03,4.306
2023-03-04,4.306
2023-03-05,4.306
2023-03-06,4.306
2023-03-07,4.306
2023-03-08,4.306
2023-03-09,4.306
2023-03-10,4.306
2023-03-11,4.306
2023-03-12,4.306
2023-03-13,4.326
2023-03-14,4.326
2023-03-15,4.326
2023-03-16,4.326
2023-03-17,4.326
2023-03-18,4.326
2023-03-19,4.326
2023-03-20,4.323
2023-03-21,4.321
2023-03-22,4.321
2023-03-23,4.321
2023-03-24,4.321
2023-03-25,4.321
2023-03-26,4.321
2023-03-27,4.321
2023-03-28,4.321
2023-03-29,4.321
2023-03-30,4.32
2023-03-31,4.32
2023-04-01,4.32
2023-04-02,4.32
2023-04-03,4.32
2023-04-04,4.32
2023-04-05,4.32
2023-04-06,4.32
2023-04-07,4.32
2023-04-08,4.32
2023-04-09,4.32
2023-04-10,4.32
2023-04-11,4.32
2023-04-12,4.32
2023-04-13,4.32
2023-04-14,4.321
2023-04-15,4.321
2023-04-16,4.321
2023-04-17,4.321
2023-04-18,4.321
2023-04-19,4.322
2023-04-20,4.322
2023-04-21,4.322
2023-04-22,4.322
2023-04-23,4.322
2023-04-24,4.322
2023-04-25,4.322
2023-04-26,4.322
2023-04-27,4.322
2023-04-28,4.322
2023-04-29,4.322
2023-04-30,4.322
2023-05-01,4.322
2023-05-02,4.322
2023-05-03,4.322
2023-05-04,4.322
2023-05-05,4.322
2023-05-06,4.322
2023-05-07,4.322
2023-05-08,4.322
2023-05-09,4.322
2023-05-10,4.322
2023-05-11,4.322
2023-05-12,4.322
2023-05-13,4.322
2023-05-14,4.322
2023-05-15,4.322
2023-05-16,4.322
2023-05-17,4.323
2023-05-18,4.323
2023-05-19,4.323
2023-05-20,4.323
2023-05-21,4.323
2023-05-22,4.323
2023-05-23,4.323
2023-05-24,4.323
2023-05-25,4.323
2023-05-26,4.323
2023-05-27,4.323
2023-05-28,4.323
2023-05-29,4.323
2023-05-30,4.33
2023-05-31,4.33
2023-06-01,4.33
2023-06-02,4.33
2023-06-03,4.33
2023-06-04,4.33
2023-06-05,4.33
2023-06-06,4.311
2023-06-07,4.311
2023-06-08,4.311
2023-06-09,4.311
2023-06-10,4.311
2023-06-11,4.311
2023-06-12,4.311
2023-06-13,4.311
2023-06-14,4.311
2023-06-15,4.32
2023-06-16,4.32
2023-06-17,4.32
2023-06-18,4.32
2023-06-19,4.32
2023-06-20,4.323
2023-06-21,4.326
2023-06-22,4.326
2023-06-23,4.324
2023-06-24,4.324
2023-06-25,4.324
2023-06-26,4.324
2023-06-27,4.324
2023-06-28,4.324
2023-06-29,4.324
2023-06-30,4.324
2023-07-01,4.324
2023-07-02,4.324
2023-07-03,4.324
2023-07-04,4.324
2023-07-05,4.324
2023-07-06,4.324
2023-07-07,4.324
2023-07-08,4.324
2023-07-09,4.324
2023-07-10,4.324
2023-07-11,4.324
2023-07-12,4.324
2023-07-13,4.324
2023-07-14,4.324
2023-07-15,4.324
2023-07-16,4.324
2023-07-17,4.324
2023-07-18,4.324
2023-07-19,4.324
2023-07-20,4.324
2023-07-21,4.324
2023-07-22,4.324
2023-07-23,4.324
2023-07-24,4.324
2023-07-25,4.324
2023-07-26,4.324
2023-07-27,4.324
2023-07-28,4.324
2023-07-29,4.324
2023-07-30,4.324
2023-07-31,4.324
2023-08-01,4.324
2023-08-02,4.324
2023-08-03,4.324
2023-08-04,4.324
2023-08-05,4.324
2023-08-06,4.324
2023-08-07,4.324
2023-08-08,4.327
2023-08-09,4.327
2023-08-10,4.327
2023-08-11,4.327
2023-08-12,4.327
2023-08-13,4.327
2023-08-14,4.327
2023-08-15,4.327
2023-08-16,4.321
2023-08-17,4.321
2023-08-18,4.321
2023-08-19,4.321
2023-08-20,4.321
2023-08-21,4.313
2023-08-22,4.313
2023-08-23,4.313
2023-08-24,4.313
2023-08-25,4.313
2023-08-26,4.313
2023-08-27,4.313
2023-08-28,4.313
2023-08-29,4.313
2023-08-30,4.313
2023-08-31,4.313
2023-09-01,4.335
2023-09-02,4.335
2023-09-03,4.335
2023-09-04,4.335
2023-09-05,4.329
2023-09-06,4.329
2023-09-07,4.329
2023-09-08,4.329
2023-09-09,4.329
2023-09-10,4.329
2023-09-11,4.329
2023-09-12,4.329
2023-09-13,4.329
2023-09-14,4.329
2023-09-15,4.329
2023-09-16,4.329
2023-09-17,4.329
2023-09-18,4.329
2023-09-19,4.329
