,CC US Equity
2021-06-14,3.33
2021-06-15,3.33
2021-06-16,3.33
2021-06-17,3.33
2021-06-18,3.33
2021-06-19,3.33
2021-06-20,3.33
2021-06-21,3.33
2021-06-22,1.52
2021-06-23,1.52
2021-06-24,1.52
2021-06-25,1.52
2021-06-26,1.52
2021-06-27,1.52
2021-06-28,1.52
2021-06-29,1.52
2021-06-30,1.52
2021-07-01,1.52
2021-07-02,1.52
2021-07-03,1.52
2021-07-04,1.52
2021-07-05,1.52
2021-07-06,1.52
2021-07-07,1.52
2021-07-08,1.52
2021-07-09,1.52
2021-07-10,1.52
2021-07-11,1.52
2021-07-12,1.52
2021-07-13,1.52
2021-07-14,1.52
2021-07-15,1.52
2021-07-16,1.52
2021-07-17,1.52
2021-07-18,1.52
2021-07-19,1.52
2021-07-20,1.52
2021-07-21,1.52
2021-07-22,1.52
2021-07-23,1.52
2021-07-24,1.52
2021-07-25,1.52
2021-07-26,1.52
2021-07-27,1.52
2021-07-28,1.52
2021-07-29,1.52
2021-07-30,1.52
2021-07-31,1.52
2021-08-01,1.52
2021-08-02,1.52
2021-08-03,1.52
2021-08-04,1.52
2021-08-05,1.52
2021-08-06,1.52
2021-08-07,1.52
2021-08-08,1.52
2021-08-09,1.53
2021-08-10,1.53
2021-08-11,1.53
2021-08-12,1.53
2021-08-13,1.53
2021-08-14,1.53
2021-08-15,1.53
2021-08-16,1.53
2021-08-17,1.53
2021-08-18,1.53
2021-08-19,1.53
2021-08-20,1.53
2021-08-21,1.53
2021-08-22,1.53
2021-08-23,1.53
2021-08-24,1.53
2021-08-25,1.53
2021-08-26,1.53
2021-08-27,1.53
2021-08-28,1.53
2021-08-29,1.53
2021-08-30,1.53
2021-08-31,1.53
2021-09-01,1.53
2021-09-02,1.53
2021-09-03,1.53
2021-09-04,1.53
2021-09-05,1.53
2021-09-06,1.53
2021-09-07,1.53
2021-09-08,1.53
2021-09-09,1.53
2021-09-10,1.53
2021-09-11,1.53
2021-09-12,1.53
2021-09-13,1.53
2021-09-14,1.53
2021-09-15,1.53
2021-09-16,1.53
2021-09-17,1.53
2021-09-18,1.53
2021-09-19,1.53
2021-09-20,1.53
2021-09-21,1.53
2021-09-22,1.53
2021-09-23,1.53
2021-09-24,1.53
2021-09-25,1.53
2021-09-26,1.53
2021-09-27,1.53
2021-09-28,1.53
2021-09-29,1.53
2021-09-30,1.53
2021-10-01,1.53
2021-10-02,1.53
2021-10-03,1.53
2021-10-04,1.53
2021-10-05,1.53
2021-10-06,1.53
2021-10-07,1.53
2021-10-08,1.53
2021-10-09,1.53
2021-10-10,1.53
2021-10-11,1.53
2021-10-12,1.53
2021-10-13,1.53
2021-10-14,1.53
2021-10-15,1.53
2021-10-16,1.53
2021-10-17,1.53
2021-10-18,1.53
2021-10-19,1.53
2021-10-20,1.53
2021-10-21,1.53
2021-10-22,1.53
2021-10-23,1.53
2021-10-24,1.53
2021-10-25,1.53
2021-10-26,1.53
2021-10-27,1.53
2021-10-28,1.53
2021-10-29,1.53
2021-10-30,1.53
2021-10-31,1.53
2021-11-01,1.53
2021-11-02,1.53
2021-11-03,1.53
2021-11-04,1.53
2021-11-05,1.57
2021-11-06,1.57
2021-11-07,1.57
2021-11-08,1.57
2021-11-09,1.57
2021-11-10,1.57
2021-11-11,1.57
2021-11-12,1.57
2021-11-13,1.57
2021-11-14,1.57
2021-11-15,1.57
2021-11-16,1.57
2021-11-17,1.57
2021-11-18,1.57
2021-11-19,1.57
2021-11-20,1.57
2021-11-21,1.57
2021-11-22,1.57
2021-11-23,1.57
2021-11-24,1.57
2021-11-25,1.57
2021-11-26,1.57
2021-11-27,1.57
2021-11-28,1.57
2021-11-29,1.57
2021-11-30,1.57
2021-12-01,1.57
2021-12-02,1.57
2021-12-03,1.57
2021-12-04,1.57
2021-12-05,1.57
2021-12-06,1.57
2021-12-07,1.57
2021-12-08,1.57
2021-12-09,1.57
2021-12-10,1.57
2021-12-11,1.57
2021-12-12,1.57
2021-12-13,1.57
2021-12-14,1.57
2021-12-15,1.57
2021-12-16,1.57
2021-12-17,1.57
2021-12-18,1.57
2021-12-19,1.57
2021-12-20,1.57
2021-12-21,1.57
2021-12-22,1.57
2021-12-23,1.57
2021-12-24,1.57
2021-12-25,1.57
2021-12-26,1.57
2021-12-27,1.57
2021-12-28,1.57
2021-12-29,1.57
2021-12-30,1.57
2021-12-31,1.57
2022-01-01,1.57
2022-01-02,1.57
2022-01-03,4.565
2022-01-04,4.565
2022-01-05,4.565
2022-01-06,4.565
2022-01-07,4.565
2022-01-08,4.565
2022-01-09,4.565
2022-01-10,4.565
2022-01-11,4.565
2022-01-12,4.565
2022-01-13,4.565
2022-01-14,4.565
2022-01-15,4.565
2022-01-16,4.565
2022-01-17,4.565
2022-01-18,4.565
2022-01-19,4.565
2022-01-20,4.565
2022-01-21,4.565
2022-01-22,4.565
2022-01-23,4.565
2022-01-24,4.565
2022-01-25,4.565
2022-01-26,4.565
2022-01-27,4.565
2022-01-28,4.565
2022-01-29,4.565
2022-01-30,4.565
2022-01-31,4.565
2022-02-01,4.565
2022-02-02,4.565
2022-02-03,4.565
2022-02-04,4.565
2022-02-05,4.565
2022-02-06,4.565
2022-02-07,4.565
2022-02-08,4.565
2022-02-09,4.565
2022-02-10,4.565
2022-02-11,6.103
2022-02-12,5.9
2022-02-13,5.834
2022-02-14,5.834
2022-02-15,5.834
2022-02-16,5.834
2022-02-17,5.834
2022-02-18,5.834
2022-02-19,5.834
2022-02-20,5.834
2022-02-21,5.834
2022-02-22,5.834
2022-02-23,5.834
2022-02-24,5.834
2022-02-25,5.844
2022-02-26,5.844
2022-02-27,5.844
2022-02-28,5.818
2022-03-01,5.818
2022-03-02,5.818
2022-03-03,5.818
2022-03-04,5.818
2022-03-05,5.818
2022-03-06,5.818
2022-03-07,5.818
2022-03-08,5.818
2022-03-09,5.818
2022-03-10,5.818
2022-03-11,5.844
2022-03-12,5.844
2022-03-13,5.844
2022-03-14,5.844
2022-03-15,5.844
2022-03-16,5.844
2022-03-17,5.844
2022-03-18,5.844
2022-03-19,5.844
2022-03-20,5.844
2022-03-21,5.844
2022-03-22,5.844
2022-03-23,5.844
2022-03-24,5.844
2022-03-25,5.844
2022-03-26,5.844
2022-03-27,5.844
2022-03-28,5.844
2022-03-29,5.844
2022-03-30,5.844
2022-03-31,5.844
2022-04-01,5.844
2022-04-02,5.858
2022-04-03,5.858
2022-04-04,5.858
2022-04-05,5.858
2022-04-06,5.858
2022-04-07,5.858
2022-04-08,5.858
2022-04-09,5.858
2022-04-10,5.858
2022-04-11,5.858
2022-04-12,5.858
2022-04-13,5.858
2022-04-14,5.858
2022-04-15,5.858
2022-04-16,5.858
2022-04-17,5.852
2022-04-18,5.852
2022-04-19,5.852
2022-04-20,5.852
2022-04-21,5.852
2022-04-22,5.852
2022-04-23,5.852
2022-04-24,5.852
2022-04-25,5.852
2022-04-26,5.852
2022-04-27,5.56
2022-04-28,5.56
2022-04-29,5.56
2022-04-30,5.56
2022-05-01,5.56
2022-05-02,5.56
2022-05-03,5.864
2022-05-04,6.243
2022-05-05,6.812
2022-05-06,6.812
2022-05-07,6.812
2022-05-08,6.768
2022-05-09,6.768
2022-05-10,6.768
2022-05-11,6.768
2022-05-12,6.768
2022-05-13,6.768
2022-05-14,6.768
2022-05-15,6.768
2022-05-16,6.768
2022-05-17,6.768
2022-05-18,6.902
2022-05-19,6.902
2022-05-20,6.902
2022-05-21,6.902
2022-05-22,6.902
2022-05-23,6.902
2022-05-24,6.902
2022-05-25,6.902
2022-05-26,6.902
2022-05-27,6.902
2022-05-28,6.902
2022-05-29,6.902
2022-05-30,6.902
2022-05-31,6.902
2022-06-01,6.902
2022-06-02,6.902
2022-06-03,6.902
2022-06-04,6.902
2022-06-05,6.902
2022-06-06,6.902
2022-06-07,6.902
2022-06-08,6.902
2022-06-09,6.902
2022-06-10,6.902
2022-06-11,6.902
2022-06-12,6.902
2022-06-13,6.902
2022-06-14,6.902
2022-06-15,6.902
2022-06-16,6.902
2022-06-17,6.902
2022-06-18,6.902
2022-06-19,6.902
2022-06-20,6.902
2022-06-21,6.873
2022-06-22,6.873
2022-06-23,6.873
2022-06-24,6.873
2022-06-25,6.873
2022-06-26,6.873
2022-06-27,6.873
2022-06-28,6.873
2022-06-29,6.873
2022-06-30,6.873
2022-07-01,6.873
2022-07-02,6.873
2022-07-03,6.873
2022-07-04,6.873
2022-07-05,6.873
2022-07-06,6.873
2022-07-07,6.873
2022-07-08,6.793
2022-07-09,6.793
2022-07-10,6.793
2022-07-11,6.793
2022-07-12,6.793
2022-07-13,6.764
2022-07-14,6.764
2022-07-15,6.764
2022-07-16,6.764
2022-07-17,6.764
2022-07-18,6.764
2022-07-19,6.764
2022-07-20,6.764
2022-07-21,6.764
2022-07-22,6.764
2022-07-23,6.764
2022-07-24,6.764
2022-07-25,6.764
2022-07-26,6.764
2022-07-27,6.764
2022-07-28,6.764
2022-07-29,6.75
2022-07-30,6.764
2022-07-31,6.764
2022-08-01,6.886
2022-08-02,7.1
2022-08-03,6.99
2022-08-04,6.99
2022-08-05,6.99
2022-08-06,6.99
2022-08-07,6.99
2022-08-08,6.99
2022-08-09,6.963
2022-08-10,6.963
2022-08-11,6.963
2022-08-12,6.963
2022-08-13,6.963
2022-08-14,6.963
2022-08-15,6.963
2022-08-16,6.963
2022-08-17,6.963
2022-08-18,6.963
2022-08-19,6.963
2022-08-20,6.963
2022-08-21,6.963
2022-08-22,6.963
2022-08-23,6.963
2022-08-24,6.963
2022-08-25,6.963
2022-08-26,6.963
2022-08-27,6.963
2022-08-28,6.963
2022-08-29,6.963
2022-08-30,6.963
2022-08-31,6.963
2022-09-01,6.963
2022-09-02,6.963
2022-09-03,6.963
2022-09-04,6.963
2022-09-05,6.963
2022-09-06,6.963
2022-09-07,6.963
2022-09-08,6.963
2022-09-09,6.963
2022-09-10,6.963
2022-09-11,6.963
2022-09-12,6.963
2022-09-13,6.963
2022-09-14,6.963
2022-09-15,6.963
2022-09-16,6.963
2022-09-17,6.963
2022-09-18,6.851
2022-09-19,6.851
2022-09-20,6.851
2022-09-21,6.851
2022-09-22,6.761
2022-09-23,6.476
2022-09-24,6.476
2022-09-25,6.476
2022-09-26,6.476
2022-09-27,6.476
2022-09-28,6.476
2022-09-29,6.476
2022-09-30,6.476
2022-10-01,6.476
2022-10-02,6.476
2022-10-03,6.476
2022-10-04,6.476
2022-10-05,6.27
2022-10-06,6.27
2022-10-07,6.27
2022-10-08,6.27
2022-10-09,6.27
2022-10-10,6.27
2022-10-11,6.141
2022-10-12,6.141
2022-10-13,6.193
2022-10-14,6.193
2022-10-15,6.193
2022-10-16,6.193
2022-10-17,6.193
2022-10-18,6.193
2022-10-19,6.193
2022-10-20,6.193
2022-10-21,6.193
2022-10-22,6.193
2022-10-23,6.193
2022-10-24,6.193
2022-10-25,6.141
2022-10-26,6.022
2022-10-27,5.881
2022-10-28,5.881
2022-10-29,5.881
2022-10-30,5.881
2022-10-31,5.881
2022-11-01,5.958
2022-11-02,5.819
2022-11-03,5.835
2022-11-04,5.835
2022-11-05,5.835
2022-11-06,5.835
2022-11-07,5.835
2022-11-08,5.835
2022-11-09,5.835
2022-11-10,5.835
2022-11-11,5.835
2022-11-12,5.835
2022-11-13,5.835
2022-11-14,5.835
2022-11-15,5.835
2022-11-16,5.835
2022-11-17,5.835
2022-11-18,5.835
2022-11-19,5.835
2022-11-20,5.835
2022-11-21,5.835
2022-11-22,5.835
2022-11-23,5.835
2022-11-24,5.835
2022-11-25,5.835
2022-11-26,5.835
2022-11-27,5.835
2022-11-28,5.835
2022-11-29,5.835
2022-11-30,5.835
2022-12-01,5.73
2022-12-02,5.73
2022-12-03,5.73
2022-12-04,5.73
2022-12-05,5.73
2022-12-06,5.675
2022-12-07,5.675
2022-12-08,5.675
2022-12-09,5.675
2022-12-10,5.675
2022-12-11,5.675
2022-12-12,5.675
2022-12-13,5.675
2022-12-14,5.675
2022-12-15,5.658
2022-12-16,5.658
2022-12-17,5.658
2022-12-18,5.658
2022-12-19,5.658
2022-12-20,5.617
2022-12-21,5.617
2022-12-22,5.617
2022-12-23,5.617
2022-12-24,5.617
2022-12-25,5.617
2022-12-26,5.617
2022-12-27,5.617
2022-12-28,5.617
2022-12-29,5.617
2022-12-30,5.617
2022-12-31,5.617
2023-01-01,5.617
2023-01-02,5.617
2023-01-03,5.627
2023-01-04,5.627
2023-01-05,5.582
2023-01-06,5.582
2023-01-07,5.582
2023-01-08,5.582
2023-01-09,5.582
2023-01-10,5.582
2023-01-11,5.6
2023-01-12,5.6
2023-01-13,5.6
2023-01-14,5.6
2023-01-15,5.6
2023-01-16,5.6
2023-01-17,5.6
2023-01-18,5.6
2023-01-19,5.6
2023-01-20,5.6
2023-01-21,5.6
2023-01-22,5.6
2023-01-23,5.576
2023-01-24,5.595
2023-01-25,5.595
2023-01-26,5.595
2023-01-27,5.595
2023-01-28,5.595
2023-01-29,5.595
2023-01-30,5.595
2023-01-31,5.595
2023-02-01,5.595
2023-02-02,5.595
2023-02-03,5.595
2023-02-04,5.595
2023-02-05,5.595
2023-02-06,5.595
2023-02-07,5.595
2023-02-08,5.595
2023-02-09,5.581
2023-02-10,5.655
2023-02-11,5.655
2023-02-12,5.655
2023-02-13,5.537
2023-02-14,5.528
2023-02-15,5.47
2023-02-16,5.47
2023-02-17,5.462
2023-02-18,5.462
2023-02-19,5.462
2023-02-20,5.462
2023-02-21,5.462
2023-02-22,5.462
2023-02-23,5.368
2023-02-24,5.368
2023-02-25,5.368
2023-02-26,5.368
2023-02-27,5.368
2023-02-28,5.368
2023-03-01,5.368
2023-03-02,5.368
2023-03-03,5.368
2023-03-04,5.368
2023-03-05,5.368
2023-03-06,5.368
2023-03-07,5.368
2023-03-08,5.368
2023-03-09,5.368
2023-03-10,5.368
2023-03-11,5.368
2023-03-12,5.368
2023-03-13,5.322
2023-03-14,5.322
2023-03-15,5.322
2023-03-16,5.322
2023-03-17,5.322
2023-03-18,5.322
2023-03-19,5.322
2023-03-20,5.351
2023-03-21,5.351
2023-03-22,5.351
2023-03-23,5.351
2023-03-24,5.351
2023-03-25,5.351
2023-03-26,5.351
2023-03-27,5.351
2023-03-28,5.351
2023-03-29,5.351
2023-03-30,5.351
2023-03-31,5.355
2023-04-01,5.355
2023-04-02,5.355
2023-04-03,5.355
2023-04-04,5.355
2023-04-05,5.355
2023-04-06,5.355
2023-04-07,5.355
2023-04-08,5.355
2023-04-09,5.355
2023-04-10,5.355
2023-04-11,5.351
2023-04-12,5.351
2023-04-13,5.351
2023-04-14,5.351
2023-04-15,5.351
2023-04-16,5.351
2023-04-17,5.351
2023-04-18,5.351
2023-04-19,5.351
2023-04-20,5.351
2023-04-21,5.351
2023-04-22,5.351
2023-04-23,5.351
2023-04-24,5.351
2023-04-25,5.351
2023-04-26,5.351
2023-04-27,5.289
2023-04-28,5.293
2023-04-29,5.305
2023-04-30,5.324
2023-05-01,5.324
2023-05-02,5.305
2023-05-03,5.305
2023-05-04,5.325
2023-05-05,5.325
2023-05-06,5.325
2023-05-07,5.325
2023-05-08,5.325
2023-05-09,5.325
2023-05-10,5.344
2023-05-11,5.344
2023-05-12,5.344
2023-05-13,5.344
2023-05-14,5.344
2023-05-15,5.344
2023-05-16,5.344
2023-05-17,5.344
2023-05-18,5.344
2023-05-19,5.344
2023-05-20,5.344
2023-05-21,5.344
2023-05-22,5.344
2023-05-23,5.344
2023-05-24,5.344
2023-05-25,5.344
2023-05-26,5.317
2023-05-27,5.317
2023-05-28,5.317
2023-05-29,5.317
2023-05-30,5.336
2023-05-31,5.336
2023-06-01,5.336
2023-06-02,5.336
2023-06-03,5.336
2023-06-04,5.347
2023-06-05,5.343
2023-06-06,5.343
2023-06-07,5.343
2023-06-08,5.343
2023-06-09,5.339
2023-06-10,5.339
2023-06-11,5.339
2023-06-12,5.339
2023-06-13,5.355
2023-06-14,5.345
2023-06-15,5.345
2023-06-16,5.345
2023-06-17,5.345
2023-06-18,5.345
2023-06-19,5.345
2023-06-20,5.345
2023-06-21,5.345
2023-06-22,5.326
2023-06-23,5.326
2023-06-24,5.326
2023-06-25,5.326
2023-06-26,5.326
2023-06-27,5.326
2023-06-28,5.326
2023-06-29,5.326
2023-06-30,5.326
2023-07-01,5.326
2023-07-02,5.326
2023-07-03,5.326
2023-07-04,5.326
2023-07-05,5.285
2023-07-06,5.285
2023-07-07,5.285
2023-07-08,5.285
2023-07-09,5.285
2023-07-10,5.285
2023-07-11,5.269
2023-07-12,5.269
2023-07-13,5.269
2023-07-14,5.269
2023-07-15,5.269
2023-07-16,5.269
2023-07-17,5.269
2023-07-18,5.168
2023-07-19,5.168
2023-07-20,5.168
2023-07-21,5.168
2023-07-22,5.168
2023-07-23,5.168
2023-07-24,5.168
2023-07-25,5.168
2023-07-26,5.168
2023-07-27,5.168
2023-07-28,5.095
2023-07-29,5.095
2023-07-30,4.899
2023-07-31,4.794
2023-08-01,4.606
2023-08-02,4.642
2023-08-03,4.642
2023-08-04,4.642
2023-08-05,4.633
2023-08-06,4.633
2023-08-07,4.633
2023-08-08,4.556
2023-08-09,4.556
2023-08-10,4.556
2023-08-11,4.556
2023-08-12,4.556
2023-08-13,4.556
2023-08-14,4.594
2023-08-15,4.594
2023-08-16,4.594
2023-08-17,4.594
2023-08-18,4.594
2023-08-19,4.594
2023-08-20,4.594
2023-08-21,4.594
2023-08-22,4.594
2023-08-23,4.594
2023-08-24,4.594
2023-08-25,4.594
2023-08-26,4.594
2023-08-27,4.594
2023-08-28,4.594
2023-08-29,4.594
2023-08-30,4.594
2023-08-31,4.594
2023-09-01,4.594
2023-09-02,4.594
2023-09-03,4.594
2023-09-04,4.594
2023-09-05,4.594
2023-09-06,4.594
2023-09-07,4.594
2023-09-08,4.594
2023-09-09,4.594
2023-09-10,4.594
2023-09-11,4.594
2023-09-12,4.594
2023-09-13,4.594
2023-09-14,4.594
2023-09-15,4.594
