,QCOM US Equity
2021-04-23,9.9
2021-04-24,9.9
2021-04-25,9.9
2021-04-26,9.9
2021-04-27,9.9
2021-04-28,9.9
2021-04-29,9.9
2021-04-30,10.78
2021-05-01,10.78
2021-05-02,10.78
2021-05-03,10.78
2021-05-04,10.78
2021-05-05,10.78
2021-05-06,10.78
2021-05-07,10.78
2021-05-08,10.78
2021-05-09,10.78
2021-05-10,10.78
2021-05-11,10.78
2021-05-12,10.78
2021-05-13,10.78
2021-05-14,10.78
2021-05-15,10.78
2021-05-16,10.78
2021-05-17,10.78
2021-05-18,10.78
2021-05-19,10.78
2021-05-20,10.78
2021-05-21,10.78
2021-05-22,10.78
2021-05-23,10.78
2021-05-24,10.78
2021-05-25,10.78
2021-05-26,10.78
2021-05-27,10.78
2021-05-28,10.78
2021-05-29,10.78
2021-05-30,10.78
2021-05-31,10.78
2021-06-01,10.78
2021-06-02,10.78
2021-06-03,10.78
2021-06-04,10.78
2021-06-05,10.78
2021-06-06,10.78
2021-06-07,10.78
2021-06-08,10.78
2021-06-09,10.78
2021-06-10,10.78
2021-06-11,10.78
2021-06-12,10.78
2021-06-13,10.78
2021-06-14,10.78
2021-06-15,10.78
2021-06-16,10.78
2021-06-17,10.78
2021-06-18,10.78
2021-06-19,10.78
2021-06-20,10.78
2021-06-21,10.78
2021-06-22,10.78
2021-06-23,10.78
2021-06-24,10.78
2021-06-25,10.78
2021-06-26,10.78
2021-06-27,10.78
2021-06-28,10.78
2021-06-29,10.78
2021-06-30,10.78
2021-07-01,10.78
2021-07-02,10.78
2021-07-03,10.78
2021-07-04,10.78
2021-07-05,10.78
2021-07-06,10.78
2021-07-07,10.78
2021-07-08,10.78
2021-07-09,10.78
2021-07-10,10.78
2021-07-11,10.78
2021-07-12,10.78
2021-07-13,10.78
2021-07-14,10.78
2021-07-15,10.78
2021-07-16,10.78
2021-07-17,10.78
2021-07-18,10.78
2021-07-19,10.78
2021-07-20,10.78
2021-07-21,10.78
2021-07-22,10.78
2021-07-23,10.78
2021-07-24,10.78
2021-07-25,10.78
2021-07-26,10.78
2021-07-27,10.78
2021-07-28,10.78
2021-07-29,10.78
2021-07-30,10.65
2021-07-31,10.65
2021-08-01,10.65
2021-08-02,10.65
2021-08-03,10.65
2021-08-04,10.65
2021-08-05,10.65
2021-08-06,10.65
2021-08-07,10.65
2021-08-08,10.65
2021-08-09,10.65
2021-08-10,10.65
2021-08-11,10.65
2021-08-12,10.65
2021-08-13,10.65
2021-08-14,10.65
2021-08-15,10.65
2021-08-16,10.65
2021-08-17,10.65
2021-08-18,10.65
2021-08-19,10.65
2021-08-20,10.65
2021-08-21,10.65
2021-08-22,10.65
2021-08-23,10.65
2021-08-24,10.65
2021-08-25,10.65
2021-08-26,10.65
2021-08-27,10.65
2021-08-28,10.65
2021-08-29,10.65
2021-08-30,10.65
2021-08-31,10.65
2021-09-01,10.65
2021-09-02,10.65
2021-09-03,10.65
2021-09-04,10.65
2021-09-05,10.65
2021-09-06,10.65
2021-09-07,10.65
2021-09-08,10.65
2021-09-09,10.65
2021-09-10,10.65
2021-09-11,10.65
2021-09-12,10.65
2021-09-13,10.65
2021-09-14,10.65
2021-09-15,10.65
2021-09-16,10.65
2021-09-17,10.65
2021-09-18,10.65
2021-09-19,10.65
2021-09-20,10.65
2021-09-21,10.65
2021-09-22,10.65
2021-09-23,10.65
2021-09-24,10.65
2021-09-25,10.65
2021-09-26,10.65
2021-09-27,10.65
2021-09-28,10.65
2021-09-29,10.65
2021-09-30,10.65
2021-10-01,10.65
2021-10-02,10.65
2021-10-03,10.65
2021-10-04,10.65
2021-10-05,10.65
2021-10-06,10.65
2021-10-07,10.65
2021-10-08,10.65
2021-10-09,10.65
2021-10-10,10.65
2021-10-11,10.65
2021-10-12,10.65
2021-10-13,10.65
2021-10-14,10.65
2021-10-15,10.65
2021-10-16,10.65
2021-10-17,10.65
2021-10-18,10.65
2021-10-19,10.65
2021-10-20,10.65
2021-10-21,10.65
2021-10-22,10.65
2021-10-23,10.65
2021-10-24,10.65
2021-10-25,10.65
2021-10-26,10.65
2021-10-27,10.65
2021-10-28,10.65
2021-10-29,10.65
2021-10-30,10.65
2021-10-31,10.65
2021-11-01,10.65
2021-11-02,10.65
2021-11-03,11.15
2021-11-04,11.586
2021-11-05,11.586
2021-11-06,11.586
2021-11-07,11.586
2021-11-08,11.586
2021-11-09,11.586
2021-11-10,11.586
2021-11-11,11.586
2021-11-12,11.888
2021-11-13,11.888
2021-11-14,11.888
2021-11-15,11.888
2021-11-16,12.266
2021-11-17,12.29
2021-11-18,12.409
2021-11-19,12.409
2021-11-20,12.409
2021-11-21,12.409
2021-11-22,12.409
2021-11-23,12.409
2021-11-24,12.409
2021-11-25,12.409
2021-11-26,12.409
2021-11-27,12.409
2021-11-28,12.409
2021-11-29,12.409
2021-11-30,12.308
2021-12-01,12.308
2021-12-02,12.308
2021-12-03,12.308
2021-12-04,12.308
2021-12-05,12.308
2021-12-06,12.308
2021-12-07,12.308
2021-12-08,12.308
2021-12-09,12.308
2021-12-10,12.308
2021-12-11,12.308
2021-12-12,12.308
2021-12-13,12.308
2021-12-14,12.363
2021-12-15,12.363
2021-12-16,12.363
2021-12-17,12.363
2021-12-18,12.363
2021-12-19,12.363
2021-12-20,12.363
2021-12-21,12.363
2021-12-22,12.363
2021-12-23,12.363
2021-12-24,12.363
2021-12-25,12.363
2021-12-26,12.363
2021-12-27,12.363
2021-12-28,12.363
2021-12-29,12.363
2021-12-30,12.363
2021-12-31,12.363
2022-01-01,12.363
2022-01-02,12.363
2022-01-03,12.363
2022-01-04,12.431
2022-01-05,12.526
2022-01-06,12.526
2022-01-07,12.526
2022-01-08,12.526
2022-01-09,12.526
2022-01-10,12.526
2022-01-11,12.526
2022-01-12,12.526
2022-01-13,12.526
2022-01-14,12.526
2022-01-15,12.526
2022-01-16,12.526
2022-01-17,12.526
2022-01-18,12.526
2022-01-19,12.526
2022-01-20,12.549
2022-01-21,12.549
2022-01-22,12.549
2022-01-23,12.549
2022-01-24,12.549
2022-01-25,12.549
2022-01-26,12.549
2022-01-27,12.549
2022-01-28,12.549
2022-01-29,12.549
2022-01-30,12.549
2022-01-31,12.549
2022-02-01,12.549
2022-02-02,12.695
2022-02-03,13.051
2022-02-04,13.051
2022-02-05,13.051
2022-02-06,13.051
2022-02-07,13.051
2022-02-08,13.051
2022-02-09,13.054
2022-02-10,13.054
2022-02-11,13.054
2022-02-12,13.054
2022-02-13,13.054
2022-02-14,13.054
2022-02-15,13.054
2022-02-16,13.054
2022-02-17,13.054
2022-02-18,13.054
2022-02-19,13.054
2022-02-20,13.054
2022-02-21,13.054
2022-02-22,13.054
2022-02-23,13.054
2022-02-24,13.054
2022-02-25,13.054
2022-02-26,13.054
2022-02-27,13.054
2022-02-28,13.054
2022-03-01,13.054
2022-03-02,13.054
2022-03-03,13.054
2022-03-04,13.054
2022-03-05,13.054
2022-03-06,13.054
2022-03-07,13.054
2022-03-08,13.054
2022-03-09,13.054
2022-03-10,13.054
2022-03-11,13.326
2022-03-12,13.326
2022-03-13,13.326
2022-03-14,13.326
2022-03-15,13.326
2022-03-16,13.326
2022-03-17,13.326
2022-03-18,13.326
2022-03-19,13.326
2022-03-20,13.326
2022-03-21,13.326
2022-03-22,13.326
2022-03-23,13.326
2022-03-24,13.326
2022-03-25,13.326
2022-03-26,13.326
2022-03-27,13.326
2022-03-28,13.326
2022-03-29,13.326
2022-03-30,13.326
2022-03-31,13.326
2022-04-01,13.326
2022-04-02,13.326
2022-04-03,13.326
2022-04-04,13.326
2022-04-05,13.302
2022-04-06,13.302
2022-04-07,13.302
2022-04-08,13.302
2022-04-09,13.302
2022-04-10,13.302
2022-04-11,13.302
2022-04-12,13.302
2022-04-13,13.302
2022-04-14,13.302
2022-04-15,13.302
2022-04-16,13.302
2022-04-17,13.302
2022-04-18,13.302
2022-04-19,13.302
2022-04-20,13.302
2022-04-21,13.302
2022-04-22,13.302
2022-04-23,13.302
2022-04-24,13.302
2022-04-25,13.271
2022-04-26,13.271
2022-04-27,13.073
2022-04-28,13.02
2022-04-29,13.02
2022-04-30,13.02
2022-05-01,13.02
2022-05-02,12.984
2022-05-03,12.984
2022-05-04,12.984
2022-05-05,12.984
2022-05-06,12.984
2022-05-07,12.984
2022-05-08,12.984
2022-05-09,12.984
2022-05-10,12.984
2022-05-11,12.984
2022-05-12,12.984
2022-05-13,12.984
2022-05-14,12.984
2022-05-15,12.984
2022-05-16,13.258
2022-05-17,13.258
2022-05-18,13.258
2022-05-19,13.258
2022-05-20,13.258
2022-05-21,13.258
2022-05-22,13.258
2022-05-23,13.258
2022-05-24,13.258
2022-05-25,13.258
2022-05-26,13.258
2022-05-27,13.258
2022-05-28,13.258
2022-05-29,13.258
2022-05-30,13.258
2022-05-31,13.258
2022-06-01,13.258
2022-06-02,13.258
2022-06-03,13.258
2022-06-04,13.258
2022-06-05,13.258
2022-06-06,13.218
2022-06-07,13.218
2022-06-08,13.218
2022-06-09,13.218
2022-06-10,13.218
2022-06-11,13.218
2022-06-12,13.218
2022-06-13,13.218
2022-06-14,13.218
2022-06-15,13.218
2022-06-16,13.218
2022-06-17,13.218
2022-06-18,13.218
2022-06-19,13.218
2022-06-20,13.218
2022-06-21,13.218
2022-06-22,13.218
2022-06-23,13.218
2022-06-24,13.218
2022-06-25,13.218
2022-06-26,13.218
2022-06-27,13.218
2022-06-28,13.218
2022-06-29,13.218
2022-06-30,13.218
2022-07-01,13.218
2022-07-02,13.218
2022-07-03,13.218
2022-07-04,13.136
2022-07-05,13.136
2022-07-06,13.048
2022-07-07,13.048
2022-07-08,13.048
2022-07-09,13.048
2022-07-10,13.048
2022-07-11,13.048
2022-07-12,13.048
2022-07-13,13.048
2022-07-14,13.048
2022-07-15,13.048
2022-07-16,13.048
2022-07-17,13.048
2022-07-18,13.048
2022-07-19,12.953
2022-07-20,12.953
2022-07-21,12.953
2022-07-22,13.213
2022-07-23,13.213
2022-07-24,13.213
2022-07-25,13.234
2022-07-26,13.234
2022-07-27,13.316
2022-07-28,13.315
2022-07-29,13.315
2022-07-30,13.315
2022-07-31,13.244
2022-08-01,13.244
2022-08-02,13.244
2022-08-03,13.244
2022-08-04,13.244
2022-08-05,13.244
2022-08-06,13.244
2022-08-07,13.244
2022-08-08,13.244
2022-08-09,13.244
2022-08-10,13.244
2022-08-11,13.244
2022-08-12,13.244
2022-08-13,13.244
2022-08-14,13.244
2022-08-15,13.244
2022-08-16,13.244
2022-08-17,13.244
2022-08-18,13.244
2022-08-19,13.244
2022-08-20,13.244
2022-08-21,13.244
2022-08-22,13.244
2022-08-23,13.244
2022-08-24,13.244
2022-08-25,13.244
2022-08-26,13.244
2022-08-27,13.244
2022-08-28,13.244
2022-08-29,13.244
2022-08-30,13.244
2022-08-31,13.244
2022-09-01,13.244
2022-09-02,13.244
2022-09-03,13.244
2022-09-04,13.244
2022-09-05,13.244
2022-09-06,13.244
2022-09-07,13.244
2022-09-08,13.244
2022-09-09,13.244
2022-09-10,13.244
2022-09-11,13.244
2022-09-12,13.091
2022-09-13,13.091
2022-09-14,13.091
2022-09-15,13.091
2022-09-16,13.091
2022-09-17,13.091
2022-09-18,13.091
2022-09-19,13.091
2022-09-20,13.091
2022-09-21,13.091
2022-09-22,13.091
2022-09-23,13.091
2022-09-24,13.091
2022-09-25,13.091
2022-09-26,13.221
2022-09-27,13.221
2022-09-28,13.221
2022-09-29,13.221
2022-09-30,13.221
2022-10-01,13.221
2022-10-02,13.221
2022-10-03,13.194
2022-10-04,13.194
2022-10-05,13.194
2022-10-06,13.194
2022-10-07,13.194
2022-10-08,13.194
2022-10-09,13.194
2022-10-10,13.194
2022-10-11,13.186
2022-10-12,13.196
2022-10-13,13.196
2022-10-14,13.196
2022-10-15,13.196
2022-10-16,13.196
2022-10-17,13.262
2022-10-18,13.262
2022-10-19,13.262
2022-10-20,13.262
2022-10-21,13.262
2022-10-22,13.262
2022-10-23,13.328
2022-10-24,13.323
2022-10-25,13.323
2022-10-26,13.323
2022-10-27,13.323
2022-10-28,13.323
2022-10-29,13.323
2022-10-30,13.323
2022-10-31,13.195
2022-11-01,13.211
2022-11-02,12.595
2022-11-03,12.368
2022-11-04,12.441
2022-11-05,12.441
2022-11-06,12.441
2022-11-07,12.441
2022-11-08,12.441
2022-11-09,12.439
2022-11-10,12.463
2022-11-11,12.463
2022-11-12,12.463
2022-11-13,12.463
2022-11-14,12.463
2022-11-15,12.276
2022-11-16,12.276
2022-11-17,12.276
2022-11-18,12.276
2022-11-19,12.276
2022-11-20,12.276
2022-11-21,12.276
2022-11-22,12.276
2022-11-23,12.234
2022-11-24,12.234
2022-11-25,12.234
2022-11-26,12.234
2022-11-27,12.234
2022-11-28,12.234
2022-11-29,12.234
2022-11-30,12.234
2022-12-01,12.234
2022-12-02,12.234
2022-12-03,12.234
2022-12-04,12.234
2022-12-05,12.237
2022-12-06,12.237
2022-12-07,12.237
2022-12-08,12.231
2022-12-09,12.231
2022-12-10,12.231
2022-12-11,12.231
2022-12-12,12.323
2022-12-13,12.323
2022-12-14,12.323
2022-12-15,12.298
2022-12-16,12.298
2022-12-17,12.298
2022-12-18,12.298
2022-12-19,12.257
2022-12-20,12.257
2022-12-21,12.257
2022-12-22,12.257
2022-12-23,12.257
2022-12-24,12.257
2022-12-25,12.257
2022-12-26,12.257
2022-12-27,12.257
2022-12-28,12.257
2022-12-29,12.257
2022-12-30,12.257
2022-12-31,12.257
2023-01-01,12.257
2023-01-02,12.257
2023-01-03,12.257
2023-01-04,12.257
2023-01-05,12.212
2023-01-06,12.212
2023-01-07,12.212
2023-01-08,12.212
2023-01-09,12.212
2023-01-10,12.212
2023-01-11,12.212
2023-01-12,12.17
2023-01-13,12.17
2023-01-14,12.17
2023-01-15,12.17
2023-01-16,12.17
2023-01-17,12.168
2023-01-18,12.168
2023-01-19,12.141
2023-01-20,12.141
2023-01-21,12.141
2023-01-22,12.141
2023-01-23,12.082
2023-01-24,12.035
2023-01-25,12.035
2023-01-26,12.035
2023-01-27,12.035
2023-01-28,12.035
2023-01-29,12.035
2023-01-30,12.035
2023-01-31,12.035
2023-02-01,12.035
2023-02-02,11.761
2023-02-03,11.703
2023-02-04,11.661
2023-02-05,11.59
2023-02-06,11.603
2023-02-07,11.575
2023-02-08,11.575
2023-02-09,11.556
2023-02-10,11.556
2023-02-11,11.556
2023-02-12,11.556
2023-02-13,11.556
2023-02-14,11.556
2023-02-15,11.556
2023-02-16,11.56
2023-02-17,11.56
2023-02-18,11.56
2023-02-19,11.56
2023-02-20,11.56
2023-02-21,11.56
2023-02-22,11.56
2023-02-23,11.56
2023-02-24,11.56
2023-02-25,11.56
2023-02-26,11.56
2023-02-27,11.56
2023-02-28,11.56
2023-03-01,11.56
2023-03-02,11.56
2023-03-03,11.538
2023-03-04,11.538
2023-03-05,11.435
2023-03-06,11.435
2023-03-07,11.435
2023-03-08,11.435
2023-03-09,11.435
2023-03-10,11.435
2023-03-11,11.435
2023-03-12,11.435
2023-03-13,11.435
2023-03-14,11.435
2023-03-15,11.435
2023-03-16,11.435
2023-03-17,11.435
2023-03-18,11.435
2023-03-19,11.435
2023-03-20,11.435
2023-03-21,11.435
2023-03-22,11.434
2023-03-23,11.434
2023-03-24,11.434
2023-03-25,11.434
2023-03-26,11.434
2023-03-27,11.434
2023-03-28,11.434
2023-03-29,11.434
2023-03-30,11.434
2023-03-31,11.434
2023-04-01,11.434
2023-04-02,11.434
2023-04-03,11.434
2023-04-04,11.452
2023-04-05,11.452
2023-04-06,11.452
2023-04-07,11.452
2023-04-08,11.452
2023-04-09,11.452
2023-04-10,11.454
2023-04-11,11.453
2023-04-12,11.453
2023-04-13,11.453
2023-04-14,11.453
2023-04-15,11.453
2023-04-16,11.453
2023-04-17,11.41
2023-04-18,11.41
2023-04-19,11.41
2023-04-20,11.41
2023-04-21,11.475
2023-04-22,11.475
2023-04-23,11.475
2023-04-24,11.474
2023-04-25,11.419
2023-04-26,11.419
2023-04-27,11.419
2023-04-28,11.419
2023-04-29,11.402
2023-04-30,11.402
2023-05-01,11.408
2023-05-02,11.409
2023-05-03,10.649
2023-05-04,10.016
2023-05-05,9.942
2023-05-06,9.942
2023-05-07,9.942
2023-05-08,9.804
2023-05-09,9.804
2023-05-10,9.804
2023-05-11,9.735
2023-05-12,9.67
2023-05-13,9.67
2023-05-14,9.67
2023-05-15,9.707
2023-05-16,9.707
2023-05-17,9.707
2023-05-18,9.707
2023-05-19,9.707
2023-05-20,9.707
2023-05-21,9.707
2023-05-22,9.707
2023-05-23,9.707
2023-05-24,9.707
2023-05-25,9.707
2023-05-26,9.736
2023-05-27,9.736
2023-05-28,9.736
2023-05-29,9.736
2023-05-30,9.736
2023-05-31,9.736
2023-06-01,9.736
2023-06-02,9.736
2023-06-03,9.736
2023-06-04,9.736
2023-06-05,9.695
2023-06-06,9.695
2023-06-07,9.695
2023-06-08,9.695
2023-06-09,9.695
2023-06-10,9.695
2023-06-11,9.695
2023-06-12,9.695
2023-06-13,9.695
2023-06-14,9.707
2023-06-15,9.707
2023-06-16,9.707
2023-06-17,9.707
2023-06-18,9.707
2023-06-19,9.707
2023-06-20,9.707
2023-06-21,9.707
2023-06-22,9.707
2023-06-23,9.707
2023-06-24,9.707
2023-06-25,9.707
2023-06-26,9.707
2023-06-27,9.707
2023-06-28,9.707
2023-06-29,9.707
2023-06-30,9.707
2023-07-01,9.707
2023-07-02,9.707
2023-07-03,9.707
2023-07-04,9.683
2023-07-05,9.683
2023-07-06,9.683
2023-07-07,9.683
2023-07-08,9.683
2023-07-09,9.683
2023-07-10,9.683
2023-07-11,9.683
2023-07-12,9.683
2023-07-13,9.683
2023-07-14,9.682
2023-07-15,9.682
2023-07-16,9.682
2023-07-17,9.682
2023-07-18,9.682
2023-07-19,9.673
2023-07-20,9.673
2023-07-21,9.673
2023-07-22,9.673
2023-07-23,9.673
2023-07-24,9.668
2023-07-25,9.69
