,ED US Equity
2021-03-26,4.902
2021-03-27,4.902
2021-03-28,4.902
2021-03-29,4.902
2021-03-30,4.902
2021-03-31,4.902
2021-04-01,4.902
2021-04-02,4.902
2021-04-03,4.902
2021-04-04,4.902
2021-04-05,4.902
2021-04-06,4.902
2021-04-07,4.902
2021-04-08,4.902
2021-04-09,4.902
2021-04-10,4.902
2021-04-11,4.902
2021-04-12,4.875
2021-04-13,4.875
2021-04-14,4.875
2021-04-15,4.875
2021-04-16,4.875
2021-04-17,4.875
2021-04-18,4.875
2021-04-19,4.875
2021-04-20,4.875
2021-04-21,4.875
2021-04-22,4.875
2021-04-23,4.875
2021-04-24,4.875
2021-04-25,4.875
2021-04-26,4.875
2021-04-27,4.875
2021-04-28,4.875
2021-04-29,4.875
2021-04-30,4.875
2021-05-01,4.875
2021-05-02,4.875
2021-05-03,4.875
2021-05-04,4.875
2021-05-05,4.875
2021-05-06,4.901
2021-05-07,4.901
2021-05-08,4.901
2021-05-09,4.901
2021-05-10,4.901
2021-05-11,4.899
2021-05-12,4.899
2021-05-13,4.899
2021-05-14,4.899
2021-05-15,4.899
2021-05-16,4.899
2021-05-17,4.899
2021-05-18,4.899
2021-05-19,4.899
2021-05-20,4.899
2021-05-21,4.899
2021-05-22,4.899
2021-05-23,4.899
2021-05-24,4.899
2021-05-25,4.899
2021-05-26,4.899
2021-05-27,4.899
2021-05-28,4.899
2021-05-29,4.899
2021-05-30,4.899
2021-05-31,4.899
2021-06-01,4.899
2021-06-02,4.918
2021-06-03,4.918
2021-06-04,4.953
2021-06-05,4.953
2021-06-06,4.953
2021-06-07,4.953
2021-06-08,4.953
2021-06-09,4.953
2021-06-10,4.953
2021-06-11,4.953
2021-06-12,4.953
2021-06-13,4.953
2021-06-14,4.953
2021-06-15,4.953
2021-06-16,4.953
2021-06-17,4.953
2021-06-18,4.953
2021-06-19,4.953
2021-06-20,4.953
2021-06-21,4.953
2021-06-22,4.953
2021-06-23,4.953
2021-06-24,4.953
2021-06-25,4.953
2021-06-26,4.953
2021-06-27,4.953
2021-06-28,4.953
2021-06-29,4.953
2021-06-30,4.953
2021-07-01,4.953
2021-07-02,4.953
2021-07-03,4.953
2021-07-04,4.953
2021-07-05,4.953
2021-07-06,4.953
2021-07-07,4.953
2021-07-08,4.953
2021-07-09,4.953
2021-07-10,4.953
2021-07-11,4.953
2021-07-12,4.953
2021-07-13,4.964
2021-07-14,4.964
2021-07-15,4.964
2021-07-16,4.964
2021-07-17,4.964
2021-07-18,4.964
2021-07-19,4.964
2021-07-20,4.964
2021-07-21,4.964
2021-07-22,4.964
2021-07-23,4.964
2021-07-24,4.964
2021-07-25,4.964
2021-07-26,4.964
2021-07-27,4.964
2021-07-28,4.964
2021-07-29,4.964
2021-07-30,4.964
2021-07-31,4.964
2021-08-01,4.964
2021-08-02,4.964
2021-08-03,4.964
2021-08-04,4.964
2021-08-05,4.958
2021-08-06,4.946
2021-08-07,4.946
2021-08-08,4.946
2021-08-09,4.946
2021-08-10,4.946
2021-08-11,4.946
2021-08-12,4.946
2021-08-13,4.946
2021-08-14,4.946
2021-08-15,4.946
2021-08-16,4.946
2021-08-17,4.946
2021-08-18,4.946
2021-08-19,4.938
2021-08-20,4.938
2021-08-21,4.938
2021-08-22,4.938
2021-08-23,4.938
2021-08-24,4.938
2021-08-25,4.938
2021-08-26,4.938
2021-08-27,4.938
2021-08-28,4.938
2021-08-29,4.938
2021-08-30,4.937
2021-08-31,4.937
2021-09-01,4.937
2021-09-02,4.937
2021-09-03,4.937
2021-09-04,4.937
2021-09-05,4.937
2021-09-06,4.937
2021-09-07,4.937
2021-09-08,4.937
2021-09-09,4.937
2021-09-10,4.937
2021-09-11,4.937
2021-09-12,4.937
2021-09-13,4.937
2021-09-14,4.937
2021-09-15,4.937
2021-09-16,4.937
2021-09-17,4.937
2021-09-18,4.937
2021-09-19,4.937
2021-09-20,4.937
2021-09-21,4.937
2021-09-22,4.937
2021-09-23,4.937
2021-09-24,4.937
2021-09-25,4.937
2021-09-26,4.937
2021-09-27,4.937
2021-09-28,4.937
2021-09-29,4.937
2021-09-30,4.937
2021-10-01,4.934
2021-10-02,4.934
2021-10-03,4.934
2021-10-04,4.934
2021-10-05,4.934
2021-10-06,4.934
2021-10-07,4.937
2021-10-08,4.937
2021-10-09,4.937
2021-10-10,4.937
2021-10-11,4.937
2021-10-12,4.937
2021-10-13,4.937
2021-10-14,4.937
2021-10-15,4.937
2021-10-16,4.937
2021-10-17,4.937
2021-10-18,4.89
2021-10-19,4.89
2021-10-20,4.89
2021-10-21,4.89
2021-10-22,4.89
2021-10-23,4.89
2021-10-24,4.89
2021-10-25,4.89
2021-10-26,4.89
2021-10-27,4.89
2021-10-28,4.89
2021-10-29,4.89
2021-10-30,4.89
2021-10-31,4.89
2021-11-01,4.89
2021-11-02,4.89
2021-11-03,4.89
2021-11-04,4.89
2021-11-05,4.89
2021-11-06,4.89
2021-11-07,4.89
2021-11-08,4.89
2021-11-09,4.89
2021-11-10,4.89
2021-11-11,4.89
2021-11-12,4.89
2021-11-13,4.89
2021-11-14,4.89
2021-11-15,4.89
2021-11-16,4.89
2021-11-17,4.89
2021-11-18,4.89
2021-11-19,4.872
2021-11-20,4.872
2021-11-21,4.872
2021-11-22,4.872
2021-11-23,4.872
2021-11-24,4.872
2021-11-25,4.872
2021-11-26,4.872
2021-11-27,4.872
2021-11-28,4.872
2021-11-29,4.872
2021-11-30,4.867
2021-12-01,4.867
2021-12-02,4.867
2021-12-03,4.871
2021-12-04,4.871
2021-12-05,4.871
2021-12-06,4.871
2021-12-07,4.85
2021-12-08,4.85
2021-12-09,4.85
2021-12-10,4.85
2021-12-11,4.85
2021-12-12,4.85
2021-12-13,4.87
2021-12-14,4.87
2021-12-15,4.87
2021-12-16,4.87
2021-12-17,4.87
2021-12-18,4.87
2021-12-19,4.87
2021-12-20,4.87
2021-12-21,4.87
2021-12-22,4.87
2021-12-23,4.87
2021-12-24,4.87
2021-12-25,4.87
2021-12-26,4.87
2021-12-27,4.87
2021-12-28,4.87
2021-12-29,4.87
2021-12-30,4.87
2021-12-31,4.87
2022-01-01,4.87
2022-01-02,4.87
2022-01-03,4.87
2022-01-04,4.87
2022-01-05,4.87
2022-01-06,4.87
2022-01-07,4.87
2022-01-08,4.87
2022-01-09,4.87
2022-01-10,4.876
2022-01-11,4.876
2022-01-12,4.878
2022-01-13,4.878
2022-01-14,4.878
2022-01-15,4.878
2022-01-16,4.878
2022-01-17,4.878
2022-01-18,4.878
2022-01-19,4.873
2022-01-20,4.873
2022-01-21,4.873
2022-01-22,4.874
2022-01-23,4.874
2022-01-24,4.884
2022-01-25,4.879
2022-01-26,4.879
2022-01-27,4.879
2022-01-28,4.879
2022-01-29,4.879
2022-01-30,4.902
2022-01-31,4.902
2022-02-01,4.902
2022-02-02,4.902
2022-02-03,4.902
2022-02-04,4.902
2022-02-05,4.902
2022-02-06,4.902
2022-02-07,4.902
2022-02-08,4.902
2022-02-09,4.902
2022-02-10,4.902
2022-02-11,4.902
2022-02-12,4.902
2022-02-13,4.902
2022-02-14,4.902
2022-02-15,4.902
2022-02-16,4.917
2022-02-17,4.916
2022-02-18,4.936
2022-02-19,4.938
2022-02-20,4.938
2022-02-21,4.929
2022-02-22,4.929
2022-02-23,4.936
2022-02-24,4.936
2022-02-25,4.936
2022-02-26,4.936
2022-02-27,4.936
2022-02-28,4.936
2022-03-01,4.944
2022-03-02,4.944
2022-03-03,4.944
2022-03-04,4.944
2022-03-05,4.944
2022-03-06,4.944
2022-03-07,4.944
2022-03-08,4.944
2022-03-09,4.944
2022-03-10,4.975
2022-03-11,4.975
2022-03-12,4.975
2022-03-13,4.991
2022-03-14,4.991
2022-03-15,4.991
2022-03-16,4.991
2022-03-17,4.991
2022-03-18,4.991
2022-03-19,4.991
2022-03-20,5.062
2022-03-21,5.062
2022-03-22,5.062
2022-03-23,5.062
2022-03-24,5.062
2022-03-25,5.071
2022-03-26,5.071
2022-03-27,5.071
2022-03-28,5.071
2022-03-29,5.071
2022-03-30,5.075
2022-03-31,5.075
2022-04-01,5.075
2022-04-02,5.084
2022-04-03,5.084
2022-04-04,5.084
2022-04-05,5.084
2022-04-06,5.079
2022-04-07,5.079
2022-04-08,5.079
2022-04-09,5.079
2022-04-10,5.079
2022-04-11,5.073
2022-04-12,5.073
2022-04-13,5.073
2022-04-14,5.073
2022-04-15,5.073
2022-04-16,5.073
2022-04-17,5.073
2022-04-18,5.073
2022-04-19,5.075
2022-04-20,5.083
2022-04-21,5.083
2022-04-22,5.083
2022-04-23,5.083
2022-04-24,5.087
2022-04-25,5.074
2022-04-26,5.074
2022-04-27,5.074
2022-04-28,5.074
2022-04-29,5.074
2022-04-30,5.074
2022-05-01,5.074
2022-05-02,5.074
2022-05-03,5.074
2022-05-04,5.074
2022-05-05,5.073
2022-05-06,5.089
2022-05-07,5.089
2022-05-08,5.082
2022-05-09,5.086
2022-05-10,5.086
2022-05-11,5.086
2022-05-12,5.086
2022-05-13,5.129
2022-05-14,5.129
2022-05-15,5.13
2022-05-16,5.129
2022-05-17,5.129
2022-05-18,5.129
2022-05-19,5.129
2022-05-20,5.131
2022-05-21,5.131
2022-05-22,5.133
2022-05-23,5.133
2022-05-24,5.133
2022-05-25,5.133
2022-05-26,5.125
2022-05-27,5.125
2022-05-28,5.125
2022-05-29,5.125
2022-05-30,5.132
2022-05-31,5.132
2022-06-01,5.132
2022-06-02,5.132
2022-06-03,5.132
2022-06-04,5.132
2022-06-05,5.136
2022-06-06,5.136
2022-06-07,5.136
2022-06-08,5.136
2022-06-09,5.136
2022-06-10,5.136
2022-06-11,5.136
2022-06-12,5.136
2022-06-13,5.136
2022-06-14,5.136
2022-06-15,5.136
2022-06-16,5.136
2022-06-17,5.136
2022-06-18,5.136
2022-06-19,5.136
2022-06-20,5.136
2022-06-21,5.136
2022-06-22,5.136
2022-06-23,5.131
2022-06-24,5.131
2022-06-25,5.131
2022-06-26,5.131
2022-06-27,5.131
2022-06-28,5.131
2022-06-29,5.131
2022-06-30,5.132
2022-07-01,5.132
2022-07-02,5.132
2022-07-03,5.132
2022-07-04,5.132
2022-07-05,5.132
2022-07-06,5.132
2022-07-07,5.132
2022-07-08,5.132
2022-07-09,5.132
2022-07-10,5.132
2022-07-11,5.132
2022-07-12,5.132
2022-07-13,5.132
2022-07-14,5.132
2022-07-15,5.132
2022-07-16,5.132
2022-07-17,5.132
2022-07-18,5.132
2022-07-19,5.118
2022-07-20,5.118
2022-07-21,5.119
2022-07-22,5.119
2022-07-23,5.119
2022-07-24,5.119
2022-07-25,5.119
2022-07-26,5.119
2022-07-27,5.119
2022-07-28,5.119
2022-07-29,5.119
2022-07-30,5.119
2022-07-31,5.119
2022-08-01,5.119
2022-08-02,5.119
2022-08-03,5.119
2022-08-04,5.118
2022-08-05,5.118
2022-08-06,5.118
2022-08-07,5.118
2022-08-08,5.119
2022-08-09,5.102
2022-08-10,5.102
2022-08-11,5.102
2022-08-12,5.102
2022-08-13,5.102
2022-08-14,5.102
2022-08-15,5.102
2022-08-16,5.099
2022-08-17,5.097
2022-08-18,5.097
2022-08-19,5.097
2022-08-20,5.097
2022-08-21,5.097
2022-08-22,5.097
2022-08-23,5.099
2022-08-24,5.099
2022-08-25,5.099
2022-08-26,5.099
2022-08-27,5.099
2022-08-28,5.099
2022-08-29,5.099
2022-08-30,5.099
2022-08-31,5.099
2022-09-01,5.099
2022-09-02,5.099
2022-09-03,5.099
2022-09-04,5.099
2022-09-05,5.095
2022-09-06,5.095
2022-09-07,5.095
2022-09-08,5.095
2022-09-09,5.095
2022-09-10,5.095
2022-09-11,5.095
2022-09-12,5.095
2022-09-13,5.095
2022-09-14,5.095
2022-09-15,5.095
2022-09-16,5.095
2022-09-17,5.095
2022-09-18,5.095
2022-09-19,5.095
2022-09-20,5.095
2022-09-21,5.095
2022-09-22,5.091
2022-09-23,5.091
2022-09-24,5.091
2022-09-25,5.091
2022-09-26,5.091
2022-09-27,5.091
2022-09-28,5.091
2022-09-29,5.091
2022-09-30,5.091
2022-10-01,5.091
2022-10-02,5.093
2022-10-03,5.096
2022-10-04,5.096
2022-10-05,5.096
2022-10-06,5.096
2022-10-07,5.093
2022-10-08,5.093
2022-10-09,5.093
2022-10-10,5.093
2022-10-11,5.093
2022-10-12,5.093
2022-10-13,5.093
2022-10-14,5.093
2022-10-15,5.093
2022-10-16,5.093
2022-10-17,5.093
2022-10-18,5.093
2022-10-19,5.103
2022-10-20,5.116
2022-10-21,5.117
2022-10-22,5.117
2022-10-23,5.117
2022-10-24,5.117
2022-10-25,5.117
2022-10-26,5.117
2022-10-27,5.117
2022-10-28,5.117
2022-10-29,5.117
2022-10-30,5.117
2022-10-31,5.117
2022-11-01,5.117
2022-11-02,5.117
2022-11-03,5.117
2022-11-04,5.117
2022-11-05,5.117
2022-11-06,5.117
2022-11-07,5.117
2022-11-08,5.095
2022-11-09,5.096
2022-11-10,5.096
2022-11-11,5.105
2022-11-12,5.105
2022-11-13,5.105
2022-11-14,5.105
2022-11-15,5.105
2022-11-16,5.105
2022-11-17,5.105
2022-11-18,5.105
2022-11-19,5.105
2022-11-20,5.097
2022-11-21,5.097
2022-11-22,5.098
2022-11-23,5.098
2022-11-24,5.098
2022-11-25,5.098
2022-11-26,5.098
2022-11-27,5.098
2022-11-28,5.098
2022-11-29,5.098
2022-11-30,5.098
2022-12-01,5.098
2022-12-02,5.098
2022-12-03,5.098
2022-12-04,5.098
2022-12-05,5.098
2022-12-06,5.098
2022-12-07,5.098
2022-12-08,5.098
2022-12-09,5.098
2022-12-10,5.098
2022-12-11,5.098
2022-12-12,5.098
2022-12-13,5.079
2022-12-14,5.079
2022-12-15,5.081
2022-12-16,5.081
2022-12-17,5.081
2022-12-18,5.081
2022-12-19,5.081
2022-12-20,5.081
2022-12-21,5.081
2022-12-22,5.081
2022-12-23,5.081
2022-12-24,5.081
2022-12-25,5.081
2022-12-26,5.081
2022-12-27,5.081
2022-12-28,5.081
2022-12-29,5.081
2022-12-30,5.081
2022-12-31,5.081
2023-01-01,5.081
2023-01-02,5.081
2023-01-03,5.081
2023-01-04,5.102
2023-01-05,5.102
2023-01-06,5.102
2023-01-07,5.102
2023-01-08,5.125
2023-01-09,5.125
2023-01-10,5.125
2023-01-11,5.125
2023-01-12,5.125
2023-01-13,5.125
2023-01-14,5.125
2023-01-15,5.125
2023-01-16,5.125
2023-01-17,5.125
2023-01-18,5.125
2023-01-19,5.125
2023-01-20,5.125
2023-01-21,5.125
2023-01-22,5.146
2023-01-23,5.136
2023-01-24,5.128
2023-01-25,5.128
2023-01-26,5.128
2023-01-27,5.128
2023-01-28,5.128
2023-01-29,5.128
2023-01-30,5.128
2023-01-31,5.152
2023-02-01,5.152
2023-02-02,5.152
2023-02-03,5.152
2023-02-04,5.152
2023-02-05,5.152
2023-02-06,5.152
2023-02-07,5.117
2023-02-08,5.117
2023-02-09,5.117
2023-02-10,5.117
2023-02-11,5.117
2023-02-12,5.117
2023-02-13,5.117
2023-02-14,5.117
2023-02-15,5.117
2023-02-16,5.108
2023-02-17,5.119
2023-02-18,5.119
2023-02-19,5.124
2023-02-20,5.124
2023-02-21,5.157
2023-02-22,5.157
2023-02-23,5.157
2023-02-24,5.157
2023-02-25,5.157
2023-02-26,5.16
2023-02-27,5.16
2023-02-28,5.16
2023-03-01,5.16
2023-03-02,5.181
2023-03-03,5.181
2023-03-04,5.181
2023-03-05,5.181
2023-03-06,5.181
2023-03-07,5.181
2023-03-08,5.209
2023-03-09,5.209
2023-03-10,5.209
2023-03-11,5.209
2023-03-12,5.209
2023-03-13,5.209
2023-03-14,5.209
2023-03-15,5.209
2023-03-16,5.209
2023-03-17,5.209
2023-03-18,5.209
2023-03-19,5.209
2023-03-20,5.209
2023-03-21,5.203
2023-03-22,5.196
2023-03-23,5.192
2023-03-24,5.195
2023-03-25,5.195
2023-03-26,5.195
2023-03-27,5.196
2023-03-28,5.196
2023-03-29,5.196
2023-03-30,5.196
2023-03-31,5.196
2023-04-01,5.196
2023-04-02,5.196
2023-04-03,5.196
2023-04-04,5.196
2023-04-05,5.196
2023-04-06,5.196
2023-04-07,5.196
2023-04-08,5.196
2023-04-09,5.196
2023-04-10,5.196
2023-04-11,5.196
2023-04-12,5.196
2023-04-13,5.196
2023-04-14,5.196
2023-04-15,5.196
2023-04-16,5.196
2023-04-17,5.199
2023-04-18,5.199
2023-04-19,5.199
2023-04-20,5.199
2023-04-21,5.209
2023-04-22,5.209
2023-04-23,5.209
2023-04-24,5.209
2023-04-25,5.209
2023-04-26,5.209
2023-04-27,5.209
2023-04-28,5.209
2023-04-29,5.209
2023-04-30,5.209
2023-05-01,5.209
2023-05-02,5.209
2023-05-03,5.209
2023-05-04,5.203
2023-05-05,5.209
2023-05-06,5.209
2023-05-07,5.209
2023-05-08,5.213
2023-05-09,5.213
2023-05-10,5.213
2023-05-11,5.213
2023-05-12,5.213
2023-05-13,5.213
2023-05-14,5.213
2023-05-15,5.213
2023-05-16,5.213
2023-05-17,5.213
2023-05-18,5.217
2023-05-19,5.217
2023-05-20,5.217
2023-05-21,5.217
2023-05-22,5.218
2023-05-23,5.218
2023-05-24,5.218
2023-05-25,5.218
2023-05-26,5.218
2023-05-27,5.218
2023-05-28,5.218
2023-05-29,5.218
2023-05-30,5.218
2023-05-31,5.218
2023-06-01,5.22
2023-06-02,5.22
2023-06-03,5.22
2023-06-04,5.22
2023-06-05,5.22
2023-06-06,5.229
2023-06-07,5.225
2023-06-08,5.225
2023-06-09,5.225
2023-06-10,5.225
2023-06-11,5.225
2023-06-12,5.225
2023-06-13,5.225
2023-06-14,5.225
2023-06-15,5.227
2023-06-16,5.231
2023-06-17,5.231
2023-06-18,5.231
2023-06-19,5.231
2023-06-20,5.231
2023-06-21,5.231
2023-06-22,5.231
2023-06-23,5.231
2023-06-24,5.231
2023-06-25,5.231
2023-06-26,5.231
2023-06-27,5.231
