,BMY US Equity
2020-04-30,7.25
2020-05-01,7.25
2020-05-02,7.25
2020-05-03,7.25
2020-05-04,7.25
2020-05-05,7.25
2020-05-06,7.25
2020-05-07,7.602
2020-05-08,7.596
2020-05-09,7.596
2020-05-10,7.596
2020-05-11,7.596
2020-05-12,7.596
2020-05-13,7.596
2020-05-14,7.596
2020-05-15,7.596
2020-05-16,7.596
2020-05-17,7.596
2020-05-18,7.596
2020-05-19,7.596
2020-05-20,7.596
2020-05-21,7.596
2020-05-22,7.596
2020-05-23,7.596
2020-05-24,7.596
2020-05-25,7.596
2020-05-26,7.596
2020-05-27,7.596
2020-05-28,7.596
2020-05-29,7.596
2020-05-30,7.596
2020-05-31,7.596
2020-06-01,7.493
2020-06-02,7.488
2020-06-03,7.505
2020-06-04,7.505
2020-06-05,7.505
2020-06-06,7.505
2020-06-07,7.505
2020-06-08,7.505
2020-06-09,7.505
2020-06-10,7.505
2020-06-11,7.505
2020-06-12,7.505
2020-06-13,7.505
2020-06-14,7.505
2020-06-15,7.505
2020-06-16,7.505
2020-06-17,7.505
2020-06-18,7.505
2020-06-19,7.505
2020-06-20,7.505
2020-06-21,7.505
2020-06-22,7.505
2020-06-23,7.505
2020-06-24,7.505
2020-06-25,7.505
2020-06-26,7.505
2020-06-27,7.505
2020-06-28,7.505
2020-06-29,8.012
2020-06-30,8.012
2020-07-01,8.012
2020-07-02,8.012
2020-07-03,8.012
2020-07-04,8.012
2020-07-05,8.012
2020-07-06,7.94
2020-07-07,7.94
2020-07-08,7.94
2020-07-09,8.555
2020-07-10,8.555
2020-07-11,8.555
2020-07-12,8.555
2020-07-13,8.411
2020-07-14,8.54
2020-07-15,8.54
2020-07-16,8.54
2020-07-17,8.54
2020-07-18,8.54
2020-07-19,8.54
2020-07-20,8.418
2020-07-21,8.418
2020-07-22,8.418
2020-07-23,8.418
2020-07-24,8.418
2020-07-25,8.418
2020-07-26,8.418
2020-07-27,8.418
2020-07-28,8.387
2020-07-29,8.387
2020-07-30,8.387
2020-07-31,8.387
2020-08-01,8.387
2020-08-02,8.387
2020-08-03,8.387
2020-08-04,8.387
2020-08-05,8.387
2020-08-06,8.398
2020-08-07,8.385
2020-08-08,8.373
2020-08-09,8.373
2020-08-10,8.373
2020-08-11,8.392
2020-08-12,8.43
2020-08-13,8.43
2020-08-14,8.43
2020-08-15,8.43
2020-08-16,8.43
2020-08-17,8.43
2020-08-18,8.43
2020-08-19,8.43
2020-08-20,8.43
2020-08-21,8.43
2020-08-22,8.43
2020-08-23,8.43
2020-08-24,8.43
2020-08-25,8.43
2020-08-26,8.43
2020-08-27,8.44
2020-08-28,8.44
2020-08-29,8.44
2020-08-30,8.44
2020-08-31,8.44
2020-09-01,8.44
2020-09-02,8.44
2020-09-03,8.44
2020-09-04,8.44
2020-09-05,8.44
2020-09-06,8.44
2020-09-07,8.44
2020-09-08,8.483
2020-09-09,8.483
2020-09-10,8.483
2020-09-11,8.483
2020-09-12,8.483
2020-09-13,8.433
2020-09-14,8.433
2020-09-15,8.433
2020-09-16,8.433
2020-09-17,8.473
2020-09-18,8.473
2020-09-19,8.473
2020-09-20,8.473
2020-09-21,8.493
2020-09-22,8.529
2020-09-23,8.529
2020-09-24,8.529
2020-09-25,8.54
2020-09-26,8.54
2020-09-27,8.54
2020-09-28,8.542
2020-09-29,8.536
2020-09-30,8.536
2020-10-01,8.543
2020-10-02,8.543
2020-10-03,8.543
2020-10-04,8.543
2020-10-05,8.564
2020-10-06,8.454
2020-10-07,8.454
2020-10-08,8.454
2020-10-09,8.46
2020-10-10,8.46
2020-10-11,8.46
2020-10-12,8.457
2020-10-13,8.463
2020-10-14,8.515
2020-10-15,8.515
2020-10-16,8.533
2020-10-17,8.533
2020-10-18,8.533
2020-10-19,8.533
2020-10-20,8.533
2020-10-21,8.533
2020-10-22,8.494
2020-10-23,8.494
2020-10-24,8.494
2020-10-25,8.494
2020-10-26,8.494
2020-10-27,8.494
2020-10-28,8.494
2020-10-29,8.494
2020-10-30,8.494
2020-10-31,8.494
2020-11-01,8.494
2020-11-02,8.494
2020-11-03,8.518
2020-11-04,8.518
2020-11-05,8.571
2020-11-06,8.608
2020-11-07,8.608
2020-11-08,8.608
2020-11-09,8.604
2020-11-10,8.604
2020-11-11,8.604
2020-11-12,8.604
2020-11-13,8.624
2020-11-14,8.624
2020-11-15,8.624
2020-11-16,8.545
2020-11-17,8.464
2020-11-18,8.464
2020-11-19,8.464
2020-11-20,8.464
2020-11-21,8.464
2020-11-22,8.464
2020-11-23,8.464
2020-11-24,8.464
2020-11-25,8.464
2020-11-26,8.464
2020-11-27,8.464
2020-11-28,8.464
2020-11-29,8.464
2020-11-30,8.464
2020-12-01,8.464
2020-12-02,8.465
2020-12-03,8.465
2020-12-04,8.465
2020-12-05,8.465
2020-12-06,8.465
2020-12-07,8.465
2020-12-08,8.518
2020-12-09,8.518
2020-12-10,8.518
2020-12-11,8.518
2020-12-12,8.518
2020-12-13,8.518
2020-12-14,8.518
2020-12-15,8.518
2020-12-16,8.518
2020-12-17,8.518
2020-12-18,8.518
2020-12-19,8.518
2020-12-20,8.518
2020-12-21,8.518
2020-12-22,8.518
2020-12-23,8.518
2020-12-24,8.518
2020-12-25,8.518
2020-12-26,8.518
2020-12-27,8.518
2020-12-28,8.518
2020-12-29,8.518
2020-12-30,8.518
2020-12-31,8.518
2021-01-01,8.518
2021-01-02,8.518
2021-01-03,8.518
2021-01-04,8.51
2021-01-05,8.51
2021-01-06,8.51
2021-01-07,8.51
2021-01-08,8.51
2021-01-09,8.51
2021-01-10,8.51
2021-01-11,8.51
2021-01-12,8.51
2021-01-13,8.51
2021-01-14,8.51
2021-01-15,8.51
2021-01-16,8.51
2021-01-17,8.51
2021-01-18,8.51
2021-01-19,8.51
2021-01-20,8.433
2021-01-21,8.433
2021-01-22,8.433
2021-01-23,8.433
2021-01-24,8.433
2021-01-25,8.377
2021-01-26,8.377
2021-01-27,8.381
2021-01-28,8.362
2021-01-29,8.362
2021-01-30,8.362
2021-01-31,8.362
2021-02-01,8.362
2021-02-02,8.362
2021-02-03,8.362
2021-02-04,8.392
2021-02-05,8.371
2021-02-06,8.371
2021-02-07,8.371
2021-02-08,8.341
2021-02-09,8.342
2021-02-10,8.342
2021-02-11,8.342
2021-02-12,8.342
2021-02-13,8.342
2021-02-14,8.342
2021-02-15,8.342
2021-02-16,8.341
2021-02-17,8.341
2021-02-18,8.341
2021-02-19,8.341
2021-02-20,8.341
2021-02-21,8.341
2021-02-22,8.341
2021-02-23,8.341
2021-02-24,8.341
2021-02-25,8.33
2021-02-26,8.33
2021-02-27,8.33
2021-02-28,8.33
2021-03-01,8.33
2021-03-02,8.36
2021-03-03,8.36
2021-03-04,8.36
2021-03-05,8.36
2021-03-06,8.36
2021-03-07,8.36
2021-03-08,8.36
2021-03-09,8.39
2021-03-10,8.39
2021-03-11,8.39
2021-03-12,8.39
2021-03-13,8.39
2021-03-14,8.39
2021-03-15,8.397
2021-03-16,8.397
2021-03-17,8.397
2021-03-18,8.397
2021-03-19,8.398
2021-03-20,8.398
2021-03-21,8.398
2021-03-22,8.398
2021-03-23,8.398
2021-03-24,8.398
2021-03-25,8.409
2021-03-26,8.409
2021-03-27,8.409
2021-03-28,8.409
2021-03-29,8.406
2021-03-30,8.406
2021-03-31,8.406
2021-04-01,8.432
2021-04-02,8.432
2021-04-03,8.432
2021-04-04,8.432
2021-04-05,8.432
2021-04-06,8.432
2021-04-07,8.432
2021-04-08,8.4
2021-04-09,8.4
2021-04-10,8.4
2021-04-11,8.4
2021-04-12,8.4
2021-04-13,8.418
2021-04-14,8.418
2021-04-15,8.418
2021-04-16,8.433
2021-04-17,8.433
2021-04-18,8.433
2021-04-19,8.433
2021-04-20,8.433
2021-04-21,8.433
2021-04-22,8.433
2021-04-23,8.433
2021-04-24,8.433
2021-04-25,8.433
2021-04-26,8.568
2021-04-27,8.568
2021-04-28,8.568
2021-04-29,8.456
2021-04-30,8.313
2021-05-01,8.313
2021-05-02,8.313
2021-05-03,8.313
2021-05-04,8.313
2021-05-05,8.313
2021-05-06,8.308
2021-05-07,8.308
2021-05-08,8.308
2021-05-09,8.308
2021-05-10,8.308
2021-05-11,8.308
2021-05-12,8.308
2021-05-13,8.308
2021-05-14,8.308
2021-05-15,8.308
2021-05-16,8.308
2021-05-17,8.308
2021-05-18,8.308
2021-05-19,8.308
2021-05-20,8.308
2021-05-21,8.308
2021-05-22,8.308
2021-05-23,8.294
2021-05-24,8.308
2021-05-25,8.308
2021-05-26,8.308
2021-05-27,8.308
2021-05-28,8.308
2021-05-29,8.308
2021-05-30,8.308
2021-05-31,8.308
2021-06-01,8.308
2021-06-02,8.308
2021-06-03,8.308
2021-06-04,8.308
2021-06-05,8.308
2021-06-06,8.308
2021-06-07,8.308
2021-06-08,8.308
2021-06-09,8.308
2021-06-10,8.308
2021-06-11,8.29
2021-06-12,8.29
2021-06-13,8.29
2021-06-14,8.297
2021-06-15,8.297
2021-06-16,8.297
2021-06-17,8.297
2021-06-18,8.297
2021-06-19,8.291
2021-06-20,8.291
2021-06-21,8.291
2021-06-22,8.291
2021-06-23,8.291
2021-06-24,8.291
2021-06-25,8.291
2021-06-26,8.291
2021-06-27,8.291
2021-06-28,8.291
2021-06-29,8.291
2021-06-30,8.296
2021-07-01,8.296
2021-07-02,8.296
2021-07-03,8.296
2021-07-04,8.296
2021-07-05,8.296
2021-07-06,8.274
2021-07-07,8.274
2021-07-08,8.272
2021-07-09,8.272
2021-07-10,8.272
2021-07-11,8.272
2021-07-12,8.272
2021-07-13,8.271
2021-07-14,8.271
2021-07-15,8.271
2021-07-16,8.271
2021-07-17,8.271
2021-07-18,8.271
2021-07-19,8.271
2021-07-20,8.25
2021-07-21,8.25
2021-07-22,8.25
2021-07-23,8.48
2021-07-24,8.48
2021-07-25,8.48
2021-07-26,8.48
2021-07-27,8.48
2021-07-28,8.628
2021-07-29,8.645
2021-07-30,8.645
2021-07-31,8.652
2021-08-01,8.652
2021-08-02,8.652
2021-08-03,8.652
2021-08-04,8.652
2021-08-05,8.652
2021-08-06,8.671
2021-08-07,8.671
2021-08-08,8.671
2021-08-09,8.671
2021-08-10,8.671
2021-08-11,8.675
2021-08-12,8.675
2021-08-13,8.675
2021-08-14,8.675
2021-08-15,8.675
2021-08-16,8.675
2021-08-17,8.675
2021-08-18,8.675
2021-08-19,8.675
2021-08-20,8.675
2021-08-21,8.675
2021-08-22,8.675
2021-08-23,8.675
2021-08-24,8.675
2021-08-25,8.675
2021-08-26,8.675
2021-08-27,8.675
2021-08-28,8.675
2021-08-29,8.675
2021-08-30,8.675
2021-08-31,8.675
2021-09-01,8.675
2021-09-02,8.675
2021-09-03,8.675
2021-09-04,8.675
2021-09-05,8.675
2021-09-06,8.675
2021-09-07,8.675
2021-09-08,8.675
2021-09-09,8.675
2021-09-10,8.675
2021-09-11,8.675
2021-09-12,8.675
2021-09-13,8.675
2021-09-14,8.675
2021-09-15,8.675
2021-09-16,8.586
2021-09-17,8.586
2021-09-18,8.586
2021-09-19,8.545
2021-09-20,8.586
2021-09-21,8.586
2021-09-22,8.586
2021-09-23,8.586
2021-09-24,8.586
2021-09-25,8.586
2021-09-26,8.586
2021-09-27,8.586
2021-09-28,8.586
2021-09-29,8.586
2021-09-30,8.586
2021-10-01,8.586
2021-10-02,8.586
2021-10-03,8.586
2021-10-04,8.586
2021-10-05,8.606
2021-10-06,8.606
2021-10-07,8.588
2021-10-08,8.545
2021-10-09,8.545
2021-10-10,8.545
2021-10-11,8.545
2021-10-12,8.545
2021-10-13,8.545
2021-10-14,8.502
2021-10-15,8.536
2021-10-16,8.536
2021-10-17,8.536
2021-10-18,8.534
2021-10-19,8.534
2021-10-20,8.534
2021-10-21,8.51
2021-10-22,8.51
2021-10-23,8.51
2021-10-24,8.51
2021-10-25,8.512
2021-10-26,8.512
2021-10-27,8.402
2021-10-28,8.271
2021-10-29,8.272
2021-10-30,8.272
2021-10-31,8.272
2021-11-01,8.228
2021-11-02,8.228
2021-11-03,8.232
2021-11-04,8.232
2021-11-05,8.232
2021-11-06,8.232
2021-11-07,8.232
2021-11-08,8.232
2021-11-09,8.213
2021-11-10,8.213
2021-11-11,8.213
2021-11-12,8.213
2021-11-13,8.213
2021-11-14,8.213
2021-11-15,8.213
2021-11-16,8.222
2021-11-17,8.232
2021-11-18,8.335
2021-11-19,8.325
2021-11-20,8.325
2021-11-21,8.325
2021-11-22,8.325
2021-11-23,8.325
2021-11-24,8.325
2021-11-25,8.325
2021-11-26,8.325
2021-11-27,8.325
2021-11-28,8.325
2021-11-29,8.325
2021-11-30,8.325
2021-12-01,8.325
2021-12-02,8.325
2021-12-03,8.325
2021-12-04,8.325
2021-12-05,8.325
2021-12-06,8.325
2021-12-07,8.325
2021-12-08,8.289
2021-12-09,8.289
2021-12-10,8.289
2021-12-11,8.289
2021-12-12,8.289
2021-12-13,8.289
2021-12-14,8.289
2021-12-15,8.289
2021-12-16,8.368
2021-12-17,8.374
2021-12-18,8.374
2021-12-19,8.374
2021-12-20,8.374
2021-12-21,8.374
2021-12-22,8.374
2021-12-23,8.374
2021-12-24,8.374
2021-12-25,8.374
2021-12-26,8.374
2021-12-27,8.374
2021-12-28,8.374
2021-12-29,8.374
2021-12-30,8.374
2021-12-31,8.374
2022-01-01,8.374
2022-01-02,8.378
2022-01-03,8.389
2022-01-04,8.415
2022-01-05,8.415
2022-01-06,8.415
2022-01-07,8.417
2022-01-08,8.417
2022-01-09,8.417
2022-01-10,8.391
2022-01-11,8.407
2022-01-12,8.407
2022-01-13,8.407
2022-01-14,8.407
2022-01-15,8.407
2022-01-16,8.407
2022-01-17,8.407
2022-01-18,8.424
2022-01-19,8.473
2022-01-20,8.489
2022-01-21,8.489
2022-01-22,8.489
2022-01-23,8.489
2022-01-24,8.469
2022-01-25,8.469
2022-01-26,8.462
2022-01-27,8.478
2022-01-28,8.478
2022-01-29,8.478
2022-01-30,8.46
2022-01-31,8.478
2022-02-01,8.465
2022-02-02,8.465
2022-02-03,8.465
2022-02-04,8.512
2022-02-05,8.512
2022-02-06,8.498
2022-02-07,8.514
2022-02-08,8.516
2022-02-09,8.516
2022-02-10,8.516
2022-02-11,8.516
2022-02-12,8.516
2022-02-13,8.554
2022-02-14,8.554
2022-02-15,8.552
2022-02-16,8.552
2022-02-17,8.552
2022-02-18,8.552
2022-02-19,8.552
2022-02-20,8.552
2022-02-21,8.552
2022-02-22,8.552
2022-02-23,8.552
2022-02-24,8.552
2022-02-25,8.552
2022-02-26,8.552
2022-02-27,8.552
2022-02-28,8.519
2022-03-01,8.522
2022-03-02,8.57
2022-03-03,8.57
2022-03-04,8.609
2022-03-05,8.609
2022-03-06,8.609
2022-03-07,8.581
2022-03-08,8.581
2022-03-09,8.581
2022-03-10,8.581
2022-03-11,8.581
2022-03-12,8.581
2022-03-13,8.581
2022-03-14,8.581
2022-03-15,8.581
2022-03-16,8.581
2022-03-17,8.581
2022-03-18,8.581
2022-03-19,8.581
2022-03-20,8.584
2022-03-21,8.584
2022-03-22,8.585
2022-03-23,8.585
2022-03-24,8.585
2022-03-25,8.585
2022-03-26,8.585
2022-03-27,8.585
2022-03-28,8.585
2022-03-29,8.584
2022-03-30,8.584
2022-03-31,8.581
2022-04-01,8.579
2022-04-02,8.579
2022-04-03,8.579
2022-04-04,8.551
2022-04-05,8.551
2022-04-06,8.5
2022-04-07,8.5
2022-04-08,8.5
2022-04-09,8.5
2022-04-10,8.5
2022-04-11,8.5
2022-04-12,8.505
2022-04-13,8.505
2022-04-14,8.499
2022-04-15,8.499
2022-04-16,8.499
2022-04-17,8.494
2022-04-18,8.494
2022-04-19,8.506
2022-04-20,8.473
2022-04-21,8.445
2022-04-22,8.445
2022-04-23,8.445
2022-04-24,8.445
2022-04-25,8.445
2022-04-26,8.445
2022-04-27,8.445
2022-04-28,8.445
2022-04-29,8.414
2022-04-30,8.401
2022-05-01,8.396
2022-05-02,8.4
2022-05-03,8.393
2022-05-04,8.393
2022-05-05,8.393
2022-05-06,8.383
2022-05-07,8.383
2022-05-08,8.383
2022-05-09,8.383
2022-05-10,8.383
2022-05-11,8.404
2022-05-12,8.412
2022-05-13,8.412
2022-05-14,8.412
2022-05-15,8.412
2022-05-16,8.405
2022-05-17,8.405
2022-05-18,8.404
2022-05-19,8.404
2022-05-20,8.404
2022-05-21,8.404
2022-05-22,8.404
2022-05-23,8.404
2022-05-24,8.404
2022-05-25,8.404
2022-05-26,8.417
2022-05-27,8.417
2022-05-28,8.417
2022-05-29,8.389
2022-05-30,8.389
2022-05-31,8.389
2022-06-01,8.389
2022-06-02,8.394
2022-06-03,8.374
2022-06-04,8.374
2022-06-05,8.374
2022-06-06,8.374
2022-06-07,8.374
2022-06-08,8.374
2022-06-09,8.374
2022-06-10,8.374
2022-06-11,8.374
2022-06-12,8.374
2022-06-13,8.367
2022-06-14,8.368
2022-06-15,8.368
2022-06-16,8.44
2022-06-17,8.44
2022-06-18,8.44
2022-06-19,8.44
2022-06-20,8.44
2022-06-21,8.454
2022-06-22,8.431
2022-06-23,8.431
2022-06-24,8.431
2022-06-25,8.431
2022-06-26,8.431
2022-06-27,8.431
2022-06-28,8.431
2022-06-29,8.431
2022-06-30,8.431
2022-07-01,8.431
2022-07-02,8.431
2022-07-03,8.431
2022-07-04,8.431
2022-07-05,8.431
2022-07-06,8.431
2022-07-07,8.418
2022-07-08,8.42
2022-07-09,8.42
2022-07-10,8.419
2022-07-11,8.419
2022-07-12,8.419
2022-07-13,8.413
2022-07-14,8.399
2022-07-15,8.394
2022-07-16,8.394
2022-07-17,8.385
2022-07-18,8.385
2022-07-19,8.385
2022-07-20,8.385
2022-07-21,8.385
2022-07-22,8.385
2022-07-23,8.385
2022-07-24,8.385
2022-07-25,8.389
2022-07-26,8.396
2022-07-27,8.392
2022-07-28,8.371
2022-07-29,8.365
2022-07-30,8.365
2022-07-31,8.365
2022-08-01,8.365
2022-08-02,8.365
2022-08-03,8.365
2022-08-04,8.384
2022-08-05,8.399
2022-08-06,8.399
2022-08-07,8.399
2022-08-08,8.399
2022-08-09,8.399
2022-08-10,8.399
2022-08-11,8.399
2022-08-12,8.399
2022-08-13,8.399
2022-08-14,8.399
2022-08-15,8.399
2022-08-16,8.398
2022-08-17,8.398
2022-08-18,8.398
2022-08-19,8.398
2022-08-20,8.398
2022-08-21,8.398
2022-08-22,8.398
2022-08-23,8.398
2022-08-24,8.398
2022-08-25,8.398
2022-08-26,8.398
2022-08-27,8.398
2022-08-28,8.404
2022-08-29,8.404
2022-08-30,8.404
2022-08-31,8.404
2022-09-01,8.405
2022-09-02,8.405
2022-09-03,8.405
2022-09-04,8.405
2022-09-05,8.405
2022-09-06,8.405
2022-09-07,8.405
2022-09-08,8.405
2022-09-09,8.405
2022-09-10,8.405
2022-09-11,8.403
2022-09-12,8.409
2022-09-13,8.391
2022-09-14,8.394
2022-09-15,8.394
2022-09-16,8.394
2022-09-17,8.394
2022-09-18,8.394
2022-09-19,8.391
2022-09-20,8.391
2022-09-21,8.391
2022-09-22,8.391
2022-09-23,8.391
2022-09-24,8.391
2022-09-25,8.391
2022-09-26,8.391
2022-09-27,8.391
2022-09-28,8.391
2022-09-29,8.391
2022-09-30,8.391
2022-10-01,8.391
2022-10-02,8.391
2022-10-03,8.391
2022-10-04,8.391
2022-10-05,8.391
2022-10-06,8.391
2022-10-07,8.391
2022-10-08,8.391
2022-10-09,8.352
2022-10-10,8.352
2022-10-11,8.352
2022-10-12,8.345
2022-10-13,8.345
2022-10-14,8.336
2022-10-15,8.336
2022-10-16,8.336
2022-10-17,8.333
2022-10-18,8.333
2022-10-19,8.333
2022-10-20,8.257
2022-10-21,8.257
2022-10-22,8.257
2022-10-23,8.257
2022-10-24,8.258
2022-10-25,8.258
2022-10-26,8.226
2022-10-27,8.259
2022-10-28,8.253
2022-10-29,8.253
2022-10-30,8.253
2022-10-31,8.228
2022-11-01,8.228
2022-11-02,8.228
2022-11-03,8.228
2022-11-04,8.111
2022-11-05,8.111
2022-11-06,8.111
2022-11-07,8.111
2022-11-08,8.111
2022-11-09,8.111
2022-11-10,8.114
2022-11-11,8.114
2022-11-12,8.114
2022-11-13,8.114
2022-11-14,8.114
2022-11-15,8.112
2022-11-16,8.112
2022-11-17,8.118
2022-11-18,8.118
2022-11-19,8.118
2022-11-20,8.118
2022-11-21,8.118
2022-11-22,8.118
2022-11-23,8.118
2022-11-24,8.118
2022-11-25,8.118
2022-11-26,8.118
2022-11-27,8.118
2022-11-28,8.118
2022-11-29,8.118
2022-11-30,8.108
2022-12-01,8.108
2022-12-02,8.108
2022-12-03,8.108
2022-12-04,8.108
2022-12-05,8.119
2022-12-06,8.126
2022-12-07,8.126
2022-12-08,8.126
2022-12-09,8.123
2022-12-10,8.123
2022-12-11,8.123
2022-12-12,8.123
2022-12-13,8.123
2022-12-14,8.123
2022-12-15,8.123
2022-12-16,8.123
2022-12-17,8.123
2022-12-18,8.123
2022-12-19,8.155
2022-12-20,8.155
2022-12-21,8.155
2022-12-22,8.155
2022-12-23,8.155
2022-12-24,8.155
2022-12-25,8.155
2022-12-26,8.155
2022-12-27,8.155
2022-12-28,8.155
2022-12-29,8.154
2022-12-30,8.154
2022-12-31,8.154
2023-01-01,8.154
2023-01-02,8.154
2023-01-03,8.143
2023-01-04,8.143
2023-01-05,8.144
2023-01-06,8.161
2023-01-07,8.161
2023-01-08,8.161
2023-01-09,8.161
2023-01-10,8.161
2023-01-11,8.161
2023-01-12,8.154
2023-01-13,8.154
2023-01-14,8.154
2023-01-15,8.154
2023-01-16,8.154
2023-01-17,8.154
2023-01-18,8.144
2023-01-19,8.144
2023-01-20,8.141
2023-01-21,8.141
2023-01-22,8.141
2023-01-23,8.179
2023-01-24,8.167
2023-01-25,8.188
2023-01-26,8.185
2023-01-27,8.197
2023-01-28,8.197
2023-01-29,8.186
2023-01-30,8.186
2023-01-31,8.186
2023-02-01,8.186
2023-02-02,8.155
2023-02-03,8.189
2023-02-04,8.189
2023-02-05,8.189
2023-02-06,8.189
2023-02-07,8.189
2023-02-08,8.189
2023-02-09,8.189
2023-02-10,8.189
2023-02-11,8.189
2023-02-12,8.189
2023-02-13,8.189
2023-02-14,8.191
2023-02-15,8.191
2023-02-16,8.196
2023-02-17,8.196
2023-02-18,8.196
2023-02-19,8.196
2023-02-20,8.196
2023-02-21,8.196
2023-02-22,8.197
2023-02-23,8.197
2023-02-24,8.197
2023-02-25,8.197
2023-02-26,8.197
2023-02-27,8.197
2023-02-28,8.197
2023-03-01,8.197
2023-03-02,8.197
2023-03-03,8.203
2023-03-04,8.203
2023-03-05,8.203
2023-03-06,8.167
2023-03-07,8.167
2023-03-08,8.167
2023-03-09,8.18
2023-03-10,8.18
2023-03-11,8.18
2023-03-12,8.18
2023-03-13,8.18
2023-03-14,8.18
2023-03-15,8.18
2023-03-16,8.18
2023-03-17,8.18
2023-03-18,8.18
2023-03-19,8.18
2023-03-20,8.175
2023-03-21,8.175
2023-03-22,8.175
2023-03-23,8.175
2023-03-24,8.184
2023-03-25,8.184
2023-03-26,8.184
2023-03-27,8.184
2023-03-28,8.184
2023-03-29,8.184
2023-03-30,8.184
2023-03-31,8.184
2023-04-01,8.184
2023-04-02,8.184
2023-04-03,8.184
2023-04-04,8.184
2023-04-05,8.184
2023-04-06,8.184
2023-04-07,8.184
2023-04-08,8.184
2023-04-09,8.184
2023-04-10,8.186
2023-04-11,8.186
2023-04-12,8.183
2023-04-13,8.155
2023-04-14,8.155
2023-04-15,8.155
2023-04-16,8.154
2023-04-17,8.159
2023-04-18,8.151
2023-04-19,8.151
2023-04-20,8.151
2023-04-21,8.154
2023-04-22,8.154
2023-04-23,8.154
2023-04-24,8.156
2023-04-25,8.156
2023-04-26,8.156
2023-04-27,8.152
2023-04-28,8.151
2023-04-29,8.151
2023-04-30,8.155
2023-05-01,8.145
2023-05-02,8.155
2023-05-03,8.155
2023-05-04,8.157
2023-05-05,8.157
2023-05-06,8.157
2023-05-07,8.157
2023-05-08,8.157
2023-05-09,8.163
2023-05-10,8.163
2023-05-11,8.163
2023-05-12,8.163
2023-05-13,8.163
2023-05-14,8.163
2023-05-15,8.172
2023-05-16,8.172
2023-05-17,8.172
2023-05-18,8.172
2023-05-19,8.166
2023-05-20,8.166
2023-05-21,8.166
2023-05-22,8.166
2023-05-23,8.185
2023-05-24,8.185
2023-05-25,8.185
2023-05-26,8.185
2023-05-27,8.185
2023-05-28,8.185
2023-05-29,8.185
2023-05-30,8.185
2023-05-31,8.185
2023-06-01,8.185
2023-06-02,8.185
2023-06-03,8.185
2023-06-04,8.185
2023-06-05,8.185
2023-06-06,8.185
2023-06-07,8.185
2023-06-08,8.185
2023-06-09,8.185
2023-06-10,8.185
2023-06-11,8.185
2023-06-12,8.185
2023-06-13,8.185
2023-06-14,8.185
2023-06-15,8.188
2023-06-16,8.188
2023-06-17,8.188
2023-06-18,8.188
2023-06-19,8.188
2023-06-20,8.188
2023-06-21,8.188
2023-06-22,8.188
2023-06-23,8.188
