,HUBB US Equity
2021-05-31,11.213
2021-06-01,11.213
2021-06-02,11.213
2021-06-03,11.213
2021-06-04,11.213
2021-06-05,11.213
2021-06-06,11.213
2021-06-07,11.213
2021-06-08,11.213
2021-06-09,11.213
2021-06-10,11.213
2021-06-11,11.213
2021-06-12,11.213
2021-06-13,11.213
2021-06-14,11.213
2021-06-15,11.213
2021-06-16,11.213
2021-06-17,11.213
2021-06-18,11.213
2021-06-19,11.213
2021-06-20,11.213
2021-06-21,11.213
2021-06-22,11.213
2021-06-23,11.213
2021-06-24,11.213
2021-06-25,11.213
2021-06-26,11.213
2021-06-27,11.213
2021-06-28,11.213
2021-06-29,11.213
2021-06-30,11.213
2021-07-01,11.213
2021-07-02,11.213
2021-07-03,11.213
2021-07-04,11.213
2021-07-05,11.213
2021-07-06,11.213
2021-07-07,11.213
2021-07-08,11.213
2021-07-09,11.21
2021-07-10,11.21
2021-07-11,11.21
2021-07-12,11.235
2021-07-13,11.235
2021-07-14,11.235
2021-07-15,11.235
2021-07-16,11.235
2021-07-17,11.235
2021-07-18,11.235
2021-07-19,11.235
2021-07-20,11.235
2021-07-21,11.235
2021-07-22,11.235
2021-07-23,11.235
2021-07-24,11.235
2021-07-25,11.235
2021-07-26,11.235
2021-07-27,11.27
2021-07-28,11.295
2021-07-29,11.2
2021-07-30,11.2
2021-07-31,11.2
2021-08-01,11.2
2021-08-02,11.15
2021-08-03,11.15
2021-08-04,11.15
2021-08-05,11.15
2021-08-06,11.15
2021-08-07,11.15
2021-08-08,11.15
2021-08-09,11.15
2021-08-10,11.15
2021-08-11,11.15
2021-08-12,11.15
2021-08-13,11.15
2021-08-14,11.15
2021-08-15,11.15
2021-08-16,11.15
2021-08-17,11.15
2021-08-18,11.15
2021-08-19,11.15
2021-08-20,11.15
2021-08-21,11.15
2021-08-22,11.15
2021-08-23,11.15
2021-08-24,11.15
2021-08-25,11.15
2021-08-26,11.15
2021-08-27,11.093
2021-08-28,11.093
2021-08-29,11.093
2021-08-30,11.093
2021-08-31,11.093
2021-09-01,11.093
2021-09-02,11.093
2021-09-03,11.093
2021-09-04,11.093
2021-09-05,11.093
2021-09-06,11.093
2021-09-07,11.093
2021-09-08,11.093
2021-09-09,11.093
2021-09-10,11.093
2021-09-11,11.093
2021-09-12,11.093
2021-09-13,11.093
2021-09-14,11.093
2021-09-15,11.093
2021-09-16,11.093
2021-09-17,10.89
2021-09-18,10.89
2021-09-19,10.89
2021-09-20,10.89
2021-09-21,10.89
2021-09-22,10.89
2021-09-23,10.89
2021-09-24,10.89
2021-09-25,10.89
2021-09-26,10.89
2021-09-27,10.89
2021-09-28,10.89
2021-09-29,10.89
2021-09-30,10.89
2021-10-01,10.857
2021-10-02,10.857
2021-10-03,10.857
2021-10-04,10.857
2021-10-05,10.857
2021-10-06,10.857
2021-10-07,10.857
2021-10-08,10.857
2021-10-09,10.857
2021-10-10,10.857
2021-10-11,10.857
2021-10-12,10.857
2021-10-13,10.857
2021-10-14,10.857
2021-10-15,10.857
2021-10-16,10.857
2021-10-17,10.857
2021-10-18,10.857
2021-10-19,10.857
2021-10-20,10.857
2021-10-21,10.857
2021-10-22,10.857
2021-10-23,10.857
2021-10-24,10.857
2021-10-25,10.857
2021-10-26,10.613
2021-10-27,10.723
2021-10-28,10.65
2021-10-29,10.65
2021-10-30,10.65
2021-10-31,10.65
2021-11-01,10.65
2021-11-02,10.65
2021-11-03,10.65
2021-11-04,10.65
2021-11-05,10.65
2021-11-06,10.65
2021-11-07,10.65
2021-11-08,10.65
2021-11-09,10.65
2021-11-10,10.65
2021-11-11,10.65
2021-11-12,10.65
2021-11-13,10.65
2021-11-14,10.65
2021-11-15,10.65
2021-11-16,10.65
2021-11-17,10.65
2021-11-18,10.65
2021-11-19,10.65
2021-11-20,10.65
2021-11-21,10.65
2021-11-22,10.65
2021-11-23,10.65
2021-11-24,10.65
2021-11-25,10.65
2021-11-26,10.65
2021-11-27,10.65
2021-11-28,10.65
2021-11-29,10.65
2021-11-30,10.65
2021-12-01,10.65
2021-12-02,10.65
2021-12-03,10.65
2021-12-04,10.65
2021-12-05,10.65
2021-12-06,10.65
2021-12-07,10.65
2021-12-08,10.65
2021-12-09,10.65
2021-12-10,10.65
2021-12-11,10.65
2021-12-12,10.65
2021-12-13,10.7
2021-12-14,10.7
2021-12-15,10.7
2021-12-16,10.7
2021-12-17,10.96
2021-12-18,10.96
2021-12-19,10.96
2021-12-20,10.96
2021-12-21,10.96
2021-12-22,10.96
2021-12-23,10.96
2021-12-24,10.96
2021-12-25,10.96
2021-12-26,10.96
2021-12-27,10.96
2021-12-28,10.96
2021-12-29,10.96
2021-12-30,10.96
2021-12-31,10.96
2022-01-01,10.96
2022-01-02,10.96
2022-01-03,10.958
2022-01-04,10.958
2022-01-05,10.958
2022-01-06,10.958
2022-01-07,10.958
2022-01-08,10.958
2022-01-09,10.958
2022-01-10,10.958
2022-01-11,10.935
2022-01-12,10.935
2022-01-13,10.935
2022-01-14,10.935
2022-01-15,10.935
2022-01-16,10.935
2022-01-17,10.935
2022-01-18,10.493
2022-01-19,10.493
2022-01-20,10.493
2022-01-21,10.493
2022-01-22,10.493
2022-01-23,10.493
2022-01-24,10.493
2022-01-25,10.493
2022-01-26,10.493
2022-01-27,10.493
2022-01-28,10.493
2022-01-29,10.493
2022-01-30,10.493
2022-01-31,10.493
2022-02-01,10.493
2022-02-02,10.493
2022-02-03,10.552
2022-02-04,10.925
2022-02-05,10.977
2022-02-06,10.977
2022-02-07,10.965
2022-02-08,10.965
2022-02-09,10.965
2022-02-10,10.965
2022-02-11,10.965
2022-02-12,10.965
2022-02-13,10.965
2022-02-14,10.965
2022-02-15,10.965
2022-02-16,10.965
2022-02-17,10.965
2022-02-18,10.965
2022-02-19,10.965
2022-02-20,10.965
2022-02-21,10.965
2022-02-22,10.965
2022-02-23,10.965
2022-02-24,10.965
2022-02-25,10.965
2022-02-26,10.965
2022-02-27,10.965
2022-02-28,10.965
2022-03-01,11.03
2022-03-02,11.03
2022-03-03,11.03
2022-03-04,11.03
2022-03-05,11.03
2022-03-06,11.03
2022-03-07,11.03
2022-03-08,11.03
2022-03-09,11.03
2022-03-10,11.03
2022-03-11,11.03
2022-03-12,11.03
2022-03-13,11.03
2022-03-14,11.03
2022-03-15,11.03
2022-03-16,11.03
2022-03-17,11.03
2022-03-18,11.03
2022-03-19,11.03
2022-03-20,11.03
2022-03-21,11.03
2022-03-22,11.03
2022-03-23,11.03
2022-03-24,11.03
2022-03-25,11.03
2022-03-26,11.03
2022-03-27,11.03
2022-03-28,11.03
2022-03-29,11.03
2022-03-30,11.03
2022-03-31,11.028
2022-04-01,11.028
2022-04-02,11.028
2022-04-03,11.028
2022-04-04,11.028
2022-04-05,11.03
2022-04-06,11.03
2022-04-07,10.953
2022-04-08,10.953
2022-04-09,10.953
2022-04-10,10.953
2022-04-11,10.953
2022-04-12,10.953
2022-04-13,10.952
2022-04-14,10.952
2022-04-15,10.952
2022-04-16,10.952
2022-04-17,10.952
2022-04-18,10.952
2022-04-19,10.952
2022-04-20,10.946
2022-04-21,10.946
2022-04-22,10.946
2022-04-23,10.946
2022-04-24,10.946
2022-04-25,10.946
2022-04-26,11.034
2022-04-27,11.057
2022-04-28,11.057
2022-04-29,11.147
2022-04-30,11.147
2022-05-01,11.147
2022-05-02,11.147
2022-05-03,11.147
2022-05-04,11.147
2022-05-05,11.223
2022-05-06,11.223
2022-05-07,11.223
2022-05-08,11.223
2022-05-09,11.223
2022-05-10,11.223
2022-05-11,11.223
2022-05-12,11.223
2022-05-13,11.223
2022-05-14,11.223
2022-05-15,11.223
2022-05-16,11.223
2022-05-17,11.223
2022-05-18,11.223
2022-05-19,11.223
2022-05-20,11.223
2022-05-21,11.223
2022-05-22,11.223
2022-05-23,11.223
2022-05-24,11.223
2022-05-25,11.223
2022-05-26,11.223
2022-05-27,11.223
2022-05-28,11.223
2022-05-29,11.223
2022-05-30,11.223
2022-05-31,11.22
2022-06-01,11.221
2022-06-02,11.221
2022-06-03,11.221
2022-06-04,11.221
2022-06-05,11.221
2022-06-06,11.221
2022-06-07,11.239
2022-06-08,11.247
2022-06-09,11.259
2022-06-10,11.259
2022-06-11,11.259
2022-06-12,11.259
2022-06-13,11.259
2022-06-14,11.259
2022-06-15,11.259
2022-06-16,11.259
2022-06-17,11.259
2022-06-18,11.259
2022-06-19,11.259
2022-06-20,11.259
2022-06-21,11.259
2022-06-22,11.259
2022-06-23,11.259
2022-06-24,11.259
2022-06-25,11.259
2022-06-26,11.259
2022-06-27,11.259
2022-06-28,11.259
2022-06-29,11.259
2022-06-30,11.259
2022-07-01,11.259
2022-07-02,11.259
2022-07-03,11.259
2022-07-04,11.259
2022-07-05,11.259
2022-07-06,11.259
2022-07-07,11.259
2022-07-08,11.259
2022-07-09,11.259
2022-07-10,11.259
2022-07-11,11.259
2022-07-12,11.259
2022-07-13,11.243
2022-07-14,11.243
2022-07-15,11.25
2022-07-16,11.25
2022-07-17,11.25
2022-07-18,11.25
2022-07-19,11.25
2022-07-20,11.25
2022-07-21,11.25
2022-07-22,11.25
2022-07-23,11.25
2022-07-24,11.25
2022-07-25,11.25
2022-07-26,11.277
2022-07-27,11.351
2022-07-28,11.396
2022-07-29,11.396
2022-07-30,11.396
2022-07-31,11.396
2022-08-01,11.396
2022-08-02,11.396
2022-08-03,11.396
2022-08-04,11.396
2022-08-05,11.396
2022-08-06,11.396
2022-08-07,11.396
2022-08-08,11.396
2022-08-09,11.396
2022-08-10,11.44
2022-08-11,11.44
2022-08-12,11.442
2022-08-13,11.442
2022-08-14,11.442
2022-08-15,11.442
2022-08-16,11.442
2022-08-17,11.442
2022-08-18,11.442
2022-08-19,11.442
2022-08-20,11.442
2022-08-21,11.442
2022-08-22,11.442
2022-08-23,11.546
2022-08-24,11.546
2022-08-25,11.546
2022-08-26,11.546
2022-08-27,11.546
2022-08-28,11.546
2022-08-29,11.546
2022-08-30,11.546
2022-08-31,11.546
2022-09-01,11.546
2022-09-02,11.546
2022-09-03,11.546
2022-09-04,11.546
2022-09-05,11.546
2022-09-06,11.546
2022-09-07,11.546
2022-09-08,11.546
2022-09-09,11.546
2022-09-10,11.546
2022-09-11,11.546
2022-09-12,11.546
2022-09-13,11.546
2022-09-14,11.546
2022-09-15,11.546
2022-09-16,11.546
2022-09-17,11.546
2022-09-18,11.546
2022-09-19,11.546
2022-09-20,11.546
2022-09-21,11.546
2022-09-22,11.546
2022-09-23,11.546
2022-09-24,11.546
2022-09-25,11.546
2022-09-26,11.546
2022-09-27,11.546
2022-09-28,11.546
2022-09-29,11.546
2022-09-30,11.546
2022-10-01,11.546
2022-10-02,11.546
2022-10-03,11.546
2022-10-04,11.546
2022-10-05,11.546
2022-10-06,11.608
2022-10-07,11.608
2022-10-08,11.608
2022-10-09,11.608
2022-10-10,11.608
2022-10-11,11.608
2022-10-12,11.626
2022-10-13,11.626
2022-10-14,11.626
2022-10-15,11.626
2022-10-16,11.626
2022-10-17,11.753
2022-10-18,11.753
2022-10-19,11.86
2022-10-20,11.86
2022-10-21,11.86
2022-10-22,11.86
2022-10-23,11.86
2022-10-24,11.86
2022-10-25,12.091
2022-10-26,12.204
2022-10-27,12.204
2022-10-28,12.204
2022-10-29,12.204
2022-10-30,12.204
2022-10-31,12.204
2022-11-01,12.263
2022-11-02,12.263
2022-11-03,12.263
2022-11-04,12.263
2022-11-05,12.263
2022-11-06,12.263
2022-11-07,12.263
2022-11-08,12.263
2022-11-09,12.263
2022-11-10,12.263
2022-11-11,12.263
2022-11-12,12.263
2022-11-13,12.263
2022-11-14,12.263
2022-11-15,12.263
2022-11-16,12.263
2022-11-17,12.3
2022-11-18,12.3
2022-11-19,12.3
2022-11-20,12.3
2022-11-21,12.3
2022-11-22,12.3
2022-11-23,12.3
2022-11-24,12.3
2022-11-25,12.3
2022-11-26,12.3
2022-11-27,12.3
2022-11-28,12.3
2022-11-29,12.3
2022-11-30,12.3
2022-12-01,12.179
2022-12-02,12.179
2022-12-03,12.179
2022-12-04,12.179
2022-12-05,12.179
2022-12-06,12.179
2022-12-07,12.179
2022-12-08,12.179
2022-12-09,12.179
2022-12-10,12.179
2022-12-11,12.179
2022-12-12,12.179
2022-12-13,12.179
2022-12-14,12.179
2022-12-15,12.179
2022-12-16,12.179
2022-12-17,12.179
2022-12-18,12.179
2022-12-19,12.179
2022-12-20,12.179
2022-12-21,12.179
2022-12-22,12.179
2022-12-23,12.179
2022-12-24,12.179
2022-12-25,12.179
2022-12-26,12.179
2022-12-27,12.179
2022-12-28,12.179
2022-12-29,12.179
2022-12-30,12.179
2022-12-31,12.179
2023-01-01,12.179
2023-01-02,12.179
2023-01-03,12.179
2023-01-04,12.137
2023-01-05,12.137
2023-01-06,12.137
2023-01-07,12.137
2023-01-08,12.137
2023-01-09,12.137
2023-01-10,12.137
2023-01-11,12.137
2023-01-12,12.1
2023-01-13,12.1
2023-01-14,12.1
2023-01-15,12.1
2023-01-16,12.1
2023-01-17,12.1
2023-01-18,12.1
2023-01-19,12.1
2023-01-20,12.1
2023-01-21,12.1
2023-01-22,12.1
2023-01-23,12.1
2023-01-24,12.1
2023-01-25,12.017
2023-01-26,12.017
2023-01-27,12.017
2023-01-28,12.017
2023-01-29,12.017
2023-01-30,12.017
2023-01-31,12.096
2023-02-01,12.113
2023-02-02,12.09
2023-02-03,12.09
2023-02-04,12.09
2023-02-05,12.09
2023-02-06,12.09
2023-02-07,12.09
2023-02-08,12.09
2023-02-09,12.09
2023-02-10,12.09
2023-02-11,12.09
2023-02-12,12.09
2023-02-13,12.09
2023-02-14,12.09
2023-02-15,12.09
2023-02-16,12.09
2023-02-17,12.09
2023-02-18,12.09
2023-02-19,12.09
2023-02-20,12.09
2023-02-21,12.09
2023-02-22,12.09
2023-02-23,12.09
2023-02-24,12.09
2023-02-25,12.09
2023-02-26,12.09
2023-02-27,12.09
2023-02-28,12.09
2023-03-01,12.09
2023-03-02,12.09
2023-03-03,12.09
2023-03-04,12.09
2023-03-05,12.09
2023-03-06,12.09
2023-03-07,12.09
2023-03-08,12.09
2023-03-09,12.09
2023-03-10,12.09
2023-03-11,12.09
2023-03-12,12.09
2023-03-13,12.09
2023-03-14,12.09
2023-03-15,12.09
2023-03-16,12.09
2023-03-17,12.09
2023-03-18,12.09
2023-03-19,12.09
2023-03-20,12.09
2023-03-21,12.09
2023-03-22,12.09
2023-03-23,12.09
2023-03-24,12.09
2023-03-25,12.09
2023-03-26,12.09
2023-03-27,12.09
2023-03-28,12.09
2023-03-29,12.111
2023-03-30,12.111
2023-03-31,12.111
2023-04-01,12.111
2023-04-02,12.111
2023-04-03,12.111
2023-04-04,12.111
2023-04-05,12.111
2023-04-06,12.174
2023-04-07,12.174
2023-04-08,12.174
2023-04-09,12.174
2023-04-10,12.174
2023-04-11,12.174
2023-04-12,12.174
2023-04-13,12.174
2023-04-14,12.174
2023-04-15,12.174
2023-04-16,12.174
2023-04-17,12.246
2023-04-18,12.246
2023-04-19,12.246
2023-04-20,12.246
2023-04-21,12.246
2023-04-22,12.246
2023-04-23,12.246
2023-04-24,12.246
2023-04-25,13.123
2023-04-26,13.552
2023-04-27,13.831
2023-04-28,14.234
2023-04-29,14.234
2023-04-30,14.234
2023-05-01,14.234
2023-05-02,14.234
2023-05-03,14.234
2023-05-04,14.234
2023-05-05,14.234
2023-05-06,14.234
2023-05-07,14.234
2023-05-08,14.234
2023-05-09,14.234
2023-05-10,14.234
2023-05-11,14.234
2023-05-12,14.234
2023-05-13,14.234
2023-05-14,14.234
2023-05-15,14.234
2023-05-16,14.184
2023-05-17,14.184
2023-05-18,14.184
2023-05-19,14.184
2023-05-20,14.184
2023-05-21,14.184
2023-05-22,14.184
2023-05-23,14.184
2023-05-24,14.184
2023-05-25,14.184
2023-05-26,14.184
2023-05-27,14.184
2023-05-28,14.184
2023-05-29,14.184
2023-05-30,14.315
2023-05-31,14.315
2023-06-01,14.315
2023-06-02,14.315
2023-06-03,14.315
2023-06-04,14.315
2023-06-05,14.315
2023-06-06,14.315
2023-06-07,14.315
2023-06-08,14.315
2023-06-09,14.315
2023-06-10,14.315
2023-06-11,14.305
2023-06-12,14.305
2023-06-13,14.305
2023-06-14,14.305
2023-06-15,14.305
2023-06-16,14.305
2023-06-17,14.305
2023-06-18,14.305
2023-06-19,14.305
2023-06-20,14.327
2023-06-21,14.327
2023-06-22,14.327
2023-06-23,14.327
2023-06-24,14.327
2023-06-25,14.327
2023-06-26,14.327
2023-06-27,14.327
2023-06-28,14.327
2023-06-29,14.327
2023-06-30,14.327
2023-07-01,14.327
2023-07-02,14.327
2023-07-03,14.337
2023-07-04,14.337
2023-07-05,14.337
2023-07-06,14.424
2023-07-07,14.424
2023-07-08,14.424
2023-07-09,14.424
2023-07-10,14.424
2023-07-11,14.425
2023-07-12,14.465
2023-07-13,14.465
2023-07-14,14.465
2023-07-15,14.465
2023-07-16,14.465
2023-07-17,14.465
2023-07-18,14.465
2023-07-19,14.465
2023-07-20,14.465
2023-07-21,14.465
2023-07-22,14.465
2023-07-23,14.465
2023-07-24,14.556
2023-07-25,14.957
2023-07-26,15.702
2023-07-27,15.702
2023-07-28,15.779
2023-07-29,15.779
2023-07-30,16.066
2023-07-31,16.066
2023-08-01,16.066
2023-08-02,16.066
2023-08-03,16.066
2023-08-04,16.066
2023-08-05,16.066
2023-08-06,16.066
2023-08-07,16.066
2023-08-08,16.066
2023-08-09,16.066
2023-08-10,16.066
2023-08-11,16.066
2023-08-12,16.066
2023-08-13,16.066
2023-08-14,16.066
2023-08-15,16.066
2023-08-16,16.066
2023-08-17,16.066
2023-08-18,16.066
2023-08-19,16.066
2023-08-20,16.066
2023-08-21,16.066
2023-08-22,16.066
2023-08-23,16.066
2023-08-24,16.066
2023-08-25,16.066
2023-08-26,16.066
2023-08-27,16.066
2023-08-28,16.066
2023-08-29,16.066
2023-08-30,16.066
2023-08-31,16.066
2023-09-01,16.066
