,AXP US Equity
2021-01-10,10.81
2021-01-11,10.81
2021-01-12,10.81
2021-01-13,10.81
2021-01-14,10.81
2021-01-15,10.81
2021-01-16,10.81
2021-01-17,10.81
2021-01-18,10.81
2021-01-19,10.81
2021-01-20,10.81
2021-01-21,10.81
2021-01-22,10.81
2021-01-23,10.81
2021-01-24,10.81
2021-01-25,10.81
2021-01-26,10.81
2021-01-27,10.81
2021-01-28,10.81
2021-01-29,10.81
2021-01-30,10.81
2021-01-31,10.81
2021-02-01,10.81
2021-02-02,10.81
2021-02-03,10.81
2021-02-04,10.81
2021-02-05,10.81
2021-02-06,9.65
2021-02-07,9.65
2021-02-08,9.65
2021-02-09,9.65
2021-02-10,9.65
2021-02-11,9.65
2021-02-12,9.65
2021-02-13,9.65
2021-02-14,9.65
2021-02-15,9.65
2021-02-16,9.65
2021-02-17,9.65
2021-02-18,9.65
2021-02-19,9.65
2021-02-20,9.65
2021-02-21,9.65
2021-02-22,9.65
2021-02-23,9.65
2021-02-24,9.65
2021-02-25,9.65
2021-02-26,9.65
2021-02-27,9.65
2021-02-28,9.65
2021-03-01,9.65
2021-03-02,9.65
2021-03-03,9.65
2021-03-04,9.65
2021-03-05,9.65
2021-03-06,9.65
2021-03-07,9.65
2021-03-08,9.65
2021-03-09,9.65
2021-03-10,9.65
2021-03-11,9.65
2021-03-12,9.65
2021-03-13,9.65
2021-03-14,9.65
2021-03-15,9.65
2021-03-16,9.65
2021-03-17,9.65
2021-03-18,9.65
2021-03-19,9.65
2021-03-20,10.81
2021-03-21,10.81
2021-03-22,10.81
2021-03-23,10.81
2021-03-24,10.81
2021-03-25,10.81
2021-03-26,10.81
2021-03-27,10.81
2021-03-28,10.81
2021-03-29,10.81
2021-03-30,10.81
2021-03-31,10.81
2021-04-01,10.81
2021-04-02,10.81
2021-04-03,10.81
2021-04-04,10.81
2021-04-05,10.81
2021-04-06,10.81
2021-04-07,10.81
2021-04-08,10.81
2021-04-09,10.81
2021-04-10,10.81
2021-04-11,10.81
2021-04-12,10.81
2021-04-13,10.81
2021-04-14,10.81
2021-04-15,10.81
2021-04-16,10.81
2021-04-17,10.81
2021-04-18,10.81
2021-04-19,10.81
2021-04-20,10.81
2021-04-21,10.81
2021-04-22,10.81
2021-04-23,10.81
2021-04-24,10.81
2021-04-25,10.81
2021-04-26,11.45
2021-04-27,11.45
2021-04-28,11.45
2021-04-29,11.45
2021-04-30,11.45
2021-05-01,11.45
2021-05-02,11.45
2021-05-03,11.45
2021-05-04,11.45
2021-05-05,11.45
2021-05-06,11.45
2021-05-07,11.45
2021-05-08,11.45
2021-05-09,11.45
2021-05-10,11.45
2021-05-11,11.45
2021-05-12,11.45
2021-05-13,11.45
2021-05-14,11.45
2021-05-15,11.45
2021-05-16,11.45
2021-05-17,11.45
2021-05-18,11.45
2021-05-19,11.45
2021-05-20,11.45
2021-05-21,11.45
2021-05-22,11.45
2021-05-23,11.45
2021-05-24,11.45
2021-05-25,11.45
2021-05-26,11.45
2021-05-27,11.45
2021-05-28,11.45
2021-05-29,11.45
2021-05-30,11.45
2021-05-31,11.45
2021-06-01,11.45
2021-06-02,11.45
2021-06-03,11.45
2021-06-04,11.45
2021-06-05,11.45
2021-06-06,11.45
2021-06-07,11.45
2021-06-08,11.45
2021-06-09,11.45
2021-06-10,11.45
2021-06-11,11.45
2021-06-12,11.45
2021-06-13,11.45
2021-06-14,11.45
2021-06-15,11.45
2021-06-16,11.45
2021-06-17,11.45
2021-06-18,11.45
2021-06-19,11.45
2021-06-20,11.45
2021-06-21,11.45
2021-06-22,11.45
2021-06-23,11.45
2021-06-24,11.45
2021-06-25,11.45
2021-06-26,11.45
2021-06-27,11.45
2021-06-28,11.45
2021-06-29,11.45
2021-06-30,11.45
2021-07-01,11.45
2021-07-02,11.45
2021-07-03,11.45
2021-07-04,11.45
2021-07-05,11.45
2021-07-06,12.225
2021-07-07,12.225
2021-07-08,12.225
2021-07-09,12.225
2021-07-10,12.225
2021-07-11,12.225
2021-07-12,12.225
2021-07-13,12.225
2021-07-14,12.225
2021-07-15,12.225
2021-07-16,12.225
2021-07-17,12.225
2021-07-18,12.225
2021-07-19,12.225
2021-07-20,12.225
2021-07-21,12.225
2021-07-22,12.225
2021-07-23,12.225
2021-07-24,11.7
2021-07-25,11.7
2021-07-26,11.347
2021-07-27,11.347
2021-07-28,11.347
2021-07-29,11.347
2021-07-30,11.347
2021-07-31,11.347
2021-08-01,11.347
2021-08-02,11.347
2021-08-03,11.347
2021-08-04,11.347
2021-08-05,11.347
2021-08-06,11.347
2021-08-07,11.347
2021-08-08,11.347
2021-08-09,11.347
2021-08-10,11.347
2021-08-11,11.347
2021-08-12,11.347
2021-08-13,11.347
2021-08-14,11.347
2021-08-15,11.347
2021-08-16,11.347
2021-08-17,11.347
2021-08-18,11.347
2021-08-19,11.347
2021-08-20,11.347
2021-08-21,11.347
2021-08-22,11.347
2021-08-23,11.347
2021-08-24,11.347
2021-08-25,11.347
2021-08-26,11.347
2021-08-27,11.347
2021-08-28,11.347
2021-08-29,11.347
2021-08-30,11.347
2021-08-31,11.347
2021-09-01,11.347
2021-09-02,11.347
2021-09-03,11.347
2021-09-04,11.347
2021-09-05,11.347
2021-09-06,11.347
2021-09-07,11.347
2021-09-08,11.347
2021-09-09,11.347
2021-09-10,11.347
2021-09-11,11.347
2021-09-12,11.347
2021-09-13,11.347
2021-09-14,11.347
2021-09-15,11.347
2021-09-16,11.347
2021-09-17,11.347
2021-09-18,11.347
2021-09-19,11.347
2021-09-20,11.347
2021-09-21,11.347
2021-09-22,11.347
2021-09-23,11.347
2021-09-24,11.347
2021-09-25,11.347
2021-09-26,11.347
2021-09-27,11.347
2021-09-28,11.347
2021-09-29,11.347
2021-09-30,11.347
2021-10-01,11.347
2021-10-02,11.347
2021-10-03,11.347
2021-10-04,11.347
2021-10-05,11.347
2021-10-06,11.347
2021-10-07,11.347
2021-10-08,11.347
2021-10-09,11.347
2021-10-10,11.347
2021-10-11,11.347
2021-10-12,11.347
2021-10-13,11.347
2021-10-14,11.347
2021-10-15,11.347
2021-10-16,11.347
2021-10-17,11.347
2021-10-18,11.347
2021-10-19,11.347
2021-10-20,11.347
2021-10-21,11.347
2021-10-22,11.347
2021-10-23,10.55
2021-10-24,10.55
2021-10-25,11.54
2021-10-26,11.54
2021-10-27,11.54
2021-10-28,11.54
2021-10-29,11.54
2021-10-30,11.54
2021-10-31,11.54
2021-11-01,11.54
2021-11-02,11.54
2021-11-03,11.54
2021-11-04,11.54
2021-11-05,11.54
2021-11-06,11.54
2021-11-07,11.54
2021-11-08,11.54
2021-11-09,11.54
2021-11-10,11.54
2021-11-11,11.54
2021-11-12,11.54
2021-11-13,11.54
2021-11-14,11.54
2021-11-15,11.54
2021-11-16,11.54
2021-11-17,11.54
2021-11-18,11.54
2021-11-19,11.54
2021-11-20,11.54
2021-11-21,11.54
2021-11-22,11.54
2021-11-23,11.54
2021-11-24,11.54
2021-11-25,11.54
2021-11-26,11.54
2021-11-27,11.54
2021-11-28,11.54
2021-11-29,11.54
2021-11-30,11.54
2021-12-01,11.54
2021-12-02,11.54
2021-12-03,11.54
2021-12-04,11.54
2021-12-05,11.54
2021-12-06,11.54
2021-12-07,11.54
2021-12-08,11.54
2021-12-09,11.54
2021-12-10,11.54
2021-12-11,11.54
2021-12-12,11.54
2021-12-13,11.54
2021-12-14,11.54
2021-12-15,11.54
2021-12-16,11.54
2021-12-17,11.54
2021-12-18,11.54
2021-12-19,11.54
2021-12-20,11.54
2021-12-21,11.54
2021-12-22,11.54
2021-12-23,11.54
2021-12-24,11.54
2021-12-25,11.54
2021-12-26,11.54
2021-12-27,11.54
2021-12-28,11.54
2021-12-29,11.54
2021-12-30,11.54
2021-12-31,11.54
2022-01-01,11.54
2022-01-02,11.54
2022-01-03,11.54
2022-01-04,11.54
2022-01-05,11.54
2022-01-06,11.54
2022-01-07,11.54
2022-01-08,11.54
2022-01-09,11.54
2022-01-10,11.54
2022-01-11,12.167
2022-01-12,12.167
2022-01-13,12.167
2022-01-14,12.167
2022-01-15,12.167
2022-01-16,12.167
2022-01-17,12.167
2022-01-18,12.167
2022-01-19,12.167
2022-01-20,12.167
2022-01-21,12.167
2022-01-22,12.167
2022-01-23,12.167
2022-01-24,12.167
2022-01-25,12.256
2022-01-26,12.662
2022-01-27,12.719
2022-01-28,12.719
2022-01-29,12.719
2022-01-30,12.719
2022-01-31,12.719
2022-02-01,12.719
2022-02-02,12.848
2022-02-03,12.848
2022-02-04,12.848
2022-02-05,12.848
2022-02-06,12.848
2022-02-07,12.848
2022-02-08,12.848
2022-02-09,12.848
2022-02-10,12.848
2022-02-11,12.848
2022-02-12,12.848
2022-02-13,12.848
2022-02-14,12.862
2022-02-15,12.862
2022-02-16,12.861
2022-02-17,12.861
2022-02-18,12.861
2022-02-19,12.861
2022-02-20,12.861
2022-02-21,12.861
2022-02-22,12.871
2022-02-23,12.871
2022-02-24,12.88
2022-02-25,12.88
2022-02-26,12.88
2022-02-27,12.88
2022-02-28,12.88
2022-03-01,12.882
2022-03-02,12.882
2022-03-03,12.882
2022-03-04,12.882
2022-03-05,12.882
2022-03-06,12.882
2022-03-07,12.882
2022-03-08,12.882
2022-03-09,12.882
2022-03-10,12.882
2022-03-11,12.882
2022-03-12,12.882
2022-03-13,12.882
2022-03-14,12.882
2022-03-15,12.882
2022-03-16,12.882
2022-03-17,12.886
2022-03-18,12.855
2022-03-19,12.855
2022-03-20,12.855
2022-03-21,12.855
2022-03-22,12.855
2022-03-23,12.855
2022-03-24,12.855
2022-03-25,12.855
2022-03-26,12.855
2022-03-27,12.855
2022-03-28,12.812
2022-03-29,12.812
2022-03-30,12.812
2022-03-31,12.812
2022-04-01,12.825
2022-04-02,12.825
2022-04-03,12.825
2022-04-04,12.825
2022-04-05,12.825
2022-04-06,12.825
2022-04-07,12.863
2022-04-08,12.863
2022-04-09,12.908
2022-04-10,12.908
2022-04-11,12.906
2022-04-12,12.906
2022-04-13,12.909
2022-04-14,12.909
2022-04-15,12.909
2022-04-16,12.909
2022-04-17,12.909
2022-04-18,12.918
2022-04-19,12.918
2022-04-20,12.918
2022-04-21,12.918
2022-04-22,12.868
2022-04-23,12.868
2022-04-24,12.882
2022-04-25,12.841
2022-04-26,12.791
2022-04-27,12.779
2022-04-28,12.779
2022-04-29,12.779
2022-04-30,12.779
2022-05-01,12.779
2022-05-02,12.779
2022-05-03,12.779
2022-05-04,12.779
2022-05-05,12.779
2022-05-06,12.779
2022-05-07,12.779
2022-05-08,12.779
2022-05-09,12.779
2022-05-10,12.779
2022-05-11,12.349
2022-05-12,12.349
2022-05-13,12.349
2022-05-14,12.349
2022-05-15,12.349
2022-05-16,12.349
2022-05-17,12.381
2022-05-18,12.381
2022-05-19,12.381
2022-05-20,12.381
2022-05-21,12.381
2022-05-22,12.381
2022-05-23,12.454
2022-05-24,12.454
2022-05-25,12.454
2022-05-26,12.375
2022-05-27,12.375
2022-05-28,12.375
2022-05-29,12.375
2022-05-30,12.375
2022-05-31,12.375
2022-06-01,12.375
2022-06-02,12.375
2022-06-03,12.375
2022-06-04,12.375
2022-06-05,12.375
2022-06-06,12.375
2022-06-07,12.375
2022-06-08,12.375
2022-06-09,12.375
2022-06-10,12.375
2022-06-11,12.375
2022-06-12,12.375
2022-06-13,12.375
2022-06-14,12.375
2022-06-15,12.375
2022-06-16,12.378
2022-06-17,12.378
2022-06-18,12.381
2022-06-19,12.381
2022-06-20,12.381
2022-06-21,12.381
2022-06-22,12.381
2022-06-23,12.381
2022-06-24,12.381
2022-06-25,12.381
2022-06-26,12.381
2022-06-27,12.381
2022-06-28,12.381
2022-06-29,12.381
2022-06-30,12.381
2022-07-01,12.381
2022-07-02,12.381
2022-07-03,12.381
2022-07-04,12.381
2022-07-05,12.375
2022-07-06,12.375
2022-07-07,12.375
2022-07-08,12.375
2022-07-09,12.385
2022-07-10,12.385
2022-07-11,12.325
2022-07-12,12.249
2022-07-13,12.249
2022-07-14,12.276
2022-07-15,12.247
2022-07-16,12.196
2022-07-17,12.196
2022-07-18,12.196
2022-07-19,12.196
2022-07-20,12.196
2022-07-21,12.196
2022-07-22,12.221
2022-07-23,12.221
2022-07-24,12.282
2022-07-25,12.275
2022-07-26,12.344
2022-07-27,12.344
2022-07-28,12.344
2022-07-29,12.344
2022-07-30,12.344
2022-07-31,12.344
2022-08-01,12.344
2022-08-02,12.339
2022-08-03,12.339
2022-08-04,12.339
2022-08-05,12.444
2022-08-06,12.444
2022-08-07,12.444
2022-08-08,12.444
2022-08-09,12.444
2022-08-10,12.444
2022-08-11,12.444
2022-08-12,12.444
2022-08-13,12.444
2022-08-14,12.444
2022-08-15,12.418
2022-08-16,12.426
2022-08-17,12.426
2022-08-18,12.426
2022-08-19,12.426
2022-08-20,12.426
2022-08-21,12.426
2022-08-22,12.426
2022-08-23,12.426
2022-08-24,12.426
2022-08-25,12.426
2022-08-26,12.426
2022-08-27,12.426
2022-08-28,12.426
2022-08-29,12.426
2022-08-30,12.426
2022-08-31,12.426
2022-09-01,12.517
2022-09-02,12.517
2022-09-03,12.517
2022-09-04,12.517
2022-09-05,12.517
2022-09-06,12.517
2022-09-07,12.517
2022-09-08,12.517
2022-09-09,12.517
2022-09-10,12.517
2022-09-11,12.517
2022-09-12,12.517
2022-09-13,12.517
2022-09-14,12.517
2022-09-15,12.517
2022-09-16,12.518
2022-09-17,12.518
2022-09-18,12.518
2022-09-19,12.518
2022-09-20,12.518
2022-09-21,12.518
2022-09-22,12.518
2022-09-23,12.541
2022-09-24,12.541
2022-09-25,12.541
2022-09-26,12.541
2022-09-27,12.551
2022-09-28,12.551
2022-09-29,12.551
2022-09-30,12.551
2022-10-01,12.551
2022-10-02,12.551
2022-10-03,12.555
2022-10-04,12.555
2022-10-05,12.544
2022-10-06,12.544
2022-10-07,12.534
2022-10-08,12.534
2022-10-09,12.534
2022-10-10,12.539
2022-10-11,12.539
2022-10-12,12.521
2022-10-13,12.521
2022-10-14,12.318
2022-10-15,12.318
2022-10-16,12.318
2022-10-17,12.298
2022-10-18,12.298
2022-10-19,12.298
2022-10-20,12.298
2022-10-21,12.403
2022-10-22,12.403
2022-10-23,12.303
2022-10-24,12.295
2022-10-25,12.295
2022-10-26,12.296
2022-10-27,12.296
2022-10-28,12.296
2022-10-29,12.296
2022-10-30,12.296
2022-10-31,12.296
2022-11-01,12.296
2022-11-02,12.244
2022-11-03,12.244
2022-11-04,12.244
2022-11-05,12.244
2022-11-06,12.244
2022-11-07,12.244
2022-11-08,12.242
2022-11-09,12.242
2022-11-10,12.242
2022-11-11,12.242
2022-11-12,12.242
2022-11-13,12.242
2022-11-14,12.234
2022-11-15,12.234
2022-11-16,12.231
2022-11-17,12.231
2022-11-18,12.231
2022-11-19,12.231
2022-11-20,12.231
2022-11-21,12.231
2022-11-22,12.172
2022-11-23,12.172
2022-11-24,12.172
2022-11-25,12.172
2022-11-26,12.172
2022-11-27,12.172
2022-11-28,12.172
2022-11-29,12.168
2022-11-30,12.168
2022-12-01,12.093
2022-12-02,12.093
2022-12-03,12.093
2022-12-04,12.093
2022-12-05,12.093
2022-12-06,12.132
2022-12-07,12.132
2022-12-08,12.121
2022-12-09,12.121
2022-12-10,12.121
2022-12-11,12.037
2022-12-12,12.023
2022-12-13,12.023
2022-12-14,12.023
2022-12-15,12.023
2022-12-16,12.045
2022-12-17,12.045
2022-12-18,12.045
2022-12-19,12.045
2022-12-20,12.045
2022-12-21,12.045
2022-12-22,12.045
2022-12-23,12.045
2022-12-24,12.045
2022-12-25,12.045
2022-12-26,12.045
2022-12-27,12.045
2022-12-28,12.045
2022-12-29,12.045
2022-12-30,12.045
2022-12-31,12.045
2023-01-01,12.045
2023-01-02,12.031
2023-01-03,12.117
2023-01-04,12.087
2023-01-05,12.067
2023-01-06,11.99
2023-01-07,11.99
2023-01-08,11.99
2023-01-09,11.979
2023-01-10,11.952
2023-01-11,11.952
2023-01-12,11.952
2023-01-13,11.952
2023-01-14,11.952
2023-01-15,11.952
2023-01-16,11.952
2023-01-17,11.952
2023-01-18,11.952
2023-01-19,11.947
2023-01-20,11.947
2023-01-21,11.947
2023-01-22,11.947
2023-01-23,11.947
2023-01-24,11.947
2023-01-25,11.947
2023-01-26,11.96
2023-01-27,12.257
2023-01-28,12.257
2023-01-29,12.327
2023-01-30,12.436
2023-01-31,12.448
2023-02-01,12.449
2023-02-02,12.449
2023-02-03,12.449
2023-02-04,12.449
2023-02-05,12.449
2023-02-06,12.449
2023-02-07,12.458
2023-02-08,12.466
2023-02-09,12.561
2023-02-10,12.561
2023-02-11,12.561
2023-02-12,12.561
2023-02-13,12.561
2023-02-14,12.561
2023-02-15,12.561
2023-02-16,12.561
2023-02-17,12.561
2023-02-18,12.561
2023-02-19,12.561
2023-02-20,12.561
2023-02-21,12.579
2023-02-22,12.579
2023-02-23,12.597
2023-02-24,12.597
2023-02-25,12.597
2023-02-26,12.597
2023-02-27,12.597
2023-02-28,12.597
2023-03-01,12.597
2023-03-02,12.642
2023-03-03,12.529
2023-03-04,12.529
2023-03-05,12.529
2023-03-06,12.529
2023-03-07,12.529
2023-03-08,12.529
2023-03-09,12.529
2023-03-10,12.529
2023-03-11,12.529
2023-03-12,12.529
2023-03-13,12.529
2023-03-14,12.529
2023-03-15,12.53
2023-03-16,12.531
2023-03-17,12.531
2023-03-18,12.531
2023-03-19,12.531
2023-03-20,12.531
2023-03-21,12.531
2023-03-22,12.531
2023-03-23,12.532
2023-03-24,12.532
2023-03-25,12.532
2023-03-26,12.532
2023-03-27,12.532
2023-03-28,12.532
2023-03-29,12.532
2023-03-30,12.531
2023-03-31,12.479
2023-04-01,12.479
2023-04-02,12.479
2023-04-03,12.479
2023-04-04,12.47
2023-04-05,12.464
2023-04-06,12.464
2023-04-07,12.464
2023-04-08,12.464
2023-04-09,12.473
2023-04-10,12.469
2023-04-11,12.462
2023-04-12,12.462
2023-04-13,12.451
2023-04-14,12.439
2023-04-15,12.439
2023-04-16,12.437
2023-04-17,12.442
2023-04-18,12.443
2023-04-19,12.443
2023-04-20,12.457
2023-04-21,12.438
2023-04-22,12.441
2023-04-23,12.441
2023-04-24,12.394
2023-04-25,12.394
2023-04-26,12.394
2023-04-27,12.394
2023-04-28,12.394
2023-04-29,12.394
2023-04-30,12.394
2023-05-01,12.394
2023-05-02,12.398
2023-05-03,12.394
2023-05-04,12.488
2023-05-05,12.488
2023-05-06,12.488
2023-05-07,12.488
2023-05-08,12.488
2023-05-09,12.488
2023-05-10,12.488
2023-05-11,12.488
2023-05-12,12.488
2023-05-13,12.488
2023-05-14,12.488
2023-05-15,12.489
2023-05-16,12.49
2023-05-17,12.49
2023-05-18,12.49
2023-05-19,12.49
2023-05-20,12.49
2023-05-21,12.49
2023-05-22,12.49
2023-05-23,12.49
2023-05-24,12.49
2023-05-25,12.464
2023-05-26,12.463
2023-05-27,12.463
2023-05-28,12.463
2023-05-29,12.463
2023-05-30,12.463
2023-05-31,12.463
2023-06-01,12.463
2023-06-02,12.463
2023-06-03,12.463
2023-06-04,12.463
2023-06-05,12.463
2023-06-06,12.463
2023-06-07,12.463
2023-06-08,12.465
2023-06-09,12.465
2023-06-10,12.465
2023-06-11,12.465
2023-06-12,12.465
2023-06-13,12.465
2023-06-14,12.465
2023-06-15,12.46
2023-06-16,12.463
2023-06-17,12.463
2023-06-18,12.463
2023-06-19,12.463
2023-06-20,12.463
2023-06-21,12.463
2023-06-22,12.463
2023-06-23,12.463
