,SNA US Equity
2021-04-21,14.05
2021-04-22,14.05
2021-04-23,14.05
2021-04-24,14.41
2021-04-25,14.41
2021-04-26,14.41
2021-04-27,14.41
2021-04-28,14.41
2021-04-29,14.41
2021-04-30,14.41
2021-05-01,14.41
2021-05-02,14.41
2021-05-03,14.41
2021-05-04,14.41
2021-05-05,14.41
2021-05-06,14.41
2021-05-07,14.41
2021-05-08,14.41
2021-05-09,14.41
2021-05-10,14.41
2021-05-11,14.41
2021-05-12,14.41
2021-05-13,14.41
2021-05-14,14.41
2021-05-15,14.41
2021-05-16,14.41
2021-05-17,14.41
2021-05-18,14.41
2021-05-19,14.41
2021-05-20,14.41
2021-05-21,14.41
2021-05-22,14.41
2021-05-23,14.41
2021-05-24,14.41
2021-05-25,14.41
2021-05-26,14.41
2021-05-27,14.41
2021-05-28,14.41
2021-05-29,14.41
2021-05-30,14.41
2021-05-31,14.41
2021-06-01,14.41
2021-06-02,14.41
2021-06-03,14.41
2021-06-04,14.66
2021-06-05,14.66
2021-06-06,14.66
2021-06-07,14.66
2021-06-08,14.66
2021-06-09,14.66
2021-06-10,14.66
2021-06-11,14.66
2021-06-12,14.66
2021-06-13,14.66
2021-06-14,14.66
2021-06-15,14.66
2021-06-16,14.66
2021-06-17,14.66
2021-06-18,14.66
2021-06-19,14.66
2021-06-20,14.66
2021-06-21,14.66
2021-06-22,14.66
2021-06-23,14.66
2021-06-24,14.66
2021-06-25,14.66
2021-06-26,14.66
2021-06-27,14.66
2021-06-28,14.66
2021-06-29,14.66
2021-06-30,14.66
2021-07-01,14.66
2021-07-02,14.66
2021-07-03,14.66
2021-07-04,14.66
2021-07-05,14.66
2021-07-06,14.66
2021-07-07,14.66
2021-07-08,14.66
2021-07-09,14.66
2021-07-10,14.66
2021-07-11,14.66
2021-07-12,14.66
2021-07-13,14.66
2021-07-14,14.66
2021-07-15,14.66
2021-07-16,14.66
2021-07-17,14.66
2021-07-18,14.66
2021-07-19,14.66
2021-07-20,14.66
2021-07-21,14.66
2021-07-22,14.66
2021-07-23,14.66
2021-07-24,15.0
2021-07-25,15.0
2021-07-26,15.0
2021-07-27,15.0
2021-07-28,15.0
2021-07-29,15.0
2021-07-30,15.0
2021-07-31,15.0
2021-08-01,15.0
2021-08-02,15.0
2021-08-03,15.0
2021-08-04,15.0
2021-08-05,15.0
2021-08-06,15.0
2021-08-07,15.0
2021-08-08,15.0
2021-08-09,15.0
2021-08-10,15.0
2021-08-11,15.0
2021-08-12,15.0
2021-08-13,15.0
2021-08-14,15.0
2021-08-15,15.0
2021-08-16,15.0
2021-08-17,15.0
2021-08-18,15.0
2021-08-19,15.0
2021-08-20,15.0
2021-08-21,15.0
2021-08-22,15.0
2021-08-23,15.0
2021-08-24,15.0
2021-08-25,15.0
2021-08-26,15.0
2021-08-27,15.0
2021-08-28,15.0
2021-08-29,15.0
2021-08-30,15.0
2021-08-31,15.0
2021-09-01,15.0
2021-09-02,15.0
2021-09-03,15.0
2021-09-04,15.0
2021-09-05,15.0
2021-09-06,15.0
2021-09-07,15.0
2021-09-08,15.0
2021-09-09,15.0
2021-09-10,15.0
2021-09-11,15.0
2021-09-12,15.0
2021-09-13,15.0
2021-09-14,15.0
2021-09-15,15.0
2021-09-16,15.0
2021-09-17,15.0
2021-09-18,15.0
2021-09-19,15.0
2021-09-20,15.0
2021-09-21,15.0
2021-09-22,15.0
2021-09-23,15.0
2021-09-24,15.0
2021-09-25,15.0
2021-09-26,15.0
2021-09-27,15.0
2021-09-28,15.0
2021-09-29,15.0
2021-09-30,15.0
2021-10-01,15.0
2021-10-02,15.0
2021-10-03,15.0
2021-10-04,15.0
2021-10-05,15.0
2021-10-06,15.0
2021-10-07,15.0
2021-10-08,15.0
2021-10-09,15.0
2021-10-10,15.0
2021-10-11,15.0
2021-10-12,15.0
2021-10-13,15.0
2021-10-14,15.0
2021-10-15,15.0
2021-10-16,15.0
2021-10-17,15.0
2021-10-18,15.0
2021-10-19,15.0
2021-10-20,15.0
2021-10-21,16.415
2021-10-22,17.39
2021-10-23,17.39
2021-10-24,17.39
2021-10-25,17.39
2021-10-26,17.39
2021-10-27,17.39
2021-10-28,17.39
2021-10-29,17.39
2021-10-30,17.39
2021-10-31,17.39
2021-11-01,17.39
2021-11-02,17.39
2021-11-03,17.39
2021-11-04,17.39
2021-11-05,17.39
2021-11-06,17.39
2021-11-07,17.39
2021-11-08,17.39
2021-11-09,17.39
2021-11-10,17.39
2021-11-11,17.39
2021-11-12,17.39
2021-11-13,17.39
2021-11-14,17.39
2021-11-15,17.39
2021-11-16,17.39
2021-11-17,17.39
2021-11-18,17.39
2021-11-19,17.39
2021-11-20,17.39
2021-11-21,17.39
2021-11-22,17.39
2021-11-23,17.39
2021-11-24,17.39
2021-11-25,17.39
2021-11-26,17.39
2021-11-27,17.39
2021-11-28,17.39
2021-11-29,17.39
2021-11-30,17.39
2021-12-01,17.39
2021-12-02,17.39
2021-12-03,17.39
2021-12-04,17.39
2021-12-05,17.39
2021-12-06,17.39
2021-12-07,17.39
2021-12-08,17.39
2021-12-09,17.39
2021-12-10,17.39
2021-12-11,17.39
2021-12-12,17.39
2021-12-13,17.39
2021-12-14,17.39
2021-12-15,17.39
2021-12-16,17.39
2021-12-17,17.39
2021-12-18,17.39
2021-12-19,17.39
2021-12-20,17.39
2021-12-21,17.39
2021-12-22,17.39
2021-12-23,17.39
2021-12-24,17.39
2021-12-25,17.39
2021-12-26,17.39
2021-12-27,17.39
2021-12-28,17.39
2021-12-29,17.39
2021-12-30,17.39
2021-12-31,17.39
2022-01-01,17.39
2022-01-02,17.39
2022-01-03,17.39
2022-01-04,17.39
2022-01-05,17.39
2022-01-06,17.39
2022-01-07,17.39
2022-01-08,17.39
2022-01-09,17.39
2022-01-10,17.39
2022-01-11,17.39
2022-01-12,17.39
2022-01-13,17.39
2022-01-14,17.39
2022-01-15,17.39
2022-01-16,17.39
2022-01-17,17.39
2022-01-18,17.39
2022-01-19,17.39
2022-01-20,17.39
2022-01-21,17.39
2022-01-22,17.39
2022-01-23,17.39
2022-01-24,17.39
2022-01-25,17.39
2022-01-26,17.39
2022-01-27,17.39
2022-01-28,17.39
2022-01-29,17.39
2022-01-30,17.39
2022-01-31,17.39
2022-02-01,17.39
2022-02-02,17.39
2022-02-03,17.9
2022-02-04,17.383
2022-02-05,17.44
2022-02-06,17.44
2022-02-07,17.44
2022-02-08,16.658
2022-02-09,16.658
2022-02-10,16.658
2022-02-11,16.658
2022-02-12,16.658
2022-02-13,16.658
2022-02-14,16.65
2022-02-15,16.65
2022-02-16,16.65
2022-02-17,16.65
2022-02-18,16.65
2022-02-19,16.65
2022-02-20,16.65
2022-02-21,16.65
2022-02-22,16.65
2022-02-23,16.65
2022-02-24,16.65
2022-02-25,16.65
2022-02-26,16.65
2022-02-27,16.65
2022-02-28,16.65
2022-03-01,16.65
2022-03-02,16.65
2022-03-03,16.65
2022-03-04,16.65
2022-03-05,16.65
2022-03-06,16.65
2022-03-07,16.65
2022-03-08,16.65
2022-03-09,16.65
2022-03-10,16.65
2022-03-11,16.65
2022-03-12,16.65
2022-03-13,16.65
2022-03-14,16.58
2022-03-15,16.58
2022-03-16,16.58
2022-03-17,16.58
2022-03-18,16.58
2022-03-19,16.58
2022-03-20,16.58
2022-03-21,16.58
2022-03-22,16.58
2022-03-23,16.58
2022-03-24,16.58
2022-03-25,16.58
2022-03-26,16.58
2022-03-27,16.58
2022-03-28,16.58
2022-03-29,16.58
2022-03-30,16.58
2022-03-31,16.58
2022-04-01,16.58
2022-04-02,16.58
2022-04-03,16.58
2022-04-04,16.58
2022-04-05,16.58
2022-04-06,16.58
2022-04-07,16.563
2022-04-08,16.563
2022-04-09,16.563
2022-04-10,16.563
2022-04-11,16.563
2022-04-12,16.563
2022-04-13,16.563
2022-04-14,16.563
2022-04-15,16.563
2022-04-16,16.563
2022-04-17,16.563
2022-04-18,16.563
2022-04-19,16.563
2022-04-20,16.563
2022-04-21,16.613
2022-04-22,16.698
2022-04-23,16.698
2022-04-24,16.698
2022-04-25,16.698
2022-04-26,16.758
2022-04-27,16.758
2022-04-28,16.758
2022-04-29,16.758
2022-04-30,16.758
2022-05-01,16.758
2022-05-02,16.758
2022-05-03,16.758
2022-05-04,16.758
2022-05-05,16.758
2022-05-06,16.758
2022-05-07,16.758
2022-05-08,16.758
2022-05-09,16.758
2022-05-10,16.758
2022-05-11,16.758
2022-05-12,16.758
2022-05-13,16.758
2022-05-14,16.758
2022-05-15,16.758
2022-05-16,16.758
2022-05-17,16.758
2022-05-18,16.758
2022-05-19,16.758
2022-05-20,16.758
2022-05-21,16.758
2022-05-22,16.758
2022-05-23,16.758
2022-05-24,16.758
2022-05-25,16.758
2022-05-26,16.758
2022-05-27,16.758
2022-05-28,16.758
2022-05-29,16.758
2022-05-30,16.758
2022-05-31,16.758
2022-06-01,16.758
2022-06-02,16.758
2022-06-03,16.758
2022-06-04,16.758
2022-06-05,16.758
2022-06-06,16.758
2022-06-07,16.758
2022-06-08,16.758
2022-06-09,16.758
2022-06-10,16.758
2022-06-11,16.758
2022-06-12,16.758
2022-06-13,16.758
2022-06-14,16.758
2022-06-15,16.758
2022-06-16,16.758
2022-06-17,16.758
2022-06-18,16.758
2022-06-19,16.758
2022-06-20,16.758
2022-06-21,16.758
2022-06-22,16.758
2022-06-23,16.758
2022-06-24,16.758
2022-06-25,16.758
2022-06-26,16.758
2022-06-27,16.758
2022-06-28,16.758
2022-06-29,16.758
2022-06-30,16.758
2022-07-01,16.758
2022-07-02,16.758
2022-07-03,16.758
2022-07-04,16.758
2022-07-05,16.758
2022-07-06,16.758
2022-07-07,16.757
2022-07-08,16.757
2022-07-09,16.757
2022-07-10,16.757
2022-07-11,16.757
2022-07-12,16.693
2022-07-13,16.693
2022-07-14,16.693
2022-07-15,16.693
2022-07-16,16.693
2022-07-17,16.693
2022-07-18,16.693
2022-07-19,16.693
2022-07-20,16.693
2022-07-21,16.733
2022-07-22,16.85
2022-07-23,16.85
2022-07-24,16.85
2022-07-25,16.85
2022-07-26,16.85
2022-07-27,16.85
2022-07-28,16.85
2022-07-29,16.85
2022-07-30,16.85
2022-07-31,16.85
2022-08-01,16.85
2022-08-02,16.85
2022-08-03,16.85
2022-08-04,16.85
2022-08-05,16.85
2022-08-06,16.85
2022-08-07,16.85
2022-08-08,16.85
2022-08-09,16.85
2022-08-10,16.85
2022-08-11,16.85
2022-08-12,16.85
2022-08-13,16.85
2022-08-14,16.85
2022-08-15,16.85
2022-08-16,16.85
2022-08-17,16.85
2022-08-18,16.85
2022-08-19,16.85
2022-08-20,16.85
2022-08-21,16.85
2022-08-22,16.85
2022-08-23,16.85
2022-08-24,16.85
2022-08-25,17.12
2022-08-26,17.12
2022-08-27,17.12
2022-08-28,17.12
2022-08-29,17.12
2022-08-30,17.12
2022-08-31,17.12
2022-09-01,17.12
2022-09-02,17.12
2022-09-03,17.12
2022-09-04,17.12
2022-09-05,17.12
2022-09-06,17.12
2022-09-07,17.12
2022-09-08,17.12
2022-09-09,17.12
2022-09-10,17.12
2022-09-11,17.12
2022-09-12,17.12
2022-09-13,17.12
2022-09-14,17.12
2022-09-15,17.12
2022-09-16,17.12
2022-09-17,17.12
2022-09-18,17.12
2022-09-19,17.12
2022-09-20,17.12
2022-09-21,17.12
2022-09-22,17.12
2022-09-23,17.12
2022-09-24,17.12
2022-09-25,17.12
2022-09-26,17.12
2022-09-27,17.12
2022-09-28,17.12
2022-09-29,17.12
2022-09-30,17.12
2022-10-01,17.12
2022-10-02,17.12
2022-10-03,17.12
2022-10-04,17.12
2022-10-05,17.094
2022-10-06,17.094
2022-10-07,17.094
2022-10-08,17.094
2022-10-09,17.094
2022-10-10,17.094
2022-10-11,17.09
2022-10-12,17.104
2022-10-13,17.104
2022-10-14,17.104
2022-10-15,17.104
2022-10-16,17.104
2022-10-17,17.104
2022-10-18,17.104
2022-10-19,17.104
2022-10-20,17.398
2022-10-21,17.403
2022-10-22,17.403
2022-10-23,17.403
2022-10-24,17.403
2022-10-25,17.403
2022-10-26,17.403
2022-10-27,17.403
2022-10-28,17.403
2022-10-29,17.403
2022-10-30,17.403
2022-10-31,17.403
2022-11-01,17.403
2022-11-02,17.403
2022-11-03,17.403
2022-11-04,17.403
2022-11-05,17.403
2022-11-06,17.403
2022-11-07,17.403
2022-11-08,17.403
2022-11-09,17.403
2022-11-10,17.403
2022-11-11,17.403
2022-11-12,17.403
2022-11-13,17.403
2022-11-14,17.403
2022-11-15,17.403
2022-11-16,17.403
2022-11-17,17.403
2022-11-18,17.403
2022-11-19,17.403
2022-11-20,17.403
2022-11-21,17.403
2022-11-22,17.403
2022-11-23,17.403
2022-11-24,17.403
2022-11-25,17.403
2022-11-26,17.403
2022-11-27,17.403
2022-11-28,17.403
2022-11-29,17.403
2022-11-30,17.403
2022-12-01,17.403
2022-12-02,17.403
2022-12-03,17.403
2022-12-04,17.403
2022-12-05,17.403
2022-12-06,17.403
2022-12-07,17.403
2022-12-08,17.403
2022-12-09,17.403
2022-12-10,17.403
2022-12-11,17.403
2022-12-12,17.403
2022-12-13,17.403
2022-12-14,17.403
2022-12-15,17.403
2022-12-16,17.403
2022-12-17,17.403
2022-12-18,17.403
2022-12-19,17.403
2022-12-20,17.403
2022-12-21,17.403
2022-12-22,17.403
2022-12-23,17.403
2022-12-24,17.403
2022-12-25,17.403
2022-12-26,17.403
2022-12-27,17.403
2022-12-28,17.403
2022-12-29,17.403
2022-12-30,17.403
2022-12-31,17.403
2023-01-01,17.403
2023-01-02,17.403
2023-01-03,17.403
2023-01-04,17.403
2023-01-05,17.403
2023-01-06,17.403
2023-01-07,17.403
2023-01-08,17.403
2023-01-09,17.403
2023-01-10,17.403
2023-01-11,17.403
2023-01-12,17.569
2023-01-13,17.569
2023-01-14,17.569
2023-01-15,17.569
2023-01-16,17.569
2023-01-17,17.569
2023-01-18,17.594
2023-01-19,17.594
2023-01-20,17.594
2023-01-21,17.604
2023-01-22,17.604
2023-01-23,17.604
2023-01-24,17.604
2023-01-25,17.604
2023-01-26,17.604
2023-01-27,17.604
2023-01-28,17.604
2023-01-29,17.604
2023-01-30,17.604
2023-01-31,17.604
2023-02-01,17.604
2023-02-02,17.728
2023-02-03,17.773
2023-02-04,17.773
2023-02-05,17.773
2023-02-06,17.773
2023-02-07,17.773
2023-02-08,17.773
2023-02-09,17.773
2023-02-10,17.773
2023-02-11,17.773
2023-02-12,17.773
2023-02-13,17.774
2023-02-14,17.695
2023-02-15,17.695
2023-02-16,17.67
2023-02-17,17.729
2023-02-18,17.729
2023-02-19,17.729
2023-02-20,17.729
2023-02-21,17.729
2023-02-22,17.729
2023-02-23,17.695
2023-02-24,17.695
2023-02-25,17.695
2023-02-26,17.695
2023-02-27,17.695
2023-02-28,17.695
2023-03-01,17.695
2023-03-02,17.695
2023-03-03,17.695
2023-03-04,17.695
2023-03-05,17.695
2023-03-06,17.695
2023-03-07,17.695
2023-03-08,17.695
2023-03-09,17.695
2023-03-10,17.695
2023-03-11,17.695
2023-03-12,17.695
2023-03-13,17.695
2023-03-14,17.695
2023-03-15,17.695
2023-03-16,17.695
2023-03-17,17.695
2023-03-18,17.695
2023-03-19,17.695
2023-03-20,17.695
2023-03-21,17.695
2023-03-22,17.695
2023-03-23,17.695
2023-03-24,17.695
2023-03-25,17.695
2023-03-26,17.695
2023-03-27,17.695
2023-03-28,17.701
2023-03-29,17.701
2023-03-30,17.701
2023-03-31,17.701
2023-04-01,17.701
2023-04-02,17.701
2023-04-03,17.701
2023-04-04,17.701
2023-04-05,17.702
2023-04-06,17.702
2023-04-07,17.702
2023-04-08,17.702
2023-04-09,17.702
2023-04-10,17.702
2023-04-11,17.702
2023-04-12,17.702
2023-04-13,17.702
2023-04-14,17.702
2023-04-15,17.702
2023-04-16,17.702
2023-04-17,17.702
2023-04-18,17.702
2023-04-19,17.702
2023-04-20,18.039
2023-04-21,18.283
2023-04-22,18.283
2023-04-23,18.283
2023-04-24,18.283
2023-04-25,18.283
2023-04-26,18.283
2023-04-27,18.283
2023-04-28,18.283
2023-04-29,18.283
2023-04-30,18.283
2023-05-01,18.283
2023-05-02,18.283
2023-05-03,18.285
2023-05-04,18.285
2023-05-05,18.285
2023-05-06,18.285
2023-05-07,18.285
2023-05-08,18.285
2023-05-09,18.285
2023-05-10,18.285
2023-05-11,18.285
2023-05-12,18.285
2023-05-13,18.285
2023-05-14,18.285
2023-05-15,18.285
2023-05-16,18.285
2023-05-17,18.354
2023-05-18,18.354
2023-05-19,18.354
2023-05-20,18.354
2023-05-21,18.354
2023-05-22,18.354
2023-05-23,18.354
2023-05-24,18.354
2023-05-25,18.354
2023-05-26,18.354
2023-05-27,18.354
2023-05-28,18.354
2023-05-29,18.354
2023-05-30,18.354
2023-05-31,18.354
2023-06-01,18.354
2023-06-02,18.354
2023-06-03,18.354
2023-06-04,18.354
2023-06-05,18.354
2023-06-06,18.354
2023-06-07,18.354
2023-06-08,18.354
2023-06-09,18.354
2023-06-10,18.354
2023-06-11,18.354
2023-06-12,18.354
2023-06-13,18.354
2023-06-14,18.354
2023-06-15,18.354
2023-06-16,18.354
2023-06-17,18.354
2023-06-18,18.354
2023-06-19,18.354
2023-06-20,18.354
2023-06-21,18.354
2023-06-22,18.354
2023-06-23,18.354
2023-06-24,18.354
2023-06-25,18.354
2023-06-26,18.354
2023-06-27,18.354
2023-06-28,18.354
2023-06-29,18.354
2023-06-30,18.354
2023-07-01,18.354
2023-07-02,18.354
2023-07-03,18.354
2023-07-04,18.354
2023-07-05,18.354
2023-07-06,18.367
2023-07-07,18.424
2023-07-08,18.424
2023-07-09,18.424
2023-07-10,18.424
2023-07-11,18.492
2023-07-12,18.517
2023-07-13,18.517
2023-07-14,18.517
2023-07-15,18.517
2023-07-16,18.555
2023-07-17,18.555
2023-07-18,18.555
2023-07-19,18.617
2023-07-20,18.617
2023-07-21,18.747
2023-07-22,18.747
2023-07-23,18.747
2023-07-24,18.831
