,NTRS US Equity
2021-04-21,8.97
2021-04-22,8.97
2021-04-23,8.97
2021-04-24,8.97
2021-04-25,8.97
2021-04-26,8.97
2021-04-27,8.97
2021-04-28,8.97
2021-04-29,8.97
2021-04-30,8.97
2021-05-01,8.97
2021-05-02,8.97
2021-05-03,8.97
2021-05-04,8.97
2021-05-05,8.97
2021-05-06,8.97
2021-05-07,8.97
2021-05-08,8.97
2021-05-09,8.97
2021-05-10,8.97
2021-05-11,8.97
2021-05-12,8.97
2021-05-13,8.97
2021-05-14,8.97
2021-05-15,8.97
2021-05-16,8.97
2021-05-17,8.97
2021-05-18,8.97
2021-05-19,8.97
2021-05-20,8.97
2021-05-21,8.97
2021-05-22,8.97
2021-05-23,8.97
2021-05-24,8.97
2021-05-25,8.97
2021-05-26,8.97
2021-05-27,8.97
2021-05-28,8.97
2021-05-29,8.97
2021-05-30,8.97
2021-05-31,8.97
2021-06-01,8.97
2021-06-02,8.97
2021-06-03,8.97
2021-06-04,8.97
2021-06-05,8.97
2021-06-06,8.97
2021-06-07,8.97
2021-06-08,8.97
2021-06-09,8.97
2021-06-10,8.97
2021-06-11,8.97
2021-06-12,8.97
2021-06-13,8.97
2021-06-14,8.97
2021-06-15,8.97
2021-06-16,8.97
2021-06-17,8.97
2021-06-18,8.97
2021-06-19,8.97
2021-06-20,8.97
2021-06-21,8.97
2021-06-22,8.97
2021-06-23,8.97
2021-06-24,8.97
2021-06-25,8.97
2021-06-26,8.97
2021-06-27,8.97
2021-06-28,8.97
2021-06-29,8.97
2021-06-30,8.97
2021-07-01,8.97
2021-07-02,8.97
2021-07-03,8.97
2021-07-04,8.97
2021-07-05,8.97
2021-07-06,8.97
2021-07-07,8.97
2021-07-08,8.97
2021-07-09,8.97
2021-07-10,8.97
2021-07-11,8.97
2021-07-12,8.97
2021-07-13,8.97
2021-07-14,8.97
2021-07-15,8.97
2021-07-16,8.97
2021-07-17,8.97
2021-07-18,8.97
2021-07-19,8.97
2021-07-20,8.97
2021-07-21,8.97
2021-07-22,8.97
2021-07-23,8.97
2021-07-24,8.97
2021-07-25,8.97
2021-07-26,8.97
2021-07-27,8.97
2021-07-28,8.97
2021-07-29,8.97
2021-07-30,8.97
2021-07-31,8.97
2021-08-01,8.97
2021-08-02,8.97
2021-08-03,8.97
2021-08-04,8.97
2021-08-05,8.97
2021-08-06,8.97
2021-08-07,8.97
2021-08-08,8.97
2021-08-09,8.97
2021-08-10,8.97
2021-08-11,8.97
2021-08-12,8.97
2021-08-13,8.97
2021-08-14,8.97
2021-08-15,8.97
2021-08-16,8.97
2021-08-17,8.97
2021-08-18,8.97
2021-08-19,8.97
2021-08-20,8.97
2021-08-21,8.97
2021-08-22,8.97
2021-08-23,8.97
2021-08-24,8.97
2021-08-25,8.97
2021-08-26,8.97
2021-08-27,8.97
2021-08-28,8.97
2021-08-29,8.97
2021-08-30,8.97
2021-08-31,8.97
2021-09-01,8.97
2021-09-02,8.97
2021-09-03,8.97
2021-09-04,8.97
2021-09-05,8.97
2021-09-06,8.97
2021-09-07,8.97
2021-09-08,8.97
2021-09-09,8.97
2021-09-10,8.97
2021-09-11,8.97
2021-09-12,8.97
2021-09-13,8.97
2021-09-14,8.97
2021-09-15,8.97
2021-09-16,8.97
2021-09-17,8.97
2021-09-18,8.97
2021-09-19,8.97
2021-09-20,8.97
2021-09-21,8.97
2021-09-22,8.97
2021-09-23,8.97
2021-09-24,8.97
2021-09-25,8.97
2021-09-26,8.97
2021-09-27,8.97
2021-09-28,8.97
2021-09-29,8.97
2021-09-30,8.97
2021-10-01,8.97
2021-10-02,8.97
2021-10-03,8.97
2021-10-04,8.97
2021-10-05,8.97
2021-10-06,8.97
2021-10-07,8.97
2021-10-08,8.97
2021-10-09,8.97
2021-10-10,8.97
2021-10-11,8.97
2021-10-12,10.03
2021-10-13,10.03
2021-10-14,10.03
2021-10-15,10.03
2021-10-16,10.03
2021-10-17,10.03
2021-10-18,10.03
2021-10-19,10.03
2021-10-20,10.06
2021-10-21,10.06
2021-10-22,10.06
2021-10-23,10.06
2021-10-24,10.06
2021-10-25,10.06
2021-10-26,10.06
2021-10-27,10.06
2021-10-28,10.06
2021-10-29,10.06
2021-10-30,10.06
2021-10-31,10.06
2021-11-01,10.06
2021-11-02,10.06
2021-11-03,10.06
2021-11-04,10.06
2021-11-05,10.06
2021-11-06,10.06
2021-11-07,10.06
2021-11-08,10.06
2021-11-09,10.06
2021-11-10,9.835
2021-11-11,9.835
2021-11-12,9.835
2021-11-13,9.835
2021-11-14,9.835
2021-11-15,9.835
2021-11-16,9.835
2021-11-17,9.835
2021-11-18,9.835
2021-11-19,9.855
2021-11-20,9.855
2021-11-21,9.855
2021-11-22,9.855
2021-11-23,9.855
2021-11-24,9.855
2021-11-25,9.855
2021-11-26,9.855
2021-11-27,9.855
2021-11-28,9.855
2021-11-29,9.855
2021-11-30,9.855
2021-12-01,9.855
2021-12-02,9.855
2021-12-03,9.855
2021-12-04,9.855
2021-12-05,9.855
2021-12-06,9.855
2021-12-07,9.855
2021-12-08,9.855
2021-12-09,9.855
2021-12-10,9.855
2021-12-11,9.855
2021-12-12,9.855
2021-12-13,9.855
2021-12-14,9.855
2021-12-15,9.855
2021-12-16,10.155
2021-12-17,10.155
2021-12-18,10.155
2021-12-19,10.155
2021-12-20,10.155
2021-12-21,10.155
2021-12-22,10.155
2021-12-23,10.155
2021-12-24,10.155
2021-12-25,10.155
2021-12-26,10.155
2021-12-27,10.155
2021-12-28,10.155
2021-12-29,10.155
2021-12-30,10.155
2021-12-31,10.155
2022-01-01,10.155
2022-01-02,10.155
2022-01-03,10.155
2022-01-04,9.78
2022-01-05,9.78
2022-01-06,9.78
2022-01-07,9.78
2022-01-08,9.78
2022-01-09,9.78
2022-01-10,9.78
2022-01-11,9.78
2022-01-12,9.657
2022-01-13,9.657
2022-01-14,9.657
2022-01-15,9.657
2022-01-16,9.657
2022-01-17,9.657
2022-01-18,9.657
2022-01-19,9.657
2022-01-20,9.735
2022-01-21,9.622
2022-01-22,9.622
2022-01-23,9.678
2022-01-24,9.696
2022-01-25,9.765
2022-01-26,9.765
2022-01-27,9.765
2022-01-28,9.765
2022-01-29,9.765
2022-01-30,9.765
2022-01-31,9.765
2022-02-01,9.765
2022-02-02,9.765
2022-02-03,9.765
2022-02-04,9.765
2022-02-05,9.765
2022-02-06,9.765
2022-02-07,9.765
2022-02-08,9.765
2022-02-09,9.765
2022-02-10,9.765
2022-02-11,9.765
2022-02-12,9.765
2022-02-13,9.765
2022-02-14,9.765
2022-02-15,9.765
2022-02-16,9.765
2022-02-17,9.765
2022-02-18,9.73
2022-02-19,9.73
2022-02-20,9.73
2022-02-21,9.73
2022-02-22,9.73
2022-02-23,9.73
2022-02-24,9.73
2022-02-25,9.73
2022-02-26,9.73
2022-02-27,9.73
2022-02-28,9.73
2022-03-01,9.779
2022-03-02,9.779
2022-03-03,9.779
2022-03-04,9.779
2022-03-05,9.684
2022-03-06,9.684
2022-03-07,9.684
2022-03-08,9.684
2022-03-09,9.684
2022-03-10,9.684
2022-03-11,9.684
2022-03-12,9.684
2022-03-13,9.684
2022-03-14,9.684
2022-03-15,9.684
2022-03-16,9.684
2022-03-17,9.684
2022-03-18,9.684
2022-03-19,9.684
2022-03-20,9.684
2022-03-21,9.684
2022-03-22,9.684
2022-03-23,9.684
2022-03-24,9.684
2022-03-25,9.684
2022-03-26,9.684
2022-03-27,9.684
2022-03-28,9.656
2022-03-29,9.656
2022-03-30,9.555
2022-03-31,9.56
2022-04-01,9.56
2022-04-02,9.56
2022-04-03,9.56
2022-04-04,9.671
2022-04-05,9.671
2022-04-06,9.696
2022-04-07,9.59
2022-04-08,9.59
2022-04-09,9.59
2022-04-10,9.59
2022-04-11,9.633
2022-04-12,9.753
2022-04-13,9.753
2022-04-14,9.753
2022-04-15,9.753
2022-04-16,9.753
2022-04-17,9.753
2022-04-18,9.753
2022-04-19,9.753
2022-04-20,9.753
2022-04-21,9.753
2022-04-22,9.753
2022-04-23,9.753
2022-04-24,9.753
2022-04-25,9.753
2022-04-26,9.825
2022-04-27,9.795
2022-04-28,9.791
2022-04-29,9.791
2022-04-30,9.791
2022-05-01,9.791
2022-05-02,9.783
2022-05-03,9.793
2022-05-04,9.793
2022-05-05,9.793
2022-05-06,9.793
2022-05-07,9.793
2022-05-08,9.793
2022-05-09,9.793
2022-05-10,9.793
2022-05-11,9.793
2022-05-12,9.793
2022-05-13,9.793
2022-05-14,9.793
2022-05-15,9.793
2022-05-16,9.793
2022-05-17,9.793
2022-05-18,9.793
2022-05-19,9.822
2022-05-20,9.822
2022-05-21,9.822
2022-05-22,9.822
2022-05-23,9.822
2022-05-24,9.822
2022-05-25,9.822
2022-05-26,9.822
2022-05-27,9.822
2022-05-28,9.822
2022-05-29,9.822
2022-05-30,9.822
2022-05-31,9.822
2022-06-01,9.822
2022-06-02,9.86
2022-06-03,9.86
2022-06-04,9.784
2022-06-05,9.784
2022-06-06,9.784
2022-06-07,9.784
2022-06-08,9.784
2022-06-09,9.784
2022-06-10,9.784
2022-06-11,9.784
2022-06-12,9.784
2022-06-13,9.784
2022-06-14,9.784
2022-06-15,9.768
2022-06-16,9.768
2022-06-17,9.768
2022-06-18,9.768
2022-06-19,9.768
2022-06-20,9.768
2022-06-21,9.768
2022-06-22,9.768
2022-06-23,9.768
2022-06-24,9.768
2022-06-25,9.768
2022-06-26,9.768
2022-06-27,9.768
2022-06-28,9.844
2022-06-29,9.844
2022-06-30,9.764
2022-07-01,9.668
2022-07-02,9.668
2022-07-03,9.668
2022-07-04,9.668
2022-07-05,9.668
2022-07-06,9.622
2022-07-07,9.622
2022-07-08,9.548
2022-07-09,9.548
2022-07-10,9.548
2022-07-11,9.445
2022-07-12,9.322
2022-07-13,9.325
2022-07-14,9.325
2022-07-15,9.325
2022-07-16,9.325
2022-07-17,9.325
2022-07-18,9.325
2022-07-19,9.325
2022-07-20,9.338
2022-07-21,9.303
2022-07-22,9.303
2022-07-23,9.295
2022-07-24,9.306
2022-07-25,9.135
2022-07-26,9.135
2022-07-27,9.135
2022-07-28,9.135
2022-07-29,9.135
2022-07-30,9.135
2022-07-31,9.135
2022-08-01,9.135
2022-08-02,9.135
2022-08-03,9.135
2022-08-04,9.135
2022-08-05,9.135
2022-08-06,9.135
2022-08-07,9.135
2022-08-08,9.135
2022-08-09,9.135
2022-08-10,9.135
2022-08-11,9.135
2022-08-12,9.133
2022-08-13,9.133
2022-08-14,9.133
2022-08-15,9.133
2022-08-16,9.133
2022-08-17,9.133
2022-08-18,9.133
2022-08-19,9.133
2022-08-20,9.133
2022-08-21,9.133
2022-08-22,9.133
2022-08-23,9.133
2022-08-24,9.133
2022-08-25,9.133
2022-08-26,9.133
2022-08-27,9.133
2022-08-28,9.133
2022-08-29,9.133
2022-08-30,9.133
2022-08-31,9.082
2022-09-01,9.082
2022-09-02,9.082
2022-09-03,9.082
2022-09-04,9.082
2022-09-05,9.082
2022-09-06,9.082
2022-09-07,9.082
2022-09-08,9.082
2022-09-09,9.082
2022-09-10,9.082
2022-09-11,9.082
2022-09-12,9.082
2022-09-13,9.082
2022-09-14,9.082
2022-09-15,9.082
2022-09-16,9.082
2022-09-17,9.082
2022-09-18,9.082
2022-09-19,9.082
2022-09-20,9.082
2022-09-21,9.082
2022-09-22,9.082
2022-09-23,9.082
2022-09-24,8.988
2022-09-25,8.988
2022-09-26,8.988
2022-09-27,8.948
2022-09-28,8.948
2022-09-29,8.948
2022-09-30,8.932
2022-10-01,8.932
2022-10-02,8.932
2022-10-03,8.83
2022-10-04,8.863
2022-10-05,8.863
2022-10-06,8.852
2022-10-07,8.852
2022-10-08,8.852
2022-10-09,8.852
2022-10-10,8.852
2022-10-11,8.73
2022-10-12,8.674
2022-10-13,8.674
2022-10-14,8.674
2022-10-15,8.674
2022-10-16,8.674
2022-10-17,8.674
2022-10-18,8.674
2022-10-19,8.493
2022-10-20,8.337
2022-10-21,8.287
2022-10-22,8.235
2022-10-23,8.172
2022-10-24,8.13
2022-10-25,8.13
2022-10-26,8.11
2022-10-27,8.11
2022-10-28,8.11
2022-10-29,8.11
2022-10-30,8.11
2022-10-31,8.11
2022-11-01,8.11
2022-11-02,8.111
2022-11-03,8.111
2022-11-04,8.111
2022-11-05,8.111
2022-11-06,8.111
2022-11-07,8.111
2022-11-08,8.111
2022-11-09,8.111
2022-11-10,8.111
2022-11-11,8.111
2022-11-12,8.111
2022-11-13,8.111
2022-11-14,8.111
2022-11-15,8.114
2022-11-16,8.065
2022-11-17,8.065
2022-11-18,8.04
2022-11-19,8.04
2022-11-20,8.04
2022-11-21,8.006
2022-11-22,7.992
2022-11-23,7.992
2022-11-24,7.992
2022-11-25,7.992
2022-11-26,7.992
2022-11-27,7.992
2022-11-28,7.992
2022-11-29,7.992
2022-11-30,7.992
2022-12-01,8.034
2022-12-02,8.034
2022-12-03,8.034
2022-12-04,8.061
2022-12-05,8.091
2022-12-06,8.091
2022-12-07,8.097
2022-12-08,8.097
2022-12-09,8.097
2022-12-10,8.097
2022-12-11,8.097
2022-12-12,8.07
2022-12-13,8.07
2022-12-14,8.07
2022-12-15,8.07
2022-12-16,8.016
2022-12-17,8.016
2022-12-18,8.016
2022-12-19,8.016
2022-12-20,8.016
2022-12-21,8.016
2022-12-22,8.016
2022-12-23,8.016
2022-12-24,8.016
2022-12-25,8.016
2022-12-26,8.016
2022-12-27,8.016
2022-12-28,8.016
2022-12-29,8.016
2022-12-30,8.017
2022-12-31,8.017
2023-01-01,8.017
2023-01-02,8.017
2023-01-03,8.004
2023-01-04,7.99
2023-01-05,7.972
2023-01-06,7.939
2023-01-07,7.939
2023-01-08,7.939
2023-01-09,7.924
2023-01-10,7.961
2023-01-11,7.976
2023-01-12,7.976
2023-01-13,7.976
2023-01-14,7.976
2023-01-15,7.976
2023-01-16,7.976
2023-01-17,7.976
2023-01-18,7.976
2023-01-19,7.692
2023-01-20,7.685
2023-01-21,7.661
2023-01-22,7.691
2023-01-23,7.679
2023-01-24,7.679
2023-01-25,7.679
2023-01-26,7.679
2023-01-27,7.614
2023-01-28,7.614
2023-01-29,7.614
2023-01-30,7.614
2023-01-31,7.614
2023-02-01,7.588
2023-02-02,7.588
2023-02-03,7.588
2023-02-04,7.588
2023-02-05,7.588
2023-02-06,7.588
2023-02-07,7.588
2023-02-08,7.562
2023-02-09,7.562
2023-02-10,7.562
2023-02-11,7.562
2023-02-12,7.562
2023-02-13,7.562
2023-02-14,7.562
2023-02-15,7.562
2023-02-16,7.562
2023-02-17,7.563
2023-02-18,7.563
2023-02-19,7.563
2023-02-20,7.563
2023-02-21,7.563
2023-02-22,7.563
2023-02-23,7.563
2023-02-24,7.563
2023-02-25,7.563
2023-02-26,7.563
2023-02-27,7.563
2023-02-28,7.563
2023-03-01,7.561
2023-03-02,7.561
2023-03-03,7.561
2023-03-04,7.561
2023-03-05,7.561
2023-03-06,7.561
2023-03-07,7.561
2023-03-08,7.561
2023-03-09,7.499
2023-03-10,7.499
2023-03-11,7.499
2023-03-12,7.499
2023-03-13,7.499
2023-03-14,7.499
2023-03-15,7.499
2023-03-16,7.499
2023-03-17,7.499
2023-03-18,7.499
2023-03-19,7.499
2023-03-20,7.499
2023-03-21,7.499
2023-03-22,7.499
2023-03-23,7.49
2023-03-24,7.455
2023-03-25,7.455
2023-03-26,7.455
2023-03-27,7.455
2023-03-28,7.452
2023-03-29,7.452
2023-03-30,7.452
2023-03-31,7.439
2023-04-01,7.439
2023-04-02,7.439
2023-04-03,7.426
2023-04-04,7.422
2023-04-05,7.408
2023-04-06,7.408
2023-04-07,7.408
2023-04-08,7.408
2023-04-09,7.408
2023-04-10,7.399
2023-04-11,7.406
2023-04-12,7.394
2023-04-13,7.394
2023-04-14,7.394
2023-04-15,7.394
2023-04-16,7.394
2023-04-17,7.394
2023-04-18,7.394
2023-04-19,7.394
2023-04-20,7.394
2023-04-21,7.394
2023-04-22,7.394
2023-04-23,7.394
2023-04-24,7.394
2023-04-25,7.175
2023-04-26,6.891
2023-04-27,6.887
2023-04-28,6.887
2023-04-29,6.887
2023-04-30,6.887
2023-05-01,6.887
2023-05-02,6.85
2023-05-03,6.85
2023-05-04,6.85
2023-05-05,6.85
2023-05-06,6.85
2023-05-07,6.85
2023-05-08,6.85
2023-05-09,6.85
2023-05-10,6.85
2023-05-11,6.793
2023-05-12,6.819
2023-05-13,6.819
2023-05-14,6.819
2023-05-15,6.819
2023-05-16,6.819
2023-05-17,6.819
2023-05-18,6.808
2023-05-19,6.808
2023-05-20,6.808
2023-05-21,6.808
2023-05-22,6.808
2023-05-23,6.808
2023-05-24,6.808
2023-05-25,6.808
2023-05-26,6.808
2023-05-27,6.808
2023-05-28,6.808
2023-05-29,6.808
2023-05-30,6.808
2023-05-31,6.808
2023-06-01,6.814
2023-06-02,6.814
2023-06-03,6.814
2023-06-04,6.814
2023-06-05,6.814
2023-06-06,6.814
2023-06-07,6.814
2023-06-08,6.814
2023-06-09,6.814
2023-06-10,6.814
2023-06-11,6.814
2023-06-12,6.806
2023-06-13,6.778
2023-06-14,6.738
2023-06-15,6.738
2023-06-16,6.738
2023-06-17,6.738
2023-06-18,6.738
2023-06-19,6.738
2023-06-20,6.738
2023-06-21,6.738
2023-06-22,6.741
2023-06-23,6.741
2023-06-24,6.741
2023-06-25,6.741
2023-06-26,6.741
2023-06-27,6.683
2023-06-28,6.683
2023-06-29,6.683
2023-06-30,6.671
2023-07-01,6.671
2023-07-02,6.671
2023-07-03,6.671
2023-07-04,6.675
2023-07-05,6.675
2023-07-06,6.678
2023-07-07,6.678
2023-07-08,6.678
2023-07-09,6.678
2023-07-10,6.571
2023-07-11,6.564
2023-07-12,6.551
2023-07-13,6.542
2023-07-14,6.542
2023-07-15,6.542
2023-07-16,6.542
2023-07-17,6.542
2023-07-18,6.542
2023-07-19,6.613
2023-07-20,6.648
2023-07-21,6.645
2023-07-22,6.645
2023-07-23,6.629
