,PHM US Equity
2021-06-17,8.7
2021-06-18,8.7
2021-06-19,8.7
2021-06-20,8.7
2021-06-21,8.7
2021-06-22,8.7
2021-06-23,8.7
2021-06-24,8.7
2021-06-25,8.7
2021-06-26,8.7
2021-06-27,8.7
2021-06-28,8.7
2021-06-29,8.7
2021-06-30,12.7
2021-07-01,12.7
2021-07-02,12.7
2021-07-03,12.7
2021-07-04,12.7
2021-07-05,12.7
2021-07-06,12.7
2021-07-07,12.7
2021-07-08,12.7
2021-07-09,12.7
2021-07-10,12.7
2021-07-11,12.7
2021-07-12,12.7
2021-07-13,12.7
2021-07-14,12.7
2021-07-15,12.7
2021-07-16,12.7
2021-07-17,12.7
2021-07-18,12.7
2021-07-19,12.7
2021-07-20,12.7
2021-07-21,12.7
2021-07-22,12.7
2021-07-23,12.7
2021-07-24,12.7
2021-07-25,12.7
2021-07-26,12.7
2021-07-27,12.7
2021-07-28,12.7
2021-07-29,12.7
2021-07-30,12.7
2021-07-31,12.7
2021-08-01,12.7
2021-08-02,12.7
2021-08-03,12.7
2021-08-04,12.7
2021-08-05,12.7
2021-08-06,12.7
2021-08-07,12.7
2021-08-08,12.7
2021-08-09,12.7
2021-08-10,12.7
2021-08-11,12.7
2021-08-12,12.7
2021-08-13,12.7
2021-08-14,12.7
2021-08-15,12.7
2021-08-16,12.7
2021-08-17,12.7
2021-08-18,12.7
2021-08-19,12.7
2021-08-20,12.7
2021-08-21,12.7
2021-08-22,12.7
2021-08-23,12.7
2021-08-24,12.7
2021-08-25,12.7
2021-08-26,12.7
2021-08-27,12.7
2021-08-28,12.7
2021-08-29,12.7
2021-08-30,12.7
2021-08-31,12.7
2021-09-01,12.7
2021-09-02,12.7
2021-09-03,12.7
2021-09-04,12.7
2021-09-05,12.7
2021-09-06,12.7
2021-09-07,12.7
2021-09-08,12.7
2021-09-09,12.7
2021-09-10,12.7
2021-09-11,12.7
2021-09-12,12.7
2021-09-13,12.7
2021-09-14,12.7
2021-09-15,12.7
2021-09-16,12.7
2021-09-17,12.7
2021-09-18,12.7
2021-09-19,12.7
2021-09-20,12.7
2021-09-21,12.7
2021-09-22,12.7
2021-09-23,12.7
2021-09-24,12.7
2021-09-25,12.7
2021-09-26,12.7
2021-09-27,12.7
2021-09-28,12.7
2021-09-29,12.7
2021-09-30,12.7
2021-10-01,12.7
2021-10-02,12.7
2021-10-03,12.7
2021-10-04,12.7
2021-10-05,12.7
2021-10-06,12.7
2021-10-07,12.7
2021-10-08,12.7
2021-10-09,12.7
2021-10-10,12.7
2021-10-11,12.7
2021-10-12,12.7
2021-10-13,12.7
2021-10-14,12.7
2021-10-15,12.7
2021-10-16,12.7
2021-10-17,12.7
2021-10-18,12.7
2021-10-19,12.7
2021-10-20,12.7
2021-10-21,12.7
2021-10-22,12.7
2021-10-23,12.7
2021-10-24,12.7
2021-10-25,12.7
2021-10-26,12.7
2021-10-27,12.7
2021-10-28,12.7
2021-10-29,12.7
2021-10-30,12.7
2021-10-31,12.7
2021-11-01,12.7
2021-11-02,12.7
2021-11-03,12.7
2021-11-04,12.7
2021-11-05,12.7
2021-11-06,12.7
2021-11-07,12.7
2021-11-08,12.7
2021-11-09,12.7
2021-11-10,12.7
2021-11-11,12.7
2021-11-12,12.7
2021-11-13,12.7
2021-11-14,12.7
2021-11-15,12.7
2021-11-16,12.7
2021-11-17,12.7
2021-11-18,12.7
2021-11-19,12.7
2021-11-20,12.7
2021-11-21,12.7
2021-11-22,12.7
2021-11-23,12.7
2021-11-24,12.7
2021-11-25,12.7
2021-11-26,12.7
2021-11-27,12.7
2021-11-28,12.7
2021-11-29,12.7
2021-11-30,12.7
2021-12-01,12.7
2021-12-02,12.7
2021-12-03,12.7
2021-12-04,12.7
2021-12-05,12.7
2021-12-06,12.7
2021-12-07,12.7
2021-12-08,12.7
2021-12-09,12.7
2021-12-10,12.7
2021-12-11,12.7
2021-12-12,12.7
2021-12-13,12.7
2021-12-14,12.7
2021-12-15,12.7
2021-12-16,12.7
2021-12-17,12.7
2021-12-18,12.7
2021-12-19,12.7
2021-12-20,12.7
2021-12-21,12.7
2021-12-22,12.7
2021-12-23,12.7
2021-12-24,12.7
2021-12-25,12.7
2021-12-26,12.7
2021-12-27,12.7
2021-12-28,12.7
2021-12-29,12.7
2021-12-30,12.7
2021-12-31,12.7
2022-01-01,12.7
2022-01-02,12.7
2022-01-03,12.7
2022-01-04,12.7
2022-01-05,12.7
2022-01-06,12.7
2022-01-07,12.7
2022-01-08,12.7
2022-01-09,12.7
2022-01-10,12.7
2022-01-11,12.7
2022-01-12,12.7
2022-01-13,12.7
2022-01-14,12.7
2022-01-15,12.7
2022-01-16,12.7
2022-01-17,12.7
2022-01-18,12.7
2022-01-19,12.7
2022-01-20,12.7
2022-01-21,12.7
2022-01-22,12.7
2022-01-23,12.7
2022-01-24,12.7
2022-01-25,12.7
2022-01-26,12.7
2022-01-27,12.7
2022-01-28,12.7
2022-01-29,12.7
2022-01-30,12.7
2022-01-31,12.7
2022-02-01,12.4
2022-02-02,11.367
2022-02-03,10.17
2022-02-04,10.17
2022-02-05,10.17
2022-02-06,10.17
2022-02-07,10.17
2022-02-08,10.17
2022-02-09,10.17
2022-02-10,10.17
2022-02-11,10.17
2022-02-12,10.17
2022-02-13,10.17
2022-02-14,10.17
2022-02-15,10.17
2022-02-16,10.17
2022-02-17,10.17
2022-02-18,10.17
2022-02-19,10.17
2022-02-20,10.17
2022-02-21,10.17
2022-02-22,10.17
2022-02-23,10.17
2022-02-24,10.17
2022-02-25,10.17
2022-02-26,10.17
2022-02-27,10.17
2022-02-28,10.17
2022-03-01,10.17
2022-03-02,10.17
2022-03-03,10.17
2022-03-04,10.17
2022-03-05,10.17
2022-03-06,10.17
2022-03-07,10.17
2022-03-08,10.17
2022-03-09,10.17
2022-03-10,10.17
2022-03-11,10.17
2022-03-12,10.17
2022-03-13,10.17
2022-03-14,10.17
2022-03-15,10.17
2022-03-16,10.17
2022-03-17,10.17
2022-03-18,10.17
2022-03-19,10.17
2022-03-20,10.17
2022-03-21,10.17
2022-03-22,10.17
2022-03-23,10.17
2022-03-24,10.17
2022-03-25,10.17
2022-03-26,10.17
2022-03-27,10.17
2022-03-28,10.17
2022-03-29,10.17
2022-03-30,10.17
2022-03-31,10.17
2022-04-01,10.17
2022-04-02,10.17
2022-04-03,10.17
2022-04-04,10.17
2022-04-05,10.296
2022-04-06,10.296
2022-04-07,10.296
2022-04-08,10.296
2022-04-09,10.296
2022-04-10,10.296
2022-04-11,10.296
2022-04-12,10.296
2022-04-13,10.296
2022-04-14,10.296
2022-04-15,10.296
2022-04-16,10.296
2022-04-17,10.296
2022-04-18,10.296
2022-04-19,10.296
2022-04-20,10.296
2022-04-21,10.296
2022-04-22,10.296
2022-04-23,10.538
2022-04-24,10.538
2022-04-25,10.538
2022-04-26,10.538
2022-04-27,10.538
2022-04-28,11.426
2022-04-29,11.574
2022-04-30,11.717
2022-05-01,11.717
2022-05-02,11.717
2022-05-03,11.717
2022-05-04,11.503
2022-05-05,11.503
2022-05-06,11.503
2022-05-07,11.503
2022-05-08,11.503
2022-05-09,11.503
2022-05-10,11.503
2022-05-11,11.503
2022-05-12,11.503
2022-05-13,11.503
2022-05-14,11.503
2022-05-15,11.503
2022-05-16,11.503
2022-05-17,11.503
2022-05-18,11.503
2022-05-19,11.503
2022-05-20,11.503
2022-05-21,11.503
2022-05-22,11.503
2022-05-23,11.503
2022-05-24,11.503
2022-05-25,11.503
2022-05-26,11.503
2022-05-27,11.503
2022-05-28,11.503
2022-05-29,11.503
2022-05-30,11.503
2022-05-31,11.503
2022-06-01,11.503
2022-06-02,11.503
2022-06-03,11.503
2022-06-04,11.503
2022-06-05,11.503
2022-06-06,11.503
2022-06-07,11.503
2022-06-08,11.503
2022-06-09,11.503
2022-06-10,11.503
2022-06-11,11.503
2022-06-12,11.503
2022-06-13,11.503
2022-06-14,11.503
2022-06-15,11.503
2022-06-16,11.478
2022-06-17,11.478
2022-06-18,11.478
2022-06-19,11.478
2022-06-20,10.785
2022-06-21,10.785
2022-06-22,10.318
2022-06-23,10.318
2022-06-24,10.318
2022-06-25,10.318
2022-06-26,10.318
2022-06-27,9.91
2022-06-28,9.91
2022-06-29,9.91
2022-06-30,9.91
2022-07-01,9.91
2022-07-02,9.91
2022-07-03,9.91
2022-07-04,9.91
2022-07-05,9.91
2022-07-06,9.91
2022-07-07,9.91
2022-07-08,9.91
2022-07-09,9.91
2022-07-10,9.91
2022-07-11,9.91
2022-07-12,9.91
2022-07-13,9.91
2022-07-14,9.91
2022-07-15,9.91
2022-07-16,9.91
2022-07-17,9.91
2022-07-18,9.91
2022-07-19,9.91
2022-07-20,9.91
2022-07-21,9.91
2022-07-22,9.91
2022-07-23,9.91
2022-07-24,9.91
2022-07-25,9.91
2022-07-26,10.326
2022-07-27,10.319
2022-07-28,10.319
2022-07-29,10.291
2022-07-30,10.291
2022-07-31,10.291
2022-08-01,10.291
2022-08-02,10.291
2022-08-03,10.291
2022-08-04,10.291
2022-08-05,10.291
2022-08-06,10.291
2022-08-07,10.291
2022-08-08,10.291
2022-08-09,10.445
2022-08-10,10.445
2022-08-11,10.445
2022-08-12,10.445
2022-08-13,10.445
2022-08-14,10.445
2022-08-15,10.445
2022-08-16,10.445
2022-08-17,10.445
2022-08-18,10.445
2022-08-19,10.445
2022-08-20,10.445
2022-08-21,10.445
2022-08-22,10.445
2022-08-23,10.445
2022-08-24,10.445
2022-08-25,10.445
2022-08-26,10.445
2022-08-27,10.445
2022-08-28,10.445
2022-08-29,10.445
2022-08-30,10.445
2022-08-31,10.445
2022-09-01,10.445
2022-09-02,10.445
2022-09-03,10.445
2022-09-04,10.445
2022-09-05,10.445
2022-09-06,10.445
2022-09-07,11.006
2022-09-08,11.006
2022-09-09,11.006
2022-09-10,11.006
2022-09-11,11.006
2022-09-12,11.006
2022-09-13,11.006
2022-09-14,11.006
2022-09-15,11.006
2022-09-16,11.006
2022-09-17,11.006
2022-09-18,11.006
2022-09-19,10.461
2022-09-20,10.461
2022-09-21,10.461
2022-09-22,10.461
2022-09-23,10.461
2022-09-24,10.461
2022-09-25,10.461
2022-09-26,10.461
2022-09-27,10.461
2022-09-28,10.461
2022-09-29,10.461
2022-09-30,10.461
2022-10-01,10.461
2022-10-02,10.461
2022-10-03,10.461
2022-10-04,10.196
2022-10-05,10.196
2022-10-06,10.196
2022-10-07,10.196
2022-10-08,10.196
2022-10-09,10.196
2022-10-10,10.196
2022-10-11,10.134
2022-10-12,9.965
2022-10-13,9.965
2022-10-14,9.965
2022-10-15,9.965
2022-10-16,9.965
2022-10-17,9.743
2022-10-18,9.743
2022-10-19,9.743
2022-10-20,9.743
2022-10-21,9.743
2022-10-22,9.743
2022-10-23,9.743
2022-10-24,9.743
2022-10-25,7.968
2022-10-26,7.604
2022-10-27,7.604
2022-10-28,7.604
2022-10-29,7.604
2022-10-30,7.604
2022-10-31,7.604
2022-11-01,7.604
2022-11-02,7.604
2022-11-03,7.604
2022-11-04,7.749
2022-11-05,7.749
2022-11-06,7.749
2022-11-07,7.749
2022-11-08,7.749
2022-11-09,7.749
2022-11-10,7.749
2022-11-11,7.749
2022-11-12,7.749
2022-11-13,7.749
2022-11-14,7.749
2022-11-15,7.66
2022-11-16,7.66
2022-11-17,7.66
2022-11-18,7.66
2022-11-19,7.66
2022-11-20,7.66
2022-11-21,7.622
2022-11-22,7.622
2022-11-23,7.622
2022-11-24,7.622
2022-11-25,7.622
2022-11-26,7.622
2022-11-27,7.622
2022-11-28,7.622
2022-11-29,7.622
2022-11-30,7.622
2022-12-01,7.622
2022-12-02,7.622
2022-12-03,7.622
2022-12-04,7.622
2022-12-05,7.622
2022-12-06,7.622
2022-12-07,7.622
2022-12-08,7.622
2022-12-09,7.622
2022-12-10,7.622
2022-12-11,7.622
2022-12-12,7.622
2022-12-13,7.622
2022-12-14,7.622
2022-12-15,7.622
2022-12-16,7.622
2022-12-17,7.622
2022-12-18,7.622
2022-12-19,7.622
2022-12-20,7.622
2022-12-21,7.622
2022-12-22,7.622
2022-12-23,7.622
2022-12-24,7.622
2022-12-25,7.622
2022-12-26,7.622
2022-12-27,7.622
2022-12-28,7.622
2022-12-29,7.622
2022-12-30,7.622
2022-12-31,7.622
2023-01-01,7.622
2023-01-02,7.622
2023-01-03,7.622
2023-01-04,7.622
2023-01-05,7.622
2023-01-06,7.618
2023-01-07,7.618
2023-01-08,7.618
2023-01-09,7.543
2023-01-10,7.543
2023-01-11,7.447
2023-01-12,7.447
2023-01-13,7.296
2023-01-14,7.296
2023-01-15,7.296
2023-01-16,7.296
2023-01-17,7.296
2023-01-18,7.296
2023-01-19,7.296
2023-01-20,7.296
2023-01-21,7.296
2023-01-22,7.296
2023-01-23,7.296
2023-01-24,7.296
2023-01-25,7.296
2023-01-26,7.296
2023-01-27,7.296
2023-01-28,7.296
2023-01-29,7.296
2023-01-30,7.296
2023-01-31,7.164
2023-02-01,7.134
2023-02-02,7.229
2023-02-03,7.111
2023-02-04,7.111
2023-02-05,7.111
2023-02-06,7.111
2023-02-07,7.111
2023-02-08,7.111
2023-02-09,7.111
2023-02-10,7.111
2023-02-11,7.111
2023-02-12,7.111
2023-02-13,7.092
2023-02-14,7.092
2023-02-15,7.092
2023-02-16,7.092
2023-02-17,7.092
2023-02-18,7.092
2023-02-19,7.092
2023-02-20,7.07
2023-02-21,7.07
2023-02-22,7.07
2023-02-23,7.07
2023-02-24,7.07
2023-02-25,7.07
2023-02-26,7.07
2023-02-27,7.07
2023-02-28,7.07
2023-03-01,7.07
2023-03-02,7.07
2023-03-03,7.07
2023-03-04,7.07
2023-03-05,7.07
2023-03-06,7.07
2023-03-07,7.07
2023-03-08,7.07
2023-03-09,7.07
2023-03-10,7.07
2023-03-11,7.07
2023-03-12,7.07
2023-03-13,7.032
2023-03-14,7.032
2023-03-15,7.032
2023-03-16,7.032
2023-03-17,7.032
2023-03-18,7.032
2023-03-19,7.032
2023-03-20,7.035
2023-03-21,7.035
2023-03-22,7.035
2023-03-23,7.035
2023-03-24,7.035
2023-03-25,7.035
2023-03-26,7.035
2023-03-27,7.035
2023-03-28,7.035
2023-03-29,7.035
2023-03-30,7.035
2023-03-31,7.035
2023-04-01,7.035
2023-04-02,7.035
2023-04-03,7.035
2023-04-04,7.035
2023-04-05,7.035
2023-04-06,7.035
2023-04-07,7.035
2023-04-08,7.035
2023-04-09,7.035
2023-04-10,7.035
2023-04-11,7.045
2023-04-12,7.045
2023-04-13,7.045
2023-04-14,7.045
2023-04-15,7.045
2023-04-16,7.045
2023-04-17,7.045
2023-04-18,7.045
2023-04-19,7.169
2023-04-20,7.169
2023-04-21,7.169
2023-04-22,7.169
2023-04-23,7.169
2023-04-24,7.169
2023-04-25,8.113
2023-04-26,8.719
2023-04-27,8.719
2023-04-28,8.719
2023-04-29,8.719
2023-04-30,8.719
2023-05-01,8.719
2023-05-02,8.719
2023-05-03,8.719
2023-05-04,8.719
2023-05-05,8.719
2023-05-06,8.719
2023-05-07,8.719
2023-05-08,8.719
2023-05-09,8.822
2023-05-10,8.822
2023-05-11,8.822
2023-05-12,8.822
2023-05-13,8.822
2023-05-14,8.822
2023-05-15,8.822
2023-05-16,8.822
2023-05-17,8.822
2023-05-18,8.822
2023-05-19,8.822
2023-05-20,8.822
2023-05-21,8.822
2023-05-22,8.822
2023-05-23,8.822
2023-05-24,8.826
2023-05-25,8.826
2023-05-26,8.826
2023-05-27,8.826
2023-05-28,8.826
2023-05-29,8.826
2023-05-30,8.834
2023-05-31,8.945
2023-06-01,8.945
2023-06-02,8.945
2023-06-03,8.945
2023-06-04,8.945
2023-06-05,8.945
2023-06-06,8.945
2023-06-07,8.945
2023-06-08,8.945
2023-06-09,8.945
2023-06-10,8.945
2023-06-11,8.945
2023-06-12,8.948
2023-06-13,8.882
2023-06-14,8.936
2023-06-15,8.936
2023-06-16,8.936
2023-06-17,8.936
2023-06-18,8.936
2023-06-19,8.936
2023-06-20,8.936
2023-06-21,8.936
2023-06-22,8.936
2023-06-23,8.936
2023-06-24,8.936
2023-06-25,8.936
2023-06-26,8.936
2023-06-27,8.936
2023-06-28,8.936
2023-06-29,8.936
2023-06-30,8.936
2023-07-01,8.936
2023-07-02,8.936
2023-07-03,8.936
2023-07-04,8.936
2023-07-05,8.964
2023-07-06,8.964
2023-07-07,8.964
2023-07-08,8.964
2023-07-09,8.964
2023-07-10,8.964
2023-07-11,8.964
2023-07-12,8.964
2023-07-13,9.111
2023-07-14,9.111
2023-07-15,9.111
2023-07-16,9.111
2023-07-17,9.197
2023-07-18,9.197
2023-07-19,9.197
2023-07-20,9.197
2023-07-21,9.197
2023-07-22,9.197
2023-07-23,9.197
2023-07-24,9.197
2023-07-25,11.108
2023-07-26,11.872
2023-07-27,11.872
2023-07-28,11.872
2023-07-29,11.872
2023-07-30,11.872
2023-07-31,11.872
2023-08-01,11.872
2023-08-02,11.872
2023-08-03,11.872
2023-08-04,11.872
2023-08-05,11.872
2023-08-06,11.872
2023-08-07,11.872
2023-08-08,11.814
2023-08-09,11.814
2023-08-10,11.814
2023-08-11,11.814
2023-08-12,11.814
2023-08-13,11.814
2023-08-14,11.814
2023-08-15,11.814
2023-08-16,11.814
2023-08-17,11.814
2023-08-18,11.814
2023-08-19,11.814
2023-08-20,11.814
2023-08-21,11.814
2023-08-22,11.814
2023-08-23,11.814
2023-08-24,11.814
2023-08-25,11.814
2023-08-26,11.814
2023-08-27,11.814
2023-08-28,11.814
2023-08-29,11.814
2023-08-30,11.814
2023-08-31,11.814
2023-09-01,11.872
2023-09-02,11.872
2023-09-03,11.872
2023-09-04,11.872
2023-09-05,11.872
2023-09-06,11.872
2023-09-07,11.872
2023-09-08,11.872
2023-09-09,11.872
2023-09-10,11.872
2023-09-11,11.904
2023-09-12,11.904
2023-09-13,11.904
2023-09-14,11.904
2023-09-15,11.873
2023-09-16,11.873
2023-09-17,11.873
2023-09-18,11.981
2023-09-19,11.981
