,CTXS US Equity
2020-03-30,7.635
2020-03-31,7.635
2020-04-01,7.635
2020-04-02,7.635
2020-04-03,7.635
2020-04-04,7.635
2020-04-05,7.635
2020-04-06,7.635
2020-04-07,7.635
2020-04-08,7.635
2020-04-09,7.635
2020-04-10,7.635
2020-04-11,7.635
2020-04-12,7.635
2020-04-13,7.635
2020-04-14,7.635
2020-04-15,7.635
2020-04-16,7.635
2020-04-17,7.55
2020-04-18,7.55
2020-04-19,7.55
2020-04-20,7.55
2020-04-21,7.55
2020-04-22,7.55
2020-04-23,7.544
2020-04-24,7.361
2020-04-25,7.361
2020-04-26,7.361
2020-04-27,7.361
2020-04-28,7.361
2020-04-29,7.361
2020-04-30,7.361
2020-05-01,7.361
2020-05-02,7.361
2020-05-03,7.361
2020-05-04,7.361
2020-05-05,7.361
2020-05-06,7.361
2020-05-07,7.361
2020-05-08,7.361
2020-05-09,7.361
2020-05-10,7.361
2020-05-11,7.361
2020-05-12,7.361
2020-05-13,7.361
2020-05-14,7.361
2020-05-15,7.361
2020-05-16,7.361
2020-05-17,7.361
2020-05-18,7.361
2020-05-19,7.361
2020-05-20,7.361
2020-05-21,7.361
2020-05-22,7.361
2020-05-23,7.361
2020-05-24,7.361
2020-05-25,7.361
2020-05-26,7.361
2020-05-27,7.361
2020-05-28,7.361
2020-05-29,7.361
2020-05-30,7.361
2020-05-31,7.361
2020-06-01,7.361
2020-06-02,7.361
2020-06-03,7.361
2020-06-04,7.361
2020-06-05,7.361
2020-06-06,7.361
2020-06-07,7.361
2020-06-08,7.361
2020-06-09,7.361
2020-06-10,7.361
2020-06-11,7.361
2020-06-12,7.361
2020-06-13,7.361
2020-06-14,7.361
2020-06-15,7.361
2020-06-16,7.361
2020-06-17,7.361
2020-06-18,7.361
2020-06-19,7.361
2020-06-20,7.361
2020-06-21,7.361
2020-06-22,7.361
2020-06-23,7.361
2020-06-24,7.361
2020-06-25,7.361
2020-06-26,7.361
2020-06-27,7.361
2020-06-28,7.361
2020-06-29,7.361
2020-06-30,7.361
2020-07-01,7.361
2020-07-02,7.361
2020-07-03,7.361
2020-07-04,7.361
2020-07-05,7.361
2020-07-06,7.361
2020-07-07,7.361
2020-07-08,7.361
2020-07-09,7.361
2020-07-10,7.361
2020-07-11,7.361
2020-07-12,7.361
2020-07-13,7.361
2020-07-14,7.361
2020-07-15,7.361
2020-07-16,7.361
2020-07-17,7.361
2020-07-18,7.361
2020-07-19,7.361
2020-07-20,7.42
2020-07-21,7.42
2020-07-22,7.42
2020-07-23,7.44
2020-07-24,7.463
2020-07-25,7.463
2020-07-26,7.463
2020-07-27,7.463
2020-07-28,7.463
2020-07-29,7.463
2020-07-30,7.463
2020-07-31,7.361
2020-08-01,7.361
2020-08-02,7.361
2020-08-03,7.361
2020-08-04,7.361
2020-08-05,7.361
2020-08-06,7.361
2020-08-07,7.361
2020-08-08,7.361
2020-08-09,7.361
2020-08-10,7.361
2020-08-11,7.361
2020-08-12,7.361
2020-08-13,7.361
2020-08-14,7.361
2020-08-15,7.361
2020-08-16,7.361
2020-08-17,7.361
2020-08-18,7.361
2020-08-19,7.361
2020-08-20,7.308
2020-08-21,7.308
2020-08-22,7.308
2020-08-23,7.308
2020-08-24,7.308
2020-08-25,7.308
2020-08-26,7.308
2020-08-27,7.308
2020-08-28,7.308
2020-08-29,7.308
2020-08-30,7.308
2020-08-31,7.308
2020-09-01,7.308
2020-09-02,7.308
2020-09-03,7.308
2020-09-04,7.308
2020-09-05,7.308
2020-09-06,7.308
2020-09-07,7.308
2020-09-08,7.308
2020-09-09,7.308
2020-09-10,7.308
2020-09-11,7.308
2020-09-12,7.308
2020-09-13,7.308
2020-09-14,7.308
2020-09-15,7.308
2020-09-16,7.308
2020-09-17,7.308
2020-09-18,7.308
2020-09-19,7.308
2020-09-20,7.308
2020-09-21,7.308
2020-09-22,7.308
2020-09-23,7.308
2020-09-24,7.308
2020-09-25,7.308
2020-09-26,7.308
2020-09-27,7.308
2020-09-28,7.308
2020-09-29,7.308
2020-09-30,7.308
2020-10-01,7.308
2020-10-02,7.308
2020-10-03,7.308
2020-10-04,7.308
2020-10-05,7.308
2020-10-06,7.308
2020-10-07,7.308
2020-10-08,7.308
2020-10-09,7.308
2020-10-10,7.308
2020-10-11,7.308
2020-10-12,7.308
2020-10-13,7.308
2020-10-14,7.328
2020-10-15,7.328
2020-10-16,7.328
2020-10-17,7.309
2020-10-18,7.309
2020-10-19,7.309
2020-10-20,7.309
2020-10-21,7.309
2020-10-22,7.185
2020-10-23,7.296
2020-10-24,7.296
2020-10-25,7.296
2020-10-26,7.296
2020-10-27,7.296
2020-10-28,7.296
2020-10-29,7.296
2020-10-30,7.296
2020-10-31,7.296
2020-11-01,7.296
2020-11-02,7.296
2020-11-03,7.296
2020-11-04,7.296
2020-11-05,7.296
2020-11-06,7.296
2020-11-07,7.296
2020-11-08,7.296
2020-11-09,7.296
2020-11-10,7.296
2020-11-11,7.296
2020-11-12,7.296
2020-11-13,7.296
2020-11-14,7.296
2020-11-15,7.296
2020-11-16,7.296
2020-11-17,7.296
2020-11-18,7.296
2020-11-19,7.296
2020-11-20,7.296
2020-11-21,7.296
2020-11-22,7.296
2020-11-23,7.296
2020-11-24,7.296
2020-11-25,7.296
2020-11-26,7.296
2020-11-27,7.296
2020-11-28,7.296
2020-11-29,7.296
2020-11-30,7.296
2020-12-01,7.296
2020-12-02,7.296
2020-12-03,7.296
2020-12-04,7.296
2020-12-05,7.296
2020-12-06,7.296
2020-12-07,7.296
2020-12-08,7.296
2020-12-09,7.296
2020-12-10,7.296
2020-12-11,7.296
2020-12-12,7.296
2020-12-13,7.296
2020-12-14,7.296
2020-12-15,7.296
2020-12-16,7.296
2020-12-17,7.296
2020-12-18,7.296
2020-12-19,7.296
2020-12-20,7.296
2020-12-21,7.296
2020-12-22,7.254
2020-12-23,7.254
2020-12-24,7.254
2020-12-25,7.254
2020-12-26,7.254
2020-12-27,7.254
2020-12-28,7.254
2020-12-29,7.254
2020-12-30,7.254
2020-12-31,7.254
2021-01-01,7.254
2021-01-02,7.254
2021-01-03,7.254
2021-01-04,7.179
2021-01-05,7.179
2021-01-06,7.179
2021-01-07,7.179
2021-01-08,7.179
2021-01-09,7.179
2021-01-10,7.179
2021-01-11,7.179
2021-01-12,7.179
2021-01-13,7.179
2021-01-14,7.179
2021-01-15,7.179
2021-01-16,7.179
2021-01-17,7.179
2021-01-18,7.179
2021-01-19,7.22
2021-01-20,7.174
2021-01-21,7.174
2021-01-22,7.174
2021-01-23,7.174
2021-01-24,7.174
2021-01-25,7.241
2021-01-26,7.241
2021-01-27,7.241
2021-01-28,7.241
2021-01-29,7.241
2021-01-30,7.241
2021-01-31,7.241
2021-02-01,7.241
2021-02-02,7.241
2021-02-03,7.241
2021-02-04,7.241
2021-02-05,7.241
2021-02-06,7.3
2021-02-07,7.3
2021-02-08,7.3
2021-02-09,7.3
2021-02-10,7.3
2021-02-11,7.3
2021-02-12,7.3
2021-02-13,7.3
2021-02-14,7.3
2021-02-15,7.3
2021-02-16,7.3
2021-02-17,7.3
2021-02-18,7.3
2021-02-19,7.3
2021-02-20,7.3
2021-02-21,7.3
2021-02-22,7.3
2021-02-23,7.3
2021-02-24,7.3
2021-02-25,7.3
2021-02-26,7.325
2021-02-27,7.325
2021-02-28,7.328
2021-03-01,7.328
2021-03-02,7.328
2021-03-03,7.328
2021-03-04,7.328
2021-03-05,7.328
2021-03-06,7.328
2021-03-07,7.328
2021-03-08,7.328
2021-03-09,7.328
2021-03-10,7.328
2021-03-11,7.328
2021-03-12,7.328
2021-03-13,7.328
2021-03-14,7.328
2021-03-15,7.307
2021-03-16,7.307
2021-03-17,7.307
2021-03-18,7.307
2021-03-19,7.308
2021-03-20,7.308
2021-03-21,7.308
2021-03-22,7.308
2021-03-23,7.308
2021-03-24,7.308
2021-03-25,7.308
2021-03-26,7.308
2021-03-27,7.306
2021-03-28,7.306
2021-03-29,7.306
2021-03-30,7.306
2021-03-31,7.306
2021-04-01,7.306
2021-04-02,7.306
2021-04-03,7.306
2021-04-04,7.306
2021-04-05,7.306
2021-04-06,7.306
2021-04-07,7.306
2021-04-08,7.306
2021-04-09,7.328
2021-04-10,7.33
2021-04-11,7.33
2021-04-12,7.33
2021-04-13,7.322
2021-04-14,7.322
2021-04-15,7.322
2021-04-16,7.322
2021-04-17,7.322
2021-04-18,7.322
2021-04-19,7.322
2021-04-20,7.364
2021-04-21,7.364
2021-04-22,7.364
2021-04-23,7.364
2021-04-24,7.367
2021-04-25,7.367
2021-04-26,7.367
2021-04-27,7.367
2021-04-28,7.367
2021-04-29,7.222
2021-04-30,6.84
2021-05-01,6.828
2021-05-02,6.828
2021-05-03,6.828
2021-05-04,6.828
2021-05-05,6.828
2021-05-06,6.828
2021-05-07,6.828
2021-05-08,6.828
2021-05-09,6.828
2021-05-10,6.828
2021-05-11,6.828
2021-05-12,6.828
2021-05-13,6.828
2021-05-14,6.828
2021-05-15,6.828
2021-05-16,6.828
2021-05-17,6.828
2021-05-18,6.828
2021-05-19,6.828
2021-05-20,6.828
2021-05-21,6.828
2021-05-22,6.828
2021-05-23,6.828
2021-05-24,6.828
2021-05-25,6.828
2021-05-26,6.828
2021-05-27,6.828
2021-05-28,6.828
2021-05-29,6.828
2021-05-30,6.828
2021-05-31,6.828
2021-06-01,6.828
2021-06-02,6.828
2021-06-03,6.828
2021-06-04,6.828
2021-06-05,6.828
2021-06-06,6.828
2021-06-07,6.828
2021-06-08,6.828
2021-06-09,6.828
2021-06-10,6.828
2021-06-11,6.763
2021-06-12,6.763
2021-06-13,6.763
2021-06-14,6.763
2021-06-15,6.763
2021-06-16,6.763
2021-06-17,6.763
2021-06-18,6.763
2021-06-19,6.763
2021-06-20,6.763
2021-06-21,6.763
2021-06-22,6.763
2021-06-23,6.763
2021-06-24,6.763
2021-06-25,6.763
2021-06-26,6.763
2021-06-27,6.763
2021-06-28,6.763
2021-06-29,6.763
2021-06-30,6.763
2021-07-01,6.763
2021-07-02,6.763
2021-07-03,6.763
2021-07-04,6.763
2021-07-05,6.763
2021-07-06,6.763
2021-07-07,6.763
2021-07-08,6.763
2021-07-09,6.763
2021-07-10,6.763
2021-07-11,6.763
2021-07-12,6.763
2021-07-13,6.763
2021-07-14,6.763
2021-07-15,6.763
2021-07-16,6.763
2021-07-17,6.763
2021-07-18,6.763
2021-07-19,6.763
2021-07-20,6.763
2021-07-21,6.763
2021-07-22,6.763
2021-07-23,6.763
2021-07-24,6.763
2021-07-25,6.775
2021-07-26,6.775
2021-07-27,6.775
2021-07-28,6.775
2021-07-29,6.265
2021-07-30,5.894
2021-07-31,5.83
2021-08-01,5.83
2021-08-02,5.83
2021-08-03,5.83
2021-08-04,5.83
2021-08-05,5.83
2021-08-06,5.83
2021-08-07,5.83
2021-08-08,5.83
2021-08-09,5.83
2021-08-10,5.83
2021-08-11,5.83
2021-08-12,5.83
2021-08-13,5.83
2021-08-14,5.83
2021-08-15,5.83
2021-08-16,5.83
2021-08-17,5.83
2021-08-18,5.759
2021-08-19,5.759
2021-08-20,5.759
2021-08-21,5.759
2021-08-22,5.759
2021-08-23,5.759
2021-08-24,5.759
2021-08-25,5.759
2021-08-26,5.759
2021-08-27,5.759
2021-08-28,5.735
2021-08-29,5.735
2021-08-30,5.735
2021-08-31,5.735
2021-09-01,5.735
2021-09-02,5.735
2021-09-03,5.735
2021-09-04,5.735
2021-09-05,5.735
2021-09-06,5.735
2021-09-07,5.735
2021-09-08,5.735
2021-09-09,5.735
2021-09-10,5.735
2021-09-11,5.735
2021-09-12,5.735
2021-09-13,5.735
2021-09-14,5.735
2021-09-15,5.735
2021-09-16,5.735
2021-09-17,5.735
2021-09-18,5.735
2021-09-19,5.735
2021-09-20,5.735
2021-09-21,5.735
2021-09-22,5.735
2021-09-23,5.735
2021-09-24,5.735
2021-09-25,5.735
2021-09-26,5.735
2021-09-27,5.735
2021-09-28,5.735
2021-09-29,5.735
2021-09-30,5.735
2021-10-01,5.735
2021-10-02,5.735
2021-10-03,5.735
2021-10-04,5.735
2021-10-05,5.735
2021-10-06,5.735
2021-10-07,5.735
2021-10-08,5.735
2021-10-09,5.735
2021-10-10,5.735
2021-10-11,5.735
2021-10-12,5.735
2021-10-13,5.735
2021-10-14,5.735
2021-10-15,5.735
2021-10-16,5.735
2021-10-17,5.735
2021-10-18,5.735
2021-10-19,5.735
2021-10-20,5.735
2021-10-21,5.735
2021-10-22,5.735
2021-10-23,5.735
2021-10-24,5.735
2021-10-25,5.735
2021-10-26,5.716
2021-10-27,5.716
2021-10-28,5.716
2021-10-29,5.716
2021-10-30,5.716
2021-10-31,5.716
2021-11-01,5.716
2021-11-02,5.716
2021-11-03,5.716
2021-11-04,5.27
2021-11-05,5.337
2021-11-06,5.337
2021-11-07,5.337
2021-11-08,5.314
2021-11-09,5.314
2021-11-10,5.314
2021-11-11,5.314
2021-11-12,5.314
2021-11-13,5.314
2021-11-14,5.314
2021-11-15,5.314
2021-11-16,5.314
2021-11-17,5.314
2021-11-18,5.314
2021-11-19,5.314
2021-11-20,5.314
2021-11-21,5.314
2021-11-22,5.296
2021-11-23,5.296
2021-11-24,5.296
2021-11-25,5.296
2021-11-26,5.296
2021-11-27,5.295
2021-11-28,5.295
2021-11-29,5.295
2021-11-30,5.295
2021-12-01,5.295
2021-12-02,5.295
2021-12-03,5.295
2021-12-04,5.295
2021-12-05,5.295
2021-12-06,5.295
2021-12-07,5.295
2021-12-08,5.295
2021-12-09,5.295
2021-12-10,5.295
2021-12-11,5.295
2021-12-12,5.295
2021-12-13,5.295
2021-12-14,5.295
2021-12-15,5.295
2021-12-16,5.261
2021-12-17,5.261
2021-12-18,5.261
2021-12-19,5.261
2021-12-20,5.261
2021-12-21,5.212
2021-12-22,5.212
2021-12-23,5.212
2021-12-24,5.212
2021-12-25,5.212
2021-12-26,5.212
2021-12-27,5.212
2021-12-28,5.212
2021-12-29,5.212
2021-12-30,5.212
2021-12-31,5.212
2022-01-01,5.212
2022-01-02,5.212
2022-01-03,5.212
2022-01-04,5.212
2022-01-05,5.212
2022-01-06,5.212
2022-01-07,5.212
2022-01-08,5.209
2022-01-09,5.19
2022-01-10,5.19
2022-01-11,5.19
2022-01-12,5.181
2022-01-13,5.181
2022-01-14,5.181
2022-01-15,5.181
2022-01-16,5.181
2022-01-17,5.181
2022-01-18,5.181
2022-01-19,5.229
2022-01-20,5.229
2022-01-21,5.229
2022-01-22,5.229
2022-01-23,5.229
2022-01-24,5.229
2022-01-25,5.186
2022-01-26,5.186
2022-01-27,5.186
2022-01-28,5.186
2022-01-29,5.186
2022-01-30,5.186
2022-01-31,5.205
2022-02-01,5.222
2022-02-02,5.25
2022-02-03,5.25
2022-02-04,5.25
2022-02-05,5.25
2022-02-06,5.25
2022-02-07,5.25
2022-02-08,5.25
2022-02-09,5.25
2022-02-10,5.25
2022-02-11,5.25
2022-02-12,5.25
2022-02-13,5.172
2022-02-14,5.172
2022-02-15,5.172
2022-02-16,5.172
2022-02-17,5.172
2022-02-18,5.172
2022-02-19,5.172
2022-02-20,5.172
2022-02-21,5.172
2022-02-22,5.25
2022-02-23,5.25
2022-02-24,5.25
2022-02-25,5.25
2022-02-26,5.25
2022-02-27,5.25
2022-02-28,5.25
2022-03-01,5.25
2022-03-02,5.25
2022-03-03,5.25
2022-03-04,5.25
2022-03-05,5.25
2022-03-06,5.25
2022-03-07,5.25
2022-03-08,5.25
2022-03-09,5.25
2022-03-10,5.25
2022-03-11,5.25
2022-03-12,5.25
2022-03-13,5.25
2022-03-14,5.25
2022-03-15,5.25
2022-03-16,5.25
2022-03-17,5.25
2022-03-18,5.25
2022-03-19,5.25
2022-03-20,5.25
2022-03-21,5.25
2022-03-22,5.25
2022-03-23,5.25
2022-03-24,5.29
2022-03-25,5.29
2022-03-26,5.29
2022-03-27,5.29
2022-03-28,5.29
2022-03-29,5.29
2022-03-30,5.29
2022-03-31,5.29
2022-04-01,5.29
2022-04-02,5.29
2022-04-03,5.29
2022-04-04,5.193
2022-04-05,5.193
2022-04-06,5.193
2022-04-07,5.193
2022-04-08,5.193
2022-04-09,5.193
2022-04-10,5.193
2022-04-11,5.193
2022-04-12,5.193
2022-04-13,5.193
2022-04-14,5.193
2022-04-15,5.193
2022-04-16,5.193
2022-04-17,5.193
2022-04-18,5.193
2022-04-19,5.193
2022-04-20,5.208
2022-04-21,5.208
2022-04-22,5.208
2022-04-23,5.208
2022-04-24,5.208
2022-04-25,5.208
2022-04-26,5.208
2022-04-27,5.208
2022-04-28,5.208
2022-04-29,5.208
2022-04-30,5.208
2022-05-01,5.208
2022-05-02,5.208
2022-05-03,5.208
2022-05-04,5.208
2022-05-05,5.208
2022-05-06,5.208
2022-05-07,5.208
2022-05-08,5.208
2022-05-09,5.208
2022-05-10,5.208
2022-05-11,5.208
2022-05-12,5.208
2022-05-13,5.208
2022-05-14,5.208
2022-05-15,5.208
2022-05-16,5.208
2022-05-17,5.208
2022-05-18,5.208
2022-05-19,5.208
2022-05-20,5.208
2022-05-21,5.208
2022-05-22,5.208
2022-05-23,5.208
2022-05-24,5.208
2022-05-25,5.208
2022-05-26,5.23
2022-05-27,5.23
2022-05-28,5.23
2022-05-29,5.23
2022-05-30,5.23
2022-05-31,5.23
2022-06-01,5.23
2022-06-02,5.23
2022-06-03,5.23
2022-06-04,5.23
2022-06-05,5.23
2022-06-06,5.23
2022-06-07,5.23
2022-06-08,5.23
2022-06-09,5.23
2022-06-10,5.23
2022-06-11,5.23
2022-06-12,5.23
2022-06-13,5.23
2022-06-14,5.23
2022-06-15,5.23
2022-06-16,5.23
2022-06-17,5.158
2022-06-18,5.243
2022-06-19,5.243
2022-06-20,5.243
2022-06-21,5.243
2022-06-22,5.243
2022-06-23,5.243
2022-06-24,5.243
2022-06-25,5.243
2022-06-26,5.243
2022-06-27,5.243
2022-06-28,5.204
2022-06-29,5.204
2022-06-30,5.204
2022-07-01,5.204
2022-07-02,5.204
2022-07-03,5.204
2022-07-04,5.204
2022-07-05,5.204
2022-07-06,5.204
2022-07-07,5.204
2022-07-08,5.236
2022-07-09,5.252
2022-07-10,5.252
2022-07-11,5.252
2022-07-12,5.252
2022-07-13,5.252
2022-07-14,5.252
2022-07-15,5.252
2022-07-16,5.252
2022-07-17,5.252
2022-07-18,5.252
2022-07-19,5.252
2022-07-20,5.252
2022-07-21,5.252
2022-07-22,5.252
2022-07-23,5.252
2022-07-24,5.252
2022-07-25,5.252
2022-07-26,5.252
2022-07-27,5.317
2022-07-28,5.317
2022-07-29,5.317
2022-07-30,5.317
2022-07-31,5.317
2022-08-01,5.317
2022-08-02,5.319
2022-08-03,5.319
2022-08-04,5.319
2022-08-05,5.319
2022-08-06,5.319
2022-08-07,5.319
2022-08-08,5.319
2022-08-09,5.319
2022-08-10,5.319
2022-08-11,5.319
2022-08-12,5.319
2022-08-13,5.319
2022-08-14,5.319
2022-08-15,5.319
2022-08-16,5.319
2022-08-17,5.319
2022-08-18,5.319
2022-08-19,5.319
2022-08-20,5.319
2022-08-21,5.319
2022-08-22,5.319
2022-08-23,5.319
2022-08-24,5.319
2022-08-25,5.319
2022-08-26,5.319
2022-08-27,5.527
2022-08-28,5.527
2022-08-29,5.527
2022-08-30,5.67
2022-08-31,5.67
2022-09-01,5.67
2022-09-02,5.576
2022-09-03,5.576
2022-09-04,5.576
2022-09-05,5.576
2022-09-06,5.576
2022-09-07,5.576
2022-09-08,5.576
2022-09-09,5.576
2022-09-10,5.576
2022-09-11,5.576
2022-09-12,5.535
2022-09-13,5.535
2022-09-14,5.535
2022-09-15,5.535
2022-09-16,5.535
2022-09-17,5.535
2022-09-18,5.535
2022-09-19,5.535
2022-09-20,5.535
2022-09-21,5.535
2022-09-22,5.535
2022-09-23,5.535
2022-09-24,5.535
2022-09-25,5.535
2022-09-26,5.535
2022-09-27,5.535
2022-09-28,5.535
2022-09-29,5.535
2022-09-30,5.576
2022-10-01,5.576
2022-10-02,5.488
2022-10-03,5.546
2022-10-04,5.546
2022-10-05,5.546
2022-10-06,5.546
2022-10-07,5.546
2022-10-08,5.546
2022-10-09,5.546
2022-10-10,5.546
2022-10-11,5.546
2022-10-12,5.546
2022-10-13,5.546
2022-10-14,5.546
2022-10-15,5.546
2022-10-16,5.546
2022-10-17,5.546
2022-10-18,5.546
2022-10-19,5.546
2022-10-20,5.546
2022-10-21,5.546
2022-10-22,5.546
2022-10-23,5.546
2022-10-24,5.546
2022-10-25,5.546
2022-10-26,5.546
2022-10-27,5.546
2022-10-28,5.546
2022-10-29,5.546
2022-10-30,5.546
2022-10-31,5.546
2022-11-01,5.546
2022-11-02,5.546
2022-11-03,5.546
2022-11-04,5.59
2022-11-05,5.59
2022-11-06,5.59
2022-11-07,5.59
2022-11-08,5.59
2022-11-09,5.59
2022-11-10,5.59
2022-11-11,5.59
2022-11-12,5.59
2022-11-13,5.59
2022-11-14,5.59
2022-11-15,5.59
2022-11-16,5.59
2022-11-17,5.59
2022-11-18,5.59
2022-11-19,5.59
2022-11-20,5.59
2022-11-21,5.59
2022-11-22,5.59
2022-11-23,5.59
2022-11-24,5.59
2022-11-25,5.59
2022-11-26,5.59
2022-11-27,5.59
2022-11-28,5.59
2022-11-29,5.59
2022-11-30,5.59
2022-12-01,5.59
2022-12-02,5.59
2022-12-03,5.59
2022-12-04,5.59
2022-12-05,5.59
2022-12-06,5.59
2022-12-07,5.59
2022-12-08,5.59
2022-12-09,5.59
2022-12-10,5.59
2022-12-11,5.59
2022-12-12,5.59
2022-12-13,5.59
2022-12-14,5.59
2022-12-15,5.59
2022-12-16,5.59
2022-12-17,5.59
2022-12-18,5.59
2022-12-19,5.59
2022-12-20,5.59
2022-12-21,5.59
2022-12-22,5.59
2022-12-23,5.59
2022-12-24,5.59
2022-12-25,5.59
2022-12-26,5.59
2022-12-27,5.59
2022-12-28,5.59
2022-12-29,5.59
2022-12-30,5.59
2022-12-31,5.59
2023-01-01,5.59
2023-01-02,5.59
2023-01-03,5.59
2023-01-04,5.59
2023-01-05,5.59
2023-01-06,5.59
2023-01-07,5.59
2023-01-08,5.59
2023-01-09,5.59
2023-01-10,5.59
2023-01-11,5.59
2023-01-12,5.59
2023-01-13,5.59
2023-01-14,5.59
2023-01-15,5.59
2023-01-16,5.59
2023-01-17,5.59
2023-01-18,5.59
2023-01-19,5.59
2023-01-20,5.59
2023-01-21,5.59
2023-01-22,5.59
2023-01-23,5.59
2023-01-24,5.59
2023-01-25,5.59
2023-01-26,5.59
2023-01-27,5.59
2023-01-28,5.59
2023-01-29,5.59
2023-01-30,5.59
2023-01-31,5.59
2023-02-01,5.59
2023-02-02,5.59
2023-02-03,5.59
2023-02-04,5.59
2023-02-05,5.59
2023-02-06,5.59
2023-02-07,5.59
2023-02-08,5.59
2023-02-09,5.59
2023-02-10,5.59
2023-02-11,5.59
2023-02-12,5.59
2023-02-13,5.59
2023-02-14,5.59
2023-02-15,5.59
2023-02-16,5.59
2023-02-17,5.59
2023-02-18,5.59
2023-02-19,5.59
2023-02-20,5.59
2023-02-21,5.59
2023-02-22,5.59
2023-02-23,5.59
2023-02-24,5.59
2023-02-25,5.59
2023-02-26,5.59
2023-02-27,5.59
2023-02-28,5.59
2023-03-01,5.59
2023-03-02,5.59
2023-03-03,5.59
2023-03-04,5.59
2023-03-05,5.59
2023-03-06,5.59
2023-03-07,5.59
2023-03-08,5.59
2023-03-09,5.59
2023-03-10,5.59
2023-03-11,5.59
2023-03-12,5.59
2023-03-13,5.59
2023-03-14,5.59
2023-03-15,5.59
2023-03-16,5.59
2023-03-17,5.59
2023-03-18,5.59
2023-03-19,5.59
2023-03-20,5.59
2023-03-21,5.59
2023-03-22,5.59
2023-03-23,5.59
2023-03-24,5.59
2023-03-25,5.59
2023-03-26,5.59
2023-03-27,5.59
2023-03-28,5.59
2023-03-29,5.59
2023-03-30,5.59
2023-03-31,5.59
2023-04-01,5.59
2023-04-02,5.59
2023-04-03,5.59
2023-04-04,5.59
2023-04-05,5.59
2023-04-06,5.59
2023-04-07,5.59
2023-04-08,5.59
2023-04-09,5.59
2023-04-10,5.59
2023-04-11,5.59
2023-04-12,5.59
2023-04-13,5.59
2023-04-14,5.59
2023-04-15,5.59
2023-04-16,5.59
2023-04-17,5.59
2023-04-18,5.59
2023-04-19,5.59
2023-04-20,5.59
2023-04-21,5.59
2023-04-22,5.59
2023-04-23,5.59
2023-04-24,5.59
2023-04-25,5.59
2023-04-26,5.59
2023-04-27,5.59
2023-04-28,5.59
2023-04-29,5.59
2023-04-30,5.59
2023-05-01,5.59
2023-05-02,5.59
2023-05-03,5.59
2023-05-04,5.59
2023-05-05,5.59
2023-05-06,5.59
2023-05-07,5.59
2023-05-08,5.59
2023-05-09,5.59
2023-05-10,5.59
2023-05-11,5.59
2023-05-12,5.59
2023-05-13,5.59
2023-05-14,5.59
2023-05-15,5.59
2023-05-16,5.59
2023-05-17,5.59
2023-05-18,5.59
2023-05-19,5.59
2023-05-20,5.59
2023-05-21,5.59
2023-05-22,5.59
2023-05-23,5.59
2023-05-24,5.59
2023-05-25,5.59
2023-05-26,5.59
2023-05-27,5.59
2023-05-28,5.59
2023-05-29,5.59
2023-05-30,5.59
2023-05-31,5.59
2023-06-01,5.59
2023-06-02,5.59
2023-06-03,5.59
2023-06-04,5.59
2023-06-05,5.59
2023-06-06,5.59
2023-06-07,5.59
2023-06-08,5.59
2023-06-09,5.59
2023-06-10,5.59
2023-06-11,5.59
2023-06-12,5.59
2023-06-13,5.59
2023-06-14,5.59
2023-06-15,5.59
2023-06-16,5.59
2023-06-17,5.59
2023-06-18,5.59
2023-06-19,5.59
2023-06-20,5.59
2023-06-21,5.59
2023-06-22,5.59
2023-06-23,5.59
