,SON US Equity
2021-04-19,3.94
2021-04-20,3.94
2021-04-21,3.94
2021-04-22,3.94
2021-04-23,3.89
2021-04-24,3.89
2021-04-25,3.89
2021-04-26,3.89
2021-04-27,3.89
2021-04-28,3.89
2021-04-29,3.89
2021-04-30,3.89
2021-05-01,3.89
2021-05-02,3.89
2021-05-03,3.89
2021-05-04,3.89
2021-05-05,3.89
2021-05-06,3.89
2021-05-07,3.89
2021-05-08,3.89
2021-05-09,3.89
2021-05-10,3.89
2021-05-11,3.89
2021-05-12,3.89
2021-05-13,3.89
2021-05-14,3.89
2021-05-15,3.89
2021-05-16,3.89
2021-05-17,3.89
2021-05-18,3.89
2021-05-19,3.89
2021-05-20,3.89
2021-05-21,3.89
2021-05-22,3.89
2021-05-23,3.89
2021-05-24,3.89
2021-05-25,3.89
2021-05-26,3.89
2021-05-27,3.89
2021-05-28,3.89
2021-05-29,3.89
2021-05-30,3.89
2021-05-31,3.89
2021-06-01,3.89
2021-06-02,3.89
2021-06-03,3.89
2021-06-04,3.89
2021-06-05,3.89
2021-06-06,3.89
2021-06-07,3.89
2021-06-08,3.89
2021-06-09,3.89
2021-06-10,3.89
2021-06-11,3.89
2021-06-12,3.89
2021-06-13,3.89
2021-06-14,3.89
2021-06-15,3.89
2021-06-16,3.89
2021-06-17,3.89
2021-06-18,3.89
2021-06-19,3.89
2021-06-20,3.89
2021-06-21,3.89
2021-06-22,3.89
2021-06-23,3.89
2021-06-24,3.89
2021-06-25,3.89
2021-06-26,3.89
2021-06-27,3.89
2021-06-28,3.89
2021-06-29,3.89
2021-06-30,3.89
2021-07-01,3.89
2021-07-02,3.89
2021-07-03,3.89
2021-07-04,3.89
2021-07-05,3.89
2021-07-06,3.89
2021-07-07,3.89
2021-07-08,3.89
2021-07-09,3.89
2021-07-10,3.89
2021-07-11,3.89
2021-07-12,3.89
2021-07-13,3.89
2021-07-14,3.89
2021-07-15,3.89
2021-07-16,3.89
2021-07-17,3.89
2021-07-18,3.89
2021-07-19,3.89
2021-07-20,3.89
2021-07-21,3.89
2021-07-22,3.915
2021-07-23,3.915
2021-07-24,3.915
2021-07-25,3.915
2021-07-26,3.915
2021-07-27,3.915
2021-07-28,3.915
2021-07-29,3.915
2021-07-30,3.915
2021-07-31,3.915
2021-08-01,3.915
2021-08-02,3.915
2021-08-03,3.915
2021-08-04,3.915
2021-08-05,3.915
2021-08-06,3.915
2021-08-07,3.915
2021-08-08,3.915
2021-08-09,3.915
2021-08-10,3.915
2021-08-11,3.915
2021-08-12,3.915
2021-08-13,3.915
2021-08-14,3.915
2021-08-15,3.915
2021-08-16,3.915
2021-08-17,3.915
2021-08-18,3.915
2021-08-19,3.915
2021-08-20,3.915
2021-08-21,3.915
2021-08-22,3.915
2021-08-23,3.915
2021-08-24,3.915
2021-08-25,3.915
2021-08-26,3.915
2021-08-27,3.915
2021-08-28,3.915
2021-08-29,3.915
2021-08-30,3.915
2021-08-31,3.915
2021-09-01,3.915
2021-09-02,3.915
2021-09-03,3.915
2021-09-04,3.915
2021-09-05,3.915
2021-09-06,3.915
2021-09-07,3.915
2021-09-08,3.915
2021-09-09,3.915
2021-09-10,3.915
2021-09-11,3.915
2021-09-12,3.915
2021-09-13,3.915
2021-09-14,3.915
2021-09-15,3.915
2021-09-16,3.915
2021-09-17,3.915
2021-09-18,3.915
2021-09-19,3.915
2021-09-20,3.915
2021-09-21,3.915
2021-09-22,3.915
2021-09-23,3.915
2021-09-24,4.35
2021-09-25,4.35
2021-09-26,4.35
2021-09-27,4.35
2021-09-28,4.35
2021-09-29,4.35
2021-09-30,4.35
2021-10-01,4.35
2021-10-02,4.35
2021-10-03,4.35
2021-10-04,4.35
2021-10-05,4.35
2021-10-06,4.35
2021-10-07,4.35
2021-10-08,4.35
2021-10-09,4.35
2021-10-10,4.35
2021-10-11,4.35
2021-10-12,4.35
2021-10-13,4.35
2021-10-14,4.35
2021-10-15,4.35
2021-10-16,4.35
2021-10-17,4.35
2021-10-18,4.35
2021-10-19,4.35
2021-10-20,4.4
2021-10-21,4.4
2021-10-22,4.35
2021-10-23,4.35
2021-10-24,4.35
2021-10-25,4.35
2021-10-26,4.35
2021-10-27,4.35
2021-10-28,4.35
2021-10-29,4.35
2021-10-30,4.35
2021-10-31,4.35
2021-11-01,4.35
2021-11-02,4.35
2021-11-03,4.35
2021-11-04,4.35
2021-11-05,4.35
2021-11-06,4.35
2021-11-07,4.35
2021-11-08,4.35
2021-11-09,4.35
2021-11-10,4.35
2021-11-11,4.35
2021-11-12,4.35
2021-11-13,4.35
2021-11-14,4.35
2021-11-15,4.35
2021-11-16,4.35
2021-11-17,4.35
2021-11-18,4.35
2021-11-19,4.35
2021-11-20,4.35
2021-11-21,4.35
2021-11-22,4.35
2021-11-23,4.35
2021-11-24,4.35
2021-11-25,4.35
2021-11-26,4.35
2021-11-27,4.35
2021-11-28,4.35
2021-11-29,4.35
2021-11-30,4.35
2021-12-01,4.35
2021-12-02,4.35
2021-12-03,4.35
2021-12-04,4.35
2021-12-05,4.35
2021-12-06,4.35
2021-12-07,4.35
2021-12-08,4.35
2021-12-09,4.35
2021-12-10,4.42
2021-12-11,4.42
2021-12-12,4.42
2021-12-13,4.42
2021-12-14,4.42
2021-12-15,4.47
2021-12-16,4.47
2021-12-17,4.47
2021-12-18,4.47
2021-12-19,4.47
2021-12-20,4.45
2021-12-21,4.45
2021-12-22,4.45
2021-12-23,4.45
2021-12-24,4.45
2021-12-25,4.45
2021-12-26,4.45
2021-12-27,4.45
2021-12-28,4.45
2021-12-29,4.45
2021-12-30,4.45
2021-12-31,4.45
2022-01-01,4.45
2022-01-02,4.45
2022-01-03,4.45
2022-01-04,4.45
2022-01-05,4.45
2022-01-06,4.45
2022-01-07,4.45
2022-01-08,4.45
2022-01-09,4.45
2022-01-10,4.45
2022-01-11,4.45
2022-01-12,4.45
2022-01-13,4.45
2022-01-14,4.45
2022-01-15,4.45
2022-01-16,4.45
2022-01-17,4.45
2022-01-18,4.45
2022-01-19,4.45
2022-01-20,4.45
2022-01-21,4.45
2022-01-22,4.45
2022-01-23,4.45
2022-01-24,4.45
2022-01-25,4.45
2022-01-26,4.45
2022-01-27,4.45
2022-01-28,4.45
2022-01-29,4.45
2022-01-30,4.45
2022-01-31,4.45
2022-02-01,4.45
2022-02-02,4.45
2022-02-03,4.45
2022-02-04,4.45
2022-02-05,4.45
2022-02-06,4.45
2022-02-07,4.45
2022-02-08,4.45
2022-02-09,4.45
2022-02-10,4.79
2022-02-11,4.993
2022-02-12,4.993
2022-02-13,4.993
2022-02-14,4.993
2022-02-15,4.993
2022-02-16,4.993
2022-02-17,4.993
2022-02-18,4.993
2022-02-19,4.993
2022-02-20,4.993
2022-02-21,4.993
2022-02-22,4.993
2022-02-23,4.993
2022-02-24,4.993
2022-02-25,4.993
2022-02-26,4.993
2022-02-27,4.993
2022-02-28,4.993
2022-03-01,4.993
2022-03-02,4.993
2022-03-03,4.993
2022-03-04,4.993
2022-03-05,4.993
2022-03-06,4.993
2022-03-07,4.993
2022-03-08,4.993
2022-03-09,4.993
2022-03-10,4.993
2022-03-11,4.993
2022-03-12,4.993
2022-03-13,4.993
2022-03-14,4.993
2022-03-15,4.993
2022-03-16,4.993
2022-03-17,4.993
2022-03-18,4.993
2022-03-19,4.993
2022-03-20,4.993
2022-03-21,4.993
2022-03-22,4.993
2022-03-23,4.993
2022-03-24,4.993
2022-03-25,4.993
2022-03-26,4.993
2022-03-27,4.993
2022-03-28,4.993
2022-03-29,4.993
2022-03-30,4.993
2022-03-31,4.993
2022-04-01,4.993
2022-04-02,4.993
2022-04-03,4.993
2022-04-04,4.993
2022-04-05,4.993
2022-04-06,4.993
2022-04-07,5.215
2022-04-08,5.215
2022-04-09,5.215
2022-04-10,5.215
2022-04-11,5.215
2022-04-12,5.215
2022-04-13,5.215
2022-04-14,5.215
2022-04-15,5.215
2022-04-16,5.215
2022-04-17,5.215
2022-04-18,5.405
2022-04-19,5.405
2022-04-20,5.405
2022-04-21,5.375
2022-04-22,5.4
2022-04-23,5.4
2022-04-24,5.4
2022-04-25,5.4
2022-04-26,5.4
2022-04-27,5.4
2022-04-28,5.4
2022-04-29,5.4
2022-04-30,5.4
2022-05-01,5.4
2022-05-02,5.4
2022-05-03,5.4
2022-05-04,5.4
2022-05-05,5.4
2022-05-06,5.4
2022-05-07,5.4
2022-05-08,5.4
2022-05-09,5.4
2022-05-10,5.4
2022-05-11,5.4
2022-05-12,5.4
2022-05-13,5.4
2022-05-14,5.4
2022-05-15,5.4
2022-05-16,5.4
2022-05-17,5.4
2022-05-18,5.4
2022-05-19,5.4
2022-05-20,5.4
2022-05-21,5.4
2022-05-22,5.4
2022-05-23,5.4
2022-05-24,5.4
2022-05-25,5.4
2022-05-26,5.4
2022-05-27,5.4
2022-05-28,5.4
2022-05-29,5.4
2022-05-30,5.4
2022-05-31,5.4
2022-06-01,5.4
2022-06-02,5.4
2022-06-03,5.4
2022-06-04,5.4
2022-06-05,5.4
2022-06-06,5.4
2022-06-07,5.4
2022-06-08,5.4
2022-06-09,5.4
2022-06-10,5.4
2022-06-11,5.4
2022-06-12,5.4
2022-06-13,5.4
2022-06-14,5.4
2022-06-15,5.4
2022-06-16,5.4
2022-06-17,5.4
2022-06-18,5.4
2022-06-19,5.4
2022-06-20,5.4
2022-06-21,5.4
2022-06-22,5.4
2022-06-23,5.4
2022-06-24,5.4
2022-06-25,5.4
2022-06-26,5.4
2022-06-27,5.4
2022-06-28,5.4
2022-06-29,5.4
2022-06-30,5.4
2022-07-01,5.7
2022-07-02,5.7
2022-07-03,5.7
2022-07-04,5.7
2022-07-05,5.7
2022-07-06,5.7
2022-07-07,5.7
2022-07-08,5.7
2022-07-09,5.7
2022-07-10,5.7
2022-07-11,5.7
2022-07-12,5.7
2022-07-13,5.7
2022-07-14,5.7
2022-07-15,5.7
2022-07-16,5.7
2022-07-17,5.7
2022-07-18,5.5
2022-07-19,5.66
2022-07-20,5.655
2022-07-21,5.853
2022-07-22,5.853
2022-07-23,5.94
2022-07-24,5.94
2022-07-25,5.94
2022-07-26,5.94
2022-07-27,5.94
2022-07-28,5.94
2022-07-29,5.94
2022-07-30,5.94
2022-07-31,5.94
2022-08-01,5.94
2022-08-02,5.94
2022-08-03,5.94
2022-08-04,5.94
2022-08-05,5.94
2022-08-06,5.94
2022-08-07,5.94
2022-08-08,5.94
2022-08-09,5.94
2022-08-10,5.94
2022-08-11,5.94
2022-08-12,5.94
2022-08-13,5.94
2022-08-14,5.94
2022-08-15,5.94
2022-08-16,5.94
2022-08-17,5.94
2022-08-18,5.94
2022-08-19,5.94
2022-08-20,5.94
2022-08-21,5.94
2022-08-22,5.94
2022-08-23,5.94
2022-08-24,5.94
2022-08-25,5.94
2022-08-26,5.94
2022-08-27,5.94
2022-08-28,5.94
2022-08-29,5.94
2022-08-30,5.94
2022-08-31,5.94
2022-09-01,5.94
2022-09-02,5.94
2022-09-03,5.94
2022-09-04,5.94
2022-09-05,5.94
2022-09-06,5.94
2022-09-07,5.94
2022-09-08,5.94
2022-09-09,5.94
2022-09-10,5.94
2022-09-11,5.94
2022-09-12,5.94
2022-09-13,5.94
2022-09-14,5.94
2022-09-15,5.94
2022-09-16,5.94
2022-09-17,5.94
2022-09-18,5.94
2022-09-19,5.94
2022-09-20,5.94
2022-09-21,5.94
2022-09-22,5.94
2022-09-23,5.94
2022-09-24,5.94
2022-09-25,5.94
2022-09-26,5.94
2022-09-27,5.94
2022-09-28,5.94
2022-09-29,5.94
2022-09-30,5.94
2022-10-01,5.94
2022-10-02,5.94
2022-10-03,5.94
2022-10-04,5.94
2022-10-05,5.94
2022-10-06,5.94
2022-10-07,5.94
2022-10-08,5.94
2022-10-09,5.94
2022-10-10,5.928
2022-10-11,5.928
2022-10-12,5.928
2022-10-13,5.928
2022-10-14,5.928
2022-10-15,5.928
2022-10-16,5.928
2022-10-17,5.928
2022-10-18,5.928
2022-10-19,5.928
2022-10-20,5.928
2022-10-21,5.923
2022-10-22,5.923
2022-10-23,5.923
2022-10-24,5.923
2022-10-25,5.923
2022-10-26,5.923
2022-10-27,5.923
2022-10-28,5.923
2022-10-29,5.923
2022-10-30,5.923
2022-10-31,5.923
2022-11-01,5.755
2022-11-02,5.815
2022-11-03,5.815
2022-11-04,5.815
2022-11-05,5.815
2022-11-06,5.815
2022-11-07,5.815
2022-11-08,5.815
2022-11-09,5.815
2022-11-10,5.815
2022-11-11,5.815
2022-11-12,5.815
2022-11-13,5.815
2022-11-14,5.815
2022-11-15,5.815
2022-11-16,5.815
2022-11-17,5.815
2022-11-18,5.815
2022-11-19,5.815
2022-11-20,5.815
2022-11-21,5.815
2022-11-22,5.815
2022-11-23,5.815
2022-11-24,5.815
2022-11-25,5.815
2022-11-26,5.815
2022-11-27,5.815
2022-11-28,5.815
2022-11-29,5.815
2022-11-30,5.815
2022-12-01,5.815
2022-12-02,5.815
2022-12-03,5.815
2022-12-04,5.815
2022-12-05,5.815
2022-12-06,5.815
2022-12-07,5.815
2022-12-08,5.815
2022-12-09,5.815
2022-12-10,5.815
2022-12-11,5.815
2022-12-12,5.815
2022-12-13,5.815
2022-12-14,5.815
2022-12-15,5.815
2022-12-16,5.895
2022-12-17,5.895
2022-12-18,5.895
2022-12-19,5.895
2022-12-20,5.895
2022-12-21,5.895
2022-12-22,5.895
2022-12-23,5.895
2022-12-24,5.895
2022-12-25,5.895
2022-12-26,5.895
2022-12-27,5.895
2022-12-28,5.895
2022-12-29,5.895
2022-12-30,5.895
2022-12-31,5.895
2023-01-01,5.895
2023-01-02,5.895
2023-01-03,5.895
2023-01-04,5.828
2023-01-05,5.828
2023-01-06,5.828
2023-01-07,5.828
2023-01-08,5.828
2023-01-09,5.87
2023-01-10,5.87
2023-01-11,5.87
2023-01-12,5.87
2023-01-13,5.87
2023-01-14,5.87
2023-01-15,5.87
2023-01-16,5.87
2023-01-17,5.87
2023-01-18,5.87
2023-01-19,5.84
2023-01-20,5.84
2023-01-21,5.84
2023-01-22,5.84
2023-01-23,5.84
2023-01-24,5.84
2023-01-25,5.84
2023-01-26,5.84
2023-01-27,5.84
2023-01-28,5.84
2023-01-29,5.84
2023-01-30,5.84
2023-01-31,5.84
2023-02-01,5.84
2023-02-02,5.84
2023-02-03,5.84
2023-02-04,5.84
2023-02-05,5.84
2023-02-06,5.84
2023-02-07,5.84
2023-02-08,5.84
2023-02-09,5.957
2023-02-10,5.964
2023-02-11,5.964
2023-02-12,5.964
2023-02-13,5.964
2023-02-14,5.956
2023-02-15,5.956
2023-02-16,5.956
2023-02-17,5.956
2023-02-18,5.956
2023-02-19,5.956
2023-02-20,5.971
2023-02-21,5.971
2023-02-22,5.971
2023-02-23,5.971
2023-02-24,5.971
2023-02-25,5.971
2023-02-26,5.971
2023-02-27,5.971
2023-02-28,5.971
2023-03-01,5.971
2023-03-02,5.971
2023-03-03,5.971
2023-03-04,5.971
2023-03-05,5.971
2023-03-06,5.971
2023-03-07,5.971
2023-03-08,5.971
2023-03-09,5.971
2023-03-10,5.971
2023-03-11,5.971
2023-03-12,5.971
2023-03-13,5.971
2023-03-14,5.971
2023-03-15,5.952
2023-03-16,5.952
2023-03-17,5.952
2023-03-18,5.952
2023-03-19,5.952
2023-03-20,5.952
2023-03-21,5.936
2023-03-22,5.933
2023-03-23,5.933
2023-03-24,5.933
2023-03-25,5.933
2023-03-26,5.933
2023-03-27,5.933
2023-03-28,5.933
2023-03-29,5.933
2023-03-30,5.933
2023-03-31,5.913
2023-04-01,5.913
2023-04-02,5.913
2023-04-03,5.913
2023-04-04,5.913
2023-04-05,5.952
2023-04-06,5.936
2023-04-07,5.936
2023-04-08,5.936
2023-04-09,5.936
2023-04-10,5.936
2023-04-11,5.936
2023-04-12,5.936
2023-04-13,5.936
2023-04-14,5.936
2023-04-15,5.936
2023-04-16,5.936
2023-04-17,5.936
2023-04-18,5.91
2023-04-19,5.91
2023-04-20,5.932
2023-04-21,5.932
2023-04-22,5.932
2023-04-23,5.932
2023-04-24,5.932
2023-04-25,5.932
2023-04-26,5.932
2023-04-27,5.932
2023-04-28,5.932
2023-04-29,5.932
2023-04-30,5.932
2023-05-01,5.932
2023-05-02,5.932
2023-05-03,5.921
2023-05-04,5.921
2023-05-05,5.921
2023-05-06,5.921
2023-05-07,5.921
2023-05-08,5.921
2023-05-09,5.921
2023-05-10,5.921
2023-05-11,5.921
2023-05-12,5.921
2023-05-13,5.921
2023-05-14,5.921
2023-05-15,5.926
2023-05-16,5.926
2023-05-17,5.926
2023-05-18,5.926
2023-05-19,5.926
2023-05-20,5.926
2023-05-21,5.926
2023-05-22,5.926
2023-05-23,5.926
2023-05-24,5.926
2023-05-25,5.926
2023-05-26,5.926
2023-05-27,5.926
2023-05-28,5.926
2023-05-29,5.926
2023-05-30,5.926
2023-05-31,5.926
2023-06-01,5.926
2023-06-02,5.926
2023-06-03,5.926
2023-06-04,5.926
2023-06-05,5.926
2023-06-06,5.959
2023-06-07,5.959
2023-06-08,5.959
2023-06-09,5.959
2023-06-10,5.959
2023-06-11,5.959
2023-06-12,5.959
2023-06-13,5.959
2023-06-14,5.959
2023-06-15,5.959
2023-06-16,5.959
2023-06-17,5.959
2023-06-18,5.959
2023-06-19,5.959
2023-06-20,5.959
2023-06-21,5.959
2023-06-22,5.959
2023-06-23,5.959
2023-06-24,5.959
2023-06-25,5.959
2023-06-26,5.959
2023-06-27,5.959
2023-06-28,5.959
2023-06-29,5.959
2023-06-30,5.959
2023-07-01,5.959
2023-07-02,5.959
2023-07-03,5.959
2023-07-04,5.959
2023-07-05,5.959
2023-07-06,5.959
2023-07-07,5.959
2023-07-08,5.959
2023-07-09,5.959
2023-07-10,5.909
2023-07-11,5.909
2023-07-12,5.909
2023-07-13,5.909
2023-07-14,5.909
2023-07-15,5.909
2023-07-16,5.909
2023-07-17,5.881
2023-07-18,5.884
2023-07-19,5.884
2023-07-20,5.805
2023-07-21,5.805
2023-07-22,5.805
