,TPR US Equity
2020-04-09,3.51
2020-04-10,3.51
2020-04-11,3.51
2020-04-12,3.51
2020-04-13,3.51
2020-04-14,3.51
2020-04-15,3.51
2020-04-16,3.51
2020-04-17,3.51
2020-04-18,3.51
2020-04-19,3.51
2020-04-20,3.51
2020-04-21,3.51
2020-04-22,3.51
2020-04-23,3.51
2020-04-24,3.51
2020-04-25,3.51
2020-04-26,3.51
2020-04-27,3.51
2020-04-28,3.51
2020-04-29,3.51
2020-04-30,2.5
2020-05-01,2.5
2020-05-02,2.5
2020-05-03,2.5
2020-05-04,2.5
2020-05-05,2.5
2020-05-06,2.5
2020-05-07,2.5
2020-05-08,2.5
2020-05-09,2.72
2020-05-10,2.72
2020-05-11,2.72
2020-05-12,2.65
2020-05-13,2.65
2020-05-14,2.65
2020-05-15,2.65
2020-05-16,2.65
2020-05-17,2.65
2020-05-18,2.65
2020-05-19,2.65
2020-05-20,2.65
2020-05-21,2.65
2020-05-22,2.65
2020-05-23,2.65
2020-05-24,2.65
2020-05-25,2.65
2020-05-26,2.65
2020-05-27,2.65
2020-05-28,2.65
2020-05-29,2.65
2020-05-30,2.65
2020-05-31,2.65
2020-06-01,2.65
2020-06-02,2.65
2020-06-03,2.65
2020-06-04,2.65
2020-06-05,2.65
2020-06-06,2.65
2020-06-07,2.65
2020-06-08,2.65
2020-06-09,2.65
2020-06-10,2.65
2020-06-11,2.65
2020-06-12,2.65
2020-06-13,2.65
2020-06-14,2.65
2020-06-15,2.65
2020-06-16,2.65
2020-06-17,2.65
2020-06-18,2.65
2020-06-19,2.65
2020-06-20,2.65
2020-06-21,2.65
2020-06-22,2.65
2020-06-23,2.65
2020-06-24,2.65
2020-06-25,2.65
2020-06-26,2.65
2020-06-27,2.65
2020-06-28,2.65
2020-06-29,2.65
2020-06-30,2.65
2020-07-01,2.65
2020-07-02,2.65
2020-07-03,2.65
2020-07-04,2.65
2020-07-05,2.65
2020-07-06,2.65
2020-07-07,2.65
2020-07-08,2.65
2020-07-09,2.65
2020-07-10,2.65
2020-07-11,2.65
2020-07-12,2.65
2020-07-13,2.65
2020-07-14,2.65
2020-07-15,2.65
2020-07-16,2.65
2020-07-17,2.65
2020-07-18,2.65
2020-07-19,2.65
2020-07-20,2.65
2020-07-21,2.65
2020-07-22,2.65
2020-07-23,2.65
2020-07-24,2.65
2020-07-25,2.65
2020-07-26,2.65
2020-07-27,2.65
2020-07-28,2.65
2020-07-29,2.65
2020-07-30,2.65
2020-07-31,2.65
2020-08-01,2.65
2020-08-02,2.65
2020-08-03,2.65
2020-08-04,2.65
2020-08-05,2.65
2020-08-06,2.65
2020-08-07,2.65
2020-08-08,2.65
2020-08-09,2.65
2020-08-10,2.65
2020-08-11,2.65
2020-08-12,2.65
2020-08-13,2.65
2020-08-14,2.908
2020-08-15,2.908
2020-08-16,2.908
2020-08-17,2.84
2020-08-18,2.84
2020-08-19,2.84
2020-08-20,2.84
2020-08-21,2.84
2020-08-22,2.84
2020-08-23,2.84
2020-08-24,2.84
2020-08-25,2.84
2020-08-26,2.84
2020-08-27,2.84
2020-08-28,2.84
2020-08-29,2.84
2020-08-30,2.84
2020-08-31,2.84
2020-09-01,2.84
2020-09-02,2.84
2020-09-03,2.84
2020-09-04,2.84
2020-09-05,2.84
2020-09-06,2.84
2020-09-07,2.84
2020-09-08,2.84
2020-09-09,2.84
2020-09-10,2.84
2020-09-11,2.84
2020-09-12,2.84
2020-09-13,2.84
2020-09-14,2.84
2020-09-15,2.84
2020-09-16,2.84
2020-09-17,2.84
2020-09-18,2.84
2020-09-19,2.84
2020-09-20,2.84
2020-09-21,2.84
2020-09-22,2.84
2020-09-23,2.84
2020-09-24,2.84
2020-09-25,2.84
2020-09-26,2.84
2020-09-27,2.84
2020-09-28,2.84
2020-09-29,2.84
2020-09-30,2.823
2020-10-01,2.823
2020-10-02,2.823
2020-10-03,2.823
2020-10-04,2.823
2020-10-05,2.823
2020-10-06,2.823
2020-10-07,2.823
2020-10-08,2.823
2020-10-09,2.823
2020-10-10,2.823
2020-10-11,2.823
2020-10-12,2.823
2020-10-13,2.823
2020-10-14,2.823
2020-10-15,2.823
2020-10-16,2.823
2020-10-17,2.823
2020-10-18,2.823
2020-10-19,2.823
2020-10-20,2.823
2020-10-21,2.823
2020-10-22,2.823
2020-10-23,2.823
2020-10-24,2.823
2020-10-25,2.823
2020-10-26,2.823
2020-10-27,2.823
2020-10-28,2.823
2020-10-29,2.918
2020-10-30,3.034
2020-10-31,3.034
2020-11-01,3.034
2020-11-02,3.034
2020-11-03,3.034
2020-11-04,3.092
2020-11-05,3.092
2020-11-06,3.092
2020-11-07,3.092
2020-11-08,3.092
2020-11-09,3.092
2020-11-10,3.092
2020-11-11,3.092
2020-11-12,3.092
2020-11-13,3.092
2020-11-14,3.092
2020-11-15,3.092
2020-11-16,3.092
2020-11-17,3.092
2020-11-18,3.092
2020-11-19,3.092
2020-11-20,3.092
2020-11-21,3.092
2020-11-22,3.092
2020-11-23,3.092
2020-11-24,3.092
2020-11-25,3.092
2020-11-26,3.092
2020-11-27,3.092
2020-11-28,3.092
2020-11-29,3.092
2020-11-30,3.092
2020-12-01,3.092
2020-12-02,3.092
2020-12-03,3.092
2020-12-04,3.092
2020-12-05,3.092
2020-12-06,3.092
2020-12-07,3.092
2020-12-08,3.092
2020-12-09,3.092
2020-12-10,3.092
2020-12-11,3.092
2020-12-12,3.092
2020-12-13,3.092
2020-12-14,3.098
2020-12-15,3.098
2020-12-16,3.098
2020-12-17,3.098
2020-12-18,3.098
2020-12-19,3.098
2020-12-20,3.098
2020-12-21,3.098
2020-12-22,3.098
2020-12-23,3.098
2020-12-24,3.098
2020-12-25,3.098
2020-12-26,3.098
2020-12-27,3.098
2020-12-28,3.098
2020-12-29,3.098
2020-12-30,3.098
2020-12-31,3.098
2021-01-01,3.098
2021-01-02,3.098
2021-01-03,3.098
2021-01-04,3.098
2021-01-05,3.098
2021-01-06,3.098
2021-01-07,3.098
2021-01-08,3.098
2021-01-09,3.098
2021-01-10,3.098
2021-01-11,3.098
2021-01-12,3.098
2021-01-13,3.098
2021-01-14,3.098
2021-01-15,3.098
2021-01-16,3.098
2021-01-17,3.098
2021-01-18,3.098
2021-01-19,3.098
2021-01-20,3.098
2021-01-21,3.098
2021-01-22,3.098
2021-01-23,3.098
2021-01-24,3.098
2021-01-25,3.098
2021-01-26,3.098
2021-01-27,3.098
2021-01-28,3.098
2021-01-29,3.076
2021-01-30,3.076
2021-01-31,3.076
2021-02-01,3.104
2021-02-02,3.104
2021-02-03,3.104
2021-02-04,3.14
2021-02-05,3.752
2021-02-06,3.752
2021-02-07,3.752
2021-02-08,3.752
2021-02-09,3.752
2021-02-10,3.752
2021-02-11,3.752
2021-02-12,3.752
2021-02-13,3.752
2021-02-14,3.752
2021-02-15,3.752
2021-02-16,3.752
2021-02-17,3.752
2021-02-18,3.752
2021-02-19,3.806
2021-02-20,3.806
2021-02-21,3.806
2021-02-22,3.896
2021-02-23,3.896
2021-02-24,3.896
2021-02-25,3.896
2021-02-26,3.896
2021-02-27,3.896
2021-02-28,3.896
2021-03-01,3.896
2021-03-02,3.896
2021-03-03,3.896
2021-03-04,3.896
2021-03-05,3.896
2021-03-06,3.896
2021-03-07,3.896
2021-03-08,3.896
2021-03-09,3.896
2021-03-10,3.896
2021-03-11,3.896
2021-03-12,3.896
2021-03-13,3.896
2021-03-14,3.896
2021-03-15,3.896
2021-03-16,3.896
2021-03-17,3.896
2021-03-18,3.892
2021-03-19,3.892
2021-03-20,3.892
2021-03-21,3.892
2021-03-22,3.892
2021-03-23,3.892
2021-03-24,3.892
2021-03-25,3.892
2021-03-26,3.892
2021-03-27,3.892
2021-03-28,3.892
2021-03-29,3.892
2021-03-30,3.892
2021-03-31,3.892
2021-04-01,3.892
2021-04-02,3.892
2021-04-03,3.892
2021-04-04,3.892
2021-04-05,3.892
2021-04-06,3.892
2021-04-07,3.892
2021-04-08,3.892
2021-04-09,3.892
2021-04-10,3.892
2021-04-11,3.892
2021-04-12,3.892
2021-04-13,3.892
2021-04-14,3.892
2021-04-15,3.88
2021-04-16,3.88
2021-04-17,3.88
2021-04-18,3.88
2021-04-19,3.88
2021-04-20,3.88
2021-04-21,3.88
2021-04-22,3.88
2021-04-23,3.88
2021-04-24,3.88
2021-04-25,3.88
2021-04-26,3.88
2021-04-27,3.935
2021-04-28,3.935
2021-04-29,3.935
2021-04-30,3.935
2021-05-01,3.935
2021-05-02,3.935
2021-05-03,3.935
2021-05-04,3.935
2021-05-05,3.935
2021-05-06,4.04
2021-05-07,4.068
2021-05-08,4.068
2021-05-09,4.068
2021-05-10,4.068
2021-05-11,3.764
2021-05-12,3.764
2021-05-13,3.764
2021-05-14,3.764
2021-05-15,3.764
2021-05-16,3.764
2021-05-17,3.764
2021-05-18,3.764
2021-05-19,3.764
2021-05-20,3.764
2021-05-21,3.764
2021-05-22,3.764
2021-05-23,3.764
2021-05-24,3.764
2021-05-25,3.764
2021-05-26,3.764
2021-05-27,3.764
2021-05-28,3.764
2021-05-29,3.764
2021-05-30,3.764
2021-05-31,3.764
2021-06-01,3.764
2021-06-02,3.764
2021-06-03,3.9
2021-06-04,3.9
2021-06-05,3.9
2021-06-06,3.9
2021-06-07,3.9
2021-06-08,3.9
2021-06-09,3.9
2021-06-10,3.9
2021-06-11,3.9
2021-06-12,3.9
2021-06-13,3.9
2021-06-14,3.9
2021-06-15,3.9
2021-06-16,3.9
2021-06-17,3.9
2021-06-18,3.9
2021-06-19,3.9
2021-06-20,3.9
2021-06-21,3.9
2021-06-22,3.9
2021-06-23,3.9
2021-06-24,3.9
2021-06-25,3.9
2021-06-26,3.9
2021-06-27,3.9
2021-06-28,3.9
2021-06-29,3.9
2021-06-30,3.9
2021-07-01,3.9
2021-07-02,3.9
2021-07-03,3.9
2021-07-04,3.9
2021-07-05,3.9
2021-07-06,3.9
2021-07-07,3.9
2021-07-08,3.9
2021-07-09,3.9
2021-07-10,3.9
2021-07-11,3.9
2021-07-12,3.9
2021-07-13,3.9
2021-07-14,4.073
2021-07-15,4.073
2021-07-16,4.073
2021-07-17,4.073
2021-07-18,4.073
2021-07-19,4.073
2021-07-20,4.073
2021-07-21,4.073
2021-07-22,4.073
2021-07-23,4.073
2021-07-24,4.073
2021-07-25,4.073
2021-07-26,4.073
2021-07-27,4.073
2021-07-28,4.105
2021-07-29,4.105
2021-07-30,4.105
2021-07-31,4.105
2021-08-01,4.105
2021-08-02,4.105
2021-08-03,4.105
2021-08-04,4.105
2021-08-05,4.105
2021-08-06,4.105
2021-08-07,4.105
2021-08-08,4.105
2021-08-09,4.105
2021-08-10,4.105
2021-08-11,4.105
2021-08-12,4.105
2021-08-13,4.105
2021-08-14,4.105
2021-08-15,4.105
2021-08-16,4.105
2021-08-17,4.105
2021-08-18,4.105
2021-08-19,4.19
2021-08-20,4.03
2021-08-21,4.03
2021-08-22,4.03
2021-08-23,4.03
2021-08-24,4.03
2021-08-25,4.03
2021-08-26,4.03
2021-08-27,4.03
2021-08-28,4.03
2021-08-29,4.03
2021-08-30,4.03
2021-08-31,4.03
2021-09-01,4.03
2021-09-02,4.03
2021-09-03,4.03
2021-09-04,4.03
2021-09-05,4.03
2021-09-06,4.03
2021-09-07,4.03
2021-09-08,4.03
2021-09-09,4.03
2021-09-10,4.04
2021-09-11,4.04
2021-09-12,4.04
2021-09-13,4.04
2021-09-14,4.04
2021-09-15,4.04
2021-09-16,4.04
2021-09-17,4.04
2021-09-18,4.04
2021-09-19,4.04
2021-09-20,4.04
2021-09-21,4.04
2021-09-22,4.04
2021-09-23,4.04
2021-09-24,4.04
2021-09-25,4.04
2021-09-26,4.04
2021-09-27,4.04
2021-09-28,4.04
2021-09-29,4.04
2021-09-30,4.04
2021-10-01,4.04
2021-10-02,4.04
2021-10-03,4.04
2021-10-04,4.04
2021-10-05,4.04
2021-10-06,4.04
2021-10-07,4.04
2021-10-08,4.04
2021-10-09,4.04
2021-10-10,4.04
2021-10-11,4.04
2021-10-12,4.04
2021-10-13,4.063
2021-10-14,4.06
2021-10-15,4.06
2021-10-16,4.06
2021-10-17,4.06
2021-10-18,4.06
2021-10-19,4.06
2021-10-20,4.06
2021-10-21,4.06
2021-10-22,4.06
2021-10-23,4.06
2021-10-24,4.06
2021-10-25,4.06
2021-10-26,4.082
2021-10-27,4.082
2021-10-28,4.082
2021-10-29,4.082
2021-10-30,4.082
2021-10-31,4.082
2021-11-01,4.082
2021-11-02,4.082
2021-11-03,4.082
2021-11-04,4.082
2021-11-05,4.038
2021-11-06,4.038
2021-11-07,4.038
2021-11-08,4.038
2021-11-09,4.038
2021-11-10,4.038
2021-11-11,4.215
2021-11-12,4.318
2021-11-13,4.318
2021-11-14,4.318
2021-11-15,4.318
2021-11-16,4.318
2021-11-17,4.318
2021-11-18,4.318
2021-11-19,4.318
2021-11-20,4.318
2021-11-21,4.318
2021-11-22,4.318
2021-11-23,4.318
2021-11-24,4.318
2021-11-25,4.318
2021-11-26,4.318
2021-11-27,4.318
2021-11-28,4.318
2021-11-29,4.318
2021-11-30,4.318
2021-12-01,4.318
2021-12-02,4.318
2021-12-03,4.318
2021-12-04,4.318
2021-12-05,4.318
2021-12-06,4.325
2021-12-07,4.335
2021-12-08,4.335
2021-12-09,4.335
2021-12-10,4.335
2021-12-11,4.335
2021-12-12,4.335
2021-12-13,4.335
2021-12-14,4.352
2021-12-15,4.352
2021-12-16,4.352
2021-12-17,4.352
2021-12-18,4.352
2021-12-19,4.352
2021-12-20,4.352
2021-12-21,4.352
2021-12-22,4.352
2021-12-23,4.352
2021-12-24,4.352
2021-12-25,4.352
2021-12-26,4.352
2021-12-27,4.352
2021-12-28,4.352
2021-12-29,4.352
2021-12-30,4.352
2021-12-31,4.352
2022-01-01,4.352
2022-01-02,4.352
2022-01-03,4.352
2022-01-04,4.352
2022-01-05,4.352
2022-01-06,4.352
2022-01-07,4.334
2022-01-08,4.334
2022-01-09,4.334
2022-01-10,4.334
2022-01-11,4.334
2022-01-12,4.334
2022-01-13,4.337
2022-01-14,4.337
2022-01-15,4.337
2022-01-16,4.337
2022-01-17,4.337
2022-01-18,4.337
2022-01-19,4.337
2022-01-20,4.337
2022-01-21,4.342
2022-01-22,4.342
2022-01-23,4.342
2022-01-24,4.347
2022-01-25,4.347
2022-01-26,4.347
2022-01-27,4.347
2022-01-28,4.347
2022-01-29,4.347
2022-01-30,4.347
2022-01-31,4.351
2022-02-01,4.351
2022-02-02,4.351
2022-02-03,4.351
2022-02-04,4.351
2022-02-05,4.351
2022-02-06,4.351
2022-02-07,4.351
2022-02-08,4.351
2022-02-09,4.349
2022-02-10,4.401
2022-02-11,4.505
2022-02-12,4.505
2022-02-13,4.505
2022-02-14,4.505
2022-02-15,4.505
2022-02-16,4.485
2022-02-17,4.485
2022-02-18,4.485
2022-02-19,4.485
2022-02-20,4.485
2022-02-21,4.485
2022-02-22,4.485
2022-02-23,4.485
2022-02-24,4.541
2022-02-25,4.541
2022-02-26,4.541
2022-02-27,4.541
2022-02-28,4.541
2022-03-01,4.541
2022-03-02,4.518
2022-03-03,4.518
2022-03-04,4.518
2022-03-05,4.518
2022-03-06,4.518
2022-03-07,4.518
2022-03-08,4.518
2022-03-09,4.518
2022-03-10,4.518
2022-03-11,4.518
2022-03-12,4.518
2022-03-13,4.518
2022-03-14,4.538
2022-03-15,4.538
2022-03-16,4.538
2022-03-17,4.538
2022-03-18,4.538
2022-03-19,4.538
2022-03-20,4.538
2022-03-21,4.538
2022-03-22,4.538
2022-03-23,4.538
2022-03-24,4.538
2022-03-25,4.541
2022-03-26,4.541
2022-03-27,4.541
2022-03-28,4.541
2022-03-29,4.541
2022-03-30,4.541
2022-03-31,4.541
2022-04-01,4.541
2022-04-02,4.541
2022-04-03,4.541
2022-04-04,4.545
2022-04-05,4.545
2022-04-06,4.545
2022-04-07,4.545
2022-04-08,4.545
2022-04-09,4.545
2022-04-10,4.545
2022-04-11,4.545
2022-04-12,4.545
2022-04-13,4.545
2022-04-14,4.545
2022-04-15,4.545
2022-04-16,4.545
2022-04-17,4.545
2022-04-18,4.558
2022-04-19,4.558
2022-04-20,4.558
2022-04-21,4.558
2022-04-22,4.558
2022-04-23,4.558
2022-04-24,4.558
2022-04-25,4.558
2022-04-26,4.538
2022-04-27,4.538
2022-04-28,4.538
2022-04-29,4.538
2022-04-30,4.538
2022-05-01,4.538
2022-05-02,4.538
2022-05-03,4.528
2022-05-04,4.529
2022-05-05,4.529
2022-05-06,4.529
2022-05-07,4.529
2022-05-08,4.529
2022-05-09,4.516
2022-05-10,4.516
2022-05-11,4.516
2022-05-12,4.544
2022-05-13,4.527
2022-05-14,4.527
2022-05-15,4.527
2022-05-16,4.527
2022-05-17,4.527
2022-05-18,4.527
2022-05-19,4.527
2022-05-20,4.527
2022-05-21,4.527
2022-05-22,4.527
2022-05-23,4.527
2022-05-24,4.539
2022-05-25,4.539
2022-05-26,4.404
2022-05-27,4.404
2022-05-28,4.404
2022-05-29,4.404
2022-05-30,4.404
2022-05-31,4.404
2022-06-01,4.404
2022-06-02,4.393
2022-06-03,4.393
2022-06-04,4.393
2022-06-05,4.393
2022-06-06,4.393
2022-06-07,4.393
2022-06-08,4.393
2022-06-09,4.393
2022-06-10,4.398
2022-06-11,4.398
2022-06-12,4.398
2022-06-13,4.398
2022-06-14,4.398
2022-06-15,4.412
2022-06-16,4.412
2022-06-17,4.401
2022-06-18,4.401
2022-06-19,4.401
2022-06-20,4.401
2022-06-21,4.401
2022-06-22,4.401
2022-06-23,4.401
2022-06-24,4.401
2022-06-25,4.401
2022-06-26,4.401
2022-06-27,4.401
2022-06-28,4.401
2022-06-29,4.401
2022-06-30,4.401
2022-07-01,4.401
2022-07-02,4.401
2022-07-03,4.401
2022-07-04,4.401
2022-07-05,4.401
2022-07-06,4.401
2022-07-07,4.401
2022-07-08,4.401
2022-07-09,4.401
2022-07-10,4.401
2022-07-11,4.399
2022-07-12,4.449
2022-07-13,4.449
2022-07-14,4.449
2022-07-15,4.481
2022-07-16,4.481
2022-07-17,4.481
2022-07-18,4.481
2022-07-19,4.481
2022-07-20,4.481
2022-07-21,4.437
2022-07-22,4.426
2022-07-23,4.426
2022-07-24,4.426
2022-07-25,4.426
2022-07-26,4.426
2022-07-27,4.426
2022-07-28,4.426
2022-07-29,4.426
2022-07-30,4.426
2022-07-31,4.426
2022-08-01,4.426
2022-08-02,4.426
2022-08-03,4.426
2022-08-04,4.426
2022-08-05,4.435
2022-08-06,4.435
2022-08-07,4.435
2022-08-08,4.392
2022-08-09,4.392
2022-08-10,4.392
2022-08-11,4.392
2022-08-12,4.392
2022-08-13,4.392
2022-08-14,4.392
2022-08-15,4.392
2022-08-16,4.392
2022-08-17,4.392
2022-08-18,4.361
2022-08-19,4.333
2022-08-20,4.333
2022-08-21,4.333
2022-08-22,4.332
2022-08-23,4.332
2022-08-24,4.332
2022-08-25,4.332
2022-08-26,4.329
2022-08-27,4.329
2022-08-28,4.329
2022-08-29,4.329
2022-08-30,4.329
2022-08-31,4.329
2022-09-01,4.329
2022-09-02,4.329
2022-09-03,4.329
2022-09-04,4.329
2022-09-05,4.329
2022-09-06,4.329
2022-09-07,4.329
2022-09-08,4.32
2022-09-09,4.325
2022-09-10,4.325
2022-09-11,4.327
2022-09-12,4.346
2022-09-13,4.346
2022-09-14,4.346
2022-09-15,4.346
2022-09-16,4.346
2022-09-17,4.346
2022-09-18,4.346
2022-09-19,4.346
2022-09-20,4.346
2022-09-21,4.346
2022-09-22,4.346
2022-09-23,4.346
2022-09-24,4.346
2022-09-25,4.346
2022-09-26,4.346
2022-09-27,4.346
2022-09-28,4.346
2022-09-29,4.344
2022-09-30,4.344
2022-10-01,4.344
2022-10-02,4.344
2022-10-03,4.344
2022-10-04,4.344
2022-10-05,4.344
2022-10-06,4.344
2022-10-07,4.344
2022-10-08,4.344
2022-10-09,4.344
2022-10-10,4.344
2022-10-11,4.325
2022-10-12,4.325
2022-10-13,4.325
2022-10-14,4.325
2022-10-15,4.325
2022-10-16,4.325
2022-10-17,4.325
2022-10-18,4.325
2022-10-19,4.325
2022-10-20,4.325
2022-10-21,4.325
2022-10-22,4.325
2022-10-23,4.325
2022-10-24,4.325
2022-10-25,4.325
2022-10-26,4.325
2022-10-27,4.325
2022-10-28,4.325
2022-10-29,4.325
2022-10-30,4.325
2022-10-31,4.325
2022-11-01,4.325
2022-11-02,4.325
2022-11-03,4.325
2022-11-04,4.325
2022-11-05,4.325
2022-11-06,4.325
2022-11-07,4.324
2022-11-08,4.324
2022-11-09,4.324
2022-11-10,4.253
2022-11-11,4.207
2022-11-12,4.207
2022-11-13,4.207
2022-11-14,4.193
2022-11-15,4.189
2022-11-16,4.186
2022-11-17,4.186
2022-11-18,4.186
2022-11-19,4.186
2022-11-20,4.186
2022-11-21,4.186
2022-11-22,4.186
2022-11-23,4.186
2022-11-24,4.186
2022-11-25,4.186
2022-11-26,4.186
2022-11-27,4.186
2022-11-28,4.186
2022-11-29,4.192
2022-11-30,4.192
2022-12-01,4.192
2022-12-02,4.192
2022-12-03,4.192
2022-12-04,4.192
2022-12-05,4.192
2022-12-06,4.192
2022-12-07,4.192
2022-12-08,4.192
2022-12-09,4.192
2022-12-10,4.192
2022-12-11,4.174
2022-12-12,4.184
2022-12-13,4.184
2022-12-14,4.184
2022-12-15,4.184
2022-12-16,4.184
2022-12-17,4.184
2022-12-18,4.184
2022-12-19,4.188
2022-12-20,4.188
2022-12-21,4.189
2022-12-22,4.189
2022-12-23,4.189
2022-12-24,4.189
2022-12-25,4.189
2022-12-26,4.189
2022-12-27,4.189
2022-12-28,4.189
2022-12-29,4.189
2022-12-30,4.189
2022-12-31,4.189
2023-01-01,4.189
2023-01-02,4.189
2023-01-03,4.167
2023-01-04,4.167
2023-01-05,4.153
2023-01-06,4.153
2023-01-07,4.153
2023-01-08,4.153
2023-01-09,4.153
2023-01-10,4.153
2023-01-11,4.153
2023-01-12,4.153
2023-01-13,4.153
2023-01-14,4.153
2023-01-15,4.153
2023-01-16,4.153
2023-01-17,4.153
2023-01-18,4.153
2023-01-19,4.153
2023-01-20,4.153
2023-01-21,4.153
2023-01-22,4.153
2023-01-23,4.135
2023-01-24,4.135
2023-01-25,4.135
2023-01-26,4.135
2023-01-27,4.127
2023-01-28,4.127
2023-01-29,4.127
2023-01-30,4.127
2023-01-31,4.162
2023-02-01,4.162
2023-02-02,4.162
2023-02-03,4.162
2023-02-04,4.162
2023-02-05,4.162
2023-02-06,4.181
2023-02-07,4.181
2023-02-08,4.181
2023-02-09,4.2
2023-02-10,4.221
2023-02-11,4.221
2023-02-12,4.241
2023-02-13,4.241
2023-02-14,4.232
2023-02-15,4.232
2023-02-16,4.232
2023-02-17,4.232
2023-02-18,4.232
2023-02-19,4.232
2023-02-20,4.232
2023-02-21,4.222
2023-02-22,4.222
2023-02-23,4.222
2023-02-24,4.222
2023-02-25,4.222
2023-02-26,4.222
2023-02-27,4.222
2023-02-28,4.222
2023-03-01,4.222
2023-03-02,4.222
2023-03-03,4.222
2023-03-04,4.222
2023-03-05,4.222
2023-03-06,4.222
2023-03-07,4.222
2023-03-08,4.222
2023-03-09,4.222
2023-03-10,4.222
2023-03-11,4.222
2023-03-12,4.222
2023-03-13,4.222
2023-03-14,4.222
2023-03-15,4.222
2023-03-16,4.222
2023-03-17,4.222
2023-03-18,4.222
2023-03-19,4.222
2023-03-20,4.222
2023-03-21,4.222
2023-03-22,4.222
2023-03-23,4.222
2023-03-24,4.222
2023-03-25,4.222
2023-03-26,4.222
2023-03-27,4.222
2023-03-28,4.222
2023-03-29,4.21
2023-03-30,4.21
2023-03-31,4.21
2023-04-01,4.21
2023-04-02,4.21
2023-04-03,4.21
2023-04-04,4.21
2023-04-05,4.21
2023-04-06,4.21
2023-04-07,4.21
2023-04-08,4.21
2023-04-09,4.21
2023-04-10,4.21
2023-04-11,4.21
2023-04-12,4.21
2023-04-13,4.21
2023-04-14,4.21
2023-04-15,4.21
2023-04-16,4.21
2023-04-17,4.21
2023-04-18,4.206
2023-04-19,4.206
2023-04-20,4.206
2023-04-21,4.206
2023-04-22,4.206
2023-04-23,4.206
2023-04-24,4.206
2023-04-25,4.206
2023-04-26,4.206
2023-04-27,4.206
2023-04-28,4.206
2023-04-29,4.206
2023-04-30,4.206
2023-05-01,4.206
2023-05-02,4.206
2023-05-03,4.206
2023-05-04,4.206
2023-05-05,4.206
2023-05-06,4.206
2023-05-07,4.206
2023-05-08,4.197
2023-05-09,4.197
2023-05-10,4.197
2023-05-11,4.215
2023-05-12,4.235
2023-05-13,4.235
2023-05-14,4.235
2023-05-15,4.241
2023-05-16,4.241
2023-05-17,4.25
2023-05-18,4.25
2023-05-19,4.25
2023-05-20,4.25
2023-05-21,4.25
2023-05-22,4.25
2023-05-23,4.25
2023-05-24,4.25
2023-05-25,4.25
2023-05-26,4.25
2023-05-27,4.25
2023-05-28,4.25
2023-05-29,4.25
2023-05-30,4.25
2023-05-31,4.25
2023-06-01,4.25
2023-06-02,4.25
2023-06-03,4.25
2023-06-04,4.25
2023-06-05,4.25
2023-06-06,4.25
2023-06-07,4.25
2023-06-08,4.25
2023-06-09,4.25
2023-06-10,4.25
2023-06-11,4.25
2023-06-12,4.25
2023-06-13,4.248
2023-06-14,4.248
2023-06-15,4.248
2023-06-16,4.248
2023-06-17,4.248
2023-06-18,4.248
2023-06-19,4.248
2023-06-20,4.248
2023-06-21,4.248
2023-06-22,4.248
2023-06-23,4.248
