,VZ US Equity
2020-05-30,5.397
2020-05-31,5.397
2020-06-01,5.397
2020-06-02,5.397
2020-06-03,5.397
2020-06-04,5.397
2020-06-05,5.397
2020-06-06,5.397
2020-06-07,5.397
2020-06-08,5.369
2020-06-09,5.369
2020-06-10,5.369
2020-06-11,5.369
2020-06-12,5.388
2020-06-13,5.388
2020-06-14,5.388
2020-06-15,5.388
2020-06-16,5.388
2020-06-17,5.388
2020-06-18,5.388
2020-06-19,5.388
2020-06-20,5.388
2020-06-21,5.388
2020-06-22,5.388
2020-06-23,5.388
2020-06-24,5.388
2020-06-25,5.388
2020-06-26,5.388
2020-06-27,5.388
2020-06-28,5.388
2020-06-29,5.388
2020-06-30,5.388
2020-07-01,5.388
2020-07-02,5.388
2020-07-03,5.388
2020-07-04,5.388
2020-07-05,5.388
2020-07-06,5.388
2020-07-07,5.388
2020-07-08,5.388
2020-07-09,5.388
2020-07-10,5.388
2020-07-11,5.388
2020-07-12,5.388
2020-07-13,5.383
2020-07-14,5.444
2020-07-15,5.444
2020-07-16,5.444
2020-07-17,5.444
2020-07-18,5.444
2020-07-19,5.444
2020-07-20,5.444
2020-07-21,5.444
2020-07-22,5.444
2020-07-23,5.444
2020-07-24,5.439
2020-07-25,5.431
2020-07-26,5.409
2020-07-27,5.403
2020-07-28,5.403
2020-07-29,5.405
2020-07-30,5.405
2020-07-31,5.405
2020-08-01,5.405
2020-08-02,5.405
2020-08-03,5.405
2020-08-04,5.405
2020-08-05,5.405
2020-08-06,5.405
2020-08-07,5.405
2020-08-08,5.405
2020-08-09,5.405
2020-08-10,5.405
2020-08-11,5.405
2020-08-12,5.405
2020-08-13,5.405
2020-08-14,5.405
2020-08-15,5.405
2020-08-16,5.405
2020-08-17,5.405
2020-08-18,5.405
2020-08-19,5.434
2020-08-20,5.434
2020-08-21,5.434
2020-08-22,5.434
2020-08-23,5.434
2020-08-24,5.434
2020-08-25,5.434
2020-08-26,5.434
2020-08-27,5.434
2020-08-28,5.434
2020-08-29,5.434
2020-08-30,5.434
2020-08-31,5.434
2020-09-01,5.434
2020-09-02,5.434
2020-09-03,5.434
2020-09-04,5.434
2020-09-05,5.434
2020-09-06,5.434
2020-09-07,5.434
2020-09-08,5.433
2020-09-09,5.291
2020-09-10,5.291
2020-09-11,5.291
2020-09-12,5.291
2020-09-13,5.291
2020-09-14,5.434
2020-09-15,5.434
2020-09-16,5.431
2020-09-17,5.431
2020-09-18,5.431
2020-09-19,5.431
2020-09-20,5.431
2020-09-21,5.431
2020-09-22,5.431
2020-09-23,5.431
2020-09-24,5.434
2020-09-25,5.434
2020-09-26,5.434
2020-09-27,5.434
2020-09-28,5.434
2020-09-29,5.434
2020-09-30,5.434
2020-10-01,5.434
2020-10-02,5.434
2020-10-03,5.434
2020-10-04,5.434
2020-10-05,5.434
2020-10-06,5.434
2020-10-07,5.434
2020-10-08,5.434
2020-10-09,5.434
2020-10-10,5.434
2020-10-11,5.434
2020-10-12,5.434
2020-10-13,5.43
2020-10-14,5.43
2020-10-15,5.429
2020-10-16,5.429
2020-10-17,5.429
2020-10-18,5.429
2020-10-19,5.431
2020-10-20,5.431
2020-10-21,5.466
2020-10-22,5.489
2020-10-23,5.489
2020-10-24,5.476
2020-10-25,5.476
2020-10-26,5.476
2020-10-27,5.489
2020-10-28,5.489
2020-10-29,5.489
2020-10-30,5.489
2020-10-31,5.489
2020-11-01,5.489
2020-11-02,5.489
2020-11-03,5.489
2020-11-04,5.489
2020-11-05,5.489
2020-11-06,5.489
2020-11-07,5.489
2020-11-08,5.489
2020-11-09,5.489
2020-11-10,5.489
2020-11-11,5.489
2020-11-12,5.489
2020-11-13,5.489
2020-11-14,5.489
2020-11-15,5.489
2020-11-16,5.489
2020-11-17,5.489
2020-11-18,5.489
2020-11-19,5.491
2020-11-20,5.491
2020-11-21,5.491
2020-11-22,5.491
2020-11-23,5.491
2020-11-24,5.489
2020-11-25,5.489
2020-11-26,5.489
2020-11-27,5.489
2020-11-28,5.489
2020-11-29,5.489
2020-11-30,5.489
2020-12-01,5.489
2020-12-02,5.489
2020-12-03,5.489
2020-12-04,5.489
2020-12-05,5.489
2020-12-06,5.489
2020-12-07,5.489
2020-12-08,5.489
2020-12-09,5.489
2020-12-10,5.489
2020-12-11,5.489
2020-12-12,5.489
2020-12-13,5.489
2020-12-14,5.479
2020-12-15,5.479
2020-12-16,5.454
2020-12-17,5.454
2020-12-18,5.454
2020-12-19,5.454
2020-12-20,5.454
2020-12-21,5.454
2020-12-22,5.454
2020-12-23,5.469
2020-12-24,5.469
2020-12-25,5.469
2020-12-26,5.469
2020-12-27,5.469
2020-12-28,5.469
2020-12-29,5.469
2020-12-30,5.469
2020-12-31,5.469
2021-01-01,5.469
2021-01-02,5.469
2021-01-03,5.469
2021-01-04,5.469
2021-01-05,5.469
2021-01-06,5.469
2021-01-07,5.469
2021-01-08,5.451
2021-01-09,5.451
2021-01-10,5.451
2021-01-11,5.451
2021-01-12,5.451
2021-01-13,5.446
2021-01-14,5.446
2021-01-15,5.446
2021-01-16,5.446
2021-01-17,5.446
2021-01-18,5.426
2021-01-19,5.426
2021-01-20,5.426
2021-01-21,5.426
2021-01-22,5.41
2021-01-23,5.41
2021-01-24,5.41
2021-01-25,5.43
2021-01-26,5.39
2021-01-27,5.408
2021-01-28,5.477
2021-01-29,5.434
2021-01-30,5.434
2021-01-31,5.434
2021-02-01,5.434
2021-02-02,5.434
2021-02-03,5.434
2021-02-04,5.434
2021-02-05,5.434
2021-02-06,5.434
2021-02-07,5.434
2021-02-08,5.434
2021-02-09,5.434
2021-02-10,5.434
2021-02-11,5.434
2021-02-12,5.434
2021-02-13,5.434
2021-02-14,5.434
2021-02-15,5.434
2021-02-16,5.434
2021-02-17,5.434
2021-02-18,5.434
2021-02-19,5.434
2021-02-20,5.434
2021-02-21,5.434
2021-02-22,5.434
2021-02-23,5.434
2021-02-24,5.434
2021-02-25,5.434
2021-02-26,5.397
2021-02-27,5.397
2021-02-28,5.397
2021-03-01,5.397
2021-03-02,5.397
2021-03-03,5.397
2021-03-04,5.397
2021-03-05,5.428
2021-03-06,5.428
2021-03-07,5.428
2021-03-08,5.428
2021-03-09,5.44
2021-03-10,5.44
2021-03-11,5.468
2021-03-12,5.512
2021-03-13,5.512
2021-03-14,5.512
2021-03-15,5.512
2021-03-16,5.512
2021-03-17,5.512
2021-03-18,5.512
2021-03-19,5.512
2021-03-20,5.512
2021-03-21,5.512
2021-03-22,5.512
2021-03-23,5.512
2021-03-24,5.512
2021-03-25,5.512
2021-03-26,5.512
2021-03-27,5.512
2021-03-28,5.512
2021-03-29,5.512
2021-03-30,5.512
2021-03-31,5.512
2021-04-01,5.512
2021-04-02,5.512
2021-04-03,5.512
2021-04-04,5.512
2021-04-05,5.512
2021-04-06,5.503
2021-04-07,5.457
2021-04-08,5.457
2021-04-09,5.457
2021-04-10,5.457
2021-04-11,5.457
2021-04-12,5.457
2021-04-13,5.457
2021-04-14,5.456
2021-04-15,5.456
2021-04-16,5.456
2021-04-17,5.456
2021-04-18,5.456
2021-04-19,5.456
2021-04-20,5.456
2021-04-21,5.474
2021-04-22,5.513
2021-04-23,5.546
2021-04-24,5.546
2021-04-25,5.544
2021-04-26,5.544
2021-04-27,5.524
2021-04-28,5.524
2021-04-29,5.524
2021-04-30,5.524
2021-05-01,5.524
2021-05-02,5.524
2021-05-03,5.524
2021-05-04,5.524
2021-05-05,5.524
2021-05-06,5.524
2021-05-07,5.524
2021-05-08,5.524
2021-05-09,5.524
2021-05-10,5.524
2021-05-11,5.524
2021-05-12,5.524
2021-05-13,5.524
2021-05-14,5.524
2021-05-15,5.524
2021-05-16,5.524
2021-05-17,5.524
2021-05-18,5.524
2021-05-19,5.524
2021-05-20,5.524
2021-05-21,5.524
2021-05-22,5.524
2021-05-23,5.524
2021-05-24,5.524
2021-05-25,5.524
2021-05-26,5.524
2021-05-27,5.524
2021-05-28,5.524
2021-05-29,5.524
2021-05-30,5.524
2021-05-31,5.524
2021-06-01,5.524
2021-06-02,5.524
2021-06-03,5.524
2021-06-04,5.524
2021-06-05,5.524
2021-06-06,5.524
2021-06-07,5.524
2021-06-08,5.524
2021-06-09,5.524
2021-06-10,5.524
2021-06-11,5.524
2021-06-12,5.524
2021-06-13,5.524
2021-06-14,5.524
2021-06-15,5.524
2021-06-16,5.524
2021-06-17,5.524
2021-06-18,5.524
2021-06-19,5.524
2021-06-20,5.524
2021-06-21,5.524
2021-06-22,5.524
2021-06-23,5.524
2021-06-24,5.524
2021-06-25,5.336
2021-06-26,5.336
2021-06-27,5.336
2021-06-28,5.336
2021-06-29,5.336
2021-06-30,5.336
2021-07-01,5.336
2021-07-02,5.336
2021-07-03,5.336
2021-07-04,5.336
2021-07-05,5.336
2021-07-06,5.324
2021-07-07,5.324
2021-07-08,5.319
2021-07-09,5.319
2021-07-10,5.319
2021-07-11,5.319
2021-07-12,5.319
2021-07-13,5.319
2021-07-14,5.331
2021-07-15,5.331
2021-07-16,5.331
2021-07-17,5.331
2021-07-18,5.331
2021-07-19,5.331
2021-07-20,5.331
2021-07-21,5.377
2021-07-22,5.377
2021-07-23,5.398
2021-07-24,5.428
2021-07-25,5.578
2021-07-26,5.615
2021-07-27,5.615
2021-07-28,5.615
2021-07-29,5.615
2021-07-30,5.615
2021-07-31,5.615
2021-08-01,5.615
2021-08-02,5.615
2021-08-03,5.615
2021-08-04,5.615
2021-08-05,5.615
2021-08-06,5.615
2021-08-07,5.615
2021-08-08,5.615
2021-08-09,5.615
2021-08-10,5.615
2021-08-11,5.615
2021-08-12,5.615
2021-08-13,5.615
2021-08-14,5.615
2021-08-15,5.615
2021-08-16,5.615
2021-08-17,5.615
2021-08-18,5.615
2021-08-19,5.622
2021-08-20,5.622
2021-08-21,5.622
2021-08-22,5.622
2021-08-23,5.622
2021-08-24,5.622
2021-08-25,5.622
2021-08-26,5.622
2021-08-27,5.622
2021-08-28,5.622
2021-08-29,5.622
2021-08-30,5.622
2021-08-31,5.622
2021-09-01,5.622
2021-09-02,5.622
2021-09-03,5.622
2021-09-04,5.622
2021-09-05,5.622
2021-09-06,5.622
2021-09-07,5.622
2021-09-08,5.622
2021-09-09,5.622
2021-09-10,5.622
2021-09-11,5.622
2021-09-12,5.622
2021-09-13,5.622
2021-09-14,5.622
2021-09-15,5.622
2021-09-16,5.622
2021-09-17,5.622
2021-09-18,5.622
2021-09-19,5.622
2021-09-20,5.622
2021-09-21,5.622
2021-09-22,5.622
2021-09-23,5.622
2021-09-24,5.622
2021-09-25,5.622
2021-09-26,5.608
2021-09-27,5.49
2021-09-28,5.483
2021-09-29,5.483
2021-09-30,5.483
2021-10-01,5.463
2021-10-02,5.463
2021-10-03,5.463
2021-10-04,5.463
2021-10-05,5.463
2021-10-06,5.463
2021-10-07,5.463
2021-10-08,5.463
2021-10-09,5.463
2021-10-10,5.463
2021-10-11,5.463
2021-10-12,5.463
2021-10-13,5.473
2021-10-14,5.473
2021-10-15,5.473
2021-10-16,5.461
2021-10-17,5.461
2021-10-18,5.461
2021-10-19,5.493
2021-10-20,5.661
2021-10-21,5.667
2021-10-22,5.667
2021-10-23,5.667
2021-10-24,5.667
2021-10-25,5.667
2021-10-26,5.667
2021-10-27,5.667
2021-10-28,5.667
2021-10-29,5.667
2021-10-30,5.667
2021-10-31,5.667
2021-11-01,5.667
2021-11-02,5.667
2021-11-03,5.667
2021-11-04,5.667
2021-11-05,5.667
2021-11-06,5.667
2021-11-07,5.673
2021-11-08,5.673
2021-11-09,5.673
2021-11-10,5.683
2021-11-11,5.683
2021-11-12,5.683
2021-11-13,5.683
2021-11-14,5.683
2021-11-15,5.683
2021-11-16,5.683
2021-11-17,5.683
2021-11-18,5.683
2021-11-19,5.683
2021-11-20,5.683
2021-11-21,5.683
2021-11-22,5.683
2021-11-23,5.697
2021-11-24,5.697
2021-11-25,5.697
2021-11-26,5.697
2021-11-27,5.697
2021-11-28,5.697
2021-11-29,5.697
2021-11-30,5.697
2021-12-01,5.697
2021-12-02,5.697
2021-12-03,5.697
2021-12-04,5.697
2021-12-05,5.697
2021-12-06,5.697
2021-12-07,5.697
2021-12-08,5.694
2021-12-09,5.68
2021-12-10,5.68
2021-12-11,5.68
2021-12-12,5.68
2021-12-13,5.68
2021-12-14,5.68
2021-12-15,5.68
2021-12-16,5.68
2021-12-17,5.68
2021-12-18,5.68
2021-12-19,5.68
2021-12-20,5.68
2021-12-21,5.688
2021-12-22,5.688
2021-12-23,5.688
2021-12-24,5.688
2021-12-25,5.688
2021-12-26,5.688
2021-12-27,5.688
2021-12-28,5.688
2021-12-29,5.688
2021-12-30,5.688
2021-12-31,5.688
2022-01-01,5.688
2022-01-02,5.709
2022-01-03,5.68
2022-01-04,5.68
2022-01-05,5.68
2022-01-06,5.672
2022-01-07,5.672
2022-01-08,5.672
2022-01-09,5.672
2022-01-10,5.672
2022-01-11,5.672
2022-01-12,5.672
2022-01-13,5.672
2022-01-14,5.672
2022-01-15,5.672
2022-01-16,5.672
2022-01-17,5.672
2022-01-18,5.672
2022-01-19,5.672
2022-01-20,5.682
2022-01-21,5.682
2022-01-22,5.682
2022-01-23,5.682
2022-01-24,5.683
2022-01-25,5.7
2022-01-26,5.702
2022-01-27,5.669
2022-01-28,5.669
2022-01-29,5.669
2022-01-30,5.663
2022-01-31,5.663
2022-02-01,5.663
2022-02-02,5.693
2022-02-03,5.693
2022-02-04,5.693
2022-02-05,5.693
2022-02-06,5.693
2022-02-07,5.676
2022-02-08,5.676
2022-02-09,5.676
2022-02-10,5.676
2022-02-11,5.676
2022-02-12,5.676
2022-02-13,5.696
2022-02-14,5.696
2022-02-15,5.696
2022-02-16,5.696
2022-02-17,5.696
2022-02-18,5.696
2022-02-19,5.696
2022-02-20,5.696
2022-02-21,5.696
2022-02-22,5.696
2022-02-23,5.696
2022-02-24,5.696
2022-02-25,5.696
2022-02-26,5.696
2022-02-27,5.696
2022-02-28,5.696
2022-03-01,5.696
2022-03-02,5.696
2022-03-03,5.731
2022-03-04,5.731
2022-03-05,5.731
2022-03-06,5.731
2022-03-07,5.744
2022-03-08,5.744
2022-03-09,5.753
2022-03-10,5.753
2022-03-11,5.753
2022-03-12,5.753
2022-03-13,5.771
2022-03-14,5.771
2022-03-15,5.771
2022-03-16,5.771
2022-03-17,5.741
2022-03-18,5.756
2022-03-19,5.756
2022-03-20,5.756
2022-03-21,5.756
2022-03-22,5.756
2022-03-23,5.756
2022-03-24,5.756
2022-03-25,5.756
2022-03-26,5.756
2022-03-27,5.756
2022-03-28,5.756
2022-03-29,5.76
2022-03-30,5.76
2022-03-31,5.746
2022-04-01,5.746
2022-04-02,5.746
2022-04-03,5.746
2022-04-04,5.746
2022-04-05,5.754
2022-04-06,5.754
2022-04-07,5.754
2022-04-08,5.754
2022-04-09,5.754
2022-04-10,5.754
2022-04-11,5.757
2022-04-12,5.76
2022-04-13,5.76
2022-04-14,5.76
2022-04-15,5.76
2022-04-16,5.76
2022-04-17,5.76
2022-04-18,5.761
2022-04-19,5.761
2022-04-20,5.761
2022-04-21,5.761
2022-04-22,5.769
2022-04-23,5.755
2022-04-24,5.752
2022-04-25,5.724
2022-04-26,5.715
2022-04-27,5.711
2022-04-28,5.698
2022-04-29,5.698
2022-04-30,5.698
2022-05-01,5.698
2022-05-02,5.698
2022-05-03,5.698
2022-05-04,5.698
2022-05-05,5.698
2022-05-06,5.715
2022-05-07,5.715
2022-05-08,5.715
2022-05-09,5.715
2022-05-10,5.715
2022-05-11,5.715
2022-05-12,5.715
2022-05-13,5.715
2022-05-14,5.715
2022-05-15,5.715
2022-05-16,5.715
2022-05-17,5.715
2022-05-18,5.715
2022-05-19,5.715
2022-05-20,5.715
2022-05-21,5.715
2022-05-22,5.715
2022-05-23,5.715
2022-05-24,5.715
2022-05-25,5.741
2022-05-26,5.741
2022-05-27,5.741
2022-05-28,5.741
2022-05-29,5.741
2022-05-30,5.741
2022-05-31,5.741
2022-06-01,5.718
2022-06-02,5.718
2022-06-03,5.718
2022-06-04,5.718
2022-06-05,5.718
2022-06-06,5.718
2022-06-07,5.718
2022-06-08,5.718
2022-06-09,5.718
2022-06-10,5.718
2022-06-11,5.718
2022-06-12,5.718
2022-06-13,5.718
2022-06-14,5.718
2022-06-15,5.718
2022-06-16,5.718
2022-06-17,5.723
2022-06-18,5.723
2022-06-19,5.723
2022-06-20,5.686
2022-06-21,5.603
2022-06-22,5.603
2022-06-23,5.603
2022-06-24,5.603
2022-06-25,5.603
2022-06-26,5.603
2022-06-27,5.603
2022-06-28,5.604
2022-06-29,5.64
2022-06-30,5.645
2022-07-01,5.689
2022-07-02,5.689
2022-07-03,5.689
2022-07-04,5.689
2022-07-05,5.689
2022-07-06,5.689
2022-07-07,5.689
2022-07-08,5.689
2022-07-09,5.689
2022-07-10,5.689
2022-07-11,5.705
2022-07-12,5.662
2022-07-13,5.662
2022-07-14,5.662
2022-07-15,5.662
2022-07-16,5.662
2022-07-17,5.662
2022-07-18,5.662
2022-07-19,5.669
2022-07-20,5.669
2022-07-21,5.669
2022-07-22,5.688
2022-07-23,5.688
2022-07-24,5.561
2022-07-25,5.451
2022-07-26,5.374
2022-07-27,5.364
2022-07-28,5.364
2022-07-29,5.364
2022-07-30,5.364
2022-07-31,5.364
2022-08-01,5.364
2022-08-02,5.364
2022-08-03,5.371
2022-08-04,5.371
2022-08-05,5.371
2022-08-06,5.371
2022-08-07,5.371
2022-08-08,5.352
2022-08-09,5.352
2022-08-10,5.352
2022-08-11,5.352
2022-08-12,5.352
2022-08-13,5.352
2022-08-14,5.352
2022-08-15,5.352
2022-08-16,5.352
2022-08-17,5.352
2022-08-18,5.306
2022-08-19,5.306
2022-08-20,5.306
2022-08-21,5.306
2022-08-22,5.312
2022-08-23,5.312
2022-08-24,5.312
2022-08-25,5.312
2022-08-26,5.312
2022-08-27,5.312
2022-08-28,5.312
2022-08-29,5.312
2022-08-30,5.312
2022-08-31,5.312
2022-09-01,5.312
2022-09-02,5.312
2022-09-03,5.312
2022-09-04,5.312
2022-09-05,5.312
2022-09-06,5.312
2022-09-07,5.312
2022-09-08,5.312
2022-09-09,5.312
2022-09-10,5.312
2022-09-11,5.312
2022-09-12,5.314
2022-09-13,5.314
2022-09-14,5.314
2022-09-15,5.314
2022-09-16,5.314
2022-09-17,5.314
2022-09-18,5.314
2022-09-19,5.314
2022-09-20,5.314
2022-09-21,5.251
2022-09-22,5.251
2022-09-23,5.251
2022-09-24,5.251
2022-09-25,5.251
2022-09-26,5.252
2022-09-27,5.242
2022-09-28,5.242
2022-09-29,5.243
2022-09-30,5.243
2022-10-01,5.243
2022-10-02,5.243
2022-10-03,5.243
2022-10-04,5.243
2022-10-05,5.254
2022-10-06,5.239
2022-10-07,5.239
2022-10-08,5.239
2022-10-09,5.239
2022-10-10,5.239
2022-10-11,5.237
2022-10-12,5.237
2022-10-13,5.237
2022-10-14,5.237
2022-10-15,5.237
2022-10-16,5.237
2022-10-17,5.237
2022-10-18,5.237
2022-10-19,5.237
2022-10-20,5.237
2022-10-21,5.18
2022-10-22,5.18
2022-10-23,5.175
2022-10-24,5.118
2022-10-25,5.105
2022-10-26,5.084
2022-10-27,5.084
2022-10-28,5.084
2022-10-29,5.084
2022-10-30,5.084
2022-10-31,5.073
2022-11-01,5.073
2022-11-02,5.073
2022-11-03,5.073
2022-11-04,5.065
2022-11-05,5.065
2022-11-06,5.065
2022-11-07,5.06
2022-11-08,5.06
2022-11-09,5.066
2022-11-10,5.066
2022-11-11,5.066
2022-11-12,5.066
2022-11-13,5.066
2022-11-14,5.066
2022-11-15,5.066
2022-11-16,5.066
2022-11-17,5.066
2022-11-18,5.066
2022-11-19,5.066
2022-11-20,5.066
2022-11-21,5.066
2022-11-22,5.066
2022-11-23,5.066
2022-11-24,5.066
2022-11-25,5.066
2022-11-26,5.066
2022-11-27,5.066
2022-11-28,5.066
2022-11-29,5.066
2022-11-30,5.066
2022-12-01,5.069
2022-12-02,5.069
2022-12-03,5.069
2022-12-04,5.069
2022-12-05,5.069
2022-12-06,5.069
2022-12-07,5.085
2022-12-08,5.085
2022-12-09,5.085
2022-12-10,5.085
2022-12-11,5.085
2022-12-12,5.08
2022-12-13,5.08
2022-12-14,5.079
2022-12-15,5.061
2022-12-16,5.061
2022-12-17,5.061
2022-12-18,5.061
2022-12-19,5.06
2022-12-20,5.064
2022-12-21,5.044
2022-12-22,5.044
2022-12-23,5.044
2022-12-24,5.044
2022-12-25,5.044
2022-12-26,5.044
2022-12-27,5.044
2022-12-28,5.044
2022-12-29,5.044
2022-12-30,5.044
2022-12-31,5.044
2023-01-01,5.044
2023-01-02,5.044
2023-01-03,5.044
2023-01-04,5.044
2023-01-05,5.044
2023-01-06,5.044
2023-01-07,5.044
2023-01-08,5.044
2023-01-09,5.032
2023-01-10,5.022
2023-01-11,5.022
2023-01-12,5.022
2023-01-13,5.022
2023-01-14,5.022
2023-01-15,5.022
2023-01-16,5.022
2023-01-17,5.009
2023-01-18,4.999
2023-01-19,4.983
2023-01-20,4.983
2023-01-21,4.983
2023-01-22,4.983
2023-01-23,4.983
2023-01-24,4.826
2023-01-25,4.779
2023-01-26,4.779
2023-01-27,4.769
2023-01-28,4.769
2023-01-29,4.769
2023-01-30,4.746
2023-01-31,4.746
2023-02-01,4.746
2023-02-02,4.69
2023-02-03,4.69
2023-02-04,4.69
2023-02-05,4.69
2023-02-06,4.689
2023-02-07,4.689
2023-02-08,4.689
2023-02-09,4.689
2023-02-10,4.689
2023-02-11,4.689
2023-02-12,4.689
2023-02-13,4.689
2023-02-14,4.689
2023-02-15,4.689
2023-02-16,4.689
2023-02-17,4.689
2023-02-18,4.689
2023-02-19,4.689
2023-02-20,4.689
2023-02-21,4.689
2023-02-22,4.689
2023-02-23,4.689
2023-02-24,4.689
2023-02-25,4.689
2023-02-26,4.689
2023-02-27,4.689
2023-02-28,4.689
2023-03-01,4.689
2023-03-02,4.689
2023-03-03,4.689
2023-03-04,4.689
2023-03-05,4.689
2023-03-06,4.689
2023-03-07,4.677
2023-03-08,4.677
2023-03-09,4.677
2023-03-10,4.677
2023-03-11,4.677
2023-03-12,4.677
2023-03-13,4.677
2023-03-14,4.677
2023-03-15,4.677
2023-03-16,4.677
2023-03-17,4.677
2023-03-18,4.677
2023-03-19,4.677
2023-03-20,4.677
2023-03-21,4.677
2023-03-22,4.669
2023-03-23,4.669
2023-03-24,4.668
2023-03-25,4.668
2023-03-26,4.668
2023-03-27,4.668
2023-03-28,4.668
2023-03-29,4.668
2023-03-30,4.667
2023-03-31,4.667
2023-04-01,4.667
2023-04-02,4.667
2023-04-03,4.667
2023-04-04,4.666
2023-04-05,4.666
2023-04-06,4.666
2023-04-07,4.666
2023-04-08,4.666
2023-04-09,4.665
2023-04-10,4.666
2023-04-11,4.671
2023-04-12,4.669
2023-04-13,4.669
2023-04-14,4.669
2023-04-15,4.669
2023-04-16,4.667
2023-04-17,4.667
2023-04-18,4.665
2023-04-19,4.665
2023-04-20,4.665
2023-04-21,4.665
2023-04-22,4.665
2023-04-23,4.665
2023-04-24,4.665
2023-04-25,4.654
2023-04-26,4.662
2023-04-27,4.656
2023-04-28,4.654
2023-04-29,4.654
2023-04-30,4.653
2023-05-01,4.653
2023-05-02,4.649
2023-05-03,4.649
2023-05-04,4.65
2023-05-05,4.65
2023-05-06,4.65
2023-05-07,4.65
2023-05-08,4.65
2023-05-09,4.68
2023-05-10,4.654
2023-05-11,4.654
2023-05-12,4.654
2023-05-13,4.654
2023-05-14,4.654
2023-05-15,4.654
2023-05-16,4.654
2023-05-17,4.654
2023-05-18,4.663
2023-05-19,4.663
2023-05-20,4.663
2023-05-21,4.663
2023-05-22,4.663
2023-05-23,4.663
2023-05-24,4.663
2023-05-25,4.663
2023-05-26,4.663
2023-05-27,4.663
2023-05-28,4.663
2023-05-29,4.663
2023-05-30,4.65
2023-05-31,4.65
2023-06-01,4.65
2023-06-02,4.65
2023-06-03,4.65
2023-06-04,4.65
2023-06-05,4.65
2023-06-06,4.649
2023-06-07,4.649
2023-06-08,4.643
2023-06-09,4.643
2023-06-10,4.643
2023-06-11,4.643
2023-06-12,4.643
2023-06-13,4.643
2023-06-14,4.643
2023-06-15,4.643
2023-06-16,4.643
2023-06-17,4.643
2023-06-18,4.643
2023-06-19,4.667
2023-06-20,4.667
2023-06-21,4.661
2023-06-22,4.661
2023-06-23,4.661
