,SFM US Equity
2021-01-18,2.406
2021-01-19,2.406
2021-01-20,2.406
2021-01-21,2.406
2021-01-22,2.406
2021-01-23,2.406
2021-01-24,2.406
2021-01-25,2.406
2021-01-26,2.406
2021-01-27,2.406
2021-01-28,2.406
2021-01-29,2.406
2021-01-30,2.406
2021-01-31,2.406
2021-02-01,2.406
2021-02-02,2.406
2021-02-03,2.406
2021-02-04,2.406
2021-02-05,2.406
2021-02-06,2.406
2021-02-07,2.406
2021-02-08,2.406
2021-02-09,2.406
2021-02-10,2.406
2021-02-11,2.406
2021-02-12,2.406
2021-02-13,2.406
2021-02-14,2.406
2021-02-15,2.406
2021-02-16,2.35
2021-02-17,2.35
2021-02-18,2.35
2021-02-19,2.35
2021-02-20,2.35
2021-02-21,2.35
2021-02-22,2.35
2021-02-23,2.35
2021-02-24,2.35
2021-02-25,2.41
2021-02-26,2.488
2021-02-27,2.488
2021-02-28,2.488
2021-03-01,2.488
2021-03-02,2.488
2021-03-03,2.518
2021-03-04,2.518
2021-03-05,2.576
2021-03-06,2.576
2021-03-07,2.576
2021-03-08,2.576
2021-03-09,2.576
2021-03-10,2.576
2021-03-11,2.576
2021-03-12,2.576
2021-03-13,2.576
2021-03-14,2.576
2021-03-15,2.576
2021-03-16,2.576
2021-03-17,2.576
2021-03-18,2.576
2021-03-19,2.576
2021-03-20,2.576
2021-03-21,2.576
2021-03-22,2.576
2021-03-23,2.576
2021-03-24,2.576
2021-03-25,2.576
2021-03-26,2.576
2021-03-27,2.576
2021-03-28,2.576
2021-03-29,2.576
2021-03-30,2.576
2021-03-31,2.576
2021-04-01,2.576
2021-04-02,2.576
2021-04-03,2.576
2021-04-04,2.576
2021-04-05,2.576
2021-04-06,2.576
2021-04-07,2.576
2021-04-08,2.576
2021-04-09,2.576
2021-04-10,2.576
2021-04-11,2.576
2021-04-12,2.576
2021-04-13,2.576
2021-04-14,2.576
2021-04-15,2.576
2021-04-16,2.576
2021-04-17,2.576
2021-04-18,2.576
2021-04-19,2.576
2021-04-20,2.576
2021-04-21,2.576
2021-04-22,2.576
2021-04-23,2.576
2021-04-24,2.576
2021-04-25,2.576
2021-04-26,2.576
2021-04-27,2.576
2021-04-28,2.576
2021-04-29,2.458
2021-04-30,2.458
2021-05-01,2.458
2021-05-02,2.458
2021-05-03,2.458
2021-05-04,2.458
2021-05-05,2.458
2021-05-06,2.426
2021-05-07,2.464
2021-05-08,2.464
2021-05-09,2.627
2021-05-10,2.627
2021-05-11,2.627
2021-05-12,2.627
2021-05-13,2.583
2021-05-14,2.583
2021-05-15,2.583
2021-05-16,2.583
2021-05-17,2.583
2021-05-18,2.583
2021-05-19,2.583
2021-05-20,2.583
2021-05-21,2.583
2021-05-22,2.583
2021-05-23,2.583
2021-05-24,2.583
2021-05-25,2.583
2021-05-26,2.583
2021-05-27,2.583
2021-05-28,2.583
2021-05-29,2.583
2021-05-30,2.583
2021-05-31,2.583
2021-06-01,2.583
2021-06-02,2.583
2021-06-03,2.583
2021-06-04,2.583
2021-06-05,2.622
2021-06-06,2.622
2021-06-07,2.622
2021-06-08,2.622
2021-06-09,2.622
2021-06-10,2.622
2021-06-11,2.622
2021-06-12,2.622
2021-06-13,2.622
2021-06-14,2.622
2021-06-15,2.622
2021-06-16,2.622
2021-06-17,2.622
2021-06-18,2.622
2021-06-19,2.622
2021-06-20,2.622
2021-06-21,2.622
2021-06-22,2.622
2021-06-23,2.622
2021-06-24,2.622
2021-06-25,2.622
2021-06-26,2.622
2021-06-27,2.622
2021-06-28,2.622
2021-06-29,2.622
2021-06-30,2.622
2021-07-01,2.622
2021-07-02,2.622
2021-07-03,2.622
2021-07-04,2.622
2021-07-05,2.622
2021-07-06,2.622
2021-07-07,2.622
2021-07-08,2.622
2021-07-09,2.622
2021-07-10,2.622
2021-07-11,2.622
2021-07-12,2.622
2021-07-13,2.622
2021-07-14,2.622
2021-07-15,2.622
2021-07-16,2.622
2021-07-17,2.622
2021-07-18,2.622
2021-07-19,2.622
2021-07-20,2.622
2021-07-21,2.622
2021-07-22,2.622
2021-07-23,2.622
2021-07-24,2.622
2021-07-25,2.622
2021-07-26,2.622
2021-07-27,2.622
2021-07-28,2.622
2021-07-29,2.622
2021-07-30,2.622
2021-07-31,2.622
2021-08-01,2.622
2021-08-02,2.622
2021-08-03,2.622
2021-08-04,2.622
2021-08-05,2.594
2021-08-06,2.596
2021-08-07,2.596
2021-08-08,2.519
2021-08-09,2.519
2021-08-10,2.519
2021-08-11,2.519
2021-08-12,2.511
2021-08-13,2.511
2021-08-14,2.511
2021-08-15,2.511
2021-08-16,2.511
2021-08-17,2.511
2021-08-18,2.511
2021-08-19,2.511
2021-08-20,2.511
2021-08-21,2.511
2021-08-22,2.511
2021-08-23,2.511
2021-08-24,2.511
2021-08-25,2.511
2021-08-26,2.511
2021-08-27,2.511
2021-08-28,2.511
2021-08-29,2.511
2021-08-30,2.511
2021-08-31,2.511
2021-09-01,2.513
2021-09-02,2.513
2021-09-03,2.513
2021-09-04,2.513
2021-09-05,2.513
2021-09-06,2.513
2021-09-07,2.513
2021-09-08,2.513
2021-09-09,2.513
2021-09-10,2.513
2021-09-11,2.513
2021-09-12,2.513
2021-09-13,2.513
2021-09-14,2.513
2021-09-15,2.513
2021-09-16,2.513
2021-09-17,2.513
2021-09-18,2.513
2021-09-19,2.513
2021-09-20,2.513
2021-09-21,2.513
2021-09-22,2.513
2021-09-23,2.513
2021-09-24,2.513
2021-09-25,2.513
2021-09-26,2.513
2021-09-27,2.513
2021-09-28,2.513
2021-09-29,2.513
2021-09-30,2.513
2021-10-01,2.513
2021-10-02,2.513
2021-10-03,2.513
2021-10-04,2.434
2021-10-05,2.434
2021-10-06,2.434
2021-10-07,2.434
2021-10-08,2.434
2021-10-09,2.434
2021-10-10,2.434
2021-10-11,2.434
2021-10-12,2.434
2021-10-13,2.434
2021-10-14,2.434
2021-10-15,2.434
2021-10-16,2.434
2021-10-17,2.434
2021-10-18,2.434
2021-10-19,2.434
2021-10-20,2.434
2021-10-21,2.434
2021-10-22,2.434
2021-10-23,2.434
2021-10-24,2.434
2021-10-25,2.434
2021-10-26,2.434
2021-10-27,2.434
2021-10-28,2.434
2021-10-29,2.419
2021-10-30,2.419
2021-10-31,2.419
2021-11-01,2.419
2021-11-02,2.419
2021-11-03,2.419
2021-11-04,2.403
2021-11-05,2.414
2021-11-06,2.414
2021-11-07,2.429
2021-11-08,2.429
2021-11-09,2.429
2021-11-10,2.429
2021-11-11,2.429
2021-11-12,2.429
2021-11-13,2.429
2021-11-14,2.429
2021-11-15,2.429
2021-11-16,2.429
2021-11-17,2.429
2021-11-18,2.429
2021-11-19,2.429
2021-11-20,2.429
2021-11-21,2.429
2021-11-22,2.429
2021-11-23,2.429
2021-11-24,2.429
2021-11-25,2.429
2021-11-26,2.429
2021-11-27,2.429
2021-11-28,2.429
2021-11-29,2.429
2021-11-30,2.429
2021-12-01,2.429
2021-12-02,2.403
2021-12-03,2.403
2021-12-04,2.403
2021-12-05,2.403
2021-12-06,2.403
2021-12-07,2.403
2021-12-08,2.403
2021-12-09,2.49
2021-12-10,2.49
2021-12-11,2.49
2021-12-12,2.49
2021-12-13,2.49
2021-12-14,2.49
2021-12-15,2.49
2021-12-16,2.49
2021-12-17,2.49
2021-12-18,2.49
2021-12-19,2.49
2021-12-20,2.49
2021-12-21,2.49
2021-12-22,2.49
2021-12-23,2.49
2021-12-24,2.49
2021-12-25,2.49
2021-12-26,2.49
2021-12-27,2.49
2021-12-28,2.49
2021-12-29,2.49
2021-12-30,2.49
2021-12-31,2.49
2022-01-01,2.49
2022-01-02,2.49
2022-01-03,2.49
2022-01-04,2.49
2022-01-05,2.49
2022-01-06,2.49
2022-01-07,2.49
2022-01-08,2.49
2022-01-09,2.49
2022-01-10,2.49
2022-01-11,2.49
2022-01-12,2.49
2022-01-13,2.49
2022-01-14,2.49
2022-01-15,2.49
2022-01-16,2.49
2022-01-17,2.49
2022-01-18,2.49
2022-01-19,2.49
2022-01-20,2.49
2022-01-21,2.49
2022-01-22,2.49
2022-01-23,2.49
2022-01-24,2.49
2022-01-25,2.49
2022-01-26,2.49
2022-01-27,2.49
2022-01-28,2.49
2022-01-29,2.49
2022-01-30,2.49
2022-01-31,2.49
2022-02-01,2.49
2022-02-02,2.49
2022-02-03,2.49
2022-02-04,2.49
2022-02-05,2.49
2022-02-06,2.49
2022-02-07,2.49
2022-02-08,2.49
2022-02-09,2.49
2022-02-10,2.49
2022-02-11,2.49
2022-02-12,2.49
2022-02-13,2.49
2022-02-14,2.49
2022-02-15,2.49
2022-02-16,2.49
2022-02-17,2.49
2022-02-18,2.49
2022-02-19,2.49
2022-02-20,2.49
2022-02-21,2.49
2022-02-22,2.49
2022-02-23,2.49
2022-02-24,2.528
2022-02-25,2.547
2022-02-26,2.547
2022-02-27,2.506
2022-02-28,2.506
2022-03-01,2.506
2022-03-02,2.503
2022-03-03,2.53
2022-03-04,2.53
2022-03-05,2.53
2022-03-06,2.53
2022-03-07,2.53
2022-03-08,2.53
2022-03-09,2.53
2022-03-10,2.53
2022-03-11,2.53
2022-03-12,2.53
2022-03-13,2.53
2022-03-14,2.53
2022-03-15,2.53
2022-03-16,2.53
2022-03-17,2.53
2022-03-18,2.53
2022-03-19,2.53
2022-03-20,2.532
2022-03-21,2.532
2022-03-22,2.532
2022-03-23,2.532
2022-03-24,2.532
2022-03-25,2.532
2022-03-26,2.532
2022-03-27,2.532
2022-03-28,2.532
2022-03-29,2.532
2022-03-30,2.532
2022-03-31,2.532
2022-04-01,2.532
2022-04-02,2.532
2022-04-03,2.532
2022-04-04,2.532
2022-04-05,2.532
2022-04-06,2.532
2022-04-07,2.532
2022-04-08,2.532
2022-04-09,2.532
2022-04-10,2.532
2022-04-11,2.532
2022-04-12,2.532
2022-04-13,2.532
2022-04-14,2.532
2022-04-15,2.532
2022-04-16,2.532
2022-04-17,2.532
2022-04-18,2.532
2022-04-19,2.532
2022-04-20,2.532
2022-04-21,2.532
2022-04-22,2.532
2022-04-23,2.532
2022-04-24,2.532
2022-04-25,2.532
2022-04-26,2.505
2022-04-27,2.505
2022-04-28,2.505
2022-04-29,2.505
2022-04-30,2.505
2022-05-01,2.505
2022-05-02,2.505
2022-05-03,2.505
2022-05-04,2.483
2022-05-05,2.502
2022-05-06,2.502
2022-05-07,2.502
2022-05-08,2.502
2022-05-09,2.502
2022-05-10,2.481
2022-05-11,2.491
2022-05-12,2.491
2022-05-13,2.491
2022-05-14,2.491
2022-05-15,2.491
2022-05-16,2.491
2022-05-17,2.491
2022-05-18,2.491
2022-05-19,2.491
2022-05-20,2.491
2022-05-21,2.491
2022-05-22,2.491
2022-05-23,2.491
2022-05-24,2.491
2022-05-25,2.491
2022-05-26,2.491
2022-05-27,2.491
2022-05-28,2.491
2022-05-29,2.491
2022-05-30,2.491
2022-05-31,2.491
2022-06-01,2.491
2022-06-02,2.491
2022-06-03,2.491
2022-06-04,2.491
2022-06-05,2.491
2022-06-06,2.491
2022-06-07,2.491
2022-06-08,2.491
2022-06-09,2.491
2022-06-10,2.491
2022-06-11,2.491
2022-06-12,2.491
2022-06-13,2.491
2022-06-14,2.491
2022-06-15,2.491
2022-06-16,2.491
2022-06-17,2.491
2022-06-18,2.491
2022-06-19,2.491
2022-06-20,2.491
2022-06-21,2.491
2022-06-22,2.491
2022-06-23,2.489
2022-06-24,2.516
2022-06-25,2.516
2022-06-26,2.516
2022-06-27,2.516
2022-06-28,2.516
2022-06-29,2.516
2022-06-30,2.516
2022-07-01,2.516
2022-07-02,2.516
2022-07-03,2.516
2022-07-04,2.516
2022-07-05,2.516
2022-07-06,2.522
2022-07-07,2.522
2022-07-08,2.522
2022-07-09,2.522
2022-07-10,2.522
2022-07-11,2.522
2022-07-12,2.522
2022-07-13,2.522
2022-07-14,2.522
2022-07-15,2.522
2022-07-16,2.522
2022-07-17,2.522
2022-07-18,2.522
2022-07-19,2.522
2022-07-20,2.522
2022-07-21,2.522
2022-07-22,2.522
2022-07-23,2.522
2022-07-24,2.522
2022-07-25,2.522
2022-07-26,2.522
2022-07-27,2.522
2022-07-28,2.522
2022-07-29,2.522
2022-07-30,2.522
2022-07-31,2.522
2022-08-01,2.522
2022-08-02,2.522
2022-08-03,2.524
2022-08-04,2.541
2022-08-05,2.541
2022-08-06,2.541
2022-08-07,2.541
2022-08-08,2.531
2022-08-09,2.531
2022-08-10,2.531
2022-08-11,2.531
2022-08-12,2.531
2022-08-13,2.531
2022-08-14,2.531
2022-08-15,2.531
2022-08-16,2.531
2022-08-17,2.531
2022-08-18,2.531
2022-08-19,2.531
2022-08-20,2.531
2022-08-21,2.531
2022-08-22,2.538
2022-08-23,2.57
2022-08-24,2.499
2022-08-25,2.499
2022-08-26,2.499
2022-08-27,2.499
2022-08-28,2.499
2022-08-29,2.499
2022-08-30,2.499
2022-08-31,2.499
2022-09-01,2.503
2022-09-02,2.503
2022-09-03,2.503
2022-09-04,2.503
2022-09-05,2.503
2022-09-06,2.503
2022-09-07,2.503
2022-09-08,2.503
2022-09-09,2.503
2022-09-10,2.503
2022-09-11,2.503
2022-09-12,2.503
2022-09-13,2.503
2022-09-14,2.503
2022-09-15,2.503
2022-09-16,2.503
2022-09-17,2.503
2022-09-18,2.503
2022-09-19,2.503
2022-09-20,2.503
2022-09-21,2.503
2022-09-22,2.503
2022-09-23,2.503
2022-09-24,2.503
2022-09-25,2.503
2022-09-26,2.503
2022-09-27,2.503
2022-09-28,2.503
2022-09-29,2.503
2022-09-30,2.503
2022-10-01,2.503
2022-10-02,2.503
2022-10-03,2.503
2022-10-04,2.503
2022-10-05,2.503
2022-10-06,2.503
2022-10-07,2.503
2022-10-08,2.503
2022-10-09,2.503
2022-10-10,2.503
2022-10-11,2.503
2022-10-12,2.503
2022-10-13,2.503
2022-10-14,2.503
2022-10-15,2.503
2022-10-16,2.503
2022-10-17,2.503
2022-10-18,2.503
2022-10-19,2.503
2022-10-20,2.488
2022-10-21,2.488
2022-10-22,2.488
2022-10-23,2.488
2022-10-24,2.488
2022-10-25,2.488
2022-10-26,2.488
2022-10-27,2.488
2022-10-28,2.488
2022-10-29,2.488
2022-10-30,2.488
2022-10-31,2.488
2022-11-01,2.488
2022-11-02,2.488
2022-11-03,2.488
2022-11-04,2.488
2022-11-05,2.488
2022-11-06,2.488
2022-11-07,2.488
2022-11-08,2.519
2022-11-09,2.552
2022-11-10,2.552
2022-11-11,2.552
2022-11-12,2.553
2022-11-13,2.553
2022-11-14,2.553
2022-11-15,2.553
2022-11-16,2.553
2022-11-17,2.553
2022-11-18,2.553
2022-11-19,2.553
2022-11-20,2.553
2022-11-21,2.553
2022-11-22,2.553
2022-11-23,2.553
2022-11-24,2.553
2022-11-25,2.553
2022-11-26,2.553
2022-11-27,2.553
2022-11-28,2.553
2022-11-29,2.566
2022-11-30,2.566
2022-12-01,2.566
2022-12-02,2.566
2022-12-03,2.566
2022-12-04,2.566
2022-12-05,2.566
2022-12-06,2.566
2022-12-07,2.566
2022-12-08,2.566
2022-12-09,2.566
2022-12-10,2.566
2022-12-11,2.566
2022-12-12,2.566
2022-12-13,2.566
2022-12-14,2.566
2022-12-15,2.566
2022-12-16,2.566
2022-12-17,2.566
2022-12-18,2.566
2022-12-19,2.54
2022-12-20,2.54
2022-12-21,2.54
2022-12-22,2.54
2022-12-23,2.54
2022-12-24,2.54
2022-12-25,2.54
2022-12-26,2.54
2022-12-27,2.54
2022-12-28,2.54
2022-12-29,2.54
2022-12-30,2.54
2022-12-31,2.54
2023-01-01,2.54
2023-01-02,2.54
2023-01-03,2.54
2023-01-04,2.54
2023-01-05,2.54
2023-01-06,2.536
2023-01-07,2.536
2023-01-08,2.536
2023-01-09,2.536
2023-01-10,2.536
2023-01-11,2.536
2023-01-12,2.536
2023-01-13,2.536
2023-01-14,2.536
2023-01-15,2.536
2023-01-16,2.536
2023-01-17,2.536
2023-01-18,2.536
2023-01-19,2.536
2023-01-20,2.536
2023-01-21,2.536
2023-01-22,2.536
2023-01-23,2.536
2023-01-24,2.56
2023-01-25,2.56
2023-01-26,2.56
2023-01-27,2.56
2023-01-28,2.56
2023-01-29,2.56
2023-01-30,2.56
2023-01-31,2.56
2023-02-01,2.56
2023-02-02,2.56
2023-02-03,2.56
2023-02-04,2.56
2023-02-05,2.584
2023-02-06,2.584
2023-02-07,2.584
2023-02-08,2.584
2023-02-09,2.584
2023-02-10,2.584
2023-02-11,2.584
2023-02-12,2.584
2023-02-13,2.579
2023-02-14,2.579
2023-02-15,2.579
2023-02-16,2.579
2023-02-17,2.579
2023-02-18,2.579
2023-02-19,2.579
2023-02-20,2.579
2023-02-21,2.579
2023-02-22,2.579
2023-02-23,2.579
2023-02-24,2.579
2023-02-25,2.579
2023-02-26,2.579
2023-02-27,2.579
2023-02-28,2.579
2023-03-01,2.579
2023-03-02,2.592
2023-03-03,2.644
2023-03-04,2.644
2023-03-05,2.655
2023-03-06,2.653
2023-03-07,2.662
2023-03-08,2.662
2023-03-09,2.662
2023-03-10,2.662
2023-03-11,2.662
2023-03-12,2.662
2023-03-13,2.662
2023-03-14,2.662
2023-03-15,2.662
2023-03-16,2.662
2023-03-17,2.662
2023-03-18,2.662
2023-03-19,2.662
2023-03-20,2.662
2023-03-21,2.661
2023-03-22,2.658
2023-03-23,2.658
2023-03-24,2.658
2023-03-25,2.658
2023-03-26,2.658
2023-03-27,2.658
2023-03-28,2.658
2023-03-29,2.658
2023-03-30,2.674
2023-03-31,2.674
2023-04-01,2.674
2023-04-02,2.674
2023-04-03,2.674
2023-04-04,2.674
2023-04-05,2.674
2023-04-06,2.674
2023-04-07,2.674
2023-04-08,2.674
2023-04-09,2.674
2023-04-10,2.674
2023-04-11,2.674
2023-04-12,2.674
2023-04-13,2.674
2023-04-14,2.674
2023-04-15,2.674
2023-04-16,2.674
2023-04-17,2.674
2023-04-18,2.674
2023-04-19,2.674
2023-04-20,2.669
2023-04-21,2.669
2023-04-22,2.669
2023-04-23,2.669
2023-04-24,2.669
2023-04-25,2.669
2023-04-26,2.668
2023-04-27,2.666
2023-04-28,2.666
2023-04-29,2.666
2023-04-30,2.666
2023-05-01,2.716
2023-05-02,2.736
2023-05-03,2.729
2023-05-04,2.729
2023-05-05,2.736
2023-05-06,2.736
2023-05-07,2.741
2023-05-08,2.741
2023-05-09,2.741
2023-05-10,2.767
2023-05-11,2.767
2023-05-12,2.767
2023-05-13,2.767
2023-05-14,2.767
2023-05-15,2.761
2023-05-16,2.761
2023-05-17,2.761
2023-05-18,2.761
2023-05-19,2.761
2023-05-20,2.761
2023-05-21,2.761
2023-05-22,2.761
2023-05-23,2.761
2023-05-24,2.761
2023-05-25,2.761
2023-05-26,2.761
2023-05-27,2.761
2023-05-28,2.761
2023-05-29,2.761
2023-05-30,2.757
2023-05-31,2.757
2023-06-01,2.757
2023-06-02,2.757
2023-06-03,2.757
2023-06-04,2.757
2023-06-05,2.757
2023-06-06,2.745
2023-06-07,2.745
2023-06-08,2.745
2023-06-09,2.745
2023-06-10,2.745
2023-06-11,2.745
2023-06-12,2.745
2023-06-13,2.745
2023-06-14,2.745
2023-06-15,2.745
2023-06-16,2.745
2023-06-17,2.745
2023-06-18,2.745
2023-06-19,2.745
2023-06-20,2.745
2023-06-21,2.745
2023-06-22,2.745
2023-06-23,2.745
