,ALB US Equity
2021-04-25,7.283
2021-04-26,7.283
2021-04-27,7.283
2021-04-28,7.283
2021-04-29,7.283
2021-04-30,7.283
2021-05-01,7.283
2021-05-02,7.283
2021-05-03,7.283
2021-05-04,7.283
2021-05-05,7.283
2021-05-06,7.634
2021-05-07,7.633
2021-05-08,7.661
2021-05-09,7.64
2021-05-10,7.726
2021-05-11,7.726
2021-05-12,7.726
2021-05-13,7.726
2021-05-14,7.726
2021-05-15,7.726
2021-05-16,7.726
2021-05-17,7.726
2021-05-18,7.726
2021-05-19,7.726
2021-05-20,7.726
2021-05-21,7.726
2021-05-22,7.726
2021-05-23,7.726
2021-05-24,7.726
2021-05-25,7.726
2021-05-26,7.726
2021-05-27,7.726
2021-05-28,7.726
2021-05-29,7.726
2021-05-30,7.726
2021-05-31,7.726
2021-06-01,7.726
2021-06-02,7.723
2021-06-03,7.723
2021-06-04,7.723
2021-06-05,7.723
2021-06-06,7.723
2021-06-07,7.723
2021-06-08,7.723
2021-06-09,7.723
2021-06-10,7.723
2021-06-11,7.723
2021-06-12,7.723
2021-06-13,7.723
2021-06-14,7.723
2021-06-15,7.723
2021-06-16,7.723
2021-06-17,7.723
2021-06-18,7.723
2021-06-19,7.723
2021-06-20,7.723
2021-06-21,7.723
2021-06-22,7.723
2021-06-23,7.723
2021-06-24,7.723
2021-06-25,7.723
2021-06-26,7.723
2021-06-27,7.723
2021-06-28,7.723
2021-06-29,7.723
2021-06-30,7.723
2021-07-01,7.723
2021-07-02,7.723
2021-07-03,7.723
2021-07-04,7.723
2021-07-05,7.723
2021-07-06,7.723
2021-07-07,7.723
2021-07-08,7.723
2021-07-09,7.723
2021-07-10,7.723
2021-07-11,7.723
2021-07-12,7.723
2021-07-13,7.723
2021-07-14,7.723
2021-07-15,7.764
2021-07-16,7.764
2021-07-17,7.764
2021-07-18,7.764
2021-07-19,7.764
2021-07-20,7.764
2021-07-21,7.764
2021-07-22,7.764
2021-07-23,7.764
2021-07-24,7.764
2021-07-25,7.764
2021-07-26,7.764
2021-07-27,7.764
2021-07-28,7.764
2021-07-29,7.764
2021-07-30,7.764
2021-07-31,7.764
2021-08-01,7.764
2021-08-02,7.764
2021-08-03,8.27
2021-08-04,8.27
2021-08-05,7.366
2021-08-06,7.51
2021-08-07,7.51
2021-08-08,7.51
2021-08-09,7.51
2021-08-10,7.51
2021-08-11,7.51
2021-08-12,7.511
2021-08-13,7.511
2021-08-14,7.511
2021-08-15,7.511
2021-08-16,7.511
2021-08-17,7.511
2021-08-18,7.511
2021-08-19,7.511
2021-08-20,7.511
2021-08-21,7.511
2021-08-22,7.511
2021-08-23,7.511
2021-08-24,7.511
2021-08-25,7.511
2021-08-26,7.511
2021-08-27,7.511
2021-08-28,7.511
2021-08-29,7.511
2021-08-30,7.511
2021-08-31,7.511
2021-09-01,7.511
2021-09-02,7.511
2021-09-03,7.511
2021-09-04,7.511
2021-09-05,7.511
2021-09-06,7.511
2021-09-07,8.009
2021-09-08,8.004
2021-09-09,8.004
2021-09-10,8.126
2021-09-11,8.126
2021-09-12,8.104
2021-09-13,8.999
2021-09-14,8.999
2021-09-15,8.999
2021-09-16,8.999
2021-09-17,8.999
2021-09-18,8.999
2021-09-19,8.999
2021-09-20,8.999
2021-09-21,8.999
2021-09-22,8.999
2021-09-23,8.999
2021-09-24,8.999
2021-09-25,8.999
2021-09-26,8.999
2021-09-27,8.999
2021-09-28,8.999
2021-09-29,8.999
2021-09-30,8.999
2021-10-01,8.999
2021-10-02,8.999
2021-10-03,9.047
2021-10-04,9.047
2021-10-05,9.047
2021-10-06,9.047
2021-10-07,9.047
2021-10-08,9.047
2021-10-09,9.047
2021-10-10,9.047
2021-10-11,9.047
2021-10-12,8.903
2021-10-13,8.996
2021-10-14,8.996
2021-10-15,8.996
2021-10-16,8.996
2021-10-17,8.996
2021-10-18,8.996
2021-10-19,8.996
2021-10-20,8.996
2021-10-21,8.996
2021-10-22,8.996
2021-10-23,8.996
2021-10-24,8.996
2021-10-25,8.996
2021-10-26,8.996
2021-10-27,8.996
2021-10-28,8.996
2021-10-29,8.996
2021-10-30,8.996
2021-10-31,8.996
2021-11-01,8.996
2021-11-02,8.996
2021-11-03,8.996
2021-11-04,9.285
2021-11-05,9.704
2021-11-06,9.704
2021-11-07,9.704
2021-11-08,9.779
2021-11-09,9.779
2021-11-10,9.779
2021-11-11,9.865
2021-11-12,9.865
2021-11-13,9.865
2021-11-14,9.865
2021-11-15,9.865
2021-11-16,9.865
2021-11-17,9.865
2021-11-18,10.076
2021-11-19,10.076
2021-11-20,10.076
2021-11-21,10.076
2021-11-22,10.076
2021-11-23,10.076
2021-11-24,10.076
2021-11-25,10.076
2021-11-26,10.076
2021-11-27,10.076
2021-11-28,10.076
2021-11-29,10.076
2021-11-30,10.076
2021-12-01,10.076
2021-12-02,10.076
2021-12-03,10.076
2021-12-04,10.076
2021-12-05,10.076
2021-12-06,10.076
2021-12-07,10.076
2021-12-08,10.076
2021-12-09,10.076
2021-12-10,10.076
2021-12-11,10.076
2021-12-12,10.076
2021-12-13,10.076
2021-12-14,10.076
2021-12-15,10.076
2021-12-16,10.076
2021-12-17,10.076
2021-12-18,10.076
2021-12-19,10.076
2021-12-20,10.076
2021-12-21,10.24
2021-12-22,10.224
2021-12-23,10.224
2021-12-24,10.224
2021-12-25,10.224
2021-12-26,10.224
2021-12-27,10.224
2021-12-28,10.224
2021-12-29,10.224
2021-12-30,10.224
2021-12-31,10.224
2022-01-01,10.224
2022-01-02,10.224
2022-01-03,10.224
2022-01-04,10.224
2022-01-05,10.224
2022-01-06,10.224
2022-01-07,10.264
2022-01-08,10.264
2022-01-09,10.264
2022-01-10,10.264
2022-01-11,10.264
2022-01-12,10.264
2022-01-13,10.264
2022-01-14,10.264
2022-01-15,10.264
2022-01-16,10.264
2022-01-17,10.264
2022-01-18,10.264
2022-01-19,10.264
2022-01-20,10.264
2022-01-21,10.264
2022-01-22,10.264
2022-01-23,10.264
2022-01-24,10.264
2022-01-25,10.264
2022-01-26,10.264
2022-01-27,10.264
2022-01-28,10.264
2022-01-29,10.264
2022-01-30,10.264
2022-01-31,10.264
2022-02-01,10.264
2022-02-02,10.264
2022-02-03,10.264
2022-02-04,10.202
2022-02-05,10.202
2022-02-06,10.202
2022-02-07,10.202
2022-02-08,10.202
2022-02-09,10.202
2022-02-10,10.202
2022-02-11,10.202
2022-02-12,10.202
2022-02-13,10.202
2022-02-14,10.202
2022-02-15,10.202
2022-02-16,10.108
2022-02-17,10.015
2022-02-18,10.498
2022-02-19,10.498
2022-02-20,10.498
2022-02-21,10.491
2022-02-22,10.015
2022-02-23,10.015
2022-02-24,10.015
2022-02-25,10.015
2022-02-26,10.015
2022-02-27,10.015
2022-02-28,9.938
2022-03-01,9.938
2022-03-02,9.938
2022-03-03,9.964
2022-03-04,9.964
2022-03-05,9.964
2022-03-06,9.964
2022-03-07,9.964
2022-03-08,9.964
2022-03-09,9.964
2022-03-10,9.964
2022-03-11,9.964
2022-03-12,9.964
2022-03-13,9.964
2022-03-14,9.964
2022-03-15,9.964
2022-03-16,9.964
2022-03-17,9.964
2022-03-18,9.964
2022-03-19,9.964
2022-03-20,9.964
2022-03-21,9.964
2022-03-22,9.964
2022-03-23,9.964
2022-03-24,9.964
2022-03-25,9.964
2022-03-26,9.964
2022-03-27,9.964
2022-03-28,9.964
2022-03-29,9.964
2022-03-30,9.964
2022-03-31,9.964
2022-04-01,10.033
2022-04-02,9.962
2022-04-03,9.962
2022-04-04,9.962
2022-04-05,10.164
2022-04-06,10.164
2022-04-07,10.164
2022-04-08,10.164
2022-04-09,10.164
2022-04-10,10.164
2022-04-11,10.164
2022-04-12,10.164
2022-04-13,10.164
2022-04-14,10.164
2022-04-15,10.164
2022-04-16,10.164
2022-04-17,10.164
2022-04-18,10.164
2022-04-19,10.23
2022-04-20,10.23
2022-04-21,10.23
2022-04-22,10.23
2022-04-23,10.23
2022-04-24,10.23
2022-04-25,10.23
2022-04-26,10.23
2022-04-27,10.23
2022-04-28,10.23
2022-04-29,10.23
2022-04-30,10.23
2022-05-01,10.23
2022-05-02,10.23
2022-05-03,10.23
2022-05-04,10.23
2022-05-05,11.891
2022-05-06,13.063
2022-05-07,13.063
2022-05-08,14.051
2022-05-09,14.314
2022-05-10,14.314
2022-05-11,14.314
2022-05-12,14.331
2022-05-13,14.331
2022-05-14,14.331
2022-05-15,14.331
2022-05-16,14.331
2022-05-17,14.331
2022-05-18,14.331
2022-05-19,14.331
2022-05-20,14.331
2022-05-21,14.331
2022-05-22,14.331
2022-05-23,14.599
2022-05-24,14.903
2022-05-25,16.147
2022-05-26,16.147
2022-05-27,16.147
2022-05-28,16.147
2022-05-29,16.147
2022-05-30,16.147
2022-05-31,16.147
2022-06-01,16.147
2022-06-02,16.147
2022-06-03,16.147
2022-06-04,16.147
2022-06-05,16.147
2022-06-06,16.998
2022-06-07,16.998
2022-06-08,16.998
2022-06-09,16.998
2022-06-10,16.998
2022-06-11,16.998
2022-06-12,16.998
2022-06-13,16.998
2022-06-14,16.998
2022-06-15,16.998
2022-06-16,16.998
2022-06-17,16.998
2022-06-18,16.998
2022-06-19,16.998
2022-06-20,16.998
2022-06-21,16.998
2022-06-22,16.976
2022-06-23,16.941
2022-06-24,16.941
2022-06-25,16.941
2022-06-26,16.941
2022-06-27,17.178
2022-06-28,17.178
2022-06-29,17.178
2022-06-30,17.178
2022-07-01,17.178
2022-07-02,17.178
2022-07-03,17.178
2022-07-04,17.178
2022-07-05,17.404
2022-07-06,17.404
2022-07-07,17.393
2022-07-08,17.526
2022-07-09,17.526
2022-07-10,17.526
2022-07-11,17.526
2022-07-12,17.526
2022-07-13,17.526
2022-07-14,17.105
2022-07-15,17.105
2022-07-16,17.105
2022-07-17,17.105
2022-07-18,17.105
2022-07-19,17.147
2022-07-20,17.147
2022-07-21,17.147
2022-07-22,17.147
2022-07-23,17.147
2022-07-24,17.147
2022-07-25,17.147
2022-07-26,17.147
2022-07-27,17.147
2022-07-28,17.147
2022-07-29,17.147
2022-07-30,17.147
2022-07-31,17.147
2022-08-01,17.323
2022-08-02,17.639
2022-08-03,18.034
2022-08-04,19.119
2022-08-05,19.644
2022-08-06,19.644
2022-08-07,19.644
2022-08-08,20.614
2022-08-09,20.614
2022-08-10,20.614
2022-08-11,20.614
2022-08-12,20.614
2022-08-13,20.614
2022-08-14,20.614
2022-08-15,20.614
2022-08-16,20.632
2022-08-17,20.632
2022-08-18,20.632
2022-08-19,20.632
2022-08-20,20.632
2022-08-21,20.632
2022-08-22,20.632
2022-08-23,20.632
2022-08-24,20.632
2022-08-25,20.632
2022-08-26,20.673
2022-08-27,20.673
2022-08-28,20.673
2022-08-29,20.673
2022-08-30,20.639
2022-08-31,20.639
2022-09-01,20.639
2022-09-02,20.639
2022-09-03,20.639
2022-09-04,20.639
2022-09-05,20.639
2022-09-06,20.639
2022-09-07,20.701
2022-09-08,20.701
2022-09-09,20.701
2022-09-10,20.998
2022-09-11,20.998
2022-09-12,20.998
2022-09-13,20.998
2022-09-14,20.998
2022-09-15,20.998
2022-09-16,20.998
2022-09-17,20.998
2022-09-18,20.998
2022-09-19,20.998
2022-09-20,20.998
2022-09-21,20.998
2022-09-22,20.998
2022-09-23,20.998
2022-09-24,20.998
2022-09-25,20.998
2022-09-26,20.733
2022-09-27,20.733
2022-09-28,20.733
2022-09-29,21.313
2022-09-30,21.313
2022-10-01,21.313
2022-10-02,21.313
2022-10-03,21.548
2022-10-04,21.548
2022-10-05,21.548
2022-10-06,21.548
2022-10-07,21.548
2022-10-08,21.548
2022-10-09,21.548
2022-10-10,21.699
2022-10-11,21.699
2022-10-12,22.675
2022-10-13,22.663
2022-10-14,22.663
2022-10-15,22.663
2022-10-16,22.663
2022-10-17,22.663
2022-10-18,22.663
2022-10-19,22.663
2022-10-20,23.761
2022-10-21,23.761
2022-10-22,23.761
2022-10-23,23.761
2022-10-24,23.761
2022-10-25,23.761
2022-10-26,23.761
2022-10-27,23.761
2022-10-28,23.761
2022-10-29,23.761
2022-10-30,23.761
2022-10-31,23.761
2022-11-01,23.761
2022-11-02,24.207
2022-11-03,24.758
2022-11-04,24.774
2022-11-05,24.71
2022-11-06,24.71
2022-11-07,25.168
2022-11-08,25.154
2022-11-09,25.154
2022-11-10,25.054
2022-11-11,25.054
2022-11-12,25.054
2022-11-13,25.054
2022-11-14,25.054
2022-11-15,25.054
2022-11-16,24.354
2022-11-17,24.354
2022-11-18,24.354
2022-11-19,24.354
2022-11-20,24.354
2022-11-21,24.354
2022-11-22,24.368
2022-11-23,24.965
2022-11-24,24.965
2022-11-25,24.965
2022-11-26,24.965
2022-11-27,24.965
2022-11-28,24.724
2022-11-29,24.724
2022-11-30,24.724
2022-12-01,24.724
2022-12-02,24.747
2022-12-03,24.747
2022-12-04,24.747
2022-12-05,24.747
2022-12-06,24.747
2022-12-07,24.747
2022-12-08,24.747
2022-12-09,24.747
2022-12-10,24.747
2022-12-11,24.747
2022-12-12,24.747
2022-12-13,24.747
2022-12-14,24.826
2022-12-15,24.774
2022-12-16,24.774
2022-12-17,24.774
2022-12-18,24.774
2022-12-19,24.774
2022-12-20,24.774
2022-12-21,24.774
2022-12-22,24.899
2022-12-23,24.899
2022-12-24,24.899
2022-12-25,24.899
2022-12-26,24.899
2022-12-27,24.899
2022-12-28,24.899
2022-12-29,24.899
2022-12-30,24.899
2022-12-31,24.899
2023-01-01,24.899
2023-01-02,24.899
2023-01-03,24.899
2023-01-04,24.702
2023-01-05,24.702
2023-01-06,24.702
2023-01-07,24.702
2023-01-08,24.702
2023-01-09,24.702
2023-01-10,24.231
2023-01-11,23.891
2023-01-12,23.891
2023-01-13,23.891
2023-01-14,23.891
2023-01-15,23.891
2023-01-16,23.891
2023-01-17,23.891
2023-01-18,23.891
2023-01-19,23.891
2023-01-20,23.891
2023-01-21,23.891
2023-01-22,23.891
2023-01-23,24.235
2023-01-24,24.928
2023-01-25,26.241
2023-01-26,26.241
2023-01-27,26.241
2023-01-28,26.241
2023-01-29,26.241
2023-01-30,26.473
2023-01-31,26.048
2023-02-01,26.048
2023-02-02,26.048
2023-02-03,26.695
2023-02-04,26.695
2023-02-05,26.695
2023-02-06,26.695
2023-02-07,26.695
2023-02-08,26.695
2023-02-09,26.695
2023-02-10,26.695
2023-02-11,26.695
2023-02-12,26.695
2023-02-13,26.695
2023-02-14,26.695
2023-02-15,26.986
2023-02-16,27.575
2023-02-17,28.01
2023-02-18,27.881
2023-02-19,27.881
2023-02-20,27.961
2023-02-21,27.961
2023-02-22,27.547
2023-02-23,27.547
2023-02-24,27.547
2023-02-25,27.547
2023-02-26,27.547
2023-02-27,28.025
2023-02-28,28.25
2023-03-01,28.254
2023-03-02,28.192
2023-03-03,28.192
2023-03-04,28.192
2023-03-05,28.192
2023-03-06,28.192
2023-03-07,28.192
2023-03-08,28.464
2023-03-09,28.464
2023-03-10,28.464
2023-03-11,28.464
2023-03-12,28.464
2023-03-13,28.465
2023-03-14,28.465
2023-03-15,28.467
2023-03-16,28.467
2023-03-17,28.361
2023-03-18,28.361
2023-03-19,28.361
2023-03-20,28.361
2023-03-21,28.361
2023-03-22,28.361
2023-03-23,28.361
2023-03-24,28.361
2023-03-25,28.361
2023-03-26,28.361
2023-03-27,28.361
2023-03-28,28.361
2023-03-29,28.361
2023-03-30,28.361
2023-03-31,28.361
2023-04-01,28.361
2023-04-02,28.361
2023-04-03,28.266
2023-04-04,28.266
2023-04-05,27.581
2023-04-06,27.581
2023-04-07,27.581
2023-04-08,27.581
2023-04-09,27.581
2023-04-10,27.128
2023-04-11,26.912
2023-04-12,26.751
2023-04-13,26.562
2023-04-14,26.192
2023-04-15,26.192
2023-04-16,26.192
2023-04-17,26.186
2023-04-18,26.186
2023-04-19,25.729
2023-04-20,25.729
2023-04-21,25.729
2023-04-22,25.594
2023-04-23,25.594
2023-04-24,25.594
2023-04-25,25.594
2023-04-26,25.594
2023-04-27,25.594
2023-04-28,25.594
2023-04-29,25.594
2023-04-30,25.594
2023-05-01,25.239
2023-05-02,25.239
2023-05-03,25.166
2023-05-04,23.954
2023-05-05,23.262
2023-05-06,23.262
2023-05-07,23.266
2023-05-08,22.963
2023-05-09,22.734
2023-05-10,22.734
2023-05-11,22.497
2023-05-12,22.497
2023-05-13,22.497
2023-05-14,22.497
2023-05-15,22.497
2023-05-16,22.497
2023-05-17,22.552
2023-05-18,22.223
2023-05-19,22.223
2023-05-20,22.223
2023-05-21,22.223
2023-05-22,22.223
2023-05-23,21.998
2023-05-24,21.998
2023-05-25,21.998
2023-05-26,21.998
2023-05-27,21.998
2023-05-28,21.998
2023-05-29,21.998
2023-05-30,21.998
2023-05-31,21.699
2023-06-01,21.699
2023-06-02,21.699
2023-06-03,21.699
2023-06-04,21.699
2023-06-05,21.07
2023-06-06,21.07
2023-06-07,21.07
2023-06-08,21.07
2023-06-09,21.07
2023-06-10,21.07
2023-06-11,21.07
2023-06-12,21.07
2023-06-13,21.187
2023-06-14,21.187
2023-06-15,21.187
2023-06-16,21.187
2023-06-17,21.187
2023-06-18,21.187
2023-06-19,21.187
2023-06-20,21.187
2023-06-21,21.187
2023-06-22,21.168
2023-06-23,21.17
2023-06-24,21.17
2023-06-25,21.272
2023-06-26,21.272
2023-06-27,21.272
2023-06-28,21.272
2023-06-29,21.272
2023-06-30,21.272
2023-07-01,21.272
2023-07-02,21.272
2023-07-03,21.272
2023-07-04,21.272
2023-07-05,21.272
2023-07-06,21.272
2023-07-07,21.272
2023-07-08,21.272
2023-07-09,21.272
2023-07-10,21.272
2023-07-11,21.335
2023-07-12,21.335
2023-07-13,21.335
2023-07-14,21.335
2023-07-15,21.335
2023-07-16,21.335
2023-07-17,21.34
2023-07-18,21.345
2023-07-19,21.345
2023-07-20,21.345
2023-07-21,21.345
2023-07-22,21.345
2023-07-23,21.448
2023-07-24,21.458
2023-07-25,21.458
2023-07-26,21.458
2023-07-27,21.458
2023-07-28,21.458
