,HBI US Equity
2021-04-23,2.09
2021-04-24,2.09
2021-04-25,2.09
2021-04-26,2.09
2021-04-27,2.09
2021-04-28,2.09
2021-04-29,2.09
2021-04-30,2.09
2021-05-01,2.09
2021-05-02,2.09
2021-05-03,2.09
2021-05-04,2.09
2021-05-05,2.09
2021-05-06,2.09
2021-05-07,2.09
2021-05-08,2.09
2021-05-09,2.09
2021-05-10,2.093
2021-05-11,1.896
2021-05-12,1.946
2021-05-13,1.946
2021-05-14,1.946
2021-05-15,1.946
2021-05-16,1.946
2021-05-17,1.946
2021-05-18,1.944
2021-05-19,1.944
2021-05-20,1.944
2021-05-21,1.944
2021-05-22,1.944
2021-05-23,1.944
2021-05-24,1.944
2021-05-25,1.944
2021-05-26,1.944
2021-05-27,1.944
2021-05-28,1.944
2021-05-29,1.944
2021-05-30,1.944
2021-05-31,1.944
2021-06-01,1.944
2021-06-02,1.944
2021-06-03,1.944
2021-06-04,1.944
2021-06-05,1.944
2021-06-06,1.944
2021-06-07,1.944
2021-06-08,1.944
2021-06-09,1.944
2021-06-10,1.944
2021-06-11,1.944
2021-06-12,1.944
2021-06-13,1.944
2021-06-14,1.944
2021-06-15,1.944
2021-06-16,1.944
2021-06-17,1.944
2021-06-18,1.92
2021-06-19,1.92
2021-06-20,1.92
2021-06-21,1.92
2021-06-22,1.92
2021-06-23,1.92
2021-06-24,1.92
2021-06-25,1.92
2021-06-26,1.92
2021-06-27,1.92
2021-06-28,1.92
2021-06-29,1.92
2021-06-30,1.92
2021-07-01,1.92
2021-07-02,1.92
2021-07-03,1.92
2021-07-04,1.92
2021-07-05,1.92
2021-07-06,1.92
2021-07-07,1.92
2021-07-08,1.92
2021-07-09,1.92
2021-07-10,1.92
2021-07-11,1.92
2021-07-12,1.92
2021-07-13,1.92
2021-07-14,1.92
2021-07-15,1.92
2021-07-16,1.92
2021-07-17,1.92
2021-07-18,1.92
2021-07-19,1.92
2021-07-20,1.92
2021-07-21,1.92
2021-07-22,1.92
2021-07-23,1.92
2021-07-24,1.92
2021-07-25,1.92
2021-07-26,1.92
2021-07-27,1.92
2021-07-28,1.92
2021-07-29,1.92
2021-07-30,1.92
2021-07-31,1.92
2021-08-01,1.92
2021-08-02,1.92
2021-08-03,1.92
2021-08-04,1.92
2021-08-05,1.978
2021-08-06,2.023
2021-08-07,2.023
2021-08-08,2.023
2021-08-09,2.023
2021-08-10,2.023
2021-08-11,2.023
2021-08-12,2.023
2021-08-13,2.023
2021-08-14,2.023
2021-08-15,2.023
2021-08-16,2.023
2021-08-17,2.023
2021-08-18,2.043
2021-08-19,2.043
2021-08-20,2.043
2021-08-21,2.043
2021-08-22,2.043
2021-08-23,2.043
2021-08-24,2.043
2021-08-25,2.043
2021-08-26,2.043
2021-08-27,2.043
2021-08-28,2.043
2021-08-29,2.043
2021-08-30,2.043
2021-08-31,2.043
2021-09-01,2.043
2021-09-02,2.043
2021-09-03,2.043
2021-09-04,2.043
2021-09-05,2.043
2021-09-06,2.043
2021-09-07,2.043
2021-09-08,2.043
2021-09-09,2.043
2021-09-10,2.043
2021-09-11,2.043
2021-09-12,2.043
2021-09-13,2.043
2021-09-14,2.043
2021-09-15,2.043
2021-09-16,2.043
2021-09-17,2.043
2021-09-18,2.043
2021-09-19,2.043
2021-09-20,2.043
2021-09-21,2.043
2021-09-22,2.043
2021-09-23,2.043
2021-09-24,2.043
2021-09-25,2.043
2021-09-26,2.043
2021-09-27,2.043
2021-09-28,2.043
2021-09-29,2.043
2021-09-30,2.043
2021-10-01,2.043
2021-10-02,2.043
2021-10-03,2.043
2021-10-04,2.043
2021-10-05,2.074
2021-10-06,2.074
2021-10-07,2.074
2021-10-08,2.074
2021-10-09,2.074
2021-10-10,2.074
2021-10-11,2.074
2021-10-12,2.074
2021-10-13,2.074
2021-10-14,2.074
2021-10-15,2.074
2021-10-16,2.074
2021-10-17,2.074
2021-10-18,2.074
2021-10-19,2.074
2021-10-20,2.074
2021-10-21,2.074
2021-10-22,2.074
2021-10-23,2.074
2021-10-24,2.074
2021-10-25,2.074
2021-10-26,2.074
2021-10-27,2.074
2021-10-28,2.074
2021-10-29,2.074
2021-10-30,2.074
2021-10-31,2.074
2021-11-01,2.074
2021-11-02,2.074
2021-11-03,2.074
2021-11-04,2.108
2021-11-05,2.128
2021-11-06,2.128
2021-11-07,2.128
2021-11-08,2.128
2021-11-09,2.128
2021-11-10,2.128
2021-11-11,2.128
2021-11-12,2.128
2021-11-13,2.128
2021-11-14,2.128
2021-11-15,2.143
2021-11-16,2.143
2021-11-17,2.143
2021-11-18,2.143
2021-11-19,2.143
2021-11-20,2.143
2021-11-21,2.143
2021-11-22,2.143
2021-11-23,2.143
2021-11-24,2.143
2021-11-25,2.143
2021-11-26,2.143
2021-11-27,2.143
2021-11-28,2.143
2021-11-29,2.143
2021-11-30,2.143
2021-12-01,2.143
2021-12-02,2.143
2021-12-03,2.143
2021-12-04,2.143
2021-12-05,2.143
2021-12-06,2.143
2021-12-07,2.115
2021-12-08,2.115
2021-12-09,2.115
2021-12-10,2.115
2021-12-11,2.115
2021-12-12,2.115
2021-12-13,2.115
2021-12-14,2.115
2021-12-15,2.115
2021-12-16,2.115
2021-12-17,2.115
2021-12-18,2.115
2021-12-19,2.115
2021-12-20,2.115
2021-12-21,2.115
2021-12-22,2.115
2021-12-23,2.115
2021-12-24,2.115
2021-12-25,2.115
2021-12-26,2.115
2021-12-27,2.115
2021-12-28,2.115
2021-12-29,2.115
2021-12-30,2.115
2021-12-31,2.115
2022-01-01,2.115
2022-01-02,2.115
2022-01-03,2.115
2022-01-04,2.115
2022-01-05,2.115
2022-01-06,2.115
2022-01-07,2.115
2022-01-08,2.115
2022-01-09,2.115
2022-01-10,2.115
2022-01-11,2.115
2022-01-12,2.115
2022-01-13,2.115
2022-01-14,2.115
2022-01-15,2.115
2022-01-16,2.115
2022-01-17,2.115
2022-01-18,2.115
2022-01-19,2.115
2022-01-20,2.115
2022-01-21,2.115
2022-01-22,2.115
2022-01-23,2.115
2022-01-24,2.115
2022-01-25,2.115
2022-01-26,2.115
2022-01-27,2.115
2022-01-28,2.115
2022-01-29,2.115
2022-01-30,2.115
2022-01-31,2.115
2022-02-01,2.11
2022-02-02,2.11
2022-02-03,2.2
2022-02-04,2.22
2022-02-05,2.22
2022-02-06,2.22
2022-02-07,2.22
2022-02-08,2.22
2022-02-09,2.22
2022-02-10,2.22
2022-02-11,2.22
2022-02-12,2.22
2022-02-13,2.22
2022-02-14,2.22
2022-02-15,2.22
2022-02-16,2.22
2022-02-17,2.22
2022-02-18,2.22
2022-02-19,2.22
2022-02-20,2.22
2022-02-21,2.19
2022-02-22,2.19
2022-02-23,2.19
2022-02-24,2.19
2022-02-25,2.19
2022-02-26,2.19
2022-02-27,2.19
2022-02-28,2.19
2022-03-01,2.19
2022-03-02,2.19
2022-03-03,2.19
2022-03-04,2.19
2022-03-05,2.19
2022-03-06,2.19
2022-03-07,2.19
2022-03-08,2.19
2022-03-09,2.19
2022-03-10,2.19
2022-03-11,2.19
2022-03-12,2.19
2022-03-13,2.216
2022-03-14,2.216
2022-03-15,2.216
2022-03-16,2.216
2022-03-17,2.216
2022-03-18,2.216
2022-03-19,2.216
2022-03-20,2.216
2022-03-21,2.216
2022-03-22,2.216
2022-03-23,2.216
2022-03-24,2.216
2022-03-25,2.216
2022-03-26,2.216
2022-03-27,2.216
2022-03-28,2.216
2022-03-29,2.216
2022-03-30,2.216
2022-03-31,2.216
2022-04-01,2.216
2022-04-02,2.216
2022-04-03,2.216
2022-04-04,2.222
2022-04-05,2.222
2022-04-06,2.222
2022-04-07,2.222
2022-04-08,2.222
2022-04-09,2.222
2022-04-10,2.222
2022-04-11,2.222
2022-04-12,2.222
2022-04-13,2.222
2022-04-14,2.222
2022-04-15,2.222
2022-04-16,2.222
2022-04-17,2.222
2022-04-18,2.222
2022-04-19,2.222
2022-04-20,2.222
2022-04-21,2.222
2022-04-22,2.222
2022-04-23,2.222
2022-04-24,2.222
2022-04-25,2.222
2022-04-26,2.222
2022-04-27,2.222
2022-04-28,2.222
2022-04-29,2.217
2022-04-30,2.217
2022-05-01,2.217
2022-05-02,2.217
2022-05-03,2.198
2022-05-04,2.198
2022-05-05,2.145
2022-05-06,2.145
2022-05-07,2.145
2022-05-08,2.126
2022-05-09,2.057
2022-05-10,2.057
2022-05-11,2.057
2022-05-12,2.057
2022-05-13,2.057
2022-05-14,2.057
2022-05-15,2.057
2022-05-16,2.057
2022-05-17,2.044
2022-05-18,2.07
2022-05-19,2.07
2022-05-20,2.07
2022-05-21,2.07
2022-05-22,2.07
2022-05-23,2.07
2022-05-24,2.07
2022-05-25,2.07
2022-05-26,2.07
2022-05-27,2.07
2022-05-28,2.07
2022-05-29,2.07
2022-05-30,2.07
2022-05-31,2.07
2022-06-01,2.07
2022-06-02,2.033
2022-06-03,2.033
2022-06-04,2.033
2022-06-05,2.033
2022-06-06,2.033
2022-06-07,2.033
2022-06-08,1.995
2022-06-09,1.995
2022-06-10,1.995
2022-06-11,1.995
2022-06-12,1.995
2022-06-13,1.995
2022-06-14,1.995
2022-06-15,1.995
2022-06-16,1.995
2022-06-17,1.995
2022-06-18,1.995
2022-06-19,1.995
2022-06-20,1.995
2022-06-21,1.995
2022-06-22,1.995
2022-06-23,1.995
2022-06-24,1.995
2022-06-25,1.995
2022-06-26,1.995
2022-06-27,1.995
2022-06-28,1.995
2022-06-29,1.995
2022-06-30,1.995
2022-07-01,1.995
2022-07-02,1.995
2022-07-03,1.995
2022-07-04,1.995
2022-07-05,1.995
2022-07-06,1.995
2022-07-07,1.995
2022-07-08,1.995
2022-07-09,1.995
2022-07-10,1.995
2022-07-11,1.991
2022-07-12,1.991
2022-07-13,1.931
2022-07-14,1.931
2022-07-15,1.916
2022-07-16,1.916
2022-07-17,1.916
2022-07-18,1.916
2022-07-19,1.916
2022-07-20,1.916
2022-07-21,1.916
2022-07-22,1.916
2022-07-23,1.916
2022-07-24,1.916
2022-07-25,1.906
2022-07-26,1.906
2022-07-27,1.906
2022-07-28,1.906
2022-07-29,1.906
2022-07-30,1.906
2022-07-31,1.906
2022-08-01,1.895
2022-08-02,1.895
2022-08-03,1.895
2022-08-04,1.895
2022-08-05,1.865
2022-08-06,1.865
2022-08-07,1.865
2022-08-08,1.825
2022-08-09,1.825
2022-08-10,1.825
2022-08-11,1.665
2022-08-12,1.538
2022-08-13,1.538
2022-08-14,1.538
2022-08-15,1.495
2022-08-16,1.519
2022-08-17,1.519
2022-08-18,1.519
2022-08-19,1.519
2022-08-20,1.519
2022-08-21,1.519
2022-08-22,1.519
2022-08-23,1.519
2022-08-24,1.468
2022-08-25,1.468
2022-08-26,1.468
2022-08-27,1.468
2022-08-28,1.468
2022-08-29,1.468
2022-08-30,1.468
2022-08-31,1.468
2022-09-01,1.468
2022-09-02,1.468
2022-09-03,1.468
2022-09-04,1.468
2022-09-05,1.468
2022-09-06,1.468
2022-09-07,1.468
2022-09-08,1.468
2022-09-09,1.468
2022-09-10,1.468
2022-09-11,1.468
2022-09-12,1.468
2022-09-13,1.468
2022-09-14,1.468
2022-09-15,1.468
2022-09-16,1.468
2022-09-17,1.468
2022-09-18,1.468
2022-09-19,1.468
2022-09-20,1.468
2022-09-21,1.468
2022-09-22,1.468
2022-09-23,1.468
2022-09-24,1.468
2022-09-25,1.468
2022-09-26,1.468
2022-09-27,1.457
2022-09-28,1.457
2022-09-29,1.457
2022-09-30,1.457
2022-10-01,1.457
2022-10-02,1.457
2022-10-03,1.457
2022-10-04,1.457
2022-10-05,1.457
2022-10-06,1.457
2022-10-07,1.484
2022-10-08,1.484
2022-10-09,1.484
2022-10-10,1.484
2022-10-11,1.484
2022-10-12,1.484
2022-10-13,1.484
2022-10-14,1.484
2022-10-15,1.484
2022-10-16,1.484
2022-10-17,1.484
2022-10-18,1.482
2022-10-19,1.482
2022-10-20,1.482
2022-10-21,1.472
2022-10-22,1.472
2022-10-23,1.472
2022-10-24,1.472
2022-10-25,1.472
2022-10-26,1.457
2022-10-27,1.457
2022-10-28,1.457
2022-10-29,1.457
2022-10-30,1.457
2022-10-31,1.388
2022-11-01,1.388
2022-11-02,1.388
2022-11-03,1.388
2022-11-04,1.38
2022-11-05,1.38
2022-11-06,1.38
2022-11-07,1.38
2022-11-08,1.38
2022-11-09,1.214
2022-11-10,1.181
2022-11-11,1.181
2022-11-12,1.181
2022-11-13,1.181
2022-11-14,1.136
2022-11-15,1.104
2022-11-16,1.135
2022-11-17,1.135
2022-11-18,1.135
2022-11-19,1.135
2022-11-20,1.135
2022-11-21,1.135
2022-11-22,1.135
2022-11-23,1.135
2022-11-24,1.135
2022-11-25,1.135
2022-11-26,1.135
2022-11-27,1.135
2022-11-28,1.135
2022-11-29,1.135
2022-11-30,1.135
2022-12-01,1.135
2022-12-02,1.135
2022-12-03,1.135
2022-12-04,1.135
2022-12-05,1.135
2022-12-06,1.135
2022-12-07,1.135
2022-12-08,1.135
2022-12-09,1.135
2022-12-10,1.135
2022-12-11,1.135
2022-12-12,1.135
2022-12-13,1.135
2022-12-14,1.135
2022-12-15,1.135
2022-12-16,1.135
2022-12-17,1.135
2022-12-18,1.135
2022-12-19,1.135
2022-12-20,1.135
2022-12-21,1.135
2022-12-22,1.135
2022-12-23,1.135
2022-12-24,1.135
2022-12-25,1.135
2022-12-26,1.135
2022-12-27,1.135
2022-12-28,1.135
2022-12-29,1.135
2022-12-30,1.135
2022-12-31,1.135
2023-01-01,1.135
2023-01-02,1.135
2023-01-03,1.135
2023-01-04,1.135
2023-01-05,1.125
2023-01-06,1.125
2023-01-07,1.125
2023-01-08,1.125
2023-01-09,1.125
2023-01-10,1.125
2023-01-11,1.125
2023-01-12,1.129
2023-01-13,1.122
2023-01-14,1.122
2023-01-15,1.122
2023-01-16,1.122
2023-01-17,1.122
2023-01-18,1.124
2023-01-19,1.124
2023-01-20,1.124
2023-01-21,1.124
2023-01-22,1.124
2023-01-23,1.094
2023-01-24,1.094
2023-01-25,1.094
2023-01-26,1.094
2023-01-27,1.094
2023-01-28,1.094
2023-01-29,1.094
2023-01-30,1.094
2023-01-31,1.094
2023-02-01,1.094
2023-02-02,0.852
2023-02-03,0.734
2023-02-04,0.734
2023-02-05,0.734
2023-02-06,0.734
2023-02-07,0.734
2023-02-08,0.74
2023-02-09,0.74
2023-02-10,0.74
2023-02-11,0.74
2023-02-12,0.74
2023-02-13,0.74
2023-02-14,0.74
2023-02-15,0.74
2023-02-16,0.74
2023-02-17,0.74
2023-02-18,0.74
2023-02-19,0.74
2023-02-20,0.74
2023-02-21,0.74
2023-02-22,0.74
2023-02-23,0.74
2023-02-24,0.74
2023-02-25,0.74
2023-02-26,0.74
2023-02-27,0.74
2023-02-28,0.74
2023-03-01,0.74
2023-03-02,0.74
2023-03-03,0.74
2023-03-04,0.74
2023-03-05,0.74
2023-03-06,0.74
2023-03-07,0.74
2023-03-08,0.74
2023-03-09,0.795
2023-03-10,0.795
2023-03-11,0.795
2023-03-12,0.795
2023-03-13,0.795
2023-03-14,0.793
2023-03-15,0.793
2023-03-16,0.793
2023-03-17,0.793
2023-03-18,0.793
2023-03-19,0.793
2023-03-20,0.793
2023-03-21,0.793
2023-03-22,0.793
2023-03-23,0.793
2023-03-24,0.793
2023-03-25,0.793
2023-03-26,0.793
2023-03-27,0.793
2023-03-28,0.793
2023-03-29,0.763
2023-03-30,0.764
2023-03-31,0.764
2023-04-01,0.764
2023-04-02,0.764
2023-04-03,0.764
2023-04-04,0.764
2023-04-05,0.764
2023-04-06,0.764
2023-04-07,0.764
2023-04-08,0.764
2023-04-09,0.764
2023-04-10,0.764
2023-04-11,0.764
2023-04-12,0.761
2023-04-13,0.761
2023-04-14,0.761
2023-04-15,0.761
2023-04-16,0.761
2023-04-17,0.761
2023-04-18,0.761
2023-04-19,0.761
2023-04-20,0.761
2023-04-21,0.761
2023-04-22,0.761
2023-04-23,0.761
2023-04-24,0.761
2023-04-25,0.761
2023-04-26,0.761
2023-04-27,0.761
2023-04-28,0.761
2023-04-29,0.761
2023-04-30,0.761
2023-05-01,0.761
2023-05-02,0.761
2023-05-03,0.716
2023-05-04,0.694
2023-05-05,0.694
2023-05-06,0.694
2023-05-07,0.694
2023-05-08,0.694
2023-05-09,0.694
2023-05-10,0.694
2023-05-11,0.694
2023-05-12,0.694
2023-05-13,0.694
2023-05-14,0.694
2023-05-15,0.694
2023-05-16,0.664
2023-05-17,0.664
2023-05-18,0.664
2023-05-19,0.664
2023-05-20,0.664
2023-05-21,0.664
2023-05-22,0.664
2023-05-23,0.664
2023-05-24,0.664
2023-05-25,0.664
2023-05-26,0.664
2023-05-27,0.664
2023-05-28,0.664
2023-05-29,0.664
2023-05-30,0.664
2023-05-31,0.664
2023-06-01,0.664
2023-06-02,0.664
2023-06-03,0.664
2023-06-04,0.664
2023-06-05,0.664
2023-06-06,0.664
2023-06-07,0.664
2023-06-08,0.664
2023-06-09,0.664
2023-06-10,0.664
2023-06-11,0.664
2023-06-12,0.664
2023-06-13,0.664
2023-06-14,0.664
2023-06-15,0.664
2023-06-16,0.664
2023-06-17,0.664
2023-06-18,0.664
2023-06-19,0.664
2023-06-20,0.664
2023-06-21,0.664
2023-06-22,0.664
2023-06-23,0.664
2023-06-24,0.664
2023-06-25,0.664
2023-06-26,0.664
2023-06-27,0.664
2023-06-28,0.664
2023-06-29,0.664
2023-06-30,0.664
2023-07-01,0.664
2023-07-02,0.664
2023-07-03,0.664
2023-07-04,0.664
2023-07-05,0.664
2023-07-06,0.664
2023-07-07,0.664
2023-07-08,0.664
2023-07-09,0.664
2023-07-10,0.664
2023-07-11,0.664
2023-07-12,0.664
2023-07-13,0.664
2023-07-14,0.664
2023-07-15,0.664
2023-07-16,0.664
2023-07-17,0.664
2023-07-18,0.664
2023-07-19,0.664
2023-07-20,0.664
2023-07-21,0.664
2023-07-22,0.664
2023-07-23,0.664
2023-07-24,0.664
2023-07-25,0.664
2023-07-26,0.664
