,JBLU US Equity
2021-06-15,1.35
2021-06-16,1.35
2021-06-17,1.17
2021-06-18,1.17
2021-06-19,1.17
2021-06-20,1.17
2021-06-21,1.17
2021-06-22,1.17
2021-06-23,1.17
2021-06-24,1.17
2021-06-25,1.17
2021-06-26,1.17
2021-06-27,1.17
2021-06-28,1.17
2021-06-29,1.17
2021-06-30,1.17
2021-07-01,1.17
2021-07-02,1.17
2021-07-03,1.17
2021-07-04,1.17
2021-07-05,1.17
2021-07-06,1.17
2021-07-07,1.17
2021-07-08,1.17
2021-07-09,1.17
2021-07-10,1.17
2021-07-11,1.17
2021-07-12,1.21
2021-07-13,1.21
2021-07-14,1.21
2021-07-15,1.21
2021-07-16,1.21
2021-07-17,1.21
2021-07-18,1.21
2021-07-19,1.21
2021-07-20,1.21
2021-07-21,1.21
2021-07-22,1.21
2021-07-23,1.21
2021-07-24,1.21
2021-07-25,1.21
2021-07-26,1.21
2021-07-27,1.32
2021-07-28,1.32
2021-07-29,1.32
2021-07-30,1.32
2021-07-31,1.32
2021-08-01,1.32
2021-08-02,1.32
2021-08-03,1.33
2021-08-04,1.33
2021-08-05,1.33
2021-08-06,1.33
2021-08-07,1.33
2021-08-08,1.33
2021-08-09,1.33
2021-08-10,1.33
2021-08-11,1.22
2021-08-12,1.22
2021-08-13,1.22
2021-08-14,1.22
2021-08-15,1.22
2021-08-16,1.22
2021-08-17,1.22
2021-08-18,1.22
2021-08-19,1.22
2021-08-20,1.22
2021-08-21,1.22
2021-08-22,1.22
2021-08-23,1.22
2021-08-24,1.22
2021-08-25,1.22
2021-08-26,1.22
2021-08-27,1.22
2021-08-28,1.22
2021-08-29,1.22
2021-08-30,1.22
2021-08-31,1.22
2021-09-01,1.22
2021-09-02,1.22
2021-09-03,1.22
2021-09-04,1.22
2021-09-05,1.22
2021-09-06,1.22
2021-09-07,1.22
2021-09-08,1.22
2021-09-09,1.22
2021-09-10,1.33
2021-09-11,1.33
2021-09-12,1.33
2021-09-13,1.33
2021-09-14,1.33
2021-09-15,1.33
2021-09-16,1.33
2021-09-17,1.33
2021-09-18,1.33
2021-09-19,1.33
2021-09-20,1.33
2021-09-21,1.33
2021-09-22,1.33
2021-09-23,1.33
2021-09-24,1.33
2021-09-25,1.33
2021-09-26,1.33
2021-09-27,1.33
2021-09-28,1.33
2021-09-29,1.33
2021-09-30,1.33
2021-10-01,1.33
2021-10-02,1.33
2021-10-03,1.33
2021-10-04,1.33
2021-10-05,1.33
2021-10-06,1.28
2021-10-07,1.28
2021-10-08,1.28
2021-10-09,1.28
2021-10-10,1.28
2021-10-11,1.28
2021-10-12,1.28
2021-10-13,1.28
2021-10-14,1.28
2021-10-15,1.28
2021-10-16,1.28
2021-10-17,1.28
2021-10-18,1.28
2021-10-19,1.28
2021-10-20,1.28
2021-10-21,1.28
2021-10-22,1.28
2021-10-23,1.28
2021-10-24,1.28
2021-10-25,1.28
2021-10-26,1.32
2021-10-27,1.32
2021-10-28,1.32
2021-10-29,1.32
2021-10-30,1.32
2021-10-31,1.32
2021-11-01,1.32
2021-11-02,1.32
2021-11-03,1.32
2021-11-04,1.32
2021-11-05,1.32
2021-11-06,1.32
2021-11-07,1.32
2021-11-08,1.32
2021-11-09,1.32
2021-11-10,1.32
2021-11-11,1.32
2021-11-12,1.32
2021-11-13,1.32
2021-11-14,1.32
2021-11-15,1.32
2021-11-16,1.32
2021-11-17,1.78
2021-11-18,1.78
2021-11-19,1.8
2021-11-20,1.8
2021-11-21,1.8
2021-11-22,1.8
2021-11-23,1.8
2021-11-24,1.8
2021-11-25,1.8
2021-11-26,1.8
2021-11-27,1.8
2021-11-28,1.8
2021-11-29,1.8
2021-11-30,1.8
2021-12-01,1.8
2021-12-02,1.8
2021-12-03,1.8
2021-12-04,1.8
2021-12-05,1.8
2021-12-06,1.8
2021-12-07,1.8
2021-12-08,1.8
2021-12-09,1.8
2021-12-10,1.8
2021-12-11,1.8
2021-12-12,1.8
2021-12-13,1.8
2021-12-14,1.8
2021-12-15,1.8
2021-12-16,1.8
2021-12-17,1.8
2021-12-18,1.8
2021-12-19,1.8
2021-12-20,1.8
2021-12-21,1.8
2021-12-22,1.8
2021-12-23,1.8
2021-12-24,1.8
2021-12-25,1.8
2021-12-26,1.8
2021-12-27,1.8
2021-12-28,1.8
2021-12-29,1.8
2021-12-30,1.8
2021-12-31,1.8
2022-01-01,1.8
2022-01-02,1.8
2022-01-03,1.8
2022-01-04,1.8
2022-01-05,1.8
2022-01-06,1.8
2022-01-07,1.8
2022-01-08,1.8
2022-01-09,1.8
2022-01-10,1.8
2022-01-11,1.63
2022-01-12,1.63
2022-01-13,1.63
2022-01-14,1.63
2022-01-15,1.63
2022-01-16,1.63
2022-01-17,1.63
2022-01-18,1.63
2022-01-19,1.63
2022-01-20,1.555
2022-01-21,1.555
2022-01-22,1.555
2022-01-23,1.555
2022-01-24,1.555
2022-01-25,1.555
2022-01-26,1.555
2022-01-27,1.847
2022-01-28,1.847
2022-01-29,1.81
2022-01-30,1.81
2022-01-31,1.81
2022-02-01,1.81
2022-02-02,1.81
2022-02-03,1.81
2022-02-04,1.81
2022-02-05,1.81
2022-02-06,1.81
2022-02-07,1.81
2022-02-08,1.81
2022-02-09,1.81
2022-02-10,1.81
2022-02-11,1.81
2022-02-12,1.81
2022-02-13,1.81
2022-02-14,1.915
2022-02-15,1.915
2022-02-16,1.915
2022-02-17,1.915
2022-02-18,1.915
2022-02-19,1.915
2022-02-20,1.915
2022-02-21,1.915
2022-02-22,1.915
2022-02-23,1.915
2022-02-24,1.915
2022-02-25,1.915
2022-02-26,1.915
2022-02-27,1.915
2022-02-28,1.915
2022-03-01,1.915
2022-03-02,1.915
2022-03-03,1.79
2022-03-04,1.79
2022-03-05,1.79
2022-03-06,1.79
2022-03-07,1.79
2022-03-08,1.79
2022-03-09,1.79
2022-03-10,1.79
2022-03-11,1.79
2022-03-12,1.79
2022-03-13,1.79
2022-03-14,1.79
2022-03-15,1.79
2022-03-16,1.79
2022-03-17,1.827
2022-03-18,1.938
2022-03-19,1.938
2022-03-20,1.938
2022-03-21,1.974
2022-03-22,1.974
2022-03-23,1.974
2022-03-24,1.974
2022-03-25,1.974
2022-03-26,1.974
2022-03-27,1.974
2022-03-28,1.974
2022-03-29,1.974
2022-03-30,1.974
2022-03-31,1.974
2022-04-01,1.974
2022-04-02,1.974
2022-04-03,1.974
2022-04-04,2.127
2022-04-05,2.127
2022-04-06,2.035
2022-04-07,2.035
2022-04-08,2.035
2022-04-09,2.035
2022-04-10,2.035
2022-04-11,2.066
2022-04-12,2.021
2022-04-13,2.021
2022-04-14,2.021
2022-04-15,2.021
2022-04-16,2.021
2022-04-17,2.021
2022-04-18,2.021
2022-04-19,2.021
2022-04-20,2.021
2022-04-21,2.021
2022-04-22,1.877
2022-04-23,1.877
2022-04-24,1.877
2022-04-25,1.877
2022-04-26,1.835
2022-04-27,1.773
2022-04-28,1.762
2022-04-29,1.814
2022-04-30,1.814
2022-05-01,1.814
2022-05-02,1.814
2022-05-03,1.814
2022-05-04,1.814
2022-05-05,1.814
2022-05-06,1.814
2022-05-07,1.814
2022-05-08,1.814
2022-05-09,1.814
2022-05-10,1.814
2022-05-11,1.814
2022-05-12,1.814
2022-05-13,1.814
2022-05-14,1.814
2022-05-15,1.814
2022-05-16,1.814
2022-05-17,1.814
2022-05-18,1.814
2022-05-19,1.806
2022-05-20,1.806
2022-05-21,1.806
2022-05-22,1.806
2022-05-23,1.806
2022-05-24,1.806
2022-05-25,1.806
2022-05-26,1.806
2022-05-27,1.806
2022-05-28,1.806
2022-05-29,1.806
2022-05-30,1.806
2022-05-31,1.806
2022-06-01,1.806
2022-06-02,1.806
2022-06-03,1.806
2022-06-04,1.806
2022-06-05,1.806
2022-06-06,1.806
2022-06-07,1.806
2022-06-08,1.806
2022-06-09,1.794
2022-06-10,1.794
2022-06-11,1.794
2022-06-12,1.794
2022-06-13,1.794
2022-06-14,1.794
2022-06-15,1.794
2022-06-16,1.693
2022-06-17,1.693
2022-06-18,1.693
2022-06-19,1.693
2022-06-20,1.693
2022-06-21,1.693
2022-06-22,1.693
2022-06-23,1.693
2022-06-24,1.693
2022-06-25,1.693
2022-06-26,1.693
2022-06-27,1.903
2022-06-28,1.903
2022-06-29,1.903
2022-06-30,1.903
2022-07-01,1.903
2022-07-02,1.903
2022-07-03,1.903
2022-07-04,1.903
2022-07-05,1.903
2022-07-06,1.903
2022-07-07,1.92
2022-07-08,1.92
2022-07-09,1.92
2022-07-10,1.92
2022-07-11,1.92
2022-07-12,1.92
2022-07-13,1.92
2022-07-14,2.007
2022-07-15,2.007
2022-07-16,2.007
2022-07-17,2.007
2022-07-18,2.007
2022-07-19,2.007
2022-07-20,2.007
2022-07-21,2.007
2022-07-22,2.007
2022-07-23,2.007
2022-07-24,2.007
2022-07-25,2.007
2022-07-26,2.007
2022-07-27,2.007
2022-07-28,1.807
2022-07-29,1.807
2022-07-30,1.807
2022-07-31,1.807
2022-08-01,1.807
2022-08-02,1.654
2022-08-03,1.654
2022-08-04,1.654
2022-08-05,1.654
2022-08-06,1.654
2022-08-07,1.654
2022-08-08,1.654
2022-08-09,1.654
2022-08-10,1.654
2022-08-11,1.656
2022-08-12,1.656
2022-08-13,1.656
2022-08-14,1.656
2022-08-15,1.547
2022-08-16,1.62
2022-08-17,1.62
2022-08-18,1.62
2022-08-19,1.62
2022-08-20,1.62
2022-08-21,1.62
2022-08-22,1.62
2022-08-23,1.62
2022-08-24,1.62
2022-08-25,1.62
2022-08-26,1.62
2022-08-27,1.62
2022-08-28,1.62
2022-08-29,1.62
2022-08-30,1.62
2022-08-31,1.62
2022-09-01,1.62
2022-09-02,1.62
2022-09-03,1.62
2022-09-04,1.62
2022-09-05,1.62
2022-09-06,1.62
2022-09-07,1.62
2022-09-08,1.62
2022-09-09,1.62
2022-09-10,1.62
2022-09-11,1.62
2022-09-12,1.62
2022-09-13,1.62
2022-09-14,1.62
2022-09-15,1.62
2022-09-16,1.505
2022-09-17,1.505
2022-09-18,1.505
2022-09-19,1.505
2022-09-20,1.505
2022-09-21,1.505
2022-09-22,1.494
2022-09-23,1.494
2022-09-24,1.494
2022-09-25,1.494
2022-09-26,1.4
2022-09-27,1.4
2022-09-28,1.4
2022-09-29,1.4
2022-09-30,1.4
2022-10-01,1.4
2022-10-02,1.4
2022-10-03,1.4
2022-10-04,1.4
2022-10-05,1.4
2022-10-06,1.4
2022-10-07,1.4
2022-10-08,1.4
2022-10-09,1.4
2022-10-10,1.4
2022-10-11,1.4
2022-10-12,1.406
2022-10-13,1.406
2022-10-14,1.406
2022-10-15,1.406
2022-10-16,1.406
2022-10-17,1.406
2022-10-18,1.406
2022-10-19,1.406
2022-10-20,1.406
2022-10-21,1.406
2022-10-22,1.406
2022-10-23,1.406
2022-10-24,1.406
2022-10-25,1.406
2022-10-26,1.406
2022-10-27,1.406
2022-10-28,1.406
2022-10-29,1.406
2022-10-30,1.406
2022-10-31,1.406
2022-11-01,1.406
2022-11-02,1.406
2022-11-03,1.392
2022-11-04,1.299
2022-11-05,1.299
2022-11-06,1.299
2022-11-07,1.299
2022-11-08,1.299
2022-11-09,1.366
2022-11-10,1.366
2022-11-11,1.366
2022-11-12,1.366
2022-11-13,1.366
2022-11-14,1.366
2022-11-15,1.366
2022-11-16,1.366
2022-11-17,1.366
2022-11-18,1.366
2022-11-19,1.366
2022-11-20,1.366
2022-11-21,1.366
2022-11-22,1.366
2022-11-23,1.366
2022-11-24,1.366
2022-11-25,1.366
2022-11-26,1.366
2022-11-27,1.366
2022-11-28,1.366
2022-11-29,1.366
2022-11-30,1.366
2022-12-01,1.366
2022-12-02,1.366
2022-12-03,1.366
2022-12-04,1.342
2022-12-05,1.342
2022-12-06,1.342
2022-12-07,1.342
2022-12-08,1.342
2022-12-09,1.342
2022-12-10,1.342
2022-12-11,1.342
2022-12-12,1.342
2022-12-13,1.342
2022-12-14,1.342
2022-12-15,1.342
2022-12-16,1.353
2022-12-17,1.353
2022-12-18,1.353
2022-12-19,1.303
2022-12-20,1.303
2022-12-21,1.303
2022-12-22,1.303
2022-12-23,1.303
2022-12-24,1.303
2022-12-25,1.303
2022-12-26,1.303
2022-12-27,1.303
2022-12-28,1.303
2022-12-29,1.303
2022-12-30,1.303
2022-12-31,1.303
2023-01-01,1.303
2023-01-02,1.303
2023-01-03,1.303
2023-01-04,1.313
2023-01-05,1.313
2023-01-06,1.313
2023-01-07,1.313
2023-01-08,1.313
2023-01-09,1.293
2023-01-10,1.293
2023-01-11,1.253
2023-01-12,1.253
2023-01-13,1.253
2023-01-14,1.253
2023-01-15,1.253
2023-01-16,1.253
2023-01-17,1.253
2023-01-18,1.253
2023-01-19,1.253
2023-01-20,1.253
2023-01-21,1.253
2023-01-22,1.253
2023-01-23,1.253
2023-01-24,1.253
2023-01-25,1.253
2023-01-26,1.253
2023-01-27,1.158
2023-01-28,1.158
2023-01-29,1.158
2023-01-30,1.158
2023-01-31,1.158
2023-02-01,1.149
2023-02-02,1.13
2023-02-03,1.13
2023-02-04,1.13
2023-02-05,1.13
2023-02-06,1.107
2023-02-07,1.107
2023-02-08,1.172
2023-02-09,1.119
2023-02-10,1.119
2023-02-11,1.119
2023-02-12,1.119
2023-02-13,1.119
2023-02-14,1.109
2023-02-15,1.109
2023-02-16,1.109
2023-02-17,1.109
2023-02-18,1.109
2023-02-19,1.109
2023-02-20,1.109
2023-02-21,1.109
2023-02-22,1.109
2023-02-23,1.109
2023-02-24,1.109
2023-02-25,1.109
2023-02-26,1.109
2023-02-27,1.109
2023-02-28,1.165
2023-03-01,1.165
2023-03-02,1.165
2023-03-03,1.165
2023-03-04,1.165
2023-03-05,1.165
2023-03-06,1.165
2023-03-07,1.154
2023-03-08,1.154
2023-03-09,1.093
2023-03-10,1.093
2023-03-11,1.093
2023-03-12,1.093
2023-03-13,1.093
2023-03-14,1.093
2023-03-15,1.097
2023-03-16,1.097
2023-03-17,1.097
2023-03-18,1.097
2023-03-19,1.097
2023-03-20,1.097
2023-03-21,1.097
2023-03-22,1.097
2023-03-23,1.055
2023-03-24,1.055
2023-03-25,1.055
2023-03-26,1.055
2023-03-27,1.055
2023-03-28,1.055
2023-03-29,1.055
2023-03-30,1.055
2023-03-31,1.055
2023-04-01,1.055
2023-04-02,1.057
2023-04-03,1.055
2023-04-04,1.055
2023-04-05,1.055
2023-04-06,1.051
2023-04-07,1.051
2023-04-08,1.051
2023-04-09,1.051
2023-04-10,1.051
2023-04-11,1.165
2023-04-12,1.165
2023-04-13,1.165
2023-04-14,1.165
2023-04-15,1.165
2023-04-16,1.165
2023-04-17,1.165
2023-04-18,1.165
2023-04-19,1.165
2023-04-20,1.165
2023-04-21,1.165
2023-04-22,1.165
2023-04-23,1.165
2023-04-24,1.165
2023-04-25,1.151
2023-04-26,1.151
2023-04-27,1.087
2023-04-28,1.114
2023-04-29,1.114
2023-04-30,1.114
2023-05-01,1.114
2023-05-02,1.114
2023-05-03,1.114
2023-05-04,1.114
2023-05-05,1.114
2023-05-06,1.114
2023-05-07,1.114
2023-05-08,1.114
2023-05-09,1.099
2023-05-10,1.099
2023-05-11,1.099
2023-05-12,1.099
2023-05-13,1.099
2023-05-14,1.099
2023-05-15,1.099
2023-05-16,1.099
2023-05-17,1.099
2023-05-18,1.096
2023-05-19,1.096
2023-05-20,1.096
2023-05-21,1.096
2023-05-22,1.103
2023-05-23,1.103
2023-05-24,1.103
2023-05-25,1.103
2023-05-26,1.103
2023-05-27,1.103
2023-05-28,1.103
2023-05-29,1.103
2023-05-30,1.103
2023-05-31,1.103
2023-06-01,1.103
2023-06-02,1.103
2023-06-03,1.103
2023-06-04,1.103
2023-06-05,1.103
2023-06-06,1.103
2023-06-07,1.103
2023-06-08,1.103
2023-06-09,1.103
2023-06-10,1.103
2023-06-11,1.103
2023-06-12,1.103
2023-06-13,1.103
2023-06-14,1.103
2023-06-15,1.103
2023-06-16,1.103
2023-06-17,1.103
2023-06-18,1.103
2023-06-19,1.103
2023-06-20,1.103
2023-06-21,1.103
2023-06-22,1.05
2023-06-23,1.05
2023-06-24,1.05
2023-06-25,1.059
2023-06-26,1.059
2023-06-27,1.059
2023-06-28,1.059
2023-06-29,1.059
2023-06-30,1.059
2023-07-01,1.059
2023-07-02,1.059
2023-07-03,1.059
2023-07-04,1.059
2023-07-05,1.059
2023-07-06,1.059
2023-07-07,1.059
2023-07-08,1.059
2023-07-09,1.049
2023-07-10,1.049
2023-07-11,1.053
2023-07-12,1.053
2023-07-13,1.053
2023-07-14,1.053
2023-07-15,1.053
2023-07-16,1.053
2023-07-17,1.053
2023-07-18,1.072
2023-07-19,1.072
2023-07-20,1.072
2023-07-21,1.072
2023-07-22,1.072
2023-07-23,1.072
2023-07-24,1.072
2023-07-25,1.072
2023-07-26,1.072
2023-07-27,1.072
2023-07-28,1.072
2023-07-29,1.072
2023-07-30,1.072
2023-07-31,1.072
2023-08-01,0.755
2023-08-02,0.731
2023-08-03,0.7
2023-08-04,0.725
2023-08-05,0.725
2023-08-06,0.725
2023-08-07,0.776
2023-08-08,0.776
2023-08-09,0.776
2023-08-10,0.776
2023-08-11,0.776
2023-08-12,0.776
2023-08-13,0.776
2023-08-14,0.751
2023-08-15,0.751
2023-08-16,0.676
2023-08-17,0.676
2023-08-18,0.676
2023-08-19,0.676
2023-08-20,0.676
2023-08-21,0.676
2023-08-22,0.676
2023-08-23,0.676
2023-08-24,0.676
2023-08-25,0.671
2023-08-26,0.671
2023-08-27,0.671
2023-08-28,0.578
2023-08-29,0.578
2023-08-30,0.578
2023-08-31,0.578
2023-09-01,0.578
2023-09-02,0.578
2023-09-03,0.578
2023-09-04,0.578
2023-09-05,0.553
2023-09-06,0.588
2023-09-07,0.588
2023-09-08,0.588
2023-09-09,0.588
2023-09-10,0.588
2023-09-11,0.588
2023-09-12,0.588
2023-09-13,0.588
2023-09-14,0.588
2023-09-15,0.588
2023-09-16,0.588
2023-09-17,0.588
