,AMAT US Equity
2020-11-12,7.185
2020-11-13,7.375
2020-11-14,7.375
2020-11-15,7.375
2020-11-16,7.375
2020-11-17,7.375
2020-11-18,7.375
2020-11-19,7.375
2020-11-20,7.375
2020-11-21,7.375
2020-11-22,7.375
2020-11-23,7.375
2020-11-24,7.375
2020-11-25,7.375
2020-11-26,7.375
2020-11-27,7.375
2020-11-28,7.375
2020-11-29,7.375
2020-11-30,7.375
2020-12-01,7.375
2020-12-02,7.375
2020-12-03,7.375
2020-12-04,7.375
2020-12-05,7.375
2020-12-06,7.375
2020-12-07,7.375
2020-12-08,7.375
2020-12-09,7.375
2020-12-10,7.375
2020-12-11,7.375
2020-12-12,7.375
2020-12-13,7.375
2020-12-14,7.375
2020-12-15,7.375
2020-12-16,7.375
2020-12-17,7.375
2020-12-18,7.375
2020-12-19,7.375
2020-12-20,7.375
2020-12-21,7.375
2020-12-22,7.375
2020-12-23,7.375
2020-12-24,7.375
2020-12-25,7.375
2020-12-26,7.375
2020-12-27,7.375
2020-12-28,7.375
2020-12-29,7.375
2020-12-30,7.375
2020-12-31,7.375
2021-01-01,7.375
2021-01-02,7.375
2021-01-03,7.375
2021-01-04,7.375
2021-01-05,7.375
2021-01-06,7.375
2021-01-07,7.375
2021-01-08,7.375
2021-01-09,7.375
2021-01-10,7.375
2021-01-11,7.375
2021-01-12,7.375
2021-01-13,7.375
2021-01-14,7.375
2021-01-15,7.375
2021-01-16,7.375
2021-01-17,7.375
2021-01-18,7.375
2021-01-19,7.375
2021-01-20,7.375
2021-01-21,7.375
2021-01-22,7.375
2021-01-23,7.375
2021-01-24,7.375
2021-01-25,7.375
2021-01-26,7.375
2021-01-27,7.375
2021-01-28,7.375
2021-01-29,7.375
2021-01-30,7.375
2021-01-31,7.375
2021-02-01,7.375
2021-02-02,7.375
2021-02-03,7.375
2021-02-04,7.375
2021-02-05,7.375
2021-02-06,7.375
2021-02-07,7.375
2021-02-08,7.375
2021-02-09,7.375
2021-02-10,7.375
2021-02-11,7.375
2021-02-12,7.375
2021-02-13,7.375
2021-02-14,7.375
2021-02-15,7.375
2021-02-16,7.375
2021-02-17,7.375
2021-02-18,7.375
2021-02-19,7.547
2021-02-20,7.547
2021-02-21,7.547
2021-02-22,7.547
2021-02-23,7.547
2021-02-24,7.547
2021-02-25,7.547
2021-02-26,7.547
2021-02-27,7.547
2021-02-28,7.547
2021-03-01,7.547
2021-03-02,7.547
2021-03-03,7.547
2021-03-04,7.547
2021-03-05,7.547
2021-03-06,7.547
2021-03-07,7.547
2021-03-08,7.547
2021-03-09,7.547
2021-03-10,7.547
2021-03-11,7.547
2021-03-12,7.547
2021-03-13,7.547
2021-03-14,7.547
2021-03-15,7.547
2021-03-16,7.547
2021-03-17,7.547
2021-03-18,7.547
2021-03-19,7.547
2021-03-20,7.547
2021-03-21,7.547
2021-03-22,7.547
2021-03-23,7.547
2021-03-24,7.547
2021-03-25,7.547
2021-03-26,7.547
2021-03-27,7.547
2021-03-28,7.547
2021-03-29,7.547
2021-03-30,7.547
2021-03-31,7.547
2021-04-01,7.547
2021-04-02,7.547
2021-04-03,7.547
2021-04-04,7.547
2021-04-05,7.547
2021-04-06,7.785
2021-04-07,8.012
2021-04-08,8.012
2021-04-09,8.012
2021-04-10,8.012
2021-04-11,8.012
2021-04-12,8.012
2021-04-13,8.012
2021-04-14,8.012
2021-04-15,7.914
2021-04-16,7.914
2021-04-17,7.914
2021-04-18,7.914
2021-04-19,7.914
2021-04-20,7.914
2021-04-21,7.914
2021-04-22,7.914
2021-04-23,7.914
2021-04-24,7.914
2021-04-25,7.914
2021-04-26,7.914
2021-04-27,7.914
2021-04-28,7.914
2021-04-29,7.914
2021-04-30,7.914
2021-05-01,7.914
2021-05-02,7.914
2021-05-03,7.914
2021-05-04,7.914
2021-05-05,7.914
2021-05-06,7.914
2021-05-07,7.914
2021-05-08,7.914
2021-05-09,7.914
2021-05-10,7.914
2021-05-11,7.914
2021-05-12,7.914
2021-05-13,7.914
2021-05-14,7.914
2021-05-15,7.914
2021-05-16,7.914
2021-05-17,7.914
2021-05-18,7.914
2021-05-19,7.914
2021-05-20,8.154
2021-05-21,8.498
2021-05-22,8.498
2021-05-23,8.498
2021-05-24,8.498
2021-05-25,8.498
2021-05-26,8.498
2021-05-27,8.498
2021-05-28,8.498
2021-05-29,8.498
2021-05-30,8.498
2021-05-31,8.498
2021-06-01,8.498
2021-06-02,8.498
2021-06-03,8.498
2021-06-04,8.498
2021-06-05,8.498
2021-06-06,8.498
2021-06-07,8.498
2021-06-08,8.498
2021-06-09,8.498
2021-06-10,8.498
2021-06-11,8.498
2021-06-12,8.498
2021-06-13,8.498
2021-06-14,8.498
2021-06-15,8.498
2021-06-16,8.498
2021-06-17,8.498
2021-06-18,8.498
2021-06-19,8.498
2021-06-20,8.498
2021-06-21,8.498
2021-06-22,8.498
2021-06-23,8.498
2021-06-24,8.498
2021-06-25,8.498
2021-06-26,8.498
2021-06-27,8.498
2021-06-28,8.498
2021-06-29,8.498
2021-06-30,8.498
2021-07-01,8.498
2021-07-02,8.498
2021-07-03,8.498
2021-07-04,8.498
2021-07-05,8.498
2021-07-06,8.498
2021-07-07,8.498
2021-07-08,8.498
2021-07-09,8.498
2021-07-10,8.498
2021-07-11,8.498
2021-07-12,8.498
2021-07-13,8.498
2021-07-14,8.498
2021-07-15,8.498
2021-07-16,8.498
2021-07-17,8.498
2021-07-18,8.498
2021-07-19,8.498
2021-07-20,8.498
2021-07-21,8.498
2021-07-22,8.498
2021-07-23,8.498
2021-07-24,8.498
2021-07-25,8.498
2021-07-26,8.498
2021-07-27,8.498
2021-07-28,8.498
2021-07-29,8.498
2021-07-30,8.498
2021-07-31,8.498
2021-08-01,8.498
2021-08-02,8.498
2021-08-03,8.498
2021-08-04,8.498
2021-08-05,8.498
2021-08-06,8.498
2021-08-07,8.498
2021-08-08,8.498
2021-08-09,8.498
2021-08-10,8.498
2021-08-11,8.498
2021-08-12,8.498
2021-08-13,8.498
2021-08-14,8.498
2021-08-15,8.498
2021-08-16,8.498
2021-08-17,8.498
2021-08-18,8.498
2021-08-19,8.82
2021-08-20,8.91
2021-08-21,8.91
2021-08-22,8.91
2021-08-23,8.91
2021-08-24,8.91
2021-08-25,8.91
2021-08-26,8.91
2021-08-27,8.91
2021-08-28,8.91
2021-08-29,8.91
2021-08-30,8.91
2021-08-31,8.91
2021-09-01,8.91
2021-09-02,8.91
2021-09-03,8.91
2021-09-04,8.91
2021-09-05,8.91
2021-09-06,9.01
2021-09-07,9.01
2021-09-08,9.01
2021-09-09,9.01
2021-09-10,9.01
2021-09-11,9.01
2021-09-12,9.01
2021-09-13,9.01
2021-09-14,9.01
2021-09-15,9.01
2021-09-16,9.01
2021-09-17,9.01
2021-09-18,9.01
2021-09-19,9.01
2021-09-20,9.01
2021-09-21,9.01
2021-09-22,9.01
2021-09-23,9.01
2021-09-24,9.01
2021-09-25,9.01
2021-09-26,9.01
2021-09-27,9.01
2021-09-28,9.01
2021-09-29,9.01
2021-09-30,9.01
2021-10-01,9.01
2021-10-02,9.01
2021-10-03,9.01
2021-10-04,9.01
2021-10-05,9.01
2021-10-06,9.01
2021-10-07,9.01
2021-10-08,9.01
2021-10-09,9.01
2021-10-10,9.01
2021-10-11,9.01
2021-10-12,9.01
2021-10-13,9.01
2021-10-14,9.01
2021-10-15,9.01
2021-10-16,9.01
2021-10-17,9.01
2021-10-18,9.01
2021-10-19,9.01
2021-10-20,9.01
2021-10-21,9.01
2021-10-22,9.01
2021-10-23,9.01
2021-10-24,9.01
2021-10-25,9.01
2021-10-26,9.01
2021-10-27,9.01
2021-10-28,9.01
2021-10-29,9.01
2021-10-30,9.01
2021-10-31,9.01
2021-11-01,9.01
2021-11-02,9.01
2021-11-03,9.01
2021-11-04,9.01
2021-11-05,9.01
2021-11-06,9.01
2021-11-07,9.01
2021-11-08,9.01
2021-11-09,9.01
2021-11-10,9.02
2021-11-11,9.02
2021-11-12,9.02
2021-11-13,9.02
2021-11-14,9.02
2021-11-15,9.02
2021-11-16,9.02
2021-11-17,9.02
2021-11-18,8.957
2021-11-19,9.112
2021-11-20,9.112
2021-11-21,9.112
2021-11-22,9.112
2021-11-23,9.113
2021-11-24,9.113
2021-11-25,9.113
2021-11-26,9.113
2021-11-27,9.113
2021-11-28,9.113
2021-11-29,9.113
2021-11-30,9.113
2021-12-01,9.036
2021-12-02,9.036
2021-12-03,9.036
2021-12-04,9.036
2021-12-05,9.036
2021-12-06,9.036
2021-12-07,9.036
2021-12-08,9.036
2021-12-09,9.036
2021-12-10,9.036
2021-12-11,9.036
2021-12-12,9.036
2021-12-13,9.036
2021-12-14,9.179
2021-12-15,9.179
2021-12-16,9.179
2021-12-17,9.179
2021-12-18,9.179
2021-12-19,9.179
2021-12-20,9.179
2021-12-21,9.179
2021-12-22,9.179
2021-12-23,9.179
2021-12-24,9.179
2021-12-25,9.179
2021-12-26,9.179
2021-12-27,9.179
2021-12-28,9.179
2021-12-29,9.179
2021-12-30,9.179
2021-12-31,9.179
2022-01-01,9.179
2022-01-02,9.179
2022-01-03,9.179
2022-01-04,9.179
2022-01-05,9.233
2022-01-06,9.233
2022-01-07,9.233
2022-01-08,9.233
2022-01-09,9.233
2022-01-10,9.233
2022-01-11,9.233
2022-01-12,9.233
2022-01-13,9.233
2022-01-14,9.233
2022-01-15,9.233
2022-01-16,9.233
2022-01-17,9.233
2022-01-18,9.233
2022-01-19,9.233
2022-01-20,9.288
2022-01-21,9.288
2022-01-22,9.288
2022-01-23,9.288
2022-01-24,9.288
2022-01-25,9.288
2022-01-26,9.288
2022-01-27,9.288
2022-01-28,9.288
2022-01-29,9.288
2022-01-30,9.288
2022-01-31,9.233
2022-02-01,9.233
2022-02-02,9.233
2022-02-03,9.233
2022-02-04,9.233
2022-02-05,9.233
2022-02-06,9.233
2022-02-07,9.233
2022-02-08,9.233
2022-02-09,9.233
2022-02-10,9.233
2022-02-11,9.212
2022-02-12,9.212
2022-02-13,9.212
2022-02-14,9.212
2022-02-15,9.212
2022-02-16,9.357
2022-02-17,9.382
2022-02-18,9.386
2022-02-19,9.386
2022-02-20,9.386
2022-02-21,9.386
2022-02-22,9.386
2022-02-23,9.386
2022-02-24,9.386
2022-02-25,9.386
2022-02-26,9.386
2022-02-27,9.386
2022-02-28,9.386
2022-03-01,9.386
2022-03-02,9.386
2022-03-03,9.386
2022-03-04,9.386
2022-03-05,9.386
2022-03-06,9.386
2022-03-07,9.386
2022-03-08,9.386
2022-03-09,9.386
2022-03-10,9.386
2022-03-11,9.386
2022-03-12,9.386
2022-03-13,9.386
2022-03-14,9.386
2022-03-15,9.386
2022-03-16,9.386
2022-03-17,9.386
2022-03-18,9.418
2022-03-19,9.418
2022-03-20,9.418
2022-03-21,9.418
2022-03-22,9.418
2022-03-23,9.418
2022-03-24,9.418
2022-03-25,9.418
2022-03-26,9.418
2022-03-27,9.334
2022-03-28,9.334
2022-03-29,9.334
2022-03-30,9.334
2022-03-31,9.334
2022-04-01,9.334
2022-04-02,9.334
2022-04-03,9.334
2022-04-04,9.334
2022-04-05,9.334
2022-04-06,9.334
2022-04-07,9.334
2022-04-08,9.334
2022-04-09,9.334
2022-04-10,9.334
2022-04-11,9.334
2022-04-12,9.334
2022-04-13,9.334
2022-04-14,9.334
2022-04-15,9.334
2022-04-16,9.334
2022-04-17,9.334
2022-04-18,9.334
2022-04-19,9.334
2022-04-20,9.334
2022-04-21,9.334
2022-04-22,9.334
2022-04-23,9.334
2022-04-24,9.334
2022-04-25,9.344
2022-04-26,9.344
2022-04-27,9.344
2022-04-28,9.344
2022-04-29,9.344
2022-04-30,9.344
2022-05-01,9.344
2022-05-02,9.344
2022-05-03,9.344
2022-05-04,9.344
2022-05-05,9.344
2022-05-06,9.344
2022-05-07,9.344
2022-05-08,9.344
2022-05-09,9.344
2022-05-10,9.344
2022-05-11,9.344
2022-05-12,9.344
2022-05-13,9.344
2022-05-14,9.344
2022-05-15,9.344
2022-05-16,9.344
2022-05-17,9.303
2022-05-18,9.303
2022-05-19,9.182
2022-05-20,9.112
2022-05-21,9.112
2022-05-22,9.112
2022-05-23,9.073
2022-05-24,9.073
2022-05-25,9.073
2022-05-26,9.073
2022-05-27,9.073
2022-05-28,9.073
2022-05-29,9.073
2022-05-30,9.073
2022-05-31,9.073
2022-06-01,9.073
2022-06-02,9.073
2022-06-03,9.076
2022-06-04,9.076
2022-06-05,9.076
2022-06-06,9.076
2022-06-07,9.076
2022-06-08,9.076
2022-06-09,9.076
2022-06-10,9.076
2022-06-11,9.076
2022-06-12,9.076
2022-06-13,9.076
2022-06-14,9.076
2022-06-15,9.076
2022-06-16,9.076
2022-06-17,9.076
2022-06-18,9.076
2022-06-19,9.076
2022-06-20,9.076
2022-06-21,9.076
2022-06-22,9.076
2022-06-23,9.076
2022-06-24,9.076
2022-06-25,9.076
2022-06-26,9.076
2022-06-27,9.076
2022-06-28,8.986
2022-06-29,8.986
2022-06-30,8.986
2022-07-01,8.986
2022-07-02,8.986
2022-07-03,8.986
2022-07-04,8.986
2022-07-05,8.939
2022-07-06,8.939
2022-07-07,8.939
2022-07-08,8.939
2022-07-09,8.939
2022-07-10,8.939
2022-07-11,8.939
2022-07-12,8.939
2022-07-13,8.939
2022-07-14,8.905
2022-07-15,8.729
2022-07-16,8.729
2022-07-17,8.591
2022-07-18,8.688
2022-07-19,8.688
2022-07-20,8.688
2022-07-21,8.688
2022-07-22,8.688
2022-07-23,8.688
2022-07-24,8.688
2022-07-25,8.587
2022-07-26,8.587
2022-07-27,8.587
2022-07-28,8.587
2022-07-29,8.587
2022-07-30,8.587
2022-07-31,8.587
2022-08-01,8.587
2022-08-02,8.587
2022-08-03,8.587
2022-08-04,8.587
2022-08-05,8.587
2022-08-06,8.587
2022-08-07,8.587
2022-08-08,8.587
2022-08-09,8.587
2022-08-10,8.587
2022-08-11,8.587
2022-08-12,8.585
2022-08-13,8.585
2022-08-14,8.585
2022-08-15,8.585
2022-08-16,8.585
2022-08-17,8.585
2022-08-18,8.46
2022-08-19,8.315
2022-08-20,8.281
2022-08-21,8.281
2022-08-22,8.281
2022-08-23,8.281
2022-08-24,8.281
2022-08-25,8.281
2022-08-26,8.281
2022-08-27,8.281
2022-08-28,8.281
2022-08-29,8.281
2022-08-30,8.281
2022-08-31,8.221
2022-09-01,8.221
2022-09-02,8.221
2022-09-03,8.221
2022-09-04,8.221
2022-09-05,8.221
2022-09-06,8.217
2022-09-07,8.217
2022-09-08,8.217
2022-09-09,8.217
2022-09-10,8.217
2022-09-11,8.217
2022-09-12,8.217
2022-09-13,8.217
2022-09-14,8.217
2022-09-15,8.217
2022-09-16,8.217
2022-09-17,8.217
2022-09-18,8.217
2022-09-19,8.217
2022-09-20,8.217
2022-09-21,8.217
2022-09-22,8.217
2022-09-23,8.217
2022-09-24,8.217
2022-09-25,8.217
2022-09-26,8.217
2022-09-27,8.084
2022-09-28,8.084
2022-09-29,8.084
2022-09-30,8.084
2022-10-01,8.084
2022-10-02,8.084
2022-10-03,8.084
2022-10-04,8.009
2022-10-05,8.009
2022-10-06,8.009
2022-10-07,8.009
2022-10-08,8.009
2022-10-09,7.993
2022-10-10,7.88
2022-10-11,7.856
2022-10-12,7.574
2022-10-13,7.327
2022-10-14,7.134
2022-10-15,7.134
2022-10-16,7.154
2022-10-17,6.948
2022-10-18,6.817
2022-10-19,6.817
2022-10-20,6.817
2022-10-21,6.731
2022-10-22,6.731
2022-10-23,6.731
2022-10-24,6.731
2022-10-25,6.731
2022-10-26,6.73
2022-10-27,6.73
2022-10-28,6.73
2022-10-29,6.73
2022-10-30,6.73
2022-10-31,6.73
2022-11-01,6.73
2022-11-02,6.73
2022-11-03,6.73
2022-11-04,6.73
2022-11-05,6.73
2022-11-06,6.73
2022-11-07,6.73
2022-11-08,6.693
2022-11-09,6.693
2022-11-10,6.693
2022-11-11,6.693
2022-11-12,6.693
2022-11-13,6.693
2022-11-14,6.693
2022-11-15,6.693
2022-11-16,6.646
2022-11-17,6.572
2022-11-18,6.652
2022-11-19,6.652
2022-11-20,6.652
2022-11-21,6.768
2022-11-22,6.799
2022-11-23,6.799
2022-11-24,6.799
2022-11-25,6.819
2022-11-26,6.819
2022-11-27,6.819
2022-11-28,6.819
2022-11-29,6.819
2022-11-30,6.802
2022-12-01,6.802
2022-12-02,6.802
2022-12-03,6.802
2022-12-04,6.802
2022-12-05,6.802
2022-12-06,6.794
2022-12-07,6.794
2022-12-08,6.781
2022-12-09,6.781
2022-12-10,6.781
2022-12-11,6.784
2022-12-12,6.784
2022-12-13,6.784
2022-12-14,6.784
2022-12-15,6.784
2022-12-16,6.781
2022-12-17,6.781
2022-12-18,6.781
2022-12-19,6.781
2022-12-20,6.781
2022-12-21,6.781
2022-12-22,6.785
2022-12-23,6.785
2022-12-24,6.785
2022-12-25,6.785
2022-12-26,6.785
2022-12-27,6.785
2022-12-28,6.785
2022-12-29,6.785
2022-12-30,6.785
2022-12-31,6.785
2023-01-01,6.785
2023-01-02,6.785
2023-01-03,6.785
2023-01-04,6.785
2023-01-05,6.785
2023-01-06,6.785
2023-01-07,6.785
2023-01-08,6.785
2023-01-09,6.799
2023-01-10,6.799
2023-01-11,6.799
2023-01-12,6.773
2023-01-13,6.773
2023-01-14,6.773
2023-01-15,6.773
2023-01-16,6.773
2023-01-17,6.78
2023-01-18,6.78
2023-01-19,6.78
2023-01-20,6.785
2023-01-21,6.785
2023-01-22,6.785
2023-01-23,6.629
2023-01-24,6.629
2023-01-25,6.629
2023-01-26,6.629
2023-01-27,6.629
2023-01-28,6.629
2023-01-29,6.629
2023-01-30,6.629
2023-01-31,6.629
2023-02-01,6.629
2023-02-02,6.629
2023-02-03,6.629
2023-02-04,6.629
2023-02-05,6.629
2023-02-06,6.629
2023-02-07,6.629
2023-02-08,6.629
2023-02-09,6.638
2023-02-10,6.648
2023-02-11,6.648
2023-02-12,6.648
2023-02-13,6.644
2023-02-14,6.639
2023-02-15,6.639
2023-02-16,6.678
2023-02-17,6.875
2023-02-18,6.878
2023-02-19,6.878
2023-02-20,6.971
2023-02-21,6.972
2023-02-22,6.972
2023-02-23,6.961
2023-02-24,6.961
2023-02-25,6.961
2023-02-26,6.961
2023-02-27,6.961
2023-02-28,6.975
2023-03-01,6.975
2023-03-02,6.93
2023-03-03,6.93
2023-03-04,6.93
2023-03-05,6.93
2023-03-06,6.93
2023-03-07,6.93
2023-03-08,6.93
2023-03-09,6.933
2023-03-10,6.94
2023-03-11,6.94
2023-03-12,6.94
2023-03-13,6.94
2023-03-14,6.908
2023-03-15,6.908
2023-03-16,6.908
2023-03-17,6.908
2023-03-18,6.908
2023-03-19,6.908
2023-03-20,6.908
2023-03-21,6.908
2023-03-22,6.908
2023-03-23,6.908
2023-03-24,6.908
2023-03-25,6.908
2023-03-26,6.908
2023-03-27,6.908
2023-03-28,6.908
2023-03-29,6.908
2023-03-30,6.908
2023-03-31,6.908
2023-04-01,6.908
2023-04-02,6.908
2023-04-03,6.908
2023-04-04,6.908
2023-04-05,6.908
2023-04-06,6.852
2023-04-07,6.852
2023-04-08,6.852
2023-04-09,6.852
2023-04-10,6.852
2023-04-11,6.852
2023-04-12,6.852
2023-04-13,6.852
2023-04-14,6.852
2023-04-15,6.852
2023-04-16,6.847
2023-04-17,6.847
2023-04-18,6.847
2023-04-19,6.847
2023-04-20,6.847
2023-04-21,6.847
2023-04-22,6.847
2023-04-23,6.847
2023-04-24,6.844
2023-04-25,6.844
2023-04-26,6.844
2023-04-27,6.844
2023-04-28,6.853
2023-04-29,6.853
2023-04-30,6.853
2023-05-01,6.853
2023-05-02,6.853
2023-05-03,6.853
2023-05-04,6.853
2023-05-05,6.853
2023-05-06,6.853
2023-05-07,6.853
2023-05-08,6.853
2023-05-09,6.853
2023-05-10,6.853
2023-05-11,6.853
2023-05-12,6.853
2023-05-13,6.853
2023-05-14,6.853
2023-05-15,6.853
2023-05-16,6.844
2023-05-17,6.806
2023-05-18,6.884
2023-05-19,7.012
2023-05-20,7.029
2023-05-21,7.029
2023-05-22,7.015
2023-05-23,7.018
2023-05-24,7.018
2023-05-25,7.018
2023-05-26,7.017
2023-05-27,7.017
2023-05-28,7.017
2023-05-29,7.017
2023-05-30,7.017
2023-05-31,7.017
2023-06-01,7.009
2023-06-02,7.009
2023-06-03,7.009
2023-06-04,7.009
2023-06-05,7.007
2023-06-06,7.005
2023-06-07,7.005
2023-06-08,7.005
2023-06-09,7.005
2023-06-10,7.005
2023-06-11,7.005
2023-06-12,7.005
2023-06-13,7.043
2023-06-14,7.043
2023-06-15,7.043
2023-06-16,7.048
2023-06-17,7.048
2023-06-18,7.048
2023-06-19,7.048
2023-06-20,7.048
2023-06-21,7.048
2023-06-22,7.048
2023-06-23,7.048
