,ROST US Equity
2021-03-23,6.35
2021-03-24,6.35
2021-03-25,6.35
2021-03-26,6.35
2021-03-27,6.35
2021-03-28,6.35
2021-03-29,6.35
2021-03-30,6.35
2021-03-31,6.35
2021-04-01,6.35
2021-04-02,6.35
2021-04-03,6.35
2021-04-04,6.35
2021-04-05,6.35
2021-04-06,6.35
2021-04-07,6.35
2021-04-08,6.35
2021-04-09,6.35
2021-04-10,6.35
2021-04-11,6.35
2021-04-12,6.35
2021-04-13,6.35
2021-04-14,6.35
2021-04-15,6.427
2021-04-16,6.343
2021-04-17,6.343
2021-04-18,6.343
2021-04-19,6.343
2021-04-20,6.343
2021-04-21,6.343
2021-04-22,6.343
2021-04-23,6.343
2021-04-24,6.343
2021-04-25,6.343
2021-04-26,6.343
2021-04-27,6.343
2021-04-28,6.343
2021-04-29,6.343
2021-04-30,6.343
2021-05-01,6.343
2021-05-02,6.343
2021-05-03,6.343
2021-05-04,6.343
2021-05-05,6.343
2021-05-06,6.343
2021-05-07,6.343
2021-05-08,6.343
2021-05-09,6.343
2021-05-10,6.343
2021-05-11,6.343
2021-05-12,6.343
2021-05-13,6.343
2021-05-14,6.343
2021-05-15,6.343
2021-05-16,6.343
2021-05-17,6.343
2021-05-18,6.343
2021-05-19,6.343
2021-05-20,6.515
2021-05-21,6.595
2021-05-22,6.595
2021-05-23,6.655
2021-05-24,6.655
2021-05-25,6.655
2021-05-26,6.655
2021-05-27,6.655
2021-05-28,6.655
2021-05-29,6.655
2021-05-30,6.655
2021-05-31,6.655
2021-06-01,6.655
2021-06-02,6.655
2021-06-03,6.655
2021-06-04,6.655
2021-06-05,6.655
2021-06-06,6.655
2021-06-07,6.655
2021-06-08,6.655
2021-06-09,6.655
2021-06-10,6.655
2021-06-11,6.655
2021-06-12,6.655
2021-06-13,6.655
2021-06-14,6.655
2021-06-15,6.534
2021-06-16,6.534
2021-06-17,6.534
2021-06-18,6.534
2021-06-19,6.534
2021-06-20,6.534
2021-06-21,6.534
2021-06-22,6.534
2021-06-23,6.534
2021-06-24,6.534
2021-06-25,6.552
2021-06-26,6.552
2021-06-27,6.552
2021-06-28,6.552
2021-06-29,6.552
2021-06-30,6.552
2021-07-01,6.552
2021-07-02,6.552
2021-07-03,6.552
2021-07-04,6.552
2021-07-05,6.552
2021-07-06,6.552
2021-07-07,6.552
2021-07-08,6.552
2021-07-09,6.552
2021-07-10,6.552
2021-07-11,6.552
2021-07-12,6.552
2021-07-13,6.552
2021-07-14,6.552
2021-07-15,6.552
2021-07-16,6.552
2021-07-17,6.552
2021-07-18,6.552
2021-07-19,6.552
2021-07-20,6.552
2021-07-21,6.552
2021-07-22,6.552
2021-07-23,6.552
2021-07-24,6.552
2021-07-25,6.552
2021-07-26,6.552
2021-07-27,6.552
2021-07-28,6.552
2021-07-29,6.552
2021-07-30,6.552
2021-07-31,6.552
2021-08-01,6.552
2021-08-02,6.552
2021-08-03,6.552
2021-08-04,6.552
2021-08-05,6.552
2021-08-06,6.552
2021-08-07,6.552
2021-08-08,6.552
2021-08-09,6.552
2021-08-10,6.552
2021-08-11,6.583
2021-08-12,6.583
2021-08-13,6.583
2021-08-14,6.583
2021-08-15,6.583
2021-08-16,6.583
2021-08-17,6.558
2021-08-18,6.558
2021-08-19,6.577
2021-08-20,6.573
2021-08-21,6.573
2021-08-22,6.573
2021-08-23,6.573
2021-08-24,6.573
2021-08-25,6.573
2021-08-26,6.573
2021-08-27,6.573
2021-08-28,6.573
2021-08-29,6.573
2021-08-30,6.573
2021-08-31,6.573
2021-09-01,6.573
2021-09-02,6.573
2021-09-03,6.573
2021-09-04,6.573
2021-09-05,6.573
2021-09-06,6.573
2021-09-07,6.573
2021-09-08,6.573
2021-09-09,6.573
2021-09-10,6.573
2021-09-11,6.573
2021-09-12,6.573
2021-09-13,6.573
2021-09-14,6.573
2021-09-15,6.56
2021-09-16,6.56
2021-09-17,6.56
2021-09-18,6.56
2021-09-19,6.56
2021-09-20,6.56
2021-09-21,6.56
2021-09-22,6.56
2021-09-23,6.56
2021-09-24,6.56
2021-09-25,6.56
2021-09-26,6.56
2021-09-27,6.56
2021-09-28,6.56
2021-09-29,6.56
2021-09-30,6.56
2021-10-01,6.56
2021-10-02,6.56
2021-10-03,6.56
2021-10-04,6.56
2021-10-05,6.56
2021-10-06,6.56
2021-10-07,6.56
2021-10-08,6.56
2021-10-09,6.56
2021-10-10,6.56
2021-10-11,6.56
2021-10-12,6.56
2021-10-13,6.56
2021-10-14,6.532
2021-10-15,6.532
2021-10-16,6.532
2021-10-17,6.532
2021-10-18,6.532
2021-10-19,6.532
2021-10-20,6.532
2021-10-21,6.532
2021-10-22,6.532
2021-10-23,6.532
2021-10-24,6.532
2021-10-25,6.532
2021-10-26,6.532
2021-10-27,6.532
2021-10-28,6.532
2021-10-29,6.532
2021-10-30,6.532
2021-10-31,6.524
2021-11-01,6.524
2021-11-02,6.524
2021-11-03,6.524
2021-11-04,6.524
2021-11-05,6.524
2021-11-06,6.524
2021-11-07,6.524
2021-11-08,6.524
2021-11-09,6.524
2021-11-10,6.524
2021-11-11,6.524
2021-11-12,6.524
2021-11-13,6.524
2021-11-14,6.524
2021-11-15,6.524
2021-11-16,6.524
2021-11-17,6.524
2021-11-18,6.602
2021-11-19,6.604
2021-11-20,6.604
2021-11-21,6.604
2021-11-22,6.604
2021-11-23,6.604
2021-11-24,6.604
2021-11-25,6.604
2021-11-26,6.604
2021-11-27,6.604
2021-11-28,6.604
2021-11-29,6.604
2021-11-30,6.604
2021-12-01,6.604
2021-12-02,6.604
2021-12-03,6.604
2021-12-04,6.604
2021-12-05,6.604
2021-12-06,6.604
2021-12-07,6.526
2021-12-08,6.526
2021-12-09,6.526
2021-12-10,6.526
2021-12-11,6.526
2021-12-12,6.526
2021-12-13,6.526
2021-12-14,6.526
2021-12-15,6.526
2021-12-16,6.526
2021-12-17,6.526
2021-12-18,6.526
2021-12-19,6.526
2021-12-20,6.526
2021-12-21,6.526
2021-12-22,6.526
2021-12-23,6.526
2021-12-24,6.526
2021-12-25,6.526
2021-12-26,6.526
2021-12-27,6.526
2021-12-28,6.526
2021-12-29,6.526
2021-12-30,6.526
2021-12-31,6.526
2022-01-01,6.526
2022-01-02,6.526
2022-01-03,6.526
2022-01-04,6.526
2022-01-05,6.526
2022-01-06,6.526
2022-01-07,6.526
2022-01-08,6.526
2022-01-09,6.526
2022-01-10,6.526
2022-01-11,6.526
2022-01-12,6.526
2022-01-13,6.526
2022-01-14,6.526
2022-01-15,6.526
2022-01-16,6.526
2022-01-17,6.526
2022-01-18,6.526
2022-01-19,6.526
2022-01-20,6.526
2022-01-21,6.526
2022-01-22,6.526
2022-01-23,6.526
2022-01-24,6.526
2022-01-25,6.4
2022-01-26,6.4
2022-01-27,6.4
2022-01-28,6.4
2022-01-29,6.4
2022-01-30,6.4
2022-01-31,6.4
2022-02-01,6.4
2022-02-02,6.4
2022-02-03,6.4
2022-02-04,6.4
2022-02-05,6.4
2022-02-06,6.4
2022-02-07,6.4
2022-02-08,6.4
2022-02-09,6.4
2022-02-10,6.4
2022-02-11,6.4
2022-02-12,6.4
2022-02-13,6.4
2022-02-14,6.4
2022-02-15,6.4
2022-02-16,6.4
2022-02-17,6.4
2022-02-18,6.4
2022-02-19,6.4
2022-02-20,6.4
2022-02-21,6.4
2022-02-22,6.375
2022-02-23,6.375
2022-02-24,6.375
2022-02-25,6.273
2022-02-26,6.273
2022-02-27,6.273
2022-02-28,6.312
2022-03-01,6.401
2022-03-02,6.261
2022-03-03,6.261
2022-03-04,6.24
2022-03-05,6.24
2022-03-06,6.24
2022-03-07,6.24
2022-03-08,6.24
2022-03-09,6.24
2022-03-10,6.24
2022-03-11,6.24
2022-03-12,6.24
2022-03-13,6.24
2022-03-14,6.299
2022-03-15,6.299
2022-03-16,6.299
2022-03-17,6.299
2022-03-18,6.299
2022-03-19,6.299
2022-03-20,6.299
2022-03-21,6.299
2022-03-22,6.299
2022-03-23,6.299
2022-03-24,6.299
2022-03-25,6.299
2022-03-26,6.299
2022-03-27,6.299
2022-03-28,6.299
2022-03-29,6.299
2022-03-30,6.282
2022-03-31,6.282
2022-04-01,6.282
2022-04-02,6.282
2022-04-03,6.282
2022-04-04,6.282
2022-04-05,6.282
2022-04-06,6.282
2022-04-07,6.299
2022-04-08,6.299
2022-04-09,6.299
2022-04-10,6.299
2022-04-11,6.299
2022-04-12,6.299
2022-04-13,6.299
2022-04-14,6.299
2022-04-15,6.299
2022-04-16,6.299
2022-04-17,6.299
2022-04-18,6.299
2022-04-19,6.299
2022-04-20,6.299
2022-04-21,6.299
2022-04-22,6.299
2022-04-23,6.299
2022-04-24,6.299
2022-04-25,6.283
2022-04-26,6.264
2022-04-27,6.264
2022-04-28,6.264
2022-04-29,6.264
2022-04-30,6.264
2022-05-01,6.264
2022-05-02,6.264
2022-05-03,6.264
2022-05-04,6.264
2022-05-05,6.264
2022-05-06,6.264
2022-05-07,6.264
2022-05-08,6.264
2022-05-09,6.264
2022-05-10,6.264
2022-05-11,6.264
2022-05-12,6.264
2022-05-13,6.264
2022-05-14,6.264
2022-05-15,6.264
2022-05-16,6.264
2022-05-17,6.264
2022-05-18,6.264
2022-05-19,6.058
2022-05-20,5.877
2022-05-21,5.877
2022-05-22,5.877
2022-05-23,5.877
2022-05-24,5.877
2022-05-25,5.877
2022-05-26,5.877
2022-05-27,5.877
2022-05-28,5.877
2022-05-29,5.877
2022-05-30,5.877
2022-05-31,5.779
2022-06-01,5.779
2022-06-02,5.779
2022-06-03,5.779
2022-06-04,5.779
2022-06-05,5.779
2022-06-06,5.779
2022-06-07,5.779
2022-06-08,5.779
2022-06-09,5.779
2022-06-10,5.749
2022-06-11,5.749
2022-06-12,5.749
2022-06-13,5.749
2022-06-14,5.749
2022-06-15,5.749
2022-06-16,5.749
2022-06-17,5.749
2022-06-18,5.749
2022-06-19,5.749
2022-06-20,5.749
2022-06-21,5.749
2022-06-22,5.749
2022-06-23,5.749
2022-06-24,5.749
2022-06-25,5.749
2022-06-26,5.749
2022-06-27,5.749
2022-06-28,5.749
2022-06-29,5.749
2022-06-30,5.749
2022-07-01,5.749
2022-07-02,5.749
2022-07-03,5.749
2022-07-04,5.749
2022-07-05,5.749
2022-07-06,5.749
2022-07-07,5.749
2022-07-08,5.749
2022-07-09,5.749
2022-07-10,5.749
2022-07-11,5.749
2022-07-12,5.749
2022-07-13,5.749
2022-07-14,5.749
2022-07-15,5.68
2022-07-16,5.68
2022-07-17,5.68
2022-07-18,5.68
2022-07-19,5.68
2022-07-20,5.68
2022-07-21,5.68
2022-07-22,5.651
2022-07-23,5.651
2022-07-24,5.651
2022-07-25,5.651
2022-07-26,5.651
2022-07-27,5.651
2022-07-28,5.651
2022-07-29,5.651
2022-07-30,5.651
2022-07-31,5.651
2022-08-01,5.651
2022-08-02,5.623
2022-08-03,5.623
2022-08-04,5.573
2022-08-05,5.573
2022-08-06,5.573
2022-08-07,5.573
2022-08-08,5.573
2022-08-09,5.573
2022-08-10,5.573
2022-08-11,5.573
2022-08-12,5.573
2022-08-13,5.573
2022-08-14,5.573
2022-08-15,5.573
2022-08-16,5.573
2022-08-17,5.573
2022-08-18,5.694
2022-08-19,5.663
2022-08-20,5.663
2022-08-21,5.663
2022-08-22,5.663
2022-08-23,5.663
2022-08-24,5.663
2022-08-25,5.663
2022-08-26,5.663
2022-08-27,5.663
2022-08-28,5.663
2022-08-29,5.663
2022-08-30,5.663
2022-08-31,5.663
2022-09-01,5.61
2022-09-02,5.61
2022-09-03,5.61
2022-09-04,5.61
2022-09-05,5.61
2022-09-06,5.61
2022-09-07,5.61
2022-09-08,5.61
2022-09-09,5.61
2022-09-10,5.61
2022-09-11,5.61
2022-09-12,5.61
2022-09-13,5.61
2022-09-14,5.61
2022-09-15,5.61
2022-09-16,5.573
2022-09-17,5.573
2022-09-18,5.573
2022-09-19,5.573
2022-09-20,5.573
2022-09-21,5.573
2022-09-22,5.573
2022-09-23,5.573
2022-09-24,5.573
2022-09-25,5.573
2022-09-26,5.573
2022-09-27,5.573
2022-09-28,5.573
2022-09-29,5.573
2022-09-30,5.573
2022-10-01,5.573
2022-10-02,5.573
2022-10-03,5.573
2022-10-04,5.573
2022-10-05,5.573
2022-10-06,5.573
2022-10-07,5.573
2022-10-08,5.573
2022-10-09,5.573
2022-10-10,5.573
2022-10-11,5.48
2022-10-12,5.48
2022-10-13,5.48
2022-10-14,5.48
2022-10-15,5.48
2022-10-16,5.48
2022-10-17,5.48
2022-10-18,5.48
2022-10-19,5.48
2022-10-20,5.48
2022-10-21,5.48
2022-10-22,5.48
2022-10-23,5.48
2022-10-24,5.48
2022-10-25,5.5
2022-10-26,5.5
2022-10-27,5.5
2022-10-28,5.5
2022-10-29,5.5
2022-10-30,5.5
2022-10-31,5.505
2022-11-01,5.505
2022-11-02,5.505
2022-11-03,5.505
2022-11-04,5.505
2022-11-05,5.505
2022-11-06,5.505
2022-11-07,5.505
2022-11-08,5.505
2022-11-09,5.539
2022-11-10,5.539
2022-11-11,5.539
2022-11-12,5.539
2022-11-13,5.539
2022-11-14,5.515
2022-11-15,5.515
2022-11-16,5.515
2022-11-17,5.505
2022-11-18,5.601
2022-11-19,5.601
2022-11-20,5.639
2022-11-21,5.639
2022-11-22,5.639
2022-11-23,5.639
2022-11-24,5.639
2022-11-25,5.639
2022-11-26,5.639
2022-11-27,5.639
2022-11-28,5.687
2022-11-29,5.687
2022-11-30,5.687
2022-12-01,5.687
2022-12-02,5.673
2022-12-03,5.673
2022-12-04,5.673
2022-12-05,5.673
2022-12-06,5.673
2022-12-07,5.673
2022-12-08,5.628
2022-12-09,5.628
2022-12-10,5.628
2022-12-11,5.628
2022-12-12,5.634
2022-12-13,5.634
2022-12-14,5.634
2022-12-15,5.666
2022-12-16,5.666
2022-12-17,5.666
2022-12-18,5.666
2022-12-19,5.664
2022-12-20,5.664
2022-12-21,5.664
2022-12-22,5.664
2022-12-23,5.664
2022-12-24,5.664
2022-12-25,5.664
2022-12-26,5.664
2022-12-27,5.664
2022-12-28,5.664
2022-12-29,5.664
2022-12-30,5.664
2022-12-31,5.664
2023-01-01,5.664
2023-01-02,5.664
2023-01-03,5.665
2023-01-04,5.665
2023-01-05,5.678
2023-01-06,5.678
2023-01-07,5.678
2023-01-08,5.678
2023-01-09,5.723
2023-01-10,5.723
2023-01-11,5.723
2023-01-12,5.711
2023-01-13,5.711
2023-01-14,5.711
2023-01-15,5.711
2023-01-16,5.711
2023-01-17,5.711
2023-01-18,5.711
2023-01-19,5.711
2023-01-20,5.711
2023-01-21,5.711
2023-01-22,5.711
2023-01-23,5.711
2023-01-24,5.711
2023-01-25,5.711
2023-01-26,5.711
2023-01-27,5.711
2023-01-28,5.711
2023-01-29,5.711
2023-01-30,5.711
2023-01-31,5.716
2023-02-01,5.716
2023-02-02,5.716
2023-02-03,5.716
2023-02-04,5.716
2023-02-05,5.716
2023-02-06,5.716
2023-02-07,5.716
2023-02-08,5.716
2023-02-09,5.716
2023-02-10,5.716
2023-02-11,5.716
2023-02-12,5.716
2023-02-13,5.716
2023-02-14,5.692
2023-02-15,5.692
2023-02-16,5.692
2023-02-17,5.692
2023-02-18,5.692
2023-02-19,5.692
2023-02-20,5.692
2023-02-21,5.702
2023-02-22,5.702
2023-02-23,5.702
2023-02-24,5.702
2023-02-25,5.702
2023-02-26,5.702
2023-02-27,5.702
2023-02-28,5.645
2023-03-01,5.599
2023-03-02,5.599
2023-03-03,5.599
2023-03-04,5.599
2023-03-05,5.599
2023-03-06,5.599
2023-03-07,5.599
2023-03-08,5.599
2023-03-09,5.599
2023-03-10,5.599
2023-03-11,5.599
2023-03-12,5.599
2023-03-13,5.59
2023-03-14,5.59
2023-03-15,5.59
2023-03-16,5.59
2023-03-17,5.59
2023-03-18,5.59
2023-03-19,5.59
2023-03-20,5.59
2023-03-21,5.609
2023-03-22,5.609
2023-03-23,5.609
2023-03-24,5.609
2023-03-25,5.609
2023-03-26,5.609
2023-03-27,5.609
2023-03-28,5.609
2023-03-29,5.533
2023-03-30,5.51
2023-03-31,5.51
2023-04-01,5.51
2023-04-02,5.51
2023-04-03,5.513
2023-04-04,5.513
2023-04-05,5.513
2023-04-06,5.457
2023-04-07,5.457
2023-04-08,5.457
2023-04-09,5.457
2023-04-10,5.457
2023-04-11,5.457
2023-04-12,5.457
2023-04-13,5.457
2023-04-14,5.457
2023-04-15,5.457
2023-04-16,5.457
2023-04-17,5.471
2023-04-18,5.471
2023-04-19,5.471
2023-04-20,5.471
2023-04-21,5.471
2023-04-22,5.471
2023-04-23,5.471
2023-04-24,5.471
2023-04-25,5.473
2023-04-26,5.473
2023-04-27,5.473
2023-04-28,5.474
2023-04-29,5.474
2023-04-30,5.474
2023-05-01,5.474
2023-05-02,5.442
2023-05-03,5.442
2023-05-04,5.442
2023-05-05,5.442
2023-05-06,5.442
2023-05-07,5.442
2023-05-08,5.433
2023-05-09,5.433
2023-05-10,5.458
2023-05-11,5.458
2023-05-12,5.429
2023-05-13,5.429
2023-05-14,5.429
2023-05-15,5.434
2023-05-16,5.434
2023-05-17,5.434
2023-05-18,5.421
2023-05-19,5.413
2023-05-20,5.413
2023-05-21,5.413
2023-05-22,5.413
2023-05-23,5.413
2023-05-24,5.413
2023-05-25,5.413
2023-05-26,5.413
2023-05-27,5.413
2023-05-28,5.413
2023-05-29,5.413
2023-05-30,5.413
2023-05-31,5.413
2023-06-01,5.413
2023-06-02,5.413
2023-06-03,5.413
2023-06-04,5.413
2023-06-05,5.409
2023-06-06,5.409
2023-06-07,5.409
2023-06-08,5.409
2023-06-09,5.409
2023-06-10,5.409
2023-06-11,5.409
2023-06-12,5.409
2023-06-13,5.409
2023-06-14,5.409
2023-06-15,5.409
2023-06-16,5.409
2023-06-17,5.409
2023-06-18,5.409
2023-06-19,5.41
2023-06-20,5.41
2023-06-21,5.41
2023-06-22,5.41
2023-06-23,5.41
2023-06-24,5.41
2023-06-25,5.41
