,LFUS US Equity
2021-06-11,14.48
2021-06-12,14.48
2021-06-13,14.48
2021-06-14,14.48
2021-06-15,14.48
2021-06-16,14.48
2021-06-17,14.48
2021-06-18,14.48
2021-06-19,14.48
2021-06-20,14.48
2021-06-21,14.48
2021-06-22,14.48
2021-06-23,14.48
2021-06-24,14.48
2021-06-25,14.48
2021-06-26,14.48
2021-06-27,14.48
2021-06-28,14.48
2021-06-29,14.48
2021-06-30,14.48
2021-07-01,14.48
2021-07-02,14.48
2021-07-03,14.48
2021-07-04,14.48
2021-07-05,14.48
2021-07-06,14.48
2021-07-07,14.48
2021-07-08,14.48
2021-07-09,14.48
2021-07-10,14.48
2021-07-11,14.48
2021-07-12,14.48
2021-07-13,14.48
2021-07-14,14.48
2021-07-15,14.48
2021-07-16,14.48
2021-07-17,14.48
2021-07-18,14.48
2021-07-19,14.48
2021-07-20,14.48
2021-07-21,14.48
2021-07-22,14.48
2021-07-23,14.48
2021-07-24,14.48
2021-07-25,14.48
2021-07-26,14.48
2021-07-27,14.48
2021-07-28,14.48
2021-07-29,15.46
2021-07-30,15.46
2021-07-31,15.46
2021-08-01,15.46
2021-08-02,15.46
2021-08-03,15.46
2021-08-04,15.46
2021-08-05,15.46
2021-08-06,15.46
2021-08-07,15.46
2021-08-08,15.46
2021-08-09,15.46
2021-08-10,15.46
2021-08-11,15.46
2021-08-12,15.46
2021-08-13,15.46
2021-08-14,15.46
2021-08-15,15.46
2021-08-16,15.46
2021-08-17,15.46
2021-08-18,15.46
2021-08-19,15.46
2021-08-20,15.46
2021-08-21,15.46
2021-08-22,15.46
2021-08-23,15.46
2021-08-24,15.46
2021-08-25,15.46
2021-08-26,15.46
2021-08-27,15.46
2021-08-28,15.46
2021-08-29,15.46
2021-08-30,15.46
2021-08-31,15.46
2021-09-01,15.46
2021-09-02,15.46
2021-09-03,15.46
2021-09-04,15.46
2021-09-05,15.46
2021-09-06,15.46
2021-09-07,15.46
2021-09-08,15.46
2021-09-09,15.46
2021-09-10,15.46
2021-09-11,15.46
2021-09-12,15.46
2021-09-13,15.46
2021-09-14,15.46
2021-09-15,15.46
2021-09-16,15.46
2021-09-17,15.46
2021-09-18,15.46
2021-09-19,15.46
2021-09-20,15.46
2021-09-21,15.46
2021-09-22,15.46
2021-09-23,15.46
2021-09-24,15.46
2021-09-25,15.46
2021-09-26,15.46
2021-09-27,15.46
2021-09-28,15.46
2021-09-29,15.46
2021-09-30,15.46
2021-10-01,15.46
2021-10-02,15.46
2021-10-03,15.46
2021-10-04,15.46
2021-10-05,15.46
2021-10-06,15.46
2021-10-07,15.46
2021-10-08,15.46
2021-10-09,15.46
2021-10-10,15.46
2021-10-11,15.46
2021-10-12,15.46
2021-10-13,15.46
2021-10-14,15.46
2021-10-15,15.46
2021-10-16,15.46
2021-10-17,15.46
2021-10-18,15.46
2021-10-19,15.46
2021-10-20,15.46
2021-10-21,15.46
2021-10-22,15.46
2021-10-23,15.46
2021-10-24,15.46
2021-10-25,15.46
2021-10-26,15.46
2021-10-27,15.53
2021-10-28,16.12
2021-10-29,16.12
2021-10-30,16.12
2021-10-31,16.12
2021-11-01,16.12
2021-11-02,16.12
2021-11-03,16.12
2021-11-04,16.12
2021-11-05,16.12
2021-11-06,16.12
2021-11-07,16.12
2021-11-08,16.12
2021-11-09,16.12
2021-11-10,16.12
2021-11-11,16.12
2021-11-12,16.12
2021-11-13,16.12
2021-11-14,16.12
2021-11-15,16.12
2021-11-16,16.12
2021-11-17,16.12
2021-11-18,16.12
2021-11-19,16.12
2021-11-20,16.12
2021-11-21,16.12
2021-11-22,16.12
2021-11-23,16.12
2021-11-24,16.12
2021-11-25,16.12
2021-11-26,16.12
2021-11-27,16.12
2021-11-28,16.12
2021-11-29,16.12
2021-11-30,16.12
2021-12-01,16.12
2021-12-02,16.12
2021-12-03,16.12
2021-12-04,16.12
2021-12-05,16.12
2021-12-06,16.12
2021-12-07,16.12
2021-12-08,16.12
2021-12-09,16.12
2021-12-10,16.12
2021-12-11,16.12
2021-12-12,16.12
2021-12-13,16.12
2021-12-14,16.12
2021-12-15,16.12
2021-12-16,16.12
2021-12-17,16.12
2021-12-18,16.12
2021-12-19,16.12
2021-12-20,16.12
2021-12-21,16.12
2021-12-22,16.12
2021-12-23,16.12
2021-12-24,16.12
2021-12-25,16.12
2021-12-26,16.12
2021-12-27,16.12
2021-12-28,16.12
2021-12-29,16.12
2021-12-30,16.12
2021-12-31,16.12
2022-01-01,16.12
2022-01-02,16.12
2022-01-03,16.12
2022-01-04,16.12
2022-01-05,16.12
2022-01-06,16.12
2022-01-07,16.12
2022-01-08,16.12
2022-01-09,16.12
2022-01-10,16.12
2022-01-11,16.12
2022-01-12,16.12
2022-01-13,16.12
2022-01-14,16.28
2022-01-15,16.28
2022-01-16,16.28
2022-01-17,16.28
2022-01-18,16.28
2022-01-19,16.28
2022-01-20,16.28
2022-01-21,16.28
2022-01-22,16.28
2022-01-23,16.28
2022-01-24,16.28
2022-01-25,16.28
2022-01-26,16.28
2022-01-27,16.28
2022-01-28,16.28
2022-01-29,16.28
2022-01-30,16.28
2022-01-31,16.28
2022-02-01,16.28
2022-02-02,16.27
2022-02-03,15.42
2022-02-04,15.42
2022-02-05,15.42
2022-02-06,15.42
2022-02-07,15.42
2022-02-08,15.42
2022-02-09,15.42
2022-02-10,15.42
2022-02-11,15.42
2022-02-12,15.42
2022-02-13,15.42
2022-02-14,15.42
2022-02-15,15.42
2022-02-16,15.42
2022-02-17,15.42
2022-02-18,15.42
2022-02-19,15.42
2022-02-20,15.42
2022-02-21,15.42
2022-02-22,15.42
2022-02-23,15.42
2022-02-24,15.42
2022-02-25,15.42
2022-02-26,15.42
2022-02-27,15.42
2022-02-28,15.42
2022-03-01,15.42
2022-03-02,15.42
2022-03-03,15.42
2022-03-04,15.42
2022-03-05,15.42
2022-03-06,15.42
2022-03-07,15.42
2022-03-08,15.42
2022-03-09,15.42
2022-03-10,15.42
2022-03-11,15.42
2022-03-12,15.42
2022-03-13,15.42
2022-03-14,15.42
2022-03-15,15.42
2022-03-16,15.42
2022-03-17,15.42
2022-03-18,15.42
2022-03-19,15.42
2022-03-20,15.42
2022-03-21,15.42
2022-03-22,15.42
2022-03-23,15.42
2022-03-24,15.42
2022-03-25,15.42
2022-03-26,15.42
2022-03-27,15.42
2022-03-28,15.42
2022-03-29,15.42
2022-03-30,15.42
2022-03-31,15.42
2022-04-01,15.42
2022-04-02,15.42
2022-04-03,15.42
2022-04-04,15.42
2022-04-05,15.42
2022-04-06,15.42
2022-04-07,15.42
2022-04-08,15.37
2022-04-09,15.37
2022-04-10,15.37
2022-04-11,15.345
2022-04-12,15.345
2022-04-13,15.345
2022-04-14,15.345
2022-04-15,15.345
2022-04-16,15.345
2022-04-17,15.345
2022-04-18,15.345
2022-04-19,15.345
2022-04-20,15.345
2022-04-21,15.345
2022-04-22,15.345
2022-04-23,15.345
2022-04-24,15.345
2022-04-25,15.345
2022-04-26,15.345
2022-04-27,15.345
2022-04-28,15.345
2022-04-29,15.345
2022-04-30,15.345
2022-05-01,15.345
2022-05-02,15.345
2022-05-03,15.345
2022-05-04,15.77
2022-05-05,15.79
2022-05-06,15.79
2022-05-07,15.79
2022-05-08,15.79
2022-05-09,15.79
2022-05-10,15.79
2022-05-11,15.79
2022-05-12,15.79
2022-05-13,15.79
2022-05-14,15.79
2022-05-15,15.79
2022-05-16,15.79
2022-05-17,15.79
2022-05-18,15.79
2022-05-19,15.79
2022-05-20,15.79
2022-05-21,15.79
2022-05-22,15.79
2022-05-23,15.79
2022-05-24,15.79
2022-05-25,15.79
2022-05-26,15.79
2022-05-27,15.79
2022-05-28,15.79
2022-05-29,15.79
2022-05-30,15.79
2022-05-31,15.79
2022-06-01,15.79
2022-06-02,15.79
2022-06-03,15.79
2022-06-04,15.79
2022-06-05,15.79
2022-06-06,15.79
2022-06-07,15.79
2022-06-08,15.79
2022-06-09,15.79
2022-06-10,15.79
2022-06-11,15.79
2022-06-12,15.79
2022-06-13,15.79
2022-06-14,15.79
2022-06-15,16.665
2022-06-16,15.695
2022-06-17,15.695
2022-06-18,15.695
2022-06-19,15.695
2022-06-20,15.695
2022-06-21,15.695
2022-06-22,15.695
2022-06-23,15.695
2022-06-24,15.695
2022-06-25,15.695
2022-06-26,15.695
2022-06-27,15.695
2022-06-28,15.695
2022-06-29,15.695
2022-06-30,15.695
2022-07-01,15.695
2022-07-02,15.695
2022-07-03,15.695
2022-07-04,15.695
2022-07-05,15.695
2022-07-06,15.73
2022-07-07,15.73
2022-07-08,15.73
2022-07-09,15.73
2022-07-10,15.73
2022-07-11,15.73
2022-07-12,15.73
2022-07-13,15.73
2022-07-14,15.73
2022-07-15,15.73
2022-07-16,15.73
2022-07-17,15.73
2022-07-18,15.73
2022-07-19,15.73
2022-07-20,15.73
2022-07-21,15.73
2022-07-22,15.73
2022-07-23,15.73
2022-07-24,15.73
2022-07-25,15.73
2022-07-26,15.73
2022-07-27,15.73
2022-07-28,15.73
2022-07-29,15.73
2022-07-30,15.73
2022-07-31,15.73
2022-08-01,15.73
2022-08-02,15.73
2022-08-03,15.255
2022-08-04,16.66
2022-08-05,16.66
2022-08-06,16.66
2022-08-07,16.66
2022-08-08,16.66
2022-08-09,16.66
2022-08-10,16.66
2022-08-11,16.66
2022-08-12,16.66
2022-08-13,16.66
2022-08-14,16.66
2022-08-15,16.66
2022-08-16,16.66
2022-08-17,16.66
2022-08-18,16.66
2022-08-19,16.66
2022-08-20,16.66
2022-08-21,16.66
2022-08-22,16.66
2022-08-23,16.66
2022-08-24,16.66
2022-08-25,16.66
2022-08-26,16.66
2022-08-27,16.66
2022-08-28,16.66
2022-08-29,16.66
2022-08-30,16.66
2022-08-31,16.66
2022-09-01,16.66
2022-09-02,16.66
2022-09-03,16.66
2022-09-04,16.66
2022-09-05,16.66
2022-09-06,16.66
2022-09-07,16.66
2022-09-08,16.66
2022-09-09,16.66
2022-09-10,16.66
2022-09-11,16.66
2022-09-12,16.66
2022-09-13,16.66
2022-09-14,16.66
2022-09-15,16.235
2022-09-16,16.235
2022-09-17,16.235
2022-09-18,16.235
2022-09-19,16.235
2022-09-20,16.235
2022-09-21,16.235
2022-09-22,16.235
2022-09-23,16.235
2022-09-24,16.235
2022-09-25,16.235
2022-09-26,16.235
2022-09-27,16.235
2022-09-28,16.235
2022-09-29,16.235
2022-09-30,16.235
2022-10-01,16.235
2022-10-02,16.235
2022-10-03,16.235
2022-10-04,16.235
2022-10-05,16.185
2022-10-06,16.185
2022-10-07,16.185
2022-10-08,16.185
2022-10-09,16.185
2022-10-10,16.185
2022-10-11,16.185
2022-10-12,16.185
2022-10-13,16.185
2022-10-14,16.185
2022-10-15,16.185
2022-10-16,16.185
2022-10-17,16.185
2022-10-18,16.185
2022-10-19,16.185
2022-10-20,16.185
2022-10-21,16.185
2022-10-22,16.185
2022-10-23,16.185
2022-10-24,16.185
2022-10-25,16.185
2022-10-26,16.185
2022-10-27,16.185
2022-10-28,16.185
2022-10-29,16.185
2022-10-30,16.185
2022-10-31,16.185
2022-11-01,16.13
2022-11-02,16.32
2022-11-03,16.32
2022-11-04,16.32
2022-11-05,16.32
2022-11-06,16.32
2022-11-07,16.32
2022-11-08,16.32
2022-11-09,16.32
2022-11-10,16.32
2022-11-11,16.32
2022-11-12,16.32
2022-11-13,16.32
2022-11-14,16.32
2022-11-15,16.32
2022-11-16,16.32
2022-11-17,16.32
2022-11-18,16.32
2022-11-19,16.32
2022-11-20,16.32
2022-11-21,16.32
2022-11-22,16.153
2022-11-23,16.153
2022-11-24,16.153
2022-11-25,16.153
2022-11-26,16.153
2022-11-27,16.153
2022-11-28,16.153
2022-11-29,16.153
2022-11-30,16.153
2022-12-01,16.153
2022-12-02,16.153
2022-12-03,16.153
2022-12-04,16.153
2022-12-05,16.153
2022-12-06,16.153
2022-12-07,16.153
2022-12-08,16.153
2022-12-09,16.153
2022-12-10,16.153
2022-12-11,16.153
2022-12-12,16.153
2022-12-13,16.153
2022-12-14,16.153
2022-12-15,16.153
2022-12-16,16.153
2022-12-17,16.153
2022-12-18,16.153
2022-12-19,16.153
2022-12-20,16.153
2022-12-21,16.153
2022-12-22,16.153
2022-12-23,16.153
2022-12-24,16.153
2022-12-25,16.153
2022-12-26,16.153
2022-12-27,16.153
2022-12-28,16.153
2022-12-29,16.153
2022-12-30,16.153
2022-12-31,16.153
2023-01-01,16.153
2023-01-02,16.153
2023-01-03,16.153
2023-01-04,16.153
2023-01-05,16.153
2023-01-06,16.153
2023-01-07,16.153
2023-01-08,16.153
2023-01-09,16.153
2023-01-10,16.153
2023-01-11,16.153
2023-01-12,16.153
2023-01-13,16.153
2023-01-14,16.153
2023-01-15,16.153
2023-01-16,16.153
2023-01-17,16.153
2023-01-18,16.168
2023-01-19,16.168
2023-01-20,16.168
2023-01-21,16.168
2023-01-22,16.18
2023-01-23,16.18
2023-01-24,16.18
2023-01-25,16.18
2023-01-26,16.18
2023-01-27,15.905
2023-01-28,15.905
2023-01-29,15.905
2023-01-30,15.905
2023-01-31,15.905
2023-02-01,15.905
2023-02-02,15.45
2023-02-03,15.206
2023-02-04,15.206
2023-02-05,15.206
2023-02-06,15.206
2023-02-07,15.206
2023-02-08,15.206
2023-02-09,15.206
2023-02-10,15.206
2023-02-11,15.206
2023-02-12,15.206
2023-02-13,15.206
2023-02-14,15.206
2023-02-15,15.206
2023-02-16,15.206
2023-02-17,15.206
2023-02-18,15.206
2023-02-19,15.206
2023-02-20,15.206
2023-02-21,15.206
2023-02-22,15.206
2023-02-23,15.206
2023-02-24,15.206
2023-02-25,15.206
2023-02-26,15.206
2023-02-27,15.206
2023-02-28,15.206
2023-03-01,15.206
2023-03-02,15.206
2023-03-03,15.218
2023-03-04,15.218
2023-03-05,15.218
2023-03-06,15.218
2023-03-07,15.218
2023-03-08,15.218
2023-03-09,15.218
2023-03-10,15.218
2023-03-11,15.218
2023-03-12,15.218
2023-03-13,15.218
2023-03-14,15.057
2023-03-15,15.057
2023-03-16,15.057
2023-03-17,15.057
2023-03-18,15.057
2023-03-19,15.057
2023-03-20,15.057
2023-03-21,15.057
2023-03-22,15.057
2023-03-23,15.057
2023-03-24,15.057
2023-03-25,15.057
2023-03-26,15.057
2023-03-27,15.057
2023-03-28,15.057
2023-03-29,15.057
2023-03-30,15.057
2023-03-31,15.057
2023-04-01,15.057
2023-04-02,15.057
2023-04-03,15.057
2023-04-04,15.057
2023-04-05,15.057
2023-04-06,15.057
2023-04-07,15.057
2023-04-08,15.057
2023-04-09,15.057
2023-04-10,15.057
2023-04-11,15.057
2023-04-12,14.928
2023-04-13,14.928
2023-04-14,14.928
2023-04-15,14.928
2023-04-16,14.928
2023-04-17,14.928
2023-04-18,14.928
2023-04-19,14.928
2023-04-20,15.006
2023-04-21,15.006
2023-04-22,15.006
2023-04-23,15.006
2023-04-24,15.006
2023-04-25,15.006
2023-04-26,15.006
2023-04-27,15.006
2023-04-28,15.006
2023-04-29,15.006
2023-04-30,15.006
2023-05-01,15.006
2023-05-02,15.006
2023-05-03,15.045
2023-05-04,14.877
2023-05-05,14.877
2023-05-06,14.877
2023-05-07,14.877
2023-05-08,14.877
2023-05-09,14.877
2023-05-10,14.877
2023-05-11,14.877
2023-05-12,14.877
2023-05-13,14.877
2023-05-14,14.877
2023-05-15,14.877
2023-05-16,14.877
2023-05-17,14.877
2023-05-18,14.877
2023-05-19,14.877
2023-05-20,14.877
2023-05-21,14.877
2023-05-22,14.877
2023-05-23,14.877
2023-05-24,14.877
2023-05-25,14.877
2023-05-26,14.877
2023-05-27,14.877
2023-05-28,14.877
2023-05-29,14.877
2023-05-30,14.877
2023-05-31,14.877
2023-06-01,14.877
2023-06-02,14.877
2023-06-03,14.877
2023-06-04,14.877
2023-06-05,14.877
2023-06-06,14.877
2023-06-07,14.877
2023-06-08,14.877
2023-06-09,14.877
2023-06-10,14.877
2023-06-11,14.877
2023-06-12,14.877
2023-06-13,14.877
2023-06-14,14.877
2023-06-15,14.877
2023-06-16,14.877
2023-06-17,14.877
2023-06-18,14.877
2023-06-19,14.877
2023-06-20,14.877
2023-06-21,14.877
2023-06-22,14.877
2023-06-23,14.877
2023-06-24,14.877
2023-06-25,14.877
2023-06-26,14.877
2023-06-27,14.877
2023-06-28,14.877
2023-06-29,14.877
2023-06-30,14.877
2023-07-01,14.877
2023-07-02,14.877
2023-07-03,14.877
2023-07-04,14.877
2023-07-05,14.877
2023-07-06,14.877
2023-07-07,14.877
2023-07-08,14.877
2023-07-09,14.877
2023-07-10,14.877
2023-07-11,14.877
2023-07-12,14.877
2023-07-13,14.877
2023-07-14,14.877
2023-07-15,14.877
2023-07-16,14.877
2023-07-17,14.877
2023-07-18,14.863
2023-07-19,14.863
2023-07-20,14.863
2023-07-21,14.863
2023-07-22,14.863
2023-07-23,14.863
2023-07-24,14.863
2023-07-25,14.863
2023-07-26,14.863
2023-07-27,14.863
2023-07-28,14.863
2023-07-29,14.863
2023-07-30,14.863
2023-07-31,14.863
2023-08-01,14.863
2023-08-02,14.037
2023-08-03,13.833
2023-08-04,13.833
2023-08-05,13.833
2023-08-06,13.833
2023-08-07,13.833
2023-08-08,13.833
2023-08-09,13.833
2023-08-10,13.833
2023-08-11,13.833
2023-08-12,13.833
2023-08-13,13.833
2023-08-14,13.613
2023-08-15,13.613
2023-08-16,13.613
2023-08-17,13.613
2023-08-18,13.613
2023-08-19,13.613
2023-08-20,13.613
2023-08-21,13.613
2023-08-22,13.613
2023-08-23,13.613
2023-08-24,13.613
2023-08-25,13.613
2023-08-26,13.613
2023-08-27,13.613
2023-08-28,13.633
2023-08-29,13.633
2023-08-30,13.633
2023-08-31,13.633
2023-09-01,13.633
2023-09-02,13.633
2023-09-03,13.633
2023-09-04,13.633
2023-09-05,13.633
2023-09-06,13.633
2023-09-07,13.633
2023-09-08,13.633
2023-09-09,13.633
2023-09-10,13.633
2023-09-11,13.607
2023-09-12,13.607
2023-09-13,13.607
