,CCK US Equity
2021-05-16,9.363
2021-05-17,9.363
2021-05-18,9.363
2021-05-19,9.363
2021-05-20,9.363
2021-05-21,9.363
2021-05-22,9.363
2021-05-23,9.363
2021-05-24,9.363
2021-05-25,9.363
2021-05-26,9.363
2021-05-27,9.363
2021-05-28,9.363
2021-05-29,9.363
2021-05-30,9.363
2021-05-31,9.363
2021-06-01,9.363
2021-06-02,9.363
2021-06-03,9.363
2021-06-04,9.363
2021-06-05,9.363
2021-06-06,9.363
2021-06-07,9.363
2021-06-08,9.363
2021-06-09,9.363
2021-06-10,9.363
2021-06-11,9.363
2021-06-12,9.363
2021-06-13,9.363
2021-06-14,9.363
2021-06-15,9.363
2021-06-16,9.363
2021-06-17,9.363
2021-06-18,9.363
2021-06-19,9.363
2021-06-20,9.363
2021-06-21,9.363
2021-06-22,9.363
2021-06-23,9.363
2021-06-24,9.363
2021-06-25,9.363
2021-06-26,9.363
2021-06-27,9.363
2021-06-28,9.363
2021-06-29,9.363
2021-06-30,9.363
2021-07-01,9.363
2021-07-02,9.363
2021-07-03,9.363
2021-07-04,9.363
2021-07-05,9.363
2021-07-06,9.363
2021-07-07,9.363
2021-07-08,9.363
2021-07-09,9.363
2021-07-10,9.363
2021-07-11,9.363
2021-07-12,9.363
2021-07-13,9.363
2021-07-14,9.363
2021-07-15,9.363
2021-07-16,9.363
2021-07-17,9.363
2021-07-18,9.363
2021-07-19,9.375
2021-07-20,9.5
2021-07-21,9.723
2021-07-22,9.723
2021-07-23,9.723
2021-07-24,9.723
2021-07-25,9.723
2021-07-26,9.723
2021-07-27,9.723
2021-07-28,9.723
2021-07-29,9.723
2021-07-30,9.723
2021-07-31,9.723
2021-08-01,9.723
2021-08-02,9.723
2021-08-03,9.723
2021-08-04,9.723
2021-08-05,9.723
2021-08-06,9.723
2021-08-07,9.723
2021-08-08,9.723
2021-08-09,9.723
2021-08-10,9.723
2021-08-11,9.723
2021-08-12,9.723
2021-08-13,9.723
2021-08-14,9.723
2021-08-15,9.723
2021-08-16,9.723
2021-08-17,9.723
2021-08-18,9.723
2021-08-19,9.723
2021-08-20,9.723
2021-08-21,9.723
2021-08-22,9.723
2021-08-23,9.723
2021-08-24,9.723
2021-08-25,9.723
2021-08-26,9.723
2021-08-27,9.723
2021-08-28,9.723
2021-08-29,9.723
2021-08-30,9.723
2021-08-31,9.723
2021-09-01,9.723
2021-09-02,9.723
2021-09-03,9.723
2021-09-04,9.723
2021-09-05,9.723
2021-09-06,9.723
2021-09-07,9.723
2021-09-08,9.723
2021-09-09,9.723
2021-09-10,9.723
2021-09-11,9.723
2021-09-12,9.723
2021-09-13,9.723
2021-09-14,9.723
2021-09-15,9.723
2021-09-16,9.723
2021-09-17,9.723
2021-09-18,9.723
2021-09-19,9.723
2021-09-20,10.15
2021-09-21,10.15
2021-09-22,10.15
2021-09-23,10.15
2021-09-24,10.15
2021-09-25,10.15
2021-09-26,10.15
2021-09-27,10.15
2021-09-28,10.15
2021-09-29,10.15
2021-09-30,10.15
2021-10-01,10.15
2021-10-02,10.15
2021-10-03,10.15
2021-10-04,10.15
2021-10-05,10.15
2021-10-06,10.15
2021-10-07,10.15
2021-10-08,10.15
2021-10-09,10.15
2021-10-10,10.15
2021-10-11,10.15
2021-10-12,10.15
2021-10-13,10.15
2021-10-14,10.15
2021-10-15,10.15
2021-10-16,10.15
2021-10-17,10.15
2021-10-18,10.15
2021-10-19,10.15
2021-10-20,10.15
2021-10-21,10.15
2021-10-22,10.15
2021-10-23,10.15
2021-10-24,10.15
2021-10-25,10.15
2021-10-26,10.35
2021-10-27,10.296
2021-10-28,10.296
2021-10-29,10.296
2021-10-30,10.296
2021-10-31,10.296
2021-11-01,10.296
2021-11-02,10.296
2021-11-03,10.296
2021-11-04,10.296
2021-11-05,10.296
2021-11-06,10.296
2021-11-07,10.296
2021-11-08,10.296
2021-11-09,10.296
2021-11-10,10.296
2021-11-11,10.296
2021-11-12,10.296
2021-11-13,10.296
2021-11-14,10.296
2021-11-15,10.296
2021-11-16,10.296
2021-11-17,10.296
2021-11-18,10.296
2021-11-19,10.296
2021-11-20,10.296
2021-11-21,10.296
2021-11-22,10.296
2021-11-23,10.296
2021-11-24,10.296
2021-11-25,10.296
2021-11-26,10.296
2021-11-27,10.296
2021-11-28,10.296
2021-11-29,10.296
2021-11-30,10.296
2021-12-01,10.296
2021-12-02,10.296
2021-12-03,10.296
2021-12-04,10.296
2021-12-05,10.296
2021-12-06,10.296
2021-12-07,10.296
2021-12-08,10.296
2021-12-09,10.296
2021-12-10,10.296
2021-12-11,10.296
2021-12-12,10.296
2021-12-13,10.296
2021-12-14,10.296
2021-12-15,10.296
2021-12-16,10.296
2021-12-17,10.296
2021-12-18,10.296
2021-12-19,10.296
2021-12-20,10.296
2021-12-21,10.296
2021-12-22,10.296
2021-12-23,10.296
2021-12-24,10.296
2021-12-25,10.296
2021-12-26,10.296
2021-12-27,10.296
2021-12-28,10.296
2021-12-29,10.296
2021-12-30,10.296
2021-12-31,10.296
2022-01-01,10.296
2022-01-02,10.296
2022-01-03,10.296
2022-01-04,10.296
2022-01-05,10.296
2022-01-06,10.296
2022-01-07,10.296
2022-01-08,10.296
2022-01-09,10.296
2022-01-10,10.296
2022-01-11,10.296
2022-01-12,10.438
2022-01-13,10.438
2022-01-14,10.438
2022-01-15,10.438
2022-01-16,10.438
2022-01-17,10.438
2022-01-18,10.438
2022-01-19,10.438
2022-01-20,10.438
2022-01-21,10.438
2022-01-22,10.438
2022-01-23,10.438
2022-01-24,10.438
2022-01-25,10.438
2022-01-26,10.438
2022-01-27,10.438
2022-01-28,10.438
2022-01-29,10.438
2022-01-30,10.438
2022-01-31,10.438
2022-02-01,10.438
2022-02-02,10.438
2022-02-03,10.438
2022-02-04,10.438
2022-02-05,10.438
2022-02-06,10.438
2022-02-07,10.635
2022-02-08,10.635
2022-02-09,10.685
2022-02-10,11.068
2022-02-11,10.943
2022-02-12,10.943
2022-02-13,10.943
2022-02-14,10.991
2022-02-15,10.991
2022-02-16,10.991
2022-02-17,10.991
2022-02-18,10.991
2022-02-19,10.991
2022-02-20,10.991
2022-02-21,10.991
2022-02-22,10.991
2022-02-23,10.991
2022-02-24,10.991
2022-02-25,10.991
2022-02-26,10.991
2022-02-27,10.991
2022-02-28,10.991
2022-03-01,10.991
2022-03-02,10.991
2022-03-03,10.991
2022-03-04,10.991
2022-03-05,10.991
2022-03-06,10.991
2022-03-07,10.991
2022-03-08,10.991
2022-03-09,10.991
2022-03-10,10.991
2022-03-11,10.991
2022-03-12,10.991
2022-03-13,10.991
2022-03-14,10.991
2022-03-15,10.991
2022-03-16,10.991
2022-03-17,10.991
2022-03-18,10.991
2022-03-19,10.991
2022-03-20,10.991
2022-03-21,10.991
2022-03-22,10.991
2022-03-23,10.991
2022-03-24,10.991
2022-03-25,10.991
2022-03-26,10.991
2022-03-27,10.991
2022-03-28,10.991
2022-03-29,10.991
2022-03-30,10.991
2022-03-31,10.991
2022-04-01,10.991
2022-04-02,10.991
2022-04-03,10.991
2022-04-04,10.991
2022-04-05,10.973
2022-04-06,10.973
2022-04-07,10.973
2022-04-08,10.973
2022-04-09,10.973
2022-04-10,10.973
2022-04-11,10.973
2022-04-12,10.973
2022-04-13,10.973
2022-04-14,10.973
2022-04-15,10.973
2022-04-16,10.973
2022-04-17,10.973
2022-04-18,10.966
2022-04-19,10.966
2022-04-20,10.966
2022-04-21,10.966
2022-04-22,10.966
2022-04-23,10.966
2022-04-24,10.966
2022-04-25,10.966
2022-04-26,10.966
2022-04-27,10.843
2022-04-28,10.843
2022-04-29,10.843
2022-04-30,10.843
2022-05-01,10.843
2022-05-02,10.818
2022-05-03,10.818
2022-05-04,10.818
2022-05-05,10.818
2022-05-06,10.843
2022-05-07,10.843
2022-05-08,10.843
2022-05-09,10.777
2022-05-10,10.777
2022-05-11,10.777
2022-05-12,10.777
2022-05-13,10.777
2022-05-14,10.777
2022-05-15,10.777
2022-05-16,10.777
2022-05-17,10.777
2022-05-18,10.777
2022-05-19,10.777
2022-05-20,10.777
2022-05-21,10.777
2022-05-22,10.777
2022-05-23,10.777
2022-05-24,10.749
2022-05-25,10.749
2022-05-26,10.749
2022-05-27,10.749
2022-05-28,10.749
2022-05-29,10.749
2022-05-30,10.749
2022-05-31,10.749
2022-06-01,10.749
2022-06-02,10.749
2022-06-03,10.749
2022-06-04,10.749
2022-06-05,10.749
2022-06-06,10.749
2022-06-07,10.749
2022-06-08,10.749
2022-06-09,10.749
2022-06-10,10.749
2022-06-11,10.749
2022-06-12,10.749
2022-06-13,10.749
2022-06-14,10.749
2022-06-15,10.749
2022-06-16,10.749
2022-06-17,10.749
2022-06-18,10.749
2022-06-19,10.749
2022-06-20,10.749
2022-06-21,10.749
2022-06-22,10.749
2022-06-23,10.749
2022-06-24,10.749
2022-06-25,10.749
2022-06-26,10.749
2022-06-27,10.749
2022-06-28,10.749
2022-06-29,10.749
2022-06-30,10.749
2022-07-01,10.749
2022-07-02,10.749
2022-07-03,10.749
2022-07-04,10.749
2022-07-05,10.749
2022-07-06,10.749
2022-07-07,10.749
2022-07-08,10.749
2022-07-09,10.749
2022-07-10,10.749
2022-07-11,10.749
2022-07-12,10.749
2022-07-13,10.749
2022-07-14,10.749
2022-07-15,10.749
2022-07-16,10.749
2022-07-17,10.749
2022-07-18,10.696
2022-07-19,10.674
2022-07-20,10.813
2022-07-21,10.918
2022-07-22,10.861
2022-07-23,10.861
2022-07-24,10.861
2022-07-25,10.793
2022-07-26,10.773
2022-07-27,10.773
2022-07-28,10.773
2022-07-29,10.773
2022-07-30,10.773
2022-07-31,10.773
2022-08-01,10.773
2022-08-02,10.773
2022-08-03,10.773
2022-08-04,10.773
2022-08-05,10.773
2022-08-06,10.729
2022-08-07,10.729
2022-08-08,10.729
2022-08-09,10.729
2022-08-10,10.729
2022-08-11,10.729
2022-08-12,10.729
2022-08-13,10.729
2022-08-14,10.729
2022-08-15,10.729
2022-08-16,10.729
2022-08-17,10.729
2022-08-18,10.729
2022-08-19,10.729
2022-08-20,10.729
2022-08-21,10.729
2022-08-22,10.729
2022-08-23,10.729
2022-08-24,10.729
2022-08-25,10.729
2022-08-26,10.729
2022-08-27,10.729
2022-08-28,10.729
2022-08-29,10.729
2022-08-30,10.729
2022-08-31,10.729
2022-09-01,10.729
2022-09-02,10.729
2022-09-03,10.729
2022-09-04,10.729
2022-09-05,10.729
2022-09-06,10.729
2022-09-07,10.729
2022-09-08,10.729
2022-09-09,10.729
2022-09-10,10.729
2022-09-11,10.729
2022-09-12,10.729
2022-09-13,10.729
2022-09-14,10.729
2022-09-15,10.614
2022-09-16,10.614
2022-09-17,10.614
2022-09-18,10.614
2022-09-19,10.614
2022-09-20,10.614
2022-09-21,10.614
2022-09-22,10.614
2022-09-23,10.614
2022-09-24,10.614
2022-09-25,10.614
2022-09-26,10.614
2022-09-27,10.614
2022-09-28,10.614
2022-09-29,10.614
2022-09-30,10.614
2022-10-01,10.614
2022-10-02,10.614
2022-10-03,10.558
2022-10-04,10.558
2022-10-05,10.392
2022-10-06,10.392
2022-10-07,10.392
2022-10-08,10.392
2022-10-09,10.392
2022-10-10,10.392
2022-10-11,10.372
2022-10-12,10.372
2022-10-13,10.372
2022-10-14,10.372
2022-10-15,10.372
2022-10-16,10.372
2022-10-17,10.275
2022-10-18,10.275
2022-10-19,10.275
2022-10-20,10.275
2022-10-21,10.22
2022-10-22,10.22
2022-10-23,10.22
2022-10-24,10.075
2022-10-25,8.921
2022-10-26,8.325
2022-10-27,8.27
2022-10-28,8.149
2022-10-29,8.149
2022-10-30,8.149
2022-10-31,8.149
2022-11-01,8.149
2022-11-02,7.94
2022-11-03,7.94
2022-11-04,7.94
2022-11-05,7.94
2022-11-06,7.94
2022-11-07,7.94
2022-11-08,7.94
2022-11-09,7.94
2022-11-10,7.94
2022-11-11,7.94
2022-11-12,7.94
2022-11-13,7.94
2022-11-14,7.94
2022-11-15,7.823
2022-11-16,7.823
2022-11-17,7.823
2022-11-18,7.823
2022-11-19,7.823
2022-11-20,7.823
2022-11-21,7.823
2022-11-22,7.823
2022-11-23,7.823
2022-11-24,7.823
2022-11-25,7.823
2022-11-26,7.823
2022-11-27,7.823
2022-11-28,7.823
2022-11-29,7.823
2022-11-30,7.823
2022-12-01,7.823
2022-12-02,7.823
2022-12-03,7.823
2022-12-04,7.823
2022-12-05,7.823
2022-12-06,7.823
2022-12-07,7.823
2022-12-08,7.823
2022-12-09,7.823
2022-12-10,7.823
2022-12-11,7.823
2022-12-12,7.823
2022-12-13,7.823
2022-12-14,7.823
2022-12-15,7.821
2022-12-16,7.821
2022-12-17,7.821
2022-12-18,7.821
2022-12-19,7.821
2022-12-20,7.821
2022-12-21,7.821
2022-12-22,7.821
2022-12-23,7.821
2022-12-24,7.821
2022-12-25,7.821
2022-12-26,7.821
2022-12-27,7.821
2022-12-28,7.821
2022-12-29,7.821
2022-12-30,7.821
2022-12-31,7.821
2023-01-01,7.821
2023-01-02,7.821
2023-01-03,7.821
2023-01-04,7.807
2023-01-05,7.774
2023-01-06,7.774
2023-01-07,7.774
2023-01-08,7.774
2023-01-09,7.774
2023-01-10,7.788
2023-01-11,7.814
2023-01-12,7.814
2023-01-13,7.825
2023-01-14,7.825
2023-01-15,7.825
2023-01-16,7.825
2023-01-17,7.825
2023-01-18,7.825
2023-01-19,7.826
2023-01-20,7.826
2023-01-21,7.826
2023-01-22,7.826
2023-01-23,7.826
2023-01-24,7.826
2023-01-25,7.826
2023-01-26,7.826
2023-01-27,7.826
2023-01-28,7.826
2023-01-29,7.826
2023-01-30,7.826
2023-01-31,7.826
2023-02-01,7.826
2023-02-02,7.826
2023-02-03,7.826
2023-02-04,7.826
2023-02-05,7.826
2023-02-06,7.826
2023-02-07,7.826
2023-02-08,7.585
2023-02-09,7.428
2023-02-10,7.371
2023-02-11,7.371
2023-02-12,7.371
2023-02-13,7.371
2023-02-14,7.371
2023-02-15,7.371
2023-02-16,7.371
2023-02-17,7.371
2023-02-18,7.371
2023-02-19,7.371
2023-02-20,7.363
2023-02-21,7.329
2023-02-22,7.344
2023-02-23,7.344
2023-02-24,7.344
2023-02-25,7.344
2023-02-26,7.344
2023-02-27,7.344
2023-02-28,7.344
2023-03-01,7.344
2023-03-02,7.344
2023-03-03,7.344
2023-03-04,7.344
2023-03-05,7.344
2023-03-06,7.344
2023-03-07,7.344
2023-03-08,7.344
2023-03-09,7.344
2023-03-10,7.344
2023-03-11,7.344
2023-03-12,7.344
2023-03-13,7.344
2023-03-14,7.344
2023-03-15,7.344
2023-03-16,7.344
2023-03-17,7.344
2023-03-18,7.344
2023-03-19,7.344
2023-03-20,7.344
2023-03-21,7.344
2023-03-22,7.344
2023-03-23,7.344
2023-03-24,7.344
2023-03-25,7.344
2023-03-26,7.344
2023-03-27,7.344
2023-03-28,7.344
2023-03-29,7.344
2023-03-30,7.344
2023-03-31,7.344
2023-04-01,7.344
2023-04-02,7.344
2023-04-03,7.344
2023-04-04,7.339
2023-04-05,7.336
2023-04-06,7.336
2023-04-07,7.336
2023-04-08,7.336
2023-04-09,7.336
2023-04-10,7.336
2023-04-11,7.336
2023-04-12,7.336
2023-04-13,7.336
2023-04-14,7.336
2023-04-15,7.336
2023-04-16,7.336
2023-04-17,7.336
2023-04-18,7.342
2023-04-19,7.342
2023-04-20,7.345
2023-04-21,7.345
2023-04-22,7.345
2023-04-23,7.345
2023-04-24,7.345
2023-04-25,7.336
2023-04-26,7.331
2023-04-27,7.379
2023-04-28,7.379
2023-04-29,7.379
2023-04-30,7.379
2023-05-01,7.379
2023-05-02,7.379
2023-05-03,7.379
2023-05-04,7.379
2023-05-05,7.379
2023-05-06,7.379
2023-05-07,7.379
2023-05-08,7.382
2023-05-09,7.382
2023-05-10,7.382
2023-05-11,7.382
2023-05-12,7.382
2023-05-13,7.382
2023-05-14,7.382
2023-05-15,7.382
2023-05-16,7.382
2023-05-17,7.382
2023-05-18,7.382
2023-05-19,7.382
2023-05-20,7.382
2023-05-21,7.382
2023-05-22,7.382
2023-05-23,7.382
2023-05-24,7.382
2023-05-25,7.382
2023-05-26,7.382
2023-05-27,7.382
2023-05-28,7.382
2023-05-29,7.308
2023-05-30,7.308
2023-05-31,7.308
2023-06-01,7.308
2023-06-02,7.308
2023-06-03,7.308
2023-06-04,7.308
2023-06-05,7.308
2023-06-06,7.308
2023-06-07,7.308
2023-06-08,7.308
2023-06-09,7.341
2023-06-10,7.341
2023-06-11,7.341
2023-06-12,7.341
2023-06-13,7.341
2023-06-14,7.341
2023-06-15,7.341
2023-06-16,7.341
2023-06-17,7.341
2023-06-18,7.341
2023-06-19,7.341
2023-06-20,7.341
2023-06-21,7.341
2023-06-22,7.329
2023-06-23,7.291
2023-06-24,7.291
2023-06-25,7.291
2023-06-26,7.291
2023-06-27,7.291
2023-06-28,7.267
2023-06-29,7.267
2023-06-30,7.267
2023-07-01,7.267
2023-07-02,7.267
2023-07-03,7.267
2023-07-04,7.267
2023-07-05,7.267
2023-07-06,7.267
2023-07-07,7.267
2023-07-08,7.267
2023-07-09,7.267
2023-07-10,7.278
2023-07-11,7.278
2023-07-12,7.284
2023-07-13,7.284
2023-07-14,7.284
2023-07-15,7.284
2023-07-16,7.284
2023-07-17,7.26
2023-07-18,7.273
2023-07-19,7.273
2023-07-20,7.273
2023-07-21,7.273
2023-07-22,7.273
2023-07-23,7.273
2023-07-24,7.273
2023-07-25,7.203
2023-07-26,7.217
2023-07-27,7.217
2023-07-28,7.217
2023-07-29,7.217
2023-07-30,7.217
2023-07-31,7.203
2023-08-01,7.203
2023-08-02,7.203
2023-08-03,7.203
2023-08-04,7.203
2023-08-05,7.203
2023-08-06,7.203
2023-08-07,7.198
2023-08-08,7.198
2023-08-09,7.198
2023-08-10,7.191
2023-08-11,7.191
2023-08-12,7.191
2023-08-13,7.191
2023-08-14,7.185
2023-08-15,7.185
2023-08-16,7.185
2023-08-17,7.185
