,TAP US Equity
2021-04-15,4.308
2021-04-16,4.308
2021-04-17,4.308
2021-04-18,4.308
2021-04-19,4.308
2021-04-20,4.308
2021-04-21,4.308
2021-04-22,4.308
2021-04-23,4.308
2021-04-24,4.308
2021-04-25,4.308
2021-04-26,4.308
2021-04-27,4.308
2021-04-28,4.308
2021-04-29,4.308
2021-04-30,4.388
2021-05-01,4.388
2021-05-02,4.388
2021-05-03,4.388
2021-05-04,4.388
2021-05-05,4.418
2021-05-06,4.418
2021-05-07,4.418
2021-05-08,4.418
2021-05-09,4.418
2021-05-10,4.418
2021-05-11,4.418
2021-05-12,4.418
2021-05-13,4.418
2021-05-14,4.418
2021-05-15,4.418
2021-05-16,4.418
2021-05-17,4.418
2021-05-18,4.418
2021-05-19,4.418
2021-05-20,4.418
2021-05-21,4.418
2021-05-22,4.418
2021-05-23,4.418
2021-05-24,4.508
2021-05-25,4.508
2021-05-26,4.508
2021-05-27,4.508
2021-05-28,4.508
2021-05-29,4.508
2021-05-30,4.508
2021-05-31,4.508
2021-06-01,4.508
2021-06-02,4.508
2021-06-03,4.508
2021-06-04,4.508
2021-06-05,4.508
2021-06-06,4.508
2021-06-07,4.508
2021-06-08,4.508
2021-06-09,4.53
2021-06-10,4.53
2021-06-11,4.53
2021-06-12,4.53
2021-06-13,4.53
2021-06-14,4.53
2021-06-15,4.53
2021-06-16,4.53
2021-06-17,4.53
2021-06-18,4.53
2021-06-19,4.53
2021-06-20,4.53
2021-06-21,4.53
2021-06-22,4.53
2021-06-23,4.531
2021-06-24,4.531
2021-06-25,4.531
2021-06-26,4.531
2021-06-27,4.531
2021-06-28,4.531
2021-06-29,4.531
2021-06-30,4.531
2021-07-01,4.531
2021-07-02,4.531
2021-07-03,4.531
2021-07-04,4.531
2021-07-05,4.531
2021-07-06,4.531
2021-07-07,4.531
2021-07-08,4.533
2021-07-09,4.533
2021-07-10,4.533
2021-07-11,4.533
2021-07-12,4.533
2021-07-13,4.533
2021-07-14,4.533
2021-07-15,4.533
2021-07-16,4.533
2021-07-17,4.533
2021-07-18,4.533
2021-07-19,4.533
2021-07-20,4.533
2021-07-21,4.533
2021-07-22,4.537
2021-07-23,4.537
2021-07-24,4.537
2021-07-25,4.537
2021-07-26,4.537
2021-07-27,4.537
2021-07-28,4.537
2021-07-29,4.541
2021-07-30,4.583
2021-07-31,4.583
2021-08-01,4.583
2021-08-02,4.58
2021-08-03,4.58
2021-08-04,4.577
2021-08-05,4.569
2021-08-06,4.569
2021-08-07,4.569
2021-08-08,4.569
2021-08-09,4.569
2021-08-10,4.569
2021-08-11,4.569
2021-08-12,4.569
2021-08-13,4.569
2021-08-14,4.569
2021-08-15,4.569
2021-08-16,4.569
2021-08-17,4.569
2021-08-18,4.569
2021-08-19,4.569
2021-08-20,4.569
2021-08-21,4.569
2021-08-22,4.569
2021-08-23,4.569
2021-08-24,4.569
2021-08-25,4.569
2021-08-26,4.569
2021-08-27,4.569
2021-08-28,4.569
2021-08-29,4.569
2021-08-30,4.569
2021-08-31,4.569
2021-09-01,4.569
2021-09-02,4.569
2021-09-03,4.569
2021-09-04,4.569
2021-09-05,4.569
2021-09-06,4.569
2021-09-07,4.569
2021-09-08,4.569
2021-09-09,4.569
2021-09-10,4.569
2021-09-11,4.569
2021-09-12,4.569
2021-09-13,4.569
2021-09-14,4.559
2021-09-15,4.544
2021-09-16,4.544
2021-09-17,4.544
2021-09-18,4.544
2021-09-19,4.544
2021-09-20,4.544
2021-09-21,4.544
2021-09-22,4.544
2021-09-23,4.544
2021-09-24,4.544
2021-09-25,4.544
2021-09-26,4.544
2021-09-27,4.544
2021-09-28,4.544
2021-09-29,4.544
2021-09-30,4.544
2021-10-01,4.544
2021-10-02,4.544
2021-10-03,4.544
2021-10-04,4.544
2021-10-05,4.544
2021-10-06,4.544
2021-10-07,4.544
2021-10-08,4.544
2021-10-09,4.544
2021-10-10,4.544
2021-10-11,4.544
2021-10-12,4.544
2021-10-13,4.544
2021-10-14,4.544
2021-10-15,4.544
2021-10-16,4.544
2021-10-17,4.524
2021-10-18,4.524
2021-10-19,4.524
2021-10-20,4.516
2021-10-21,4.516
2021-10-22,4.516
2021-10-23,4.516
2021-10-24,4.516
2021-10-25,4.516
2021-10-26,4.516
2021-10-27,4.516
2021-10-28,4.509
2021-10-29,4.456
2021-10-30,4.456
2021-10-31,4.456
2021-11-01,4.456
2021-11-02,4.456
2021-11-03,4.456
2021-11-04,4.456
2021-11-05,4.483
2021-11-06,4.483
2021-11-07,4.483
2021-11-08,4.483
2021-11-09,4.483
2021-11-10,4.539
2021-11-11,4.539
2021-11-12,4.539
2021-11-13,4.539
2021-11-14,4.539
2021-11-15,4.539
2021-11-16,4.539
2021-11-17,4.539
2021-11-18,4.539
2021-11-19,4.539
2021-11-20,4.539
2021-11-21,4.539
2021-11-22,4.539
2021-11-23,4.539
2021-11-24,4.539
2021-11-25,4.539
2021-11-26,4.539
2021-11-27,4.539
2021-11-28,4.539
2021-11-29,4.539
2021-11-30,4.539
2021-12-01,4.539
2021-12-02,4.539
2021-12-03,4.539
2021-12-04,4.539
2021-12-05,4.539
2021-12-06,4.539
2021-12-07,4.539
2021-12-08,4.539
2021-12-09,4.539
2021-12-10,4.539
2021-12-11,4.539
2021-12-12,4.539
2021-12-13,4.539
2021-12-14,4.539
2021-12-15,4.575
2021-12-16,4.575
2021-12-17,4.575
2021-12-18,4.575
2021-12-19,4.575
2021-12-20,4.575
2021-12-21,4.575
2021-12-22,4.575
2021-12-23,4.575
2021-12-24,4.575
2021-12-25,4.575
2021-12-26,4.575
2021-12-27,4.575
2021-12-28,4.575
2021-12-29,4.575
2021-12-30,4.575
2021-12-31,4.575
2022-01-01,4.575
2022-01-02,4.575
2022-01-03,4.575
2022-01-04,4.575
2022-01-05,4.553
2022-01-06,4.553
2022-01-07,4.553
2022-01-08,4.553
2022-01-09,4.553
2022-01-10,4.553
2022-01-11,4.553
2022-01-12,4.553
2022-01-13,4.568
2022-01-14,4.568
2022-01-15,4.568
2022-01-16,4.568
2022-01-17,4.568
2022-01-18,4.568
2022-01-19,4.568
2022-01-20,4.568
2022-01-21,4.568
2022-01-22,4.568
2022-01-23,4.568
2022-01-24,4.568
2022-01-25,4.568
2022-01-26,4.53
2022-01-27,4.53
2022-01-28,4.53
2022-01-29,4.53
2022-01-30,4.53
2022-01-31,4.53
2022-02-01,4.53
2022-02-02,4.53
2022-02-03,4.53
2022-02-04,4.53
2022-02-05,4.53
2022-02-06,4.53
2022-02-07,4.53
2022-02-08,4.53
2022-02-09,4.53
2022-02-10,4.531
2022-02-11,4.531
2022-02-12,4.531
2022-02-13,4.53
2022-02-14,4.53
2022-02-15,4.53
2022-02-16,4.53
2022-02-17,4.53
2022-02-18,4.53
2022-02-19,4.53
2022-02-20,4.53
2022-02-21,4.516
2022-02-22,4.516
2022-02-23,4.585
2022-02-24,4.577
2022-02-25,4.577
2022-02-26,4.577
2022-02-27,4.577
2022-02-28,4.575
2022-03-01,4.593
2022-03-02,4.593
2022-03-03,4.593
2022-03-04,4.593
2022-03-05,4.593
2022-03-06,4.593
2022-03-07,4.593
2022-03-08,4.593
2022-03-09,4.593
2022-03-10,4.555
2022-03-11,4.555
2022-03-12,4.555
2022-03-13,4.548
2022-03-14,4.548
2022-03-15,4.548
2022-03-16,4.548
2022-03-17,4.548
2022-03-18,4.548
2022-03-19,4.548
2022-03-20,4.548
2022-03-21,4.548
2022-03-22,4.548
2022-03-23,4.548
2022-03-24,4.548
2022-03-25,4.548
2022-03-26,4.548
2022-03-27,4.548
2022-03-28,4.548
2022-03-29,4.548
2022-03-30,4.548
2022-03-31,4.548
2022-04-01,4.525
2022-04-02,4.525
2022-04-03,4.525
2022-04-04,4.525
2022-04-05,4.525
2022-04-06,4.525
2022-04-07,4.525
2022-04-08,4.525
2022-04-09,4.525
2022-04-10,4.525
2022-04-11,4.525
2022-04-12,4.526
2022-04-13,4.53
2022-04-14,4.53
2022-04-15,4.53
2022-04-16,4.53
2022-04-17,4.53
2022-04-18,4.53
2022-04-19,4.53
2022-04-20,4.53
2022-04-21,4.53
2022-04-22,4.53
2022-04-23,4.53
2022-04-24,4.53
2022-04-25,4.53
2022-04-26,4.537
2022-04-27,4.537
2022-04-28,4.537
2022-04-29,4.537
2022-04-30,4.537
2022-05-01,4.537
2022-05-02,4.537
2022-05-03,4.476
2022-05-04,4.47
2022-05-05,4.47
2022-05-06,4.47
2022-05-07,4.47
2022-05-08,4.465
2022-05-09,4.465
2022-05-10,4.464
2022-05-11,4.464
2022-05-12,4.464
2022-05-13,4.521
2022-05-14,4.521
2022-05-15,4.521
2022-05-16,4.521
2022-05-17,4.485
2022-05-18,4.485
2022-05-19,4.485
2022-05-20,4.485
2022-05-21,4.485
2022-05-22,4.485
2022-05-23,4.485
2022-05-24,4.485
2022-05-25,4.485
2022-05-26,4.485
2022-05-27,4.485
2022-05-28,4.485
2022-05-29,4.485
2022-05-30,4.485
2022-05-31,4.485
2022-06-01,4.485
2022-06-02,4.512
2022-06-03,4.512
2022-06-04,4.512
2022-06-05,4.512
2022-06-06,4.512
2022-06-07,4.512
2022-06-08,4.512
2022-06-09,4.512
2022-06-10,4.512
2022-06-11,4.512
2022-06-12,4.512
2022-06-13,4.512
2022-06-14,4.512
2022-06-15,4.512
2022-06-16,4.512
2022-06-17,4.512
2022-06-18,4.521
2022-06-19,4.521
2022-06-20,4.521
2022-06-21,4.501
2022-06-22,4.501
2022-06-23,4.501
2022-06-24,4.501
2022-06-25,4.501
2022-06-26,4.501
2022-06-27,4.501
2022-06-28,4.508
2022-06-29,4.508
2022-06-30,4.508
2022-07-01,4.476
2022-07-02,4.476
2022-07-03,4.476
2022-07-04,4.476
2022-07-05,4.476
2022-07-06,4.476
2022-07-07,4.476
2022-07-08,4.476
2022-07-09,4.476
2022-07-10,4.476
2022-07-11,4.476
2022-07-12,4.476
2022-07-13,4.477
2022-07-14,4.477
2022-07-15,4.477
2022-07-16,4.477
2022-07-17,4.477
2022-07-18,4.475
2022-07-19,4.475
2022-07-20,4.475
2022-07-21,4.483
2022-07-22,4.483
2022-07-23,4.483
2022-07-24,4.481
2022-07-25,4.483
2022-07-26,4.483
2022-07-27,4.486
2022-07-28,4.494
2022-07-29,4.491
2022-07-30,4.494
2022-07-31,4.494
2022-08-01,4.494
2022-08-02,4.488
2022-08-03,4.443
2022-08-04,4.443
2022-08-05,4.443
2022-08-06,4.443
2022-08-07,4.443
2022-08-08,4.441
2022-08-09,4.441
2022-08-10,4.441
2022-08-11,4.441
2022-08-12,4.441
2022-08-13,4.414
2022-08-14,4.414
2022-08-15,4.414
2022-08-16,4.414
2022-08-17,4.414
2022-08-18,4.414
2022-08-19,4.414
2022-08-20,4.414
2022-08-21,4.414
2022-08-22,4.414
2022-08-23,4.414
2022-08-24,4.414
2022-08-25,4.414
2022-08-26,4.414
2022-08-27,4.414
2022-08-28,4.414
2022-08-29,4.414
2022-08-30,4.414
2022-08-31,4.414
2022-09-01,4.443
2022-09-02,4.443
2022-09-03,4.443
2022-09-04,4.443
2022-09-05,4.443
2022-09-06,4.443
2022-09-07,4.443
2022-09-08,4.443
2022-09-09,4.443
2022-09-10,4.443
2022-09-11,4.443
2022-09-12,4.443
2022-09-13,4.443
2022-09-14,4.443
2022-09-15,4.443
2022-09-16,4.443
2022-09-17,4.443
2022-09-18,4.443
2022-09-19,4.443
2022-09-20,4.443
2022-09-21,4.443
2022-09-22,4.443
2022-09-23,4.443
2022-09-24,4.443
2022-09-25,4.443
2022-09-26,4.443
2022-09-27,4.443
2022-09-28,4.451
2022-09-29,4.451
2022-09-30,4.451
2022-10-01,4.451
2022-10-02,4.443
2022-10-03,4.443
2022-10-04,4.443
2022-10-05,4.443
2022-10-06,4.443
2022-10-07,4.443
2022-10-08,4.443
2022-10-09,4.443
2022-10-10,4.436
2022-10-11,4.432
2022-10-12,4.432
2022-10-13,4.432
2022-10-14,4.432
2022-10-15,4.432
2022-10-16,4.432
2022-10-17,4.432
2022-10-18,4.428
2022-10-19,4.428
2022-10-20,4.428
2022-10-21,4.428
2022-10-22,4.428
2022-10-23,4.428
2022-10-24,4.424
2022-10-25,4.424
2022-10-26,4.418
2022-10-27,4.409
2022-10-28,4.409
2022-10-29,4.409
2022-10-30,4.409
2022-10-31,4.409
2022-11-01,4.393
2022-11-02,4.389
2022-11-03,4.389
2022-11-04,4.389
2022-11-05,4.389
2022-11-06,4.389
2022-11-07,4.389
2022-11-08,4.389
2022-11-09,4.389
2022-11-10,4.389
2022-11-11,4.389
2022-11-12,4.377
2022-11-13,4.377
2022-11-14,4.377
2022-11-15,4.377
2022-11-16,4.353
2022-11-17,4.353
2022-11-18,4.353
2022-11-19,4.353
2022-11-20,4.353
2022-11-21,4.353
2022-11-22,4.353
2022-11-23,4.353
2022-11-24,4.353
2022-11-25,4.353
2022-11-26,4.353
2022-11-27,4.353
2022-11-28,4.349
2022-11-29,4.361
2022-11-30,4.361
2022-12-01,4.361
2022-12-02,4.361
2022-12-03,4.361
2022-12-04,4.361
2022-12-05,4.363
2022-12-06,4.363
2022-12-07,4.363
2022-12-08,4.363
2022-12-09,4.343
2022-12-10,4.343
2022-12-11,4.343
2022-12-12,4.343
2022-12-13,4.343
2022-12-14,4.343
2022-12-15,4.343
2022-12-16,4.343
2022-12-17,4.343
2022-12-18,4.343
2022-12-19,4.343
2022-12-20,4.343
2022-12-21,4.343
2022-12-22,4.343
2022-12-23,4.343
2022-12-24,4.343
2022-12-25,4.343
2022-12-26,4.343
2022-12-27,4.343
2022-12-28,4.343
2022-12-29,4.343
2022-12-30,4.343
2022-12-31,4.343
2023-01-01,4.343
2023-01-02,4.343
2023-01-03,4.316
2023-01-04,4.307
2023-01-05,4.313
2023-01-06,4.313
2023-01-07,4.313
2023-01-08,4.313
2023-01-09,4.319
2023-01-10,4.319
2023-01-11,4.334
2023-01-12,4.317
2023-01-13,4.317
2023-01-14,4.317
2023-01-15,4.317
2023-01-16,4.317
2023-01-17,4.317
2023-01-18,4.317
2023-01-19,4.317
2023-01-20,4.317
2023-01-21,4.317
2023-01-22,4.317
2023-01-23,4.32
2023-01-24,4.32
2023-01-25,4.32
2023-01-26,4.32
2023-01-27,4.32
2023-01-28,4.32
2023-01-29,4.32
2023-01-30,4.319
2023-01-31,4.319
2023-02-01,4.319
2023-02-02,4.321
2023-02-03,4.321
2023-02-04,4.321
2023-02-05,4.321
2023-02-06,4.321
2023-02-07,4.312
2023-02-08,4.312
2023-02-09,4.312
2023-02-10,4.312
2023-02-11,4.312
2023-02-12,4.305
2023-02-13,4.305
2023-02-14,4.305
2023-02-15,4.305
2023-02-16,4.307
2023-02-17,4.307
2023-02-18,4.307
2023-02-19,4.307
2023-02-20,4.307
2023-02-21,4.329
2023-02-22,4.338
2023-02-23,4.338
2023-02-24,4.336
2023-02-25,4.336
2023-02-26,4.336
2023-02-27,4.32
2023-02-28,4.317
2023-03-01,4.317
2023-03-02,4.319
2023-03-03,4.306
2023-03-04,4.306
2023-03-05,4.306
2023-03-06,4.314
2023-03-07,4.314
2023-03-08,4.308
2023-03-09,4.308
2023-03-10,4.308
2023-03-11,4.308
2023-03-12,4.308
2023-03-13,4.308
2023-03-14,4.308
2023-03-15,4.308
2023-03-16,4.308
2023-03-17,4.308
2023-03-18,4.308
2023-03-19,4.308
2023-03-20,4.308
2023-03-21,4.308
2023-03-22,4.31
2023-03-23,4.31
2023-03-24,4.31
2023-03-25,4.31
2023-03-26,4.31
2023-03-27,4.31
2023-03-28,4.31
2023-03-29,4.31
2023-03-30,4.31
2023-03-31,4.31
2023-04-01,4.31
2023-04-02,4.31
2023-04-03,4.325
2023-04-04,4.325
2023-04-05,4.325
2023-04-06,4.326
2023-04-07,4.326
2023-04-08,4.326
2023-04-09,4.326
2023-04-10,4.326
2023-04-11,4.326
2023-04-12,4.334
2023-04-13,4.332
2023-04-14,4.332
2023-04-15,4.332
2023-04-16,4.332
2023-04-17,4.332
2023-04-18,4.332
2023-04-19,4.332
2023-04-20,4.328
2023-04-21,4.327
2023-04-22,4.327
2023-04-23,4.327
2023-04-24,4.327
2023-04-25,4.329
2023-04-26,4.329
2023-04-27,4.329
2023-04-28,4.329
2023-04-29,4.329
2023-04-30,4.329
2023-05-01,4.329
2023-05-02,4.349
2023-05-03,4.427
2023-05-04,4.427
2023-05-05,4.427
2023-05-06,4.427
2023-05-07,4.427
2023-05-08,4.427
2023-05-09,4.427
2023-05-10,4.427
2023-05-11,4.414
2023-05-12,4.414
2023-05-13,4.414
2023-05-14,4.414
2023-05-15,4.414
2023-05-16,4.413
2023-05-17,4.413
2023-05-18,4.413
2023-05-19,4.422
2023-05-20,4.422
2023-05-21,4.422
2023-05-22,4.422
2023-05-23,4.422
2023-05-24,4.422
2023-05-25,4.422
2023-05-26,4.422
2023-05-27,4.422
2023-05-28,4.422
2023-05-29,4.422
2023-05-30,4.422
2023-05-31,4.422
2023-06-01,4.439
2023-06-02,4.439
2023-06-03,4.439
2023-06-04,4.439
2023-06-05,4.439
2023-06-06,4.442
2023-06-07,4.47
2023-06-08,4.515
2023-06-09,4.505
2023-06-10,4.505
2023-06-11,4.534
2023-06-12,4.534
2023-06-13,4.534
2023-06-14,4.534
2023-06-15,4.534
2023-06-16,4.534
2023-06-17,4.534
2023-06-18,4.534
2023-06-19,4.534
2023-06-20,4.534
2023-06-21,4.534
2023-06-22,4.598
2023-06-23,4.598
2023-06-24,4.598
2023-06-25,4.598
2023-06-26,4.625
2023-06-27,4.655
2023-06-28,4.655
2023-06-29,4.655
2023-06-30,4.655
2023-07-01,4.655
2023-07-02,4.655
2023-07-03,4.655
2023-07-04,4.655
2023-07-05,4.655
2023-07-06,4.664
2023-07-07,4.664
2023-07-08,4.664
2023-07-09,4.664
2023-07-10,4.719
2023-07-11,4.719
2023-07-12,4.719
2023-07-13,4.719
2023-07-14,4.719
2023-07-15,4.719
2023-07-16,4.719
2023-07-17,4.762
2023-07-18,4.762
