,TXN US Equity
2021-04-13,8.685
2021-04-14,8.685
2021-04-15,8.685
2021-04-16,8.685
2021-04-17,8.685
2021-04-18,8.685
2021-04-19,8.685
2021-04-20,8.685
2021-04-21,8.685
2021-04-22,8.685
2021-04-23,8.685
2021-04-24,8.685
2021-04-25,8.685
2021-04-26,8.685
2021-04-27,8.685
2021-04-28,8.685
2021-04-29,9.03
2021-04-30,9.03
2021-05-01,9.03
2021-05-02,9.03
2021-05-03,9.03
2021-05-04,9.03
2021-05-05,9.03
2021-05-06,9.03
2021-05-07,9.03
2021-05-08,9.03
2021-05-09,9.03
2021-05-10,9.03
2021-05-11,9.03
2021-05-12,9.03
2021-05-13,9.03
2021-05-14,9.03
2021-05-15,9.03
2021-05-16,9.03
2021-05-17,9.03
2021-05-18,9.03
2021-05-19,9.03
2021-05-20,9.03
2021-05-21,9.03
2021-05-22,9.03
2021-05-23,9.03
2021-05-24,9.03
2021-05-25,9.03
2021-05-26,9.03
2021-05-27,9.03
2021-05-28,9.03
2021-05-29,9.03
2021-05-30,9.03
2021-05-31,9.03
2021-06-01,9.03
2021-06-02,9.03
2021-06-03,9.03
2021-06-04,9.03
2021-06-05,9.03
2021-06-06,9.03
2021-06-07,9.03
2021-06-08,9.03
2021-06-09,9.03
2021-06-10,9.03
2021-06-11,9.03
2021-06-12,9.03
2021-06-13,9.03
2021-06-14,9.03
2021-06-15,9.03
2021-06-16,9.03
2021-06-17,9.03
2021-06-18,9.03
2021-06-19,9.03
2021-06-20,9.03
2021-06-21,9.03
2021-06-22,9.03
2021-06-23,9.03
2021-06-24,9.03
2021-06-25,9.03
2021-06-26,9.03
2021-06-27,9.03
2021-06-28,9.03
2021-06-29,9.03
2021-06-30,9.03
2021-07-01,9.03
2021-07-02,9.03
2021-07-03,9.03
2021-07-04,9.03
2021-07-05,9.03
2021-07-06,9.03
2021-07-07,9.03
2021-07-08,9.03
2021-07-09,9.03
2021-07-10,9.03
2021-07-11,9.03
2021-07-12,9.03
2021-07-13,9.03
2021-07-14,9.03
2021-07-15,9.03
2021-07-16,9.03
2021-07-17,9.03
2021-07-18,9.03
2021-07-19,9.03
2021-07-20,9.03
2021-07-21,9.03
2021-07-22,8.52
2021-07-23,8.52
2021-07-24,8.52
2021-07-25,8.52
2021-07-26,8.52
2021-07-27,8.52
2021-07-28,8.52
2021-07-29,8.52
2021-07-30,8.52
2021-07-31,8.52
2021-08-01,8.52
2021-08-02,8.52
2021-08-03,8.52
2021-08-04,8.52
2021-08-05,8.52
2021-08-06,8.52
2021-08-07,8.52
2021-08-08,8.52
2021-08-09,8.52
2021-08-10,8.52
2021-08-11,8.52
2021-08-12,8.52
2021-08-13,8.52
2021-08-14,8.52
2021-08-15,8.52
2021-08-16,8.52
2021-08-17,8.52
2021-08-18,8.52
2021-08-19,8.52
2021-08-20,8.52
2021-08-21,8.52
2021-08-22,8.52
2021-08-23,8.52
2021-08-24,8.52
2021-08-25,8.52
2021-08-26,8.52
2021-08-27,8.52
2021-08-28,8.52
2021-08-29,8.52
2021-08-30,8.52
2021-08-31,8.52
2021-09-01,8.52
2021-09-02,8.52
2021-09-03,8.52
2021-09-04,8.52
2021-09-05,8.52
2021-09-06,8.52
2021-09-07,8.52
2021-09-08,8.52
2021-09-09,8.52
2021-09-10,8.52
2021-09-11,8.52
2021-09-12,8.52
2021-09-13,8.52
2021-09-14,8.52
2021-09-15,8.52
2021-09-16,8.52
2021-09-17,8.52
2021-09-18,8.52
2021-09-19,8.52
2021-09-20,8.52
2021-09-21,8.52
2021-09-22,8.52
2021-09-23,8.52
2021-09-24,8.52
2021-09-25,8.52
2021-09-26,8.52
2021-09-27,8.52
2021-09-28,8.52
2021-09-29,8.52
2021-09-30,8.52
2021-10-01,8.52
2021-10-02,8.52
2021-10-03,8.52
2021-10-04,8.52
2021-10-05,8.52
2021-10-06,8.52
2021-10-07,8.52
2021-10-08,8.52
2021-10-09,8.52
2021-10-10,8.52
2021-10-11,8.52
2021-10-12,8.52
2021-10-13,8.52
2021-10-14,8.52
2021-10-15,8.52
2021-10-16,8.52
2021-10-17,8.52
2021-10-18,8.52
2021-10-19,8.52
2021-10-20,8.52
2021-10-21,8.52
2021-10-22,8.52
2021-10-23,8.52
2021-10-24,8.52
2021-10-25,8.52
2021-10-26,8.52
2021-10-27,8.52
2021-10-28,8.52
2021-10-29,8.52
2021-10-30,8.52
2021-10-31,8.52
2021-11-01,8.52
2021-11-02,8.52
2021-11-03,8.52
2021-11-04,8.52
2021-11-05,8.52
2021-11-06,8.52
2021-11-07,8.52
2021-11-08,8.52
2021-11-09,8.52
2021-11-10,8.52
2021-11-11,8.52
2021-11-12,8.52
2021-11-13,8.52
2021-11-14,8.52
2021-11-15,8.52
2021-11-16,8.52
2021-11-17,8.52
2021-11-18,8.52
2021-11-19,8.52
2021-11-20,8.52
2021-11-21,8.52
2021-11-22,8.52
2021-11-23,8.52
2021-11-24,8.52
2021-11-25,8.52
2021-11-26,8.52
2021-11-27,8.52
2021-11-28,8.52
2021-11-29,8.52
2021-11-30,8.52
2021-12-01,8.52
2021-12-02,8.52
2021-12-03,8.52
2021-12-04,8.52
2021-12-05,8.52
2021-12-06,8.52
2021-12-07,8.52
2021-12-08,8.52
2021-12-09,8.52
2021-12-10,8.52
2021-12-11,8.52
2021-12-12,8.52
2021-12-13,8.52
2021-12-14,8.52
2021-12-15,8.52
2021-12-16,8.52
2021-12-17,8.52
2021-12-18,8.52
2021-12-19,8.52
2021-12-20,8.52
2021-12-21,8.52
2021-12-22,8.52
2021-12-23,8.52
2021-12-24,8.52
2021-12-25,8.52
2021-12-26,8.52
2021-12-27,8.52
2021-12-28,8.52
2021-12-29,8.52
2021-12-30,8.52
2021-12-31,8.52
2022-01-01,8.52
2022-01-02,8.52
2022-01-03,8.52
2022-01-04,8.52
2022-01-05,8.52
2022-01-06,8.52
2022-01-07,8.52
2022-01-08,8.52
2022-01-09,8.52
2022-01-10,8.52
2022-01-11,8.52
2022-01-12,8.52
2022-01-13,8.52
2022-01-14,8.52
2022-01-15,8.52
2022-01-16,8.52
2022-01-17,8.52
2022-01-18,8.52
2022-01-19,8.52
2022-01-20,8.52
2022-01-21,8.52
2022-01-22,8.52
2022-01-23,8.52
2022-01-24,8.52
2022-01-25,8.52
2022-01-26,9.9
2022-01-27,9.9
2022-01-28,9.9
2022-01-29,9.9
2022-01-30,9.9
2022-01-31,9.9
2022-02-01,9.9
2022-02-02,9.9
2022-02-03,9.9
2022-02-04,9.9
2022-02-05,9.9
2022-02-06,9.9
2022-02-07,9.9
2022-02-08,9.9
2022-02-09,9.9
2022-02-10,9.9
2022-02-11,9.9
2022-02-12,9.9
2022-02-13,9.9
2022-02-14,9.9
2022-02-15,9.9
2022-02-16,9.9
2022-02-17,9.9
2022-02-18,9.9
2022-02-19,9.9
2022-02-20,9.9
2022-02-21,9.9
2022-02-22,9.9
2022-02-23,9.9
2022-02-24,9.9
2022-02-25,9.9
2022-02-26,9.9
2022-02-27,9.9
2022-02-28,9.9
2022-03-01,9.9
2022-03-02,9.9
2022-03-03,9.9
2022-03-04,9.9
2022-03-05,9.9
2022-03-06,9.9
2022-03-07,9.9
2022-03-08,9.9
2022-03-09,9.9
2022-03-10,9.9
2022-03-11,9.9
2022-03-12,9.9
2022-03-13,9.9
2022-03-14,9.9
2022-03-15,9.9
2022-03-16,9.9
2022-03-17,9.9
2022-03-18,9.9
2022-03-19,9.9
2022-03-20,9.9
2022-03-21,9.9
2022-03-22,9.9
2022-03-23,9.9
2022-03-24,9.9
2022-03-25,9.9
2022-03-26,9.9
2022-03-27,9.9
2022-03-28,9.9
2022-03-29,9.9
2022-03-30,9.9
2022-03-31,9.9
2022-04-01,9.9
2022-04-02,9.9
2022-04-03,9.9
2022-04-04,9.9
2022-04-05,9.9
2022-04-06,9.9
2022-04-07,9.9
2022-04-08,9.9
2022-04-09,9.9
2022-04-10,9.9
2022-04-11,9.9
2022-04-12,9.9
2022-04-13,9.9
2022-04-14,9.9
2022-04-15,9.9
2022-04-16,9.9
2022-04-17,9.9
2022-04-18,9.9
2022-04-19,9.9
2022-04-20,9.9
2022-04-21,9.9
2022-04-22,9.9
2022-04-23,9.9
2022-04-24,9.9
2022-04-25,9.9
2022-04-26,9.585
2022-04-27,8.786
2022-04-28,8.863
2022-04-29,8.863
2022-04-30,8.863
2022-05-01,8.863
2022-05-02,8.863
2022-05-03,8.863
2022-05-04,8.863
2022-05-05,8.863
2022-05-06,8.863
2022-05-07,8.863
2022-05-08,8.863
2022-05-09,8.863
2022-05-10,8.863
2022-05-11,8.863
2022-05-12,8.863
2022-05-13,8.863
2022-05-14,8.863
2022-05-15,8.863
2022-05-16,8.863
2022-05-17,8.863
2022-05-18,8.863
2022-05-19,8.863
2022-05-20,8.863
2022-05-21,8.863
2022-05-22,8.863
2022-05-23,8.863
2022-05-24,8.863
2022-05-25,8.863
2022-05-26,8.863
2022-05-27,8.863
2022-05-28,8.863
2022-05-29,8.863
2022-05-30,8.863
2022-05-31,8.863
2022-06-01,8.863
2022-06-02,8.863
2022-06-03,8.863
2022-06-04,8.657
2022-06-05,8.657
2022-06-06,8.657
2022-06-07,8.657
2022-06-08,8.657
2022-06-09,8.657
2022-06-10,8.542
2022-06-11,8.542
2022-06-12,8.542
2022-06-13,8.542
2022-06-14,8.542
2022-06-15,8.542
2022-06-16,8.542
2022-06-17,8.542
2022-06-18,8.542
2022-06-19,8.542
2022-06-20,8.542
2022-06-21,8.542
2022-06-22,8.542
2022-06-23,8.542
2022-06-24,8.542
2022-06-25,8.542
2022-06-26,8.542
2022-06-27,8.542
2022-06-28,8.542
2022-06-29,8.542
2022-06-30,8.542
2022-07-01,8.542
2022-07-02,8.542
2022-07-03,8.542
2022-07-04,8.405
2022-07-05,8.405
2022-07-06,8.405
2022-07-07,8.405
2022-07-08,8.405
2022-07-09,8.405
2022-07-10,8.405
2022-07-11,8.405
2022-07-12,8.405
2022-07-13,8.405
2022-07-14,8.405
2022-07-15,8.222
2022-07-16,8.222
2022-07-17,8.222
2022-07-18,8.222
2022-07-19,8.361
2022-07-20,8.361
2022-07-21,8.361
2022-07-22,8.361
2022-07-23,8.361
2022-07-24,8.361
2022-07-25,8.361
2022-07-26,8.242
2022-07-27,8.809
2022-07-28,8.809
2022-07-29,8.809
2022-07-30,8.809
2022-07-31,8.809
2022-08-01,8.809
2022-08-02,8.809
2022-08-03,8.889
2022-08-04,8.889
2022-08-05,8.889
2022-08-06,8.889
2022-08-07,8.889
2022-08-08,8.889
2022-08-09,8.889
2022-08-10,8.889
2022-08-11,8.889
2022-08-12,8.889
2022-08-13,8.889
2022-08-14,8.889
2022-08-15,8.889
2022-08-16,8.889
2022-08-17,8.889
2022-08-18,8.889
2022-08-19,8.889
2022-08-20,8.889
2022-08-21,8.889
2022-08-22,8.889
2022-08-23,8.889
2022-08-24,8.889
2022-08-25,8.889
2022-08-26,8.889
2022-08-27,8.889
2022-08-28,8.889
2022-08-29,8.889
2022-08-30,8.889
2022-08-31,8.889
2022-09-01,8.886
2022-09-02,8.886
2022-09-03,8.886
2022-09-04,8.886
2022-09-05,8.886
2022-09-06,8.886
2022-09-07,8.886
2022-09-08,8.886
2022-09-09,8.886
2022-09-10,8.886
2022-09-11,8.886
2022-09-12,8.886
2022-09-13,8.886
2022-09-14,8.886
2022-09-15,8.887
2022-09-16,8.887
2022-09-17,8.887
2022-09-18,8.887
2022-09-19,8.887
2022-09-20,8.887
2022-09-21,8.887
2022-09-22,8.887
2022-09-23,8.887
2022-09-24,8.887
2022-09-25,8.887
2022-09-26,8.887
2022-09-27,8.887
2022-09-28,8.887
2022-09-29,8.887
2022-09-30,8.887
2022-10-01,8.887
2022-10-02,8.887
2022-10-03,8.887
2022-10-04,8.887
2022-10-05,8.887
2022-10-06,8.887
2022-10-07,8.887
2022-10-08,8.887
2022-10-09,8.887
2022-10-10,8.92
2022-10-11,8.935
2022-10-12,8.935
2022-10-13,8.914
2022-10-14,8.914
2022-10-15,8.914
2022-10-16,8.914
2022-10-17,8.914
2022-10-18,8.914
2022-10-19,8.914
2022-10-20,8.972
2022-10-21,8.972
2022-10-22,8.972
2022-10-23,8.972
2022-10-24,8.942
2022-10-25,8.775
2022-10-26,8.767
2022-10-27,8.767
2022-10-28,8.767
2022-10-29,8.767
2022-10-30,8.767
2022-10-31,8.767
2022-11-01,8.767
2022-11-02,8.746
2022-11-03,8.746
2022-11-04,8.746
2022-11-05,8.746
2022-11-06,8.746
2022-11-07,8.746
2022-11-08,8.746
2022-11-09,8.746
2022-11-10,8.746
2022-11-11,8.746
2022-11-12,8.746
2022-11-13,8.746
2022-11-14,8.746
2022-11-15,8.691
2022-11-16,8.691
2022-11-17,8.691
2022-11-18,8.691
2022-11-19,8.691
2022-11-20,8.691
2022-11-21,8.691
2022-11-22,8.691
2022-11-23,8.691
2022-11-24,8.691
2022-11-25,8.691
2022-11-26,8.691
2022-11-27,8.691
2022-11-28,8.691
2022-11-29,8.691
2022-11-30,8.691
2022-12-01,8.691
2022-12-02,8.691
2022-12-03,8.691
2022-12-04,8.691
2022-12-05,8.691
2022-12-06,8.691
2022-12-07,8.691
2022-12-08,8.691
2022-12-09,8.691
2022-12-10,8.691
2022-12-11,8.691
2022-12-12,8.691
2022-12-13,8.691
2022-12-14,8.691
2022-12-15,8.691
2022-12-16,8.691
2022-12-17,8.691
2022-12-18,8.691
2022-12-19,8.691
2022-12-20,8.691
2022-12-21,8.691
2022-12-22,8.691
2022-12-23,8.704
2022-12-24,8.704
2022-12-25,8.704
2022-12-26,8.704
2022-12-27,8.704
2022-12-28,8.704
2022-12-29,8.704
2022-12-30,8.704
2022-12-31,8.704
2023-01-01,8.704
2023-01-02,8.704
2023-01-03,8.704
2023-01-04,8.704
2023-01-05,8.704
2023-01-06,8.704
2023-01-07,8.704
2023-01-08,8.704
2023-01-09,8.704
2023-01-10,8.704
2023-01-11,8.704
2023-01-12,8.704
2023-01-13,8.704
2023-01-14,8.704
2023-01-15,8.704
2023-01-16,8.704
2023-01-17,8.704
2023-01-18,8.704
2023-01-19,8.704
2023-01-20,8.704
2023-01-21,8.704
2023-01-22,8.704
2023-01-23,8.704
2023-01-24,8.712
2023-01-25,8.763
2023-01-26,8.809
2023-01-27,8.809
2023-01-28,8.809
2023-01-29,8.71
2023-01-30,8.697
2023-01-31,8.697
2023-02-01,8.697
2023-02-02,8.505
2023-02-03,8.435
2023-02-04,8.435
2023-02-05,8.435
2023-02-06,8.435
2023-02-07,8.435
2023-02-08,8.435
2023-02-09,8.435
2023-02-10,8.435
2023-02-11,8.435
2023-02-12,8.435
2023-02-13,8.435
2023-02-14,8.435
2023-02-15,8.435
2023-02-16,8.435
2023-02-17,8.435
2023-02-18,8.435
2023-02-19,8.435
2023-02-20,8.435
2023-02-21,8.435
2023-02-22,8.435
2023-02-23,8.435
2023-02-24,8.435
2023-02-25,8.435
2023-02-26,8.435
2023-02-27,8.435
2023-02-28,8.435
2023-03-01,8.435
2023-03-02,8.263
2023-03-03,8.263
2023-03-04,8.263
2023-03-05,8.263
2023-03-06,8.263
2023-03-07,8.263
2023-03-08,8.263
2023-03-09,8.263
2023-03-10,8.26
2023-03-11,8.26
2023-03-12,8.26
2023-03-13,8.26
2023-03-14,8.26
2023-03-15,8.248
2023-03-16,8.248
2023-03-17,8.248
2023-03-18,8.248
2023-03-19,8.248
2023-03-20,8.248
2023-03-21,8.248
2023-03-22,8.248
2023-03-23,8.248
2023-03-24,8.248
2023-03-25,8.248
2023-03-26,8.248
2023-03-27,8.248
2023-03-28,8.248
2023-03-29,8.248
2023-03-30,8.248
2023-03-31,8.248
2023-04-01,8.248
2023-04-02,8.248
2023-04-03,8.248
2023-04-04,8.23
2023-04-05,8.23
2023-04-06,8.23
2023-04-07,8.23
2023-04-08,8.23
2023-04-09,8.23
2023-04-10,8.23
2023-04-11,8.23
2023-04-12,8.199
2023-04-13,8.258
2023-04-14,8.258
2023-04-15,8.258
2023-04-16,8.258
2023-04-17,8.258
2023-04-18,8.258
2023-04-19,8.252
2023-04-20,8.252
2023-04-21,8.252
2023-04-22,8.252
2023-04-23,8.282
2023-04-24,8.282
2023-04-25,8.369
2023-04-26,8.202
2023-04-27,8.148
2023-04-28,8.126
2023-04-29,8.126
2023-04-30,8.126
2023-05-01,8.126
2023-05-02,8.126
2023-05-03,8.126
2023-05-04,8.126
2023-05-05,8.126
2023-05-06,8.126
2023-05-07,8.126
2023-05-08,8.126
2023-05-09,8.09
2023-05-10,8.09
2023-05-11,8.067
2023-05-12,8.067
2023-05-13,8.067
2023-05-14,8.067
2023-05-15,8.067
2023-05-16,8.067
2023-05-17,8.067
2023-05-18,8.067
2023-05-19,8.067
2023-05-20,8.067
2023-05-21,8.067
2023-05-22,8.067
2023-05-23,8.067
2023-05-24,8.067
2023-05-25,8.067
2023-05-26,8.067
2023-05-27,8.067
2023-05-28,8.067
2023-05-29,8.067
2023-05-30,8.067
2023-05-31,8.067
2023-06-01,8.067
2023-06-02,8.067
2023-06-03,8.067
2023-06-04,8.067
2023-06-05,8.067
2023-06-06,8.067
2023-06-07,8.067
2023-06-08,8.067
2023-06-09,8.067
2023-06-10,8.067
2023-06-11,8.067
2023-06-12,8.067
2023-06-13,8.067
2023-06-14,8.067
2023-06-15,8.067
2023-06-16,8.067
2023-06-17,8.067
2023-06-18,8.067
2023-06-19,8.067
2023-06-20,8.067
2023-06-21,8.067
2023-06-22,8.067
2023-06-23,8.067
2023-06-24,8.067
2023-06-25,8.067
2023-06-26,8.067
2023-06-27,8.067
2023-06-28,8.067
2023-06-29,8.067
2023-06-30,8.067
2023-07-01,8.067
2023-07-02,8.067
2023-07-03,8.067
2023-07-04,8.067
2023-07-05,8.067
2023-07-06,8.067
2023-07-07,8.067
2023-07-08,8.067
2023-07-09,8.067
2023-07-10,8.066
2023-07-11,8.024
2023-07-12,8.024
2023-07-13,8.024
2023-07-14,8.024
2023-07-15,8.024
