,CMI US Equity
2020-04-09,21.32
2020-04-10,21.32
2020-04-11,21.32
2020-04-12,21.32
2020-04-13,21.32
2020-04-14,21.32
2020-04-15,21.32
2020-04-16,21.32
2020-04-17,21.32
2020-04-18,21.32
2020-04-19,21.32
2020-04-20,21.32
2020-04-21,21.32
2020-04-22,21.32
2020-04-23,21.32
2020-04-24,21.32
2020-04-25,21.32
2020-04-26,21.32
2020-04-27,21.32
2020-04-28,21.32
2020-04-29,21.32
2020-04-30,21.32
2020-05-01,21.32
2020-05-02,21.32
2020-05-03,21.32
2020-05-04,21.32
2020-05-05,21.32
2020-05-06,21.32
2020-05-07,21.32
2020-05-08,21.32
2020-05-09,21.32
2020-05-10,21.32
2020-05-11,21.32
2020-05-12,18.665
2020-05-13,18.665
2020-05-14,18.665
2020-05-15,18.665
2020-05-16,18.665
2020-05-17,18.665
2020-05-18,18.665
2020-05-19,18.665
2020-05-20,18.665
2020-05-21,18.665
2020-05-22,18.665
2020-05-23,18.665
2020-05-24,18.665
2020-05-25,18.665
2020-05-26,18.665
2020-05-27,18.593
2020-05-28,18.593
2020-05-29,18.593
2020-05-30,18.593
2020-05-31,18.593
2020-06-01,18.593
2020-06-02,18.593
2020-06-03,18.593
2020-06-04,18.593
2020-06-05,18.593
2020-06-06,18.593
2020-06-07,18.593
2020-06-08,18.593
2020-06-09,18.593
2020-06-10,18.593
2020-06-11,18.593
2020-06-12,18.593
2020-06-13,18.593
2020-06-14,18.593
2020-06-15,18.593
2020-06-16,18.593
2020-06-17,18.593
2020-06-18,18.593
2020-06-19,18.593
2020-06-20,18.593
2020-06-21,18.593
2020-06-22,18.593
2020-06-23,18.593
2020-06-24,18.593
2020-06-25,18.593
2020-06-26,18.593
2020-06-27,18.593
2020-06-28,18.593
2020-06-29,18.593
2020-06-30,18.593
2020-07-01,18.593
2020-07-02,18.593
2020-07-03,18.593
2020-07-04,18.593
2020-07-05,18.593
2020-07-06,18.593
2020-07-07,18.593
2020-07-08,18.593
2020-07-09,18.593
2020-07-10,18.593
2020-07-11,18.593
2020-07-12,18.593
2020-07-13,18.593
2020-07-14,17.33
2020-07-15,17.33
2020-07-16,17.33
2020-07-17,17.33
2020-07-18,17.33
2020-07-19,17.33
2020-07-20,17.33
2020-07-21,17.33
2020-07-22,17.33
2020-07-23,17.33
2020-07-24,17.33
2020-07-25,17.33
2020-07-26,17.33
2020-07-27,17.99
2020-07-28,17.99
2020-07-29,18.275
2020-07-30,18.275
2020-07-31,18.275
2020-08-01,18.275
2020-08-02,18.275
2020-08-03,18.275
2020-08-04,18.275
2020-08-05,18.275
2020-08-06,18.275
2020-08-07,18.275
2020-08-08,18.275
2020-08-09,18.275
2020-08-10,18.275
2020-08-11,18.275
2020-08-12,18.275
2020-08-13,18.275
2020-08-14,18.275
2020-08-15,18.275
2020-08-16,18.275
2020-08-17,18.275
2020-08-18,18.275
2020-08-19,18.275
2020-08-20,18.275
2020-08-21,18.275
2020-08-22,18.275
2020-08-23,18.275
2020-08-24,18.275
2020-08-25,18.275
2020-08-26,18.275
2020-08-27,18.275
2020-08-28,18.275
2020-08-29,18.275
2020-08-30,18.275
2020-08-31,18.275
2020-09-01,18.275
2020-09-02,18.275
2020-09-03,18.275
2020-09-04,18.275
2020-09-05,18.275
2020-09-06,18.275
2020-09-07,18.275
2020-09-08,18.275
2020-09-09,18.275
2020-09-10,18.275
2020-09-11,18.275
2020-09-12,18.275
2020-09-13,18.275
2020-09-14,18.275
2020-09-15,18.275
2020-09-16,18.275
2020-09-17,18.275
2020-09-18,18.275
2020-09-19,18.275
2020-09-20,18.275
2020-09-21,18.275
2020-09-22,19.067
2020-09-23,19.067
2020-09-24,19.067
2020-09-25,19.067
2020-09-26,19.067
2020-09-27,19.067
2020-09-28,19.067
2020-09-29,19.067
2020-09-30,19.067
2020-10-01,19.067
2020-10-02,19.067
2020-10-03,19.067
2020-10-04,19.067
2020-10-05,19.067
2020-10-06,19.067
2020-10-07,19.067
2020-10-08,19.067
2020-10-09,19.067
2020-10-10,19.067
2020-10-11,19.067
2020-10-12,18.483
2020-10-13,17.94
2020-10-14,17.94
2020-10-15,17.94
2020-10-16,17.94
2020-10-17,17.94
2020-10-18,17.94
2020-10-19,17.94
2020-10-20,17.94
2020-10-21,18.123
2020-10-22,18.123
2020-10-23,18.123
2020-10-24,18.123
2020-10-25,18.123
2020-10-26,18.123
2020-10-27,18.123
2020-10-28,18.623
2020-10-29,18.56
2020-10-30,18.56
2020-10-31,18.56
2020-11-01,18.56
2020-11-02,18.56
2020-11-03,18.56
2020-11-04,18.56
2020-11-05,18.56
2020-11-06,18.56
2020-11-07,18.56
2020-11-08,18.56
2020-11-09,18.56
2020-11-10,18.56
2020-11-11,18.56
2020-11-12,18.867
2020-11-13,18.867
2020-11-14,18.867
2020-11-15,18.867
2020-11-16,18.867
2020-11-17,18.615
2020-11-18,18.615
2020-11-19,18.615
2020-11-20,18.615
2020-11-21,18.615
2020-11-22,18.615
2020-11-23,18.615
2020-11-24,18.615
2020-11-25,18.615
2020-11-26,18.615
2020-11-27,18.615
2020-11-28,18.615
2020-11-29,18.615
2020-11-30,18.615
2020-12-01,18.615
2020-12-02,18.615
2020-12-03,18.615
2020-12-04,18.615
2020-12-05,18.615
2020-12-06,18.615
2020-12-07,18.615
2020-12-08,18.615
2020-12-09,18.615
2020-12-10,18.615
2020-12-11,18.615
2020-12-12,18.615
2020-12-13,18.615
2020-12-14,18.848
2020-12-15,18.848
2020-12-16,18.848
2020-12-17,18.848
2020-12-18,18.243
2020-12-19,18.243
2020-12-20,18.243
2020-12-21,18.243
2020-12-22,18.243
2020-12-23,18.243
2020-12-24,18.243
2020-12-25,18.243
2020-12-26,18.243
2020-12-27,18.243
2020-12-28,18.243
2020-12-29,18.243
2020-12-30,18.243
2020-12-31,18.243
2021-01-01,18.243
2021-01-02,18.243
2021-01-03,18.243
2021-01-04,18.243
2021-01-05,18.243
2021-01-06,18.243
2021-01-07,18.243
2021-01-08,18.243
2021-01-09,18.243
2021-01-10,18.243
2021-01-11,18.243
2021-01-12,18.363
2021-01-13,18.363
2021-01-14,18.363
2021-01-15,18.363
2021-01-16,18.363
2021-01-17,18.363
2021-01-18,18.363
2021-01-19,18.363
2021-01-20,18.363
2021-01-21,18.363
2021-01-22,18.363
2021-01-23,18.363
2021-01-24,18.363
2021-01-25,18.363
2021-01-26,18.363
2021-01-27,18.363
2021-01-28,18.363
2021-01-29,18.363
2021-01-30,18.363
2021-01-31,18.363
2021-02-01,18.363
2021-02-02,18.363
2021-02-03,18.363
2021-02-04,18.363
2021-02-05,18.84
2021-02-06,18.84
2021-02-07,18.84
2021-02-08,18.63
2021-02-09,18.63
2021-02-10,18.63
2021-02-11,18.63
2021-02-12,19.085
2021-02-13,19.085
2021-02-14,19.085
2021-02-15,19.085
2021-02-16,19.085
2021-02-17,19.07
2021-02-18,19.07
2021-02-19,19.07
2021-02-20,19.07
2021-02-21,19.07
2021-02-22,19.07
2021-02-23,19.07
2021-02-24,19.07
2021-02-25,19.07
2021-02-26,19.07
2021-02-27,19.07
2021-02-28,19.07
2021-03-01,19.07
2021-03-02,19.07
2021-03-03,19.07
2021-03-04,19.07
2021-03-05,19.07
2021-03-06,19.07
2021-03-07,19.07
2021-03-08,19.07
2021-03-09,19.07
2021-03-10,19.07
2021-03-11,19.07
2021-03-12,19.07
2021-03-13,19.07
2021-03-14,19.07
2021-03-15,19.07
2021-03-16,19.07
2021-03-17,19.07
2021-03-18,19.07
2021-03-19,19.07
2021-03-20,19.07
2021-03-21,19.07
2021-03-22,19.07
2021-03-23,19.07
2021-03-24,19.07
2021-03-25,19.07
2021-03-26,19.07
2021-03-27,19.07
2021-03-28,19.07
2021-03-29,19.07
2021-03-30,19.07
2021-03-31,19.07
2021-04-01,19.07
2021-04-02,19.33
2021-04-03,19.33
2021-04-04,19.33
2021-04-05,19.33
2021-04-06,19.33
2021-04-07,19.33
2021-04-08,19.473
2021-04-09,19.473
2021-04-10,19.473
2021-04-11,19.473
2021-04-12,19.11
2021-04-13,19.11
2021-04-14,19.11
2021-04-15,19.11
2021-04-16,19.11
2021-04-17,19.11
2021-04-18,19.11
2021-04-19,19.11
2021-04-20,19.11
2021-04-21,19.11
2021-04-22,19.11
2021-04-23,19.11
2021-04-24,19.11
2021-04-25,19.11
2021-04-26,19.11
2021-04-27,19.11
2021-04-28,19.11
2021-04-29,19.11
2021-04-30,19.11
2021-05-01,19.11
2021-05-02,19.11
2021-05-03,19.11
2021-05-04,19.865
2021-05-05,19.905
2021-05-06,19.905
2021-05-07,19.905
2021-05-08,19.905
2021-05-09,19.905
2021-05-10,19.98
2021-05-11,19.98
2021-05-12,19.98
2021-05-13,19.98
2021-05-14,19.98
2021-05-15,19.98
2021-05-16,19.98
2021-05-17,19.98
2021-05-18,19.98
2021-05-19,19.98
2021-05-20,19.98
2021-05-21,19.98
2021-05-22,19.98
2021-05-23,19.98
2021-05-24,19.98
2021-05-25,19.98
2021-05-26,19.98
2021-05-27,19.98
2021-05-28,19.98
2021-05-29,19.98
2021-05-30,19.98
2021-05-31,19.98
2021-06-01,19.98
2021-06-02,19.98
2021-06-03,19.98
2021-06-04,19.98
2021-06-05,19.98
2021-06-06,19.98
2021-06-07,19.98
2021-06-08,19.98
2021-06-09,20.8
2021-06-10,20.8
2021-06-11,20.8
2021-06-12,20.8
2021-06-13,20.8
2021-06-14,20.8
2021-06-15,20.8
2021-06-16,20.8
2021-06-17,20.8
2021-06-18,20.8
2021-06-19,20.8
2021-06-20,20.8
2021-06-21,20.8
2021-06-22,20.8
2021-06-23,20.8
2021-06-24,20.8
2021-06-25,20.8
2021-06-26,20.8
2021-06-27,20.8
2021-06-28,20.8
2021-06-29,20.8
2021-06-30,20.8
2021-07-01,20.8
2021-07-02,20.8
2021-07-03,20.8
2021-07-04,20.8
2021-07-05,20.8
2021-07-06,20.8
2021-07-07,20.8
2021-07-08,20.8
2021-07-09,20.8
2021-07-10,20.8
2021-07-11,20.927
2021-07-12,20.927
2021-07-13,21.09
2021-07-14,21.09
2021-07-15,21.09
2021-07-16,21.09
2021-07-17,21.09
2021-07-18,21.09
2021-07-19,21.09
2021-07-20,21.09
2021-07-21,21.09
2021-07-22,21.09
2021-07-23,21.09
2021-07-24,21.09
2021-07-25,21.09
2021-07-26,21.09
2021-07-27,21.09
2021-07-28,21.09
2021-07-29,21.09
2021-07-30,21.09
2021-07-31,21.09
2021-08-01,21.09
2021-08-02,21.09
2021-08-03,21.127
2021-08-04,21.08
2021-08-05,21.08
2021-08-06,21.08
2021-08-07,21.08
2021-08-08,21.08
2021-08-09,21.08
2021-08-10,21.08
2021-08-11,21.08
2021-08-12,21.08
2021-08-13,21.08
2021-08-14,21.08
2021-08-15,21.08
2021-08-16,21.08
2021-08-17,21.08
2021-08-18,21.08
2021-08-19,21.08
2021-08-20,21.08
2021-08-21,21.08
2021-08-22,21.08
2021-08-23,21.08
2021-08-24,20.565
2021-08-25,20.565
2021-08-26,20.565
2021-08-27,20.565
2021-08-28,20.565
2021-08-29,20.565
2021-08-30,20.565
2021-08-31,20.565
2021-09-01,20.565
2021-09-02,20.56
2021-09-03,20.56
2021-09-04,20.56
2021-09-05,20.56
2021-09-06,20.56
2021-09-07,20.56
2021-09-08,20.56
2021-09-09,20.56
2021-09-10,20.56
2021-09-11,20.56
2021-09-12,20.56
2021-09-13,20.56
2021-09-14,20.56
2021-09-15,20.56
2021-09-16,20.56
2021-09-17,20.56
2021-09-18,20.56
2021-09-19,20.56
2021-09-20,20.56
2021-09-21,20.56
2021-09-22,20.56
2021-09-23,20.56
2021-09-24,20.56
2021-09-25,20.56
2021-09-26,20.56
2021-09-27,20.56
2021-09-28,20.56
2021-09-29,20.56
2021-09-30,20.56
2021-10-01,20.56
2021-10-02,20.56
2021-10-03,20.56
2021-10-04,20.56
2021-10-05,20.56
2021-10-06,20.56
2021-10-07,20.56
2021-10-08,20.45
2021-10-09,20.45
2021-10-10,20.45
2021-10-11,20.45
2021-10-12,20.625
2021-10-13,20.625
2021-10-14,20.625
2021-10-15,20.242
2021-10-16,20.242
2021-10-17,20.242
2021-10-18,20.242
2021-10-19,20.242
2021-10-20,20.242
2021-10-21,20.242
2021-10-22,20.242
2021-10-23,20.242
2021-10-24,20.242
2021-10-25,20.242
2021-10-26,20.242
2021-10-27,20.242
2021-10-28,20.242
2021-10-29,20.242
2021-10-30,20.242
2021-10-31,20.242
2021-11-01,20.242
2021-11-02,20.226
2021-11-03,20.2
2021-11-04,20.2
2021-11-05,20.2
2021-11-06,20.2
2021-11-07,20.2
2021-11-08,20.2
2021-11-09,20.2
2021-11-10,20.2
2021-11-11,20.2
2021-11-12,20.2
2021-11-13,20.2
2021-11-14,20.2
2021-11-15,20.2
2021-11-16,20.2
2021-11-17,20.2
2021-11-18,20.2
2021-11-19,20.2
2021-11-20,20.2
2021-11-21,20.2
2021-11-22,20.2
2021-11-23,20.2
2021-11-24,20.2
2021-11-25,20.2
2021-11-26,20.2
2021-11-27,20.2
2021-11-28,20.2
2021-11-29,20.2
2021-11-30,20.2
2021-12-01,20.2
2021-12-02,20.2
2021-12-03,20.2
2021-12-04,20.2
2021-12-05,20.2
2021-12-06,20.2
2021-12-07,20.2
2021-12-08,20.2
2021-12-09,20.345
2021-12-10,20.345
2021-12-11,20.345
2021-12-12,20.345
2021-12-13,20.345
2021-12-14,20.345
2021-12-15,20.345
2021-12-16,20.345
2021-12-17,20.345
2021-12-18,20.345
2021-12-19,20.345
2021-12-20,20.345
2021-12-21,20.345
2021-12-22,20.345
2021-12-23,20.345
2021-12-24,20.345
2021-12-25,20.345
2021-12-26,20.345
2021-12-27,20.345
2021-12-28,20.345
2021-12-29,20.345
2021-12-30,20.345
2021-12-31,20.345
2022-01-01,20.345
2022-01-02,20.345
2022-01-03,20.345
2022-01-04,20.345
2022-01-05,20.345
2022-01-06,20.345
2022-01-07,20.345
2022-01-08,20.345
2022-01-09,20.582
2022-01-10,20.582
2022-01-11,20.582
2022-01-12,20.582
2022-01-13,20.196
2022-01-14,20.174
2022-01-15,20.174
2022-01-16,20.174
2022-01-17,20.174
2022-01-18,20.174
2022-01-19,20.049
2022-01-20,20.049
2022-01-21,20.049
2022-01-22,20.049
2022-01-23,20.049
2022-01-24,20.049
2022-01-25,20.049
2022-01-26,20.049
2022-01-27,20.049
2022-01-28,20.049
2022-01-29,20.049
2022-01-30,20.049
2022-01-31,20.049
2022-02-01,20.049
2022-02-02,20.049
2022-02-03,19.91
2022-02-04,19.678
2022-02-05,19.678
2022-02-06,19.678
2022-02-07,19.857
2022-02-08,19.857
2022-02-09,19.857
2022-02-10,19.855
2022-02-11,19.855
2022-02-12,19.855
2022-02-13,19.855
2022-02-14,20.133
2022-02-15,20.133
2022-02-16,20.133
2022-02-17,20.133
2022-02-18,20.133
2022-02-19,20.133
2022-02-20,20.133
2022-02-21,20.133
2022-02-22,20.133
2022-02-23,19.975
2022-02-24,20.279
2022-02-25,20.217
2022-02-26,20.217
2022-02-27,20.217
2022-02-28,20.217
2022-03-01,20.217
2022-03-02,20.217
2022-03-03,20.217
2022-03-04,20.217
2022-03-05,20.217
2022-03-06,20.217
2022-03-07,20.217
2022-03-08,20.217
2022-03-09,20.217
2022-03-10,20.217
2022-03-11,20.217
2022-03-12,20.217
2022-03-13,20.217
2022-03-14,20.217
2022-03-15,20.217
2022-03-16,20.217
2022-03-17,20.184
2022-03-18,20.276
2022-03-19,20.276
2022-03-20,20.276
2022-03-21,20.262
2022-03-22,20.262
2022-03-23,20.262
2022-03-24,20.262
2022-03-25,20.262
2022-03-26,20.262
2022-03-27,20.262
2022-03-28,20.262
2022-03-29,20.262
2022-03-30,20.262
2022-03-31,20.262
2022-04-01,20.262
2022-04-02,20.262
2022-04-03,20.262
2022-04-04,20.262
2022-04-05,20.262
2022-04-06,20.262
2022-04-07,20.257
2022-04-08,20.257
2022-04-09,20.257
2022-04-10,20.253
2022-04-11,20.253
2022-04-12,20.253
2022-04-13,20.239
2022-04-14,20.239
2022-04-15,20.239
2022-04-16,20.239
2022-04-17,20.239
2022-04-18,20.29
2022-04-19,20.219
2022-04-20,20.219
2022-04-21,20.219
2022-04-22,20.111
2022-04-23,20.111
2022-04-24,20.111
2022-04-25,20.111
2022-04-26,20.111
2022-04-27,20.111
2022-04-28,20.111
2022-04-29,20.111
2022-04-30,20.111
2022-05-01,20.117
2022-05-02,20.117
2022-05-03,20.218
2022-05-04,20.236
2022-05-05,20.236
2022-05-06,20.236
2022-05-07,20.236
2022-05-08,20.236
2022-05-09,20.236
2022-05-10,20.193
2022-05-11,20.113
2022-05-12,20.146
2022-05-13,20.146
2022-05-14,20.146
2022-05-15,20.146
2022-05-16,20.146
2022-05-17,20.146
2022-05-18,20.146
2022-05-19,20.146
2022-05-20,20.146
2022-05-21,20.146
2022-05-22,20.146
2022-05-23,20.146
2022-05-24,20.146
2022-05-25,20.146
2022-05-26,20.154
2022-05-27,20.154
2022-05-28,20.154
2022-05-29,20.154
2022-05-30,20.154
2022-05-31,20.154
2022-06-01,20.154
2022-06-02,20.154
2022-06-03,20.154
2022-06-04,20.154
2022-06-05,20.154
2022-06-06,20.154
2022-06-07,20.028
2022-06-08,20.028
2022-06-09,20.028
2022-06-10,20.028
2022-06-11,20.028
2022-06-12,20.028
2022-06-13,20.028
2022-06-14,20.028
2022-06-15,20.028
2022-06-16,20.028
2022-06-17,20.028
2022-06-18,20.028
2022-06-19,20.028
2022-06-20,20.028
2022-06-21,20.028
2022-06-22,20.028
2022-06-23,20.274
2022-06-24,20.274
2022-06-25,20.274
2022-06-26,20.274
2022-06-27,20.274
2022-06-28,20.274
2022-06-29,20.274
2022-06-30,20.274
2022-07-01,20.274
2022-07-02,20.274
2022-07-03,20.274
2022-07-04,20.274
2022-07-05,20.274
2022-07-06,20.265
2022-07-07,20.265
2022-07-08,20.003
2022-07-09,20.003
2022-07-10,20.003
2022-07-11,20.003
2022-07-12,19.878
2022-07-13,19.878
2022-07-14,19.878
2022-07-15,19.762
2022-07-16,19.762
2022-07-17,19.762
2022-07-18,19.77
2022-07-19,18.922
2022-07-20,18.986
2022-07-21,18.986
2022-07-22,18.917
2022-07-23,18.917
2022-07-24,18.917
2022-07-25,18.917
2022-07-26,18.917
2022-07-27,18.917
2022-07-28,18.917
2022-07-29,18.917
2022-07-30,18.917
2022-07-31,18.917
2022-08-01,18.917
2022-08-02,19.258
2022-08-03,19.258
2022-08-04,19.258
2022-08-05,19.258
2022-08-06,19.213
2022-08-07,19.213
2022-08-08,19.017
2022-08-09,19.039
2022-08-10,18.929
2022-08-11,18.929
2022-08-12,18.929
2022-08-13,18.929
2022-08-14,18.929
2022-08-15,19.089
2022-08-16,19.17
2022-08-17,19.17
2022-08-18,19.349
2022-08-19,19.349
2022-08-20,19.349
2022-08-21,19.349
2022-08-22,19.349
2022-08-23,19.359
2022-08-24,19.359
2022-08-25,19.359
2022-08-26,19.359
2022-08-27,19.359
2022-08-28,19.359
2022-08-29,19.359
2022-08-30,19.359
2022-08-31,19.359
2022-09-01,19.359
2022-09-02,19.359
2022-09-03,19.359
2022-09-04,19.359
2022-09-05,19.359
2022-09-06,19.359
2022-09-07,19.359
2022-09-08,19.359
2022-09-09,19.359
2022-09-10,19.359
2022-09-11,19.359
2022-09-12,19.359
2022-09-13,19.663
2022-09-14,19.663
2022-09-15,19.695
2022-09-16,19.695
2022-09-17,19.695
2022-09-18,19.695
2022-09-19,19.695
2022-09-20,19.695
2022-09-21,19.695
2022-09-22,19.695
2022-09-23,19.695
2022-09-24,19.695
2022-09-25,19.695
2022-09-26,19.695
2022-09-27,19.695
2022-09-28,19.695
2022-09-29,19.695
2022-09-30,19.695
2022-10-01,19.695
2022-10-02,19.695
2022-10-03,19.695
2022-10-04,19.695
2022-10-05,19.743
2022-10-06,19.743
2022-10-07,19.743
2022-10-08,19.743
2022-10-09,19.743
2022-10-10,19.737
2022-10-11,20.279
2022-10-12,20.301
2022-10-13,20.317
2022-10-14,20.317
2022-10-15,20.317
2022-10-16,20.317
2022-10-17,20.317
2022-10-18,20.317
2022-10-19,20.317
2022-10-20,20.269
2022-10-21,20.269
2022-10-22,20.269
2022-10-23,20.269
2022-10-24,20.269
2022-10-25,20.269
2022-10-26,20.269
2022-10-27,20.269
2022-10-28,20.269
2022-10-29,20.269
2022-10-30,20.269
2022-10-31,20.269
2022-11-01,20.269
2022-11-02,20.269
2022-11-03,19.494
2022-11-04,19.494
2022-11-05,19.494
2022-11-06,19.494
2022-11-07,19.692
2022-11-08,19.692
2022-11-09,19.692
2022-11-10,19.692
2022-11-11,19.539
2022-11-12,19.539
2022-11-13,19.539
2022-11-14,19.539
2022-11-15,19.539
2022-11-16,19.539
2022-11-17,19.476
2022-11-18,19.476
2022-11-19,19.476
2022-11-20,19.476
2022-11-21,19.489
2022-11-22,19.489
2022-11-23,19.489
2022-11-24,19.489
2022-11-25,19.489
2022-11-26,19.489
2022-11-27,19.489
2022-11-28,19.489
2022-11-29,19.489
2022-11-30,19.489
2022-12-01,19.489
2022-12-02,19.489
2022-12-03,19.489
2022-12-04,19.489
2022-12-05,19.489
2022-12-06,19.489
2022-12-07,19.489
2022-12-08,19.489
2022-12-09,19.489
2022-12-10,19.489
2022-12-11,19.489
2022-12-12,19.489
2022-12-13,19.489
2022-12-14,19.445
2022-12-15,19.445
2022-12-16,19.445
2022-12-17,19.445
2022-12-18,19.445
2022-12-19,19.454
2022-12-20,19.454
2022-12-21,19.774
2022-12-22,19.774
2022-12-23,19.774
2022-12-24,19.774
2022-12-25,19.774
2022-12-26,19.774
2022-12-27,19.774
2022-12-28,19.774
2022-12-29,19.774
2022-12-30,19.774
2022-12-31,19.774
2023-01-01,19.774
2023-01-02,19.774
2023-01-03,19.774
2023-01-04,19.774
2023-01-05,19.774
2023-01-06,19.774
2023-01-07,19.774
2023-01-08,19.646
2023-01-09,19.71
2023-01-10,19.71
2023-01-11,19.71
2023-01-12,19.558
2023-01-13,19.558
2023-01-14,19.558
2023-01-15,19.558
2023-01-16,19.558
2023-01-17,19.556
2023-01-18,19.628
2023-01-19,19.628
2023-01-20,19.595
2023-01-21,19.58
2023-01-22,19.58
2023-01-23,19.58
2023-01-24,19.577
2023-01-25,19.824
2023-01-26,19.824
2023-01-27,19.824
2023-01-28,19.824
2023-01-29,19.824
2023-01-30,19.824
2023-01-31,19.824
2023-02-01,19.824
2023-02-02,19.835
2023-02-03,19.835
2023-02-04,19.835
2023-02-05,19.835
2023-02-06,19.619
2023-02-07,19.48
2023-02-08,19.48
2023-02-09,19.507
2023-02-10,19.507
2023-02-11,19.507
2023-02-12,19.507
2023-02-13,19.562
2023-02-14,19.562
2023-02-15,19.528
2023-02-16,19.371
2023-02-17,19.371
2023-02-18,19.371
2023-02-19,19.371
2023-02-20,19.371
2023-02-21,19.371
2023-02-22,19.371
2023-02-23,19.389
2023-02-24,19.367
2023-02-25,19.367
2023-02-26,19.382
2023-02-27,19.334
2023-02-28,19.334
2023-03-01,19.334
2023-03-02,19.334
2023-03-03,19.334
2023-03-04,19.334
2023-03-05,19.334
2023-03-06,19.334
2023-03-07,19.334
2023-03-08,19.141
2023-03-09,19.141
2023-03-10,19.141
2023-03-11,19.141
2023-03-12,19.141
2023-03-13,19.141
2023-03-14,19.141
2023-03-15,19.141
2023-03-16,19.141
2023-03-17,19.141
2023-03-18,19.141
2023-03-19,19.141
2023-03-20,19.141
2023-03-21,19.141
2023-03-22,19.141
2023-03-23,19.168
2023-03-24,19.242
2023-03-25,19.242
2023-03-26,19.242
2023-03-27,19.242
2023-03-28,19.242
2023-03-29,19.242
2023-03-30,19.242
2023-03-31,19.242
2023-04-01,19.242
2023-04-02,19.242
2023-04-03,19.242
2023-04-04,19.242
2023-04-05,19.215
2023-04-06,19.215
2023-04-07,19.215
2023-04-08,19.215
2023-04-09,19.215
2023-04-10,19.215
2023-04-11,19.2
2023-04-12,19.2
2023-04-13,19.2
2023-04-14,19.2
2023-04-15,19.203
2023-04-16,19.203
2023-04-17,19.203
2023-04-18,19.147
2023-04-19,19.091
2023-04-20,19.091
2023-04-21,19.091
2023-04-22,19.091
2023-04-23,19.104
2023-04-24,19.118
2023-04-25,19.118
2023-04-26,19.118
2023-04-27,19.118
2023-04-28,19.128
2023-04-29,19.128
2023-04-30,19.116
2023-05-01,19.116
2023-05-02,19.329
2023-05-03,19.394
2023-05-04,19.412
2023-05-05,19.412
2023-05-06,19.412
2023-05-07,19.412
2023-05-08,19.412
2023-05-09,19.366
2023-05-10,19.411
2023-05-11,19.411
2023-05-12,19.411
2023-05-13,19.411
2023-05-14,19.411
2023-05-15,19.411
2023-05-16,19.433
2023-05-17,19.42
2023-05-18,19.42
2023-05-19,19.42
2023-05-20,19.42
2023-05-21,19.42
2023-05-22,19.42
2023-05-23,19.42
2023-05-24,19.42
2023-05-25,19.42
2023-05-26,19.42
2023-05-27,19.42
2023-05-28,19.42
2023-05-29,19.42
2023-05-30,19.42
2023-05-31,19.482
2023-06-01,19.443
2023-06-02,19.443
2023-06-03,19.443
2023-06-04,19.443
2023-06-05,19.443
2023-06-06,19.443
2023-06-07,19.443
2023-06-08,19.443
2023-06-09,19.443
2023-06-10,19.443
2023-06-11,19.443
2023-06-12,19.443
2023-06-13,19.443
2023-06-14,19.443
2023-06-15,19.443
2023-06-16,19.443
2023-06-17,19.443
2023-06-18,19.443
2023-06-19,19.443
2023-06-20,19.443
2023-06-21,19.443
2023-06-22,19.443
2023-06-23,19.443
