,DUK US Equity
2021-03-26,6.169
2021-03-27,6.169
2021-03-28,6.169
2021-03-29,6.169
2021-03-30,6.169
2021-03-31,6.169
2021-04-01,6.166
2021-04-02,6.166
2021-04-03,6.166
2021-04-04,6.166
2021-04-05,6.173
2021-04-06,6.173
2021-04-07,6.173
2021-04-08,6.173
2021-04-09,6.173
2021-04-10,6.173
2021-04-11,6.173
2021-04-12,6.173
2021-04-13,6.173
2021-04-14,6.141
2021-04-15,6.141
2021-04-16,6.126
2021-04-17,6.126
2021-04-18,6.126
2021-04-19,6.126
2021-04-20,6.128
2021-04-21,6.129
2021-04-22,6.129
2021-04-23,6.129
2021-04-24,6.129
2021-04-25,6.129
2021-04-26,6.129
2021-04-27,6.129
2021-04-28,6.129
2021-04-29,6.129
2021-04-30,6.129
2021-05-01,6.129
2021-05-02,6.129
2021-05-03,6.129
2021-05-04,6.129
2021-05-05,6.129
2021-05-06,6.129
2021-05-07,6.129
2021-05-08,6.129
2021-05-09,6.129
2021-05-10,6.132
2021-05-11,6.132
2021-05-12,6.132
2021-05-13,6.132
2021-05-14,6.132
2021-05-15,6.132
2021-05-16,6.132
2021-05-17,6.132
2021-05-18,6.134
2021-05-19,6.134
2021-05-20,6.134
2021-05-21,6.134
2021-05-22,6.134
2021-05-23,6.134
2021-05-24,6.134
2021-05-25,6.134
2021-05-26,6.134
2021-05-27,6.134
2021-05-28,6.134
2021-05-29,6.134
2021-05-30,6.134
2021-05-31,6.134
2021-06-01,6.134
2021-06-02,6.134
2021-06-03,6.134
2021-06-04,6.156
2021-06-05,6.156
2021-06-06,6.156
2021-06-07,6.156
2021-06-08,6.156
2021-06-09,6.156
2021-06-10,6.156
2021-06-11,6.156
2021-06-12,6.156
2021-06-13,6.156
2021-06-14,6.156
2021-06-15,6.156
2021-06-16,6.156
2021-06-17,6.156
2021-06-18,6.156
2021-06-19,6.156
2021-06-20,6.156
2021-06-21,6.156
2021-06-22,6.156
2021-06-23,6.156
2021-06-24,6.16
2021-06-25,6.16
2021-06-26,6.16
2021-06-27,6.16
2021-06-28,6.16
2021-06-29,6.16
2021-06-30,6.16
2021-07-01,6.16
2021-07-02,6.16
2021-07-03,6.16
2021-07-04,6.16
2021-07-05,6.16
2021-07-06,6.16
2021-07-07,6.16
2021-07-08,6.16
2021-07-09,6.16
2021-07-10,6.16
2021-07-11,6.16
2021-07-12,6.16
2021-07-13,6.16
2021-07-14,6.16
2021-07-15,6.16
2021-07-16,6.16
2021-07-17,6.16
2021-07-18,6.16
2021-07-19,6.154
2021-07-20,6.154
2021-07-21,6.154
2021-07-22,6.154
2021-07-23,6.154
2021-07-24,6.154
2021-07-25,6.154
2021-07-26,6.154
2021-07-27,6.154
2021-07-28,6.154
2021-07-29,6.154
2021-07-30,6.154
2021-07-31,6.154
2021-08-01,6.154
2021-08-02,6.154
2021-08-03,6.154
2021-08-04,6.154
2021-08-05,6.153
2021-08-06,6.153
2021-08-07,6.153
2021-08-08,6.153
2021-08-09,6.153
2021-08-10,6.154
2021-08-11,6.154
2021-08-12,6.154
2021-08-13,6.154
2021-08-14,6.154
2021-08-15,6.154
2021-08-16,6.154
2021-08-17,6.15
2021-08-18,6.15
2021-08-19,6.146
2021-08-20,6.146
2021-08-21,6.146
2021-08-22,6.146
2021-08-23,6.146
2021-08-24,6.146
2021-08-25,6.146
2021-08-26,6.146
2021-08-27,6.146
2021-08-28,6.146
2021-08-29,6.146
2021-08-30,6.146
2021-08-31,6.146
2021-09-01,6.145
2021-09-02,6.145
2021-09-03,6.145
2021-09-04,6.145
2021-09-05,6.145
2021-09-06,6.145
2021-09-07,6.145
2021-09-08,6.145
2021-09-09,6.145
2021-09-10,6.145
2021-09-11,6.145
2021-09-12,6.145
2021-09-13,6.145
2021-09-14,6.145
2021-09-15,6.145
2021-09-16,6.145
2021-09-17,6.145
2021-09-18,6.145
2021-09-19,6.145
2021-09-20,6.145
2021-09-21,6.145
2021-09-22,6.145
2021-09-23,6.145
2021-09-24,6.145
2021-09-25,6.145
2021-09-26,6.145
2021-09-27,6.145
2021-09-28,6.145
2021-09-29,6.145
2021-09-30,6.145
2021-10-01,6.145
2021-10-02,6.145
2021-10-03,6.145
2021-10-04,6.145
2021-10-05,6.149
2021-10-06,6.149
2021-10-07,6.149
2021-10-08,6.149
2021-10-09,6.149
2021-10-10,6.149
2021-10-11,6.149
2021-10-12,6.149
2021-10-13,6.149
2021-10-14,6.149
2021-10-15,6.149
2021-10-16,6.149
2021-10-17,6.149
2021-10-18,6.149
2021-10-19,6.15
2021-10-20,6.153
2021-10-21,6.153
2021-10-22,6.153
2021-10-23,6.156
2021-10-24,6.156
2021-10-25,6.156
2021-10-26,6.156
2021-10-27,6.156
2021-10-28,6.156
2021-10-29,6.156
2021-10-30,6.156
2021-10-31,6.156
2021-11-01,6.156
2021-11-02,6.156
2021-11-03,6.156
2021-11-04,6.156
2021-11-05,6.156
2021-11-06,6.156
2021-11-07,6.156
2021-11-08,6.156
2021-11-09,6.156
2021-11-10,6.176
2021-11-11,6.176
2021-11-12,6.176
2021-11-13,6.176
2021-11-14,6.176
2021-11-15,6.176
2021-11-16,6.176
2021-11-17,6.176
2021-11-18,6.176
2021-11-19,6.176
2021-11-20,6.176
2021-11-21,6.176
2021-11-22,6.176
2021-11-23,6.176
2021-11-24,6.176
2021-11-25,6.176
2021-11-26,6.176
2021-11-27,6.176
2021-11-28,6.176
2021-11-29,6.176
2021-11-30,6.176
2021-12-01,6.176
2021-12-02,6.176
2021-12-03,6.165
2021-12-04,6.165
2021-12-05,6.164
2021-12-06,6.164
2021-12-07,6.164
2021-12-08,6.164
2021-12-09,6.164
2021-12-10,6.164
2021-12-11,6.164
2021-12-12,6.164
2021-12-13,6.16
2021-12-14,6.158
2021-12-15,6.158
2021-12-16,6.158
2021-12-17,6.157
2021-12-18,6.157
2021-12-19,6.157
2021-12-20,6.157
2021-12-21,6.157
2021-12-22,6.157
2021-12-23,6.157
2021-12-24,6.157
2021-12-25,6.157
2021-12-26,6.157
2021-12-27,6.157
2021-12-28,6.157
2021-12-29,6.157
2021-12-30,6.157
2021-12-31,6.157
2022-01-01,6.157
2022-01-02,6.157
2022-01-03,6.157
2022-01-04,6.157
2022-01-05,6.157
2022-01-06,6.157
2022-01-07,6.157
2022-01-08,6.157
2022-01-09,6.155
2022-01-10,6.151
2022-01-11,6.151
2022-01-12,6.151
2022-01-13,6.151
2022-01-14,6.151
2022-01-15,6.151
2022-01-16,6.151
2022-01-17,6.151
2022-01-18,6.151
2022-01-19,6.151
2022-01-20,6.151
2022-01-21,6.151
2022-01-22,6.151
2022-01-23,6.151
2022-01-24,6.141
2022-01-25,6.151
2022-01-26,6.151
2022-01-27,6.151
2022-01-28,6.151
2022-01-29,6.151
2022-01-30,6.151
2022-01-31,6.151
2022-02-01,6.151
2022-02-02,6.151
2022-02-03,6.151
2022-02-04,6.151
2022-02-05,6.151
2022-02-06,6.151
2022-02-07,6.151
2022-02-08,6.151
2022-02-09,6.151
2022-02-10,6.151
2022-02-11,6.146
2022-02-12,6.146
2022-02-13,6.145
2022-02-14,6.142
2022-02-15,6.142
2022-02-16,6.142
2022-02-17,6.142
2022-02-18,6.142
2022-02-19,6.142
2022-02-20,6.142
2022-02-21,6.142
2022-02-22,6.142
2022-02-23,6.142
2022-02-24,6.142
2022-02-25,6.142
2022-02-26,6.142
2022-02-27,6.142
2022-02-28,6.142
2022-03-01,6.142
2022-03-02,6.142
2022-03-03,6.142
2022-03-04,6.142
2022-03-05,6.142
2022-03-06,6.15
2022-03-07,6.15
2022-03-08,6.15
2022-03-09,6.15
2022-03-10,6.15
2022-03-11,6.15
2022-03-12,6.15
2022-03-13,6.159
2022-03-14,6.16
2022-03-15,6.16
2022-03-16,6.152
2022-03-17,6.152
2022-03-18,6.152
2022-03-19,6.152
2022-03-20,6.152
2022-03-21,6.152
2022-03-22,6.152
2022-03-23,6.154
2022-03-24,6.154
2022-03-25,6.154
2022-03-26,6.154
2022-03-27,6.154
2022-03-28,6.154
2022-03-29,6.154
2022-03-30,6.154
2022-03-31,6.154
2022-04-01,6.154
2022-04-02,6.154
2022-04-03,6.154
2022-04-04,6.154
2022-04-05,6.154
2022-04-06,6.149
2022-04-07,6.149
2022-04-08,6.149
2022-04-09,6.149
2022-04-10,6.149
2022-04-11,6.149
2022-04-12,6.149
2022-04-13,6.149
2022-04-14,6.149
2022-04-15,6.149
2022-04-16,6.149
2022-04-17,6.149
2022-04-18,6.149
2022-04-19,6.154
2022-04-20,6.154
2022-04-21,6.154
2022-04-22,6.154
2022-04-23,6.154
2022-04-24,6.154
2022-04-25,6.161
2022-04-26,6.161
2022-04-27,6.161
2022-04-28,6.161
2022-04-29,6.161
2022-04-30,6.161
2022-05-01,6.161
2022-05-02,6.161
2022-05-03,6.161
2022-05-04,6.161
2022-05-05,6.161
2022-05-06,6.159
2022-05-07,6.159
2022-05-08,6.159
2022-05-09,6.158
2022-05-10,6.158
2022-05-11,6.158
2022-05-12,6.158
2022-05-13,6.158
2022-05-14,6.158
2022-05-15,6.158
2022-05-16,6.158
2022-05-17,6.158
2022-05-18,6.158
2022-05-19,6.158
2022-05-20,6.158
2022-05-21,6.158
2022-05-22,6.158
2022-05-23,6.158
2022-05-24,6.158
2022-05-25,6.153
2022-05-26,6.153
2022-05-27,6.153
2022-05-28,6.153
2022-05-29,6.153
2022-05-30,6.153
2022-05-31,6.153
2022-06-01,6.153
2022-06-02,6.153
2022-06-03,6.149
2022-06-04,6.149
2022-06-05,6.149
2022-06-06,6.149
2022-06-07,6.149
2022-06-08,6.151
2022-06-09,6.151
2022-06-10,6.151
2022-06-11,6.151
2022-06-12,6.151
2022-06-13,6.151
2022-06-14,6.152
2022-06-15,6.152
2022-06-16,6.152
2022-06-17,6.152
2022-06-18,6.152
2022-06-19,6.152
2022-06-20,6.152
2022-06-21,6.152
2022-06-22,6.152
2022-06-23,6.152
2022-06-24,6.152
2022-06-25,6.152
2022-06-26,6.152
2022-06-27,6.152
2022-06-28,6.152
2022-06-29,6.152
2022-06-30,6.152
2022-07-01,6.152
2022-07-02,6.152
2022-07-03,6.152
2022-07-04,6.152
2022-07-05,6.152
2022-07-06,6.153
2022-07-07,6.153
2022-07-08,6.153
2022-07-09,6.153
2022-07-10,6.153
2022-07-11,6.153
2022-07-12,6.153
2022-07-13,6.153
2022-07-14,6.151
2022-07-15,6.151
2022-07-16,6.151
2022-07-17,6.151
2022-07-18,6.149
2022-07-19,6.149
2022-07-20,6.149
2022-07-21,6.148
2022-07-22,6.148
2022-07-23,6.148
2022-07-24,6.148
2022-07-25,6.148
2022-07-26,6.148
2022-07-27,6.148
2022-07-28,6.148
2022-07-29,6.148
2022-07-30,6.148
2022-07-31,6.148
2022-08-01,6.148
2022-08-02,6.139
2022-08-03,6.139
2022-08-04,6.137
2022-08-05,6.137
2022-08-06,6.137
2022-08-07,6.137
2022-08-08,6.134
2022-08-09,6.134
2022-08-10,6.134
2022-08-11,6.134
2022-08-12,6.134
2022-08-13,6.134
2022-08-14,6.134
2022-08-15,6.134
2022-08-16,6.134
2022-08-17,6.134
2022-08-18,6.134
2022-08-19,6.134
2022-08-20,6.134
2022-08-21,6.134
2022-08-22,6.134
2022-08-23,6.134
2022-08-24,6.134
2022-08-25,6.134
2022-08-26,6.134
2022-08-27,6.134
2022-08-28,6.134
2022-08-29,6.134
2022-08-30,6.134
2022-08-31,6.134
2022-09-01,6.134
2022-09-02,6.134
2022-09-03,6.134
2022-09-04,6.134
2022-09-05,6.127
2022-09-06,6.127
2022-09-07,6.127
2022-09-08,6.127
2022-09-09,6.109
2022-09-10,6.109
2022-09-11,6.109
2022-09-12,6.109
2022-09-13,6.109
2022-09-14,6.109
2022-09-15,6.109
2022-09-16,6.109
2022-09-17,6.109
2022-09-18,6.109
2022-09-19,6.109
2022-09-20,6.109
2022-09-21,6.109
2022-09-22,6.109
2022-09-23,6.109
2022-09-24,6.109
2022-09-25,6.113
2022-09-26,6.113
2022-09-27,6.122
2022-09-28,6.122
2022-09-29,6.122
2022-09-30,6.122
2022-10-01,6.122
2022-10-02,6.122
2022-10-03,6.122
2022-10-04,6.124
2022-10-05,6.139
2022-10-06,6.139
2022-10-07,6.139
2022-10-08,6.139
2022-10-09,6.139
2022-10-10,6.139
2022-10-11,6.139
2022-10-12,6.139
2022-10-13,6.139
2022-10-14,6.139
2022-10-15,6.139
2022-10-16,6.139
2022-10-17,6.139
2022-10-18,6.139
2022-10-19,6.134
2022-10-20,6.134
2022-10-21,6.134
2022-10-22,6.134
2022-10-23,6.128
2022-10-24,6.125
2022-10-25,6.125
2022-10-26,6.125
2022-10-27,6.125
2022-10-28,6.125
2022-10-29,6.125
2022-10-30,6.125
2022-10-31,6.125
2022-11-01,6.125
2022-11-02,6.125
2022-11-03,6.125
2022-11-04,6.108
2022-11-05,6.108
2022-11-06,6.095
2022-11-07,6.095
2022-11-08,6.092
2022-11-09,6.085
2022-11-10,6.085
2022-11-11,6.094
2022-11-12,6.094
2022-11-13,6.094
2022-11-14,6.094
2022-11-15,6.094
2022-11-16,6.094
2022-11-17,6.094
2022-11-18,6.094
2022-11-19,6.094
2022-11-20,6.085
2022-11-21,6.075
2022-11-22,6.075
2022-11-23,6.075
2022-11-24,6.075
2022-11-25,6.075
2022-11-26,6.075
2022-11-27,6.075
2022-11-28,6.075
2022-11-29,6.075
2022-11-30,6.075
2022-12-01,6.075
2022-12-02,6.075
2022-12-03,6.075
2022-12-04,6.075
2022-12-05,6.048
2022-12-06,6.048
2022-12-07,6.026
2022-12-08,6.026
2022-12-09,6.026
2022-12-10,6.026
2022-12-11,6.026
2022-12-12,6.026
2022-12-13,6.011
2022-12-14,6.011
2022-12-15,6.013
2022-12-16,6.013
2022-12-17,6.013
2022-12-18,6.013
2022-12-19,6.013
2022-12-20,6.013
2022-12-21,6.013
2022-12-22,6.013
2022-12-23,6.013
2022-12-24,6.013
2022-12-25,6.013
2022-12-26,6.013
2022-12-27,6.013
2022-12-28,6.013
2022-12-29,6.013
2022-12-30,6.013
2022-12-31,6.013
2023-01-01,6.013
2023-01-02,6.013
2023-01-03,6.013
2023-01-04,6.013
2023-01-05,6.013
2023-01-06,6.013
2023-01-07,6.013
2023-01-08,6.013
2023-01-09,6.013
2023-01-10,6.013
2023-01-11,6.013
2023-01-12,6.013
2023-01-13,6.013
2023-01-14,6.013
2023-01-15,6.013
2023-01-16,6.016
2023-01-17,5.98
2023-01-18,6.012
2023-01-19,6.01
2023-01-20,6.01
2023-01-21,6.01
2023-01-22,6.01
2023-01-23,6.004
2023-01-24,6.009
2023-01-25,6.005
2023-01-26,6.005
2023-01-27,6.005
2023-01-28,6.005
2023-01-29,6.005
2023-01-30,6.005
2023-01-31,6.005
2023-02-01,6.005
2023-02-02,6.005
2023-02-03,6.001
2023-02-04,6.001
2023-02-05,5.998
2023-02-06,5.998
2023-02-07,5.998
2023-02-08,5.998
2023-02-09,5.997
2023-02-10,5.996
2023-02-11,5.996
2023-02-12,5.996
2023-02-13,5.996
2023-02-14,5.996
2023-02-15,5.993
2023-02-16,5.993
2023-02-17,5.993
2023-02-18,5.993
2023-02-19,5.993
2023-02-20,5.993
2023-02-21,5.993
2023-02-22,5.996
2023-02-23,5.997
2023-02-24,5.997
2023-02-25,5.997
2023-02-26,5.997
2023-02-27,5.997
2023-02-28,5.997
2023-03-01,5.997
2023-03-02,5.988
2023-03-03,5.988
2023-03-04,5.988
2023-03-05,5.988
2023-03-06,5.988
2023-03-07,5.988
2023-03-08,5.988
2023-03-09,5.988
2023-03-10,5.988
2023-03-11,5.988
2023-03-12,5.993
2023-03-13,5.993
2023-03-14,5.993
2023-03-15,5.987
2023-03-16,5.988
2023-03-17,5.988
2023-03-18,5.988
2023-03-19,5.988
2023-03-20,5.988
2023-03-21,5.988
2023-03-22,5.988
2023-03-23,5.99
2023-03-24,5.985
2023-03-25,5.985
2023-03-26,5.985
2023-03-27,5.985
2023-03-28,5.985
2023-03-29,5.981
2023-03-30,5.981
2023-03-31,5.981
2023-04-01,5.981
2023-04-02,5.981
2023-04-03,5.981
2023-04-04,5.981
2023-04-05,5.981
2023-04-06,5.981
2023-04-07,5.981
2023-04-08,5.981
2023-04-09,5.981
2023-04-10,5.981
2023-04-11,5.981
2023-04-12,5.981
2023-04-13,5.981
2023-04-14,5.981
2023-04-15,5.981
2023-04-16,5.981
2023-04-17,5.981
2023-04-18,5.989
2023-04-19,5.989
2023-04-20,5.989
2023-04-21,5.989
2023-04-22,5.989
2023-04-23,5.989
2023-04-24,5.989
2023-04-25,5.989
2023-04-26,5.989
2023-04-27,5.989
2023-04-28,5.989
2023-04-29,5.989
2023-04-30,5.989
2023-05-01,5.989
2023-05-02,5.989
2023-05-03,5.989
2023-05-04,5.989
2023-05-05,5.989
2023-05-06,5.989
2023-05-07,5.989
2023-05-08,5.989
2023-05-09,5.989
2023-05-10,5.989
2023-05-11,5.989
2023-05-12,5.989
2023-05-13,5.989
2023-05-14,5.989
2023-05-15,5.989
2023-05-16,5.989
2023-05-17,5.992
2023-05-18,5.992
2023-05-19,5.992
2023-05-20,5.992
2023-05-21,5.992
2023-05-22,5.992
2023-05-23,5.992
2023-05-24,5.992
2023-05-25,5.992
2023-05-26,5.992
2023-05-27,5.992
2023-05-28,5.992
2023-05-29,5.992
2023-05-30,5.992
2023-05-31,5.992
2023-06-01,5.992
2023-06-02,5.992
2023-06-03,5.992
2023-06-04,5.992
2023-06-05,5.992
2023-06-06,5.99
2023-06-07,5.987
2023-06-08,5.981
2023-06-09,5.981
2023-06-10,5.981
2023-06-11,5.981
2023-06-12,5.974
2023-06-13,5.975
2023-06-14,5.972
2023-06-15,5.972
2023-06-16,5.972
2023-06-17,5.972
2023-06-18,5.972
2023-06-19,5.972
2023-06-20,5.972
2023-06-21,5.972
2023-06-22,5.972
2023-06-23,5.972
2023-06-24,5.972
2023-06-25,5.972
2023-06-26,5.972
2023-06-27,5.972
