,JLL US Equity
2021-04-01,16.18
2021-04-02,16.5
2021-04-03,16.5
2021-04-04,16.5
2021-04-05,16.5
2021-04-06,16.5
2021-04-07,16.5
2021-04-08,16.5
2021-04-09,16.5
2021-04-10,16.5
2021-04-11,16.5
2021-04-12,16.5
2021-04-13,16.5
2021-04-14,16.5
2021-04-15,16.5
2021-04-16,16.5
2021-04-17,16.5
2021-04-18,16.5
2021-04-19,16.5
2021-04-20,16.5
2021-04-21,16.5
2021-04-22,16.5
2021-04-23,16.5
2021-04-24,16.5
2021-04-25,16.5
2021-04-26,16.5
2021-04-27,16.5
2021-04-28,16.5
2021-04-29,16.5
2021-04-30,16.5
2021-05-01,16.5
2021-05-02,16.5
2021-05-03,16.5
2021-05-04,16.5
2021-05-05,16.7
2021-05-06,15.95
2021-05-07,15.95
2021-05-08,15.95
2021-05-09,15.95
2021-05-10,15.95
2021-05-11,15.95
2021-05-12,15.95
2021-05-13,15.95
2021-05-14,15.95
2021-05-15,15.95
2021-05-16,15.95
2021-05-17,15.95
2021-05-18,15.95
2021-05-19,15.95
2021-05-20,15.95
2021-05-21,15.95
2021-05-22,15.95
2021-05-23,15.95
2021-05-24,15.95
2021-05-25,15.95
2021-05-26,15.95
2021-05-27,15.95
2021-05-28,15.95
2021-05-29,15.95
2021-05-30,15.95
2021-05-31,15.95
2021-06-01,15.95
2021-06-02,15.95
2021-06-03,15.95
2021-06-04,15.95
2021-06-05,15.95
2021-06-06,15.95
2021-06-07,15.95
2021-06-08,15.95
2021-06-09,15.95
2021-06-10,15.95
2021-06-11,15.95
2021-06-12,15.95
2021-06-13,15.95
2021-06-14,15.95
2021-06-15,15.95
2021-06-16,15.95
2021-06-17,15.95
2021-06-18,15.95
2021-06-19,15.95
2021-06-20,15.95
2021-06-21,15.95
2021-06-22,15.95
2021-06-23,15.95
2021-06-24,15.95
2021-06-25,15.95
2021-06-26,15.95
2021-06-27,15.95
2021-06-28,15.95
2021-06-29,15.95
2021-06-30,15.95
2021-07-01,15.95
2021-07-02,15.95
2021-07-03,15.95
2021-07-04,15.95
2021-07-05,15.95
2021-07-06,15.95
2021-07-07,15.95
2021-07-08,15.95
2021-07-09,15.95
2021-07-10,15.95
2021-07-11,15.95
2021-07-12,15.95
2021-07-13,15.95
2021-07-14,15.95
2021-07-15,15.95
2021-07-16,15.95
2021-07-17,15.95
2021-07-18,15.95
2021-07-19,15.95
2021-07-20,15.95
2021-07-21,15.95
2021-07-22,15.95
2021-07-23,15.95
2021-07-24,15.95
2021-07-25,15.95
2021-07-26,15.95
2021-07-27,15.95
2021-07-28,15.95
2021-07-29,15.95
2021-07-30,15.95
2021-07-31,15.95
2021-08-01,15.95
2021-08-02,15.95
2021-08-03,15.95
2021-08-04,20.235
2021-08-05,20.235
2021-08-06,20.235
2021-08-07,20.235
2021-08-08,20.235
2021-08-09,20.235
2021-08-10,20.235
2021-08-11,20.235
2021-08-12,20.235
2021-08-13,20.235
2021-08-14,20.235
2021-08-15,20.235
2021-08-16,20.235
2021-08-17,20.235
2021-08-18,20.235
2021-08-19,20.235
2021-08-20,20.235
2021-08-21,20.235
2021-08-22,20.235
2021-08-23,20.235
2021-08-24,20.235
2021-08-25,20.235
2021-08-26,20.235
2021-08-27,20.235
2021-08-28,20.235
2021-08-29,20.235
2021-08-30,20.235
2021-08-31,20.235
2021-09-01,20.235
2021-09-02,20.235
2021-09-03,20.235
2021-09-04,20.235
2021-09-05,20.235
2021-09-06,20.235
2021-09-07,20.235
2021-09-08,20.235
2021-09-09,20.235
2021-09-10,20.235
2021-09-11,20.235
2021-09-12,20.235
2021-09-13,20.235
2021-09-14,20.235
2021-09-15,20.235
2021-09-16,20.235
2021-09-17,20.235
2021-09-18,20.235
2021-09-19,20.235
2021-09-20,20.235
2021-09-21,20.235
2021-09-22,20.235
2021-09-23,20.235
2021-09-24,20.235
2021-09-25,20.235
2021-09-26,20.235
2021-09-27,20.235
2021-09-28,20.235
2021-09-29,20.235
2021-09-30,20.235
2021-10-01,20.235
2021-10-02,20.235
2021-10-03,20.235
2021-10-04,20.235
2021-10-05,20.235
2021-10-06,20.235
2021-10-07,20.235
2021-10-08,20.235
2021-10-09,20.235
2021-10-10,20.235
2021-10-11,20.235
2021-10-12,20.235
2021-10-13,20.235
2021-10-14,20.235
2021-10-15,20.235
2021-10-16,20.235
2021-10-17,20.235
2021-10-18,20.235
2021-10-19,20.235
2021-10-20,20.235
2021-10-21,20.235
2021-10-22,20.285
2021-10-23,20.285
2021-10-24,20.285
2021-10-25,20.285
2021-10-26,20.285
2021-10-27,20.285
2021-10-28,20.285
2021-10-29,20.285
2021-10-30,20.285
2021-10-31,20.285
2021-11-01,20.285
2021-11-02,20.285
2021-11-03,20.835
2021-11-04,21.7
2021-11-05,21.7
2021-11-06,21.7
2021-11-07,21.7
2021-11-08,21.7
2021-11-09,21.7
2021-11-10,21.7
2021-11-11,21.7
2021-11-12,21.7
2021-11-13,21.7
2021-11-14,21.7
2021-11-15,21.7
2021-11-16,21.7
2021-11-17,21.7
2021-11-18,21.7
2021-11-19,21.7
2021-11-20,21.7
2021-11-21,21.7
2021-11-22,21.7
2021-11-23,21.7
2021-11-24,21.7
2021-11-25,21.7
2021-11-26,21.7
2021-11-27,21.7
2021-11-28,21.7
2021-11-29,21.7
2021-11-30,21.7
2021-12-01,21.7
2021-12-02,21.7
2021-12-03,21.7
2021-12-04,21.7
2021-12-05,21.7
2021-12-06,21.7
2021-12-07,21.7
2021-12-08,21.7
2021-12-09,21.7
2021-12-10,21.7
2021-12-11,21.7
2021-12-12,21.7
2021-12-13,21.7
2021-12-14,21.7
2021-12-15,21.7
2021-12-16,20.153
2021-12-17,20.153
2021-12-18,20.153
2021-12-19,20.153
2021-12-20,20.153
2021-12-21,20.153
2021-12-22,20.153
2021-12-23,20.153
2021-12-24,20.153
2021-12-25,20.153
2021-12-26,20.153
2021-12-27,20.153
2021-12-28,20.153
2021-12-29,20.153
2021-12-30,20.153
2021-12-31,20.153
2022-01-01,20.153
2022-01-02,20.153
2022-01-03,20.153
2022-01-04,20.153
2022-01-05,20.153
2022-01-06,20.153
2022-01-07,20.153
2022-01-08,20.153
2022-01-09,20.153
2022-01-10,20.153
2022-01-11,20.153
2022-01-12,20.153
2022-01-13,20.153
2022-01-14,20.153
2022-01-15,20.153
2022-01-16,20.153
2022-01-17,20.153
2022-01-18,20.153
2022-01-19,20.153
2022-01-20,20.153
2022-01-21,20.47
2022-01-22,20.47
2022-01-23,20.47
2022-01-24,20.47
2022-01-25,20.47
2022-01-26,20.47
2022-01-27,20.47
2022-01-28,20.47
2022-01-29,20.47
2022-01-30,20.47
2022-01-31,20.47
2022-02-01,20.47
2022-02-02,20.47
2022-02-03,20.47
2022-02-04,20.47
2022-02-05,20.47
2022-02-06,20.47
2022-02-07,20.47
2022-02-08,20.47
2022-02-09,20.47
2022-02-10,20.47
2022-02-11,20.47
2022-02-12,20.47
2022-02-13,20.47
2022-02-14,20.47
2022-02-15,20.47
2022-02-16,20.47
2022-02-17,20.47
2022-02-18,20.47
2022-02-19,20.47
2022-02-20,20.47
2022-02-21,20.47
2022-02-22,20.47
2022-02-23,20.47
2022-02-24,20.47
2022-02-25,20.47
2022-02-26,20.47
2022-02-27,20.47
2022-02-28,21.153
2022-03-01,21.747
2022-03-02,21.747
2022-03-03,21.747
2022-03-04,21.747
2022-03-05,21.747
2022-03-06,21.747
2022-03-07,21.747
2022-03-08,21.747
2022-03-09,21.747
2022-03-10,21.747
2022-03-11,21.747
2022-03-12,21.747
2022-03-13,21.747
2022-03-14,21.747
2022-03-15,21.747
2022-03-16,21.747
2022-03-17,21.747
2022-03-18,21.747
2022-03-19,21.747
2022-03-20,22.04
2022-03-21,22.04
2022-03-22,22.04
2022-03-23,22.04
2022-03-24,22.04
2022-03-25,22.04
2022-03-26,22.04
2022-03-27,22.04
2022-03-28,22.04
2022-03-29,22.04
2022-03-30,22.04
2022-03-31,22.04
2022-04-01,22.04
2022-04-02,22.04
2022-04-03,22.04
2022-04-04,22.04
2022-04-05,22.35
2022-04-06,22.35
2022-04-07,22.35
2022-04-08,22.35
2022-04-09,22.35
2022-04-10,22.35
2022-04-11,22.35
2022-04-12,22.35
2022-04-13,22.35
2022-04-14,22.35
2022-04-15,22.35
2022-04-16,22.35
2022-04-17,22.35
2022-04-18,22.35
2022-04-19,22.35
2022-04-20,22.35
2022-04-21,22.35
2022-04-22,22.35
2022-04-23,22.35
2022-04-24,22.35
2022-04-25,22.213
2022-04-26,22.213
2022-04-27,22.213
2022-04-28,22.213
2022-04-29,22.213
2022-04-30,22.213
2022-05-01,22.213
2022-05-02,22.213
2022-05-03,22.213
2022-05-04,22.213
2022-05-05,22.213
2022-05-06,22.185
2022-05-07,22.185
2022-05-08,22.185
2022-05-09,22.323
2022-05-10,22.35
2022-05-11,22.35
2022-05-12,22.35
2022-05-13,22.35
2022-05-14,22.35
2022-05-15,22.35
2022-05-16,22.35
2022-05-17,22.35
2022-05-18,21.848
2022-05-19,21.848
2022-05-20,21.848
2022-05-21,21.848
2022-05-22,21.848
2022-05-23,21.848
2022-05-24,21.848
2022-05-25,21.848
2022-05-26,21.848
2022-05-27,21.848
2022-05-28,21.848
2022-05-29,21.848
2022-05-30,21.848
2022-05-31,21.848
2022-06-01,22.79
2022-06-02,22.79
2022-06-03,22.79
2022-06-04,22.79
2022-06-05,22.79
2022-06-06,22.79
2022-06-07,22.79
2022-06-08,22.79
2022-06-09,22.79
2022-06-10,22.79
2022-06-11,22.79
2022-06-12,22.79
2022-06-13,22.79
2022-06-14,22.79
2022-06-15,22.79
2022-06-16,22.79
2022-06-17,22.79
2022-06-18,22.79
2022-06-19,22.79
2022-06-20,22.79
2022-06-21,22.79
2022-06-22,22.79
2022-06-23,22.79
2022-06-24,22.79
2022-06-25,22.79
2022-06-26,22.79
2022-06-27,22.79
2022-06-28,22.79
2022-06-29,22.79
2022-06-30,22.79
2022-07-01,22.79
2022-07-02,22.79
2022-07-03,22.79
2022-07-04,22.79
2022-07-05,22.79
2022-07-06,23.164
2022-07-07,23.164
2022-07-08,23.164
2022-07-09,23.164
2022-07-10,23.164
2022-07-11,23.164
2022-07-12,23.164
2022-07-13,23.164
2022-07-14,23.164
2022-07-15,23.164
2022-07-16,22.388
2022-07-17,22.388
2022-07-18,22.388
2022-07-19,22.388
2022-07-20,22.388
2022-07-21,22.09
2022-07-22,22.09
2022-07-23,22.09
2022-07-24,22.09
2022-07-25,22.09
2022-07-26,22.09
2022-07-27,22.09
2022-07-28,22.09
2022-07-29,22.09
2022-07-30,22.09
2022-07-31,22.09
2022-08-01,22.09
2022-08-02,22.09
2022-08-03,21.938
2022-08-04,21.938
2022-08-05,22.047
2022-08-06,22.047
2022-08-07,22.047
2022-08-08,22.047
2022-08-09,22.047
2022-08-10,22.047
2022-08-11,22.038
2022-08-12,22.038
2022-08-13,22.038
2022-08-14,22.038
2022-08-15,22.038
2022-08-16,22.038
2022-08-17,22.038
2022-08-18,22.038
2022-08-19,22.038
2022-08-20,22.038
2022-08-21,22.038
2022-08-22,22.038
2022-08-23,22.038
2022-08-24,22.038
2022-08-25,22.038
2022-08-26,22.038
2022-08-27,22.038
2022-08-28,22.038
2022-08-29,22.038
2022-08-30,22.166
2022-08-31,22.166
2022-09-01,22.166
2022-09-02,22.166
2022-09-03,22.166
2022-09-04,22.166
2022-09-05,22.21
2022-09-06,22.21
2022-09-07,22.21
2022-09-08,22.076
2022-09-09,22.076
2022-09-10,22.076
2022-09-11,22.076
2022-09-12,22.076
2022-09-13,22.076
2022-09-14,22.076
2022-09-15,22.076
2022-09-16,22.076
2022-09-17,22.076
2022-09-18,22.076
2022-09-19,22.037
2022-09-20,22.037
2022-09-21,21.591
2022-09-22,21.591
2022-09-23,21.591
2022-09-24,21.591
2022-09-25,21.591
2022-09-26,21.591
2022-09-27,21.591
2022-09-28,21.591
2022-09-29,21.591
2022-09-30,21.591
2022-10-01,21.591
2022-10-02,21.657
2022-10-03,21.657
2022-10-04,21.657
2022-10-05,21.657
2022-10-06,21.657
2022-10-07,21.657
2022-10-08,21.657
2022-10-09,21.657
2022-10-10,21.559
2022-10-11,21.559
2022-10-12,21.559
2022-10-13,21.559
2022-10-14,21.559
2022-10-15,21.559
2022-10-16,21.559
2022-10-17,21.559
2022-10-18,21.287
2022-10-19,21.051
2022-10-20,20.949
2022-10-21,20.949
2022-10-22,20.949
2022-10-23,20.949
2022-10-24,20.96
2022-10-25,20.96
2022-10-26,20.96
2022-10-27,20.96
2022-10-28,20.96
2022-10-29,20.96
2022-10-30,20.96
2022-10-31,20.96
2022-11-01,20.96
2022-11-02,20.029
2022-11-03,20.029
2022-11-04,20.029
2022-11-05,20.029
2022-11-06,20.029
2022-11-07,19.27
2022-11-08,19.27
2022-11-09,19.27
2022-11-10,18.77
2022-11-11,18.77
2022-11-12,18.171
2022-11-13,18.171
2022-11-14,18.171
2022-11-15,18.171
2022-11-16,18.171
2022-11-17,18.171
2022-11-18,18.171
2022-11-19,18.171
2022-11-20,18.171
2022-11-21,18.171
2022-11-22,18.171
2022-11-23,18.171
2022-11-24,18.171
2022-11-25,18.171
2022-11-26,18.171
2022-11-27,18.171
2022-11-28,18.171
2022-11-29,18.171
2022-11-30,18.171
2022-12-01,18.171
2022-12-02,18.171
2022-12-03,18.171
2022-12-04,18.171
2022-12-05,18.171
2022-12-06,18.171
2022-12-07,18.171
2022-12-08,18.171
2022-12-09,18.171
2022-12-10,18.171
2022-12-11,18.171
2022-12-12,18.113
2022-12-13,18.113
2022-12-14,18.113
2022-12-15,18.113
2022-12-16,18.113
2022-12-17,18.113
2022-12-18,18.113
2022-12-19,18.113
2022-12-20,18.113
2022-12-21,18.113
2022-12-22,18.113
2022-12-23,18.113
2022-12-24,18.113
2022-12-25,18.113
2022-12-26,18.113
2022-12-27,18.113
2022-12-28,18.113
2022-12-29,18.113
2022-12-30,18.113
2022-12-31,18.113
2023-01-01,18.113
2023-01-02,18.113
2023-01-03,18.113
2023-01-04,18.113
2023-01-05,18.113
2023-01-06,18.113
2023-01-07,18.113
2023-01-08,18.113
2023-01-09,18.113
2023-01-10,18.113
2023-01-11,18.113
2023-01-12,18.113
2023-01-13,18.113
2023-01-14,18.113
2023-01-15,18.113
2023-01-16,18.113
2023-01-17,18.113
2023-01-18,18.113
2023-01-19,17.891
2023-01-20,17.603
2023-01-21,17.603
2023-01-22,17.603
2023-01-23,17.603
2023-01-24,17.603
2023-01-25,17.603
2023-01-26,17.568
2023-01-27,17.469
2023-01-28,17.469
2023-01-29,17.469
2023-01-30,17.469
2023-01-31,17.336
2023-02-01,17.336
2023-02-02,17.336
2023-02-03,17.336
2023-02-04,17.336
2023-02-05,17.336
2023-02-06,17.336
2023-02-07,17.336
2023-02-08,17.336
2023-02-09,17.336
2023-02-10,17.336
2023-02-11,17.336
2023-02-12,17.336
2023-02-13,17.336
2023-02-14,17.336
2023-02-15,17.336
2023-02-16,17.336
2023-02-17,17.336
2023-02-18,17.336
2023-02-19,17.336
2023-02-20,17.336
2023-02-21,17.336
2023-02-22,17.336
2023-02-23,17.336
2023-02-24,17.336
2023-02-25,17.336
2023-02-26,17.336
2023-02-27,17.201
2023-02-28,17.229
2023-03-01,17.229
2023-03-02,17.229
2023-03-03,17.242
2023-03-04,17.242
2023-03-05,17.242
2023-03-06,17.242
2023-03-07,17.242
2023-03-08,17.242
2023-03-09,17.242
2023-03-10,17.242
2023-03-11,17.242
2023-03-12,17.242
2023-03-13,17.242
2023-03-14,17.338
2023-03-15,17.289
2023-03-16,17.289
2023-03-17,17.289
2023-03-18,17.289
2023-03-19,17.289
2023-03-20,17.289
2023-03-21,17.289
2023-03-22,17.289
2023-03-23,17.289
2023-03-24,17.289
2023-03-25,17.289
2023-03-26,17.289
2023-03-27,17.512
2023-03-28,17.512
2023-03-29,17.512
2023-03-30,17.512
2023-03-31,17.512
2023-04-01,17.512
2023-04-02,17.512
2023-04-03,17.512
2023-04-04,17.512
2023-04-05,17.512
2023-04-06,17.512
2023-04-07,17.512
2023-04-08,17.512
2023-04-09,17.512
2023-04-10,17.307
2023-04-11,17.307
2023-04-12,17.307
2023-04-13,17.307
2023-04-14,17.307
2023-04-15,17.307
2023-04-16,17.307
2023-04-17,17.229
2023-04-18,17.229
2023-04-19,17.229
2023-04-20,17.113
2023-04-21,17.113
2023-04-22,17.113
2023-04-23,16.908
2023-04-24,16.908
2023-04-25,16.792
2023-04-26,16.792
2023-04-27,16.792
2023-04-28,16.665
2023-04-29,16.665
2023-04-30,16.665
2023-05-01,16.665
2023-05-02,16.665
2023-05-03,16.665
2023-05-04,16.741
2023-05-05,16.729
2023-05-06,16.726
2023-05-07,16.726
2023-05-08,16.726
2023-05-09,16.726
2023-05-10,16.726
2023-05-11,16.726
2023-05-12,16.726
2023-05-13,16.726
2023-05-14,16.726
2023-05-15,16.726
2023-05-16,16.726
2023-05-17,16.726
2023-05-18,16.685
2023-05-19,16.685
2023-05-20,16.685
2023-05-21,16.685
2023-05-22,16.685
2023-05-23,16.647
2023-05-24,16.647
2023-05-25,16.647
2023-05-26,16.55
2023-05-27,16.55
2023-05-28,16.55
2023-05-29,16.55
2023-05-30,16.55
2023-05-31,16.55
2023-06-01,16.553
2023-06-02,16.553
2023-06-03,16.553
2023-06-04,16.553
2023-06-05,16.553
2023-06-06,16.553
2023-06-07,16.553
2023-06-08,16.763
2023-06-09,16.763
2023-06-10,16.763
2023-06-11,16.763
2023-06-12,16.763
2023-06-13,16.763
2023-06-14,16.763
2023-06-15,16.763
2023-06-16,16.763
2023-06-17,16.763
2023-06-18,16.763
2023-06-19,16.763
2023-06-20,16.763
2023-06-21,16.763
2023-06-22,16.763
2023-06-23,16.899
2023-06-24,16.899
2023-06-25,16.899
2023-06-26,16.899
2023-06-27,16.899
2023-06-28,16.855
2023-06-29,16.855
2023-06-30,16.855
2023-07-01,16.855
2023-07-02,16.855
2023-07-03,16.855
2023-07-04,16.855
