,NI US Equity
2020-08-07,1.66
2020-08-08,1.66
2020-08-09,1.66
2020-08-10,1.66
2020-08-11,1.66
2020-08-12,1.66
2020-08-13,1.66
2020-08-14,1.66
2020-08-15,1.66
2020-08-16,1.66
2020-08-17,1.66
2020-08-18,1.66
2020-08-19,1.66
2020-08-20,1.66
2020-08-21,1.66
2020-08-22,1.66
2020-08-23,1.66
2020-08-24,1.66
2020-08-25,1.66
2020-08-26,1.66
2020-08-27,1.66
2020-08-28,1.66
2020-08-29,1.66
2020-08-30,1.66
2020-08-31,1.66
2020-09-01,1.66
2020-09-02,1.66
2020-09-03,1.66
2020-09-04,1.66
2020-09-05,1.66
2020-09-06,1.66
2020-09-07,1.66
2020-09-08,1.66
2020-09-09,1.66
2020-09-10,1.66
2020-09-11,1.66
2020-09-12,1.66
2020-09-13,1.66
2020-09-14,1.66
2020-09-15,1.66
2020-09-16,1.66
2020-09-17,1.66
2020-09-18,1.66
2020-09-19,1.66
2020-09-20,1.66
2020-09-21,1.66
2020-09-22,1.66
2020-09-23,1.66
2020-09-24,1.66
2020-09-25,1.66
2020-09-26,1.66
2020-09-27,1.66
2020-09-28,1.66
2020-09-29,1.66
2020-09-30,1.66
2020-10-01,1.66
2020-10-02,1.66
2020-10-03,1.66
2020-10-04,1.66
2020-10-05,1.66
2020-10-06,1.66
2020-10-07,1.66
2020-10-08,1.66
2020-10-09,1.66
2020-10-10,1.66
2020-10-11,1.66
2020-10-12,1.66
2020-10-13,1.66
2020-10-14,1.66
2020-10-15,1.66
2020-10-16,1.66
2020-10-17,1.66
2020-10-18,1.66
2020-10-19,1.66
2020-10-20,1.66
2020-10-21,1.66
2020-10-22,1.66
2020-10-23,1.66
2020-10-24,1.66
2020-10-25,1.66
2020-10-26,1.66
2020-10-27,1.66
2020-10-28,1.66
2020-10-29,1.66
2020-10-30,1.66
2020-10-31,1.66
2020-11-01,1.66
2020-11-02,1.66
2020-11-03,1.66
2020-11-04,1.66
2020-11-05,1.66
2020-11-06,1.66
2020-11-07,1.66
2020-11-08,1.66
2020-11-09,1.66
2020-11-10,1.66
2020-11-11,1.66
2020-11-12,1.66
2020-11-13,1.66
2020-11-14,1.66
2020-11-15,1.66
2020-11-16,1.66
2020-11-17,1.66
2020-11-18,1.66
2020-11-19,1.66
2020-11-20,1.66
2020-11-21,1.66
2020-11-22,1.66
2020-11-23,1.66
2020-11-24,1.66
2020-11-25,1.66
2020-11-26,1.66
2020-11-27,1.66
2020-11-28,1.66
2020-11-29,1.66
2020-11-30,1.66
2020-12-01,1.66
2020-12-02,1.66
2020-12-03,1.66
2020-12-04,1.66
2020-12-05,1.66
2020-12-06,1.66
2020-12-07,1.66
2020-12-08,1.66
2020-12-09,1.66
2020-12-10,1.66
2020-12-11,1.66
2020-12-12,1.66
2020-12-13,1.66
2020-12-14,1.66
2020-12-15,1.66
2020-12-16,1.66
2020-12-17,1.66
2020-12-18,1.66
2020-12-19,1.66
2020-12-20,1.66
2020-12-21,1.66
2020-12-22,1.66
2020-12-23,1.66
2020-12-24,1.66
2020-12-25,1.66
2020-12-26,1.66
2020-12-27,1.66
2020-12-28,1.66
2020-12-29,1.66
2020-12-30,1.66
2020-12-31,1.66
2021-01-01,1.66
2021-01-02,1.66
2021-01-03,1.66
2021-01-04,1.66
2021-01-05,1.66
2021-01-06,1.66
2021-01-07,1.66
2021-01-08,1.66
2021-01-09,1.66
2021-01-10,1.66
2021-01-11,1.66
2021-01-12,1.66
2021-01-13,1.66
2021-01-14,1.66
2021-01-15,1.66
2021-01-16,1.66
2021-01-17,1.66
2021-01-18,1.66
2021-01-19,1.66
2021-01-20,1.66
2021-01-21,1.66
2021-01-22,1.66
2021-01-23,1.66
2021-01-24,1.66
2021-01-25,1.66
2021-01-26,1.66
2021-01-27,1.66
2021-01-28,1.66
2021-01-29,1.66
2021-01-30,1.66
2021-01-31,1.66
2021-02-01,1.66
2021-02-02,1.66
2021-02-03,1.66
2021-02-04,1.66
2021-02-05,1.66
2021-02-06,1.66
2021-02-07,1.66
2021-02-08,1.66
2021-02-09,1.66
2021-02-10,1.66
2021-02-11,1.66
2021-02-12,1.66
2021-02-13,1.66
2021-02-14,1.66
2021-02-15,1.66
2021-02-16,1.66
2021-02-17,1.66
2021-02-18,1.695
2021-02-19,1.695
2021-02-20,1.695
2021-02-21,1.695
2021-02-22,1.695
2021-02-23,1.695
2021-02-24,1.695
2021-02-25,1.695
2021-02-26,1.695
2021-02-27,1.695
2021-02-28,1.695
2021-03-01,1.695
2021-03-02,1.695
2021-03-03,1.695
2021-03-04,1.695
2021-03-05,1.695
2021-03-06,1.695
2021-03-07,1.695
2021-03-08,1.695
2021-03-09,1.695
2021-03-10,1.695
2021-03-11,1.695
2021-03-12,1.695
2021-03-13,1.695
2021-03-14,1.695
2021-03-15,1.695
2021-03-16,1.695
2021-03-17,1.695
2021-03-18,1.695
2021-03-19,1.695
2021-03-20,1.695
2021-03-21,1.695
2021-03-22,1.695
2021-03-23,1.695
2021-03-24,1.695
2021-03-25,1.695
2021-03-26,1.695
2021-03-27,1.695
2021-03-28,1.695
2021-03-29,1.695
2021-03-30,1.695
2021-03-31,1.695
2021-04-01,1.695
2021-04-02,1.695
2021-04-03,1.695
2021-04-04,1.695
2021-04-05,1.695
2021-04-06,1.695
2021-04-07,1.695
2021-04-08,1.695
2021-04-09,1.695
2021-04-10,1.695
2021-04-11,1.695
2021-04-12,1.695
2021-04-13,1.707
2021-04-14,1.707
2021-04-15,1.707
2021-04-16,1.7
2021-04-17,1.7
2021-04-18,1.7
2021-04-19,1.7
2021-04-20,1.7
2021-04-21,1.7
2021-04-22,1.7
2021-04-23,1.692
2021-04-24,1.692
2021-04-25,1.692
2021-04-26,1.692
2021-04-27,1.692
2021-04-28,1.692
2021-04-29,1.692
2021-04-30,1.692
2021-05-01,1.687
2021-05-02,1.687
2021-05-03,1.687
2021-05-04,1.687
2021-05-05,1.692
2021-05-06,1.696
2021-05-07,1.696
2021-05-08,1.696
2021-05-09,1.696
2021-05-10,1.696
2021-05-11,1.696
2021-05-12,1.696
2021-05-13,1.696
2021-05-14,1.696
2021-05-15,1.696
2021-05-16,1.696
2021-05-17,1.696
2021-05-18,1.696
2021-05-19,1.696
2021-05-20,1.696
2021-05-21,1.696
2021-05-22,1.696
2021-05-23,1.696
2021-05-24,1.696
2021-05-25,1.696
2021-05-26,1.696
2021-05-27,1.696
2021-05-28,1.696
2021-05-29,1.696
2021-05-30,1.696
2021-05-31,1.696
2021-06-01,1.696
2021-06-02,1.696
2021-06-03,1.696
2021-06-04,1.696
2021-06-05,1.696
2021-06-06,1.696
2021-06-07,1.696
2021-06-08,1.696
2021-06-09,1.696
2021-06-10,1.696
2021-06-11,1.696
2021-06-12,1.696
2021-06-13,1.696
2021-06-14,1.696
2021-06-15,1.696
2021-06-16,1.696
2021-06-17,1.696
2021-06-18,1.696
2021-06-19,1.696
2021-06-20,1.696
2021-06-21,1.696
2021-06-22,1.696
2021-06-23,1.696
2021-06-24,1.696
2021-06-25,1.696
2021-06-26,1.696
2021-06-27,1.696
2021-06-28,1.696
2021-06-29,1.696
2021-06-30,1.696
2021-07-01,1.696
2021-07-02,1.696
2021-07-03,1.696
2021-07-04,1.696
2021-07-05,1.696
2021-07-06,1.696
2021-07-07,1.696
2021-07-08,1.696
2021-07-09,1.696
2021-07-10,1.696
2021-07-11,1.696
2021-07-12,1.696
2021-07-13,1.7
2021-07-14,1.7
2021-07-15,1.7
2021-07-16,1.7
2021-07-17,1.7
2021-07-18,1.7
2021-07-19,1.7
2021-07-20,1.7
2021-07-21,1.7
2021-07-22,1.7
2021-07-23,1.7
2021-07-24,1.7
2021-07-25,1.7
2021-07-26,1.7
2021-07-27,1.7
2021-07-28,1.7
2021-07-29,1.7
2021-07-30,1.7
2021-07-31,1.7
2021-08-01,1.7
2021-08-02,1.7
2021-08-03,1.7
2021-08-04,1.7
2021-08-05,1.7
2021-08-06,1.7
2021-08-07,1.7
2021-08-08,1.7
2021-08-09,1.7
2021-08-10,1.7
2021-08-11,1.7
2021-08-12,1.7
2021-08-13,1.7
2021-08-14,1.7
2021-08-15,1.7
2021-08-16,1.7
2021-08-17,1.7
2021-08-18,1.7
2021-08-19,1.7
2021-08-20,1.7
2021-08-21,1.7
2021-08-22,1.7
2021-08-23,1.7
2021-08-24,1.7
2021-08-25,1.7
2021-08-26,1.7
2021-08-27,1.7
2021-08-28,1.7
2021-08-29,1.7
2021-08-30,1.7
2021-08-31,1.702
2021-09-01,1.702
2021-09-02,1.702
2021-09-03,1.702
2021-09-04,1.702
2021-09-05,1.702
2021-09-06,1.702
2021-09-07,1.702
2021-09-08,1.702
2021-09-09,1.702
2021-09-10,1.702
2021-09-11,1.702
2021-09-12,1.702
2021-09-13,1.702
2021-09-14,1.702
2021-09-15,1.702
2021-09-16,1.702
2021-09-17,1.702
2021-09-18,1.702
2021-09-19,1.702
2021-09-20,1.702
2021-09-21,1.702
2021-09-22,1.702
2021-09-23,1.702
2021-09-24,1.702
2021-09-25,1.702
2021-09-26,1.702
2021-09-27,1.702
2021-09-28,1.702
2021-09-29,1.702
2021-09-30,1.702
2021-10-01,1.702
2021-10-02,1.702
2021-10-03,1.702
2021-10-04,1.702
2021-10-05,1.702
2021-10-06,1.702
2021-10-07,1.702
2021-10-08,1.702
2021-10-09,1.702
2021-10-10,1.702
2021-10-11,1.702
2021-10-12,1.708
2021-10-13,1.708
2021-10-14,1.708
2021-10-15,1.708
2021-10-16,1.708
2021-10-17,1.708
2021-10-18,1.708
2021-10-19,1.708
2021-10-20,1.708
2021-10-21,1.708
2021-10-22,1.708
2021-10-23,1.708
2021-10-24,1.708
2021-10-25,1.708
2021-10-26,1.708
2021-10-27,1.708
2021-10-28,1.708
2021-10-29,1.708
2021-10-30,1.708
2021-10-31,1.708
2021-11-01,1.708
2021-11-02,1.708
2021-11-03,1.713
2021-11-04,1.713
2021-11-05,1.713
2021-11-06,1.713
2021-11-07,1.713
2021-11-08,1.713
2021-11-09,1.713
2021-11-10,1.713
2021-11-11,1.713
2021-11-12,1.713
2021-11-13,1.713
2021-11-14,1.713
2021-11-15,1.713
2021-11-16,1.727
2021-11-17,1.727
2021-11-18,1.727
2021-11-19,1.727
2021-11-20,1.727
2021-11-21,1.727
2021-11-22,1.727
2021-11-23,1.727
2021-11-24,1.727
2021-11-25,1.727
2021-11-26,1.727
2021-11-27,1.727
2021-11-28,1.727
2021-11-29,1.727
2021-11-30,1.724
2021-12-01,1.724
2021-12-02,1.724
2021-12-03,1.724
2021-12-04,1.724
2021-12-05,1.724
2021-12-06,1.724
2021-12-07,1.721
2021-12-08,1.721
2021-12-09,1.721
2021-12-10,1.721
2021-12-11,1.721
2021-12-12,1.721
2021-12-13,1.721
2021-12-14,1.721
2021-12-15,1.721
2021-12-16,1.721
2021-12-17,1.721
2021-12-18,1.721
2021-12-19,1.721
2021-12-20,1.721
2021-12-21,1.721
2021-12-22,1.721
2021-12-23,1.721
2021-12-24,1.721
2021-12-25,1.721
2021-12-26,1.721
2021-12-27,1.721
2021-12-28,1.721
2021-12-29,1.721
2021-12-30,1.721
2021-12-31,1.721
2022-01-01,1.721
2022-01-02,1.721
2022-01-03,1.721
2022-01-04,1.721
2022-01-05,1.721
2022-01-06,1.721
2022-01-07,1.721
2022-01-08,1.721
2022-01-09,1.721
2022-01-10,1.721
2022-01-11,1.721
2022-01-12,1.721
2022-01-13,1.721
2022-01-14,1.721
2022-01-15,1.721
2022-01-16,1.721
2022-01-17,1.721
2022-01-18,1.721
2022-01-19,1.721
2022-01-20,1.721
2022-01-21,1.721
2022-01-22,1.721
2022-01-23,1.721
2022-01-24,1.713
2022-01-25,1.72
2022-01-26,1.72
2022-01-27,1.72
2022-01-28,1.72
2022-01-29,1.72
2022-01-30,1.719
2022-01-31,1.719
2022-02-01,1.719
2022-02-02,1.719
2022-02-03,1.719
2022-02-04,1.719
2022-02-05,1.719
2022-02-06,1.719
2022-02-07,1.719
2022-02-08,1.719
2022-02-09,1.719
2022-02-10,1.72
2022-02-11,1.72
2022-02-12,1.72
2022-02-13,1.72
2022-02-14,1.72
2022-02-15,1.72
2022-02-16,1.72
2022-02-17,1.72
2022-02-18,1.72
2022-02-19,1.72
2022-02-20,1.72
2022-02-21,1.72
2022-02-22,1.72
2022-02-23,1.728
2022-02-24,1.728
2022-02-25,1.728
2022-02-26,1.728
2022-02-27,1.728
2022-02-28,1.728
2022-03-01,1.728
2022-03-02,1.728
2022-03-03,1.728
2022-03-04,1.728
2022-03-05,1.728
2022-03-06,1.728
2022-03-07,1.734
2022-03-08,1.734
2022-03-09,1.734
2022-03-10,1.734
2022-03-11,1.734
2022-03-12,1.734
2022-03-13,1.732
2022-03-14,1.732
2022-03-15,1.732
2022-03-16,1.747
2022-03-17,1.747
2022-03-18,1.747
2022-03-19,1.747
2022-03-20,1.745
2022-03-21,1.738
2022-03-22,1.738
2022-03-23,1.738
2022-03-24,1.738
2022-03-25,1.738
2022-03-26,1.738
2022-03-27,1.738
2022-03-28,1.738
2022-03-29,1.738
2022-03-30,1.738
2022-03-31,1.738
2022-04-01,1.738
2022-04-02,1.738
2022-04-03,1.738
2022-04-04,1.738
2022-04-05,1.738
2022-04-06,1.738
2022-04-07,1.738
2022-04-08,1.738
2022-04-09,1.738
2022-04-10,1.738
2022-04-11,1.738
2022-04-12,1.738
2022-04-13,1.738
2022-04-14,1.738
2022-04-15,1.738
2022-04-16,1.738
2022-04-17,1.738
2022-04-18,1.742
2022-04-19,1.742
2022-04-20,1.743
2022-04-21,1.743
2022-04-22,1.743
2022-04-23,1.743
2022-04-24,1.743
2022-04-25,1.739
2022-04-26,1.739
2022-04-27,1.739
2022-04-28,1.739
2022-04-29,1.739
2022-04-30,1.739
2022-05-01,1.739
2022-05-02,1.739
2022-05-03,1.739
2022-05-04,1.739
2022-05-05,1.739
2022-05-06,1.738
2022-05-07,1.738
2022-05-08,1.738
2022-05-09,1.738
2022-05-10,1.738
2022-05-11,1.738
2022-05-12,1.738
2022-05-13,1.738
2022-05-14,1.738
2022-05-15,1.737
2022-05-16,1.737
2022-05-17,1.737
2022-05-18,1.737
2022-05-19,1.737
2022-05-20,1.738
2022-05-21,1.738
2022-05-22,1.738
2022-05-23,1.738
2022-05-24,1.738
2022-05-25,1.738
2022-05-26,1.738
2022-05-27,1.738
2022-05-28,1.738
2022-05-29,1.738
2022-05-30,1.74
2022-05-31,1.74
2022-06-01,1.74
2022-06-02,1.74
2022-06-03,1.74
2022-06-04,1.74
2022-06-05,1.72
2022-06-06,1.72
2022-06-07,1.72
2022-06-08,1.72
2022-06-09,1.72
2022-06-10,1.72
2022-06-11,1.72
2022-06-12,1.72
2022-06-13,1.72
2022-06-14,1.72
2022-06-15,1.72
2022-06-16,1.72
2022-06-17,1.72
2022-06-18,1.72
2022-06-19,1.72
2022-06-20,1.72
2022-06-21,1.72
2022-06-22,1.72
2022-06-23,1.72
2022-06-24,1.72
2022-06-25,1.72
2022-06-26,1.72
2022-06-27,1.72
2022-06-28,1.72
2022-06-29,1.72
2022-06-30,1.72
2022-07-01,1.738
2022-07-02,1.738
2022-07-03,1.738
2022-07-04,1.738
2022-07-05,1.738
2022-07-06,1.738
2022-07-07,1.738
2022-07-08,1.738
2022-07-09,1.738
2022-07-10,1.738
2022-07-11,1.738
2022-07-12,1.738
2022-07-13,1.738
2022-07-14,1.738
2022-07-15,1.738
2022-07-16,1.738
2022-07-17,1.738
2022-07-18,1.74
2022-07-19,1.74
2022-07-20,1.74
2022-07-21,1.74
2022-07-22,1.74
2022-07-23,1.74
2022-07-24,1.74
2022-07-25,1.74
2022-07-26,1.74
2022-07-27,1.74
2022-07-28,1.74
2022-07-29,1.74
2022-07-30,1.74
2022-07-31,1.74
2022-08-01,1.74
2022-08-02,1.74
2022-08-03,1.743
2022-08-04,1.743
2022-08-05,1.743
2022-08-06,1.743
2022-08-07,1.743
2022-08-08,1.743
2022-08-09,1.744
2022-08-10,1.744
2022-08-11,1.744
2022-08-12,1.744
2022-08-13,1.744
2022-08-14,1.744
2022-08-15,1.744
2022-08-16,1.744
2022-08-17,1.744
2022-08-18,1.744
2022-08-19,1.744
2022-08-20,1.744
2022-08-21,1.744
2022-08-22,1.744
2022-08-23,1.744
2022-08-24,1.744
2022-08-25,1.742
2022-08-26,1.742
2022-08-27,1.742
2022-08-28,1.742
2022-08-29,1.742
2022-08-30,1.742
2022-08-31,1.742
2022-09-01,1.742
2022-09-02,1.742
2022-09-03,1.742
2022-09-04,1.742
2022-09-05,1.751
2022-09-06,1.751
2022-09-07,1.751
2022-09-08,1.751
2022-09-09,1.751
2022-09-10,1.751
2022-09-11,1.751
2022-09-12,1.751
2022-09-13,1.751
2022-09-14,1.751
2022-09-15,1.751
2022-09-16,1.751
2022-09-17,1.751
2022-09-18,1.751
2022-09-19,1.751
2022-09-20,1.751
2022-09-21,1.751
2022-09-22,1.751
2022-09-23,1.751
2022-09-24,1.751
2022-09-25,1.751
2022-09-26,1.751
2022-09-27,1.751
2022-09-28,1.751
2022-09-29,1.751
2022-09-30,1.742
2022-10-01,1.742
2022-10-02,1.742
2022-10-03,1.742
2022-10-04,1.742
2022-10-05,1.742
2022-10-06,1.742
2022-10-07,1.742
2022-10-08,1.742
2022-10-09,1.742
2022-10-10,1.742
2022-10-11,1.742
2022-10-12,1.742
2022-10-13,1.742
2022-10-14,1.742
2022-10-15,1.742
2022-10-16,1.742
2022-10-17,1.742
2022-10-18,1.742
2022-10-19,1.728
2022-10-20,1.728
2022-10-21,1.728
2022-10-22,1.728
2022-10-23,1.725
2022-10-24,1.724
2022-10-25,1.724
2022-10-26,1.724
2022-10-27,1.724
2022-10-28,1.724
2022-10-29,1.724
2022-10-30,1.724
2022-10-31,1.724
2022-11-01,1.726
2022-11-02,1.724
2022-11-03,1.724
2022-11-04,1.724
2022-11-05,1.724
2022-11-06,1.724
2022-11-07,1.714
2022-11-08,1.714
2022-11-09,1.711
2022-11-10,1.709
2022-11-11,1.709
2022-11-12,1.709
2022-11-13,1.709
2022-11-14,1.709
2022-11-15,1.709
2022-11-16,1.709
2022-11-17,1.709
2022-11-18,1.709
2022-11-19,1.709
2022-11-20,1.709
2022-11-21,1.709
2022-11-22,1.709
2022-11-23,1.709
2022-11-24,1.709
2022-11-25,1.709
2022-11-26,1.709
2022-11-27,1.709
2022-11-28,1.709
2022-11-29,1.709
2022-11-30,1.709
2022-12-01,1.709
2022-12-02,1.709
2022-12-03,1.709
2022-12-04,1.709
2022-12-05,1.709
2022-12-06,1.709
2022-12-07,1.709
2022-12-08,1.709
2022-12-09,1.689
2022-12-10,1.689
2022-12-11,1.689
2022-12-12,1.689
2022-12-13,1.689
2022-12-14,1.689
2022-12-15,1.689
2022-12-16,1.689
2022-12-17,1.689
2022-12-18,1.689
2022-12-19,1.689
2022-12-20,1.689
2022-12-21,1.689
2022-12-22,1.689
2022-12-23,1.689
2022-12-24,1.689
2022-12-25,1.689
2022-12-26,1.689
2022-12-27,1.689
2022-12-28,1.689
2022-12-29,1.689
2022-12-30,1.689
2022-12-31,1.689
2023-01-01,1.689
2023-01-02,1.689
2023-01-03,1.689
2023-01-04,1.689
2023-01-05,1.689
2023-01-06,1.689
2023-01-07,1.689
2023-01-08,1.689
2023-01-09,1.689
2023-01-10,1.689
2023-01-11,1.689
2023-01-12,1.689
2023-01-13,1.689
2023-01-14,1.689
2023-01-15,1.689
2023-01-16,1.689
2023-01-17,1.689
2023-01-18,1.689
2023-01-19,1.689
2023-01-20,1.689
2023-01-21,1.689
2023-01-22,1.683
2023-01-23,1.683
2023-01-24,1.683
2023-01-25,1.683
2023-01-26,1.681
2023-01-27,1.681
2023-01-28,1.681
2023-01-29,1.681
2023-01-30,1.681
2023-01-31,1.683
2023-02-01,1.683
2023-02-02,1.683
2023-02-03,1.683
2023-02-04,1.683
2023-02-05,1.683
2023-02-06,1.683
2023-02-07,1.683
2023-02-08,1.683
2023-02-09,1.683
2023-02-10,1.683
2023-02-11,1.683
2023-02-12,1.683
2023-02-13,1.683
2023-02-14,1.683
2023-02-15,1.683
2023-02-16,1.683
2023-02-17,1.683
2023-02-18,1.683
2023-02-19,1.683
2023-02-20,1.683
2023-02-21,1.683
2023-02-22,1.691
2023-02-23,1.68
2023-02-24,1.68
2023-02-25,1.68
2023-02-26,1.68
2023-02-27,1.68
2023-02-28,1.68
2023-03-01,1.68
2023-03-02,1.68
2023-03-03,1.68
2023-03-04,1.68
2023-03-05,1.68
2023-03-06,1.678
2023-03-07,1.678
2023-03-08,1.678
2023-03-09,1.678
2023-03-10,1.678
2023-03-11,1.678
2023-03-12,1.674
2023-03-13,1.675
2023-03-14,1.675
2023-03-15,1.675
2023-03-16,1.675
2023-03-17,1.675
2023-03-18,1.675
2023-03-19,1.675
2023-03-20,1.675
2023-03-21,1.675
2023-03-22,1.667
2023-03-23,1.667
2023-03-24,1.67
2023-03-25,1.67
2023-03-26,1.67
2023-03-27,1.67
2023-03-28,1.67
2023-03-29,1.67
2023-03-30,1.67
2023-03-31,1.67
2023-04-01,1.67
2023-04-02,1.67
2023-04-03,1.67
2023-04-04,1.67
2023-04-05,1.67
2023-04-06,1.67
2023-04-07,1.67
2023-04-08,1.67
2023-04-09,1.67
2023-04-10,1.67
2023-04-11,1.67
2023-04-12,1.67
2023-04-13,1.67
2023-04-14,1.67
2023-04-15,1.67
2023-04-16,1.67
2023-04-17,1.67
2023-04-18,1.67
2023-04-19,1.67
2023-04-20,1.672
2023-04-21,1.672
2023-04-22,1.672
2023-04-23,1.67
2023-04-24,1.673
2023-04-25,1.673
2023-04-26,1.673
2023-04-27,1.673
2023-04-28,1.673
2023-04-29,1.673
2023-04-30,1.67
2023-05-01,1.67
2023-05-02,1.67
2023-05-03,1.672
2023-05-04,1.672
2023-05-05,1.672
2023-05-06,1.672
2023-05-07,1.672
2023-05-08,1.672
2023-05-09,1.672
2023-05-10,1.682
2023-05-11,1.682
2023-05-12,1.682
2023-05-13,1.682
2023-05-14,1.682
2023-05-15,1.682
2023-05-16,1.682
2023-05-17,1.682
2023-05-18,1.682
2023-05-19,1.682
2023-05-20,1.682
2023-05-21,1.682
2023-05-22,1.682
2023-05-23,1.682
2023-05-24,1.682
2023-05-25,1.682
2023-05-26,1.682
2023-05-27,1.673
2023-05-28,1.673
2023-05-29,1.673
2023-05-30,1.673
2023-05-31,1.673
2023-06-01,1.673
2023-06-02,1.673
2023-06-03,1.673
2023-06-04,1.673
2023-06-05,1.673
2023-06-06,1.675
2023-06-07,1.675
2023-06-08,1.675
2023-06-09,1.675
2023-06-10,1.673
2023-06-11,1.673
2023-06-12,1.673
2023-06-13,1.673
2023-06-14,1.673
2023-06-15,1.673
2023-06-16,1.673
2023-06-17,1.673
2023-06-18,1.673
2023-06-19,1.683
2023-06-20,1.682
2023-06-21,1.683
2023-06-22,1.683
2023-06-23,1.683
