,BWA US Equity
2021-04-25,5.854
2021-04-26,5.854
2021-04-27,5.854
2021-04-28,5.854
2021-04-29,5.854
2021-04-30,5.854
2021-05-01,5.854
2021-05-02,5.854
2021-05-03,5.854
2021-05-04,5.854
2021-05-05,5.974
2021-05-06,5.944
2021-05-07,5.944
2021-05-08,5.944
2021-05-09,5.944
2021-05-10,6.034
2021-05-11,6.034
2021-05-12,6.034
2021-05-13,6.034
2021-05-14,6.034
2021-05-15,6.034
2021-05-16,6.034
2021-05-17,6.034
2021-05-18,6.034
2021-05-19,6.034
2021-05-20,6.034
2021-05-21,6.034
2021-05-22,6.034
2021-05-23,6.034
2021-05-24,6.034
2021-05-25,6.034
2021-05-26,6.034
2021-05-27,6.034
2021-05-28,6.034
2021-05-29,6.034
2021-05-30,6.034
2021-05-31,6.034
2021-06-01,6.034
2021-06-02,6.034
2021-06-03,6.034
2021-06-04,6.034
2021-06-05,6.034
2021-06-06,6.034
2021-06-07,6.034
2021-06-08,6.034
2021-06-09,6.034
2021-06-10,6.034
2021-06-11,6.034
2021-06-12,6.034
2021-06-13,6.034
2021-06-14,6.034
2021-06-15,6.034
2021-06-16,6.034
2021-06-17,6.034
2021-06-18,6.034
2021-06-19,6.034
2021-06-20,6.034
2021-06-21,6.034
2021-06-22,6.034
2021-06-23,6.034
2021-06-24,6.034
2021-06-25,6.034
2021-06-26,6.034
2021-06-27,6.034
2021-06-28,6.034
2021-06-29,6.034
2021-06-30,6.034
2021-07-01,6.034
2021-07-02,6.034
2021-07-03,6.034
2021-07-04,6.034
2021-07-05,6.034
2021-07-06,6.034
2021-07-07,6.022
2021-07-08,6.022
2021-07-09,6.022
2021-07-10,6.022
2021-07-11,6.022
2021-07-12,6.022
2021-07-13,6.102
2021-07-14,6.102
2021-07-15,6.102
2021-07-16,6.235
2021-07-17,6.235
2021-07-18,6.235
2021-07-19,6.235
2021-07-20,6.235
2021-07-21,6.235
2021-07-22,6.235
2021-07-23,6.235
2021-07-24,6.235
2021-07-25,6.235
2021-07-26,6.235
2021-07-27,6.235
2021-07-28,6.235
2021-07-29,6.235
2021-07-30,6.235
2021-07-31,6.235
2021-08-01,6.235
2021-08-02,6.235
2021-08-03,6.235
2021-08-04,6.218
2021-08-05,6.219
2021-08-06,6.294
2021-08-07,6.294
2021-08-08,6.294
2021-08-09,6.294
2021-08-10,6.294
2021-08-11,6.334
2021-08-12,6.334
2021-08-13,6.334
2021-08-14,6.334
2021-08-15,6.334
2021-08-16,6.334
2021-08-17,6.334
2021-08-18,6.334
2021-08-19,6.334
2021-08-20,6.334
2021-08-21,6.334
2021-08-22,6.334
2021-08-23,6.334
2021-08-24,6.334
2021-08-25,6.334
2021-08-26,6.334
2021-08-27,6.334
2021-08-28,6.334
2021-08-29,6.334
2021-08-30,6.334
2021-08-31,6.334
2021-09-01,6.334
2021-09-02,6.334
2021-09-03,6.334
2021-09-04,6.334
2021-09-05,6.334
2021-09-06,6.334
2021-09-07,6.334
2021-09-08,6.334
2021-09-09,6.334
2021-09-10,6.334
2021-09-11,6.334
2021-09-12,6.334
2021-09-13,6.334
2021-09-14,6.334
2021-09-15,6.334
2021-09-16,6.334
2021-09-17,6.334
2021-09-18,6.334
2021-09-19,6.334
2021-09-20,6.334
2021-09-21,6.334
2021-09-22,6.334
2021-09-23,6.334
2021-09-24,6.334
2021-09-25,6.334
2021-09-26,6.334
2021-09-27,6.334
2021-09-28,6.334
2021-09-29,6.334
2021-09-30,6.334
2021-10-01,6.334
2021-10-02,6.334
2021-10-03,6.334
2021-10-04,6.334
2021-10-05,6.334
2021-10-06,6.334
2021-10-07,6.334
2021-10-08,6.334
2021-10-09,6.334
2021-10-10,6.334
2021-10-11,6.359
2021-10-12,6.359
2021-10-13,6.359
2021-10-14,6.359
2021-10-15,6.359
2021-10-16,6.359
2021-10-17,6.359
2021-10-18,6.359
2021-10-19,6.359
2021-10-20,6.44
2021-10-21,6.44
2021-10-22,6.44
2021-10-23,6.44
2021-10-24,6.44
2021-10-25,6.44
2021-10-26,6.44
2021-10-27,6.44
2021-10-28,6.44
2021-10-29,6.44
2021-10-30,6.44
2021-10-31,6.44
2021-11-01,6.44
2021-11-02,6.44
2021-11-03,6.435
2021-11-04,6.518
2021-11-05,6.518
2021-11-06,6.518
2021-11-07,6.518
2021-11-08,6.518
2021-11-09,6.518
2021-11-10,6.518
2021-11-11,6.518
2021-11-12,6.509
2021-11-13,6.509
2021-11-14,6.509
2021-11-15,6.509
2021-11-16,6.509
2021-11-17,6.509
2021-11-18,6.509
2021-11-19,6.509
2021-11-20,6.509
2021-11-21,6.509
2021-11-22,6.509
2021-11-23,6.509
2021-11-24,6.509
2021-11-25,6.509
2021-11-26,6.509
2021-11-27,6.509
2021-11-28,6.509
2021-11-29,6.509
2021-11-30,6.509
2021-12-01,6.509
2021-12-02,6.509
2021-12-03,6.509
2021-12-04,6.509
2021-12-05,6.509
2021-12-06,6.509
2021-12-07,6.509
2021-12-08,6.509
2021-12-09,6.509
2021-12-10,6.509
2021-12-11,6.509
2021-12-12,6.509
2021-12-13,6.509
2021-12-14,6.509
2021-12-15,6.646
2021-12-16,6.703
2021-12-17,6.703
2021-12-18,6.703
2021-12-19,6.703
2021-12-20,6.703
2021-12-21,6.703
2021-12-22,6.703
2021-12-23,6.703
2021-12-24,6.703
2021-12-25,6.703
2021-12-26,6.703
2021-12-27,6.703
2021-12-28,6.703
2021-12-29,6.703
2021-12-30,6.703
2021-12-31,6.703
2022-01-01,6.703
2022-01-02,6.703
2022-01-03,6.703
2022-01-04,6.694
2022-01-05,6.694
2022-01-06,6.694
2022-01-07,6.694
2022-01-08,6.694
2022-01-09,6.694
2022-01-10,6.694
2022-01-11,6.694
2022-01-12,6.694
2022-01-13,6.694
2022-01-14,6.714
2022-01-15,6.714
2022-01-16,6.714
2022-01-17,6.714
2022-01-18,6.714
2022-01-19,6.714
2022-01-20,6.714
2022-01-21,6.714
2022-01-22,6.714
2022-01-23,6.714
2022-01-24,6.65
2022-01-25,6.65
2022-01-26,6.65
2022-01-27,6.65
2022-01-28,6.65
2022-01-29,6.65
2022-01-30,6.65
2022-01-31,6.65
2022-02-01,6.65
2022-02-02,6.65
2022-02-03,6.65
2022-02-04,6.65
2022-02-05,6.65
2022-02-06,6.65
2022-02-07,6.65
2022-02-08,6.65
2022-02-09,6.65
2022-02-10,6.65
2022-02-11,6.65
2022-02-12,6.65
2022-02-13,6.65
2022-02-14,6.65
2022-02-15,6.578
2022-02-16,6.478
2022-02-17,6.478
2022-02-18,6.496
2022-02-19,6.496
2022-02-20,6.411
2022-02-21,6.411
2022-02-22,6.411
2022-02-23,6.411
2022-02-24,6.411
2022-02-25,6.411
2022-02-26,6.411
2022-02-27,6.411
2022-02-28,6.26
2022-03-01,6.26
2022-03-02,6.26
2022-03-03,6.26
2022-03-04,6.26
2022-03-05,6.26
2022-03-06,6.26
2022-03-07,6.26
2022-03-08,6.26
2022-03-09,6.26
2022-03-10,6.26
2022-03-11,6.26
2022-03-12,6.26
2022-03-13,6.26
2022-03-14,6.26
2022-03-15,6.26
2022-03-16,6.26
2022-03-17,6.26
2022-03-18,6.26
2022-03-19,6.26
2022-03-20,6.26
2022-03-21,6.26
2022-03-22,6.31
2022-03-23,6.31
2022-03-24,6.31
2022-03-25,6.31
2022-03-26,6.31
2022-03-27,6.31
2022-03-28,6.31
2022-03-29,6.31
2022-03-30,6.259
2022-03-31,6.259
2022-04-01,6.239
2022-04-02,6.2
2022-04-03,6.2
2022-04-04,6.2
2022-04-05,6.075
2022-04-06,6.067
2022-04-07,6.023
2022-04-08,6.023
2022-04-09,6.023
2022-04-10,6.023
2022-04-11,6.012
2022-04-12,6.012
2022-04-13,6.012
2022-04-14,6.012
2022-04-15,6.012
2022-04-16,6.012
2022-04-17,6.012
2022-04-18,5.998
2022-04-19,5.998
2022-04-20,5.998
2022-04-21,5.952
2022-04-22,5.952
2022-04-23,5.952
2022-04-24,5.952
2022-04-25,5.9
2022-04-26,5.9
2022-04-27,5.9
2022-04-28,5.9
2022-04-29,5.9
2022-04-30,5.9
2022-05-01,5.9
2022-05-02,5.9
2022-05-03,5.9
2022-05-04,5.86
2022-05-05,5.874
2022-05-06,5.874
2022-05-07,5.874
2022-05-08,5.852
2022-05-09,5.852
2022-05-10,5.852
2022-05-11,5.852
2022-05-12,5.852
2022-05-13,5.972
2022-05-14,5.972
2022-05-15,5.925
2022-05-16,5.925
2022-05-17,5.925
2022-05-18,5.925
2022-05-19,5.925
2022-05-20,5.925
2022-05-21,5.925
2022-05-22,5.925
2022-05-23,5.925
2022-05-24,5.925
2022-05-25,5.925
2022-05-26,5.925
2022-05-27,5.925
2022-05-28,5.925
2022-05-29,5.925
2022-05-30,5.925
2022-05-31,5.925
2022-06-01,5.833
2022-06-02,5.833
2022-06-03,5.833
2022-06-04,5.833
2022-06-05,5.833
2022-06-06,5.833
2022-06-07,5.833
2022-06-08,5.833
2022-06-09,5.833
2022-06-10,5.833
2022-06-11,5.833
2022-06-12,5.833
2022-06-13,5.833
2022-06-14,5.833
2022-06-15,5.833
2022-06-16,5.833
2022-06-17,5.833
2022-06-18,5.833
2022-06-19,5.833
2022-06-20,5.833
2022-06-21,5.833
2022-06-22,5.833
2022-06-23,5.833
2022-06-24,5.833
2022-06-25,5.833
2022-06-26,5.833
2022-06-27,5.833
2022-06-28,5.833
2022-06-29,5.833
2022-06-30,5.833
2022-07-01,5.833
2022-07-02,5.833
2022-07-03,5.833
2022-07-04,5.833
2022-07-05,5.768
2022-07-06,5.718
2022-07-07,5.714
2022-07-08,5.714
2022-07-09,5.714
2022-07-10,5.714
2022-07-11,5.682
2022-07-12,5.679
2022-07-13,5.679
2022-07-14,5.689
2022-07-15,5.689
2022-07-16,5.689
2022-07-17,5.689
2022-07-18,5.579
2022-07-19,5.579
2022-07-20,5.579
2022-07-21,5.581
2022-07-22,5.581
2022-07-23,5.581
2022-07-24,5.581
2022-07-25,5.581
2022-07-26,5.581
2022-07-27,5.581
2022-07-28,5.581
2022-07-29,5.581
2022-07-30,5.581
2022-07-31,5.581
2022-08-01,5.581
2022-08-02,5.581
2022-08-03,5.669
2022-08-04,5.763
2022-08-05,5.763
2022-08-06,5.763
2022-08-07,5.763
2022-08-08,5.791
2022-08-09,5.781
2022-08-10,5.781
2022-08-11,5.781
2022-08-12,5.781
2022-08-13,5.781
2022-08-14,5.781
2022-08-15,5.781
2022-08-16,5.822
2022-08-17,5.822
2022-08-18,5.822
2022-08-19,5.822
2022-08-20,5.822
2022-08-21,5.822
2022-08-22,5.822
2022-08-23,5.822
2022-08-24,5.822
2022-08-25,5.822
2022-08-26,5.822
2022-08-27,5.822
2022-08-28,5.822
2022-08-29,5.822
2022-08-30,5.822
2022-08-31,5.822
2022-09-01,5.822
2022-09-02,5.822
2022-09-03,5.822
2022-09-04,5.822
2022-09-05,5.822
2022-09-06,5.822
2022-09-07,5.822
2022-09-08,5.795
2022-09-09,5.795
2022-09-10,5.795
2022-09-11,5.795
2022-09-12,5.795
2022-09-13,5.795
2022-09-14,5.795
2022-09-15,5.795
2022-09-16,5.795
2022-09-17,5.795
2022-09-18,5.795
2022-09-19,5.795
2022-09-20,5.795
2022-09-21,5.795
2022-09-22,5.795
2022-09-23,5.795
2022-09-24,5.795
2022-09-25,5.795
2022-09-26,5.795
2022-09-27,5.787
2022-09-28,5.787
2022-09-29,5.787
2022-09-30,5.787
2022-10-01,5.787
2022-10-02,5.787
2022-10-03,5.787
2022-10-04,5.787
2022-10-05,5.764
2022-10-06,5.764
2022-10-07,5.764
2022-10-08,5.764
2022-10-09,5.764
2022-10-10,5.756
2022-10-11,5.752
2022-10-12,5.752
2022-10-13,5.752
2022-10-14,5.752
2022-10-15,5.752
2022-10-16,5.752
2022-10-17,5.714
2022-10-18,5.714
2022-10-19,5.678
2022-10-20,5.678
2022-10-21,5.665
2022-10-22,5.665
2022-10-23,5.665
2022-10-24,5.654
2022-10-25,5.654
2022-10-26,5.654
2022-10-27,5.683
2022-10-28,5.697
2022-10-29,5.697
2022-10-30,5.684
2022-10-31,5.691
2022-11-01,5.677
2022-11-02,5.677
2022-11-03,5.677
2022-11-04,5.677
2022-11-05,5.677
2022-11-06,5.677
2022-11-07,5.679
2022-11-08,5.679
2022-11-09,5.704
2022-11-10,5.704
2022-11-11,5.704
2022-11-12,5.704
2022-11-13,5.704
2022-11-14,5.704
2022-11-15,5.704
2022-11-16,5.704
2022-11-17,5.708
2022-11-18,5.708
2022-11-19,5.708
2022-11-20,5.708
2022-11-21,5.708
2022-11-22,5.708
2022-11-23,5.709
2022-11-24,5.709
2022-11-25,5.709
2022-11-26,5.709
2022-11-27,5.709
2022-11-28,5.709
2022-11-29,5.709
2022-11-30,5.709
2022-12-01,5.709
2022-12-02,5.709
2022-12-03,5.709
2022-12-04,5.709
2022-12-05,5.709
2022-12-06,5.709
2022-12-07,5.709
2022-12-08,5.719
2022-12-09,5.718
2022-12-10,5.718
2022-12-11,5.718
2022-12-12,5.718
2022-12-13,5.718
2022-12-14,5.675
2022-12-15,5.675
2022-12-16,5.675
2022-12-17,5.675
2022-12-18,5.675
2022-12-19,5.675
2022-12-20,5.675
2022-12-21,5.675
2022-12-22,5.675
2022-12-23,5.675
2022-12-24,5.675
2022-12-25,5.675
2022-12-26,5.675
2022-12-27,5.675
2022-12-28,5.675
2022-12-29,5.675
2022-12-30,5.675
2022-12-31,5.675
2023-01-01,5.675
2023-01-02,5.675
2023-01-03,5.675
2023-01-04,5.675
2023-01-05,5.675
2023-01-06,5.675
2023-01-07,5.675
2023-01-08,5.675
2023-01-09,5.675
2023-01-10,5.675
2023-01-11,5.675
2023-01-12,5.666
2023-01-13,5.666
2023-01-14,5.666
2023-01-15,5.666
2023-01-16,5.666
2023-01-17,5.673
2023-01-18,5.684
2023-01-19,5.684
2023-01-20,5.673
2023-01-21,5.673
2023-01-22,5.673
2023-01-23,5.673
2023-01-24,5.673
2023-01-25,5.694
2023-01-26,5.694
2023-01-27,5.694
2023-01-28,5.694
2023-01-29,5.694
2023-01-30,5.694
2023-01-31,5.736
2023-02-01,5.736
2023-02-02,5.736
2023-02-03,5.736
2023-02-04,5.736
2023-02-05,5.736
2023-02-06,5.736
2023-02-07,5.736
2023-02-08,5.736
2023-02-09,5.697
2023-02-10,5.705
2023-02-11,5.705
2023-02-12,5.705
2023-02-13,5.668
2023-02-14,5.688
2023-02-15,5.688
2023-02-16,5.688
2023-02-17,5.688
2023-02-18,5.688
2023-02-19,5.688
2023-02-20,5.688
2023-02-21,5.688
2023-02-22,5.706
2023-02-23,5.706
2023-02-24,5.706
2023-02-25,5.706
2023-02-26,5.706
2023-02-27,5.706
2023-02-28,5.706
2023-03-01,5.706
2023-03-02,5.706
2023-03-03,5.706
2023-03-04,5.706
2023-03-05,5.706
2023-03-06,5.706
2023-03-07,5.706
2023-03-08,5.706
2023-03-09,5.706
2023-03-10,5.687
2023-03-11,5.687
2023-03-12,5.687
2023-03-13,5.699
2023-03-14,5.699
2023-03-15,5.699
2023-03-16,5.699
2023-03-17,5.699
2023-03-18,5.699
2023-03-19,5.699
2023-03-20,5.699
2023-03-21,5.699
2023-03-22,5.699
2023-03-23,5.699
2023-03-24,5.699
2023-03-25,5.699
2023-03-26,5.699
2023-03-27,5.699
2023-03-28,5.699
2023-03-29,5.699
2023-03-30,5.699
2023-03-31,5.699
2023-04-01,5.699
2023-04-02,5.699
2023-04-03,5.699
2023-04-04,5.699
2023-04-05,5.698
2023-04-06,5.698
2023-04-07,5.698
2023-04-08,5.698
2023-04-09,5.698
2023-04-10,5.692
2023-04-11,5.692
2023-04-12,5.692
2023-04-13,5.692
2023-04-14,5.697
2023-04-15,5.697
2023-04-16,5.697
2023-04-17,5.697
2023-04-18,5.697
2023-04-19,5.697
2023-04-20,5.716
2023-04-21,5.716
2023-04-22,5.716
2023-04-23,5.716
2023-04-24,5.713
2023-04-25,5.713
2023-04-26,5.713
2023-04-27,5.713
2023-04-28,5.713
2023-04-29,5.713
2023-04-30,5.713
2023-05-01,5.713
2023-05-02,5.713
2023-05-03,5.713
2023-05-04,5.736
2023-05-05,5.741
2023-05-06,5.741
2023-05-07,5.741
2023-05-08,5.741
2023-05-09,5.749
2023-05-10,5.779
2023-05-11,5.811
2023-05-12,5.82
2023-05-13,5.82
2023-05-14,5.82
2023-05-15,5.836
2023-05-16,5.845
2023-05-17,5.845
2023-05-18,5.845
2023-05-19,5.845
2023-05-20,5.845
2023-05-21,5.845
2023-05-22,5.845
2023-05-23,5.845
2023-05-24,5.845
2023-05-25,5.845
2023-05-26,5.845
2023-05-27,5.845
2023-05-28,5.845
2023-05-29,5.845
2023-05-30,5.845
2023-05-31,5.845
2023-06-01,5.854
2023-06-02,5.863
2023-06-03,5.863
2023-06-04,5.863
2023-06-05,5.863
2023-06-06,5.848
2023-06-07,5.848
2023-06-08,5.848
2023-06-09,5.845
2023-06-10,5.845
2023-06-11,5.845
2023-06-12,5.819
2023-06-13,5.819
2023-06-14,5.819
2023-06-15,5.819
2023-06-16,5.819
2023-06-17,5.819
2023-06-18,5.819
2023-06-19,5.821
2023-06-20,5.821
2023-06-21,5.821
2023-06-22,5.821
2023-06-23,5.821
2023-06-24,5.821
2023-06-25,5.821
2023-06-26,5.821
2023-06-27,5.821
2023-06-28,5.821
2023-06-29,5.821
2023-06-30,5.821
2023-07-01,5.821
2023-07-02,5.821
2023-07-03,5.821
2023-07-04,5.821
2023-07-05,5.504
2023-07-06,5.513
2023-07-07,5.514
2023-07-08,5.514
2023-07-09,5.446
2023-07-10,5.338
2023-07-11,5.254
2023-07-12,5.181
2023-07-13,5.183
2023-07-14,5.105
2023-07-15,5.105
2023-07-16,5.105
2023-07-17,5.032
2023-07-18,5.032
2023-07-19,5.032
2023-07-20,4.939
2023-07-21,4.939
2023-07-22,4.939
2023-07-23,4.939
2023-07-24,4.939
2023-07-25,4.939
2023-07-26,4.939
2023-07-27,4.939
