,ORCL US Equity
2021-05-12,5.508
2021-05-13,5.508
2021-05-14,5.508
2021-05-15,5.508
2021-05-16,5.508
2021-05-17,5.508
2021-05-18,5.508
2021-05-19,5.508
2021-05-20,5.508
2021-05-21,5.508
2021-05-22,5.508
2021-05-23,5.508
2021-05-24,5.508
2021-05-25,5.508
2021-05-26,5.508
2021-05-27,5.508
2021-05-28,5.508
2021-05-29,5.508
2021-05-30,5.508
2021-05-31,5.508
2021-06-01,5.508
2021-06-02,5.508
2021-06-03,5.508
2021-06-04,5.508
2021-06-05,5.508
2021-06-06,5.508
2021-06-07,5.508
2021-06-08,5.508
2021-06-09,5.508
2021-06-10,5.508
2021-06-11,5.508
2021-06-12,5.508
2021-06-13,5.508
2021-06-14,5.508
2021-06-15,5.508
2021-06-16,5.509
2021-06-17,5.52
2021-06-18,5.52
2021-06-19,5.52
2021-06-20,5.52
2021-06-21,5.52
2021-06-22,5.52
2021-06-23,5.52
2021-06-24,5.52
2021-06-25,5.52
2021-06-26,5.52
2021-06-27,5.52
2021-06-28,5.52
2021-06-29,5.52
2021-06-30,5.52
2021-07-01,5.52
2021-07-02,5.52
2021-07-03,5.52
2021-07-04,5.52
2021-07-05,5.52
2021-07-06,5.52
2021-07-07,5.52
2021-07-08,5.52
2021-07-09,5.52
2021-07-10,5.52
2021-07-11,5.52
2021-07-12,5.52
2021-07-13,5.52
2021-07-14,5.52
2021-07-15,5.52
2021-07-16,5.52
2021-07-17,5.52
2021-07-18,5.52
2021-07-19,5.52
2021-07-20,5.52
2021-07-21,5.52
2021-07-22,5.52
2021-07-23,5.52
2021-07-24,5.52
2021-07-25,5.52
2021-07-26,5.52
2021-07-27,5.52
2021-07-28,5.52
2021-07-29,5.52
2021-07-30,5.52
2021-07-31,5.52
2021-08-01,5.52
2021-08-02,5.52
2021-08-03,5.52
2021-08-04,5.52
2021-08-05,5.52
2021-08-06,5.52
2021-08-07,5.52
2021-08-08,5.52
2021-08-09,5.52
2021-08-10,5.52
2021-08-11,5.52
2021-08-12,5.52
2021-08-13,5.52
2021-08-14,5.52
2021-08-15,5.52
2021-08-16,5.52
2021-08-17,5.52
2021-08-18,5.52
2021-08-19,5.52
2021-08-20,5.52
2021-08-21,5.52
2021-08-22,5.52
2021-08-23,5.52
2021-08-24,5.52
2021-08-25,5.52
2021-08-26,5.52
2021-08-27,5.52
2021-08-28,5.52
2021-08-29,5.52
2021-08-30,5.52
2021-08-31,5.52
2021-09-01,5.52
2021-09-02,5.52
2021-09-03,5.52
2021-09-04,5.52
2021-09-05,5.52
2021-09-06,5.52
2021-09-07,5.52
2021-09-08,5.52
2021-09-09,5.52
2021-09-10,5.52
2021-09-11,5.52
2021-09-12,5.52
2021-09-13,5.509
2021-09-14,5.589
2021-09-15,5.596
2021-09-16,5.596
2021-09-17,5.596
2021-09-18,5.596
2021-09-19,5.596
2021-09-20,5.594
2021-09-21,5.594
2021-09-22,5.594
2021-09-23,5.594
2021-09-24,5.594
2021-09-25,5.594
2021-09-26,5.594
2021-09-27,5.594
2021-09-28,5.594
2021-09-29,5.594
2021-09-30,5.594
2021-10-01,5.594
2021-10-02,5.594
2021-10-03,5.594
2021-10-04,5.594
2021-10-05,5.594
2021-10-06,5.594
2021-10-07,5.594
2021-10-08,5.594
2021-10-09,5.594
2021-10-10,5.594
2021-10-11,5.594
2021-10-12,5.594
2021-10-13,5.594
2021-10-14,5.594
2021-10-15,5.594
2021-10-16,5.594
2021-10-17,5.594
2021-10-18,5.594
2021-10-19,5.594
2021-10-20,5.594
2021-10-21,5.594
2021-10-22,5.594
2021-10-23,5.594
2021-10-24,5.594
2021-10-25,5.594
2021-10-26,5.594
2021-10-27,5.594
2021-10-28,5.594
2021-10-29,5.594
2021-10-30,5.594
2021-10-31,5.594
2021-11-01,5.588
2021-11-02,5.588
2021-11-03,5.588
2021-11-04,5.588
2021-11-05,5.588
2021-11-06,5.588
2021-11-07,5.588
2021-11-08,5.588
2021-11-09,5.588
2021-11-10,5.588
2021-11-11,5.588
2021-11-12,5.588
2021-11-13,5.588
2021-11-14,5.588
2021-11-15,5.588
2021-11-16,5.606
2021-11-17,5.606
2021-11-18,5.606
2021-11-19,5.606
2021-11-20,5.606
2021-11-21,5.606
2021-11-22,5.608
2021-11-23,5.608
2021-11-24,5.608
2021-11-25,5.608
2021-11-26,5.608
2021-11-27,5.608
2021-11-28,5.608
2021-11-29,5.608
2021-11-30,5.608
2021-12-01,5.608
2021-12-02,5.608
2021-12-03,5.608
2021-12-04,5.608
2021-12-05,5.608
2021-12-06,5.602
2021-12-07,5.602
2021-12-08,5.602
2021-12-09,5.653
2021-12-10,5.75
2021-12-11,5.75
2021-12-12,5.762
2021-12-13,5.762
2021-12-14,5.776
2021-12-15,5.776
2021-12-16,5.776
2021-12-17,5.776
2021-12-18,5.776
2021-12-19,5.776
2021-12-20,5.761
2021-12-21,5.762
2021-12-22,5.762
2021-12-23,5.762
2021-12-24,5.762
2021-12-25,5.762
2021-12-26,5.762
2021-12-27,5.762
2021-12-28,5.762
2021-12-29,5.762
2021-12-30,5.762
2021-12-31,5.762
2022-01-01,5.762
2022-01-02,5.762
2022-01-03,5.762
2022-01-04,5.762
2022-01-05,5.762
2022-01-06,5.762
2022-01-07,5.762
2022-01-08,5.762
2022-01-09,5.762
2022-01-10,5.762
2022-01-11,5.762
2022-01-12,5.762
2022-01-13,5.762
2022-01-14,5.762
2022-01-15,5.762
2022-01-16,5.762
2022-01-17,5.762
2022-01-18,5.762
2022-01-19,5.768
2022-01-20,5.768
2022-01-21,5.768
2022-01-22,5.768
2022-01-23,5.768
2022-01-24,5.768
2022-01-25,5.768
2022-01-26,5.768
2022-01-27,5.761
2022-01-28,5.761
2022-01-29,5.761
2022-01-30,5.761
2022-01-31,5.761
2022-02-01,5.761
2022-02-02,5.761
2022-02-03,5.761
2022-02-04,5.761
2022-02-05,5.761
2022-02-06,5.761
2022-02-07,5.761
2022-02-08,5.761
2022-02-09,5.761
2022-02-10,5.761
2022-02-11,5.761
2022-02-12,5.761
2022-02-13,5.761
2022-02-14,5.761
2022-02-15,5.761
2022-02-16,5.761
2022-02-17,5.767
2022-02-18,5.767
2022-02-19,5.767
2022-02-20,5.767
2022-02-21,5.767
2022-02-22,5.767
2022-02-23,5.767
2022-02-24,5.767
2022-02-25,5.767
2022-02-26,5.767
2022-02-27,5.767
2022-02-28,5.767
2022-03-01,5.767
2022-03-02,5.762
2022-03-03,5.762
2022-03-04,5.748
2022-03-05,5.748
2022-03-06,5.748
2022-03-07,5.748
2022-03-08,5.748
2022-03-09,5.748
2022-03-10,5.79
2022-03-11,5.751
2022-03-12,5.763
2022-03-13,5.763
2022-03-14,5.763
2022-03-15,5.763
2022-03-16,5.763
2022-03-17,5.758
2022-03-18,5.758
2022-03-19,5.758
2022-03-20,5.758
2022-03-21,5.758
2022-03-22,5.758
2022-03-23,5.742
2022-03-24,5.742
2022-03-25,5.742
2022-03-26,5.742
2022-03-27,5.742
2022-03-28,5.742
2022-03-29,5.742
2022-03-30,5.742
2022-03-31,5.742
2022-04-01,5.742
2022-04-02,5.742
2022-04-03,5.742
2022-04-04,5.742
2022-04-05,5.742
2022-04-06,5.742
2022-04-07,5.742
2022-04-08,5.742
2022-04-09,5.742
2022-04-10,5.742
2022-04-11,5.742
2022-04-12,5.742
2022-04-13,5.742
2022-04-14,5.742
2022-04-15,5.742
2022-04-16,5.742
2022-04-17,5.742
2022-04-18,5.742
2022-04-19,5.742
2022-04-20,5.742
2022-04-21,5.742
2022-04-22,5.742
2022-04-23,5.742
2022-04-24,5.742
2022-04-25,5.742
2022-04-26,5.742
2022-04-27,5.742
2022-04-28,5.742
2022-04-29,5.742
2022-04-30,5.742
2022-05-01,5.742
2022-05-02,5.742
2022-05-03,5.742
2022-05-04,5.742
2022-05-05,5.742
2022-05-06,5.742
2022-05-07,5.742
2022-05-08,5.742
2022-05-09,5.742
2022-05-10,5.742
2022-05-11,5.742
2022-05-12,5.742
2022-05-13,5.742
2022-05-14,5.742
2022-05-15,5.742
2022-05-16,5.742
2022-05-17,5.742
2022-05-18,5.742
2022-05-19,5.742
2022-05-20,5.742
2022-05-21,5.742
2022-05-22,5.742
2022-05-23,5.742
2022-05-24,5.742
2022-05-25,5.742
2022-05-26,5.742
2022-05-27,5.742
2022-05-28,5.742
2022-05-29,5.742
2022-05-30,5.742
2022-05-31,5.742
2022-06-01,5.742
2022-06-02,5.742
2022-06-03,5.742
2022-06-04,5.742
2022-06-05,5.742
2022-06-06,5.746
2022-06-07,5.743
2022-06-08,5.743
2022-06-09,5.743
2022-06-10,5.742
2022-06-11,5.743
2022-06-12,5.743
2022-06-13,5.787
2022-06-14,5.799
2022-06-15,5.814
2022-06-16,5.828
2022-06-17,5.828
2022-06-18,5.828
2022-06-19,5.828
2022-06-20,5.828
2022-06-21,5.828
2022-06-22,5.828
2022-06-23,5.828
2022-06-24,5.838
2022-06-25,5.825
2022-06-26,5.825
2022-06-27,5.831
2022-06-28,5.831
2022-06-29,5.831
2022-06-30,5.831
2022-07-01,5.831
2022-07-02,5.831
2022-07-03,5.831
2022-07-04,5.831
2022-07-05,5.831
2022-07-06,5.83
2022-07-07,5.83
2022-07-08,5.83
2022-07-09,5.83
2022-07-10,5.83
2022-07-11,5.83
2022-07-12,5.838
2022-07-13,5.88
2022-07-14,5.88
2022-07-15,5.88
2022-07-16,5.88
2022-07-17,5.88
2022-07-18,5.88
2022-07-19,5.886
2022-07-20,5.87
2022-07-21,5.87
2022-07-22,5.87
2022-07-23,5.87
2022-07-24,5.87
2022-07-25,5.87
2022-07-26,5.87
2022-07-27,5.87
2022-07-28,5.87
2022-07-29,5.87
2022-07-30,5.87
2022-07-31,5.87
2022-08-01,5.87
2022-08-02,5.87
2022-08-03,5.87
2022-08-04,5.87
2022-08-05,5.87
2022-08-06,5.87
2022-08-07,5.87
2022-08-08,5.87
2022-08-09,5.87
2022-08-10,5.87
2022-08-11,5.876
2022-08-12,5.876
2022-08-13,5.876
2022-08-14,5.876
2022-08-15,5.876
2022-08-16,5.876
2022-08-17,5.876
2022-08-18,5.876
2022-08-19,5.876
2022-08-20,5.876
2022-08-21,5.876
2022-08-22,5.876
2022-08-23,5.876
2022-08-24,5.876
2022-08-25,5.876
2022-08-26,5.876
2022-08-27,5.876
2022-08-28,5.876
2022-08-29,5.876
2022-08-30,5.876
2022-08-31,5.876
2022-09-01,5.876
2022-09-02,5.876
2022-09-03,5.876
2022-09-04,5.876
2022-09-05,5.876
2022-09-06,5.876
2022-09-07,5.869
2022-09-08,5.867
2022-09-09,5.861
2022-09-10,5.861
2022-09-11,5.837
2022-09-12,5.779
2022-09-13,5.671
2022-09-14,5.662
2022-09-15,5.655
2022-09-16,5.641
2022-09-17,5.641
2022-09-18,5.641
2022-09-19,5.621
2022-09-20,5.619
2022-09-21,5.619
2022-09-22,5.619
2022-09-23,5.619
2022-09-24,5.619
2022-09-25,5.619
2022-09-26,5.614
2022-09-27,5.614
2022-09-28,5.61
2022-09-29,5.606
2022-09-30,5.606
2022-10-01,5.606
2022-10-02,5.606
2022-10-03,5.606
2022-10-04,5.606
2022-10-05,5.606
2022-10-06,5.606
2022-10-07,5.606
2022-10-08,5.606
2022-10-09,5.606
2022-10-10,5.606
2022-10-11,5.603
2022-10-12,5.603
2022-10-13,5.594
2022-10-14,5.594
2022-10-15,5.594
2022-10-16,5.594
2022-10-17,5.594
2022-10-18,5.589
2022-10-19,5.589
2022-10-20,5.595
2022-10-21,5.623
2022-10-22,5.623
2022-10-23,5.623
2022-10-24,5.623
2022-10-25,5.623
2022-10-26,5.623
2022-10-27,5.624
2022-10-28,5.624
2022-10-29,5.609
2022-10-30,5.609
2022-10-31,5.609
2022-11-01,5.609
2022-11-02,5.609
2022-11-03,5.609
2022-11-04,5.609
2022-11-05,5.609
2022-11-06,5.609
2022-11-07,5.608
2022-11-08,5.608
2022-11-09,5.608
2022-11-10,5.603
2022-11-11,5.604
2022-11-12,5.604
2022-11-13,5.604
2022-11-14,5.604
2022-11-15,5.604
2022-11-16,5.604
2022-11-17,5.604
2022-11-18,5.604
2022-11-19,5.604
2022-11-20,5.604
2022-11-21,5.577
2022-11-22,5.577
2022-11-23,5.577
2022-11-24,5.577
2022-11-25,5.577
2022-11-26,5.577
2022-11-27,5.577
2022-11-28,5.577
2022-11-29,5.577
2022-11-30,5.577
2022-12-01,5.577
2022-12-02,5.577
2022-12-03,5.577
2022-12-04,5.577
2022-12-05,5.576
2022-12-06,5.575
2022-12-07,5.575
2022-12-08,5.575
2022-12-09,5.575
2022-12-10,5.575
2022-12-11,5.592
2022-12-12,5.555
2022-12-13,5.536
2022-12-14,5.522
2022-12-15,5.563
2022-12-16,5.568
2022-12-17,5.568
2022-12-18,5.568
2022-12-19,5.568
2022-12-20,5.568
2022-12-21,5.569
2022-12-22,5.569
2022-12-23,5.569
2022-12-24,5.569
2022-12-25,5.569
2022-12-26,5.569
2022-12-27,5.56
2022-12-28,5.56
2022-12-29,5.56
2022-12-30,5.56
2022-12-31,5.56
2023-01-01,5.56
2023-01-02,5.56
2023-01-03,5.56
2023-01-04,5.558
2023-01-05,5.558
2023-01-06,5.558
2023-01-07,5.558
2023-01-08,5.559
2023-01-09,5.558
2023-01-10,5.566
2023-01-11,5.566
2023-01-12,5.566
2023-01-13,5.566
2023-01-14,5.566
2023-01-15,5.566
2023-01-16,5.566
2023-01-17,5.56
2023-01-18,5.56
2023-01-19,5.56
2023-01-20,5.56
2023-01-21,5.56
2023-01-22,5.56
2023-01-23,5.56
2023-01-24,5.56
2023-01-25,5.56
2023-01-26,5.56
2023-01-27,5.56
2023-01-28,5.56
2023-01-29,5.56
2023-01-30,5.56
2023-01-31,5.56
2023-02-01,5.56
2023-02-02,5.565
2023-02-03,5.565
2023-02-04,5.565
2023-02-05,5.565
2023-02-06,5.565
2023-02-07,5.565
2023-02-08,5.563
2023-02-09,5.563
2023-02-10,5.563
2023-02-11,5.563
2023-02-12,5.563
2023-02-13,5.563
2023-02-14,5.563
2023-02-15,5.563
2023-02-16,5.563
2023-02-17,5.563
2023-02-18,5.563
2023-02-19,5.563
2023-02-20,5.563
2023-02-21,5.563
2023-02-22,5.563
2023-02-23,5.563
2023-02-24,5.563
2023-02-25,5.563
2023-02-26,5.563
2023-02-27,5.563
2023-02-28,5.563
2023-03-01,5.563
2023-03-02,5.563
2023-03-03,5.563
2023-03-04,5.563
2023-03-05,5.563
2023-03-06,5.529
2023-03-07,5.522
2023-03-08,5.523
2023-03-09,5.531
2023-03-10,5.548
2023-03-11,5.548
2023-03-12,5.548
2023-03-13,5.558
2023-03-14,5.555
2023-03-15,5.554
2023-03-16,5.554
2023-03-17,5.554
2023-03-18,5.554
2023-03-19,5.554
2023-03-20,5.595
2023-03-21,5.595
2023-03-22,5.596
2023-03-23,5.583
2023-03-24,5.583
2023-03-25,5.583
2023-03-26,5.583
2023-03-27,5.583
2023-03-28,5.583
2023-03-29,5.583
2023-03-30,5.583
2023-03-31,5.583
2023-04-01,5.583
2023-04-02,5.583
2023-04-03,5.583
2023-04-04,5.583
2023-04-05,5.583
2023-04-06,5.583
2023-04-07,5.583
2023-04-08,5.583
2023-04-09,5.583
2023-04-10,5.583
2023-04-11,5.583
2023-04-12,5.554
2023-04-13,5.554
2023-04-14,5.554
2023-04-15,5.554
2023-04-16,5.554
2023-04-17,5.554
2023-04-18,5.554
2023-04-19,5.554
2023-04-20,5.554
2023-04-21,5.554
2023-04-22,5.554
2023-04-23,5.554
2023-04-24,5.554
2023-04-25,5.554
2023-04-26,5.554
2023-04-27,5.554
2023-04-28,5.554
2023-04-29,5.554
2023-04-30,5.554
2023-05-01,5.554
2023-05-02,5.554
2023-05-03,5.548
2023-05-04,5.548
2023-05-05,5.548
2023-05-06,5.548
2023-05-07,5.548
2023-05-08,5.548
2023-05-09,5.548
2023-05-10,5.548
2023-05-11,5.548
2023-05-12,5.548
2023-05-13,5.548
2023-05-14,5.548
2023-05-15,5.548
2023-05-16,5.548
2023-05-17,5.548
2023-05-18,5.548
2023-05-19,5.548
2023-05-20,5.548
2023-05-21,5.548
2023-05-22,5.548
2023-05-23,5.548
2023-05-24,5.548
2023-05-25,5.548
2023-05-26,5.548
2023-05-27,5.548
2023-05-28,5.548
2023-05-29,5.548
2023-05-30,5.548
2023-05-31,5.547
2023-06-01,5.547
2023-06-02,5.547
2023-06-03,5.547
2023-06-04,5.547
2023-06-05,5.547
2023-06-06,5.548
2023-06-07,5.539
2023-06-08,5.543
2023-06-09,5.543
2023-06-10,5.543
2023-06-11,5.546
2023-06-12,5.521
2023-06-13,5.56
2023-06-14,5.548
2023-06-15,5.547
2023-06-16,5.547
2023-06-17,5.547
2023-06-18,5.547
2023-06-19,5.54
2023-06-20,5.54
2023-06-21,5.54
2023-06-22,5.54
2023-06-23,5.539
2023-06-24,5.539
2023-06-25,5.539
2023-06-26,5.542
2023-06-27,5.542
2023-06-28,5.542
2023-06-29,5.542
2023-06-30,5.542
2023-07-01,5.542
2023-07-02,5.542
2023-07-03,5.542
2023-07-04,5.542
2023-07-05,5.542
2023-07-06,5.542
2023-07-07,5.535
2023-07-08,5.535
2023-07-09,5.535
2023-07-10,5.535
2023-07-11,5.535
2023-07-12,5.535
2023-07-13,5.566
2023-07-14,5.555
2023-07-15,5.555
2023-07-16,5.558
2023-07-17,5.558
2023-07-18,5.558
2023-07-19,5.556
2023-07-20,5.556
2023-07-21,5.556
2023-07-22,5.556
2023-07-23,5.556
2023-07-24,5.556
2023-07-25,5.556
2023-07-26,5.556
2023-07-27,5.556
2023-07-28,5.556
2023-07-29,5.556
2023-07-30,5.556
2023-07-31,5.556
2023-08-01,5.556
2023-08-02,5.556
2023-08-03,5.556
2023-08-04,5.556
2023-08-05,5.556
2023-08-06,5.556
2023-08-07,5.561
2023-08-08,5.561
2023-08-09,5.561
2023-08-10,5.561
2023-08-11,5.561
2023-08-12,5.561
2023-08-13,5.561
2023-08-14,5.561
