,ETR US Equity
2021-05-18,7.088
2021-05-19,7.088
2021-05-20,7.088
2021-05-21,7.088
2021-05-22,7.088
2021-05-23,7.088
2021-05-24,7.088
2021-05-25,7.088
2021-05-26,7.088
2021-05-27,7.088
2021-05-28,7.088
2021-05-29,7.088
2021-05-30,7.088
2021-05-31,7.088
2021-06-01,7.088
2021-06-02,7.088
2021-06-03,7.088
2021-06-04,7.026
2021-06-05,7.026
2021-06-06,7.026
2021-06-07,7.026
2021-06-08,7.026
2021-06-09,7.026
2021-06-10,7.026
2021-06-11,7.026
2021-06-12,7.026
2021-06-13,7.026
2021-06-14,7.026
2021-06-15,7.026
2021-06-16,7.026
2021-06-17,7.026
2021-06-18,7.026
2021-06-19,7.026
2021-06-20,7.026
2021-06-21,7.026
2021-06-22,7.026
2021-06-23,7.026
2021-06-24,7.026
2021-06-25,7.026
2021-06-26,7.026
2021-06-27,7.026
2021-06-28,7.026
2021-06-29,7.026
2021-06-30,7.026
2021-07-01,7.026
2021-07-02,7.026
2021-07-03,7.026
2021-07-04,7.026
2021-07-05,7.026
2021-07-06,7.026
2021-07-07,7.026
2021-07-08,7.026
2021-07-09,7.026
2021-07-10,7.026
2021-07-11,7.026
2021-07-12,7.026
2021-07-13,7.026
2021-07-14,7.026
2021-07-15,7.026
2021-07-16,7.026
2021-07-17,7.026
2021-07-18,7.026
2021-07-19,7.026
2021-07-20,7.023
2021-07-21,7.023
2021-07-22,7.023
2021-07-23,7.023
2021-07-24,7.023
2021-07-25,7.023
2021-07-26,7.023
2021-07-27,7.023
2021-07-28,7.023
2021-07-29,7.023
2021-07-30,7.023
2021-07-31,7.023
2021-08-01,7.023
2021-08-02,7.023
2021-08-03,7.023
2021-08-04,7.076
2021-08-05,7.076
2021-08-06,7.076
2021-08-07,7.076
2021-08-08,7.076
2021-08-09,7.076
2021-08-10,7.076
2021-08-11,7.076
2021-08-12,7.076
2021-08-13,7.111
2021-08-14,7.111
2021-08-15,7.111
2021-08-16,7.111
2021-08-17,7.111
2021-08-18,7.111
2021-08-19,7.11
2021-08-20,7.133
2021-08-21,7.133
2021-08-22,7.133
2021-08-23,7.144
2021-08-24,7.144
2021-08-25,7.144
2021-08-26,7.144
2021-08-27,7.144
2021-08-28,7.144
2021-08-29,7.144
2021-08-30,7.144
2021-08-31,7.144
2021-09-01,7.144
2021-09-02,7.144
2021-09-03,7.144
2021-09-04,7.144
2021-09-05,7.144
2021-09-06,7.144
2021-09-07,7.144
2021-09-08,7.144
2021-09-09,7.144
2021-09-10,7.144
2021-09-11,7.144
2021-09-12,7.144
2021-09-13,7.144
2021-09-14,7.144
2021-09-15,7.144
2021-09-16,7.144
2021-09-17,7.144
2021-09-18,7.144
2021-09-19,7.144
2021-09-20,7.144
2021-09-21,7.124
2021-09-22,7.124
2021-09-23,7.124
2021-09-24,7.118
2021-09-25,7.118
2021-09-26,7.118
2021-09-27,7.118
2021-09-28,7.118
2021-09-29,7.118
2021-09-30,7.118
2021-10-01,7.118
2021-10-02,7.118
2021-10-03,7.118
2021-10-04,7.118
2021-10-05,7.118
2021-10-06,7.118
2021-10-07,7.118
2021-10-08,7.118
2021-10-09,7.118
2021-10-10,7.118
2021-10-11,7.118
2021-10-12,7.118
2021-10-13,7.118
2021-10-14,7.107
2021-10-15,7.107
2021-10-16,7.107
2021-10-17,7.101
2021-10-18,7.09
2021-10-19,7.09
2021-10-20,7.127
2021-10-21,7.135
2021-10-22,7.146
2021-10-23,7.146
2021-10-24,7.146
2021-10-25,7.146
2021-10-26,7.146
2021-10-27,7.146
2021-10-28,7.146
2021-10-29,7.146
2021-10-30,7.146
2021-10-31,7.146
2021-11-01,7.146
2021-11-02,7.146
2021-11-03,7.146
2021-11-04,7.146
2021-11-05,7.12
2021-11-06,7.12
2021-11-07,7.12
2021-11-08,7.12
2021-11-09,7.12
2021-11-10,7.12
2021-11-11,7.12
2021-11-12,7.12
2021-11-13,7.12
2021-11-14,7.12
2021-11-15,7.12
2021-11-16,7.12
2021-11-17,7.12
2021-11-18,7.113
2021-11-19,7.113
2021-11-20,7.113
2021-11-21,7.113
2021-11-22,7.113
2021-11-23,7.113
2021-11-24,7.113
2021-11-25,7.113
2021-11-26,7.113
2021-11-27,7.113
2021-11-28,7.113
2021-11-29,7.111
2021-11-30,7.111
2021-12-01,7.111
2021-12-02,7.111
2021-12-03,7.111
2021-12-04,7.111
2021-12-05,7.111
2021-12-06,7.111
2021-12-07,7.116
2021-12-08,7.116
2021-12-09,7.116
2021-12-10,7.116
2021-12-11,7.116
2021-12-12,7.116
2021-12-13,7.116
2021-12-14,7.118
2021-12-15,7.118
2021-12-16,7.118
2021-12-17,7.118
2021-12-18,7.118
2021-12-19,7.118
2021-12-20,7.118
2021-12-21,7.118
2021-12-22,7.118
2021-12-23,7.118
2021-12-24,7.118
2021-12-25,7.118
2021-12-26,7.118
2021-12-27,7.118
2021-12-28,7.118
2021-12-29,7.118
2021-12-30,7.118
2021-12-31,7.118
2022-01-01,7.118
2022-01-02,7.118
2022-01-03,7.118
2022-01-04,7.118
2022-01-05,7.118
2022-01-06,7.118
2022-01-07,7.118
2022-01-08,7.118
2022-01-09,7.118
2022-01-10,7.114
2022-01-11,7.114
2022-01-12,7.114
2022-01-13,7.11
2022-01-14,7.11
2022-01-15,7.11
2022-01-16,7.11
2022-01-17,7.11
2022-01-18,7.11
2022-01-19,7.118
2022-01-20,7.118
2022-01-21,7.118
2022-01-22,7.118
2022-01-23,7.118
2022-01-24,7.118
2022-01-25,7.111
2022-01-26,7.112
2022-01-27,7.112
2022-01-28,7.112
2022-01-29,7.112
2022-01-30,7.112
2022-01-31,7.112
2022-02-01,7.112
2022-02-02,7.112
2022-02-03,7.112
2022-02-04,7.112
2022-02-05,7.112
2022-02-06,7.112
2022-02-07,7.112
2022-02-08,7.112
2022-02-09,7.112
2022-02-10,7.112
2022-02-11,7.112
2022-02-12,7.112
2022-02-13,7.112
2022-02-14,7.112
2022-02-15,7.112
2022-02-16,7.112
2022-02-17,7.112
2022-02-18,7.112
2022-02-19,7.112
2022-02-20,7.112
2022-02-21,7.112
2022-02-22,7.112
2022-02-23,7.113
2022-02-24,7.114
2022-02-25,7.114
2022-02-26,7.114
2022-02-27,7.114
2022-02-28,7.114
2022-03-01,7.114
2022-03-02,7.114
2022-03-03,7.114
2022-03-04,7.114
2022-03-05,7.114
2022-03-06,7.114
2022-03-07,7.114
2022-03-08,7.114
2022-03-09,7.114
2022-03-10,7.119
2022-03-11,7.119
2022-03-12,7.119
2022-03-13,7.119
2022-03-14,7.119
2022-03-15,7.119
2022-03-16,7.119
2022-03-17,7.119
2022-03-18,7.119
2022-03-19,7.119
2022-03-20,7.119
2022-03-21,7.119
2022-03-22,7.121
2022-03-23,7.121
2022-03-24,7.121
2022-03-25,7.12
2022-03-26,7.12
2022-03-27,7.12
2022-03-28,7.12
2022-03-29,7.12
2022-03-30,7.12
2022-03-31,7.12
2022-04-01,7.12
2022-04-02,7.12
2022-04-03,7.12
2022-04-04,7.12
2022-04-05,7.12
2022-04-06,7.12
2022-04-07,7.121
2022-04-08,7.121
2022-04-09,7.121
2022-04-10,7.121
2022-04-11,7.121
2022-04-12,7.121
2022-04-13,7.121
2022-04-14,7.121
2022-04-15,7.121
2022-04-16,7.121
2022-04-17,7.121
2022-04-18,7.121
2022-04-19,7.127
2022-04-20,7.125
2022-04-21,7.135
2022-04-22,7.135
2022-04-23,7.135
2022-04-24,7.135
2022-04-25,7.145
2022-04-26,7.145
2022-04-27,7.141
2022-04-28,7.152
2022-04-29,7.151
2022-04-30,7.151
2022-05-01,7.151
2022-05-02,7.152
2022-05-03,7.152
2022-05-04,7.152
2022-05-05,7.152
2022-05-06,7.152
2022-05-07,7.152
2022-05-08,7.152
2022-05-09,7.152
2022-05-10,7.152
2022-05-11,7.152
2022-05-12,7.152
2022-05-13,7.152
2022-05-14,7.152
2022-05-15,7.152
2022-05-16,7.148
2022-05-17,7.148
2022-05-18,7.148
2022-05-19,7.148
2022-05-20,7.144
2022-05-21,7.144
2022-05-22,7.144
2022-05-23,7.144
2022-05-24,7.144
2022-05-25,7.144
2022-05-26,7.144
2022-05-27,7.144
2022-05-28,7.144
2022-05-29,7.144
2022-05-30,7.144
2022-05-31,7.144
2022-06-01,7.144
2022-06-02,7.144
2022-06-03,7.144
2022-06-04,7.144
2022-06-05,7.144
2022-06-06,7.144
2022-06-07,7.144
2022-06-08,7.141
2022-06-09,7.141
2022-06-10,7.141
2022-06-11,7.141
2022-06-12,7.141
2022-06-13,7.141
2022-06-14,7.141
2022-06-15,7.141
2022-06-16,7.161
2022-06-17,7.181
2022-06-18,7.181
2022-06-19,7.181
2022-06-20,7.188
2022-06-21,7.194
2022-06-22,7.194
2022-06-23,7.199
2022-06-24,7.199
2022-06-25,7.199
2022-06-26,7.194
2022-06-27,7.194
2022-06-28,7.192
2022-06-29,7.192
2022-06-30,7.192
2022-07-01,7.192
2022-07-02,7.192
2022-07-03,7.192
2022-07-04,7.192
2022-07-05,7.192
2022-07-06,7.198
2022-07-07,7.198
2022-07-08,7.198
2022-07-09,7.198
2022-07-10,7.199
2022-07-11,7.199
2022-07-12,7.199
2022-07-13,7.2
2022-07-14,7.198
2022-07-15,7.198
2022-07-16,7.198
2022-07-17,7.198
2022-07-18,7.2
2022-07-19,7.099
2022-07-20,7.099
2022-07-21,7.106
2022-07-22,7.106
2022-07-23,7.106
2022-07-24,7.102
2022-07-25,7.102
2022-07-26,7.102
2022-07-27,7.102
2022-07-28,7.102
2022-07-29,7.102
2022-07-30,7.102
2022-07-31,7.207
2022-08-01,7.207
2022-08-02,7.207
2022-08-03,7.207
2022-08-04,7.207
2022-08-05,7.207
2022-08-06,7.207
2022-08-07,7.207
2022-08-08,7.212
2022-08-09,7.212
2022-08-10,7.218
2022-08-11,7.218
2022-08-12,7.218
2022-08-13,7.218
2022-08-14,7.218
2022-08-15,7.212
2022-08-16,7.214
2022-08-17,7.214
2022-08-18,7.214
2022-08-19,7.214
2022-08-20,7.214
2022-08-21,7.214
2022-08-22,7.214
2022-08-23,7.215
2022-08-24,7.215
2022-08-25,7.215
2022-08-26,7.215
2022-08-27,7.215
2022-08-28,7.221
2022-08-29,7.221
2022-08-30,7.221
2022-08-31,7.221
2022-09-01,7.221
2022-09-02,7.221
2022-09-03,7.221
2022-09-04,7.221
2022-09-05,7.225
2022-09-06,7.225
2022-09-07,7.225
2022-09-08,7.225
2022-09-09,7.252
2022-09-10,7.252
2022-09-11,7.252
2022-09-12,7.253
2022-09-13,7.253
2022-09-14,7.253
2022-09-15,7.253
2022-09-16,7.253
2022-09-17,7.253
2022-09-18,7.253
2022-09-19,7.253
2022-09-20,7.253
2022-09-21,7.253
2022-09-22,7.253
2022-09-23,7.253
2022-09-24,7.253
2022-09-25,7.256
2022-09-26,7.256
2022-09-27,7.256
2022-09-28,7.256
2022-09-29,7.256
2022-09-30,7.256
2022-10-01,7.256
2022-10-02,7.256
2022-10-03,7.256
2022-10-04,7.256
2022-10-05,7.256
2022-10-06,7.256
2022-10-07,7.256
2022-10-08,7.256
2022-10-09,7.256
2022-10-10,7.256
2022-10-11,7.256
2022-10-12,7.254
2022-10-13,7.254
2022-10-14,7.254
2022-10-15,7.254
2022-10-16,7.254
2022-10-17,7.254
2022-10-18,7.254
2022-10-19,7.254
2022-10-20,7.264
2022-10-21,7.268
2022-10-22,7.268
2022-10-23,7.268
2022-10-24,7.269
2022-10-25,7.269
2022-10-26,7.269
2022-10-27,7.269
2022-10-28,7.269
2022-10-29,7.269
2022-10-30,7.269
2022-10-31,7.269
2022-11-01,7.269
2022-11-02,7.268
2022-11-03,7.266
2022-11-04,7.266
2022-11-05,7.266
2022-11-06,7.266
2022-11-07,7.266
2022-11-08,7.266
2022-11-09,7.267
2022-11-10,7.267
2022-11-11,7.261
2022-11-12,7.261
2022-11-13,7.261
2022-11-14,7.261
2022-11-15,7.261
2022-11-16,7.261
2022-11-17,7.261
2022-11-18,7.261
2022-11-19,7.261
2022-11-20,7.268
2022-11-21,7.268
2022-11-22,7.268
2022-11-23,7.268
2022-11-24,7.268
2022-11-25,7.268
2022-11-26,7.268
2022-11-27,7.268
2022-11-28,7.268
2022-11-29,7.268
2022-11-30,7.268
2022-12-01,7.268
2022-12-02,7.268
2022-12-03,7.268
2022-12-04,7.268
2022-12-05,7.268
2022-12-06,7.268
2022-12-07,7.268
2022-12-08,7.268
2022-12-09,7.268
2022-12-10,7.268
2022-12-11,7.268
2022-12-12,7.299
2022-12-13,7.277
2022-12-14,7.277
2022-12-15,7.278
2022-12-16,7.278
2022-12-17,7.274
2022-12-18,7.274
2022-12-19,7.274
2022-12-20,7.274
2022-12-21,7.274
2022-12-22,7.274
2022-12-23,7.274
2022-12-24,7.274
2022-12-25,7.274
2022-12-26,7.274
2022-12-27,7.274
2022-12-28,7.274
2022-12-29,7.274
2022-12-30,7.274
2022-12-31,7.274
2023-01-01,7.274
2023-01-02,7.274
2023-01-03,7.274
2023-01-04,7.274
2023-01-05,7.274
2023-01-06,7.274
2023-01-07,7.274
2023-01-08,7.274
2023-01-09,7.22
2023-01-10,7.22
2023-01-11,7.22
2023-01-12,7.22
2023-01-13,7.22
2023-01-14,7.22
2023-01-15,7.22
2023-01-16,7.223
2023-01-17,7.178
2023-01-18,7.178
2023-01-19,7.223
2023-01-20,7.223
2023-01-21,7.223
2023-01-22,7.214
2023-01-23,7.195
2023-01-24,7.194
2023-01-25,7.194
2023-01-26,7.194
2023-01-27,7.194
2023-01-28,7.194
2023-01-29,7.194
2023-01-30,7.194
2023-01-31,7.193
2023-02-01,7.193
2023-02-02,7.193
2023-02-03,7.193
2023-02-04,7.193
2023-02-05,7.193
2023-02-06,7.193
2023-02-07,7.193
2023-02-08,7.193
2023-02-09,7.193
2023-02-10,7.193
2023-02-11,7.193
2023-02-12,7.193
2023-02-13,7.193
2023-02-14,7.193
2023-02-15,7.193
2023-02-16,7.193
2023-02-17,7.193
2023-02-18,7.193
2023-02-19,7.193
2023-02-20,7.193
2023-02-21,7.193
2023-02-22,7.193
2023-02-23,7.193
2023-02-24,7.193
2023-02-25,7.193
2023-02-26,7.193
2023-02-27,7.193
2023-02-28,7.193
2023-03-01,7.195
2023-03-02,7.195
2023-03-03,7.195
2023-03-04,7.195
2023-03-05,7.195
2023-03-06,7.195
2023-03-07,7.195
2023-03-08,7.195
2023-03-09,7.195
2023-03-10,7.195
2023-03-11,7.195
2023-03-12,7.195
2023-03-13,7.195
2023-03-14,7.195
2023-03-15,7.195
2023-03-16,7.195
2023-03-17,7.195
2023-03-18,7.195
2023-03-19,7.195
2023-03-20,7.195
2023-03-21,7.196
2023-03-22,7.196
2023-03-23,7.196
2023-03-24,7.196
2023-03-25,7.196
2023-03-26,7.196
2023-03-27,7.196
2023-03-28,7.196
2023-03-29,7.195
2023-03-30,7.195
2023-03-31,7.195
2023-04-01,7.195
2023-04-02,7.195
2023-04-03,7.205
2023-04-04,7.205
2023-04-05,7.205
2023-04-06,7.205
2023-04-07,7.205
2023-04-08,7.205
2023-04-09,7.205
2023-04-10,7.205
2023-04-11,7.207
2023-04-12,7.207
2023-04-13,7.207
2023-04-14,7.207
2023-04-15,7.207
2023-04-16,7.207
2023-04-17,7.209
2023-04-18,7.209
2023-04-19,7.209
2023-04-20,7.203
2023-04-21,7.203
2023-04-22,7.203
2023-04-23,7.203
2023-04-24,7.203
2023-04-25,7.203
2023-04-26,7.203
2023-04-27,7.193
2023-04-28,7.193
2023-04-29,7.193
2023-04-30,7.193
2023-05-01,7.193
2023-05-02,7.193
2023-05-03,7.193
2023-05-04,7.193
2023-05-05,7.193
2023-05-06,7.193
2023-05-07,7.193
2023-05-08,7.193
2023-05-09,7.193
2023-05-10,7.176
2023-05-11,7.176
2023-05-12,7.176
2023-05-13,7.176
2023-05-14,7.176
2023-05-15,7.171
2023-05-16,7.171
2023-05-17,7.171
2023-05-18,7.171
2023-05-19,7.171
2023-05-20,7.171
2023-05-21,7.171
2023-05-22,7.172
2023-05-23,7.172
2023-05-24,7.172
2023-05-25,7.172
2023-05-26,7.172
2023-05-27,7.172
2023-05-28,7.172
2023-05-29,7.172
2023-05-30,7.172
2023-05-31,7.172
2023-06-01,7.165
2023-06-02,7.165
2023-06-03,7.165
2023-06-04,7.165
2023-06-05,7.165
2023-06-06,7.165
2023-06-07,7.17
2023-06-08,7.17
2023-06-09,7.17
2023-06-10,7.17
2023-06-11,7.17
2023-06-12,7.171
2023-06-13,7.171
2023-06-14,7.171
2023-06-15,7.171
2023-06-16,7.171
2023-06-17,7.171
2023-06-18,7.171
2023-06-19,7.171
2023-06-20,7.171
2023-06-21,7.171
2023-06-22,7.171
2023-06-23,7.184
2023-06-24,7.184
2023-06-25,7.184
2023-06-26,7.184
2023-06-27,7.184
2023-06-28,7.184
2023-06-29,7.184
2023-06-30,7.184
2023-07-01,7.184
2023-07-02,7.184
2023-07-03,7.185
2023-07-04,7.185
2023-07-05,7.185
2023-07-06,7.185
2023-07-07,7.185
2023-07-08,7.185
2023-07-09,7.185
2023-07-10,7.185
2023-07-11,7.185
2023-07-12,7.185
2023-07-13,7.185
2023-07-14,7.185
2023-07-15,7.185
2023-07-16,7.185
2023-07-17,7.185
2023-07-18,7.185
2023-07-19,7.187
2023-07-20,7.188
2023-07-21,7.188
2023-07-22,7.188
2023-07-23,7.188
2023-07-24,7.186
2023-07-25,7.186
2023-07-26,7.186
2023-07-27,7.186
2023-07-28,7.186
2023-07-29,7.186
2023-07-30,7.186
2023-07-31,7.186
2023-08-01,7.186
2023-08-02,7.186
2023-08-03,7.186
2023-08-04,7.186
2023-08-05,7.181
2023-08-06,7.177
2023-08-07,7.177
2023-08-08,7.177
2023-08-09,7.177
2023-08-10,7.177
2023-08-11,7.177
2023-08-12,7.177
2023-08-13,7.177
2023-08-14,7.177
2023-08-15,7.177
2023-08-16,7.173
2023-08-17,7.173
2023-08-18,7.173
2023-08-19,7.173
