,CSX US Equity
2020-11-02,1.588
2020-11-03,1.588
2020-11-04,1.588
2020-11-05,1.588
2020-11-06,1.588
2020-11-07,1.588
2020-11-08,1.588
2020-11-09,1.588
2020-11-10,1.588
2020-11-11,1.588
2020-11-12,1.588
2020-11-13,1.588
2020-11-14,1.588
2020-11-15,1.588
2020-11-16,1.588
2020-11-17,1.588
2020-11-18,1.588
2020-11-19,1.588
2020-11-20,1.588
2020-11-21,1.588
2020-11-22,1.588
2020-11-23,1.588
2020-11-24,1.588
2020-11-25,1.588
2020-11-26,1.588
2020-11-27,1.588
2020-11-28,1.588
2020-11-29,1.588
2020-11-30,1.588
2020-12-01,1.588
2020-12-02,1.588
2020-12-03,1.588
2020-12-04,1.588
2020-12-05,1.588
2020-12-06,1.588
2020-12-07,1.588
2020-12-08,1.588
2020-12-09,1.588
2020-12-10,1.588
2020-12-11,1.588
2020-12-12,1.588
2020-12-13,1.588
2020-12-14,1.6
2020-12-15,1.6
2020-12-16,1.6
2020-12-17,1.6
2020-12-18,1.6
2020-12-19,1.6
2020-12-20,1.6
2020-12-21,1.6
2020-12-22,1.6
2020-12-23,1.6
2020-12-24,1.6
2020-12-25,1.6
2020-12-26,1.6
2020-12-27,1.6
2020-12-28,1.6
2020-12-29,1.6
2020-12-30,1.6
2020-12-31,1.6
2021-01-01,1.6
2021-01-02,1.6
2021-01-03,1.6
2021-01-04,1.6
2021-01-05,1.6
2021-01-06,1.6
2021-01-07,1.6
2021-01-08,1.6
2021-01-09,1.6
2021-01-10,1.633
2021-01-11,1.633
2021-01-12,1.633
2021-01-13,1.633
2021-01-14,1.633
2021-01-15,1.633
2021-01-16,1.633
2021-01-17,1.633
2021-01-18,1.633
2021-01-19,1.633
2021-01-20,1.633
2021-01-21,1.628
2021-01-22,1.613
2021-01-23,1.613
2021-01-24,1.613
2021-01-25,1.613
2021-01-26,1.613
2021-01-27,1.618
2021-01-28,1.618
2021-01-29,1.618
2021-01-30,1.618
2021-01-31,1.618
2021-02-01,1.618
2021-02-02,1.618
2021-02-03,1.618
2021-02-04,1.618
2021-02-05,1.618
2021-02-06,1.618
2021-02-07,1.618
2021-02-08,1.618
2021-02-09,1.618
2021-02-10,1.618
2021-02-11,1.618
2021-02-12,1.618
2021-02-13,1.618
2021-02-14,1.618
2021-02-15,1.623
2021-02-16,1.623
2021-02-17,1.623
2021-02-18,1.623
2021-02-19,1.623
2021-02-20,1.623
2021-02-21,1.623
2021-02-22,1.623
2021-02-23,1.623
2021-02-24,1.623
2021-02-25,1.623
2021-02-26,1.623
2021-02-27,1.62
2021-02-28,1.62
2021-03-01,1.62
2021-03-02,1.62
2021-03-03,1.62
2021-03-04,1.62
2021-03-05,1.62
2021-03-06,1.62
2021-03-07,1.62
2021-03-08,1.62
2021-03-09,1.62
2021-03-10,1.62
2021-03-11,1.62
2021-03-12,1.62
2021-03-13,1.62
2021-03-14,1.62
2021-03-15,1.62
2021-03-16,1.62
2021-03-17,1.62
2021-03-18,1.62
2021-03-19,1.62
2021-03-20,1.62
2021-03-21,1.62
2021-03-22,1.62
2021-03-23,1.62
2021-03-24,1.623
2021-03-25,1.623
2021-03-26,1.623
2021-03-27,1.623
2021-03-28,1.623
2021-03-29,1.603
2021-03-30,1.603
2021-03-31,1.603
2021-04-01,1.603
2021-04-02,1.603
2021-04-03,1.603
2021-04-04,1.603
2021-04-05,1.603
2021-04-06,1.603
2021-04-07,1.603
2021-04-08,1.603
2021-04-09,1.603
2021-04-10,1.603
2021-04-11,1.603
2021-04-12,1.603
2021-04-13,1.603
2021-04-14,1.603
2021-04-15,1.603
2021-04-16,1.603
2021-04-17,1.603
2021-04-18,1.603
2021-04-19,1.603
2021-04-20,1.615
2021-04-21,1.653
2021-04-22,1.653
2021-04-23,1.653
2021-04-24,1.653
2021-04-25,1.653
2021-04-26,1.653
2021-04-27,1.653
2021-04-28,1.653
2021-04-29,1.653
2021-04-30,1.653
2021-05-01,1.653
2021-05-02,1.653
2021-05-03,1.653
2021-05-04,1.653
2021-05-05,1.653
2021-05-06,1.653
2021-05-07,1.653
2021-05-08,1.653
2021-05-09,1.653
2021-05-10,1.653
2021-05-11,1.653
2021-05-12,1.653
2021-05-13,1.653
2021-05-14,1.653
2021-05-15,1.653
2021-05-16,1.796
2021-05-17,1.796
2021-05-18,1.796
2021-05-19,1.796
2021-05-20,1.796
2021-05-21,1.796
2021-05-22,1.796
2021-05-23,1.796
2021-05-24,1.796
2021-05-25,1.796
2021-05-26,1.796
2021-05-27,1.796
2021-05-28,1.796
2021-05-29,1.796
2021-05-30,1.796
2021-05-31,1.67
2021-06-01,1.67
2021-06-02,1.67
2021-06-03,1.67
2021-06-04,1.67
2021-06-05,1.67
2021-06-06,1.67
2021-06-07,1.67
2021-06-08,1.67
2021-06-09,1.67
2021-06-10,1.67
2021-06-11,1.67
2021-06-12,1.67
2021-06-13,1.67
2021-06-14,1.67
2021-06-15,1.67
2021-06-16,1.67
2021-06-17,1.67
2021-06-18,1.67
2021-06-19,1.67
2021-06-20,1.67
2021-06-21,1.67
2021-06-22,1.67
2021-06-23,1.67
2021-06-24,1.67
2021-06-25,1.67
2021-06-26,1.67
2021-06-27,1.67
2021-06-28,1.67
2021-06-29,1.67
2021-06-30,1.67
2021-07-01,1.67
2021-07-02,1.573
2021-07-03,1.573
2021-07-04,1.573
2021-07-05,1.573
2021-07-06,1.603
2021-07-07,1.603
2021-07-08,1.603
2021-07-09,1.603
2021-07-10,1.603
2021-07-11,1.603
2021-07-12,1.603
2021-07-13,1.603
2021-07-14,1.603
2021-07-15,1.603
2021-07-16,1.603
2021-07-17,1.603
2021-07-18,1.6
2021-07-19,1.6
2021-07-20,1.6
2021-07-21,1.613
2021-07-22,1.62
2021-07-23,1.62
2021-07-24,1.62
2021-07-25,1.62
2021-07-26,1.62
2021-07-27,1.62
2021-07-28,1.62
2021-07-29,1.62
2021-07-30,1.613
2021-07-31,1.613
2021-08-01,1.613
2021-08-02,1.613
2021-08-03,1.613
2021-08-04,1.613
2021-08-05,1.613
2021-08-06,1.613
2021-08-07,1.613
2021-08-08,1.613
2021-08-09,1.613
2021-08-10,1.613
2021-08-11,1.613
2021-08-12,1.613
2021-08-13,1.613
2021-08-14,1.613
2021-08-15,1.613
2021-08-16,1.613
2021-08-17,1.613
2021-08-18,1.613
2021-08-19,1.613
2021-08-20,1.613
2021-08-21,1.613
2021-08-22,1.613
2021-08-23,1.613
2021-08-24,1.613
2021-08-25,1.613
2021-08-26,1.613
2021-08-27,1.613
2021-08-28,1.613
2021-08-29,1.613
2021-08-30,1.613
2021-08-31,1.613
2021-09-01,1.613
2021-09-02,1.613
2021-09-03,1.613
2021-09-04,1.613
2021-09-05,1.613
2021-09-06,1.613
2021-09-07,1.613
2021-09-08,1.613
2021-09-09,1.613
2021-09-10,1.617
2021-09-11,1.617
2021-09-12,1.617
2021-09-13,1.617
2021-09-14,1.617
2021-09-15,1.617
2021-09-16,1.617
2021-09-17,1.617
2021-09-18,1.617
2021-09-19,1.617
2021-09-20,1.617
2021-09-21,1.617
2021-09-22,1.617
2021-09-23,1.63
2021-09-24,1.365
2021-09-25,1.365
2021-09-26,1.365
2021-09-27,1.365
2021-09-28,1.365
2021-09-29,1.365
2021-09-30,1.365
2021-10-01,1.365
2021-10-02,1.365
2021-10-03,1.365
2021-10-04,1.365
2021-10-05,1.365
2021-10-06,1.365
2021-10-07,1.365
2021-10-08,1.365
2021-10-09,1.365
2021-10-10,1.365
2021-10-11,1.365
2021-10-12,1.385
2021-10-13,1.385
2021-10-14,1.385
2021-10-15,1.385
2021-10-16,1.385
2021-10-17,1.385
2021-10-18,1.385
2021-10-19,1.385
2021-10-20,1.385
2021-10-21,1.385
2021-10-22,1.385
2021-10-23,1.385
2021-10-24,1.385
2021-10-25,1.385
2021-10-26,1.385
2021-10-27,1.385
2021-10-28,1.385
2021-10-29,1.385
2021-10-30,1.385
2021-10-31,1.385
2021-11-01,1.385
2021-11-02,1.385
2021-11-03,1.385
2021-11-04,1.385
2021-11-05,1.385
2021-11-06,1.385
2021-11-07,1.385
2021-11-08,1.385
2021-11-09,1.385
2021-11-10,1.385
2021-11-11,1.385
2021-11-12,1.385
2021-11-13,1.385
2021-11-14,1.385
2021-11-15,1.385
2021-11-16,1.385
2021-11-17,1.385
2021-11-18,1.385
2021-11-19,1.385
2021-11-20,1.385
2021-11-21,1.385
2021-11-22,1.385
2021-11-23,1.385
2021-11-24,1.385
2021-11-25,1.385
2021-11-26,1.385
2021-11-27,1.385
2021-11-28,1.385
2021-11-29,1.385
2021-11-30,1.385
2021-12-01,1.385
2021-12-02,1.385
2021-12-03,1.385
2021-12-04,1.385
2021-12-05,1.385
2021-12-06,1.385
2021-12-07,1.385
2021-12-08,2.08
2021-12-09,2.08
2021-12-10,2.08
2021-12-11,2.08
2021-12-12,2.08
2021-12-13,2.13
2021-12-14,2.13
2021-12-15,2.13
2021-12-16,2.13
2021-12-17,2.13
2021-12-18,2.13
2021-12-19,2.13
2021-12-20,2.13
2021-12-21,2.13
2021-12-22,2.13
2021-12-23,2.13
2021-12-24,2.13
2021-12-25,2.13
2021-12-26,2.13
2021-12-27,2.13
2021-12-28,2.13
2021-12-29,2.13
2021-12-30,2.13
2021-12-31,2.13
2022-01-01,2.13
2022-01-02,2.13
2022-01-03,2.13
2022-01-04,2.13
2022-01-05,2.13
2022-01-06,2.13
2022-01-07,2.13
2022-01-08,2.13
2022-01-09,2.13
2022-01-10,2.13
2022-01-11,2.13
2022-01-12,2.13
2022-01-13,2.13
2022-01-14,2.13
2022-01-15,2.13
2022-01-16,2.13
2022-01-17,2.13
2022-01-18,2.18
2022-01-19,2.147
2022-01-20,2.187
2022-01-21,2.192
2022-01-22,2.192
2022-01-23,2.192
2022-01-24,2.192
2022-01-25,2.192
2022-01-26,2.188
2022-01-27,2.188
2022-01-28,2.188
2022-01-29,2.188
2022-01-30,2.188
2022-01-31,2.185
2022-02-01,2.185
2022-02-02,2.185
2022-02-03,2.185
2022-02-04,2.185
2022-02-05,2.185
2022-02-06,2.185
2022-02-07,2.185
2022-02-08,2.185
2022-02-09,2.185
2022-02-10,2.185
2022-02-11,2.185
2022-02-12,2.185
2022-02-13,2.185
2022-02-14,2.185
2022-02-15,2.185
2022-02-16,2.185
2022-02-17,2.185
2022-02-18,2.185
2022-02-19,2.185
2022-02-20,2.185
2022-02-21,2.185
2022-02-22,2.185
2022-02-23,2.185
2022-02-24,2.185
2022-02-25,2.185
2022-02-26,2.185
2022-02-27,2.185
2022-02-28,2.185
2022-03-01,2.185
2022-03-02,2.185
2022-03-03,2.185
2022-03-04,2.176
2022-03-05,2.176
2022-03-06,2.176
2022-03-07,2.176
2022-03-08,2.176
2022-03-09,2.176
2022-03-10,2.176
2022-03-11,2.176
2022-03-12,2.176
2022-03-13,2.176
2022-03-14,2.18
2022-03-15,2.18
2022-03-16,2.18
2022-03-17,2.171
2022-03-18,2.171
2022-03-19,2.171
2022-03-20,2.171
2022-03-21,2.171
2022-03-22,2.171
2022-03-23,2.171
2022-03-24,2.171
2022-03-25,2.171
2022-03-26,2.171
2022-03-27,2.171
2022-03-28,2.171
2022-03-29,2.171
2022-03-30,2.171
2022-03-31,2.171
2022-04-01,2.173
2022-04-02,2.173
2022-04-03,2.173
2022-04-04,2.126
2022-04-05,2.126
2022-04-06,2.126
2022-04-07,2.125
2022-04-08,2.128
2022-04-09,2.128
2022-04-10,2.128
2022-04-11,2.128
2022-04-12,2.128
2022-04-13,2.128
2022-04-14,2.134
2022-04-15,2.134
2022-04-16,2.134
2022-04-17,2.134
2022-04-18,2.136
2022-04-19,2.136
2022-04-20,2.142
2022-04-21,2.16
2022-04-22,2.16
2022-04-23,2.16
2022-04-24,2.164
2022-04-25,2.164
2022-04-26,2.164
2022-04-27,2.164
2022-04-28,2.164
2022-04-29,2.164
2022-04-30,2.164
2022-05-01,2.164
2022-05-02,2.164
2022-05-03,2.171
2022-05-04,2.171
2022-05-05,2.171
2022-05-06,2.171
2022-05-07,2.171
2022-05-08,2.171
2022-05-09,2.171
2022-05-10,2.173
2022-05-11,2.173
2022-05-12,2.173
2022-05-13,2.173
2022-05-14,2.173
2022-05-15,2.173
2022-05-16,2.173
2022-05-17,2.173
2022-05-18,2.173
2022-05-19,2.173
2022-05-20,2.165
2022-05-21,2.165
2022-05-22,2.165
2022-05-23,2.165
2022-05-24,2.165
2022-05-25,2.165
2022-05-26,2.165
2022-05-27,2.165
2022-05-28,2.165
2022-05-29,2.165
2022-05-30,2.162
2022-05-31,2.162
2022-06-01,2.162
2022-06-02,2.162
2022-06-03,2.162
2022-06-04,2.162
2022-06-05,2.162
2022-06-06,2.145
2022-06-07,2.145
2022-06-08,2.145
2022-06-09,2.145
2022-06-10,2.145
2022-06-11,2.145
2022-06-12,2.145
2022-06-13,2.145
2022-06-14,2.145
2022-06-15,2.145
2022-06-16,2.145
2022-06-17,2.145
2022-06-18,2.145
2022-06-19,2.145
2022-06-20,2.145
2022-06-21,2.145
2022-06-22,2.145
2022-06-23,2.145
2022-06-24,2.145
2022-06-25,2.145
2022-06-26,2.145
2022-06-27,2.149
2022-06-28,2.149
2022-06-29,2.148
2022-06-30,2.148
2022-07-01,2.148
2022-07-02,2.148
2022-07-03,2.148
2022-07-04,2.148
2022-07-05,2.148
2022-07-06,2.146
2022-07-07,2.146
2022-07-08,2.142
2022-07-09,2.142
2022-07-10,2.142
2022-07-11,2.142
2022-07-12,2.142
2022-07-13,2.141
2022-07-14,2.128
2022-07-15,2.128
2022-07-16,2.128
2022-07-17,2.128
2022-07-18,2.128
2022-07-19,2.128
2022-07-20,2.135
2022-07-21,2.136
2022-07-22,2.136
2022-07-23,2.136
2022-07-24,2.136
2022-07-25,2.136
2022-07-26,2.137
2022-07-27,2.137
2022-07-28,2.137
2022-07-29,2.137
2022-07-30,2.137
2022-07-31,2.137
2022-08-01,2.141
2022-08-02,2.141
2022-08-03,2.141
2022-08-04,2.141
2022-08-05,2.141
2022-08-06,2.141
2022-08-07,2.141
2022-08-08,2.141
2022-08-09,2.141
2022-08-10,2.141
2022-08-11,2.141
2022-08-12,2.141
2022-08-13,2.141
2022-08-14,2.141
2022-08-15,2.141
2022-08-16,2.141
2022-08-17,2.141
2022-08-18,2.141
2022-08-19,2.141
2022-08-20,2.141
2022-08-21,2.141
2022-08-22,2.141
2022-08-23,2.141
2022-08-24,2.141
2022-08-25,2.141
2022-08-26,2.141
2022-08-27,2.141
2022-08-28,2.141
2022-08-29,2.141
2022-08-30,2.141
2022-08-31,2.141
2022-09-01,2.141
2022-09-02,2.141
2022-09-03,2.141
2022-09-04,2.141
2022-09-05,2.135
2022-09-06,2.135
2022-09-07,2.135
2022-09-08,2.135
2022-09-09,2.135
2022-09-10,2.135
2022-09-11,2.135
2022-09-12,2.135
2022-09-13,2.127
2022-09-14,2.127
2022-09-15,2.127
2022-09-16,2.127
2022-09-17,2.127
2022-09-18,2.127
2022-09-19,2.127
2022-09-20,2.127
2022-09-21,2.127
2022-09-22,2.127
2022-09-23,2.125
2022-09-24,2.125
2022-09-25,2.125
2022-09-26,2.125
2022-09-27,2.125
2022-09-28,2.102
2022-09-29,2.102
2022-09-30,2.095
2022-10-01,2.095
2022-10-02,2.095
2022-10-03,2.091
2022-10-04,2.085
2022-10-05,2.085
2022-10-06,2.085
2022-10-07,2.082
2022-10-08,2.082
2022-10-09,2.082
2022-10-10,2.08
2022-10-11,2.071
2022-10-12,2.069
2022-10-13,2.069
2022-10-14,2.069
2022-10-15,2.069
2022-10-16,2.069
2022-10-17,2.069
2022-10-18,2.069
2022-10-19,2.063
2022-10-20,2.064
2022-10-21,2.069
2022-10-22,2.06
2022-10-23,2.056
2022-10-24,2.049
2022-10-25,2.041
2022-10-26,2.041
2022-10-27,2.041
2022-10-28,2.041
2022-10-29,2.041
2022-10-30,2.041
2022-10-31,2.049
2022-11-01,2.049
2022-11-02,2.049
2022-11-03,2.049
2022-11-04,2.049
2022-11-05,2.049
2022-11-06,2.049
2022-11-07,2.049
2022-11-08,2.049
2022-11-09,2.049
2022-11-10,2.049
2022-11-11,2.049
2022-11-12,2.049
2022-11-13,2.049
2022-11-14,2.049
2022-11-15,2.049
2022-11-16,2.049
2022-11-17,2.049
2022-11-18,2.049
2022-11-19,2.049
2022-11-20,2.049
2022-11-21,2.049
2022-11-22,2.049
2022-11-23,2.049
2022-11-24,2.049
2022-11-25,2.049
2022-11-26,2.049
2022-11-27,2.049
2022-11-28,2.058
2022-11-29,2.058
2022-11-30,2.058
2022-12-01,2.051
2022-12-02,2.051
2022-12-03,2.051
2022-12-04,2.051
2022-12-05,2.051
2022-12-06,2.051
2022-12-07,2.051
2022-12-08,2.051
2022-12-09,2.051
2022-12-10,2.051
2022-12-11,2.051
2022-12-12,2.051
2022-12-13,2.051
2022-12-14,2.051
2022-12-15,2.049
2022-12-16,2.049
2022-12-17,2.049
2022-12-18,2.049
2022-12-19,2.042
2022-12-20,2.048
2022-12-21,2.048
2022-12-22,2.048
2022-12-23,2.048
2022-12-24,2.048
2022-12-25,2.048
2022-12-26,2.048
2022-12-27,2.048
2022-12-28,2.048
2022-12-29,2.048
2022-12-30,2.048
2022-12-31,2.048
2023-01-01,2.048
2023-01-02,2.048
2023-01-03,2.048
2023-01-04,2.048
2023-01-05,2.051
2023-01-06,2.051
2023-01-07,2.051
2023-01-08,2.051
2023-01-09,2.051
2023-01-10,2.041
2023-01-11,2.039
2023-01-12,2.039
2023-01-13,2.039
2023-01-14,2.039
2023-01-15,2.039
2023-01-16,2.039
2023-01-17,2.042
2023-01-18,2.041
2023-01-19,2.041
2023-01-20,2.04
2023-01-21,2.04
2023-01-22,2.033
2023-01-23,2.033
2023-01-24,2.033
2023-01-25,2.039
2023-01-26,2.024
2023-01-27,2.024
2023-01-28,2.024
2023-01-29,2.024
2023-01-30,2.027
2023-01-31,2.027
2023-02-01,2.027
2023-02-02,2.027
2023-02-03,2.027
2023-02-04,2.027
2023-02-05,2.027
2023-02-06,2.027
2023-02-07,2.027
2023-02-08,2.027
2023-02-09,2.027
2023-02-10,2.027
2023-02-11,2.027
2023-02-12,2.027
2023-02-13,2.027
2023-02-14,2.027
2023-02-15,2.027
2023-02-16,2.027
2023-02-17,2.027
2023-02-18,2.027
2023-02-19,2.027
2023-02-20,2.027
2023-02-21,2.027
2023-02-22,2.027
2023-02-23,2.027
2023-02-24,2.027
2023-02-25,2.027
2023-02-26,2.027
2023-02-27,2.027
2023-02-28,2.027
2023-03-01,2.028
2023-03-02,2.029
2023-03-03,2.029
2023-03-04,2.029
2023-03-05,2.029
2023-03-06,2.029
2023-03-07,2.029
2023-03-08,2.029
2023-03-09,2.029
2023-03-10,2.029
2023-03-11,2.029
2023-03-12,2.029
2023-03-13,2.029
2023-03-14,2.029
2023-03-15,2.029
2023-03-16,2.029
2023-03-17,2.029
2023-03-18,2.029
2023-03-19,2.035
2023-03-20,2.035
2023-03-21,2.035
2023-03-22,2.035
2023-03-23,2.034
2023-03-24,2.034
2023-03-25,2.034
2023-03-26,2.034
2023-03-27,2.034
2023-03-28,2.033
2023-03-29,2.033
2023-03-30,2.031
2023-03-31,2.031
2023-04-01,2.031
2023-04-02,2.031
2023-04-03,2.031
2023-04-04,2.032
2023-04-05,2.032
2023-04-06,2.032
2023-04-07,2.032
2023-04-08,2.032
2023-04-09,2.032
2023-04-10,2.036
2023-04-11,2.028
2023-04-12,2.028
2023-04-13,2.026
2023-04-14,2.024
2023-04-15,2.024
2023-04-16,2.024
2023-04-17,2.024
2023-04-18,2.024
2023-04-19,2.024
2023-04-20,2.046
2023-04-21,2.063
2023-04-22,2.063
2023-04-23,2.063
2023-04-24,2.063
2023-04-25,2.067
2023-04-26,2.069
2023-04-27,2.069
2023-04-28,2.069
2023-04-29,2.069
2023-04-30,2.069
2023-05-01,2.069
2023-05-02,2.069
2023-05-03,2.069
2023-05-04,2.069
2023-05-05,2.069
2023-05-06,2.069
2023-05-07,2.069
2023-05-08,2.065
2023-05-09,2.065
2023-05-10,2.065
2023-05-11,2.065
2023-05-12,2.065
2023-05-13,2.065
2023-05-14,2.065
2023-05-15,2.065
2023-05-16,2.065
2023-05-17,2.065
2023-05-18,2.065
2023-05-19,2.065
2023-05-20,2.065
2023-05-21,2.065
2023-05-22,2.065
2023-05-23,2.065
2023-05-24,2.065
2023-05-25,2.065
2023-05-26,2.065
2023-05-27,2.065
2023-05-28,2.065
2023-05-29,2.065
2023-05-30,2.065
2023-05-31,2.065
2023-06-01,2.069
2023-06-02,2.069
2023-06-03,2.069
2023-06-04,2.069
2023-06-05,2.074
2023-06-06,2.074
2023-06-07,2.074
2023-06-08,2.074
2023-06-09,2.074
2023-06-10,2.074
2023-06-11,2.074
2023-06-12,2.074
2023-06-13,2.074
2023-06-14,2.074
2023-06-15,2.074
2023-06-16,2.074
2023-06-17,2.074
2023-06-18,2.074
2023-06-19,2.074
2023-06-20,2.074
2023-06-21,2.074
2023-06-22,2.074
2023-06-23,2.074
