,LPLA US Equity
2020-07-30,20.68
2020-07-31,20.68
2020-08-01,20.68
2020-08-02,20.68
2020-08-03,14.94
2020-08-04,14.94
2020-08-05,14.94
2020-08-06,14.94
2020-08-07,14.94
2020-08-08,14.94
2020-08-09,14.94
2020-08-10,14.94
2020-08-11,14.94
2020-08-12,14.94
2020-08-13,14.94
2020-08-14,14.94
2020-08-15,14.94
2020-08-16,14.94
2020-08-17,14.94
2020-08-18,14.94
2020-08-19,14.94
2020-08-20,14.94
2020-08-21,14.94
2020-08-22,14.94
2020-08-23,14.94
2020-08-24,14.94
2020-08-25,14.94
2020-08-26,14.94
2020-08-27,14.94
2020-08-28,14.94
2020-08-29,14.94
2020-08-30,14.94
2020-08-31,14.94
2020-09-01,14.94
2020-09-02,14.94
2020-09-03,14.94
2020-09-04,14.94
2020-09-05,14.94
2020-09-06,14.94
2020-09-07,14.94
2020-09-08,14.94
2020-09-09,14.94
2020-09-10,14.94
2020-09-11,14.94
2020-09-12,14.94
2020-09-13,14.94
2020-09-14,14.94
2020-09-15,14.94
2020-09-16,14.94
2020-09-17,14.94
2020-09-18,14.94
2020-09-19,14.94
2020-09-20,14.94
2020-09-21,14.94
2020-09-22,14.94
2020-09-23,14.94
2020-09-24,14.94
2020-09-25,14.94
2020-09-26,14.94
2020-09-27,14.94
2020-09-28,14.94
2020-09-29,14.94
2020-09-30,14.94
2020-10-01,14.94
2020-10-02,14.94
2020-10-03,14.94
2020-10-04,14.94
2020-10-05,14.94
2020-10-06,14.94
2020-10-07,12.827
2020-10-08,12.827
2020-10-09,12.827
2020-10-10,12.827
2020-10-11,12.827
2020-10-12,13.007
2020-10-13,13.007
2020-10-14,13.007
2020-10-15,13.007
2020-10-16,13.007
2020-10-17,13.007
2020-10-18,13.007
2020-10-19,13.007
2020-10-20,13.007
2020-10-21,13.007
2020-10-22,13.007
2020-10-23,13.007
2020-10-24,13.007
2020-10-25,13.007
2020-10-26,13.007
2020-10-27,13.007
2020-10-28,13.007
2020-10-29,13.007
2020-10-30,13.007
2020-10-31,13.007
2020-11-01,13.007
2020-11-02,13.037
2020-11-03,13.037
2020-11-04,13.037
2020-11-05,13.037
2020-11-06,13.037
2020-11-07,13.037
2020-11-08,13.037
2020-11-09,13.037
2020-11-10,13.037
2020-11-11,13.037
2020-11-12,13.037
2020-11-13,13.037
2020-11-14,13.037
2020-11-15,13.037
2020-11-16,13.037
2020-11-17,13.037
2020-11-18,13.037
2020-11-19,13.037
2020-11-20,13.037
2020-11-21,13.037
2020-11-22,13.037
2020-11-23,13.037
2020-11-24,13.037
2020-11-25,13.037
2020-11-26,13.037
2020-11-27,13.037
2020-11-28,13.037
2020-11-29,13.037
2020-11-30,13.037
2020-12-01,13.037
2020-12-02,13.037
2020-12-03,13.037
2020-12-04,13.037
2020-12-05,13.037
2020-12-06,13.037
2020-12-07,13.037
2020-12-08,13.487
2020-12-09,13.487
2020-12-10,13.487
2020-12-11,13.487
2020-12-12,13.487
2020-12-13,13.487
2020-12-14,13.487
2020-12-15,13.487
2020-12-16,13.487
2020-12-17,13.53
2020-12-18,13.53
2020-12-19,13.53
2020-12-20,13.53
2020-12-21,13.53
2020-12-22,13.53
2020-12-23,13.53
2020-12-24,13.53
2020-12-25,13.53
2020-12-26,13.53
2020-12-27,13.53
2020-12-28,13.53
2020-12-29,13.53
2020-12-30,13.53
2020-12-31,13.53
2021-01-01,13.53
2021-01-02,13.53
2021-01-03,15.995
2021-01-04,15.995
2021-01-05,15.995
2021-01-06,15.995
2021-01-07,15.995
2021-01-08,15.995
2021-01-09,15.995
2021-01-10,15.995
2021-01-11,15.995
2021-01-12,15.995
2021-01-13,13.137
2021-01-14,13.137
2021-01-15,13.137
2021-01-16,13.137
2021-01-17,13.137
2021-01-18,13.137
2021-01-19,13.137
2021-01-20,13.137
2021-01-21,13.137
2021-01-22,13.137
2021-01-23,13.137
2021-01-24,13.137
2021-01-25,13.137
2021-01-26,13.137
2021-01-27,13.137
2021-01-28,13.137
2021-01-29,13.137
2021-01-30,13.137
2021-01-31,13.137
2021-02-01,13.137
2021-02-02,13.137
2021-02-03,13.137
2021-02-04,13.137
2021-02-05,13.137
2021-02-06,13.137
2021-02-07,13.137
2021-02-08,13.743
2021-02-09,13.743
2021-02-10,13.743
2021-02-11,13.743
2021-02-12,13.743
2021-02-13,13.743
2021-02-14,13.743
2021-02-15,13.743
2021-02-16,13.743
2021-02-17,13.743
2021-02-18,13.743
2021-02-19,13.743
2021-02-20,13.743
2021-02-21,13.743
2021-02-22,13.743
2021-02-23,13.743
2021-02-24,13.743
2021-02-25,13.743
2021-02-26,13.743
2021-02-27,13.743
2021-02-28,13.743
2021-03-01,13.743
2021-03-02,13.743
2021-03-03,13.743
2021-03-04,13.743
2021-03-05,13.743
2021-03-06,13.743
2021-03-07,13.743
2021-03-08,13.743
2021-03-09,13.743
2021-03-10,13.743
2021-03-11,13.743
2021-03-12,13.743
2021-03-13,13.743
2021-03-14,13.743
2021-03-15,13.743
2021-03-16,13.743
2021-03-17,13.743
2021-03-18,13.743
2021-03-19,13.743
2021-03-20,13.743
2021-03-21,13.743
2021-03-22,13.743
2021-03-23,13.743
2021-03-24,13.743
2021-03-25,13.743
2021-03-26,13.743
2021-03-27,13.743
2021-03-28,13.743
2021-03-29,13.743
2021-03-30,13.743
2021-03-31,13.743
2021-04-01,13.743
2021-04-02,13.743
2021-04-03,13.743
2021-04-04,13.743
2021-04-05,12.863
2021-04-06,12.863
2021-04-07,12.863
2021-04-08,12.863
2021-04-09,13.105
2021-04-10,13.105
2021-04-11,13.105
2021-04-12,13.105
2021-04-13,13.105
2021-04-14,13.105
2021-04-15,13.105
2021-04-16,13.105
2021-04-17,13.105
2021-04-18,13.105
2021-04-19,13.105
2021-04-20,13.105
2021-04-21,13.105
2021-04-22,13.105
2021-04-23,13.105
2021-04-24,13.105
2021-04-25,13.105
2021-04-26,13.105
2021-04-27,13.105
2021-04-28,12.998
2021-04-29,12.998
2021-04-30,13.123
2021-05-01,13.123
2021-05-02,13.123
2021-05-03,13.26
2021-05-04,13.26
2021-05-05,15.033
2021-05-06,15.033
2021-05-07,15.033
2021-05-08,15.033
2021-05-09,15.033
2021-05-10,15.033
2021-05-11,15.033
2021-05-12,15.033
2021-05-13,15.033
2021-05-14,15.033
2021-05-15,15.033
2021-05-16,15.033
2021-05-17,15.033
2021-05-18,15.033
2021-05-19,15.033
2021-05-20,15.033
2021-05-21,15.033
2021-05-22,15.033
2021-05-23,15.033
2021-05-24,15.033
2021-05-25,15.033
2021-05-26,15.033
2021-05-27,15.033
2021-05-28,15.033
2021-05-29,15.033
2021-05-30,15.033
2021-05-31,15.033
2021-06-01,15.033
2021-06-02,14.907
2021-06-03,14.907
2021-06-04,14.907
2021-06-05,14.907
2021-06-06,14.907
2021-06-07,14.907
2021-06-08,14.907
2021-06-09,14.907
2021-06-10,14.907
2021-06-11,14.907
2021-06-12,14.907
2021-06-13,14.907
2021-06-14,14.907
2021-06-15,14.907
2021-06-16,14.907
2021-06-17,14.907
2021-06-18,14.907
2021-06-19,14.907
2021-06-20,14.907
2021-06-21,14.907
2021-06-22,14.907
2021-06-23,14.907
2021-06-24,14.907
2021-06-25,14.907
2021-06-26,14.907
2021-06-27,14.907
2021-06-28,14.907
2021-06-29,14.907
2021-06-30,15.023
2021-07-01,15.023
2021-07-02,15.023
2021-07-03,15.023
2021-07-04,15.023
2021-07-05,15.023
2021-07-06,15.023
2021-07-07,15.023
2021-07-08,15.023
2021-07-09,15.023
2021-07-10,15.023
2021-07-11,15.023
2021-07-12,15.023
2021-07-13,15.023
2021-07-14,15.023
2021-07-15,15.023
2021-07-16,15.023
2021-07-17,15.023
2021-07-18,15.023
2021-07-19,15.023
2021-07-20,15.023
2021-07-21,15.023
2021-07-22,15.023
2021-07-23,15.023
2021-07-24,15.023
2021-07-25,15.023
2021-07-26,15.023
2021-07-27,15.023
2021-07-28,15.023
2021-07-29,15.327
2021-07-30,15.327
2021-07-31,15.327
2021-08-01,15.327
2021-08-02,15.327
2021-08-03,15.54
2021-08-04,15.54
2021-08-05,15.54
2021-08-06,15.54
2021-08-07,15.54
2021-08-08,15.54
2021-08-09,15.54
2021-08-10,15.54
2021-08-11,15.54
2021-08-12,15.54
2021-08-13,15.54
2021-08-14,15.54
2021-08-15,15.54
2021-08-16,15.54
2021-08-17,15.54
2021-08-18,15.54
2021-08-19,15.54
2021-08-20,15.54
2021-08-21,15.54
2021-08-22,15.54
2021-08-23,15.54
2021-08-24,15.54
2021-08-25,15.54
2021-08-26,15.54
2021-08-27,15.54
2021-08-28,15.54
2021-08-29,15.54
2021-08-30,15.54
2021-08-31,15.54
2021-09-01,15.54
2021-09-02,15.54
2021-09-03,15.54
2021-09-04,15.54
2021-09-05,15.54
2021-09-06,15.54
2021-09-07,15.54
2021-09-08,15.54
2021-09-09,15.54
2021-09-10,15.54
2021-09-11,15.54
2021-09-12,15.54
2021-09-13,15.413
2021-09-14,15.413
2021-09-15,15.413
2021-09-16,15.413
2021-09-17,15.413
2021-09-18,15.413
2021-09-19,15.413
2021-09-20,15.413
2021-09-21,15.413
2021-09-22,15.413
2021-09-23,15.413
2021-09-24,15.413
2021-09-25,15.413
2021-09-26,15.413
2021-09-27,15.413
2021-09-28,15.413
2021-09-29,15.413
2021-09-30,15.413
2021-10-01,15.413
2021-10-02,15.413
2021-10-03,15.413
2021-10-04,15.413
2021-10-05,15.413
2021-10-06,15.413
2021-10-07,15.23
2021-10-08,15.23
2021-10-09,15.23
2021-10-10,15.23
2021-10-11,15.23
2021-10-12,15.23
2021-10-13,16.283
2021-10-14,16.283
2021-10-15,16.283
2021-10-16,16.283
2021-10-17,16.283
2021-10-18,16.283
2021-10-19,16.283
2021-10-20,16.283
2021-10-21,16.283
2021-10-22,16.283
2021-10-23,16.283
2021-10-24,16.283
2021-10-25,16.283
2021-10-26,16.283
2021-10-27,16.283
2021-10-28,16.537
2021-10-29,16.537
2021-10-30,16.537
2021-10-31,16.537
2021-11-01,16.537
2021-11-02,16.537
2021-11-03,16.537
2021-11-04,14.39
2021-11-05,14.39
2021-11-06,14.39
2021-11-07,14.39
2021-11-08,14.39
2021-11-09,14.39
2021-11-10,14.39
2021-11-11,14.39
2021-11-12,14.39
2021-11-13,14.39
2021-11-14,14.39
2021-11-15,14.39
2021-11-16,14.39
2021-11-17,14.39
2021-11-18,14.39
2021-11-19,14.39
2021-11-20,14.39
2021-11-21,14.39
2021-11-22,14.39
2021-11-23,14.39
2021-11-24,14.39
2021-11-25,14.39
2021-11-26,14.39
2021-11-27,14.39
2021-11-28,14.39
2021-11-29,14.39
2021-11-30,14.39
2021-12-01,14.39
2021-12-02,14.39
2021-12-03,14.39
2021-12-04,14.39
2021-12-05,14.39
2021-12-06,14.39
2021-12-07,14.39
2021-12-08,14.39
2021-12-09,14.39
2021-12-10,14.39
2021-12-11,14.39
2021-12-12,14.39
2021-12-13,14.39
2021-12-14,14.39
2021-12-15,14.39
2021-12-16,14.39
2021-12-17,14.39
2021-12-18,14.39
2021-12-19,14.313
2021-12-20,14.317
2021-12-21,14.317
2021-12-22,14.317
2021-12-23,14.317
2021-12-24,14.317
2021-12-25,14.317
2021-12-26,14.317
2021-12-27,14.317
2021-12-28,14.317
2021-12-29,14.317
2021-12-30,14.317
2021-12-31,14.317
2022-01-01,14.317
2022-01-02,14.317
2022-01-03,14.433
2022-01-04,14.72
2022-01-05,14.72
2022-01-06,14.72
2022-01-07,14.72
2022-01-08,14.72
2022-01-09,14.72
2022-01-10,14.72
2022-01-11,15.343
2022-01-12,15.343
2022-01-13,15.445
2022-01-14,15.445
2022-01-15,15.445
2022-01-16,15.445
2022-01-17,15.445
2022-01-18,15.445
2022-01-19,15.445
2022-01-20,15.445
2022-01-21,15.445
2022-01-22,15.445
2022-01-23,15.445
2022-01-24,15.445
2022-01-25,15.445
2022-01-26,15.445
2022-01-27,15.445
2022-01-28,15.445
2022-01-29,15.445
2022-01-30,15.445
2022-01-31,15.445
2022-02-01,15.445
2022-02-02,15.445
2022-02-03,17.2
2022-02-04,17.286
2022-02-05,17.286
2022-02-06,17.286
2022-02-07,17.286
2022-02-08,17.457
2022-02-09,17.693
2022-02-10,17.693
2022-02-11,17.693
2022-02-12,17.693
2022-02-13,17.693
2022-02-14,17.693
2022-02-15,17.693
2022-02-16,17.693
2022-02-17,17.693
2022-02-18,17.693
2022-02-19,17.693
2022-02-20,17.693
2022-02-21,17.693
2022-02-22,17.693
2022-02-23,17.693
2022-02-24,17.693
2022-02-25,17.693
2022-02-26,17.693
2022-02-27,17.693
2022-02-28,17.693
2022-03-01,17.693
2022-03-02,17.693
2022-03-03,18.047
2022-03-04,18.047
2022-03-05,18.047
2022-03-06,18.047
2022-03-07,18.047
2022-03-08,18.047
2022-03-09,18.41
2022-03-10,18.41
2022-03-11,18.41
2022-03-12,18.41
2022-03-13,18.41
2022-03-14,18.41
2022-03-15,18.41
2022-03-16,18.41
2022-03-17,18.41
2022-03-18,18.1
2022-03-19,18.1
2022-03-20,18.1
2022-03-21,18.1
2022-03-22,18.1
2022-03-23,18.1
2022-03-24,18.1
2022-03-25,18.1
2022-03-26,18.1
2022-03-27,18.067
2022-03-28,18.067
2022-03-29,18.067
2022-03-30,18.503
2022-03-31,18.61
2022-04-01,19.025
2022-04-02,19.025
2022-04-03,19.025
2022-04-04,19.025
2022-04-05,19.025
2022-04-06,19.025
2022-04-07,19.025
2022-04-08,19.025
2022-04-09,19.025
2022-04-10,19.025
2022-04-11,19.025
2022-04-12,18.767
2022-04-13,19.25
2022-04-14,19.25
2022-04-15,19.714
2022-04-16,19.714
2022-04-17,19.714
2022-04-18,19.714
2022-04-19,19.714
2022-04-20,19.714
2022-04-21,19.335
2022-04-22,19.335
2022-04-23,19.335
2022-04-24,19.335
2022-04-25,19.335
2022-04-26,19.335
2022-04-27,19.335
2022-04-28,19.236
2022-04-29,18.91
2022-04-30,18.853
2022-05-01,18.853
2022-05-02,18.936
2022-05-03,18.936
2022-05-04,18.936
2022-05-05,18.936
2022-05-06,18.936
2022-05-07,18.936
2022-05-08,18.936
2022-05-09,18.899
2022-05-10,19.195
2022-05-11,19.443
2022-05-12,19.443
2022-05-13,19.443
2022-05-14,19.443
2022-05-15,19.443
2022-05-16,19.443
2022-05-17,19.443
2022-05-18,19.443
2022-05-19,19.443
2022-05-20,19.443
2022-05-21,19.443
2022-05-22,19.443
2022-05-23,19.443
2022-05-24,19.443
2022-05-25,19.443
2022-05-26,19.443
2022-05-27,19.443
2022-05-28,19.443
2022-05-29,19.443
2022-05-30,19.443
2022-05-31,19.443
2022-06-01,19.443
2022-06-02,19.443
2022-06-03,19.443
2022-06-04,19.443
2022-06-05,19.443
2022-06-06,19.443
2022-06-07,19.443
2022-06-08,19.443
2022-06-09,19.443
2022-06-10,19.443
2022-06-11,19.443
2022-06-12,19.443
2022-06-13,19.443
2022-06-14,19.443
2022-06-15,19.443
2022-06-16,19.443
2022-06-17,19.443
2022-06-18,19.443
2022-06-19,19.443
2022-06-20,19.443
2022-06-21,19.443
2022-06-22,19.443
2022-06-23,19.443
2022-06-24,19.443
2022-06-25,19.443
2022-06-26,19.443
2022-06-27,19.618
2022-06-28,19.617
2022-06-29,19.617
2022-06-30,19.188
2022-07-01,19.188
2022-07-02,19.188
2022-07-03,19.188
2022-07-04,19.188
2022-07-05,19.188
2022-07-06,18.638
2022-07-07,18.45
2022-07-08,18.45
2022-07-09,18.45
2022-07-10,18.45
2022-07-11,18.45
2022-07-12,18.45
2022-07-13,18.444
2022-07-14,18.444
2022-07-15,18.444
2022-07-16,18.444
2022-07-17,18.444
2022-07-18,18.444
2022-07-19,18.263
2022-07-20,18.263
2022-07-21,18.263
2022-07-22,18.263
2022-07-23,18.263
2022-07-24,18.263
2022-07-25,18.263
2022-07-26,18.263
2022-07-27,18.263
2022-07-28,18.263
2022-07-29,18.263
2022-07-30,18.263
2022-07-31,18.263
2022-08-01,18.263
2022-08-02,18.554
2022-08-03,17.916
2022-08-04,17.806
2022-08-05,17.806
2022-08-06,17.806
2022-08-07,17.806
2022-08-08,17.806
2022-08-09,17.806
2022-08-10,17.806
2022-08-11,17.806
2022-08-12,17.806
2022-08-13,17.806
2022-08-14,17.806
2022-08-15,17.806
2022-08-16,17.806
2022-08-17,17.806
2022-08-18,17.806
2022-08-19,17.806
2022-08-20,17.806
2022-08-21,17.806
2022-08-22,17.806
2022-08-23,17.806
2022-08-24,17.806
2022-08-25,17.806
2022-08-26,17.806
2022-08-27,17.806
2022-08-28,17.806
2022-08-29,17.806
2022-08-30,17.806
2022-08-31,17.806
2022-09-01,17.806
2022-09-02,17.806
2022-09-03,17.806
2022-09-04,17.806
2022-09-05,17.806
2022-09-06,17.806
2022-09-07,17.806
2022-09-08,17.806
2022-09-09,17.806
2022-09-10,17.806
2022-09-11,17.806
2022-09-12,17.806
2022-09-13,17.806
2022-09-14,17.806
2022-09-15,17.806
2022-09-16,17.806
2022-09-17,17.806
2022-09-18,17.806
2022-09-19,17.806
2022-09-20,17.806
2022-09-21,17.806
2022-09-22,17.806
2022-09-23,17.806
2022-09-24,17.806
2022-09-25,17.806
2022-09-26,17.806
2022-09-27,17.806
2022-09-28,17.806
2022-09-29,17.806
2022-09-30,17.729
2022-10-01,17.729
2022-10-02,17.729
2022-10-03,17.885
2022-10-04,17.885
2022-10-05,18.574
2022-10-06,18.574
2022-10-07,18.574
2022-10-08,18.574
2022-10-09,18.574
2022-10-10,18.574
2022-10-11,18.73
2022-10-12,19.387
2022-10-13,19.384
2022-10-14,19.384
2022-10-15,19.384
2022-10-16,19.384
2022-10-17,19.384
2022-10-18,19.412
2022-10-19,19.412
2022-10-20,19.412
2022-10-21,19.412
2022-10-22,19.412
2022-10-23,19.412
2022-10-24,19.412
2022-10-25,19.412
2022-10-26,19.412
2022-10-27,19.561
2022-10-28,19.922
2022-10-29,19.922
2022-10-30,19.922
2022-10-31,20.337
2022-11-01,20.758
2022-11-02,20.758
2022-11-03,20.758
2022-11-04,20.758
2022-11-05,20.758
2022-11-06,20.758
2022-11-07,20.758
2022-11-08,20.758
2022-11-09,20.758
2022-11-10,20.758
2022-11-11,20.758
2022-11-12,20.758
2022-11-13,20.758
2022-11-14,20.758
2022-11-15,20.578
2022-11-16,20.578
2022-11-17,20.347
2022-11-18,20.38
2022-11-19,20.38
2022-11-20,20.38
2022-11-21,20.38
2022-11-22,20.366
2022-11-23,20.366
2022-11-24,20.366
2022-11-25,20.366
2022-11-26,20.366
2022-11-27,20.403
2022-11-28,20.403
2022-11-29,20.403
2022-11-30,20.403
2022-12-01,20.403
2022-12-02,20.403
2022-12-03,20.403
2022-12-04,20.403
2022-12-05,20.403
2022-12-06,20.403
2022-12-07,20.403
2022-12-08,20.403
2022-12-09,20.403
2022-12-10,20.403
2022-12-11,20.403
2022-12-12,20.403
2022-12-13,20.403
2022-12-14,20.403
2022-12-15,20.403
2022-12-16,20.403
2022-12-17,20.403
2022-12-18,20.403
2022-12-19,20.403
2022-12-20,20.403
2022-12-21,20.403
2022-12-22,20.403
2022-12-23,20.403
2022-12-24,20.403
2022-12-25,20.403
2022-12-26,20.403
2022-12-27,20.403
2022-12-28,20.403
2022-12-29,20.403
2022-12-30,20.583
2022-12-31,20.583
2023-01-01,20.583
2023-01-02,20.583
2023-01-03,20.473
2023-01-04,20.448
2023-01-05,20.421
2023-01-06,20.421
2023-01-07,20.421
2023-01-08,20.421
2023-01-09,20.491
2023-01-10,20.491
2023-01-11,20.474
2023-01-12,20.373
2023-01-13,20.373
2023-01-14,20.373
2023-01-15,20.373
2023-01-16,20.373
2023-01-17,20.375
2023-01-18,20.375
2023-01-19,20.375
2023-01-20,20.375
2023-01-21,20.375
2023-01-22,20.375
2023-01-23,20.398
2023-01-24,20.398
2023-01-25,20.398
2023-01-26,20.398
2023-01-27,20.398
2023-01-28,20.398
2023-01-29,20.398
2023-01-30,20.398
2023-01-31,20.398
2023-02-01,20.398
2023-02-02,20.27
2023-02-03,20.098
2023-02-04,20.098
2023-02-05,20.098
2023-02-06,19.995
2023-02-07,20.145
2023-02-08,20.145
2023-02-09,20.145
2023-02-10,20.145
2023-02-11,20.145
2023-02-12,20.145
2023-02-13,20.145
2023-02-14,20.145
2023-02-15,20.145
2023-02-16,20.145
2023-02-17,20.145
2023-02-18,20.145
2023-02-19,20.145
2023-02-20,20.145
2023-02-21,20.145
2023-02-22,20.145
2023-02-23,20.145
2023-02-24,20.145
2023-02-25,20.145
2023-02-26,20.145
2023-02-27,20.145
2023-02-28,20.145
2023-03-01,20.145
2023-03-02,20.145
2023-03-03,20.145
2023-03-04,20.145
2023-03-05,20.145
2023-03-06,20.145
2023-03-07,20.145
2023-03-08,20.145
2023-03-09,20.145
2023-03-10,20.145
2023-03-11,20.145
2023-03-12,20.145
2023-03-13,20.145
2023-03-14,20.145
2023-03-15,20.118
2023-03-16,20.118
2023-03-17,20.118
2023-03-18,20.118
2023-03-19,20.118
2023-03-20,20.118
2023-03-21,20.118
2023-03-22,20.083
2023-03-23,20.083
2023-03-24,20.083
2023-03-25,20.083
2023-03-26,20.083
2023-03-27,20.083
2023-03-28,19.876
2023-03-29,19.876
2023-03-30,19.876
2023-03-31,19.858
2023-04-01,19.858
2023-04-02,19.858
2023-04-03,19.664
2023-04-04,19.664
2023-04-05,19.318
2023-04-06,19.155
2023-04-07,19.155
2023-04-08,19.155
2023-04-09,19.155
2023-04-10,19.043
2023-04-11,18.594
2023-04-12,18.559
2023-04-13,18.448
2023-04-14,18.448
2023-04-15,18.405
2023-04-16,18.405
2023-04-17,18.405
2023-04-18,18.405
2023-04-19,18.405
2023-04-20,18.405
2023-04-21,18.405
2023-04-22,18.405
2023-04-23,18.405
2023-04-24,18.405
2023-04-25,18.405
2023-04-26,18.405
2023-04-27,18.358
2023-04-28,18.299
2023-04-29,18.299
2023-04-30,18.299
2023-05-01,18.299
2023-05-02,18.299
2023-05-03,18.299
2023-05-04,18.299
2023-05-05,18.299
2023-05-06,18.299
2023-05-07,18.299
2023-05-08,18.299
2023-05-09,18.299
2023-05-10,18.299
2023-05-11,18.104
2023-05-12,18.104
2023-05-13,18.104
2023-05-14,18.104
2023-05-15,18.104
2023-05-16,18.104
2023-05-17,18.104
2023-05-18,18.042
2023-05-19,18.042
2023-05-20,18.042
2023-05-21,18.042
2023-05-22,18.042
2023-05-23,18.042
2023-05-24,18.042
2023-05-25,18.042
2023-05-26,18.183
2023-05-27,18.183
2023-05-28,18.183
2023-05-29,18.184
2023-05-30,18.184
2023-05-31,18.184
2023-06-01,18.184
2023-06-02,18.184
2023-06-03,18.184
2023-06-04,18.184
2023-06-05,18.193
2023-06-06,18.055
2023-06-07,18.055
2023-06-08,18.075
2023-06-09,18.075
2023-06-10,18.075
2023-06-11,18.075
2023-06-12,18.075
2023-06-13,18.078
2023-06-14,18.078
2023-06-15,18.078
2023-06-16,18.078
2023-06-17,18.078
2023-06-18,18.078
2023-06-19,18.078
2023-06-20,18.078
2023-06-21,18.078
2023-06-22,18.078
2023-06-23,18.078
