,WEC US Equity
2021-03-26,4.822
2021-03-27,4.822
2021-03-28,4.822
2021-03-29,4.822
2021-03-30,4.822
2021-03-31,4.822
2021-04-01,4.803
2021-04-02,4.803
2021-04-03,4.803
2021-04-04,4.803
2021-04-05,4.803
2021-04-06,4.803
2021-04-07,4.803
2021-04-08,4.803
2021-04-09,4.803
2021-04-10,4.803
2021-04-11,4.803
2021-04-12,4.803
2021-04-13,4.803
2021-04-14,4.814
2021-04-15,4.814
2021-04-16,4.814
2021-04-17,4.814
2021-04-18,4.814
2021-04-19,4.814
2021-04-20,4.814
2021-04-21,4.814
2021-04-22,4.814
2021-04-23,4.815
2021-04-24,4.815
2021-04-25,4.815
2021-04-26,4.815
2021-04-27,4.815
2021-04-28,4.815
2021-04-29,4.83
2021-04-30,4.83
2021-05-01,4.83
2021-05-02,4.83
2021-05-03,4.831
2021-05-04,4.834
2021-05-05,4.834
2021-05-06,4.834
2021-05-07,4.834
2021-05-08,4.834
2021-05-09,4.834
2021-05-10,4.834
2021-05-11,4.834
2021-05-12,4.834
2021-05-13,4.834
2021-05-14,4.834
2021-05-15,4.834
2021-05-16,4.834
2021-05-17,4.834
2021-05-18,4.834
2021-05-19,4.834
2021-05-20,4.834
2021-05-21,4.834
2021-05-22,4.834
2021-05-23,4.834
2021-05-24,4.834
2021-05-25,4.853
2021-05-26,4.853
2021-05-27,4.853
2021-05-28,4.853
2021-05-29,4.853
2021-05-30,4.853
2021-05-31,4.853
2021-06-01,4.853
2021-06-02,4.853
2021-06-03,4.853
2021-06-04,4.859
2021-06-05,4.859
2021-06-06,4.859
2021-06-07,4.859
2021-06-08,4.859
2021-06-09,4.859
2021-06-10,4.859
2021-06-11,4.859
2021-06-12,4.859
2021-06-13,4.859
2021-06-14,4.859
2021-06-15,4.859
2021-06-16,4.859
2021-06-17,4.859
2021-06-18,4.859
2021-06-19,4.859
2021-06-20,4.859
2021-06-21,4.859
2021-06-22,4.859
2021-06-23,4.859
2021-06-24,4.859
2021-06-25,4.859
2021-06-26,4.859
2021-06-27,4.859
2021-06-28,4.859
2021-06-29,4.859
2021-06-30,4.859
2021-07-01,4.859
2021-07-02,4.864
2021-07-03,4.864
2021-07-04,4.864
2021-07-05,4.864
2021-07-06,4.864
2021-07-07,4.864
2021-07-08,4.87
2021-07-09,4.87
2021-07-10,4.87
2021-07-11,4.87
2021-07-12,4.87
2021-07-13,4.873
2021-07-14,4.873
2021-07-15,4.873
2021-07-16,4.873
2021-07-17,4.873
2021-07-18,4.873
2021-07-19,4.873
2021-07-20,4.873
2021-07-21,4.873
2021-07-22,4.873
2021-07-23,4.873
2021-07-24,4.873
2021-07-25,4.873
2021-07-26,4.873
2021-07-27,4.873
2021-07-28,4.873
2021-07-29,4.873
2021-07-30,4.873
2021-07-31,4.873
2021-08-01,4.873
2021-08-02,4.873
2021-08-03,4.874
2021-08-04,4.882
2021-08-05,4.882
2021-08-06,4.882
2021-08-07,4.882
2021-08-08,4.882
2021-08-09,4.882
2021-08-10,4.882
2021-08-11,4.882
2021-08-12,4.882
2021-08-13,4.877
2021-08-14,4.877
2021-08-15,4.877
2021-08-16,4.877
2021-08-17,4.877
2021-08-18,4.877
2021-08-19,4.877
2021-08-20,4.877
2021-08-21,4.877
2021-08-22,4.877
2021-08-23,4.877
2021-08-24,4.877
2021-08-25,4.876
2021-08-26,4.877
2021-08-27,4.877
2021-08-28,4.877
2021-08-29,4.877
2021-08-30,4.877
2021-08-31,4.877
2021-09-01,4.877
2021-09-02,4.877
2021-09-03,4.877
2021-09-04,4.877
2021-09-05,4.877
2021-09-06,4.877
2021-09-07,4.877
2021-09-08,4.877
2021-09-09,4.877
2021-09-10,4.877
2021-09-11,4.877
2021-09-12,4.877
2021-09-13,4.877
2021-09-14,4.877
2021-09-15,4.877
2021-09-16,4.877
2021-09-17,4.877
2021-09-18,4.877
2021-09-19,4.877
2021-09-20,4.877
2021-09-21,4.877
2021-09-22,4.877
2021-09-23,4.877
2021-09-24,4.877
2021-09-25,4.877
2021-09-26,4.877
2021-09-27,4.877
2021-09-28,4.877
2021-09-29,4.877
2021-09-30,4.877
2021-10-01,4.877
2021-10-02,4.877
2021-10-03,4.877
2021-10-04,4.877
2021-10-05,4.877
2021-10-06,4.877
2021-10-07,4.877
2021-10-08,4.877
2021-10-09,4.877
2021-10-10,4.877
2021-10-11,4.877
2021-10-12,4.877
2021-10-13,4.877
2021-10-14,4.877
2021-10-15,4.877
2021-10-16,4.877
2021-10-17,4.877
2021-10-18,4.875
2021-10-19,4.85
2021-10-20,4.85
2021-10-21,4.85
2021-10-22,4.85
2021-10-23,4.85
2021-10-24,4.85
2021-10-25,4.85
2021-10-26,4.85
2021-10-27,4.85
2021-10-28,4.85
2021-10-29,4.85
2021-10-30,4.85
2021-10-31,4.85
2021-11-01,4.85
2021-11-02,4.873
2021-11-03,4.876
2021-11-04,4.876
2021-11-05,4.876
2021-11-06,4.876
2021-11-07,4.876
2021-11-08,4.876
2021-11-09,4.876
2021-11-10,4.876
2021-11-11,4.876
2021-11-12,4.876
2021-11-13,4.876
2021-11-14,4.876
2021-11-15,4.876
2021-11-16,4.876
2021-11-17,4.876
2021-11-18,4.869
2021-11-19,4.869
2021-11-20,4.869
2021-11-21,4.869
2021-11-22,4.869
2021-11-23,4.869
2021-11-24,4.869
2021-11-25,4.869
2021-11-26,4.869
2021-11-27,4.869
2021-11-28,4.869
2021-11-29,4.871
2021-11-30,4.89
2021-12-01,4.89
2021-12-02,4.89
2021-12-03,4.89
2021-12-04,4.89
2021-12-05,4.89
2021-12-06,4.89
2021-12-07,4.89
2021-12-08,4.889
2021-12-09,4.889
2021-12-10,4.889
2021-12-11,4.889
2021-12-12,4.889
2021-12-13,4.889
2021-12-14,4.889
2021-12-15,4.889
2021-12-16,4.889
2021-12-17,4.889
2021-12-18,4.889
2021-12-19,4.889
2021-12-20,4.889
2021-12-21,4.889
2021-12-22,4.889
2021-12-23,4.889
2021-12-24,4.889
2021-12-25,4.889
2021-12-26,4.889
2021-12-27,4.889
2021-12-28,4.889
2021-12-29,4.889
2021-12-30,4.889
2021-12-31,4.889
2022-01-01,4.889
2022-01-02,4.889
2022-01-03,4.889
2022-01-04,4.889
2022-01-05,4.889
2022-01-06,4.889
2022-01-07,4.889
2022-01-08,4.889
2022-01-09,4.889
2022-01-10,4.887
2022-01-11,4.887
2022-01-12,4.884
2022-01-13,4.887
2022-01-14,4.887
2022-01-15,4.887
2022-01-16,4.887
2022-01-17,4.887
2022-01-18,4.887
2022-01-19,4.887
2022-01-20,4.887
2022-01-21,4.887
2022-01-22,4.887
2022-01-23,4.887
2022-01-24,4.888
2022-01-25,4.889
2022-01-26,4.889
2022-01-27,4.889
2022-01-28,4.889
2022-01-29,4.889
2022-01-30,4.888
2022-01-31,4.888
2022-02-01,4.888
2022-02-02,4.888
2022-02-03,4.888
2022-02-04,4.884
2022-02-05,4.884
2022-02-06,4.884
2022-02-07,4.884
2022-02-08,4.884
2022-02-09,4.884
2022-02-10,4.884
2022-02-11,4.884
2022-02-12,4.884
2022-02-13,4.884
2022-02-14,4.884
2022-02-15,4.884
2022-02-16,4.884
2022-02-17,4.884
2022-02-18,4.884
2022-02-19,4.884
2022-02-20,4.884
2022-02-21,4.884
2022-02-22,4.884
2022-02-23,4.884
2022-02-24,4.884
2022-02-25,4.884
2022-02-26,4.884
2022-02-27,4.884
2022-02-28,4.884
2022-03-01,4.877
2022-03-02,4.877
2022-03-03,4.877
2022-03-04,4.877
2022-03-05,4.877
2022-03-06,4.877
2022-03-07,4.887
2022-03-08,4.887
2022-03-09,4.887
2022-03-10,4.887
2022-03-11,4.887
2022-03-12,4.887
2022-03-13,4.887
2022-03-14,4.879
2022-03-15,4.879
2022-03-16,4.879
2022-03-17,4.879
2022-03-18,4.879
2022-03-19,4.879
2022-03-20,4.878
2022-03-21,4.878
2022-03-22,4.878
2022-03-23,4.878
2022-03-24,4.878
2022-03-25,4.877
2022-03-26,4.877
2022-03-27,4.877
2022-03-28,4.879
2022-03-29,4.879
2022-03-30,4.879
2022-03-31,4.879
2022-04-01,4.879
2022-04-02,4.879
2022-04-03,4.879
2022-04-04,4.879
2022-04-05,4.879
2022-04-06,4.877
2022-04-07,4.877
2022-04-08,4.877
2022-04-09,4.877
2022-04-10,4.877
2022-04-11,4.877
2022-04-12,4.877
2022-04-13,4.877
2022-04-14,4.877
2022-04-15,4.877
2022-04-16,4.877
2022-04-17,4.877
2022-04-18,4.877
2022-04-19,4.877
2022-04-20,4.877
2022-04-21,4.877
2022-04-22,4.877
2022-04-23,4.877
2022-04-24,4.877
2022-04-25,4.876
2022-04-26,4.876
2022-04-27,4.876
2022-04-28,4.876
2022-04-29,4.876
2022-04-30,4.876
2022-05-01,4.876
2022-05-02,4.88
2022-05-03,4.887
2022-05-04,4.887
2022-05-05,4.887
2022-05-06,4.887
2022-05-07,4.887
2022-05-08,4.887
2022-05-09,4.887
2022-05-10,4.887
2022-05-11,4.887
2022-05-12,4.887
2022-05-13,4.887
2022-05-14,4.887
2022-05-15,4.887
2022-05-16,4.895
2022-05-17,4.895
2022-05-18,4.895
2022-05-19,4.895
2022-05-20,4.896
2022-05-21,4.896
2022-05-22,4.896
2022-05-23,4.896
2022-05-24,4.896
2022-05-25,4.9
2022-05-26,4.9
2022-05-27,4.9
2022-05-28,4.9
2022-05-29,4.9
2022-05-30,4.9
2022-05-31,4.9
2022-06-01,4.9
2022-06-02,4.9
2022-06-03,4.9
2022-06-04,4.9
2022-06-05,4.909
2022-06-06,4.909
2022-06-07,4.908
2022-06-08,4.902
2022-06-09,4.902
2022-06-10,4.902
2022-06-11,4.902
2022-06-12,4.902
2022-06-13,4.902
2022-06-14,4.901
2022-06-15,4.901
2022-06-16,4.901
2022-06-17,4.901
2022-06-18,4.901
2022-06-19,4.901
2022-06-20,4.901
2022-06-21,4.901
2022-06-22,4.901
2022-06-23,4.901
2022-06-24,4.901
2022-06-25,4.901
2022-06-26,4.901
2022-06-27,4.901
2022-06-28,4.901
2022-06-29,4.901
2022-06-30,4.901
2022-07-01,4.901
2022-07-02,4.901
2022-07-03,4.901
2022-07-04,4.901
2022-07-05,4.901
2022-07-06,4.901
2022-07-07,4.901
2022-07-08,4.901
2022-07-09,4.901
2022-07-10,4.901
2022-07-11,4.901
2022-07-12,4.901
2022-07-13,4.901
2022-07-14,4.901
2022-07-15,4.901
2022-07-16,4.901
2022-07-17,4.901
2022-07-18,4.924
2022-07-19,4.921
2022-07-20,4.927
2022-07-21,4.927
2022-07-22,4.927
2022-07-23,4.927
2022-07-24,4.927
2022-07-25,4.927
2022-07-26,4.927
2022-07-27,4.927
2022-07-28,4.927
2022-07-29,4.927
2022-07-30,4.927
2022-07-31,4.927
2022-08-01,4.927
2022-08-02,4.93
2022-08-03,4.93
2022-08-04,4.93
2022-08-05,4.93
2022-08-06,4.93
2022-08-07,4.93
2022-08-08,4.93
2022-08-09,4.93
2022-08-10,4.93
2022-08-11,4.929
2022-08-12,4.929
2022-08-13,4.929
2022-08-14,4.929
2022-08-15,4.929
2022-08-16,4.921
2022-08-17,4.921
2022-08-18,4.921
2022-08-19,4.921
2022-08-20,4.921
2022-08-21,4.921
2022-08-22,4.921
2022-08-23,4.921
2022-08-24,4.92
2022-08-25,4.92
2022-08-26,4.92
2022-08-27,4.92
2022-08-28,4.92
2022-08-29,4.92
2022-08-30,4.92
2022-08-31,4.92
2022-09-01,4.899
2022-09-02,4.899
2022-09-03,4.899
2022-09-04,4.899
2022-09-05,4.899
2022-09-06,4.899
2022-09-07,4.899
2022-09-08,4.899
2022-09-09,4.899
2022-09-10,4.899
2022-09-11,4.899
2022-09-12,4.9
2022-09-13,4.9
2022-09-14,4.9
2022-09-15,4.9
2022-09-16,4.9
2022-09-17,4.9
2022-09-18,4.9
2022-09-19,4.9
2022-09-20,4.9
2022-09-21,4.9
2022-09-22,4.9
2022-09-23,4.9
2022-09-24,4.9
2022-09-25,4.9
2022-09-26,4.9
2022-09-27,4.9
2022-09-28,4.9
2022-09-29,4.9
2022-09-30,4.9
2022-10-01,4.9
2022-10-02,4.9
2022-10-03,4.9
2022-10-04,4.9
2022-10-05,4.9
2022-10-06,4.9
2022-10-07,4.9
2022-10-08,4.9
2022-10-09,4.9
2022-10-10,4.9
2022-10-11,4.9
2022-10-12,4.9
2022-10-13,4.9
2022-10-14,4.9
2022-10-15,4.9
2022-10-16,4.9
2022-10-17,4.9
2022-10-18,4.9
2022-10-19,4.902
2022-10-20,4.902
2022-10-21,4.902
2022-10-22,4.902
2022-10-23,4.902
2022-10-24,4.901
2022-10-25,4.901
2022-10-26,4.901
2022-10-27,4.901
2022-10-28,4.901
2022-10-29,4.901
2022-10-30,4.901
2022-10-31,4.901
2022-11-01,4.905
2022-11-02,4.905
2022-11-03,4.911
2022-11-04,4.911
2022-11-05,4.911
2022-11-06,4.911
2022-11-07,4.911
2022-11-08,4.918
2022-11-09,4.918
2022-11-10,4.918
2022-11-11,4.918
2022-11-12,4.918
2022-11-13,4.918
2022-11-14,4.918
2022-11-15,4.919
2022-11-16,4.919
2022-11-17,4.919
2022-11-18,4.919
2022-11-19,4.919
2022-11-20,4.919
2022-11-21,4.919
2022-11-22,4.919
2022-11-23,4.919
2022-11-24,4.919
2022-11-25,4.919
2022-11-26,4.919
2022-11-27,4.919
2022-11-28,4.919
2022-11-29,4.919
2022-11-30,4.919
2022-12-01,4.928
2022-12-02,4.928
2022-12-03,4.928
2022-12-04,4.928
2022-12-05,4.924
2022-12-06,4.924
2022-12-07,4.924
2022-12-08,4.924
2022-12-09,4.924
2022-12-10,4.924
2022-12-11,4.924
2022-12-12,4.924
2022-12-13,4.924
2022-12-14,4.917
2022-12-15,4.917
2022-12-16,4.917
2022-12-17,4.917
2022-12-18,4.917
2022-12-19,4.917
2022-12-20,4.917
2022-12-21,4.917
2022-12-22,4.917
2022-12-23,4.917
2022-12-24,4.917
2022-12-25,4.917
2022-12-26,4.917
2022-12-27,4.916
2022-12-28,4.917
2022-12-29,4.917
2022-12-30,4.917
2022-12-31,4.917
2023-01-01,4.917
2023-01-02,4.917
2023-01-03,4.917
2023-01-04,4.917
2023-01-05,4.917
2023-01-06,4.917
2023-01-07,4.917
2023-01-08,4.917
2023-01-09,4.916
2023-01-10,4.916
2023-01-11,4.916
2023-01-12,4.916
2023-01-13,4.916
2023-01-14,4.916
2023-01-15,4.916
2023-01-16,4.913
2023-01-17,4.913
2023-01-18,4.913
2023-01-19,4.913
2023-01-20,4.913
2023-01-21,4.913
2023-01-22,4.913
2023-01-23,4.913
2023-01-24,4.912
2023-01-25,4.912
2023-01-26,4.912
2023-01-27,4.912
2023-01-28,4.912
2023-01-29,4.912
2023-01-30,4.912
2023-01-31,4.911
2023-02-01,4.911
2023-02-02,4.911
2023-02-03,4.91
2023-02-04,4.903
2023-02-05,4.903
2023-02-06,4.903
2023-02-07,4.903
2023-02-08,4.903
2023-02-09,4.903
2023-02-10,4.903
2023-02-11,4.903
2023-02-12,4.903
2023-02-13,4.903
2023-02-14,4.903
2023-02-15,4.903
2023-02-16,4.903
2023-02-17,4.903
2023-02-18,4.903
2023-02-19,4.903
2023-02-20,4.903
2023-02-21,4.903
2023-02-22,4.903
2023-02-23,4.903
2023-02-24,4.903
2023-02-25,4.903
2023-02-26,4.903
2023-02-27,4.901
2023-02-28,4.901
2023-03-01,4.901
2023-03-02,4.901
2023-03-03,4.901
2023-03-04,4.901
2023-03-05,4.895
2023-03-06,4.895
2023-03-07,4.895
2023-03-08,4.895
2023-03-09,4.895
2023-03-10,4.895
2023-03-11,4.895
2023-03-12,4.899
2023-03-13,4.899
2023-03-14,4.9
2023-03-15,4.9
2023-03-16,4.9
2023-03-17,4.9
2023-03-18,4.9
2023-03-19,4.9
2023-03-20,4.9
2023-03-21,4.9
2023-03-22,4.9
2023-03-23,4.9
2023-03-24,4.9
2023-03-25,4.9
2023-03-26,4.9
2023-03-27,4.9
2023-03-28,4.9
2023-03-29,4.9
2023-03-30,4.9
2023-03-31,4.9
2023-04-01,4.9
2023-04-02,4.9
2023-04-03,4.9
2023-04-04,4.9
2023-04-05,4.9
2023-04-06,4.9
2023-04-07,4.9
2023-04-08,4.9
2023-04-09,4.9
2023-04-10,4.9
2023-04-11,4.9
2023-04-12,4.9
2023-04-13,4.9
2023-04-14,4.901
2023-04-15,4.901
2023-04-16,4.901
2023-04-17,4.901
2023-04-18,4.9
2023-04-19,4.9
2023-04-20,4.9
2023-04-21,4.9
2023-04-22,4.9
2023-04-23,4.9
2023-04-24,4.9
2023-04-25,4.9
2023-04-26,4.9
2023-04-27,4.9
2023-04-28,4.9
2023-04-29,4.9
2023-04-30,4.9
2023-05-01,4.9
2023-05-02,4.9
2023-05-03,4.9
2023-05-04,4.9
2023-05-05,4.9
2023-05-06,4.9
2023-05-07,4.9
2023-05-08,4.9
2023-05-09,4.9
2023-05-10,4.9
2023-05-11,4.9
2023-05-12,4.907
2023-05-13,4.907
2023-05-14,4.907
2023-05-15,4.908
2023-05-16,4.908
2023-05-17,4.908
2023-05-18,4.908
2023-05-19,4.908
2023-05-20,4.908
2023-05-21,4.908
2023-05-22,4.908
2023-05-23,4.909
2023-05-24,4.909
2023-05-25,4.909
2023-05-26,4.909
2023-05-27,4.909
2023-05-28,4.909
2023-05-29,4.909
2023-05-30,4.909
2023-05-31,4.909
2023-06-01,4.909
2023-06-02,4.909
2023-06-03,4.909
2023-06-04,4.909
2023-06-05,4.909
2023-06-06,4.908
2023-06-07,4.908
2023-06-08,4.908
2023-06-09,4.908
2023-06-10,4.908
2023-06-11,4.908
2023-06-12,4.91
2023-06-13,4.91
2023-06-14,4.91
2023-06-15,4.91
2023-06-16,4.91
2023-06-17,4.91
2023-06-18,4.91
2023-06-19,4.91
2023-06-20,4.91
2023-06-21,4.91
2023-06-22,4.91
2023-06-23,4.91
2023-06-24,4.91
2023-06-25,4.91
2023-06-26,4.91
2023-06-27,4.91
