,BAH US Equity
2021-05-18,4.743
2021-05-19,4.743
2021-05-20,4.743
2021-05-21,4.84
2021-05-22,4.84
2021-05-23,4.918
2021-05-24,4.948
2021-05-25,5.032
2021-05-26,5.072
2021-05-27,5.072
2021-05-28,5.072
2021-05-29,5.072
2021-05-30,5.072
2021-05-31,5.072
2021-06-01,5.072
2021-06-02,5.072
2021-06-03,5.072
2021-06-04,5.072
2021-06-05,5.072
2021-06-06,5.072
2021-06-07,5.072
2021-06-08,5.062
2021-06-09,5.062
2021-06-10,5.062
2021-06-11,5.062
2021-06-12,5.062
2021-06-13,5.062
2021-06-14,5.062
2021-06-15,5.062
2021-06-16,5.062
2021-06-17,5.062
2021-06-18,5.062
2021-06-19,5.062
2021-06-20,5.062
2021-06-21,5.093
2021-06-22,5.093
2021-06-23,5.093
2021-06-24,5.093
2021-06-25,5.093
2021-06-26,5.093
2021-06-27,5.093
2021-06-28,5.093
2021-06-29,5.093
2021-06-30,5.093
2021-07-01,5.093
2021-07-02,5.093
2021-07-03,5.093
2021-07-04,5.093
2021-07-05,5.093
2021-07-06,5.093
2021-07-07,5.093
2021-07-08,5.093
2021-07-09,5.093
2021-07-10,5.093
2021-07-11,5.093
2021-07-12,5.08
2021-07-13,5.08
2021-07-14,5.058
2021-07-15,5.051
2021-07-16,5.051
2021-07-17,5.051
2021-07-18,5.096
2021-07-19,5.096
2021-07-20,5.096
2021-07-21,5.096
2021-07-22,5.096
2021-07-23,5.096
2021-07-24,5.096
2021-07-25,5.096
2021-07-26,5.096
2021-07-27,5.096
2021-07-28,5.096
2021-07-29,5.096
2021-07-30,5.098
2021-07-31,5.098
2021-08-01,5.126
2021-08-02,5.11
2021-08-03,5.111
2021-08-04,5.111
2021-08-05,5.111
2021-08-06,5.111
2021-08-07,5.111
2021-08-08,5.111
2021-08-09,5.111
2021-08-10,5.111
2021-08-11,5.111
2021-08-12,5.111
2021-08-13,5.111
2021-08-14,5.111
2021-08-15,5.111
2021-08-16,5.111
2021-08-17,5.116
2021-08-18,5.116
2021-08-19,5.116
2021-08-20,5.116
2021-08-21,5.116
2021-08-22,5.116
2021-08-23,5.116
2021-08-24,5.116
2021-08-25,5.116
2021-08-26,5.151
2021-08-27,5.161
2021-08-28,5.161
2021-08-29,5.161
2021-08-30,5.161
2021-08-31,5.161
2021-09-01,5.161
2021-09-02,5.161
2021-09-03,5.161
2021-09-04,5.161
2021-09-05,5.161
2021-09-06,5.161
2021-09-07,5.161
2021-09-08,5.161
2021-09-09,5.161
2021-09-10,5.161
2021-09-11,5.161
2021-09-12,5.161
2021-09-13,5.161
2021-09-14,5.161
2021-09-15,5.161
2021-09-16,5.161
2021-09-17,5.161
2021-09-18,5.161
2021-09-19,5.161
2021-09-20,5.161
2021-09-21,5.161
2021-09-22,5.161
2021-09-23,5.161
2021-09-24,5.161
2021-09-25,5.161
2021-09-26,5.161
2021-09-27,5.161
2021-09-28,5.161
2021-09-29,5.161
2021-09-30,5.161
2021-10-01,5.161
2021-10-02,5.161
2021-10-03,5.161
2021-10-04,5.161
2021-10-05,5.188
2021-10-06,5.188
2021-10-07,5.188
2021-10-08,5.188
2021-10-09,5.188
2021-10-10,5.188
2021-10-11,5.188
2021-10-12,5.188
2021-10-13,5.188
2021-10-14,5.188
2021-10-15,5.188
2021-10-16,5.188
2021-10-17,5.188
2021-10-18,5.171
2021-10-19,5.171
2021-10-20,5.171
2021-10-21,5.171
2021-10-22,5.171
2021-10-23,5.171
2021-10-24,5.171
2021-10-25,5.171
2021-10-26,5.171
2021-10-27,5.171
2021-10-28,5.171
2021-10-29,5.204
2021-10-30,5.204
2021-10-31,5.191
2021-11-01,5.145
2021-11-02,5.145
2021-11-03,5.17
2021-11-04,5.17
2021-11-05,5.17
2021-11-06,5.17
2021-11-07,5.17
2021-11-08,5.17
2021-11-09,5.17
2021-11-10,5.17
2021-11-11,5.17
2021-11-12,5.17
2021-11-13,5.17
2021-11-14,5.17
2021-11-15,5.17
2021-11-16,5.17
2021-11-17,5.17
2021-11-18,5.17
2021-11-19,5.17
2021-11-20,5.17
2021-11-21,5.17
2021-11-22,5.17
2021-11-23,5.17
2021-11-24,5.17
2021-11-25,5.17
2021-11-26,5.17
2021-11-27,5.17
2021-11-28,5.17
2021-11-29,5.17
2021-11-30,5.17
2021-12-01,5.17
2021-12-02,5.17
2021-12-03,5.17
2021-12-04,5.17
2021-12-05,5.17
2021-12-06,5.173
2021-12-07,5.173
2021-12-08,5.173
2021-12-09,5.173
2021-12-10,5.173
2021-12-11,5.173
2021-12-12,5.173
2021-12-13,5.173
2021-12-14,5.173
2021-12-15,5.173
2021-12-16,5.168
2021-12-17,5.168
2021-12-18,5.168
2021-12-19,5.168
2021-12-20,5.168
2021-12-21,5.168
2021-12-22,5.168
2021-12-23,5.168
2021-12-24,5.168
2021-12-25,5.168
2021-12-26,5.168
2021-12-27,5.168
2021-12-28,5.168
2021-12-29,5.168
2021-12-30,5.168
2021-12-31,5.168
2022-01-01,5.168
2022-01-02,5.168
2022-01-03,5.168
2022-01-04,5.164
2022-01-05,5.164
2022-01-06,5.164
2022-01-07,5.164
2022-01-08,5.164
2022-01-09,5.164
2022-01-10,5.164
2022-01-11,5.164
2022-01-12,5.164
2022-01-13,5.164
2022-01-14,5.164
2022-01-15,5.164
2022-01-16,5.164
2022-01-17,5.164
2022-01-18,5.163
2022-01-19,5.163
2022-01-20,5.163
2022-01-21,5.163
2022-01-22,5.163
2022-01-23,5.163
2022-01-24,5.222
2022-01-25,5.219
2022-01-26,5.219
2022-01-27,5.219
2022-01-28,5.204
2022-01-29,5.204
2022-01-30,5.199
2022-01-31,5.132
2022-02-01,5.129
2022-02-02,5.154
2022-02-03,5.107
2022-02-04,5.096
2022-02-05,5.096
2022-02-06,5.096
2022-02-07,5.091
2022-02-08,5.091
2022-02-09,5.091
2022-02-10,5.09
2022-02-11,5.09
2022-02-12,5.09
2022-02-13,5.09
2022-02-14,5.09
2022-02-15,5.09
2022-02-16,5.09
2022-02-17,5.09
2022-02-18,5.09
2022-02-19,5.09
2022-02-20,5.09
2022-02-21,5.09
2022-02-22,5.09
2022-02-23,5.09
2022-02-24,5.09
2022-02-25,5.09
2022-02-26,5.09
2022-02-27,5.09
2022-02-28,5.09
2022-03-01,5.09
2022-03-02,5.09
2022-03-03,5.09
2022-03-04,5.09
2022-03-05,5.09
2022-03-06,5.09
2022-03-07,5.09
2022-03-08,5.09
2022-03-09,5.09
2022-03-10,5.091
2022-03-11,5.091
2022-03-12,5.091
2022-03-13,5.091
2022-03-14,5.091
2022-03-15,5.091
2022-03-16,5.1
2022-03-17,5.105
2022-03-18,5.105
2022-03-19,5.105
2022-03-20,5.105
2022-03-21,5.105
2022-03-22,5.105
2022-03-23,5.105
2022-03-24,5.105
2022-03-25,5.105
2022-03-26,5.105
2022-03-27,5.105
2022-03-28,5.105
2022-03-29,5.105
2022-03-30,5.105
2022-03-31,5.105
2022-04-01,5.105
2022-04-02,5.105
2022-04-03,5.105
2022-04-04,5.105
2022-04-05,5.105
2022-04-06,5.105
2022-04-07,5.105
2022-04-08,5.105
2022-04-09,5.105
2022-04-10,5.105
2022-04-11,5.105
2022-04-12,5.105
2022-04-13,5.057
2022-04-14,5.057
2022-04-15,5.057
2022-04-16,5.057
2022-04-17,5.057
2022-04-18,5.057
2022-04-19,5.057
2022-04-20,5.057
2022-04-21,5.057
2022-04-22,5.057
2022-04-23,5.057
2022-04-24,5.057
2022-04-25,5.057
2022-04-26,5.005
2022-04-27,5.005
2022-04-28,5.005
2022-04-29,5.005
2022-04-30,5.005
2022-05-01,5.005
2022-05-02,5.005
2022-05-03,5.005
2022-05-04,5.005
2022-05-05,5.005
2022-05-06,5.005
2022-05-07,5.005
2022-05-08,5.005
2022-05-09,5.005
2022-05-10,5.005
2022-05-11,5.005
2022-05-12,5.005
2022-05-13,5.005
2022-05-14,5.005
2022-05-15,5.005
2022-05-16,5.005
2022-05-17,5.005
2022-05-18,5.005
2022-05-19,5.005
2022-05-20,4.925
2022-05-21,4.925
2022-05-22,4.925
2022-05-23,4.915
2022-05-24,4.934
2022-05-25,4.908
2022-05-26,4.908
2022-05-27,4.908
2022-05-28,4.908
2022-05-29,4.908
2022-05-30,4.908
2022-05-31,4.908
2022-06-01,4.908
2022-06-02,4.916
2022-06-03,4.916
2022-06-04,4.916
2022-06-05,4.916
2022-06-06,4.893
2022-06-07,4.875
2022-06-08,4.875
2022-06-09,4.875
2022-06-10,4.875
2022-06-11,4.875
2022-06-12,4.875
2022-06-13,4.875
2022-06-14,4.875
2022-06-15,4.875
2022-06-16,4.875
2022-06-17,4.875
2022-06-18,4.875
2022-06-19,4.875
2022-06-20,4.875
2022-06-21,4.875
2022-06-22,4.875
2022-06-23,4.875
2022-06-24,4.875
2022-06-25,4.875
2022-06-26,4.875
2022-06-27,4.875
2022-06-28,4.875
2022-06-29,4.825
2022-06-30,4.825
2022-07-01,4.825
2022-07-02,4.825
2022-07-03,4.825
2022-07-04,4.825
2022-07-05,4.825
2022-07-06,4.841
2022-07-07,4.841
2022-07-08,4.841
2022-07-09,4.841
2022-07-10,4.841
2022-07-11,4.835
2022-07-12,4.835
2022-07-13,4.835
2022-07-14,4.835
2022-07-15,4.835
2022-07-16,4.835
2022-07-17,4.835
2022-07-18,4.835
2022-07-19,4.835
2022-07-20,4.835
2022-07-21,4.835
2022-07-22,4.835
2022-07-23,4.835
2022-07-24,4.835
2022-07-25,4.835
2022-07-26,4.835
2022-07-27,4.835
2022-07-28,4.835
2022-07-29,4.858
2022-07-30,4.858
2022-07-31,4.858
2022-08-01,4.858
2022-08-02,4.841
2022-08-03,4.841
2022-08-04,4.841
2022-08-05,4.841
2022-08-06,4.841
2022-08-07,4.841
2022-08-08,4.845
2022-08-09,4.845
2022-08-10,4.845
2022-08-11,4.837
2022-08-12,4.837
2022-08-13,4.837
2022-08-14,4.837
2022-08-15,4.837
2022-08-16,4.837
2022-08-17,4.837
2022-08-18,4.837
2022-08-19,4.837
2022-08-20,4.837
2022-08-21,4.837
2022-08-22,4.837
2022-08-23,4.837
2022-08-24,4.837
2022-08-25,4.837
2022-08-26,4.837
2022-08-27,4.837
2022-08-28,4.837
2022-08-29,4.837
2022-08-30,4.837
2022-08-31,4.837
2022-09-01,4.837
2022-09-02,4.837
2022-09-03,4.837
2022-09-04,4.837
2022-09-05,4.837
2022-09-06,4.837
2022-09-07,4.841
2022-09-08,4.841
2022-09-09,4.841
2022-09-10,4.841
2022-09-11,4.841
2022-09-12,4.844
2022-09-13,4.844
2022-09-14,4.844
2022-09-15,4.846
2022-09-16,4.846
2022-09-17,4.846
2022-09-18,4.846
2022-09-19,4.846
2022-09-20,4.846
2022-09-21,4.846
2022-09-22,4.846
2022-09-23,4.846
2022-09-24,4.846
2022-09-25,4.846
2022-09-26,4.846
2022-09-27,4.846
2022-09-28,4.846
2022-09-29,4.846
2022-09-30,4.846
2022-10-01,4.846
2022-10-02,4.846
2022-10-03,4.846
2022-10-04,4.846
2022-10-05,4.846
2022-10-06,4.846
2022-10-07,4.846
2022-10-08,4.846
2022-10-09,4.846
2022-10-10,4.835
2022-10-11,4.835
2022-10-12,4.835
2022-10-13,4.832
2022-10-14,4.832
2022-10-15,4.832
2022-10-16,4.831
2022-10-17,4.831
2022-10-18,4.831
2022-10-19,4.847
2022-10-20,4.847
2022-10-21,4.847
2022-10-22,4.847
2022-10-23,4.847
2022-10-24,4.847
2022-10-25,4.866
2022-10-26,4.866
2022-10-27,4.866
2022-10-28,4.872
2022-10-29,4.872
2022-10-30,4.87
2022-10-31,4.855
2022-11-01,4.856
2022-11-02,4.856
2022-11-03,4.856
2022-11-04,4.856
2022-11-05,4.856
2022-11-06,4.858
2022-11-07,4.858
2022-11-08,4.858
2022-11-09,4.858
2022-11-10,4.858
2022-11-11,4.858
2022-11-12,4.858
2022-11-13,4.858
2022-11-14,4.846
2022-11-15,4.888
2022-11-16,4.888
2022-11-17,4.888
2022-11-18,4.888
2022-11-19,4.888
2022-11-20,4.888
2022-11-21,4.888
2022-11-22,4.888
2022-11-23,4.888
2022-11-24,4.888
2022-11-25,4.888
2022-11-26,4.888
2022-11-27,4.888
2022-11-28,4.888
2022-11-29,4.888
2022-11-30,4.888
2022-12-01,4.888
2022-12-02,4.888
2022-12-03,4.888
2022-12-04,4.888
2022-12-05,4.888
2022-12-06,4.888
2022-12-07,4.888
2022-12-08,4.888
2022-12-09,4.888
2022-12-10,4.888
2022-12-11,4.888
2022-12-12,4.888
2022-12-13,4.892
2022-12-14,4.892
2022-12-15,4.892
2022-12-16,4.892
2022-12-17,4.892
2022-12-18,4.892
2022-12-19,4.892
2022-12-20,4.892
2022-12-21,4.892
2022-12-22,4.892
2022-12-23,4.892
2022-12-24,4.892
2022-12-25,4.892
2022-12-26,4.892
2022-12-27,4.892
2022-12-28,4.892
2022-12-29,4.892
2022-12-30,4.892
2022-12-31,4.892
2023-01-01,4.892
2023-01-02,4.892
2023-01-03,4.892
2023-01-04,4.877
2023-01-05,4.879
2023-01-06,4.879
2023-01-07,4.879
2023-01-08,4.879
2023-01-09,4.879
2023-01-10,4.879
2023-01-11,4.866
2023-01-12,4.866
2023-01-13,4.866
2023-01-14,4.866
2023-01-15,4.866
2023-01-16,4.87
2023-01-17,4.869
2023-01-18,4.869
2023-01-19,4.862
2023-01-20,4.855
2023-01-21,4.855
2023-01-22,4.855
2023-01-23,4.855
2023-01-24,4.855
2023-01-25,4.855
2023-01-26,4.855
2023-01-27,4.85
2023-01-28,4.85
2023-01-29,4.848
2023-01-30,4.864
2023-01-31,4.874
2023-02-01,4.878
2023-02-02,4.878
2023-02-03,4.878
2023-02-04,4.878
2023-02-05,4.878
2023-02-06,4.878
2023-02-07,4.878
2023-02-08,4.878
2023-02-09,4.878
2023-02-10,4.869
2023-02-11,4.869
2023-02-12,4.869
2023-02-13,4.869
2023-02-14,4.869
2023-02-15,4.869
2023-02-16,4.869
2023-02-17,4.869
2023-02-18,4.869
2023-02-19,4.869
2023-02-20,4.869
2023-02-21,4.869
2023-02-22,4.869
2023-02-23,4.876
2023-02-24,4.876
2023-02-25,4.876
2023-02-26,4.876
2023-02-27,4.876
2023-02-28,4.876
2023-03-01,4.876
2023-03-02,4.876
2023-03-03,4.876
2023-03-04,4.876
2023-03-05,4.876
2023-03-06,4.876
2023-03-07,4.875
2023-03-08,4.875
2023-03-09,4.875
2023-03-10,4.875
2023-03-11,4.875
2023-03-12,4.875
2023-03-13,4.875
2023-03-14,4.875
2023-03-15,4.875
2023-03-16,4.875
2023-03-17,4.875
2023-03-18,4.875
2023-03-19,4.875
2023-03-20,4.875
2023-03-21,4.875
2023-03-22,4.875
2023-03-23,4.875
2023-03-24,4.875
2023-03-25,4.875
2023-03-26,4.875
2023-03-27,4.875
2023-03-28,4.875
2023-03-29,4.875
2023-03-30,4.877
2023-03-31,4.877
2023-04-01,4.877
2023-04-02,4.877
2023-04-03,4.877
2023-04-04,4.877
2023-04-05,4.884
2023-04-06,4.882
2023-04-07,4.882
2023-04-08,4.882
2023-04-09,4.882
2023-04-10,4.882
2023-04-11,4.882
2023-04-12,4.882
2023-04-13,4.882
2023-04-14,4.882
2023-04-15,4.882
2023-04-16,4.882
2023-04-17,4.882
2023-04-18,4.882
2023-04-19,4.882
2023-04-20,4.882
2023-04-21,4.882
2023-04-22,4.882
2023-04-23,4.882
2023-04-24,4.882
2023-04-25,4.882
2023-04-26,4.882
2023-04-27,4.882
2023-04-28,4.882
2023-04-29,4.882
2023-04-30,4.882
2023-05-01,4.882
2023-05-02,4.882
2023-05-03,4.882
2023-05-04,4.882
2023-05-05,4.882
2023-05-06,4.882
2023-05-07,4.882
2023-05-08,4.882
2023-05-09,4.882
2023-05-10,4.882
2023-05-11,4.882
2023-05-12,4.882
2023-05-13,4.882
2023-05-14,4.882
2023-05-15,4.882
2023-05-16,4.882
2023-05-17,4.882
2023-05-18,4.882
2023-05-19,4.882
2023-05-20,4.882
2023-05-21,4.882
2023-05-22,4.882
2023-05-23,4.882
2023-05-24,4.868
2023-05-25,4.868
2023-05-26,4.885
2023-05-27,4.885
2023-05-28,4.885
2023-05-29,4.896
2023-05-30,4.908
2023-05-31,4.936
2023-06-01,4.923
2023-06-02,4.923
2023-06-03,4.923
2023-06-04,4.923
2023-06-05,4.923
2023-06-06,4.929
2023-06-07,4.938
2023-06-08,4.931
2023-06-09,4.931
2023-06-10,4.931
2023-06-11,4.942
2023-06-12,4.942
2023-06-13,4.942
2023-06-14,4.942
2023-06-15,4.942
2023-06-16,4.942
2023-06-17,4.942
2023-06-18,4.942
2023-06-19,4.942
2023-06-20,4.942
2023-06-21,4.942
2023-06-22,4.942
2023-06-23,4.942
2023-06-24,4.942
2023-06-25,4.942
2023-06-26,4.95
2023-06-27,4.95
2023-06-28,4.95
2023-06-29,4.95
2023-06-30,4.95
2023-07-01,4.95
2023-07-02,4.95
2023-07-03,4.95
2023-07-04,4.95
2023-07-05,4.95
2023-07-06,4.95
2023-07-07,4.95
2023-07-08,4.949
2023-07-09,4.949
2023-07-10,4.949
2023-07-11,4.951
2023-07-12,4.951
2023-07-13,4.951
2023-07-14,4.951
2023-07-15,4.951
2023-07-16,4.951
2023-07-17,4.951
2023-07-18,4.951
2023-07-19,4.951
2023-07-20,4.951
2023-07-21,4.951
2023-07-22,4.951
2023-07-23,4.951
2023-07-24,4.951
2023-07-25,4.951
2023-07-26,4.951
2023-07-27,4.951
2023-07-28,5.004
2023-07-29,5.004
2023-07-30,5.0
2023-07-31,5.038
2023-08-01,5.038
2023-08-02,5.038
2023-08-03,5.038
2023-08-04,5.038
2023-08-05,5.038
2023-08-06,5.038
2023-08-07,5.038
2023-08-08,5.061
2023-08-09,5.057
2023-08-10,5.057
2023-08-11,5.043
2023-08-12,5.043
2023-08-13,5.043
2023-08-14,5.043
2023-08-15,5.043
2023-08-16,5.043
2023-08-17,5.043
2023-08-18,5.043
2023-08-19,5.043
2023-08-20,5.043
