,CVI US Equity
2021-03-25,1.76
2021-03-26,1.76
2021-03-27,1.76
2021-03-28,1.76
2021-03-29,1.76
2021-03-30,1.76
2021-03-31,1.76
2021-04-01,1.76
2021-04-02,1.76
2021-04-03,1.76
2021-04-04,1.76
2021-04-05,1.76
2021-04-06,1.76
2021-04-07,1.76
2021-04-08,1.76
2021-04-09,1.76
2021-04-10,1.76
2021-04-11,1.76
2021-04-12,1.76
2021-04-13,1.76
2021-04-14,1.76
2021-04-15,2.085
2021-04-16,2.085
2021-04-17,2.085
2021-04-18,2.085
2021-04-19,2.085
2021-04-20,2.085
2021-04-21,2.085
2021-04-22,2.085
2021-04-23,2.085
2021-04-24,2.085
2021-04-25,2.085
2021-04-26,2.085
2021-04-27,2.085
2021-04-28,2.085
2021-04-29,2.085
2021-04-30,2.085
2021-05-01,2.085
2021-05-02,2.085
2021-05-03,2.085
2021-05-04,2.085
2021-05-05,2.085
2021-05-06,2.085
2021-05-07,2.085
2021-05-08,2.085
2021-05-09,2.085
2021-05-10,1.56
2021-05-11,1.56
2021-05-12,1.56
2021-05-13,1.56
2021-05-14,1.56
2021-05-15,1.56
2021-05-16,1.56
2021-05-17,1.56
2021-05-18,1.56
2021-05-19,1.56
2021-05-20,1.56
2021-05-21,1.56
2021-05-22,1.56
2021-05-23,1.56
2021-05-24,1.56
2021-05-25,1.56
2021-05-26,1.56
2021-05-27,1.56
2021-05-28,1.56
2021-05-29,1.56
2021-05-30,1.56
2021-05-31,1.56
2021-06-01,1.56
2021-06-02,1.56
2021-06-03,1.56
2021-06-04,1.56
2021-06-05,1.56
2021-06-06,1.56
2021-06-07,1.56
2021-06-08,1.56
2021-06-09,1.56
2021-06-10,1.56
2021-06-11,1.56
2021-06-12,1.56
2021-06-13,1.56
2021-06-14,1.56
2021-06-15,1.56
2021-06-16,1.56
2021-06-17,1.56
2021-06-18,1.56
2021-06-19,1.56
2021-06-20,1.56
2021-06-21,1.56
2021-06-22,1.56
2021-06-23,1.56
2021-06-24,1.56
2021-06-25,1.56
2021-06-26,1.56
2021-06-27,1.56
2021-06-28,1.56
2021-06-29,1.56
2021-06-30,1.56
2021-07-01,1.56
2021-07-02,1.56
2021-07-03,1.56
2021-07-04,1.56
2021-07-05,1.56
2021-07-06,1.56
2021-07-07,1.56
2021-07-08,1.56
2021-07-09,1.56
2021-07-10,1.56
2021-07-11,1.56
2021-07-12,1.56
2021-07-13,1.56
2021-07-14,1.56
2021-07-15,1.335
2021-07-16,1.335
2021-07-17,1.335
2021-07-18,1.335
2021-07-19,1.335
2021-07-20,1.335
2021-07-21,1.335
2021-07-22,1.335
2021-07-23,1.335
2021-07-24,1.335
2021-07-25,1.335
2021-07-26,1.335
2021-07-27,1.335
2021-07-28,1.335
2021-07-29,1.335
2021-07-30,1.335
2021-07-31,1.335
2021-08-01,1.335
2021-08-02,1.335
2021-08-03,1.335
2021-08-04,1.335
2021-08-05,1.335
2021-08-06,1.335
2021-08-07,1.335
2021-08-08,1.335
2021-08-09,1.56
2021-08-10,1.56
2021-08-11,1.56
2021-08-12,1.56
2021-08-13,1.56
2021-08-14,1.56
2021-08-15,1.56
2021-08-16,1.56
2021-08-17,1.56
2021-08-18,1.56
2021-08-19,1.56
2021-08-20,1.56
2021-08-21,1.56
2021-08-22,1.56
2021-08-23,1.56
2021-08-24,1.56
2021-08-25,1.56
2021-08-26,1.56
2021-08-27,1.56
2021-08-28,1.56
2021-08-29,1.56
2021-08-30,1.56
2021-08-31,1.56
2021-09-01,1.56
2021-09-02,1.56
2021-09-03,1.56
2021-09-04,1.56
2021-09-05,1.56
2021-09-06,1.56
2021-09-07,1.56
2021-09-08,1.56
2021-09-09,1.56
2021-09-10,1.56
2021-09-11,1.56
2021-09-12,1.56
2021-09-13,1.56
2021-09-14,1.56
2021-09-15,1.56
2021-09-16,1.56
2021-09-17,1.56
2021-09-18,1.56
2021-09-19,1.56
2021-09-20,1.56
2021-09-21,1.56
2021-09-22,1.56
2021-09-23,1.56
2021-09-24,1.56
2021-09-25,1.56
2021-09-26,1.56
2021-09-27,1.56
2021-09-28,1.56
2021-09-29,1.56
2021-09-30,1.56
2021-10-01,1.56
2021-10-02,1.56
2021-10-03,1.56
2021-10-04,1.56
2021-10-05,1.56
2021-10-06,1.56
2021-10-07,1.56
2021-10-08,1.56
2021-10-09,1.56
2021-10-10,1.56
2021-10-11,1.56
2021-10-12,1.56
2021-10-13,2.26
2021-10-14,2.26
2021-10-15,2.26
2021-10-16,2.26
2021-10-17,2.26
2021-10-18,2.26
2021-10-19,2.26
2021-10-20,2.26
2021-10-21,2.26
2021-10-22,2.26
2021-10-23,2.26
2021-10-24,2.26
2021-10-25,2.26
2021-10-26,2.26
2021-10-27,2.26
2021-10-28,2.26
2021-10-29,2.26
2021-10-30,2.26
2021-10-31,2.26
2021-11-01,2.26
2021-11-02,2.26
2021-11-03,1.667
2021-11-04,1.667
2021-11-05,1.667
2021-11-06,1.667
2021-11-07,1.667
2021-11-08,1.667
2021-11-09,1.667
2021-11-10,1.667
2021-11-11,1.667
2021-11-12,1.667
2021-11-13,1.667
2021-11-14,1.667
2021-11-15,1.667
2021-11-16,1.667
2021-11-17,1.667
2021-11-18,1.667
2021-11-19,1.667
2021-11-20,1.667
2021-11-21,1.667
2021-11-22,1.667
2021-11-23,1.667
2021-11-24,1.667
2021-11-25,1.667
2021-11-26,1.667
2021-11-27,1.667
2021-11-28,1.667
2021-11-29,1.667
2021-11-30,1.667
2021-12-01,1.667
2021-12-02,1.015
2021-12-03,1.015
2021-12-04,1.015
2021-12-05,1.015
2021-12-06,1.015
2021-12-07,1.015
2021-12-08,1.177
2021-12-09,1.177
2021-12-10,1.177
2021-12-11,1.177
2021-12-12,1.177
2021-12-13,1.177
2021-12-14,1.177
2021-12-15,1.177
2021-12-16,1.177
2021-12-17,1.177
2021-12-18,1.177
2021-12-19,1.177
2021-12-20,1.177
2021-12-21,1.177
2021-12-22,1.177
2021-12-23,1.177
2021-12-24,1.177
2021-12-25,1.177
2021-12-26,1.177
2021-12-27,1.177
2021-12-28,1.177
2021-12-29,1.177
2021-12-30,1.177
2021-12-31,1.177
2022-01-01,1.177
2022-01-02,1.177
2022-01-03,1.177
2022-01-04,1.177
2022-01-05,0.917
2022-01-06,0.917
2022-01-07,0.917
2022-01-08,0.917
2022-01-09,0.917
2022-01-10,0.917
2022-01-11,0.917
2022-01-12,0.917
2022-01-13,0.867
2022-01-14,0.867
2022-01-15,0.867
2022-01-16,0.867
2022-01-17,0.867
2022-01-18,0.867
2022-01-19,0.867
2022-01-20,0.867
2022-01-21,0.867
2022-01-22,0.867
2022-01-23,0.867
2022-01-24,0.867
2022-01-25,0.867
2022-01-26,0.867
2022-01-27,0.867
2022-01-28,0.867
2022-01-29,0.867
2022-01-30,0.867
2022-01-31,0.867
2022-02-01,0.867
2022-02-02,0.867
2022-02-03,0.867
2022-02-04,0.867
2022-02-05,0.867
2022-02-06,0.867
2022-02-07,0.867
2022-02-08,0.867
2022-02-09,0.867
2022-02-10,0.867
2022-02-11,0.867
2022-02-12,0.867
2022-02-13,0.867
2022-02-14,0.867
2022-02-15,0.867
2022-02-16,0.867
2022-02-17,0.867
2022-02-18,0.867
2022-02-19,0.867
2022-02-20,0.867
2022-02-21,0.867
2022-02-22,1.013
2022-02-23,0.708
2022-02-24,0.708
2022-02-25,0.708
2022-02-26,0.708
2022-02-27,0.708
2022-02-28,0.708
2022-03-01,0.708
2022-03-02,0.708
2022-03-03,0.708
2022-03-04,0.708
2022-03-05,0.708
2022-03-06,0.708
2022-03-07,1.008
2022-03-08,1.008
2022-03-09,1.008
2022-03-10,1.008
2022-03-11,1.008
2022-03-12,1.008
2022-03-13,1.045
2022-03-14,1.035
2022-03-15,1.035
2022-03-16,1.035
2022-03-17,1.035
2022-03-18,1.035
2022-03-19,1.035
2022-03-20,1.035
2022-03-21,1.035
2022-03-22,1.035
2022-03-23,1.035
2022-03-24,0.973
2022-03-25,0.973
2022-03-26,0.973
2022-03-27,0.973
2022-03-28,0.973
2022-03-29,1.035
2022-03-30,1.125
2022-03-31,1.125
2022-04-01,1.125
2022-04-02,1.125
2022-04-03,1.125
2022-04-04,1.125
2022-04-05,1.125
2022-04-06,1.125
2022-04-07,1.125
2022-04-08,1.125
2022-04-09,1.125
2022-04-10,1.125
2022-04-11,1.125
2022-04-12,1.125
2022-04-13,1.125
2022-04-14,1.525
2022-04-15,1.525
2022-04-16,1.525
2022-04-17,1.525
2022-04-18,1.525
2022-04-19,1.525
2022-04-20,1.525
2022-04-21,1.515
2022-04-22,1.515
2022-04-23,1.515
2022-04-24,1.515
2022-04-25,1.515
2022-04-26,1.515
2022-04-27,1.515
2022-04-28,1.515
2022-04-29,1.515
2022-04-30,1.515
2022-05-01,1.515
2022-05-02,1.515
2022-05-03,1.515
2022-05-04,1.485
2022-05-05,1.485
2022-05-06,1.485
2022-05-07,1.485
2022-05-08,1.485
2022-05-09,1.473
2022-05-10,1.473
2022-05-11,1.473
2022-05-12,1.473
2022-05-13,1.473
2022-05-14,1.473
2022-05-15,1.473
2022-05-16,1.835
2022-05-17,1.923
2022-05-18,1.923
2022-05-19,1.923
2022-05-20,1.923
2022-05-21,1.923
2022-05-22,1.923
2022-05-23,1.923
2022-05-24,1.923
2022-05-25,1.923
2022-05-26,1.923
2022-05-27,1.923
2022-05-28,1.923
2022-05-29,1.923
2022-05-30,1.923
2022-05-31,1.835
2022-06-01,1.835
2022-06-02,1.835
2022-06-03,1.835
2022-06-04,1.835
2022-06-05,1.835
2022-06-06,1.835
2022-06-07,1.835
2022-06-08,1.835
2022-06-09,1.835
2022-06-10,1.835
2022-06-11,1.835
2022-06-12,1.835
2022-06-13,1.835
2022-06-14,1.835
2022-06-15,1.835
2022-06-16,1.835
2022-06-17,1.835
2022-06-18,1.835
2022-06-19,1.835
2022-06-20,1.835
2022-06-21,1.835
2022-06-22,1.835
2022-06-23,1.835
2022-06-24,1.835
2022-06-25,1.835
2022-06-26,1.835
2022-06-27,1.828
2022-06-28,1.828
2022-06-29,1.828
2022-06-30,1.828
2022-07-01,1.628
2022-07-02,1.628
2022-07-03,1.628
2022-07-04,1.752
2022-07-05,1.752
2022-07-06,1.752
2022-07-07,1.752
2022-07-08,1.762
2022-07-09,1.762
2022-07-10,1.762
2022-07-11,1.762
2022-07-12,1.762
2022-07-13,1.692
2022-07-14,1.692
2022-07-15,1.692
2022-07-16,1.692
2022-07-17,1.692
2022-07-18,1.692
2022-07-19,1.692
2022-07-20,1.692
2022-07-21,1.692
2022-07-22,1.692
2022-07-23,1.692
2022-07-24,1.692
2022-07-25,1.692
2022-07-26,1.692
2022-07-27,1.692
2022-07-28,1.692
2022-07-29,1.692
2022-07-30,1.692
2022-07-31,1.692
2022-08-01,1.692
2022-08-02,1.692
2022-08-03,1.742
2022-08-04,1.742
2022-08-05,1.742
2022-08-06,1.742
2022-08-07,1.742
2022-08-08,1.6
2022-08-09,1.6
2022-08-10,1.6
2022-08-11,1.6
2022-08-12,1.6
2022-08-13,1.6
2022-08-14,1.6
2022-08-15,1.6
2022-08-16,1.59
2022-08-17,1.59
2022-08-18,1.59
2022-08-19,1.59
2022-08-20,1.59
2022-08-21,1.59
2022-08-22,1.59
2022-08-23,1.59
2022-08-24,1.59
2022-08-25,1.59
2022-08-26,1.59
2022-08-27,1.59
2022-08-28,1.59
2022-08-29,1.59
2022-08-30,1.72
2022-08-31,1.94
2022-09-01,1.94
2022-09-02,1.94
2022-09-03,1.94
2022-09-04,1.94
2022-09-05,1.94
2022-09-06,1.94
2022-09-07,1.94
2022-09-08,1.94
2022-09-09,1.94
2022-09-10,1.94
2022-09-11,1.94
2022-09-12,1.94
2022-09-13,1.94
2022-09-14,1.94
2022-09-15,1.94
2022-09-16,1.94
2022-09-17,1.94
2022-09-18,1.94
2022-09-19,1.94
2022-09-20,1.94
2022-09-21,2.015
2022-09-22,2.015
2022-09-23,2.015
2022-09-24,2.015
2022-09-25,2.015
2022-09-26,2.015
2022-09-27,2.015
2022-09-28,2.015
2022-09-29,2.045
2022-09-30,2.045
2022-10-01,2.045
2022-10-02,2.045
2022-10-03,2.045
2022-10-04,2.045
2022-10-05,2.045
2022-10-06,2.045
2022-10-07,2.045
2022-10-08,2.045
2022-10-09,2.045
2022-10-10,2.045
2022-10-11,2.045
2022-10-12,1.995
2022-10-13,1.995
2022-10-14,2.02
2022-10-15,2.02
2022-10-16,2.02
2022-10-17,2.02
2022-10-18,2.02
2022-10-19,2.02
2022-10-20,2.02
2022-10-21,2.02
2022-10-22,2.02
2022-10-23,2.02
2022-10-24,2.02
2022-10-25,2.02
2022-10-26,2.02
2022-10-27,2.02
2022-10-28,2.02
2022-10-29,2.02
2022-10-30,2.02
2022-10-31,2.02
2022-11-01,2.02
2022-11-02,2.02
2022-11-03,2.033
2022-11-04,2.033
2022-11-05,2.033
2022-11-06,2.033
2022-11-07,2.058
2022-11-08,2.058
2022-11-09,2.1
2022-11-10,2.1
2022-11-11,2.1
2022-11-12,2.193
2022-11-13,2.193
2022-11-14,2.193
2022-11-15,2.193
2022-11-16,2.193
2022-11-17,2.193
2022-11-18,2.193
2022-11-19,2.193
2022-11-20,2.193
2022-11-21,2.193
2022-11-22,2.193
2022-11-23,2.193
2022-11-24,2.193
2022-11-25,2.193
2022-11-26,2.193
2022-11-27,2.25
2022-11-28,2.25
2022-11-29,2.25
2022-11-30,2.25
2022-12-01,2.25
2022-12-02,2.25
2022-12-03,2.25
2022-12-04,2.25
2022-12-05,2.25
2022-12-06,2.25
2022-12-07,2.25
2022-12-08,2.25
2022-12-09,2.25
2022-12-10,2.25
2022-12-11,2.25
2022-12-12,2.25
2022-12-13,2.25
2022-12-14,2.25
2022-12-15,2.49
2022-12-16,2.49
2022-12-17,2.49
2022-12-18,2.49
2022-12-19,2.49
2022-12-20,2.49
2022-12-21,2.49
2022-12-22,2.49
2022-12-23,2.49
2022-12-24,2.49
2022-12-25,2.49
2022-12-26,2.49
2022-12-27,2.49
2022-12-28,2.49
2022-12-29,2.49
2022-12-30,2.49
2022-12-31,2.49
2023-01-01,2.49
2023-01-02,2.49
2023-01-03,2.49
2023-01-04,2.49
2023-01-05,2.49
2023-01-06,2.338
2023-01-07,2.338
2023-01-08,2.338
2023-01-09,2.338
2023-01-10,2.338
2023-01-11,2.338
2023-01-12,2.338
2023-01-13,2.338
2023-01-14,2.338
2023-01-15,2.338
2023-01-16,2.338
2023-01-17,3.113
2023-01-18,3.113
2023-01-19,3.113
2023-01-20,3.113
2023-01-21,3.113
2023-01-22,3.113
2023-01-23,3.113
2023-01-24,3.113
2023-01-25,3.113
2023-01-26,3.113
2023-01-27,3.113
2023-01-28,3.113
2023-01-29,3.113
2023-01-30,3.113
2023-01-31,3.113
2023-02-01,3.113
2023-02-02,3.113
2023-02-03,3.113
2023-02-04,3.113
2023-02-05,3.113
2023-02-06,3.112
2023-02-07,3.112
2023-02-08,3.112
2023-02-09,3.112
2023-02-10,3.112
2023-02-11,3.112
2023-02-12,3.112
2023-02-13,3.112
2023-02-14,3.12
2023-02-15,3.12
2023-02-16,3.018
2023-02-17,3.018
2023-02-18,3.018
2023-02-19,3.018
2023-02-20,3.018
2023-02-21,3.018
2023-02-22,2.973
2023-02-23,2.807
2023-02-24,2.807
2023-02-25,2.807
2023-02-26,2.807
2023-02-27,2.807
2023-02-28,2.807
2023-03-01,2.807
2023-03-02,2.807
2023-03-03,2.807
2023-03-04,2.807
2023-03-05,2.807
2023-03-06,2.807
2023-03-07,2.807
2023-03-08,2.807
2023-03-09,2.763
2023-03-10,2.763
2023-03-11,2.763
2023-03-12,2.763
2023-03-13,2.763
2023-03-14,2.763
2023-03-15,2.763
2023-03-16,2.763
2023-03-17,2.763
2023-03-18,2.763
2023-03-19,2.763
2023-03-20,2.763
2023-03-21,2.763
2023-03-22,2.763
2023-03-23,2.763
2023-03-24,2.763
2023-03-25,2.763
2023-03-26,2.763
2023-03-27,2.763
2023-03-28,2.74
2023-03-29,2.852
2023-03-30,2.852
2023-03-31,2.713
2023-04-01,2.713
2023-04-02,2.713
2023-04-03,2.713
2023-04-04,2.713
2023-04-05,2.713
2023-04-06,2.713
2023-04-07,2.713
2023-04-08,2.713
2023-04-09,2.713
2023-04-10,2.713
2023-04-11,2.713
2023-04-12,2.48
2023-04-13,2.48
2023-04-14,2.48
2023-04-15,2.48
2023-04-16,2.48
2023-04-17,2.48
2023-04-18,2.48
2023-04-19,2.48
2023-04-20,2.48
2023-04-21,2.48
2023-04-22,2.48
2023-04-23,2.48
2023-04-24,2.48
2023-04-25,2.48
2023-04-26,2.48
2023-04-27,2.48
2023-04-28,2.48
2023-04-29,2.48
2023-04-30,2.48
2023-05-01,2.48
2023-05-02,2.463
2023-05-03,2.48
2023-05-04,2.35
2023-05-05,2.35
2023-05-06,2.35
2023-05-07,2.35
2023-05-08,2.35
2023-05-09,2.35
2023-05-10,2.35
2023-05-11,2.35
2023-05-12,2.35
2023-05-13,2.35
2023-05-14,2.35
2023-05-15,2.35
2023-05-16,2.35
2023-05-17,2.35
2023-05-18,2.35
2023-05-19,2.35
2023-05-20,2.35
2023-05-21,2.35
2023-05-22,2.003
2023-05-23,2.003
2023-05-24,2.003
2023-05-25,2.003
2023-05-26,2.003
2023-05-27,2.003
2023-05-28,2.003
2023-05-29,2.003
2023-05-30,2.003
2023-05-31,2.23
2023-06-01,2.275
2023-06-02,2.159
2023-06-03,2.159
2023-06-04,2.159
2023-06-05,2.159
2023-06-06,2.159
2023-06-07,2.161
2023-06-08,2.161
2023-06-09,2.161
2023-06-10,2.161
2023-06-11,2.161
2023-06-12,2.161
2023-06-13,2.161
2023-06-14,2.161
2023-06-15,2.161
2023-06-16,2.161
2023-06-17,2.161
2023-06-18,2.161
2023-06-19,2.161
2023-06-20,2.161
2023-06-21,2.161
2023-06-22,2.161
2023-06-23,2.161
2023-06-24,2.161
2023-06-25,2.161
2023-06-26,2.161
