,EQT US Equity
2020-07-28,2.015
2020-07-29,2.015
2020-07-30,2.015
2020-07-31,2.015
2020-08-01,2.015
2020-08-02,2.015
2020-08-03,2.015
2020-08-04,2.015
2020-08-05,2.015
2020-08-06,2.015
2020-08-07,2.015
2020-08-08,2.015
2020-08-09,2.015
2020-08-10,2.015
2020-08-11,2.015
2020-08-12,2.015
2020-08-13,2.015
2020-08-14,2.015
2020-08-15,2.015
2020-08-16,2.015
2020-08-17,2.015
2020-08-18,2.015
2020-08-19,2.015
2020-08-20,2.015
2020-08-21,2.015
2020-08-22,2.015
2020-08-23,2.015
2020-08-24,2.015
2020-08-25,2.015
2020-08-26,2.015
2020-08-27,2.015
2020-08-28,2.015
2020-08-29,2.015
2020-08-30,2.015
2020-08-31,2.015
2020-09-01,2.015
2020-09-02,2.015
2020-09-03,2.015
2020-09-04,2.015
2020-09-05,2.015
2020-09-06,2.015
2020-09-07,2.015
2020-09-08,2.015
2020-09-09,2.015
2020-09-10,2.015
2020-09-11,2.015
2020-09-12,2.015
2020-09-13,2.015
2020-09-14,2.015
2020-09-15,2.015
2020-09-16,2.015
2020-09-17,2.015
2020-09-18,2.015
2020-09-19,2.015
2020-09-20,2.015
2020-09-21,2.015
2020-09-22,2.015
2020-09-23,2.015
2020-09-24,2.015
2020-09-25,2.015
2020-09-26,2.015
2020-09-27,2.015
2020-09-28,2.015
2020-09-29,2.015
2020-09-30,2.015
2020-10-01,2.015
2020-10-02,2.015
2020-10-03,2.015
2020-10-04,2.015
2020-10-05,2.015
2020-10-06,2.015
2020-10-07,2.015
2020-10-08,2.015
2020-10-09,2.015
2020-10-10,2.015
2020-10-11,2.015
2020-10-12,2.015
2020-10-13,2.015
2020-10-14,2.015
2020-10-15,2.015
2020-10-16,2.015
2020-10-17,2.015
2020-10-18,2.015
2020-10-19,2.015
2020-10-20,2.015
2020-10-21,2.015
2020-10-22,2.07
2020-10-23,2.07
2020-10-24,2.07
2020-10-25,2.07
2020-10-26,2.07
2020-10-27,2.07
2020-10-28,2.19
2020-10-29,2.19
2020-10-30,2.19
2020-10-31,2.19
2020-11-01,2.19
2020-11-02,2.19
2020-11-03,2.19
2020-11-04,2.19
2020-11-05,2.19
2020-11-06,2.19
2020-11-07,2.19
2020-11-08,2.19
2020-11-09,2.19
2020-11-10,1.113
2020-11-11,1.113
2020-11-12,1.113
2020-11-13,1.113
2020-11-14,1.113
2020-11-15,1.113
2020-11-16,1.113
2020-11-17,1.113
2020-11-18,1.113
2020-11-19,0.76
2020-11-20,0.76
2020-11-21,0.76
2020-11-22,0.76
2020-11-23,0.76
2020-11-24,0.76
2020-11-25,0.76
2020-11-26,0.76
2020-11-27,0.76
2020-11-28,0.76
2020-11-29,0.76
2020-11-30,0.76
2020-12-01,0.76
2020-12-02,0.76
2020-12-03,0.76
2020-12-04,0.76
2020-12-05,0.76
2020-12-06,0.76
2020-12-07,0.76
2020-12-08,0.698
2020-12-09,0.698
2020-12-10,0.698
2020-12-11,0.698
2020-12-12,0.698
2020-12-13,0.698
2020-12-14,0.698
2020-12-15,0.698
2020-12-16,0.698
2020-12-17,0.678
2020-12-18,0.678
2020-12-19,0.678
2020-12-20,0.678
2020-12-21,0.678
2020-12-22,0.678
2020-12-23,0.678
2020-12-24,0.678
2020-12-25,0.678
2020-12-26,0.678
2020-12-27,0.678
2020-12-28,0.678
2020-12-29,0.678
2020-12-30,0.678
2020-12-31,0.678
2021-01-01,0.678
2021-01-02,0.678
2021-01-03,0.678
2021-01-04,0.678
2021-01-05,0.678
2021-01-06,0.678
2021-01-07,0.52
2021-01-08,0.52
2021-01-09,0.52
2021-01-10,0.52
2021-01-11,0.52
2021-01-12,0.52
2021-01-13,0.52
2021-01-14,0.52
2021-01-15,0.52
2021-01-16,0.52
2021-01-17,0.52
2021-01-18,0.52
2021-01-19,0.35
2021-01-20,0.227
2021-01-21,0.227
2021-01-22,0.227
2021-01-23,0.227
2021-01-24,0.227
2021-01-25,0.467
2021-01-26,0.467
2021-01-27,0.467
2021-01-28,0.467
2021-01-29,0.466
2021-01-30,0.466
2021-01-31,0.466
2021-02-01,0.466
2021-02-02,0.466
2021-02-03,0.466
2021-02-04,0.466
2021-02-05,0.466
2021-02-06,0.466
2021-02-07,0.466
2021-02-08,0.466
2021-02-09,0.466
2021-02-10,0.466
2021-02-11,0.424
2021-02-12,0.424
2021-02-13,0.424
2021-02-14,0.424
2021-02-15,0.424
2021-02-16,0.424
2021-02-17,0.539
2021-02-18,0.539
2021-02-19,0.579
2021-02-20,0.579
2021-02-21,0.579
2021-02-22,0.474
2021-02-23,0.5
2021-02-24,0.5
2021-02-25,0.5
2021-02-26,0.55
2021-02-27,0.55
2021-02-28,0.55
2021-03-01,0.55
2021-03-02,0.55
2021-03-03,0.55
2021-03-04,0.55
2021-03-05,0.55
2021-03-06,0.55
2021-03-07,0.55
2021-03-08,0.7
2021-03-09,0.7
2021-03-10,0.7
2021-03-11,0.7
2021-03-12,0.7
2021-03-13,0.7
2021-03-14,0.7
2021-03-15,0.71
2021-03-16,0.71
2021-03-17,0.71
2021-03-18,0.71
2021-03-19,0.71
2021-03-20,0.71
2021-03-21,0.71
2021-03-22,0.71
2021-03-23,0.71
2021-03-24,0.71
2021-03-25,0.71
2021-03-26,0.71
2021-03-27,0.71
2021-03-28,0.71
2021-03-29,0.71
2021-03-30,0.71
2021-03-31,0.71
2021-04-01,0.71
2021-04-02,0.71
2021-04-03,0.71
2021-04-04,0.71
2021-04-05,0.71
2021-04-06,0.71
2021-04-07,0.726
2021-04-08,0.724
2021-04-09,0.724
2021-04-10,0.724
2021-04-11,0.724
2021-04-12,0.736
2021-04-13,0.734
2021-04-14,0.734
2021-04-15,0.768
2021-04-16,0.768
2021-04-17,0.768
2021-04-18,0.768
2021-04-19,0.737
2021-04-20,0.909
2021-04-21,0.909
2021-04-22,0.725
2021-04-23,0.725
2021-04-24,0.725
2021-04-25,0.725
2021-04-26,0.725
2021-04-27,0.725
2021-04-28,0.725
2021-04-29,0.725
2021-04-30,0.725
2021-05-01,0.725
2021-05-02,0.725
2021-05-03,0.725
2021-05-04,0.725
2021-05-05,0.725
2021-05-06,0.799
2021-05-07,0.867
2021-05-08,0.867
2021-05-09,0.867
2021-05-10,0.867
2021-05-11,1.031
2021-05-12,1.044
2021-05-13,1.044
2021-05-14,1.044
2021-05-15,1.044
2021-05-16,1.044
2021-05-17,1.044
2021-05-18,1.071
2021-05-19,1.071
2021-05-20,1.071
2021-05-21,1.071
2021-05-22,1.071
2021-05-23,1.071
2021-05-24,1.071
2021-05-25,1.071
2021-05-26,1.071
2021-05-27,1.071
2021-05-28,1.071
2021-05-29,1.071
2021-05-30,1.071
2021-05-31,1.071
2021-06-01,1.071
2021-06-02,1.11
2021-06-03,1.11
2021-06-04,1.11
2021-06-05,1.11
2021-06-06,1.11
2021-06-07,1.11
2021-06-08,1.11
2021-06-09,1.11
2021-06-10,1.11
2021-06-11,1.11
2021-06-12,1.11
2021-06-13,1.11
2021-06-14,1.11
2021-06-15,1.11
2021-06-16,1.185
2021-06-17,1.466
2021-06-18,1.466
2021-06-19,1.466
2021-06-20,1.466
2021-06-21,1.466
2021-06-22,1.466
2021-06-23,1.466
2021-06-24,1.466
2021-06-25,1.466
2021-06-26,1.466
2021-06-27,1.466
2021-06-28,1.466
2021-06-29,1.534
2021-06-30,1.534
2021-07-01,1.534
2021-07-02,1.534
2021-07-03,1.534
2021-07-04,1.534
2021-07-05,1.534
2021-07-06,1.359
2021-07-07,1.359
2021-07-08,1.479
2021-07-09,1.479
2021-07-10,1.479
2021-07-11,1.479
2021-07-12,1.451
2021-07-13,1.451
2021-07-14,1.451
2021-07-15,1.417
2021-07-16,1.417
2021-07-17,1.417
2021-07-18,1.575
2021-07-19,1.575
2021-07-20,1.575
2021-07-21,1.575
2021-07-22,1.577
2021-07-23,1.577
2021-07-24,1.577
2021-07-25,1.577
2021-07-26,1.674
2021-07-27,1.674
2021-07-28,1.674
2021-07-29,1.889
2021-07-30,1.889
2021-07-31,1.889
2021-08-01,1.889
2021-08-02,1.86
2021-08-03,1.86
2021-08-04,1.86
2021-08-05,1.822
2021-08-06,1.817
2021-08-07,1.817
2021-08-08,1.817
2021-08-09,1.817
2021-08-10,1.744
2021-08-11,1.744
2021-08-12,1.744
2021-08-13,1.744
2021-08-14,1.744
2021-08-15,1.744
2021-08-16,1.744
2021-08-17,1.744
2021-08-18,1.744
2021-08-19,1.744
2021-08-20,1.744
2021-08-21,1.744
2021-08-22,1.744
2021-08-23,1.744
2021-08-24,1.744
2021-08-25,1.744
2021-08-26,1.744
2021-08-27,1.744
2021-08-28,1.744
2021-08-29,1.744
2021-08-30,1.744
2021-08-31,1.744
2021-09-01,1.744
2021-09-02,1.744
2021-09-03,1.744
2021-09-04,1.744
2021-09-05,1.744
2021-09-06,1.744
2021-09-07,1.744
2021-09-08,1.744
2021-09-09,1.744
2021-09-10,1.744
2021-09-11,1.744
2021-09-12,1.744
2021-09-13,1.744
2021-09-14,1.744
2021-09-15,1.873
2021-09-16,1.873
2021-09-17,1.873
2021-09-18,1.873
2021-09-19,1.873
2021-09-20,1.873
2021-09-21,1.873
2021-09-22,1.874
2021-09-23,1.874
2021-09-24,1.879
2021-09-25,1.879
2021-09-26,1.879
2021-09-27,1.879
2021-09-28,1.879
2021-09-29,1.878
2021-09-30,1.878
2021-10-01,1.878
2021-10-02,1.878
2021-10-03,1.878
2021-10-04,1.99
2021-10-05,1.99
2021-10-06,1.99
2021-10-07,2.199
2021-10-08,2.199
2021-10-09,2.199
2021-10-10,2.199
2021-10-11,2.199
2021-10-12,2.199
2021-10-13,2.199
2021-10-14,2.363
2021-10-15,2.499
2021-10-16,2.499
2021-10-17,2.499
2021-10-18,2.499
2021-10-19,2.673
2021-10-20,2.673
2021-10-21,2.673
2021-10-22,2.673
2021-10-23,2.673
2021-10-24,2.673
2021-10-25,2.669
2021-10-26,2.669
2021-10-27,2.769
2021-10-28,2.769
2021-10-29,2.867
2021-10-30,2.867
2021-10-31,2.867
2021-11-01,2.909
2021-11-02,2.909
2021-11-03,2.909
2021-11-04,2.95
2021-11-05,2.95
2021-11-06,2.95
2021-11-07,2.95
2021-11-08,2.96
2021-11-09,2.96
2021-11-10,2.96
2021-11-11,2.96
2021-11-12,2.96
2021-11-13,2.96
2021-11-14,2.96
2021-11-15,2.954
2021-11-16,2.954
2021-11-17,2.954
2021-11-18,2.954
2021-11-19,2.954
2021-11-20,2.954
2021-11-21,2.954
2021-11-22,2.954
2021-11-23,2.929
2021-11-24,2.929
2021-11-25,2.929
2021-11-26,2.929
2021-11-27,2.929
2021-11-28,2.929
2021-11-29,2.929
2021-11-30,2.929
2021-12-01,2.929
2021-12-02,2.929
2021-12-03,2.687
2021-12-04,2.687
2021-12-05,2.687
2021-12-06,2.687
2021-12-07,2.768
2021-12-08,2.768
2021-12-09,2.768
2021-12-10,2.768
2021-12-11,2.768
2021-12-12,2.768
2021-12-13,2.867
2021-12-14,2.967
2021-12-15,2.967
2021-12-16,2.967
2021-12-17,2.967
2021-12-18,2.967
2021-12-19,2.967
2021-12-20,2.967
2021-12-21,2.967
2021-12-22,2.967
2021-12-23,2.967
2021-12-24,2.967
2021-12-25,2.967
2021-12-26,2.967
2021-12-27,2.967
2021-12-28,2.967
2021-12-29,2.967
2021-12-30,2.951
2021-12-31,2.951
2022-01-01,2.951
2022-01-02,2.951
2022-01-03,2.951
2022-01-04,2.951
2022-01-05,2.959
2022-01-06,2.966
2022-01-07,2.966
2022-01-08,2.966
2022-01-09,2.966
2022-01-10,2.966
2022-01-11,2.966
2022-01-12,2.966
2022-01-13,2.991
2022-01-14,2.903
2022-01-15,2.903
2022-01-16,2.903
2022-01-17,2.954
2022-01-18,2.958
2022-01-19,2.958
2022-01-20,2.958
2022-01-21,2.958
2022-01-22,2.958
2022-01-23,2.958
2022-01-24,2.87
2022-01-25,2.994
2022-01-26,2.994
2022-01-27,2.994
2022-01-28,2.994
2022-01-29,2.994
2022-01-30,2.994
2022-01-31,2.994
2022-02-01,2.994
2022-02-02,2.994
2022-02-03,2.994
2022-02-04,2.994
2022-02-05,2.994
2022-02-06,2.994
2022-02-07,2.994
2022-02-08,3.003
2022-02-09,3.003
2022-02-10,2.95
2022-02-11,2.941
2022-02-12,2.941
2022-02-13,2.941
2022-02-14,2.941
2022-02-15,2.941
2022-02-16,2.941
2022-02-17,2.941
2022-02-18,2.941
2022-02-19,2.941
2022-02-20,2.941
2022-02-21,2.941
2022-02-22,2.879
2022-02-23,2.879
2022-02-24,2.879
2022-02-25,2.879
2022-02-26,2.879
2022-02-27,2.879
2022-02-28,2.879
2022-03-01,2.879
2022-03-02,2.879
2022-03-03,2.793
2022-03-04,2.793
2022-03-05,2.793
2022-03-06,2.793
2022-03-07,2.706
2022-03-08,2.719
2022-03-09,2.719
2022-03-10,3.001
2022-03-11,2.83
2022-03-12,2.83
2022-03-13,2.98
2022-03-14,3.371
2022-03-15,3.371
2022-03-16,3.371
2022-03-17,3.371
2022-03-18,3.371
2022-03-19,3.371
2022-03-20,3.371
2022-03-21,3.371
2022-03-22,3.566
2022-03-23,3.566
2022-03-24,3.566
2022-03-25,3.566
2022-03-26,3.566
2022-03-27,3.566
2022-03-28,3.566
2022-03-29,3.566
2022-03-30,3.566
2022-03-31,3.566
2022-04-01,3.566
2022-04-02,3.566
2022-04-03,3.566
2022-04-04,3.571
2022-04-05,3.571
2022-04-06,3.571
2022-04-07,3.778
2022-04-08,3.778
2022-04-09,3.778
2022-04-10,3.778
2022-04-11,3.778
2022-04-12,3.778
2022-04-13,3.807
2022-04-14,4.063
2022-04-15,4.065
2022-04-16,4.065
2022-04-17,4.065
2022-04-18,4.298
2022-04-19,3.919
2022-04-20,4.068
2022-04-21,4.068
2022-04-22,4.19
2022-04-23,4.19
2022-04-24,4.19
2022-04-25,4.515
2022-04-26,4.562
2022-04-27,4.554
2022-04-28,4.586
2022-04-29,4.586
2022-04-30,4.586
2022-05-01,4.586
2022-05-02,4.545
2022-05-03,4.545
2022-05-04,4.545
2022-05-05,4.545
2022-05-06,4.545
2022-05-07,4.545
2022-05-08,4.545
2022-05-09,4.545
2022-05-10,4.545
2022-05-11,4.672
2022-05-12,4.672
2022-05-13,4.672
2022-05-14,4.672
2022-05-15,4.672
2022-05-16,4.598
2022-05-17,4.54
2022-05-18,4.54
2022-05-19,4.54
2022-05-20,4.468
2022-05-21,4.468
2022-05-22,4.468
2022-05-23,4.468
2022-05-24,4.456
2022-05-25,4.456
2022-05-26,4.456
2022-05-27,4.356
2022-05-28,4.356
2022-05-29,4.356
2022-05-30,4.356
2022-05-31,4.356
2022-06-01,4.356
2022-06-02,4.356
2022-06-03,4.356
2022-06-04,4.356
2022-06-05,4.356
2022-06-06,4.435
2022-06-07,4.435
2022-06-08,4.435
2022-06-09,4.435
2022-06-10,4.435
2022-06-11,4.435
2022-06-12,4.482
2022-06-13,4.482
2022-06-14,4.482
2022-06-15,4.482
2022-06-16,4.482
2022-06-17,4.482
2022-06-18,4.482
2022-06-19,4.482
2022-06-20,4.482
2022-06-21,4.947
2022-06-22,4.947
2022-06-23,4.947
2022-06-24,5.236
2022-06-25,5.369
2022-06-26,5.369
2022-06-27,5.369
2022-06-28,5.369
2022-06-29,5.369
2022-06-30,5.369
2022-07-01,5.369
2022-07-02,5.369
2022-07-03,5.369
2022-07-04,5.369
2022-07-05,5.369
2022-07-06,5.339
2022-07-07,5.339
2022-07-08,5.297
2022-07-09,5.297
2022-07-10,5.297
2022-07-11,5.575
2022-07-12,5.575
2022-07-13,5.568
2022-07-14,5.789
2022-07-15,5.779
2022-07-16,5.779
2022-07-17,5.779
2022-07-18,5.867
2022-07-19,5.866
2022-07-20,5.866
2022-07-21,5.842
2022-07-22,5.925
2022-07-23,5.925
2022-07-24,5.925
2022-07-25,5.955
2022-07-26,6.015
2022-07-27,6.197
2022-07-28,6.158
2022-07-29,6.111
2022-07-30,6.024
2022-07-31,6.039
2022-08-01,6.069
2022-08-02,6.069
2022-08-03,6.069
2022-08-04,6.069
2022-08-05,6.044
2022-08-06,6.044
2022-08-07,6.044
2022-08-08,6.044
2022-08-09,6.045
2022-08-10,6.262
2022-08-11,6.25
2022-08-12,6.25
2022-08-13,6.25
2022-08-14,6.25
2022-08-15,6.307
2022-08-16,6.307
2022-08-17,6.307
2022-08-18,6.307
2022-08-19,6.307
2022-08-20,6.307
2022-08-21,6.307
2022-08-22,6.289
2022-08-23,6.289
2022-08-24,6.289
2022-08-25,6.289
2022-08-26,6.246
2022-08-27,6.246
2022-08-28,6.246
2022-08-29,6.19
2022-08-30,6.588
2022-08-31,6.588
2022-09-01,6.588
2022-09-02,6.588
2022-09-03,6.588
2022-09-04,6.588
2022-09-05,6.588
2022-09-06,6.923
2022-09-07,7.134
2022-09-08,7.196
2022-09-09,7.196
2022-09-10,7.196
2022-09-11,7.196
2022-09-12,7.196
2022-09-13,7.196
2022-09-14,7.196
2022-09-15,7.512
2022-09-16,7.5
2022-09-17,7.5
2022-09-18,7.241
2022-09-19,7.241
2022-09-20,7.236
2022-09-21,7.236
2022-09-22,7.663
2022-09-23,8.004
2022-09-24,8.004
2022-09-25,8.004
2022-09-26,7.812
2022-09-27,7.733
2022-09-28,7.733
2022-09-29,7.733
2022-09-30,7.733
2022-10-01,7.733
2022-10-02,7.733
2022-10-03,7.733
2022-10-04,7.583
2022-10-05,7.583
2022-10-06,7.576
2022-10-07,7.579
2022-10-08,7.701
2022-10-09,7.701
2022-10-10,7.701
2022-10-11,7.701
2022-10-12,7.701
2022-10-13,7.618
2022-10-14,7.527
2022-10-15,7.523
2022-10-16,7.523
2022-10-17,7.528
2022-10-18,7.672
2022-10-19,7.924
2022-10-20,7.924
2022-10-21,7.924
2022-10-22,7.924
2022-10-23,7.924
2022-10-24,7.942
2022-10-25,7.942
2022-10-26,7.753
2022-10-27,7.757
2022-10-28,7.583
2022-10-29,7.583
2022-10-30,7.583
2022-10-31,7.547
2022-11-01,7.497
2022-11-02,7.497
2022-11-03,7.497
2022-11-04,7.504
2022-11-05,7.504
2022-11-06,7.504
2022-11-07,7.504
2022-11-08,7.504
2022-11-09,7.477
2022-11-10,7.477
2022-11-11,7.476
2022-11-12,7.476
2022-11-13,7.476
2022-11-14,7.395
2022-11-15,7.395
2022-11-16,7.395
2022-11-17,7.395
2022-11-18,7.487
2022-11-19,7.487
2022-11-20,7.487
2022-11-21,7.487
2022-11-22,7.487
2022-11-23,7.47
2022-11-24,7.47
2022-11-25,7.47
2022-11-26,7.47
2022-11-27,7.47
2022-11-28,7.47
2022-11-29,7.47
2022-11-30,7.47
2022-12-01,7.47
2022-12-02,7.47
2022-12-03,7.47
2022-12-04,7.47
2022-12-05,7.515
2022-12-06,7.515
2022-12-07,7.515
2022-12-08,7.515
2022-12-09,7.483
2022-12-10,7.483
2022-12-11,7.483
2022-12-12,7.547
2022-12-13,7.535
2022-12-14,7.554
2022-12-15,7.554
2022-12-16,7.554
2022-12-17,7.554
2022-12-18,7.571
2022-12-19,7.571
2022-12-20,7.571
2022-12-21,7.571
2022-12-22,7.571
2022-12-23,7.571
2022-12-24,7.571
2022-12-25,7.571
2022-12-26,7.571
2022-12-27,7.571
2022-12-28,7.566
2022-12-29,7.566
2022-12-30,7.566
2022-12-31,7.566
2023-01-01,7.566
2023-01-02,7.566
2023-01-03,7.566
2023-01-04,7.443
2023-01-05,7.443
2023-01-06,7.443
2023-01-07,7.443
2023-01-08,7.443
2023-01-09,7.364
2023-01-10,7.071
2023-01-11,7.088
2023-01-12,6.846
2023-01-13,6.681
2023-01-14,6.681
2023-01-15,6.681
2023-01-16,6.607
2023-01-17,6.225
2023-01-18,6.248
2023-01-19,6.248
2023-01-20,6.248
2023-01-21,6.248
2023-01-22,6.241
2023-01-23,6.248
2023-01-24,6.135
2023-01-25,6.144
2023-01-26,6.144
2023-01-27,6.144
2023-01-28,6.144
2023-01-29,6.144
2023-01-30,6.144
2023-01-31,6.144
2023-02-01,5.956
2023-02-02,5.956
2023-02-03,5.917
2023-02-04,5.917
2023-02-05,5.917
2023-02-06,5.917
2023-02-07,5.917
2023-02-08,5.917
2023-02-09,5.691
2023-02-10,5.648
2023-02-11,5.648
2023-02-12,5.648
2023-02-13,5.648
2023-02-14,5.648
2023-02-15,5.597
2023-02-16,5.609
2023-02-17,5.761
2023-02-18,5.761
2023-02-19,5.761
2023-02-20,5.625
2023-02-21,5.963
2023-02-22,5.869
2023-02-23,5.869
2023-02-24,5.869
2023-02-25,5.869
2023-02-26,5.869
2023-02-27,5.724
2023-02-28,5.724
2023-03-01,5.801
2023-03-02,5.64
2023-03-03,5.622
2023-03-04,5.622
2023-03-05,5.622
2023-03-06,5.604
2023-03-07,5.695
2023-03-08,5.695
2023-03-09,5.673
2023-03-10,5.54
2023-03-11,5.54
2023-03-12,5.54
2023-03-13,5.493
2023-03-14,5.493
2023-03-15,5.493
2023-03-16,5.493
2023-03-17,5.366
2023-03-18,5.366
2023-03-19,5.366
2023-03-20,5.366
2023-03-21,5.366
2023-03-22,5.366
2023-03-23,5.184
2023-03-24,5.184
2023-03-25,5.184
2023-03-26,5.184
2023-03-27,5.2
2023-03-28,5.2
2023-03-29,5.2
2023-03-30,5.2
2023-03-31,5.2
2023-04-01,5.2
2023-04-02,5.2
2023-04-03,5.165
2023-04-04,5.165
2023-04-05,5.075
2023-04-06,5.075
2023-04-07,5.075
2023-04-08,5.075
2023-04-09,5.075
2023-04-10,4.735
2023-04-11,4.597
2023-04-12,4.591
2023-04-13,4.535
2023-04-14,4.541
2023-04-15,4.541
2023-04-16,4.541
2023-04-17,4.497
2023-04-18,4.374
2023-04-19,4.477
2023-04-20,4.468
2023-04-21,4.388
2023-04-22,4.388
2023-04-23,4.388
2023-04-24,4.454
2023-04-25,4.454
2023-04-26,4.46
2023-04-27,4.447
2023-04-28,4.453
2023-04-29,4.453
2023-04-30,4.46
2023-05-01,4.488
2023-05-02,4.488
2023-05-03,4.488
2023-05-04,4.515
2023-05-05,4.515
2023-05-06,4.527
2023-05-07,4.527
2023-05-08,4.502
2023-05-09,4.528
2023-05-10,4.536
2023-05-11,4.536
2023-05-12,4.562
2023-05-13,4.562
2023-05-14,4.562
2023-05-15,4.573
2023-05-16,4.587
2023-05-17,4.563
2023-05-18,4.551
2023-05-19,4.638
2023-05-20,4.638
2023-05-21,4.638
2023-05-22,4.63
2023-05-23,4.63
2023-05-24,4.559
2023-05-25,4.535
2023-05-26,4.535
2023-05-27,4.535
2023-05-28,4.535
2023-05-29,4.531
2023-05-30,4.531
2023-05-31,4.531
2023-06-01,4.595
2023-06-02,4.595
2023-06-03,4.595
2023-06-04,4.595
2023-06-05,4.595
2023-06-06,4.595
2023-06-07,4.554
2023-06-08,4.554
2023-06-09,4.554
2023-06-10,4.554
2023-06-11,4.554
2023-06-12,4.5
2023-06-13,4.492
2023-06-14,4.492
2023-06-15,4.492
2023-06-16,4.492
2023-06-17,4.492
2023-06-18,4.492
2023-06-19,4.492
2023-06-20,4.49
2023-06-21,4.49
2023-06-22,4.49
2023-06-23,4.49
