,K US Equity
2021-04-23,4.45
2021-04-24,4.45
2021-04-25,4.45
2021-04-26,4.45
2021-04-27,4.45
2021-04-28,4.417
2021-04-29,4.417
2021-04-30,4.417
2021-05-01,4.417
2021-05-02,4.417
2021-05-03,4.417
2021-05-04,4.417
2021-05-05,4.417
2021-05-06,4.5
2021-05-07,4.483
2021-05-08,4.483
2021-05-09,4.483
2021-05-10,4.483
2021-05-11,4.483
2021-05-12,4.483
2021-05-13,4.483
2021-05-14,4.483
2021-05-15,4.483
2021-05-16,4.483
2021-05-17,4.483
2021-05-18,4.483
2021-05-19,4.483
2021-05-20,4.483
2021-05-21,4.483
2021-05-22,4.483
2021-05-23,4.483
2021-05-24,4.483
2021-05-25,4.483
2021-05-26,4.483
2021-05-27,4.483
2021-05-28,4.483
2021-05-29,4.483
2021-05-30,4.483
2021-05-31,4.483
2021-06-01,4.483
2021-06-02,4.483
2021-06-03,4.483
2021-06-04,4.483
2021-06-05,4.483
2021-06-06,4.483
2021-06-07,4.483
2021-06-08,4.483
2021-06-09,4.483
2021-06-10,4.483
2021-06-11,4.483
2021-06-12,4.483
2021-06-13,4.483
2021-06-14,4.483
2021-06-15,4.483
2021-06-16,4.483
2021-06-17,4.56
2021-06-18,4.56
2021-06-19,4.56
2021-06-20,4.56
2021-06-21,4.56
2021-06-22,4.56
2021-06-23,4.56
2021-06-24,4.56
2021-06-25,4.56
2021-06-26,4.56
2021-06-27,4.56
2021-06-28,4.56
2021-06-29,4.56
2021-06-30,4.56
2021-07-01,4.56
2021-07-02,4.56
2021-07-03,4.56
2021-07-04,4.56
2021-07-05,4.56
2021-07-06,4.56
2021-07-07,4.56
2021-07-08,4.56
2021-07-09,4.56
2021-07-10,4.56
2021-07-11,4.56
2021-07-12,4.56
2021-07-13,4.56
2021-07-14,4.56
2021-07-15,4.56
2021-07-16,4.56
2021-07-17,4.56
2021-07-18,4.56
2021-07-19,4.56
2021-07-20,4.558
2021-07-21,4.558
2021-07-22,4.545
2021-07-23,4.545
2021-07-24,4.545
2021-07-25,4.545
2021-07-26,4.545
2021-07-27,4.545
2021-07-28,4.545
2021-07-29,4.553
2021-07-30,4.553
2021-07-31,4.553
2021-08-01,4.553
2021-08-02,4.553
2021-08-03,4.553
2021-08-04,4.553
2021-08-05,4.485
2021-08-06,4.485
2021-08-07,4.485
2021-08-08,4.485
2021-08-09,4.485
2021-08-10,4.485
2021-08-11,4.503
2021-08-12,4.503
2021-08-13,4.503
2021-08-14,4.503
2021-08-15,4.503
2021-08-16,4.503
2021-08-17,4.503
2021-08-18,4.503
2021-08-19,4.503
2021-08-20,4.503
2021-08-21,4.503
2021-08-22,4.503
2021-08-23,4.503
2021-08-24,4.503
2021-08-25,4.503
2021-08-26,4.503
2021-08-27,4.503
2021-08-28,4.503
2021-08-29,4.503
2021-08-30,4.468
2021-08-31,4.468
2021-09-01,4.468
2021-09-02,4.468
2021-09-03,4.468
2021-09-04,4.468
2021-09-05,4.468
2021-09-06,4.468
2021-09-07,4.468
2021-09-08,4.468
2021-09-09,4.468
2021-09-10,4.468
2021-09-11,4.468
2021-09-12,4.468
2021-09-13,4.468
2021-09-14,4.468
2021-09-15,4.468
2021-09-16,4.468
2021-09-17,4.468
2021-09-18,4.468
2021-09-19,4.468
2021-09-20,4.468
2021-09-21,4.468
2021-09-22,4.468
2021-09-23,4.468
2021-09-24,4.468
2021-09-25,4.468
2021-09-26,4.468
2021-09-27,4.468
2021-09-28,4.468
2021-09-29,4.468
2021-09-30,4.468
2021-10-01,4.468
2021-10-02,4.468
2021-10-03,4.468
2021-10-04,4.468
2021-10-05,4.468
2021-10-06,4.468
2021-10-07,4.468
2021-10-08,4.468
2021-10-09,4.468
2021-10-10,4.468
2021-10-11,4.468
2021-10-12,4.468
2021-10-13,4.468
2021-10-14,4.468
2021-10-15,4.468
2021-10-16,4.468
2021-10-17,4.468
2021-10-18,4.468
2021-10-19,4.468
2021-10-20,4.443
2021-10-21,4.443
2021-10-22,4.443
2021-10-23,4.443
2021-10-24,4.443
2021-10-25,4.443
2021-10-26,4.443
2021-10-27,4.443
2021-10-28,4.45
2021-10-29,4.45
2021-10-30,4.45
2021-10-31,4.45
2021-11-01,4.45
2021-11-02,4.45
2021-11-03,4.45
2021-11-04,4.412
2021-11-05,4.453
2021-11-06,4.453
2021-11-07,4.453
2021-11-08,4.453
2021-11-09,4.453
2021-11-10,4.453
2021-11-11,4.47
2021-11-12,4.47
2021-11-13,4.47
2021-11-14,4.47
2021-11-15,4.47
2021-11-16,4.47
2021-11-17,4.47
2021-11-18,4.47
2021-11-19,4.47
2021-11-20,4.47
2021-11-21,4.47
2021-11-22,4.47
2021-11-23,4.47
2021-11-24,4.47
2021-11-25,4.47
2021-11-26,4.47
2021-11-27,4.47
2021-11-28,4.47
2021-11-29,4.47
2021-11-30,4.47
2021-12-01,4.47
2021-12-02,4.47
2021-12-03,4.47
2021-12-04,4.47
2021-12-05,4.47
2021-12-06,4.478
2021-12-07,4.478
2021-12-08,4.478
2021-12-09,4.478
2021-12-10,4.478
2021-12-11,4.478
2021-12-12,4.478
2021-12-13,4.478
2021-12-14,4.478
2021-12-15,4.478
2021-12-16,4.478
2021-12-17,4.478
2021-12-18,4.478
2021-12-19,4.478
2021-12-20,4.478
2021-12-21,4.478
2021-12-22,4.478
2021-12-23,4.478
2021-12-24,4.478
2021-12-25,4.478
2021-12-26,4.478
2021-12-27,4.478
2021-12-28,4.478
2021-12-29,4.478
2021-12-30,4.478
2021-12-31,4.478
2022-01-01,4.478
2022-01-02,4.478
2022-01-03,4.478
2022-01-04,4.478
2022-01-05,4.478
2022-01-06,4.478
2022-01-07,4.478
2022-01-08,4.478
2022-01-09,4.478
2022-01-10,4.478
2022-01-11,4.478
2022-01-12,4.47
2022-01-13,4.47
2022-01-14,4.47
2022-01-15,4.47
2022-01-16,4.47
2022-01-17,4.47
2022-01-18,4.47
2022-01-19,4.47
2022-01-20,4.47
2022-01-21,4.47
2022-01-22,4.47
2022-01-23,4.47
2022-01-24,4.47
2022-01-25,4.47
2022-01-26,4.47
2022-01-27,4.47
2022-01-28,4.47
2022-01-29,4.47
2022-01-30,4.46
2022-01-31,4.46
2022-02-01,4.458
2022-02-02,4.458
2022-02-03,4.458
2022-02-04,4.458
2022-02-05,4.458
2022-02-06,4.458
2022-02-07,4.458
2022-02-08,4.458
2022-02-09,4.458
2022-02-10,4.558
2022-02-11,4.548
2022-02-12,4.548
2022-02-13,4.548
2022-02-14,4.538
2022-02-15,4.538
2022-02-16,4.538
2022-02-17,4.538
2022-02-18,4.538
2022-02-19,4.538
2022-02-20,4.538
2022-02-21,4.538
2022-02-22,4.538
2022-02-23,4.538
2022-02-24,4.538
2022-02-25,4.538
2022-02-26,4.538
2022-02-27,4.538
2022-02-28,4.538
2022-03-01,4.538
2022-03-02,4.538
2022-03-03,4.538
2022-03-04,4.538
2022-03-05,4.538
2022-03-06,4.538
2022-03-07,4.538
2022-03-08,4.538
2022-03-09,4.538
2022-03-10,4.538
2022-03-11,4.538
2022-03-12,4.497
2022-03-13,4.497
2022-03-14,4.497
2022-03-15,4.483
2022-03-16,4.483
2022-03-17,4.483
2022-03-18,4.483
2022-03-19,4.498
2022-03-20,4.498
2022-03-21,4.498
2022-03-22,4.498
2022-03-23,4.498
2022-03-24,4.498
2022-03-25,4.498
2022-03-26,4.498
2022-03-27,4.498
2022-03-28,4.498
2022-03-29,4.498
2022-03-30,4.498
2022-03-31,4.502
2022-04-01,4.502
2022-04-02,4.502
2022-04-03,4.502
2022-04-04,4.502
2022-04-05,4.502
2022-04-06,4.502
2022-04-07,4.502
2022-04-08,4.502
2022-04-09,4.502
2022-04-10,4.502
2022-04-11,4.502
2022-04-12,4.487
2022-04-13,4.487
2022-04-14,4.487
2022-04-15,4.487
2022-04-16,4.487
2022-04-17,4.487
2022-04-18,4.487
2022-04-19,4.487
2022-04-20,4.47
2022-04-21,4.476
2022-04-22,4.476
2022-04-23,4.476
2022-04-24,4.474
2022-04-25,4.474
2022-04-26,4.474
2022-04-27,4.474
2022-04-28,4.474
2022-04-29,4.474
2022-04-30,4.474
2022-05-01,4.474
2022-05-02,4.457
2022-05-03,4.457
2022-05-04,4.457
2022-05-05,4.491
2022-05-06,4.487
2022-05-07,4.487
2022-05-08,4.484
2022-05-09,4.484
2022-05-10,4.467
2022-05-11,4.467
2022-05-12,4.467
2022-05-13,4.467
2022-05-14,4.467
2022-05-15,4.467
2022-05-16,4.467
2022-05-17,4.467
2022-05-18,4.467
2022-05-19,4.467
2022-05-20,4.467
2022-05-21,4.467
2022-05-22,4.467
2022-05-23,4.467
2022-05-24,4.467
2022-05-25,4.467
2022-05-26,4.467
2022-05-27,4.467
2022-05-28,4.467
2022-05-29,4.467
2022-05-30,4.467
2022-05-31,4.467
2022-06-01,4.467
2022-06-02,4.467
2022-06-03,4.467
2022-06-04,4.467
2022-06-05,4.467
2022-06-06,4.467
2022-06-07,4.471
2022-06-08,4.471
2022-06-09,4.471
2022-06-10,4.471
2022-06-11,4.471
2022-06-12,4.471
2022-06-13,4.471
2022-06-14,4.471
2022-06-15,4.471
2022-06-16,4.471
2022-06-17,4.471
2022-06-18,4.471
2022-06-19,4.471
2022-06-20,4.471
2022-06-21,4.467
2022-06-22,4.461
2022-06-23,4.461
2022-06-24,4.461
2022-06-25,4.461
2022-06-26,4.461
2022-06-27,4.461
2022-06-28,4.461
2022-06-29,4.458
2022-06-30,4.458
2022-07-01,4.439
2022-07-02,4.439
2022-07-03,4.439
2022-07-04,4.439
2022-07-05,4.439
2022-07-06,4.439
2022-07-07,4.431
2022-07-08,4.431
2022-07-09,4.431
2022-07-10,4.431
2022-07-11,4.431
2022-07-12,4.431
2022-07-13,4.431
2022-07-14,4.431
2022-07-15,4.431
2022-07-16,4.431
2022-07-17,4.431
2022-07-18,4.431
2022-07-19,4.431
2022-07-20,4.431
2022-07-21,4.431
2022-07-22,4.431
2022-07-23,4.431
2022-07-24,4.431
2022-07-25,4.426
2022-07-26,4.426
2022-07-27,4.426
2022-07-28,4.427
2022-07-29,4.427
2022-07-30,4.426
2022-07-31,4.426
2022-08-01,4.426
2022-08-02,4.426
2022-08-03,4.426
2022-08-04,4.436
2022-08-05,4.444
2022-08-06,4.444
2022-08-07,4.444
2022-08-08,4.446
2022-08-09,4.446
2022-08-10,4.459
2022-08-11,4.459
2022-08-12,4.459
2022-08-13,4.459
2022-08-14,4.459
2022-08-15,4.459
2022-08-16,4.459
2022-08-17,4.459
2022-08-18,4.459
2022-08-19,4.459
2022-08-20,4.459
2022-08-21,4.459
2022-08-22,4.459
2022-08-23,4.459
2022-08-24,4.459
2022-08-25,4.459
2022-08-26,4.459
2022-08-27,4.459
2022-08-28,4.459
2022-08-29,4.459
2022-08-30,4.459
2022-08-31,4.459
2022-09-01,4.459
2022-09-02,4.459
2022-09-03,4.459
2022-09-04,4.459
2022-09-05,4.459
2022-09-06,4.459
2022-09-07,4.459
2022-09-08,4.463
2022-09-09,4.463
2022-09-10,4.463
2022-09-11,4.463
2022-09-12,4.463
2022-09-13,4.463
2022-09-14,4.463
2022-09-15,4.449
2022-09-16,4.449
2022-09-17,4.449
2022-09-18,4.449
2022-09-19,4.449
2022-09-20,4.449
2022-09-21,4.449
2022-09-22,4.449
2022-09-23,4.449
2022-09-24,4.449
2022-09-25,4.449
2022-09-26,4.449
2022-09-27,4.449
2022-09-28,4.449
2022-09-29,4.44
2022-09-30,4.44
2022-10-01,4.44
2022-10-02,4.44
2022-10-03,4.44
2022-10-04,4.434
2022-10-05,4.434
2022-10-06,4.434
2022-10-07,4.434
2022-10-08,4.434
2022-10-09,4.441
2022-10-10,4.441
2022-10-11,4.433
2022-10-12,4.434
2022-10-13,4.434
2022-10-14,4.434
2022-10-15,4.434
2022-10-16,4.434
2022-10-17,4.431
2022-10-18,4.431
2022-10-19,4.427
2022-10-20,4.422
2022-10-21,4.422
2022-10-22,4.422
2022-10-23,4.422
2022-10-24,4.419
2022-10-25,4.419
2022-10-26,4.419
2022-10-27,4.419
2022-10-28,4.419
2022-10-29,4.419
2022-10-30,4.419
2022-10-31,4.419
2022-11-01,4.419
2022-11-02,4.419
2022-11-03,4.376
2022-11-04,4.364
2022-11-05,4.364
2022-11-06,4.364
2022-11-07,4.359
2022-11-08,4.359
2022-11-09,4.359
2022-11-10,4.353
2022-11-11,4.353
2022-11-12,4.353
2022-11-13,4.353
2022-11-14,4.353
2022-11-15,4.363
2022-11-16,4.363
2022-11-17,4.363
2022-11-18,4.363
2022-11-19,4.363
2022-11-20,4.363
2022-11-21,4.371
2022-11-22,4.371
2022-11-23,4.371
2022-11-24,4.371
2022-11-25,4.371
2022-11-26,4.371
2022-11-27,4.371
2022-11-28,4.371
2022-11-29,4.371
2022-11-30,4.371
2022-12-01,4.371
2022-12-02,4.371
2022-12-03,4.371
2022-12-04,4.371
2022-12-05,4.372
2022-12-06,4.372
2022-12-07,4.378
2022-12-08,4.378
2022-12-09,4.377
2022-12-10,4.377
2022-12-11,4.377
2022-12-12,4.377
2022-12-13,4.377
2022-12-14,4.377
2022-12-15,4.368
2022-12-16,4.368
2022-12-17,4.368
2022-12-18,4.368
2022-12-19,4.368
2022-12-20,4.365
2022-12-21,4.365
2022-12-22,4.365
2022-12-23,4.365
2022-12-24,4.365
2022-12-25,4.365
2022-12-26,4.365
2022-12-27,4.365
2022-12-28,4.365
2022-12-29,4.365
2022-12-30,4.365
2022-12-31,4.365
2023-01-01,4.365
2023-01-02,4.365
2023-01-03,4.365
2023-01-04,4.365
2023-01-05,4.365
2023-01-06,4.358
2023-01-07,4.358
2023-01-08,4.358
2023-01-09,4.358
2023-01-10,4.358
2023-01-11,4.351
2023-01-12,4.341
2023-01-13,4.341
2023-01-14,4.341
2023-01-15,4.341
2023-01-16,4.341
2023-01-17,4.341
2023-01-18,4.326
2023-01-19,4.326
2023-01-20,4.339
2023-01-21,4.339
2023-01-22,4.339
2023-01-23,4.339
2023-01-24,4.34
2023-01-25,4.34
2023-01-26,4.34
2023-01-27,4.34
2023-01-28,4.34
2023-01-29,4.334
2023-01-30,4.334
2023-01-31,4.334
2023-02-01,4.334
2023-02-02,4.334
2023-02-03,4.334
2023-02-04,4.334
2023-02-05,4.334
2023-02-06,4.334
2023-02-07,4.334
2023-02-08,4.334
2023-02-09,4.312
2023-02-10,4.288
2023-02-11,4.288
2023-02-12,4.288
2023-02-13,4.288
2023-02-14,4.288
2023-02-15,4.288
2023-02-16,4.288
2023-02-17,4.288
2023-02-18,4.288
2023-02-19,4.288
2023-02-20,4.288
2023-02-21,4.288
2023-02-22,4.288
2023-02-23,4.286
2023-02-24,4.286
2023-02-25,4.286
2023-02-26,4.286
2023-02-27,4.286
2023-02-28,4.286
2023-03-01,4.286
2023-03-02,4.286
2023-03-03,4.286
2023-03-04,4.286
2023-03-05,4.286
2023-03-06,4.286
2023-03-07,4.286
2023-03-08,4.286
2023-03-09,4.286
2023-03-10,4.286
2023-03-11,4.286
2023-03-12,4.286
2023-03-13,4.286
2023-03-14,4.286
2023-03-15,4.286
2023-03-16,4.286
2023-03-17,4.286
2023-03-18,4.286
2023-03-19,4.286
2023-03-20,4.286
2023-03-21,4.286
2023-03-22,4.286
2023-03-23,4.286
2023-03-24,4.286
2023-03-25,4.286
2023-03-26,4.286
2023-03-27,4.286
2023-03-28,4.286
2023-03-29,4.286
2023-03-30,4.269
2023-03-31,4.269
2023-04-01,4.269
2023-04-02,4.269
2023-04-03,4.269
2023-04-04,4.269
2023-04-05,4.269
2023-04-06,4.269
2023-04-07,4.269
2023-04-08,4.269
2023-04-09,4.269
2023-04-10,4.267
2023-04-11,4.269
2023-04-12,4.269
2023-04-13,4.269
2023-04-14,4.269
2023-04-15,4.269
2023-04-16,4.269
2023-04-17,4.271
2023-04-18,4.294
2023-04-19,4.294
2023-04-20,4.295
2023-04-21,4.295
2023-04-22,4.295
2023-04-23,4.295
2023-04-24,4.295
2023-04-25,4.296
2023-04-26,4.296
2023-04-27,4.296
2023-04-28,4.296
2023-04-29,4.296
2023-04-30,4.296
2023-05-01,4.296
2023-05-02,4.296
2023-05-03,4.296
2023-05-04,4.287
2023-05-05,4.307
2023-05-06,4.307
2023-05-07,4.307
2023-05-08,4.309
2023-05-09,4.309
2023-05-10,4.308
2023-05-11,4.308
2023-05-12,4.308
2023-05-13,4.308
2023-05-14,4.308
2023-05-15,4.308
2023-05-16,4.308
2023-05-17,4.308
2023-05-18,4.308
2023-05-19,4.308
2023-05-20,4.308
2023-05-21,4.308
2023-05-22,4.308
2023-05-23,4.308
2023-05-24,4.308
2023-05-25,4.308
2023-05-26,4.308
2023-05-27,4.308
2023-05-28,4.308
2023-05-29,4.308
2023-05-30,4.308
2023-05-31,4.308
2023-06-01,4.308
2023-06-02,4.308
2023-06-03,4.308
2023-06-04,4.308
2023-06-05,4.308
2023-06-06,4.308
2023-06-07,4.308
2023-06-08,4.308
2023-06-09,4.308
2023-06-10,4.308
2023-06-11,4.308
2023-06-12,4.308
2023-06-13,4.308
2023-06-14,4.308
2023-06-15,4.308
2023-06-16,4.308
2023-06-17,4.308
2023-06-18,4.308
2023-06-19,4.308
2023-06-20,4.308
2023-06-21,4.308
2023-06-22,4.308
2023-06-23,4.308
2023-06-24,4.308
2023-06-25,4.306
2023-06-26,4.307
2023-06-27,4.286
2023-06-28,4.286
2023-06-29,4.286
2023-06-30,4.286
2023-07-01,4.286
2023-07-02,4.286
2023-07-03,4.286
2023-07-04,4.286
2023-07-05,4.286
2023-07-06,4.282
2023-07-07,4.282
2023-07-08,4.282
2023-07-09,4.282
2023-07-10,4.283
2023-07-11,4.283
2023-07-12,4.283
2023-07-13,4.283
2023-07-14,4.283
2023-07-15,4.283
2023-07-16,4.283
2023-07-17,4.283
2023-07-18,4.283
2023-07-19,4.283
2023-07-20,4.283
2023-07-21,4.283
2023-07-22,4.283
2023-07-23,4.283
2023-07-24,4.289
2023-07-25,4.289
2023-07-26,4.285
