,LECO US Equity
2021-04-22,6.56
2021-04-23,6.56
2021-04-24,6.56
2021-04-25,6.56
2021-04-26,6.56
2021-04-27,6.633
2021-04-28,6.735
2021-04-29,6.84
2021-04-30,6.84
2021-05-01,6.84
2021-05-02,6.84
2021-05-03,6.84
2021-05-04,6.84
2021-05-05,6.84
2021-05-06,6.84
2021-05-07,6.84
2021-05-08,6.84
2021-05-09,6.84
2021-05-10,6.84
2021-05-11,6.84
2021-05-12,6.84
2021-05-13,6.84
2021-05-14,6.84
2021-05-15,6.84
2021-05-16,6.84
2021-05-17,6.84
2021-05-18,6.84
2021-05-19,6.84
2021-05-20,6.84
2021-05-21,6.84
2021-05-22,6.84
2021-05-23,6.84
2021-05-24,6.84
2021-05-25,6.84
2021-05-26,6.84
2021-05-27,6.84
2021-05-28,6.84
2021-05-29,6.84
2021-05-30,6.84
2021-05-31,6.84
2021-06-01,6.84
2021-06-02,6.84
2021-06-03,6.84
2021-06-04,6.84
2021-06-05,6.84
2021-06-06,6.84
2021-06-07,6.84
2021-06-08,6.84
2021-06-09,6.84
2021-06-10,6.84
2021-06-11,6.84
2021-06-12,6.84
2021-06-13,6.84
2021-06-14,6.84
2021-06-15,6.84
2021-06-16,6.84
2021-06-17,6.84
2021-06-18,6.84
2021-06-19,6.84
2021-06-20,6.84
2021-06-21,6.84
2021-06-22,6.84
2021-06-23,6.84
2021-06-24,6.84
2021-06-25,6.84
2021-06-26,6.84
2021-06-27,6.84
2021-06-28,6.84
2021-06-29,6.84
2021-06-30,6.84
2021-07-01,6.84
2021-07-02,6.84
2021-07-03,6.84
2021-07-04,6.84
2021-07-05,6.84
2021-07-06,6.84
2021-07-07,6.84
2021-07-08,6.84
2021-07-09,6.84
2021-07-10,6.84
2021-07-11,6.84
2021-07-12,6.84
2021-07-13,7.058
2021-07-14,7.058
2021-07-15,7.058
2021-07-16,7.058
2021-07-17,7.058
2021-07-18,7.058
2021-07-19,7.243
2021-07-20,7.243
2021-07-21,7.243
2021-07-22,7.243
2021-07-23,7.243
2021-07-24,7.243
2021-07-25,7.243
2021-07-26,7.243
2021-07-27,7.58
2021-07-28,7.58
2021-07-29,7.705
2021-07-30,7.705
2021-07-31,7.705
2021-08-01,7.705
2021-08-02,7.705
2021-08-03,7.705
2021-08-04,7.705
2021-08-05,7.705
2021-08-06,7.705
2021-08-07,7.705
2021-08-08,7.705
2021-08-09,7.705
2021-08-10,7.705
2021-08-11,7.705
2021-08-12,7.705
2021-08-13,7.705
2021-08-14,7.705
2021-08-15,7.705
2021-08-16,7.705
2021-08-17,7.705
2021-08-18,7.705
2021-08-19,7.705
2021-08-20,7.705
2021-08-21,7.705
2021-08-22,7.705
2021-08-23,7.705
2021-08-24,7.705
2021-08-25,7.705
2021-08-26,7.705
2021-08-27,7.705
2021-08-28,7.705
2021-08-29,7.705
2021-08-30,7.705
2021-08-31,7.705
2021-09-01,7.705
2021-09-02,7.705
2021-09-03,7.705
2021-09-04,7.705
2021-09-05,7.705
2021-09-06,7.705
2021-09-07,7.705
2021-09-08,7.705
2021-09-09,7.705
2021-09-10,7.705
2021-09-11,7.705
2021-09-12,7.705
2021-09-13,7.705
2021-09-14,7.705
2021-09-15,7.705
2021-09-16,7.705
2021-09-17,7.705
2021-09-18,7.705
2021-09-19,7.705
2021-09-20,7.705
2021-09-21,7.705
2021-09-22,7.705
2021-09-23,7.705
2021-09-24,7.705
2021-09-25,7.705
2021-09-26,7.705
2021-09-27,7.705
2021-09-28,7.705
2021-09-29,7.705
2021-09-30,7.705
2021-10-01,7.705
2021-10-02,7.705
2021-10-03,7.705
2021-10-04,7.705
2021-10-05,7.705
2021-10-06,7.705
2021-10-07,7.65
2021-10-08,7.65
2021-10-09,7.65
2021-10-10,7.65
2021-10-11,7.65
2021-10-12,7.65
2021-10-13,7.65
2021-10-14,7.65
2021-10-15,7.682
2021-10-16,7.682
2021-10-17,7.682
2021-10-18,7.682
2021-10-19,7.682
2021-10-20,7.682
2021-10-21,7.682
2021-10-22,7.682
2021-10-23,7.682
2021-10-24,7.682
2021-10-25,7.682
2021-10-26,7.682
2021-10-27,7.682
2021-10-28,7.716
2021-10-29,7.852
2021-10-30,7.852
2021-10-31,7.852
2021-11-01,7.91
2021-11-02,7.91
2021-11-03,7.91
2021-11-04,7.91
2021-11-05,7.91
2021-11-06,7.91
2021-11-07,7.91
2021-11-08,7.91
2021-11-09,7.91
2021-11-10,7.91
2021-11-11,7.91
2021-11-12,7.91
2021-11-13,7.91
2021-11-14,7.91
2021-11-15,7.91
2021-11-16,7.91
2021-11-17,7.91
2021-11-18,7.91
2021-11-19,7.91
2021-11-20,7.91
2021-11-21,7.91
2021-11-22,7.91
2021-11-23,7.91
2021-11-24,7.91
2021-11-25,7.91
2021-11-26,7.91
2021-11-27,7.91
2021-11-28,7.91
2021-11-29,7.91
2021-11-30,7.91
2021-12-01,7.91
2021-12-02,7.91
2021-12-03,7.91
2021-12-04,7.91
2021-12-05,7.91
2021-12-06,7.91
2021-12-07,7.91
2021-12-08,7.91
2021-12-09,7.91
2021-12-10,7.91
2021-12-11,7.91
2021-12-12,7.91
2021-12-13,7.91
2021-12-14,7.91
2021-12-15,7.91
2021-12-16,7.91
2021-12-17,7.91
2021-12-18,7.91
2021-12-19,7.91
2021-12-20,7.985
2021-12-21,7.985
2021-12-22,7.985
2021-12-23,7.985
2021-12-24,7.985
2021-12-25,7.985
2021-12-26,7.985
2021-12-27,7.985
2021-12-28,7.985
2021-12-29,7.985
2021-12-30,7.985
2021-12-31,7.985
2022-01-01,7.985
2022-01-02,7.985
2022-01-03,7.985
2022-01-04,7.985
2022-01-05,7.985
2022-01-06,7.985
2022-01-07,7.985
2022-01-08,7.985
2022-01-09,7.985
2022-01-10,7.985
2022-01-11,7.985
2022-01-12,7.985
2022-01-13,8.002
2022-01-14,8.002
2022-01-15,8.002
2022-01-16,8.002
2022-01-17,8.002
2022-01-18,8.0
2022-01-19,8.0
2022-01-20,8.0
2022-01-21,8.0
2022-01-22,8.0
2022-01-23,8.0
2022-01-24,8.0
2022-01-25,8.0
2022-01-26,8.0
2022-01-27,8.0
2022-01-28,8.0
2022-01-29,8.0
2022-01-30,8.0
2022-01-31,8.0
2022-02-01,8.0
2022-02-02,8.0
2022-02-03,8.0
2022-02-04,8.0
2022-02-05,8.0
2022-02-06,8.0
2022-02-07,8.0
2022-02-08,8.0
2022-02-09,8.0
2022-02-10,8.213
2022-02-11,8.323
2022-02-12,8.323
2022-02-13,8.323
2022-02-14,8.323
2022-02-15,8.323
2022-02-16,8.323
2022-02-17,8.323
2022-02-18,8.341
2022-02-19,8.341
2022-02-20,8.341
2022-02-21,8.341
2022-02-22,8.341
2022-02-23,8.341
2022-02-24,8.341
2022-02-25,8.341
2022-02-26,8.34
2022-02-27,8.34
2022-02-28,8.34
2022-03-01,8.34
2022-03-02,8.34
2022-03-03,8.34
2022-03-04,8.344
2022-03-05,8.344
2022-03-06,8.344
2022-03-07,8.344
2022-03-08,8.344
2022-03-09,8.344
2022-03-10,8.344
2022-03-11,8.344
2022-03-12,8.344
2022-03-13,8.344
2022-03-14,8.344
2022-03-15,8.344
2022-03-16,8.344
2022-03-17,8.344
2022-03-18,8.344
2022-03-19,8.344
2022-03-20,8.344
2022-03-21,8.344
2022-03-22,8.344
2022-03-23,8.344
2022-03-24,8.344
2022-03-25,8.344
2022-03-26,8.344
2022-03-27,8.344
2022-03-28,8.344
2022-03-29,8.344
2022-03-30,8.344
2022-03-31,8.344
2022-04-01,8.344
2022-04-02,8.344
2022-04-03,8.344
2022-04-04,8.344
2022-04-05,8.344
2022-04-06,8.344
2022-04-07,8.344
2022-04-08,8.344
2022-04-09,8.344
2022-04-10,8.344
2022-04-11,8.344
2022-04-12,8.344
2022-04-13,8.336
2022-04-14,8.336
2022-04-15,8.336
2022-04-16,8.336
2022-04-17,8.334
2022-04-18,8.353
2022-04-19,8.353
2022-04-20,8.353
2022-04-21,8.353
2022-04-22,8.353
2022-04-23,8.353
2022-04-24,8.353
2022-04-25,8.353
2022-04-26,8.353
2022-04-27,8.353
2022-04-28,8.434
2022-04-29,8.524
2022-04-30,8.56
2022-05-01,8.56
2022-05-02,8.617
2022-05-03,8.617
2022-05-04,8.617
2022-05-05,8.617
2022-05-06,8.617
2022-05-07,8.617
2022-05-08,8.617
2022-05-09,8.617
2022-05-10,8.617
2022-05-11,8.617
2022-05-12,8.617
2022-05-13,8.747
2022-05-14,8.747
2022-05-15,8.747
2022-05-16,8.747
2022-05-17,8.747
2022-05-18,8.747
2022-05-19,8.747
2022-05-20,8.747
2022-05-21,8.747
2022-05-22,8.747
2022-05-23,8.747
2022-05-24,8.747
2022-05-25,8.747
2022-05-26,8.747
2022-05-27,8.747
2022-05-28,8.747
2022-05-29,8.747
2022-05-30,8.747
2022-05-31,8.747
2022-06-01,8.747
2022-06-02,8.747
2022-06-03,8.747
2022-06-04,8.747
2022-06-05,8.747
2022-06-06,8.747
2022-06-07,8.747
2022-06-08,8.747
2022-06-09,8.747
2022-06-10,8.747
2022-06-11,8.747
2022-06-12,8.747
2022-06-13,8.768
2022-06-14,8.768
2022-06-15,8.768
2022-06-16,8.768
2022-06-17,8.768
2022-06-18,8.768
2022-06-19,8.768
2022-06-20,8.768
2022-06-21,8.768
2022-06-22,8.768
2022-06-23,8.763
2022-06-24,8.763
2022-06-25,8.763
2022-06-26,8.763
2022-06-27,8.763
2022-06-28,8.763
2022-06-29,8.763
2022-06-30,8.763
2022-07-01,8.763
2022-07-02,8.763
2022-07-03,8.763
2022-07-04,8.763
2022-07-05,8.763
2022-07-06,8.763
2022-07-07,8.763
2022-07-08,8.763
2022-07-09,8.763
2022-07-10,8.763
2022-07-11,8.763
2022-07-12,8.763
2022-07-13,8.763
2022-07-14,8.532
2022-07-15,8.532
2022-07-16,8.532
2022-07-17,8.532
2022-07-18,8.53
2022-07-19,8.53
2022-07-20,8.564
2022-07-21,8.564
2022-07-22,8.564
2022-07-23,8.564
2022-07-24,8.564
2022-07-25,8.564
2022-07-26,8.564
2022-07-27,8.564
2022-07-28,8.653
2022-07-29,8.664
2022-07-30,8.664
2022-07-31,8.664
2022-08-01,8.734
2022-08-02,8.734
2022-08-03,8.734
2022-08-04,8.734
2022-08-05,8.734
2022-08-06,8.734
2022-08-07,8.734
2022-08-08,8.734
2022-08-09,8.81
2022-08-10,8.81
2022-08-11,8.81
2022-08-12,8.81
2022-08-13,8.81
2022-08-14,8.81
2022-08-15,8.81
2022-08-16,8.81
2022-08-17,8.81
2022-08-18,8.81
2022-08-19,8.81
2022-08-20,8.81
2022-08-21,8.81
2022-08-22,8.81
2022-08-23,8.81
2022-08-24,8.81
2022-08-25,8.81
2022-08-26,8.81
2022-08-27,8.81
2022-08-28,8.81
2022-08-29,8.81
2022-08-30,8.81
2022-08-31,8.81
2022-09-01,8.81
2022-09-02,8.81
2022-09-03,8.81
2022-09-04,8.81
2022-09-05,8.81
2022-09-06,8.81
2022-09-07,8.81
2022-09-08,8.81
2022-09-09,8.81
2022-09-10,8.81
2022-09-11,8.81
2022-09-12,8.81
2022-09-13,8.81
2022-09-14,8.81
2022-09-15,8.81
2022-09-16,8.81
2022-09-17,8.81
2022-09-18,8.81
2022-09-19,8.81
2022-09-20,8.81
2022-09-21,8.81
2022-09-22,8.81
2022-09-23,8.81
2022-09-24,8.81
2022-09-25,8.81
2022-09-26,8.81
2022-09-27,8.81
2022-09-28,8.81
2022-09-29,8.81
2022-09-30,8.81
2022-10-01,8.81
2022-10-02,8.81
2022-10-03,8.81
2022-10-04,8.799
2022-10-05,8.799
2022-10-06,8.799
2022-10-07,8.784
2022-10-08,8.784
2022-10-09,8.811
2022-10-10,8.811
2022-10-11,8.811
2022-10-12,8.811
2022-10-13,8.803
2022-10-14,8.803
2022-10-15,8.803
2022-10-16,8.803
2022-10-17,8.803
2022-10-18,8.803
2022-10-19,8.803
2022-10-20,8.803
2022-10-21,8.803
2022-10-22,8.803
2022-10-23,8.803
2022-10-24,8.803
2022-10-25,8.803
2022-10-26,8.954
2022-10-27,8.872
2022-10-28,8.903
2022-10-29,8.903
2022-10-30,8.903
2022-10-31,8.916
2022-11-01,8.916
2022-11-02,8.916
2022-11-03,8.916
2022-11-04,8.916
2022-11-05,8.916
2022-11-06,8.916
2022-11-07,8.919
2022-11-08,8.919
2022-11-09,8.919
2022-11-10,8.919
2022-11-11,8.919
2022-11-12,8.919
2022-11-13,8.919
2022-11-14,8.919
2022-11-15,8.919
2022-11-16,8.919
2022-11-17,8.924
2022-11-18,8.924
2022-11-19,8.924
2022-11-20,8.924
2022-11-21,8.924
2022-11-22,8.924
2022-11-23,8.924
2022-11-24,8.924
2022-11-25,8.924
2022-11-26,8.924
2022-11-27,8.924
2022-11-28,8.924
2022-11-29,8.924
2022-11-30,8.924
2022-12-01,8.924
2022-12-02,8.924
2022-12-03,8.924
2022-12-04,8.924
2022-12-05,8.924
2022-12-06,8.978
2022-12-07,8.978
2022-12-08,8.978
2022-12-09,8.978
2022-12-10,8.978
2022-12-11,8.978
2022-12-12,8.978
2022-12-13,8.978
2022-12-14,8.97
2022-12-15,8.97
2022-12-16,8.97
2022-12-17,8.97
2022-12-18,8.97
2022-12-19,8.974
2022-12-20,8.974
2022-12-21,8.974
2022-12-22,8.974
2022-12-23,8.974
2022-12-24,8.974
2022-12-25,8.974
2022-12-26,8.974
2022-12-27,8.974
2022-12-28,8.974
2022-12-29,8.974
2022-12-30,8.974
2022-12-31,8.974
2023-01-01,8.974
2023-01-02,8.974
2023-01-03,8.986
2023-01-04,8.986
2023-01-05,8.986
2023-01-06,8.986
2023-01-07,8.986
2023-01-08,8.986
2023-01-09,8.986
2023-01-10,8.986
2023-01-11,8.986
2023-01-12,8.986
2023-01-13,9.031
2023-01-14,9.031
2023-01-15,9.031
2023-01-16,9.031
2023-01-17,9.031
2023-01-18,9.114
2023-01-19,9.114
2023-01-20,9.114
2023-01-21,9.114
2023-01-22,9.114
2023-01-23,9.114
2023-01-24,9.114
2023-01-25,9.159
2023-01-26,9.159
2023-01-27,9.159
2023-01-28,9.159
2023-01-29,9.159
2023-01-30,9.159
2023-01-31,9.159
2023-02-01,9.159
2023-02-02,9.159
2023-02-03,9.159
2023-02-04,9.159
2023-02-05,9.159
2023-02-06,9.159
2023-02-07,9.159
2023-02-08,9.159
2023-02-09,9.159
2023-02-10,9.159
2023-02-11,9.159
2023-02-12,9.159
2023-02-13,9.159
2023-02-14,9.159
2023-02-15,9.159
2023-02-16,9.159
2023-02-17,9.236
2023-02-18,9.236
2023-02-19,9.236
2023-02-20,9.236
2023-02-21,9.194
2023-02-22,9.18
2023-02-23,9.239
2023-02-24,9.239
2023-02-25,9.239
2023-02-26,9.239
2023-02-27,9.239
2023-02-28,9.239
2023-03-01,9.239
2023-03-02,9.239
2023-03-03,9.239
2023-03-04,9.239
2023-03-05,9.239
2023-03-06,9.121
2023-03-07,9.121
2023-03-08,9.121
2023-03-09,9.121
2023-03-10,9.121
2023-03-11,9.121
2023-03-12,9.121
2023-03-13,9.121
2023-03-14,9.121
2023-03-15,9.121
2023-03-16,9.121
2023-03-17,9.121
2023-03-18,9.121
2023-03-19,9.121
2023-03-20,9.121
2023-03-21,9.121
2023-03-22,9.127
2023-03-23,9.091
2023-03-24,9.091
2023-03-25,9.091
2023-03-26,9.091
2023-03-27,9.091
2023-03-28,9.091
2023-03-29,9.091
2023-03-30,9.091
2023-03-31,9.091
2023-04-01,9.091
2023-04-02,9.091
2023-04-03,9.091
2023-04-04,9.091
2023-04-05,9.091
2023-04-06,9.155
2023-04-07,9.155
2023-04-08,9.15
2023-04-09,9.15
2023-04-10,9.115
2023-04-11,9.115
2023-04-12,9.133
2023-04-13,9.133
2023-04-14,9.133
2023-04-15,9.133
2023-04-16,9.133
2023-04-17,9.133
2023-04-18,9.133
2023-04-19,9.133
2023-04-20,9.127
2023-04-21,9.127
2023-04-22,9.127
2023-04-23,9.127
2023-04-24,9.152
2023-04-25,9.152
2023-04-26,9.152
2023-04-27,9.293
2023-04-28,9.378
2023-04-29,9.378
2023-04-30,9.378
2023-05-01,9.388
2023-05-02,9.388
2023-05-03,9.546
2023-05-04,9.546
2023-05-05,9.546
2023-05-06,9.546
2023-05-07,9.546
2023-05-08,9.546
2023-05-09,9.546
2023-05-10,9.546
2023-05-11,9.435
2023-05-12,9.435
2023-05-13,9.435
2023-05-14,9.435
2023-05-15,9.435
2023-05-16,9.455
2023-05-17,9.455
2023-05-18,9.455
2023-05-19,9.455
2023-05-20,9.455
2023-05-21,9.455
2023-05-22,9.455
2023-05-23,9.455
2023-05-24,9.455
2023-05-25,9.455
2023-05-26,9.455
2023-05-27,9.455
2023-05-28,9.455
2023-05-29,9.455
2023-05-30,9.455
2023-05-31,9.529
2023-06-01,9.529
2023-06-02,9.529
2023-06-03,9.529
2023-06-04,9.529
2023-06-05,9.529
2023-06-06,9.529
2023-06-07,9.529
2023-06-08,9.529
2023-06-09,9.529
2023-06-10,9.529
2023-06-11,9.529
2023-06-12,9.529
2023-06-13,9.529
2023-06-14,9.529
2023-06-15,9.529
2023-06-16,9.529
2023-06-17,9.529
2023-06-18,9.529
2023-06-19,9.529
2023-06-20,9.529
2023-06-21,9.529
2023-06-22,9.529
2023-06-23,9.529
2023-06-24,9.529
2023-06-25,9.529
2023-06-26,9.529
2023-06-27,9.529
2023-06-28,9.549
2023-06-29,9.603
2023-06-30,9.603
2023-07-01,9.603
2023-07-02,9.603
2023-07-03,9.603
2023-07-04,9.603
2023-07-05,9.603
2023-07-06,9.603
2023-07-07,9.595
2023-07-08,9.595
2023-07-09,9.595
2023-07-10,9.595
2023-07-11,9.595
2023-07-12,9.61
2023-07-13,9.61
2023-07-14,9.61
2023-07-15,9.61
2023-07-16,9.61
2023-07-17,9.615
2023-07-18,9.615
2023-07-19,9.629
2023-07-20,9.629
2023-07-21,9.638
2023-07-22,9.638
2023-07-23,9.638
2023-07-24,9.659
2023-07-25,9.659
