,NWE US Equity
2021-03-25,4.17
2021-03-26,4.17
2021-03-27,4.17
2021-03-28,4.17
2021-03-29,4.17
2021-03-30,4.17
2021-03-31,4.17
2021-04-01,4.06
2021-04-02,4.06
2021-04-03,4.06
2021-04-04,4.06
2021-04-05,4.06
2021-04-06,4.06
2021-04-07,4.06
2021-04-08,4.06
2021-04-09,4.06
2021-04-10,4.06
2021-04-11,4.06
2021-04-12,4.06
2021-04-13,4.06
2021-04-14,4.06
2021-04-15,4.06
2021-04-16,4.09
2021-04-17,4.09
2021-04-18,4.09
2021-04-19,4.09
2021-04-20,4.09
2021-04-21,4.09
2021-04-22,4.09
2021-04-23,4.05
2021-04-24,4.05
2021-04-25,4.05
2021-04-26,4.05
2021-04-27,4.05
2021-04-28,4.05
2021-04-29,4.05
2021-04-30,4.05
2021-05-01,4.05
2021-05-02,4.05
2021-05-03,4.05
2021-05-04,4.05
2021-05-05,4.05
2021-05-06,4.05
2021-05-07,4.05
2021-05-08,4.05
2021-05-09,4.05
2021-05-10,4.05
2021-05-11,3.995
2021-05-12,3.995
2021-05-13,3.995
2021-05-14,3.995
2021-05-15,3.995
2021-05-16,3.995
2021-05-17,3.995
2021-05-18,3.995
2021-05-19,3.995
2021-05-20,3.995
2021-05-21,3.995
2021-05-22,3.995
2021-05-23,3.995
2021-05-24,3.995
2021-05-25,3.995
2021-05-26,3.995
2021-05-27,3.995
2021-05-28,3.995
2021-05-29,3.995
2021-05-30,3.995
2021-05-31,3.995
2021-06-01,3.995
2021-06-02,3.995
2021-06-03,3.995
2021-06-04,3.995
2021-06-05,3.995
2021-06-06,3.995
2021-06-07,3.995
2021-06-08,3.995
2021-06-09,3.995
2021-06-10,3.995
2021-06-11,3.995
2021-06-12,3.995
2021-06-13,3.995
2021-06-14,3.995
2021-06-15,3.995
2021-06-16,3.995
2021-06-17,3.995
2021-06-18,3.995
2021-06-19,3.995
2021-06-20,3.995
2021-06-21,3.995
2021-06-22,3.995
2021-06-23,3.995
2021-06-24,3.995
2021-06-25,3.995
2021-06-26,3.995
2021-06-27,3.995
2021-06-28,3.995
2021-06-29,3.995
2021-06-30,3.995
2021-07-01,3.995
2021-07-02,3.995
2021-07-03,3.995
2021-07-04,3.995
2021-07-05,3.995
2021-07-06,3.995
2021-07-07,3.995
2021-07-08,3.995
2021-07-09,3.995
2021-07-10,3.995
2021-07-11,3.995
2021-07-12,3.995
2021-07-13,3.995
2021-07-14,3.995
2021-07-15,3.995
2021-07-16,3.995
2021-07-17,3.995
2021-07-18,3.995
2021-07-19,3.995
2021-07-20,3.995
2021-07-21,3.995
2021-07-22,3.995
2021-07-23,3.995
2021-07-24,3.995
2021-07-25,3.995
2021-07-26,3.995
2021-07-27,3.995
2021-07-28,3.995
2021-07-29,4.03
2021-07-30,4.03
2021-07-31,4.03
2021-08-01,4.03
2021-08-02,4.03
2021-08-03,4.03
2021-08-04,4.03
2021-08-05,4.03
2021-08-06,4.03
2021-08-07,4.03
2021-08-08,4.03
2021-08-09,4.03
2021-08-10,4.007
2021-08-11,4.007
2021-08-12,4.007
2021-08-13,4.007
2021-08-14,4.007
2021-08-15,4.007
2021-08-16,4.007
2021-08-17,4.007
2021-08-18,4.007
2021-08-19,4.007
2021-08-20,4.007
2021-08-21,4.007
2021-08-22,4.007
2021-08-23,4.007
2021-08-24,4.007
2021-08-25,4.007
2021-08-26,4.007
2021-08-27,4.007
2021-08-28,4.007
2021-08-29,4.007
2021-08-30,4.007
2021-08-31,4.007
2021-09-01,4.007
2021-09-02,4.007
2021-09-03,4.007
2021-09-04,4.007
2021-09-05,4.007
2021-09-06,4.007
2021-09-07,4.007
2021-09-08,4.007
2021-09-09,4.007
2021-09-10,4.007
2021-09-11,4.007
2021-09-12,4.007
2021-09-13,4.007
2021-09-14,4.007
2021-09-15,4.007
2021-09-16,4.007
2021-09-17,4.007
2021-09-18,4.007
2021-09-19,4.007
2021-09-20,4.007
2021-09-21,4.007
2021-09-22,4.007
2021-09-23,4.007
2021-09-24,4.007
2021-09-25,4.007
2021-09-26,4.007
2021-09-27,4.007
2021-09-28,4.007
2021-09-29,4.007
2021-09-30,4.007
2021-10-01,4.007
2021-10-02,4.007
2021-10-03,4.007
2021-10-04,4.007
2021-10-05,4.007
2021-10-06,4.007
2021-10-07,4.007
2021-10-08,4.007
2021-10-09,4.007
2021-10-10,4.007
2021-10-11,4.007
2021-10-12,4.007
2021-10-13,4.007
2021-10-14,4.007
2021-10-15,4.007
2021-10-16,4.007
2021-10-17,4.007
2021-10-18,4.1
2021-10-19,4.1
2021-10-20,4.1
2021-10-21,4.1
2021-10-22,4.1
2021-10-23,4.1
2021-10-24,4.1
2021-10-25,4.1
2021-10-26,4.0
2021-10-27,4.0
2021-10-28,4.0
2021-10-29,4.0
2021-10-30,4.0
2021-10-31,4.0
2021-11-01,4.0
2021-11-02,4.0
2021-11-03,4.0
2021-11-04,4.0
2021-11-05,4.0
2021-11-06,4.0
2021-11-07,4.0
2021-11-08,4.0
2021-11-09,4.0
2021-11-10,4.0
2021-11-11,4.0
2021-11-12,4.0
2021-11-13,4.0
2021-11-14,4.0
2021-11-15,4.0
2021-11-16,4.0
2021-11-17,3.55
2021-11-18,3.55
2021-11-19,3.55
2021-11-20,3.55
2021-11-21,3.55
2021-11-22,3.55
2021-11-23,3.55
2021-11-24,3.55
2021-11-25,3.55
2021-11-26,3.55
2021-11-27,3.55
2021-11-28,3.55
2021-11-29,3.55
2021-11-30,3.55
2021-12-01,3.55
2021-12-02,3.55
2021-12-03,3.55
2021-12-04,3.55
2021-12-05,3.55
2021-12-06,3.55
2021-12-07,3.55
2021-12-08,3.55
2021-12-09,3.55
2021-12-10,3.55
2021-12-11,3.55
2021-12-12,3.55
2021-12-13,3.55
2021-12-14,3.55
2021-12-15,3.55
2021-12-16,3.55
2021-12-17,3.55
2021-12-18,3.55
2021-12-19,3.55
2021-12-20,3.55
2021-12-21,3.55
2021-12-22,3.55
2021-12-23,3.55
2021-12-24,3.55
2021-12-25,3.55
2021-12-26,3.55
2021-12-27,3.55
2021-12-28,3.55
2021-12-29,3.55
2021-12-30,3.55
2021-12-31,3.55
2022-01-01,3.55
2022-01-02,3.55
2022-01-03,3.55
2022-01-04,3.55
2022-01-05,3.55
2022-01-06,3.55
2022-01-07,3.55
2022-01-08,3.55
2022-01-09,3.55
2022-01-10,3.55
2022-01-11,3.55
2022-01-12,3.73
2022-01-13,3.55
2022-01-14,3.55
2022-01-15,3.55
2022-01-16,3.55
2022-01-17,3.55
2022-01-18,3.55
2022-01-19,3.55
2022-01-20,3.715
2022-01-21,3.715
2022-01-22,3.715
2022-01-23,3.715
2022-01-24,3.715
2022-01-25,3.715
2022-01-26,3.715
2022-01-27,3.715
2022-01-28,3.715
2022-01-29,3.715
2022-01-30,3.733
2022-01-31,3.733
2022-02-01,3.733
2022-02-02,3.733
2022-02-03,3.733
2022-02-04,3.733
2022-02-05,3.733
2022-02-06,3.733
2022-02-07,3.733
2022-02-08,3.733
2022-02-09,3.733
2022-02-10,3.715
2022-02-11,3.753
2022-02-12,3.753
2022-02-13,3.753
2022-02-14,3.753
2022-02-15,3.753
2022-02-16,3.753
2022-02-17,3.753
2022-02-18,3.753
2022-02-19,3.753
2022-02-20,3.753
2022-02-21,3.753
2022-02-22,3.633
2022-02-23,3.633
2022-02-24,3.633
2022-02-25,3.633
2022-02-26,3.633
2022-02-27,3.633
2022-02-28,3.633
2022-03-01,3.633
2022-03-02,3.633
2022-03-03,3.633
2022-03-04,3.633
2022-03-05,3.633
2022-03-06,3.633
2022-03-07,3.633
2022-03-08,3.633
2022-03-09,3.668
2022-03-10,3.668
2022-03-11,3.668
2022-03-12,3.668
2022-03-13,3.668
2022-03-14,3.668
2022-03-15,3.668
2022-03-16,3.668
2022-03-17,3.668
2022-03-18,3.668
2022-03-19,3.668
2022-03-20,3.673
2022-03-21,3.673
2022-03-22,3.673
2022-03-23,3.67
2022-03-24,3.67
2022-03-25,3.67
2022-03-26,3.67
2022-03-27,3.67
2022-03-28,3.67
2022-03-29,3.67
2022-03-30,3.67
2022-03-31,3.67
2022-04-01,3.67
2022-04-02,3.67
2022-04-03,3.67
2022-04-04,3.67
2022-04-05,3.67
2022-04-06,3.67
2022-04-07,3.67
2022-04-08,3.67
2022-04-09,3.67
2022-04-10,3.67
2022-04-11,3.67
2022-04-12,3.67
2022-04-13,3.67
2022-04-14,3.67
2022-04-15,3.67
2022-04-16,3.67
2022-04-17,3.67
2022-04-18,3.67
2022-04-19,3.67
2022-04-20,3.67
2022-04-21,3.656
2022-04-22,3.656
2022-04-23,3.656
2022-04-24,3.656
2022-04-25,3.659
2022-04-26,3.659
2022-04-27,3.659
2022-04-28,3.659
2022-04-29,3.659
2022-04-30,3.659
2022-05-01,3.659
2022-05-02,3.694
2022-05-03,3.694
2022-05-04,3.694
2022-05-05,3.694
2022-05-06,3.694
2022-05-07,3.694
2022-05-08,3.694
2022-05-09,3.694
2022-05-10,3.694
2022-05-11,3.694
2022-05-12,3.694
2022-05-13,3.694
2022-05-14,3.694
2022-05-15,3.693
2022-05-16,3.693
2022-05-17,3.693
2022-05-18,3.693
2022-05-19,3.693
2022-05-20,3.693
2022-05-21,3.693
2022-05-22,3.693
2022-05-23,3.693
2022-05-24,3.693
2022-05-25,3.693
2022-05-26,3.693
2022-05-27,3.693
2022-05-28,3.693
2022-05-29,3.693
2022-05-30,3.693
2022-05-31,3.693
2022-06-01,3.693
2022-06-02,3.693
2022-06-03,3.693
2022-06-04,3.693
2022-06-05,3.693
2022-06-06,3.693
2022-06-07,3.693
2022-06-08,3.691
2022-06-09,3.691
2022-06-10,3.691
2022-06-11,3.691
2022-06-12,3.691
2022-06-13,3.691
2022-06-14,3.691
2022-06-15,3.691
2022-06-16,3.691
2022-06-17,3.691
2022-06-18,3.691
2022-06-19,3.691
2022-06-20,3.691
2022-06-21,3.691
2022-06-22,3.691
2022-06-23,3.691
2022-06-24,3.691
2022-06-25,3.691
2022-06-26,3.691
2022-06-27,3.691
2022-06-28,3.691
2022-06-29,3.691
2022-06-30,3.691
2022-07-01,3.691
2022-07-02,3.691
2022-07-03,3.691
2022-07-04,3.691
2022-07-05,3.691
2022-07-06,3.691
2022-07-07,3.691
2022-07-08,3.691
2022-07-09,3.691
2022-07-10,3.691
2022-07-11,3.691
2022-07-12,3.691
2022-07-13,3.691
2022-07-14,3.691
2022-07-15,3.691
2022-07-16,3.691
2022-07-17,3.691
2022-07-18,3.691
2022-07-19,3.691
2022-07-20,3.691
2022-07-21,3.691
2022-07-22,3.691
2022-07-23,3.691
2022-07-24,3.691
2022-07-25,3.691
2022-07-26,3.691
2022-07-27,3.691
2022-07-28,3.691
2022-07-29,3.691
2022-07-30,3.691
2022-07-31,3.691
2022-08-01,3.697
2022-08-02,3.701
2022-08-03,3.701
2022-08-04,3.701
2022-08-05,3.701
2022-08-06,3.701
2022-08-07,3.701
2022-08-08,3.701
2022-08-09,3.701
2022-08-10,3.701
2022-08-11,3.701
2022-08-12,3.701
2022-08-13,3.701
2022-08-14,3.701
2022-08-15,3.701
2022-08-16,3.701
2022-08-17,3.701
2022-08-18,3.701
2022-08-19,3.701
2022-08-20,3.701
2022-08-21,3.701
2022-08-22,3.701
2022-08-23,3.701
2022-08-24,3.701
2022-08-25,3.701
2022-08-26,3.701
2022-08-27,3.701
2022-08-28,3.701
2022-08-29,3.701
2022-08-30,3.701
2022-08-31,3.701
2022-09-01,3.701
2022-09-02,3.701
2022-09-03,3.701
2022-09-04,3.701
2022-09-05,3.701
2022-09-06,3.701
2022-09-07,3.701
2022-09-08,3.701
2022-09-09,3.611
2022-09-10,3.611
2022-09-11,3.611
2022-09-12,3.611
2022-09-13,3.611
2022-09-14,3.611
2022-09-15,3.611
2022-09-16,3.611
2022-09-17,3.611
2022-09-18,3.611
2022-09-19,3.611
2022-09-20,3.611
2022-09-21,3.611
2022-09-22,3.611
2022-09-23,3.611
2022-09-24,3.611
2022-09-25,3.611
2022-09-26,3.611
2022-09-27,3.611
2022-09-28,3.611
2022-09-29,3.611
2022-09-30,3.611
2022-10-01,3.611
2022-10-02,3.611
2022-10-03,3.611
2022-10-04,3.611
2022-10-05,3.611
2022-10-06,3.611
2022-10-07,3.611
2022-10-08,3.611
2022-10-09,3.611
2022-10-10,3.592
2022-10-11,3.592
2022-10-12,3.592
2022-10-13,3.592
2022-10-14,3.592
2022-10-15,3.592
2022-10-16,3.592
2022-10-17,3.592
2022-10-18,3.592
2022-10-19,3.592
2022-10-20,3.592
2022-10-21,3.592
2022-10-22,3.592
2022-10-23,3.592
2022-10-24,3.592
2022-10-25,3.545
2022-10-26,3.545
2022-10-27,3.545
2022-10-28,3.545
2022-10-29,3.545
2022-10-30,3.545
2022-10-31,3.545
2022-11-01,3.553
2022-11-02,3.553
2022-11-03,3.553
2022-11-04,3.553
2022-11-05,3.553
2022-11-06,3.553
2022-11-07,3.553
2022-11-08,3.553
2022-11-09,3.553
2022-11-10,3.553
2022-11-11,3.553
2022-11-12,3.553
2022-11-13,3.553
2022-11-14,3.553
2022-11-15,3.553
2022-11-16,3.553
2022-11-17,3.553
2022-11-18,3.553
2022-11-19,3.553
2022-11-20,3.553
2022-11-21,3.553
2022-11-22,3.553
2022-11-23,3.553
2022-11-24,3.553
2022-11-25,3.553
2022-11-26,3.553
2022-11-27,3.553
2022-11-28,3.553
2022-11-29,3.553
2022-11-30,3.553
2022-12-01,3.553
2022-12-02,3.553
2022-12-03,3.553
2022-12-04,3.553
2022-12-05,3.553
2022-12-06,3.553
2022-12-07,3.553
2022-12-08,3.553
2022-12-09,3.553
2022-12-10,3.553
2022-12-11,3.553
2022-12-12,3.553
2022-12-13,3.553
2022-12-14,3.553
2022-12-15,3.553
2022-12-16,3.553
2022-12-17,3.553
2022-12-18,3.553
2022-12-19,3.643
2022-12-20,3.643
2022-12-21,3.643
2022-12-22,3.643
2022-12-23,3.643
2022-12-24,3.643
2022-12-25,3.643
2022-12-26,3.643
2022-12-27,3.643
2022-12-28,3.643
2022-12-29,3.643
2022-12-30,3.643
2022-12-31,3.643
2023-01-01,3.643
2023-01-02,3.643
2023-01-03,3.643
2023-01-04,3.643
2023-01-05,3.643
2023-01-06,3.643
2023-01-07,3.643
2023-01-08,3.643
2023-01-09,3.643
2023-01-10,3.643
2023-01-11,3.643
2023-01-12,3.643
2023-01-13,3.643
2023-01-14,3.643
2023-01-15,3.643
2023-01-16,3.636
2023-01-17,3.636
2023-01-18,3.636
2023-01-19,3.636
2023-01-20,3.636
2023-01-21,3.636
2023-01-22,3.636
2023-01-23,3.619
2023-01-24,3.619
2023-01-25,3.619
2023-01-26,3.619
2023-01-27,3.619
2023-01-28,3.619
2023-01-29,3.619
2023-01-30,3.619
2023-01-31,3.619
2023-02-01,3.619
2023-02-02,3.619
2023-02-03,3.619
2023-02-04,3.619
2023-02-05,3.619
2023-02-06,3.619
2023-02-07,3.619
2023-02-08,3.619
2023-02-09,3.619
2023-02-10,3.619
2023-02-11,3.619
2023-02-12,3.619
2023-02-13,3.619
2023-02-14,3.619
2023-02-15,3.619
2023-02-16,3.619
2023-02-17,3.619
2023-02-18,3.619
2023-02-19,3.619
2023-02-20,3.604
2023-02-21,3.604
2023-02-22,3.604
2023-02-23,3.604
2023-02-24,3.604
2023-02-25,3.604
2023-02-26,3.604
2023-02-27,3.611
2023-02-28,3.611
2023-03-01,3.6
2023-03-02,3.596
2023-03-03,3.596
2023-03-04,3.596
2023-03-05,3.596
2023-03-06,3.596
2023-03-07,3.596
2023-03-08,3.596
2023-03-09,3.596
2023-03-10,3.596
2023-03-11,3.596
2023-03-12,3.596
2023-03-13,3.596
2023-03-14,3.596
2023-03-15,3.596
2023-03-16,3.596
2023-03-17,3.596
2023-03-18,3.596
2023-03-19,3.596
2023-03-20,3.596
2023-03-21,3.596
2023-03-22,3.596
2023-03-23,3.596
2023-03-24,3.596
2023-03-25,3.596
2023-03-26,3.596
2023-03-27,3.596
2023-03-28,3.596
2023-03-29,3.589
2023-03-30,3.589
2023-03-31,3.589
2023-04-01,3.589
2023-04-02,3.589
2023-04-03,3.589
2023-04-04,3.589
2023-04-05,3.6
2023-04-06,3.6
2023-04-07,3.6
2023-04-08,3.6
2023-04-09,3.6
2023-04-10,3.6
2023-04-11,3.6
2023-04-12,3.6
2023-04-13,3.609
2023-04-14,3.609
2023-04-15,3.609
2023-04-16,3.609
2023-04-17,3.609
2023-04-18,3.613
2023-04-19,3.613
2023-04-20,3.613
2023-04-21,3.613
2023-04-22,3.613
2023-04-23,3.613
2023-04-24,3.616
2023-04-25,3.616
2023-04-26,3.616
2023-04-27,3.616
2023-04-28,3.616
2023-04-29,3.616
2023-04-30,3.616
2023-05-01,3.618
2023-05-02,3.618
2023-05-03,3.618
2023-05-04,3.618
2023-05-05,3.618
2023-05-06,3.618
2023-05-07,3.618
2023-05-08,3.618
2023-05-09,3.618
2023-05-10,3.618
2023-05-11,3.618
2023-05-12,3.618
2023-05-13,3.618
2023-05-14,3.618
2023-05-15,3.618
2023-05-16,3.618
2023-05-17,3.596
2023-05-18,3.596
2023-05-19,3.596
2023-05-20,3.596
2023-05-21,3.596
2023-05-22,3.596
2023-05-23,3.596
2023-05-24,3.596
2023-05-25,3.596
2023-05-26,3.596
2023-05-27,3.596
2023-05-28,3.596
2023-05-29,3.596
2023-05-30,3.596
2023-05-31,3.596
2023-06-01,3.596
2023-06-02,3.596
2023-06-03,3.596
2023-06-04,3.596
2023-06-05,3.596
2023-06-06,3.596
2023-06-07,3.596
2023-06-08,3.596
2023-06-09,3.596
2023-06-10,3.596
2023-06-11,3.596
2023-06-12,3.596
2023-06-13,3.596
2023-06-14,3.596
2023-06-15,3.596
2023-06-16,3.596
2023-06-17,3.596
2023-06-18,3.596
2023-06-19,3.596
2023-06-20,3.596
2023-06-21,3.59
2023-06-22,3.59
2023-06-23,3.59
2023-06-24,3.59
2023-06-25,3.59
2023-06-26,3.59
2023-06-27,3.59
