,GPS US Equity
2021-05-03,4.155
2021-05-04,4.155
2021-05-05,4.155
2021-05-06,4.155
2021-05-07,4.155
2021-05-08,4.155
2021-05-09,4.155
2021-05-10,4.155
2021-05-11,4.155
2021-05-12,4.155
2021-05-13,4.155
2021-05-14,4.155
2021-05-15,4.155
2021-05-16,4.155
2021-05-17,4.155
2021-05-18,4.155
2021-05-19,4.155
2021-05-20,4.155
2021-05-21,4.155
2021-05-22,4.155
2021-05-23,4.155
2021-05-24,4.155
2021-05-25,4.155
2021-05-26,4.155
2021-05-27,4.155
2021-05-28,4.435
2021-05-29,4.435
2021-05-30,4.435
2021-05-31,4.435
2021-06-01,3.33
2021-06-02,3.33
2021-06-03,3.33
2021-06-04,3.33
2021-06-05,3.33
2021-06-06,3.33
2021-06-07,3.33
2021-06-08,3.33
2021-06-09,3.33
2021-06-10,3.33
2021-06-11,3.33
2021-06-12,3.33
2021-06-13,3.33
2021-06-14,3.33
2021-06-15,3.33
2021-06-16,3.33
2021-06-17,3.33
2021-06-18,3.33
2021-06-19,3.33
2021-06-20,3.33
2021-06-21,3.33
2021-06-22,3.33
2021-06-23,3.33
2021-06-24,3.33
2021-06-25,3.33
2021-06-26,3.33
2021-06-27,3.33
2021-06-28,3.33
2021-06-29,3.33
2021-06-30,3.33
2021-07-01,3.33
2021-07-02,3.33
2021-07-03,3.33
2021-07-04,3.33
2021-07-05,3.33
2021-07-06,3.33
2021-07-07,3.33
2021-07-08,3.33
2021-07-09,3.33
2021-07-10,3.33
2021-07-11,3.33
2021-07-12,3.33
2021-07-13,3.33
2021-07-14,2.505
2021-07-15,2.505
2021-07-16,2.505
2021-07-17,2.505
2021-07-18,2.505
2021-07-19,2.505
2021-07-20,2.505
2021-07-21,2.505
2021-07-22,2.505
2021-07-23,2.505
2021-07-24,2.505
2021-07-25,2.505
2021-07-26,2.505
2021-07-27,2.505
2021-07-28,2.505
2021-07-29,2.505
2021-07-30,2.505
2021-07-31,2.505
2021-08-01,2.505
2021-08-02,2.505
2021-08-03,2.505
2021-08-04,2.505
2021-08-05,2.6
2021-08-06,2.6
2021-08-07,2.6
2021-08-08,2.6
2021-08-09,2.6
2021-08-10,2.6
2021-08-11,2.6
2021-08-12,2.6
2021-08-13,2.6
2021-08-14,2.6
2021-08-15,2.6
2021-08-16,2.6
2021-08-17,2.6
2021-08-18,2.6
2021-08-19,2.6
2021-08-20,2.6
2021-08-21,2.6
2021-08-22,2.6
2021-08-23,2.6
2021-08-24,2.6
2021-08-25,2.6
2021-08-26,2.6
2021-08-27,2.62
2021-08-28,2.62
2021-08-29,2.62
2021-08-30,2.62
2021-08-31,2.62
2021-09-01,2.62
2021-09-02,2.62
2021-09-03,2.62
2021-09-04,2.62
2021-09-05,2.62
2021-09-06,2.62
2021-09-07,2.62
2021-09-08,2.62
2021-09-09,2.62
2021-09-10,2.62
2021-09-11,2.62
2021-09-12,2.62
2021-09-13,2.62
2021-09-14,2.62
2021-09-15,2.62
2021-09-16,2.62
2021-09-17,2.62
2021-09-18,2.62
2021-09-19,2.62
2021-09-20,2.62
2021-09-21,2.62
2021-09-22,2.62
2021-09-23,2.62
2021-09-24,2.62
2021-09-25,2.62
2021-09-26,2.62
2021-09-27,2.62
2021-09-28,2.62
2021-09-29,2.62
2021-09-30,2.62
2021-10-01,2.62
2021-10-02,2.703
2021-10-03,2.703
2021-10-04,2.703
2021-10-05,2.703
2021-10-06,2.703
2021-10-07,2.703
2021-10-08,2.703
2021-10-09,2.703
2021-10-10,2.703
2021-10-11,2.703
2021-10-12,2.703
2021-10-13,2.703
2021-10-14,2.703
2021-10-15,2.703
2021-10-16,2.703
2021-10-17,2.703
2021-10-18,2.703
2021-10-19,2.703
2021-10-20,2.703
2021-10-21,2.703
2021-10-22,2.703
2021-10-23,2.703
2021-10-24,2.703
2021-10-25,2.703
2021-10-26,2.703
2021-10-27,2.703
2021-10-28,2.703
2021-10-29,2.703
2021-10-30,2.703
2021-10-31,2.703
2021-11-01,2.703
2021-11-02,2.703
2021-11-03,2.703
2021-11-04,3.61
2021-11-05,3.61
2021-11-06,3.61
2021-11-07,3.61
2021-11-08,3.61
2021-11-09,3.61
2021-11-10,3.61
2021-11-11,3.61
2021-11-12,3.61
2021-11-13,3.61
2021-11-14,3.61
2021-11-15,3.61
2021-11-16,3.61
2021-11-17,3.61
2021-11-18,3.61
2021-11-19,3.61
2021-11-20,3.61
2021-11-21,3.61
2021-11-22,3.61
2021-11-23,3.61
2021-11-24,3.395
2021-11-25,3.395
2021-11-26,3.255
2021-11-27,3.255
2021-11-28,3.255
2021-11-29,3.255
2021-11-30,3.255
2021-12-01,3.255
2021-12-02,3.255
2021-12-03,3.255
2021-12-04,3.255
2021-12-05,3.255
2021-12-06,3.255
2021-12-07,3.255
2021-12-08,3.255
2021-12-09,3.255
2021-12-10,3.255
2021-12-11,3.255
2021-12-12,3.255
2021-12-13,3.255
2021-12-14,3.255
2021-12-15,3.255
2021-12-16,3.255
2021-12-17,3.255
2021-12-18,3.255
2021-12-19,3.255
2021-12-20,3.255
2021-12-21,3.255
2021-12-22,3.255
2021-12-23,3.74
2021-12-24,3.74
2021-12-25,3.74
2021-12-26,3.74
2021-12-27,3.74
2021-12-28,3.74
2021-12-29,3.74
2021-12-30,3.74
2021-12-31,3.74
2022-01-01,3.74
2022-01-02,3.74
2022-01-03,3.74
2022-01-04,3.74
2022-01-05,3.74
2022-01-06,3.74
2022-01-07,3.74
2022-01-08,3.74
2022-01-09,3.74
2022-01-10,3.74
2022-01-11,3.74
2022-01-12,3.74
2022-01-13,3.74
2022-01-14,3.74
2022-01-15,3.74
2022-01-16,3.74
2022-01-17,3.74
2022-01-18,3.74
2022-01-19,3.74
2022-01-20,3.74
2022-01-21,3.74
2022-01-22,3.74
2022-01-23,3.74
2022-01-24,3.74
2022-01-25,3.74
2022-01-26,3.74
2022-01-27,3.74
2022-01-28,3.74
2022-01-29,3.74
2022-01-30,3.74
2022-01-31,3.74
2022-02-01,3.74
2022-02-02,3.74
2022-02-03,3.74
2022-02-04,3.423
2022-02-05,3.423
2022-02-06,3.423
2022-02-07,3.423
2022-02-08,3.423
2022-02-09,3.423
2022-02-10,3.423
2022-02-11,3.423
2022-02-12,3.423
2022-02-13,3.423
2022-02-14,3.423
2022-02-15,3.423
2022-02-16,3.423
2022-02-17,3.423
2022-02-18,3.423
2022-02-19,3.423
2022-02-20,3.423
2022-02-21,3.423
2022-02-22,3.423
2022-02-23,3.423
2022-02-24,3.423
2022-02-25,3.423
2022-02-26,3.423
2022-02-27,3.353
2022-02-28,3.353
2022-03-01,3.353
2022-03-02,3.353
2022-03-03,3.333
2022-03-04,2.887
2022-03-05,3.081
2022-03-06,3.081
2022-03-07,3.081
2022-03-08,3.099
2022-03-09,3.099
2022-03-10,3.099
2022-03-11,3.099
2022-03-12,3.099
2022-03-13,3.099
2022-03-14,3.099
2022-03-15,3.099
2022-03-16,3.099
2022-03-17,3.099
2022-03-18,3.099
2022-03-19,3.099
2022-03-20,3.099
2022-03-21,3.099
2022-03-22,3.099
2022-03-23,3.099
2022-03-24,3.099
2022-03-25,3.099
2022-03-26,3.099
2022-03-27,3.099
2022-03-28,3.099
2022-03-29,3.099
2022-03-30,3.099
2022-03-31,3.099
2022-04-01,3.021
2022-04-02,3.021
2022-04-03,3.021
2022-04-04,2.939
2022-04-05,2.939
2022-04-06,2.939
2022-04-07,2.939
2022-04-08,2.939
2022-04-09,2.939
2022-04-10,2.939
2022-04-11,2.939
2022-04-12,2.939
2022-04-13,2.939
2022-04-14,2.939
2022-04-15,2.939
2022-04-16,2.939
2022-04-17,2.939
2022-04-18,2.939
2022-04-19,2.939
2022-04-20,2.939
2022-04-21,2.542
2022-04-22,2.414
2022-04-23,2.35
2022-04-24,2.35
2022-04-25,2.35
2022-04-26,2.35
2022-04-27,2.35
2022-04-28,2.35
2022-04-29,2.35
2022-04-30,2.35
2022-05-01,2.35
2022-05-02,2.35
2022-05-03,2.318
2022-05-04,2.318
2022-05-05,2.318
2022-05-06,2.318
2022-05-07,2.318
2022-05-08,2.318
2022-05-09,2.318
2022-05-10,2.318
2022-05-11,2.318
2022-05-12,2.318
2022-05-13,2.318
2022-05-14,2.318
2022-05-15,2.318
2022-05-16,2.318
2022-05-17,2.262
2022-05-18,2.262
2022-05-19,2.262
2022-05-20,2.262
2022-05-21,2.262
2022-05-22,2.262
2022-05-23,2.262
2022-05-24,2.204
2022-05-25,2.204
2022-05-26,2.218
2022-05-27,1.874
2022-05-28,1.858
2022-05-29,1.858
2022-05-30,1.858
2022-05-31,1.858
2022-06-01,1.858
2022-06-02,1.858
2022-06-03,1.858
2022-06-04,1.858
2022-06-05,1.858
2022-06-06,1.858
2022-06-07,1.858
2022-06-08,1.858
2022-06-09,1.858
2022-06-10,1.777
2022-06-11,1.777
2022-06-12,1.777
2022-06-13,1.64
2022-06-14,1.64
2022-06-15,1.64
2022-06-16,1.64
2022-06-17,1.64
2022-06-18,1.64
2022-06-19,1.64
2022-06-20,1.64
2022-06-21,1.64
2022-06-22,1.64
2022-06-23,1.64
2022-06-24,1.64
2022-06-25,1.64
2022-06-26,1.64
2022-06-27,1.64
2022-06-28,1.64
2022-06-29,1.64
2022-06-30,1.64
2022-07-01,1.64
2022-07-02,1.64
2022-07-03,1.64
2022-07-04,1.64
2022-07-05,1.64
2022-07-06,1.64
2022-07-07,1.64
2022-07-08,1.64
2022-07-09,1.64
2022-07-10,1.64
2022-07-11,1.635
2022-07-12,1.561
2022-07-13,1.486
2022-07-14,1.473
2022-07-15,1.441
2022-07-16,1.441
2022-07-17,1.441
2022-07-18,1.441
2022-07-19,1.441
2022-07-20,1.441
2022-07-21,1.441
2022-07-22,1.441
2022-07-23,1.441
2022-07-24,1.441
2022-07-25,1.441
2022-07-26,1.441
2022-07-27,1.441
2022-07-28,1.441
2022-07-29,1.441
2022-07-30,1.441
2022-07-31,1.441
2022-08-01,1.441
2022-08-02,1.441
2022-08-03,1.441
2022-08-04,1.441
2022-08-05,1.441
2022-08-06,1.441
2022-08-07,1.441
2022-08-08,1.441
2022-08-09,1.441
2022-08-10,1.441
2022-08-11,1.441
2022-08-12,1.441
2022-08-13,1.441
2022-08-14,1.441
2022-08-15,1.441
2022-08-16,1.441
2022-08-17,1.441
2022-08-18,1.441
2022-08-19,1.441
2022-08-20,1.441
2022-08-21,1.441
2022-08-22,1.441
2022-08-23,1.441
2022-08-24,1.441
2022-08-25,1.468
2022-08-26,1.475
2022-08-27,1.475
2022-08-28,1.475
2022-08-29,1.475
2022-08-30,1.421
2022-08-31,1.421
2022-09-01,1.384
2022-09-02,1.372
2022-09-03,1.372
2022-09-04,1.372
2022-09-05,1.372
2022-09-06,1.372
2022-09-07,1.372
2022-09-08,1.372
2022-09-09,1.372
2022-09-10,1.372
2022-09-11,1.372
2022-09-12,1.372
2022-09-13,1.372
2022-09-14,1.372
2022-09-15,1.372
2022-09-16,1.32
2022-09-17,1.32
2022-09-18,1.32
2022-09-19,1.32
2022-09-20,1.32
2022-09-21,1.32
2022-09-22,1.32
2022-09-23,1.32
2022-09-24,1.32
2022-09-25,1.32
2022-09-26,1.32
2022-09-27,1.32
2022-09-28,1.32
2022-09-29,1.32
2022-09-30,1.32
2022-10-01,1.32
2022-10-02,1.32
2022-10-03,1.32
2022-10-04,1.32
2022-10-05,1.32
2022-10-06,1.32
2022-10-07,1.32
2022-10-08,1.32
2022-10-09,1.32
2022-10-10,1.32
2022-10-11,1.32
2022-10-12,1.32
2022-10-13,1.32
2022-10-14,1.32
2022-10-15,1.32
2022-10-16,1.32
2022-10-17,1.32
2022-10-18,1.32
2022-10-19,1.32
2022-10-20,1.32
2022-10-21,1.32
2022-10-22,1.32
2022-10-23,1.32
2022-10-24,1.32
2022-10-25,1.32
2022-10-26,1.32
2022-10-27,1.32
2022-10-28,1.32
2022-10-29,1.32
2022-10-30,1.32
2022-10-31,1.32
2022-11-01,1.32
2022-11-02,1.32
2022-11-03,1.32
2022-11-04,1.32
2022-11-05,1.32
2022-11-06,1.32
2022-11-07,1.32
2022-11-08,1.32
2022-11-09,1.32
2022-11-10,1.32
2022-11-11,1.32
2022-11-12,1.32
2022-11-13,1.32
2022-11-14,1.316
2022-11-15,1.321
2022-11-16,1.321
2022-11-17,1.321
2022-11-18,1.365
2022-11-19,1.365
2022-11-20,1.365
2022-11-21,1.365
2022-11-22,1.384
2022-11-23,1.384
2022-11-24,1.384
2022-11-25,1.384
2022-11-26,1.384
2022-11-27,1.384
2022-11-28,1.384
2022-11-29,1.384
2022-11-30,1.384
2022-12-01,1.384
2022-12-02,1.382
2022-12-03,1.382
2022-12-04,1.382
2022-12-05,1.382
2022-12-06,1.382
2022-12-07,1.345
2022-12-08,1.345
2022-12-09,1.345
2022-12-10,1.345
2022-12-11,1.345
2022-12-12,1.356
2022-12-13,1.356
2022-12-14,1.356
2022-12-15,1.356
2022-12-16,1.356
2022-12-17,1.356
2022-12-18,1.356
2022-12-19,1.377
2022-12-20,1.377
2022-12-21,1.377
2022-12-22,1.377
2022-12-23,1.377
2022-12-24,1.377
2022-12-25,1.377
2022-12-26,1.377
2022-12-27,1.377
2022-12-28,1.377
2022-12-29,1.377
2022-12-30,1.377
2022-12-31,1.377
2023-01-01,1.377
2023-01-02,1.377
2023-01-03,1.37
2023-01-04,1.37
2023-01-05,1.345
2023-01-06,1.345
2023-01-07,1.345
2023-01-08,1.345
2023-01-09,1.345
2023-01-10,1.345
2023-01-11,1.345
2023-01-12,1.333
2023-01-13,1.333
2023-01-14,1.333
2023-01-15,1.333
2023-01-16,1.333
2023-01-17,1.333
2023-01-18,1.333
2023-01-19,1.333
2023-01-20,1.333
2023-01-21,1.333
2023-01-22,1.333
2023-01-23,1.333
2023-01-24,1.333
2023-01-25,1.333
2023-01-26,1.333
2023-01-27,1.333
2023-01-28,1.333
2023-01-29,1.333
2023-01-30,1.333
2023-01-31,1.333
2023-02-01,1.333
2023-02-02,1.333
2023-02-03,1.333
2023-02-04,1.333
2023-02-05,1.333
2023-02-06,1.333
2023-02-07,1.333
2023-02-08,1.333
2023-02-09,1.333
2023-02-10,1.333
2023-02-11,1.333
2023-02-12,1.333
2023-02-13,1.333
2023-02-14,1.333
2023-02-15,1.333
2023-02-16,1.285
2023-02-17,1.279
2023-02-18,1.279
2023-02-19,1.279
2023-02-20,1.279
2023-02-21,1.279
2023-02-22,1.279
2023-02-23,1.297
2023-02-24,1.297
2023-02-25,1.297
2023-02-26,1.297
2023-02-27,1.297
2023-02-28,1.305
2023-03-01,1.305
2023-03-02,1.305
2023-03-03,1.305
2023-03-04,1.305
2023-03-05,1.305
2023-03-06,1.305
2023-03-07,1.305
2023-03-08,1.305
2023-03-09,0.951
2023-03-10,0.902
2023-03-11,0.902
2023-03-12,0.902
2023-03-13,0.883
2023-03-14,0.883
2023-03-15,0.883
2023-03-16,0.891
2023-03-17,0.893
2023-03-18,0.893
2023-03-19,0.901
2023-03-20,0.901
2023-03-21,0.901
2023-03-22,0.901
2023-03-23,0.881
2023-03-24,0.881
2023-03-25,0.881
2023-03-26,0.881
2023-03-27,0.881
2023-03-28,0.881
2023-03-29,0.881
2023-03-30,0.879
2023-03-31,0.882
2023-04-01,0.882
2023-04-02,0.882
2023-04-03,0.882
2023-04-04,0.882
2023-04-05,0.882
2023-04-06,0.882
2023-04-07,0.882
2023-04-08,0.882
2023-04-09,0.882
2023-04-10,0.882
2023-04-11,0.882
2023-04-12,0.882
2023-04-13,0.882
2023-04-14,0.882
2023-04-15,0.882
2023-04-16,0.882
2023-04-17,0.882
2023-04-18,0.882
2023-04-19,0.882
2023-04-20,0.882
2023-04-21,0.882
2023-04-22,0.882
2023-04-23,0.882
2023-04-24,0.882
2023-04-25,0.882
2023-04-26,0.882
2023-04-27,0.882
2023-04-28,0.882
2023-04-29,0.882
2023-04-30,0.882
2023-05-01,0.882
2023-05-02,0.882
2023-05-03,0.882
2023-05-04,0.882
2023-05-05,0.882
2023-05-06,0.882
2023-05-07,0.882
2023-05-08,0.882
2023-05-09,0.882
2023-05-10,0.882
2023-05-11,0.882
2023-05-12,0.871
2023-05-13,0.871
2023-05-14,0.871
2023-05-15,0.871
2023-05-16,0.871
2023-05-17,0.867
2023-05-18,0.867
2023-05-19,0.867
2023-05-20,0.867
2023-05-21,0.867
2023-05-22,0.867
2023-05-23,0.867
2023-05-24,0.867
2023-05-25,0.867
2023-05-26,0.818
2023-05-27,0.818
2023-05-28,0.818
2023-05-29,0.818
2023-05-30,0.818
2023-05-31,0.799
2023-06-01,0.799
2023-06-02,0.799
2023-06-03,0.799
2023-06-04,0.799
2023-06-05,0.814
2023-06-06,0.814
2023-06-07,0.814
2023-06-08,0.825
2023-06-09,0.825
2023-06-10,0.825
2023-06-11,0.825
2023-06-12,0.825
2023-06-13,0.825
2023-06-14,0.825
2023-06-15,0.825
2023-06-16,0.825
2023-06-17,0.825
2023-06-18,0.825
2023-06-19,0.822
2023-06-20,0.822
2023-06-21,0.822
2023-06-22,0.822
2023-06-23,0.822
2023-06-24,0.822
2023-06-25,0.822
2023-06-26,0.822
2023-06-27,0.795
2023-06-28,0.795
2023-06-29,0.795
2023-06-30,0.795
2023-07-01,0.795
2023-07-02,0.795
2023-07-03,0.795
2023-07-04,0.795
2023-07-05,0.802
2023-07-06,0.802
2023-07-07,0.802
2023-07-08,0.802
2023-07-09,0.802
2023-07-10,0.808
2023-07-11,0.808
2023-07-12,0.808
2023-07-13,0.808
2023-07-14,0.808
2023-07-15,0.808
2023-07-16,0.808
2023-07-17,0.808
2023-07-18,0.808
2023-07-19,0.808
2023-07-20,0.808
2023-07-21,0.808
2023-07-22,0.808
2023-07-23,0.808
2023-07-24,0.808
2023-07-25,0.808
2023-07-26,0.808
2023-07-27,0.808
2023-07-28,0.818
2023-07-29,0.818
2023-07-30,0.818
2023-07-31,0.818
2023-08-01,0.818
2023-08-02,0.818
2023-08-03,0.818
2023-08-04,0.818
