,DGX US Equity
2021-06-19,9.22
2021-06-20,9.22
2021-06-21,9.22
2021-06-22,9.22
2021-06-23,9.22
2021-06-24,9.22
2021-06-25,9.22
2021-06-26,9.22
2021-06-27,9.22
2021-06-28,9.22
2021-06-29,9.22
2021-06-30,9.22
2021-07-01,9.22
2021-07-02,9.22
2021-07-03,9.22
2021-07-04,9.22
2021-07-05,9.22
2021-07-06,9.22
2021-07-07,9.22
2021-07-08,9.22
2021-07-09,9.22
2021-07-10,9.22
2021-07-11,9.22
2021-07-12,9.22
2021-07-13,9.22
2021-07-14,9.22
2021-07-15,9.22
2021-07-16,9.22
2021-07-17,9.22
2021-07-18,9.22
2021-07-19,9.22
2021-07-20,9.22
2021-07-21,9.22
2021-07-22,9.258
2021-07-23,9.333
2021-07-24,9.333
2021-07-25,9.333
2021-07-26,9.333
2021-07-27,9.333
2021-07-28,9.333
2021-07-29,9.333
2021-07-30,9.333
2021-07-31,9.333
2021-08-01,9.333
2021-08-02,9.333
2021-08-03,9.333
2021-08-04,9.333
2021-08-05,9.333
2021-08-06,9.333
2021-08-07,9.333
2021-08-08,9.333
2021-08-09,9.333
2021-08-10,9.333
2021-08-11,9.333
2021-08-12,9.333
2021-08-13,9.333
2021-08-14,9.333
2021-08-15,9.333
2021-08-16,9.333
2021-08-17,9.333
2021-08-18,9.333
2021-08-19,9.333
2021-08-20,9.333
2021-08-21,9.333
2021-08-22,9.333
2021-08-23,9.333
2021-08-24,9.333
2021-08-25,9.333
2021-08-26,9.333
2021-08-27,9.333
2021-08-28,9.333
2021-08-29,9.333
2021-08-30,9.333
2021-08-31,9.333
2021-09-01,9.333
2021-09-02,9.333
2021-09-03,9.333
2021-09-04,9.333
2021-09-05,9.333
2021-09-06,9.333
2021-09-07,9.333
2021-09-08,9.333
2021-09-09,9.333
2021-09-10,9.333
2021-09-11,9.333
2021-09-12,9.333
2021-09-13,9.333
2021-09-14,9.458
2021-09-15,9.458
2021-09-16,9.458
2021-09-17,9.458
2021-09-18,9.458
2021-09-19,9.458
2021-09-20,9.458
2021-09-21,9.458
2021-09-22,9.458
2021-09-23,9.458
2021-09-24,9.458
2021-09-25,9.458
2021-09-26,9.458
2021-09-27,9.5
2021-09-28,9.5
2021-09-29,9.5
2021-09-30,9.5
2021-10-01,9.5
2021-10-02,9.5
2021-10-03,9.5
2021-10-04,9.5
2021-10-05,9.5
2021-10-06,9.5
2021-10-07,9.5
2021-10-08,9.5
2021-10-09,9.5
2021-10-10,9.5
2021-10-11,9.5
2021-10-12,9.5
2021-10-13,9.5
2021-10-14,9.5
2021-10-15,9.5
2021-10-16,9.5
2021-10-17,9.5
2021-10-18,9.5
2021-10-19,9.5
2021-10-20,9.5
2021-10-21,9.515
2021-10-22,9.76
2021-10-23,9.76
2021-10-24,9.76
2021-10-25,9.76
2021-10-26,9.76
2021-10-27,9.76
2021-10-28,9.76
2021-10-29,9.76
2021-10-30,9.76
2021-10-31,9.76
2021-11-01,9.76
2021-11-02,9.76
2021-11-03,9.76
2021-11-04,9.76
2021-11-05,9.76
2021-11-06,9.76
2021-11-07,9.76
2021-11-08,9.76
2021-11-09,9.76
2021-11-10,9.76
2021-11-11,9.76
2021-11-12,9.76
2021-11-13,9.76
2021-11-14,9.76
2021-11-15,9.76
2021-11-16,9.76
2021-11-17,9.76
2021-11-18,9.76
2021-11-19,9.76
2021-11-20,9.76
2021-11-21,9.76
2021-11-22,9.76
2021-11-23,9.76
2021-11-24,9.76
2021-11-25,9.76
2021-11-26,9.76
2021-11-27,9.76
2021-11-28,9.76
2021-11-29,9.76
2021-11-30,9.76
2021-12-01,9.76
2021-12-02,9.76
2021-12-03,9.76
2021-12-04,9.76
2021-12-05,9.76
2021-12-06,9.76
2021-12-07,9.76
2021-12-08,9.76
2021-12-09,9.76
2021-12-10,9.76
2021-12-11,9.76
2021-12-12,9.76
2021-12-13,9.76
2021-12-14,9.76
2021-12-15,9.58
2021-12-16,9.58
2021-12-17,9.58
2021-12-18,9.58
2021-12-19,9.58
2021-12-20,9.58
2021-12-21,9.58
2021-12-22,9.58
2021-12-23,9.58
2021-12-24,9.58
2021-12-25,9.58
2021-12-26,9.58
2021-12-27,9.58
2021-12-28,9.58
2021-12-29,9.58
2021-12-30,9.58
2021-12-31,9.58
2022-01-01,9.58
2022-01-02,9.58
2022-01-03,9.58
2022-01-04,9.58
2022-01-05,9.58
2022-01-06,9.58
2022-01-07,9.72
2022-01-08,9.72
2022-01-09,9.72
2022-01-10,9.72
2022-01-11,9.907
2022-01-12,9.993
2022-01-13,9.993
2022-01-14,9.993
2022-01-15,9.993
2022-01-16,9.993
2022-01-17,9.993
2022-01-18,9.993
2022-01-19,9.993
2022-01-20,9.993
2022-01-21,9.993
2022-01-22,9.993
2022-01-23,9.993
2022-01-24,9.993
2022-01-25,9.993
2022-01-26,9.993
2022-01-27,9.993
2022-01-28,9.993
2022-01-29,9.993
2022-01-30,9.993
2022-01-31,9.993
2022-02-01,9.993
2022-02-02,9.993
2022-02-03,9.688
2022-02-04,9.677
2022-02-05,9.573
2022-02-06,9.573
2022-02-07,9.573
2022-02-08,9.573
2022-02-09,9.573
2022-02-10,9.573
2022-02-11,9.573
2022-02-12,9.573
2022-02-13,9.419
2022-02-14,9.419
2022-02-15,9.419
2022-02-16,9.38
2022-02-17,9.38
2022-02-18,9.38
2022-02-19,9.38
2022-02-20,9.38
2022-02-21,9.38
2022-02-22,9.38
2022-02-23,9.419
2022-02-24,9.354
2022-02-25,9.354
2022-02-26,9.354
2022-02-27,9.354
2022-02-28,9.354
2022-03-01,9.354
2022-03-02,9.354
2022-03-03,9.354
2022-03-04,9.354
2022-03-05,9.354
2022-03-06,9.354
2022-03-07,9.345
2022-03-08,9.345
2022-03-09,9.345
2022-03-10,9.345
2022-03-11,9.345
2022-03-12,9.345
2022-03-13,9.345
2022-03-14,9.345
2022-03-15,9.345
2022-03-16,9.345
2022-03-17,9.345
2022-03-18,9.345
2022-03-19,9.345
2022-03-20,9.345
2022-03-21,9.345
2022-03-22,9.345
2022-03-23,9.345
2022-03-24,9.345
2022-03-25,9.345
2022-03-26,9.345
2022-03-27,9.345
2022-03-28,9.345
2022-03-29,9.345
2022-03-30,9.345
2022-03-31,9.345
2022-04-01,9.345
2022-04-02,9.345
2022-04-03,9.345
2022-04-04,9.345
2022-04-05,9.391
2022-04-06,9.391
2022-04-07,9.391
2022-04-08,9.391
2022-04-09,9.391
2022-04-10,9.391
2022-04-11,9.391
2022-04-12,9.389
2022-04-13,9.389
2022-04-14,9.389
2022-04-15,9.389
2022-04-16,9.389
2022-04-17,9.389
2022-04-18,9.399
2022-04-19,9.396
2022-04-20,9.396
2022-04-21,9.186
2022-04-22,9.146
2022-04-23,9.146
2022-04-24,9.146
2022-04-25,9.207
2022-04-26,9.207
2022-04-27,9.207
2022-04-28,9.207
2022-04-29,9.207
2022-04-30,9.207
2022-05-01,9.207
2022-05-02,9.236
2022-05-03,9.236
2022-05-04,9.236
2022-05-05,9.236
2022-05-06,9.236
2022-05-07,9.236
2022-05-08,9.236
2022-05-09,9.236
2022-05-10,9.236
2022-05-11,9.236
2022-05-12,9.236
2022-05-13,9.236
2022-05-14,9.236
2022-05-15,9.236
2022-05-16,9.236
2022-05-17,9.236
2022-05-18,9.236
2022-05-19,9.236
2022-05-20,9.236
2022-05-21,9.236
2022-05-22,9.236
2022-05-23,9.236
2022-05-24,9.236
2022-05-25,9.236
2022-05-26,9.236
2022-05-27,9.236
2022-05-28,9.236
2022-05-29,9.236
2022-05-30,9.236
2022-05-31,9.236
2022-06-01,9.236
2022-06-02,9.236
2022-06-03,9.236
2022-06-04,9.236
2022-06-05,9.236
2022-06-06,9.236
2022-06-07,9.236
2022-06-08,9.236
2022-06-09,9.236
2022-06-10,9.236
2022-06-11,9.236
2022-06-12,9.236
2022-06-13,9.236
2022-06-14,9.236
2022-06-15,9.236
2022-06-16,9.236
2022-06-17,9.236
2022-06-18,9.236
2022-06-19,9.236
2022-06-20,9.236
2022-06-21,9.236
2022-06-22,9.236
2022-06-23,9.236
2022-06-24,9.236
2022-06-25,9.236
2022-06-26,9.236
2022-06-27,9.236
2022-06-28,9.236
2022-06-29,9.236
2022-06-30,9.236
2022-07-01,9.236
2022-07-02,9.236
2022-07-03,9.236
2022-07-04,9.236
2022-07-05,9.236
2022-07-06,9.236
2022-07-07,9.236
2022-07-08,9.243
2022-07-09,9.243
2022-07-10,9.243
2022-07-11,9.243
2022-07-12,9.159
2022-07-13,9.159
2022-07-14,9.159
2022-07-15,9.197
2022-07-16,9.197
2022-07-17,9.197
2022-07-18,9.197
2022-07-19,9.197
2022-07-20,9.197
2022-07-21,9.136
2022-07-22,9.2
2022-07-23,9.254
2022-07-24,9.254
2022-07-25,9.254
2022-07-26,9.254
2022-07-27,9.254
2022-07-28,9.254
2022-07-29,9.254
2022-07-30,9.254
2022-07-31,9.254
2022-08-01,9.254
2022-08-02,9.254
2022-08-03,9.254
2022-08-04,9.254
2022-08-05,9.254
2022-08-06,9.254
2022-08-07,9.254
2022-08-08,9.254
2022-08-09,9.254
2022-08-10,9.254
2022-08-11,9.254
2022-08-12,9.254
2022-08-13,9.254
2022-08-14,9.254
2022-08-15,9.254
2022-08-16,9.254
2022-08-17,9.254
2022-08-18,9.254
2022-08-19,9.254
2022-08-20,9.254
2022-08-21,9.254
2022-08-22,9.254
2022-08-23,9.254
2022-08-24,9.254
2022-08-25,9.254
2022-08-26,9.254
2022-08-27,9.254
2022-08-28,9.254
2022-08-29,9.254
2022-08-30,9.254
2022-08-31,9.254
2022-09-01,9.254
2022-09-02,9.248
2022-09-03,9.248
2022-09-04,9.248
2022-09-05,9.248
2022-09-06,9.248
2022-09-07,9.242
2022-09-08,9.242
2022-09-09,9.242
2022-09-10,9.242
2022-09-11,9.242
2022-09-12,9.242
2022-09-13,9.242
2022-09-14,9.242
2022-09-15,9.242
2022-09-16,9.242
2022-09-17,9.242
2022-09-18,9.242
2022-09-19,9.242
2022-09-20,9.242
2022-09-21,9.242
2022-09-22,9.242
2022-09-23,9.242
2022-09-24,9.242
2022-09-25,9.242
2022-09-26,9.242
2022-09-27,9.242
2022-09-28,9.242
2022-09-29,9.242
2022-09-30,9.242
2022-10-01,9.242
2022-10-02,9.242
2022-10-03,9.242
2022-10-04,9.242
2022-10-05,9.238
2022-10-06,9.212
2022-10-07,9.212
2022-10-08,9.212
2022-10-09,9.212
2022-10-10,9.212
2022-10-11,9.212
2022-10-12,9.212
2022-10-13,9.212
2022-10-14,9.212
2022-10-15,9.212
2022-10-16,9.212
2022-10-17,9.212
2022-10-18,9.212
2022-10-19,9.195
2022-10-20,9.088
2022-10-21,9.169
2022-10-22,9.185
2022-10-23,9.185
2022-10-24,9.185
2022-10-25,9.185
2022-10-26,9.185
2022-10-27,9.185
2022-10-28,9.09
2022-10-29,9.09
2022-10-30,9.09
2022-10-31,9.09
2022-11-01,9.09
2022-11-02,9.089
2022-11-03,9.089
2022-11-04,9.089
2022-11-05,9.089
2022-11-06,9.089
2022-11-07,9.089
2022-11-08,9.089
2022-11-09,9.089
2022-11-10,9.089
2022-11-11,9.089
2022-11-12,9.089
2022-11-13,9.089
2022-11-14,9.089
2022-11-15,9.089
2022-11-16,9.089
2022-11-17,9.089
2022-11-18,9.089
2022-11-19,9.089
2022-11-20,9.089
2022-11-21,9.043
2022-11-22,9.043
2022-11-23,9.043
2022-11-24,9.043
2022-11-25,9.043
2022-11-26,9.043
2022-11-27,9.043
2022-11-28,9.043
2022-11-29,9.043
2022-11-30,9.043
2022-12-01,9.043
2022-12-02,9.043
2022-12-03,9.043
2022-12-04,9.043
2022-12-05,9.043
2022-12-06,9.043
2022-12-07,9.043
2022-12-08,9.043
2022-12-09,9.043
2022-12-10,9.043
2022-12-11,9.043
2022-12-12,9.043
2022-12-13,9.043
2022-12-14,9.043
2022-12-15,9.043
2022-12-16,9.043
2022-12-17,9.043
2022-12-18,9.043
2022-12-19,9.043
2022-12-20,9.043
2022-12-21,9.043
2022-12-22,9.043
2022-12-23,9.043
2022-12-24,9.043
2022-12-25,9.043
2022-12-26,9.043
2022-12-27,9.043
2022-12-28,9.043
2022-12-29,9.043
2022-12-30,9.043
2022-12-31,9.043
2023-01-01,9.043
2023-01-02,9.043
2023-01-03,9.043
2023-01-04,9.043
2023-01-05,9.043
2023-01-06,9.043
2023-01-07,9.043
2023-01-08,9.043
2023-01-09,9.043
2023-01-10,9.043
2023-01-11,9.055
2023-01-12,9.055
2023-01-13,9.055
2023-01-14,9.055
2023-01-15,9.055
2023-01-16,9.055
2023-01-17,9.055
2023-01-18,9.055
2023-01-19,9.055
2023-01-20,9.055
2023-01-21,9.055
2023-01-22,9.055
2023-01-23,9.061
2023-01-24,9.061
2023-01-25,9.082
2023-01-26,9.082
2023-01-27,9.083
2023-01-28,9.083
2023-01-29,9.083
2023-01-30,9.083
2023-01-31,9.1
2023-02-01,9.1
2023-02-02,9.087
2023-02-03,9.066
2023-02-04,9.066
2023-02-05,9.066
2023-02-06,9.066
2023-02-07,9.066
2023-02-08,9.066
2023-02-09,9.066
2023-02-10,9.066
2023-02-11,9.066
2023-02-12,9.066
2023-02-13,9.066
2023-02-14,9.066
2023-02-15,9.066
2023-02-16,9.127
2023-02-17,9.127
2023-02-18,9.127
2023-02-19,9.127
2023-02-20,9.127
2023-02-21,9.098
2023-02-22,9.098
2023-02-23,9.098
2023-02-24,9.098
2023-02-25,9.098
2023-02-26,9.098
2023-02-27,9.098
2023-02-28,9.098
2023-03-01,9.098
2023-03-02,9.098
2023-03-03,9.098
2023-03-04,9.098
2023-03-05,9.098
2023-03-06,9.098
2023-03-07,9.098
2023-03-08,9.099
2023-03-09,9.114
2023-03-10,9.114
2023-03-11,9.114
2023-03-12,9.114
2023-03-13,9.114
2023-03-14,9.114
2023-03-15,9.114
2023-03-16,9.112
2023-03-17,9.112
2023-03-18,9.112
2023-03-19,9.112
2023-03-20,9.102
2023-03-21,9.102
2023-03-22,9.102
2023-03-23,9.102
2023-03-24,9.102
2023-03-25,9.102
2023-03-26,9.102
2023-03-27,9.102
2023-03-28,9.102
2023-03-29,9.102
2023-03-30,9.102
2023-03-31,9.102
2023-04-01,9.102
2023-04-02,9.102
2023-04-03,9.102
2023-04-04,9.102
2023-04-05,9.102
2023-04-06,9.105
2023-04-07,9.105
2023-04-08,9.105
2023-04-09,9.105
2023-04-10,9.188
2023-04-11,9.107
2023-04-12,9.107
2023-04-13,9.107
2023-04-14,9.107
2023-04-15,9.107
2023-04-16,9.107
2023-04-17,9.102
2023-04-18,9.102
2023-04-19,9.102
2023-04-20,9.102
2023-04-21,9.099
2023-04-22,9.099
2023-04-23,9.099
2023-04-24,9.099
2023-04-25,9.099
2023-04-26,9.099
2023-04-27,9.1
2023-04-28,9.046
2023-04-29,9.046
2023-04-30,9.046
2023-05-01,9.046
2023-05-02,9.028
2023-05-03,9.021
2023-05-04,9.021
2023-05-05,9.021
2023-05-06,9.021
2023-05-07,9.021
2023-05-08,9.021
2023-05-09,9.021
2023-05-10,9.015
2023-05-11,9.015
2023-05-12,9.015
2023-05-13,9.015
2023-05-14,9.015
2023-05-15,8.991
2023-05-16,8.991
2023-05-17,8.991
2023-05-18,8.991
2023-05-19,8.991
2023-05-20,8.991
2023-05-21,8.991
2023-05-22,8.991
2023-05-23,8.991
2023-05-24,8.991
2023-05-25,8.991
2023-05-26,8.991
2023-05-27,8.991
2023-05-28,8.991
2023-05-29,8.991
2023-05-30,8.991
2023-05-31,8.991
2023-06-01,8.983
2023-06-02,8.983
2023-06-03,8.983
2023-06-04,8.983
2023-06-05,8.983
2023-06-06,8.983
2023-06-07,8.983
2023-06-08,8.983
2023-06-09,8.992
2023-06-10,8.992
2023-06-11,8.992
2023-06-12,8.992
2023-06-13,9.012
2023-06-14,9.012
2023-06-15,9.012
2023-06-16,9.012
2023-06-17,9.012
2023-06-18,9.012
2023-06-19,9.012
2023-06-20,9.012
2023-06-21,9.012
2023-06-22,9.012
2023-06-23,9.012
2023-06-24,9.012
2023-06-25,9.012
2023-06-26,9.012
2023-06-27,9.012
2023-06-28,9.012
2023-06-29,9.027
2023-06-30,9.027
2023-07-01,9.027
2023-07-02,9.027
2023-07-03,9.027
2023-07-04,9.027
2023-07-05,9.027
2023-07-06,9.031
2023-07-07,9.031
2023-07-08,9.031
2023-07-09,9.031
2023-07-10,9.031
2023-07-11,9.031
2023-07-12,9.031
2023-07-13,9.031
2023-07-14,9.031
2023-07-15,9.031
2023-07-16,9.031
2023-07-17,9.031
2023-07-18,9.031
2023-07-19,9.009
2023-07-20,9.009
2023-07-21,9.009
2023-07-22,9.009
2023-07-23,9.009
2023-07-24,9.009
2023-07-25,9.009
2023-07-26,8.989
2023-07-27,9.058
2023-07-28,9.058
2023-07-29,9.058
2023-07-30,9.058
2023-07-31,9.08
2023-08-01,9.08
2023-08-02,9.08
2023-08-03,9.08
2023-08-04,9.08
2023-08-05,9.08
2023-08-06,9.08
2023-08-07,9.08
2023-08-08,9.08
2023-08-09,9.058
2023-08-10,9.058
2023-08-11,9.054
2023-08-12,9.054
2023-08-13,9.054
2023-08-14,9.054
2023-08-15,9.054
2023-08-16,9.054
2023-08-17,9.071
2023-08-18,9.071
2023-08-19,9.071
2023-08-20,9.071
2023-08-21,9.071
2023-08-22,9.071
2023-08-23,9.071
2023-08-24,9.071
2023-08-25,9.071
2023-08-26,9.071
2023-08-27,9.071
2023-08-28,9.071
2023-08-29,9.071
2023-08-30,9.067
2023-08-31,9.067
2023-09-01,9.09
2023-09-02,9.09
2023-09-03,9.09
2023-09-04,9.09
2023-09-05,9.09
2023-09-06,9.09
2023-09-07,9.105
2023-09-08,9.105
2023-09-09,9.105
2023-09-10,9.105
2023-09-11,9.105
2023-09-12,9.105
2023-09-13,9.105
2023-09-14,9.105
2023-09-15,9.105
2023-09-16,9.105
2023-09-17,9.105
2023-09-18,9.105
2023-09-19,9.105
2023-09-20,9.105
2023-09-21,9.105
