,ALSN US Equity
2021-04-24,4.18
2021-04-25,4.18
2021-04-26,4.18
2021-04-27,4.18
2021-04-28,4.18
2021-04-29,4.18
2021-04-30,4.18
2021-05-01,4.18
2021-05-02,4.18
2021-05-03,4.18
2021-05-04,4.18
2021-05-05,4.18
2021-05-06,4.18
2021-05-07,4.18
2021-05-08,4.18
2021-05-09,4.18
2021-05-10,4.18
2021-05-11,4.18
2021-05-12,4.18
2021-05-13,4.18
2021-05-14,4.18
2021-05-15,4.18
2021-05-16,4.18
2021-05-17,4.18
2021-05-18,4.18
2021-05-19,4.18
2021-05-20,4.18
2021-05-21,4.18
2021-05-22,4.18
2021-05-23,4.18
2021-05-24,4.18
2021-05-25,4.18
2021-05-26,4.18
2021-05-27,4.18
2021-05-28,4.18
2021-05-29,4.18
2021-05-30,4.18
2021-05-31,5.025
2021-06-01,5.025
2021-06-02,5.025
2021-06-03,5.025
2021-06-04,5.025
2021-06-05,5.025
2021-06-06,5.025
2021-06-07,5.025
2021-06-08,5.025
2021-06-09,5.025
2021-06-10,5.025
2021-06-11,5.025
2021-06-12,5.025
2021-06-13,5.025
2021-06-14,5.025
2021-06-15,5.025
2021-06-16,5.025
2021-06-17,5.025
2021-06-18,5.025
2021-06-19,5.025
2021-06-20,5.025
2021-06-21,5.025
2021-06-22,5.025
2021-06-23,5.025
2021-06-24,5.025
2021-06-25,5.025
2021-06-26,5.025
2021-06-27,5.025
2021-06-28,5.025
2021-06-29,5.025
2021-06-30,5.025
2021-07-01,5.025
2021-07-02,5.025
2021-07-03,5.025
2021-07-04,5.025
2021-07-05,5.025
2021-07-06,5.025
2021-07-07,5.025
2021-07-08,5.025
2021-07-09,5.025
2021-07-10,5.025
2021-07-11,5.025
2021-07-12,5.025
2021-07-13,5.025
2021-07-14,5.025
2021-07-15,5.025
2021-07-16,5.025
2021-07-17,5.025
2021-07-18,5.025
2021-07-19,5.025
2021-07-20,5.025
2021-07-21,5.025
2021-07-22,5.025
2021-07-23,5.025
2021-07-24,5.025
2021-07-25,5.025
2021-07-26,5.025
2021-07-27,5.025
2021-07-28,5.025
2021-07-29,5.025
2021-07-30,5.025
2021-07-31,5.025
2021-08-01,5.025
2021-08-02,5.025
2021-08-03,5.025
2021-08-04,5.025
2021-08-05,5.025
2021-08-06,5.025
2021-08-07,5.025
2021-08-08,5.025
2021-08-09,5.025
2021-08-10,5.025
2021-08-11,5.025
2021-08-12,5.025
2021-08-13,5.025
2021-08-14,5.025
2021-08-15,5.025
2021-08-16,5.025
2021-08-17,5.025
2021-08-18,5.025
2021-08-19,5.025
2021-08-20,5.025
2021-08-21,5.025
2021-08-22,5.025
2021-08-23,5.025
2021-08-24,5.025
2021-08-25,5.025
2021-08-26,5.025
2021-08-27,5.025
2021-08-28,5.025
2021-08-29,5.025
2021-08-30,5.025
2021-08-31,5.025
2021-09-01,5.025
2021-09-02,5.025
2021-09-03,5.025
2021-09-04,5.025
2021-09-05,5.025
2021-09-06,5.025
2021-09-07,5.025
2021-09-08,5.025
2021-09-09,5.025
2021-09-10,5.025
2021-09-11,5.025
2021-09-12,5.025
2021-09-13,5.025
2021-09-14,5.025
2021-09-15,5.025
2021-09-16,5.025
2021-09-17,5.025
2021-09-18,5.025
2021-09-19,5.025
2021-09-20,5.025
2021-09-21,5.025
2021-09-22,5.025
2021-09-23,5.025
2021-09-24,5.025
2021-09-25,5.025
2021-09-26,5.025
2021-09-27,5.025
2021-09-28,5.025
2021-09-29,5.025
2021-09-30,5.025
2021-10-01,5.025
2021-10-02,5.025
2021-10-03,5.025
2021-10-04,5.025
2021-10-05,5.025
2021-10-06,6.97
2021-10-07,6.97
2021-10-08,6.97
2021-10-09,6.97
2021-10-10,6.97
2021-10-11,6.97
2021-10-12,6.97
2021-10-13,6.97
2021-10-14,6.97
2021-10-15,6.97
2021-10-16,6.97
2021-10-17,6.97
2021-10-18,6.97
2021-10-19,6.97
2021-10-20,6.97
2021-10-21,6.97
2021-10-22,6.97
2021-10-23,6.97
2021-10-24,6.97
2021-10-25,6.97
2021-10-26,6.97
2021-10-27,6.24
2021-10-28,6.24
2021-10-29,6.24
2021-10-30,6.24
2021-10-31,6.24
2021-11-01,6.24
2021-11-02,6.24
2021-11-03,6.24
2021-11-04,6.24
2021-11-05,6.24
2021-11-06,6.24
2021-11-07,6.24
2021-11-08,6.24
2021-11-09,6.24
2021-11-10,6.24
2021-11-11,6.24
2021-11-12,6.24
2021-11-13,6.24
2021-11-14,6.24
2021-11-15,6.24
2021-11-16,6.24
2021-11-17,6.24
2021-11-18,6.24
2021-11-19,6.24
2021-11-20,6.24
2021-11-21,6.24
2021-11-22,6.24
2021-11-23,6.24
2021-11-24,6.24
2021-11-25,6.24
2021-11-26,6.24
2021-11-27,6.24
2021-11-28,6.24
2021-11-29,6.24
2021-11-30,6.24
2021-12-01,6.24
2021-12-02,6.24
2021-12-03,6.24
2021-12-04,6.24
2021-12-05,6.24
2021-12-06,6.24
2021-12-07,6.24
2021-12-08,6.24
2021-12-09,6.24
2021-12-10,6.24
2021-12-11,6.24
2021-12-12,6.24
2021-12-13,6.24
2021-12-14,6.24
2021-12-15,6.24
2021-12-16,6.24
2021-12-17,6.24
2021-12-18,6.24
2021-12-19,6.24
2021-12-20,6.24
2021-12-21,6.24
2021-12-22,6.24
2021-12-23,6.24
2021-12-24,6.24
2021-12-25,6.24
2021-12-26,6.24
2021-12-27,6.24
2021-12-28,6.24
2021-12-29,6.24
2021-12-30,6.24
2021-12-31,6.24
2022-01-01,6.24
2022-01-02,6.24
2022-01-03,6.24
2022-01-04,6.24
2022-01-05,6.24
2022-01-06,6.24
2022-01-07,6.24
2022-01-08,6.24
2022-01-09,6.24
2022-01-10,6.24
2022-01-11,6.24
2022-01-12,6.24
2022-01-13,5.96
2022-01-14,5.973
2022-01-15,5.973
2022-01-16,5.973
2022-01-17,5.973
2022-01-18,5.973
2022-01-19,5.973
2022-01-20,6.865
2022-01-21,6.865
2022-01-22,6.865
2022-01-23,6.865
2022-01-24,6.865
2022-01-25,6.865
2022-01-26,6.865
2022-01-27,6.865
2022-01-28,6.865
2022-01-29,6.865
2022-01-30,6.865
2022-01-31,6.865
2022-02-01,6.865
2022-02-02,6.865
2022-02-03,6.865
2022-02-04,6.865
2022-02-05,6.865
2022-02-06,6.865
2022-02-07,6.865
2022-02-08,6.865
2022-02-09,6.865
2022-02-10,6.865
2022-02-11,6.865
2022-02-12,6.865
2022-02-13,6.865
2022-02-14,6.865
2022-02-15,6.865
2022-02-16,7.06
2022-02-17,6.537
2022-02-18,6.545
2022-02-19,6.545
2022-02-20,6.545
2022-02-21,6.545
2022-02-22,5.95
2022-02-23,5.95
2022-02-24,5.95
2022-02-25,5.95
2022-02-26,5.95
2022-02-27,5.95
2022-02-28,5.95
2022-03-01,5.95
2022-03-02,5.95
2022-03-03,5.95
2022-03-04,5.95
2022-03-05,5.95
2022-03-06,5.95
2022-03-07,5.95
2022-03-08,5.95
2022-03-09,5.95
2022-03-10,5.95
2022-03-11,5.95
2022-03-12,5.95
2022-03-13,5.95
2022-03-14,5.95
2022-03-15,5.95
2022-03-16,6.075
2022-03-17,6.075
2022-03-18,6.075
2022-03-19,6.075
2022-03-20,6.075
2022-03-21,6.075
2022-03-22,6.075
2022-03-23,6.075
2022-03-24,6.075
2022-03-25,6.075
2022-03-26,6.075
2022-03-27,6.075
2022-03-28,6.075
2022-03-29,6.075
2022-03-30,6.075
2022-03-31,6.075
2022-04-01,6.075
2022-04-02,6.075
2022-04-03,6.075
2022-04-04,6.075
2022-04-05,5.977
2022-04-06,5.977
2022-04-07,5.943
2022-04-08,5.943
2022-04-09,5.943
2022-04-10,5.943
2022-04-11,5.943
2022-04-12,5.943
2022-04-13,5.918
2022-04-14,5.918
2022-04-15,5.918
2022-04-16,5.918
2022-04-17,5.918
2022-04-18,5.918
2022-04-19,5.918
2022-04-20,5.918
2022-04-21,5.918
2022-04-22,5.918
2022-04-23,5.918
2022-04-24,5.918
2022-04-25,5.918
2022-04-26,5.918
2022-04-27,5.995
2022-04-28,5.995
2022-04-29,6.12
2022-04-30,6.12
2022-05-01,6.12
2022-05-02,6.062
2022-05-03,6.078
2022-05-04,6.078
2022-05-05,6.078
2022-05-06,6.078
2022-05-07,6.078
2022-05-08,6.078
2022-05-09,6.078
2022-05-10,6.078
2022-05-11,6.078
2022-05-12,6.078
2022-05-13,6.078
2022-05-14,6.078
2022-05-15,6.078
2022-05-16,6.078
2022-05-17,6.078
2022-05-18,6.078
2022-05-19,6.078
2022-05-20,6.078
2022-05-21,6.078
2022-05-22,6.078
2022-05-23,6.078
2022-05-24,6.078
2022-05-25,6.078
2022-05-26,6.621
2022-05-27,6.621
2022-05-28,6.621
2022-05-29,6.621
2022-05-30,6.621
2022-05-31,6.621
2022-06-01,6.621
2022-06-02,6.621
2022-06-03,6.621
2022-06-04,6.621
2022-06-05,6.621
2022-06-06,6.621
2022-06-07,6.621
2022-06-08,6.621
2022-06-09,6.621
2022-06-10,6.621
2022-06-11,6.621
2022-06-12,6.621
2022-06-13,6.621
2022-06-14,6.621
2022-06-15,6.621
2022-06-16,6.621
2022-06-17,6.621
2022-06-18,6.621
2022-06-19,6.621
2022-06-20,6.621
2022-06-21,6.621
2022-06-22,6.621
2022-06-23,6.816
2022-06-24,6.816
2022-06-25,6.816
2022-06-26,6.816
2022-06-27,6.816
2022-06-28,6.816
2022-06-29,6.816
2022-06-30,6.816
2022-07-01,6.816
2022-07-02,6.816
2022-07-03,6.816
2022-07-04,6.816
2022-07-05,6.816
2022-07-06,6.847
2022-07-07,6.847
2022-07-08,6.719
2022-07-09,6.719
2022-07-10,6.719
2022-07-11,6.719
2022-07-12,6.719
2022-07-13,6.719
2022-07-14,6.719
2022-07-15,6.719
2022-07-16,6.719
2022-07-17,6.719
2022-07-18,6.861
2022-07-19,6.861
2022-07-20,6.861
2022-07-21,6.861
2022-07-22,6.861
2022-07-23,6.861
2022-07-24,6.861
2022-07-25,6.861
2022-07-26,6.861
2022-07-27,6.861
2022-07-28,6.861
2022-07-29,6.861
2022-07-30,6.861
2022-07-31,6.861
2022-08-01,6.861
2022-08-02,6.861
2022-08-03,6.8
2022-08-04,6.784
2022-08-05,6.784
2022-08-06,6.784
2022-08-07,6.784
2022-08-08,6.79
2022-08-09,6.79
2022-08-10,6.79
2022-08-11,6.79
2022-08-12,6.79
2022-08-13,6.79
2022-08-14,6.79
2022-08-15,6.79
2022-08-16,6.674
2022-08-17,6.674
2022-08-18,6.674
2022-08-19,6.674
2022-08-20,6.674
2022-08-21,6.674
2022-08-22,6.674
2022-08-23,6.674
2022-08-24,6.674
2022-08-25,6.674
2022-08-26,6.674
2022-08-27,6.674
2022-08-28,6.674
2022-08-29,6.674
2022-08-30,6.674
2022-08-31,6.674
2022-09-01,6.674
2022-09-02,6.674
2022-09-03,6.674
2022-09-04,6.674
2022-09-05,6.674
2022-09-06,6.674
2022-09-07,6.674
2022-09-08,6.674
2022-09-09,6.674
2022-09-10,6.674
2022-09-11,6.674
2022-09-12,6.674
2022-09-13,6.674
2022-09-14,6.674
2022-09-15,6.674
2022-09-16,6.674
2022-09-17,6.674
2022-09-18,6.674
2022-09-19,6.674
2022-09-20,6.674
2022-09-21,6.674
2022-09-22,6.674
2022-09-23,6.674
2022-09-24,6.674
2022-09-25,6.674
2022-09-26,6.674
2022-09-27,6.674
2022-09-28,6.674
2022-09-29,6.674
2022-09-30,6.674
2022-10-01,6.674
2022-10-02,6.674
2022-10-03,6.674
2022-10-04,6.674
2022-10-05,6.638
2022-10-06,6.638
2022-10-07,6.638
2022-10-08,6.638
2022-10-09,6.638
2022-10-10,6.638
2022-10-11,6.563
2022-10-12,6.563
2022-10-13,6.566
2022-10-14,6.566
2022-10-15,6.566
2022-10-16,6.566
2022-10-17,6.566
2022-10-18,6.566
2022-10-19,6.566
2022-10-20,6.566
2022-10-21,6.566
2022-10-22,6.566
2022-10-23,6.566
2022-10-24,6.566
2022-10-25,6.566
2022-10-26,6.62
2022-10-27,6.722
2022-10-28,6.661
2022-10-29,6.661
2022-10-30,6.661
2022-10-31,6.661
2022-11-01,6.661
2022-11-02,6.661
2022-11-03,6.661
2022-11-04,6.671
2022-11-05,6.671
2022-11-06,6.671
2022-11-07,6.671
2022-11-08,6.671
2022-11-09,6.671
2022-11-10,6.671
2022-11-11,6.671
2022-11-12,6.671
2022-11-13,6.671
2022-11-14,6.671
2022-11-15,6.671
2022-11-16,6.671
2022-11-17,6.671
2022-11-18,6.671
2022-11-19,6.671
2022-11-20,6.671
2022-11-21,6.671
2022-11-22,6.671
2022-11-23,6.671
2022-11-24,6.671
2022-11-25,6.671
2022-11-26,6.671
2022-11-27,6.671
2022-11-28,6.671
2022-11-29,6.834
2022-11-30,6.834
2022-12-01,6.834
2022-12-02,6.834
2022-12-03,6.834
2022-12-04,6.834
2022-12-05,6.834
2022-12-06,6.834
2022-12-07,6.834
2022-12-08,6.834
2022-12-09,6.834
2022-12-10,6.834
2022-12-11,6.834
2022-12-12,6.834
2022-12-13,6.834
2022-12-14,6.784
2022-12-15,6.784
2022-12-16,6.784
2022-12-17,6.784
2022-12-18,6.784
2022-12-19,6.784
2022-12-20,6.784
2022-12-21,6.784
2022-12-22,6.784
2022-12-23,6.784
2022-12-24,6.784
2022-12-25,6.784
2022-12-26,6.784
2022-12-27,6.784
2022-12-28,6.784
2022-12-29,6.784
2022-12-30,6.784
2022-12-31,6.784
2023-01-01,6.784
2023-01-02,6.784
2023-01-03,6.784
2023-01-04,6.784
2023-01-05,6.784
2023-01-06,6.784
2023-01-07,6.784
2023-01-08,6.784
2023-01-09,6.784
2023-01-10,6.784
2023-01-11,6.784
2023-01-12,6.734
2023-01-13,6.734
2023-01-14,6.734
2023-01-15,6.734
2023-01-16,6.734
2023-01-17,6.723
2023-01-18,6.652
2023-01-19,6.637
2023-01-20,6.637
2023-01-21,6.637
2023-01-22,6.637
2023-01-23,6.637
2023-01-24,6.637
2023-01-25,6.637
2023-01-26,6.637
2023-01-27,6.637
2023-01-28,6.637
2023-01-29,6.637
2023-01-30,6.637
2023-01-31,6.637
2023-02-01,6.637
2023-02-02,6.637
2023-02-03,6.637
2023-02-04,6.637
2023-02-05,6.637
2023-02-06,6.637
2023-02-07,6.637
2023-02-08,6.637
2023-02-09,6.637
2023-02-10,6.637
2023-02-11,6.637
2023-02-12,6.637
2023-02-13,6.637
2023-02-14,6.637
2023-02-15,6.64
2023-02-16,6.468
2023-02-17,6.541
2023-02-18,6.541
2023-02-19,6.541
2023-02-20,6.612
2023-02-21,6.66
2023-02-22,6.66
2023-02-23,6.66
2023-02-24,6.66
2023-02-25,6.66
2023-02-26,6.66
2023-02-27,6.597
2023-02-28,6.597
2023-03-01,6.583
2023-03-02,6.583
2023-03-03,6.583
2023-03-04,6.583
2023-03-05,6.583
2023-03-06,6.583
2023-03-07,6.583
2023-03-08,6.583
2023-03-09,6.583
2023-03-10,6.583
2023-03-11,6.583
2023-03-12,6.583
2023-03-13,6.582
2023-03-14,6.582
2023-03-15,6.582
2023-03-16,6.582
2023-03-17,6.582
2023-03-18,6.582
2023-03-19,6.582
2023-03-20,6.582
2023-03-21,6.582
2023-03-22,6.582
2023-03-23,6.582
2023-03-24,6.582
2023-03-25,6.582
2023-03-26,6.582
2023-03-27,6.582
2023-03-28,6.582
2023-03-29,6.582
2023-03-30,6.582
2023-03-31,6.582
2023-04-01,6.582
2023-04-02,6.582
2023-04-03,6.582
2023-04-04,6.624
2023-04-05,6.608
2023-04-06,6.573
2023-04-07,6.573
2023-04-08,6.573
2023-04-09,6.573
2023-04-10,6.573
2023-04-11,6.573
2023-04-12,6.573
2023-04-13,6.573
2023-04-14,6.573
2023-04-15,6.573
2023-04-16,6.573
2023-04-17,6.573
2023-04-18,6.58
2023-04-19,6.58
2023-04-20,6.568
2023-04-21,6.568
2023-04-22,6.568
2023-04-23,6.568
2023-04-24,6.568
2023-04-25,6.568
2023-04-26,6.568
2023-04-27,6.625
2023-04-28,6.713
2023-04-29,6.713
2023-04-30,6.713
2023-05-01,6.795
2023-05-02,6.795
2023-05-03,6.795
2023-05-04,6.795
2023-05-05,6.795
2023-05-06,6.795
2023-05-07,6.795
2023-05-08,6.795
2023-05-09,6.795
2023-05-10,6.795
2023-05-11,6.8
2023-05-12,6.8
2023-05-13,6.8
2023-05-14,6.8
2023-05-15,6.685
2023-05-16,6.685
2023-05-17,6.883
2023-05-18,6.883
2023-05-19,6.883
2023-05-20,6.883
2023-05-21,6.883
2023-05-22,6.883
2023-05-23,6.883
2023-05-24,6.883
2023-05-25,6.883
2023-05-26,6.883
2023-05-27,6.883
2023-05-28,6.883
2023-05-29,6.883
2023-05-30,6.883
2023-05-31,6.883
2023-06-01,6.883
2023-06-02,6.883
2023-06-03,6.86
2023-06-04,6.86
2023-06-05,6.86
2023-06-06,6.86
2023-06-07,6.86
2023-06-08,6.86
2023-06-09,6.86
2023-06-10,6.86
2023-06-11,6.86
2023-06-12,6.86
2023-06-13,6.861
2023-06-14,6.861
2023-06-15,6.861
2023-06-16,6.861
2023-06-17,6.861
2023-06-18,6.861
2023-06-19,6.861
2023-06-20,6.861
2023-06-21,6.861
2023-06-22,6.861
2023-06-23,6.861
2023-06-24,6.861
2023-06-25,6.861
2023-06-26,6.861
2023-06-27,6.861
2023-06-28,6.861
2023-06-29,6.866
2023-06-30,6.866
2023-07-01,6.866
2023-07-02,6.866
2023-07-03,6.866
2023-07-04,6.866
2023-07-05,6.866
2023-07-06,6.865
2023-07-07,6.865
2023-07-08,6.865
2023-07-09,6.865
2023-07-10,6.865
2023-07-11,6.887
2023-07-12,6.887
2023-07-13,6.887
2023-07-14,6.856
2023-07-15,6.856
2023-07-16,6.856
2023-07-17,6.86
2023-07-18,6.856
2023-07-19,6.856
2023-07-20,6.856
2023-07-21,6.856
2023-07-22,6.856
2023-07-23,6.856
2023-07-24,6.889
2023-07-25,6.889
2023-07-26,6.889
2023-07-27,6.967
