,AGCO US Equity
2020-07-08,33.94
2020-07-09,33.94
2020-07-10,33.94
2020-07-11,33.94
2020-07-12,33.94
2020-07-13,33.94
2020-07-14,33.94
2020-07-15,33.94
2020-07-16,33.94
2020-07-17,33.94
2020-07-18,33.94
2020-07-19,33.94
2020-07-20,33.94
2020-07-21,33.94
2020-07-22,33.94
2020-07-23,33.94
2020-07-24,33.94
2020-07-25,33.94
2020-07-26,33.94
2020-07-27,33.94
2020-07-28,33.94
2020-07-29,33.94
2020-07-30,33.94
2020-07-31,33.94
2020-08-01,33.94
2020-08-02,33.94
2020-08-03,33.94
2020-08-04,33.94
2020-08-05,33.94
2020-08-06,33.94
2020-08-07,20.47
2020-08-08,20.47
2020-08-09,20.47
2020-08-10,20.47
2020-08-11,20.47
2020-08-12,20.47
2020-08-13,20.47
2020-08-14,20.47
2020-08-15,20.47
2020-08-16,16.11
2020-08-17,16.11
2020-08-18,16.11
2020-08-19,16.11
2020-08-20,16.11
2020-08-21,16.11
2020-08-22,16.11
2020-08-23,16.11
2020-08-24,16.11
2020-08-25,16.11
2020-08-26,16.11
2020-08-27,16.11
2020-08-28,16.11
2020-08-29,16.11
2020-08-30,16.11
2020-08-31,16.11
2020-09-01,16.11
2020-09-02,16.11
2020-09-03,16.11
2020-09-04,16.11
2020-09-05,16.11
2020-09-06,16.11
2020-09-07,16.11
2020-09-08,16.11
2020-09-09,16.11
2020-09-10,16.11
2020-09-11,16.11
2020-09-12,16.11
2020-09-13,16.11
2020-09-14,16.11
2020-09-15,16.11
2020-09-16,16.11
2020-09-17,16.11
2020-09-18,16.11
2020-09-19,16.11
2020-09-20,16.11
2020-09-21,16.11
2020-09-22,14.058
2020-09-23,14.058
2020-09-24,14.058
2020-09-25,14.058
2020-09-26,14.058
2020-09-27,14.058
2020-09-28,14.058
2020-09-29,14.058
2020-09-30,14.058
2020-10-01,14.058
2020-10-02,7.43
2020-10-03,7.43
2020-10-04,7.43
2020-10-05,7.43
2020-10-06,7.43
2020-10-07,7.43
2020-10-08,7.43
2020-10-09,7.43
2020-10-10,7.43
2020-10-11,7.43
2020-10-12,7.72
2020-10-13,7.72
2020-10-14,7.72
2020-10-15,7.72
2020-10-16,7.72
2020-10-17,7.72
2020-10-18,7.72
2020-10-19,7.72
2020-10-20,7.72
2020-10-21,7.913
2020-10-22,7.913
2020-10-23,7.913
2020-10-24,7.913
2020-10-25,7.913
2020-10-26,7.913
2020-10-27,7.913
2020-10-28,7.913
2020-10-29,7.913
2020-10-30,7.913
2020-10-31,7.913
2020-11-01,7.913
2020-11-02,7.913
2020-11-03,7.913
2020-11-04,8.313
2020-11-05,8.313
2020-11-06,8.313
2020-11-07,8.313
2020-11-08,8.313
2020-11-09,8.313
2020-11-10,8.313
2020-11-11,8.313
2020-11-12,8.375
2020-11-13,8.375
2020-11-14,8.375
2020-11-15,8.375
2020-11-16,8.375
2020-11-17,8.375
2020-11-18,8.375
2020-11-19,8.375
2020-11-20,8.375
2020-11-21,8.375
2020-11-22,8.375
2020-11-23,8.375
2020-11-24,8.375
2020-11-25,8.375
2020-11-26,8.375
2020-11-27,8.375
2020-11-28,8.375
2020-11-29,8.375
2020-11-30,8.375
2020-12-01,8.375
2020-12-02,8.375
2020-12-03,8.375
2020-12-04,8.375
2020-12-05,8.21
2020-12-06,8.21
2020-12-07,8.21
2020-12-08,8.21
2020-12-09,8.21
2020-12-10,8.21
2020-12-11,8.21
2020-12-12,8.21
2020-12-13,8.21
2020-12-14,8.62
2020-12-15,8.62
2020-12-16,8.62
2020-12-17,8.62
2020-12-18,8.75
2020-12-19,8.75
2020-12-20,8.75
2020-12-21,8.75
2020-12-22,8.75
2020-12-23,8.75
2020-12-24,8.75
2020-12-25,8.75
2020-12-26,8.75
2020-12-27,8.75
2020-12-28,8.75
2020-12-29,8.75
2020-12-30,8.75
2020-12-31,8.75
2021-01-01,8.75
2021-01-02,8.75
2021-01-03,8.75
2021-01-04,8.75
2021-01-05,8.75
2021-01-06,8.75
2021-01-07,8.75
2021-01-08,8.75
2021-01-09,8.75
2021-01-10,8.75
2021-01-11,8.75
2021-01-12,8.723
2021-01-13,8.723
2021-01-14,8.723
2021-01-15,8.723
2021-01-16,8.723
2021-01-17,8.723
2021-01-18,8.723
2021-01-19,8.723
2021-01-20,8.723
2021-01-21,8.723
2021-01-22,8.723
2021-01-23,8.723
2021-01-24,8.723
2021-01-25,8.723
2021-01-26,8.723
2021-01-27,8.723
2021-01-28,8.723
2021-01-29,8.723
2021-01-30,8.723
2021-01-31,8.723
2021-02-01,8.723
2021-02-02,8.723
2021-02-03,8.723
2021-02-04,8.723
2021-02-05,9.1
2021-02-06,9.2
2021-02-07,9.2
2021-02-08,9.2
2021-02-09,9.2
2021-02-10,9.2
2021-02-11,9.2
2021-02-12,9.2
2021-02-13,9.2
2021-02-14,9.2
2021-02-15,9.2
2021-02-16,9.2
2021-02-17,9.2
2021-02-18,9.2
2021-02-19,9.2
2021-02-20,9.2
2021-02-21,9.2
2021-02-22,9.2
2021-02-23,9.2
2021-02-24,9.2
2021-02-25,9.2
2021-02-26,9.2
2021-02-27,9.2
2021-02-28,9.2
2021-03-01,9.2
2021-03-02,9.2
2021-03-03,10.35
2021-03-04,10.228
2021-03-05,10.228
2021-03-06,10.228
2021-03-07,10.228
2021-03-08,10.228
2021-03-09,10.228
2021-03-10,10.228
2021-03-11,10.228
2021-03-12,10.228
2021-03-13,10.228
2021-03-14,10.228
2021-03-15,10.228
2021-03-16,10.228
2021-03-17,10.228
2021-03-18,10.228
2021-03-19,10.228
2021-03-20,10.228
2021-03-21,10.228
2021-03-22,10.228
2021-03-23,10.228
2021-03-24,10.208
2021-03-25,10.208
2021-03-26,10.208
2021-03-27,10.208
2021-03-28,10.208
2021-03-29,10.208
2021-03-30,10.208
2021-03-31,10.208
2021-04-01,10.208
2021-04-02,10.208
2021-04-03,10.208
2021-04-04,10.208
2021-04-05,10.208
2021-04-06,10.208
2021-04-07,10.325
2021-04-08,10.325
2021-04-09,10.325
2021-04-10,10.325
2021-04-11,10.325
2021-04-12,10.585
2021-04-13,10.585
2021-04-14,10.585
2021-04-15,10.585
2021-04-16,10.585
2021-04-17,10.585
2021-04-18,10.585
2021-04-19,10.585
2021-04-20,10.585
2021-04-21,10.585
2021-04-22,10.585
2021-04-23,10.585
2021-04-24,10.585
2021-04-25,10.585
2021-04-26,10.585
2021-04-27,10.585
2021-04-28,10.585
2021-04-29,11.215
2021-04-30,11.795
2021-05-01,11.795
2021-05-02,11.795
2021-05-03,11.795
2021-05-04,11.795
2021-05-05,11.795
2021-05-06,11.795
2021-05-07,11.795
2021-05-08,11.795
2021-05-09,11.795
2021-05-10,11.795
2021-05-11,11.795
2021-05-12,11.795
2021-05-13,11.795
2021-05-14,11.795
2021-05-15,11.795
2021-05-16,11.795
2021-05-17,11.795
2021-05-18,11.795
2021-05-19,11.795
2021-05-20,11.795
2021-05-21,11.795
2021-05-22,11.795
2021-05-23,11.795
2021-05-24,11.795
2021-05-25,11.795
2021-05-26,11.795
2021-05-27,11.795
2021-05-28,11.795
2021-05-29,11.795
2021-05-30,11.795
2021-05-31,11.795
2021-06-01,11.795
2021-06-02,11.795
2021-06-03,11.795
2021-06-04,11.795
2021-06-05,11.795
2021-06-06,11.795
2021-06-07,11.795
2021-06-08,11.52
2021-06-09,11.52
2021-06-10,11.52
2021-06-11,11.52
2021-06-12,11.52
2021-06-13,11.52
2021-06-14,11.52
2021-06-15,11.52
2021-06-16,11.52
2021-06-17,11.52
2021-06-18,11.52
2021-06-19,11.52
2021-06-20,11.52
2021-06-21,11.52
2021-06-22,11.52
2021-06-23,11.52
2021-06-24,11.52
2021-06-25,11.52
2021-06-26,11.52
2021-06-27,11.52
2021-06-28,11.52
2021-06-29,11.52
2021-06-30,11.52
2021-07-01,11.52
2021-07-02,11.52
2021-07-03,11.52
2021-07-04,11.52
2021-07-05,11.52
2021-07-06,11.52
2021-07-07,11.52
2021-07-08,11.52
2021-07-09,11.52
2021-07-10,11.52
2021-07-11,11.52
2021-07-12,11.52
2021-07-13,11.334
2021-07-14,11.334
2021-07-15,11.334
2021-07-16,11.334
2021-07-17,11.334
2021-07-18,11.334
2021-07-19,11.563
2021-07-20,11.563
2021-07-21,11.563
2021-07-22,11.563
2021-07-23,11.563
2021-07-24,11.563
2021-07-25,11.563
2021-07-26,11.563
2021-07-27,11.563
2021-07-28,11.563
2021-07-29,12.563
2021-07-30,12.655
2021-07-31,12.655
2021-08-01,12.655
2021-08-02,12.655
2021-08-03,12.655
2021-08-04,12.655
2021-08-05,12.655
2021-08-06,12.655
2021-08-07,12.655
2021-08-08,12.655
2021-08-09,12.655
2021-08-10,12.655
2021-08-11,12.655
2021-08-12,12.655
2021-08-13,12.655
2021-08-14,12.655
2021-08-15,12.655
2021-08-16,12.655
2021-08-17,12.655
2021-08-18,12.655
2021-08-19,12.655
2021-08-20,12.655
2021-08-21,12.655
2021-08-22,12.655
2021-08-23,12.655
2021-08-24,12.794
2021-08-25,12.794
2021-08-26,12.794
2021-08-27,12.794
2021-08-28,12.794
2021-08-29,12.794
2021-08-30,12.794
2021-08-31,12.794
2021-09-01,12.794
2021-09-02,12.794
2021-09-03,12.794
2021-09-04,12.794
2021-09-05,12.794
2021-09-06,12.794
2021-09-07,12.794
2021-09-08,12.794
2021-09-09,12.794
2021-09-10,12.794
2021-09-11,12.794
2021-09-12,12.794
2021-09-13,12.794
2021-09-14,12.794
2021-09-15,12.794
2021-09-16,12.794
2021-09-17,12.794
2021-09-18,12.794
2021-09-19,12.794
2021-09-20,12.794
2021-09-21,12.794
2021-09-22,12.794
2021-09-23,12.794
2021-09-24,12.794
2021-09-25,12.794
2021-09-26,12.794
2021-09-27,12.794
2021-09-28,12.794
2021-09-29,12.794
2021-09-30,12.794
2021-10-01,12.794
2021-10-02,12.794
2021-10-03,12.794
2021-10-04,12.79
2021-10-05,12.79
2021-10-06,12.79
2021-10-07,12.79
2021-10-08,12.79
2021-10-09,12.79
2021-10-10,12.79
2021-10-11,12.79
2021-10-12,12.858
2021-10-13,12.858
2021-10-14,12.858
2021-10-15,12.835
2021-10-16,12.835
2021-10-17,12.835
2021-10-18,12.835
2021-10-19,12.835
2021-10-20,12.835
2021-10-21,12.835
2021-10-22,12.835
2021-10-23,12.835
2021-10-24,12.835
2021-10-25,12.835
2021-10-26,12.835
2021-10-27,12.835
2021-10-28,12.786
2021-10-29,12.74
2021-10-30,12.74
2021-10-31,12.74
2021-11-01,12.74
2021-11-02,12.74
2021-11-03,12.74
2021-11-04,12.74
2021-11-05,12.74
2021-11-06,12.74
2021-11-07,12.74
2021-11-08,12.74
2021-11-09,12.74
2021-11-10,12.74
2021-11-11,12.74
2021-11-12,12.74
2021-11-13,12.74
2021-11-14,12.74
2021-11-15,12.74
2021-11-16,12.74
2021-11-17,12.74
2021-11-18,12.74
2021-11-19,12.74
2021-11-20,12.74
2021-11-21,12.74
2021-11-22,12.74
2021-11-23,12.74
2021-11-24,12.74
2021-11-25,12.74
2021-11-26,12.74
2021-11-27,12.74
2021-11-28,12.74
2021-11-29,12.74
2021-11-30,12.74
2021-12-01,12.74
2021-12-02,12.74
2021-12-03,12.74
2021-12-04,12.74
2021-12-05,12.74
2021-12-06,12.74
2021-12-07,12.74
2021-12-08,12.74
2021-12-09,12.638
2021-12-10,12.638
2021-12-11,12.638
2021-12-12,12.638
2021-12-13,12.638
2021-12-14,12.638
2021-12-15,12.638
2021-12-16,12.638
2021-12-17,12.597
2021-12-18,12.597
2021-12-19,12.597
2021-12-20,12.597
2021-12-21,12.402
2021-12-22,12.402
2021-12-23,12.402
2021-12-24,12.402
2021-12-25,12.402
2021-12-26,12.402
2021-12-27,12.402
2021-12-28,12.402
2021-12-29,12.402
2021-12-30,12.402
2021-12-31,12.402
2022-01-01,12.402
2022-01-02,12.402
2022-01-03,12.402
2022-01-04,12.402
2022-01-05,12.402
2022-01-06,12.402
2022-01-07,12.402
2022-01-08,12.402
2022-01-09,12.492
2022-01-10,12.492
2022-01-11,12.492
2022-01-12,12.492
2022-01-13,12.45
2022-01-14,12.45
2022-01-15,12.45
2022-01-16,12.45
2022-01-17,12.45
2022-01-18,12.45
2022-01-19,12.45
2022-01-20,12.45
2022-01-21,12.45
2022-01-22,12.45
2022-01-23,12.45
2022-01-24,12.45
2022-01-25,12.45
2022-01-26,12.45
2022-01-27,12.45
2022-01-28,12.45
2022-01-29,12.45
2022-01-30,12.45
2022-01-31,12.45
2022-02-01,12.45
2022-02-02,12.45
2022-02-03,12.45
2022-02-04,12.45
2022-02-05,12.45
2022-02-06,12.45
2022-02-07,12.45
2022-02-08,12.891
2022-02-09,13.119
2022-02-10,13.243
2022-02-11,13.035
2022-02-12,13.035
2022-02-13,13.035
2022-02-14,13.035
2022-02-15,13.035
2022-02-16,13.035
2022-02-17,13.035
2022-02-18,13.035
2022-02-19,13.035
2022-02-20,13.035
2022-02-21,13.035
2022-02-22,13.035
2022-02-23,13.035
2022-02-24,13.035
2022-02-25,13.035
2022-02-26,13.035
2022-02-27,13.035
2022-02-28,13.035
2022-03-01,13.035
2022-03-02,13.035
2022-03-03,13.05
2022-03-04,13.05
2022-03-05,13.05
2022-03-06,13.05
2022-03-07,13.05
2022-03-08,13.05
2022-03-09,13.05
2022-03-10,13.05
2022-03-11,13.05
2022-03-12,13.05
2022-03-13,13.05
2022-03-14,13.05
2022-03-15,13.05
2022-03-16,13.05
2022-03-17,13.077
2022-03-18,13.077
2022-03-19,13.077
2022-03-20,13.077
2022-03-21,13.077
2022-03-22,13.077
2022-03-23,13.077
2022-03-24,13.077
2022-03-25,13.077
2022-03-26,13.077
2022-03-27,13.077
2022-03-28,13.077
2022-03-29,13.069
2022-03-30,13.069
2022-03-31,13.069
2022-04-01,13.069
2022-04-02,13.069
2022-04-03,13.069
2022-04-04,13.069
2022-04-05,13.069
2022-04-06,13.069
2022-04-07,13.174
2022-04-08,13.174
2022-04-09,13.174
2022-04-10,13.174
2022-04-11,13.174
2022-04-12,13.174
2022-04-13,13.182
2022-04-14,13.182
2022-04-15,13.182
2022-04-16,13.182
2022-04-17,13.182
2022-04-18,13.2
2022-04-19,13.2
2022-04-20,13.2
2022-04-21,13.2
2022-04-22,13.2
2022-04-23,13.2
2022-04-24,13.2
2022-04-25,13.2
2022-04-26,13.2
2022-04-27,13.2
2022-04-28,13.2
2022-04-29,13.2
2022-04-30,13.2
2022-05-01,13.204
2022-05-02,13.204
2022-05-03,13.359
2022-05-04,13.359
2022-05-05,13.463
2022-05-06,13.478
2022-05-07,13.478
2022-05-08,13.478
2022-05-09,13.478
2022-05-10,13.486
2022-05-11,13.486
2022-05-12,13.486
2022-05-13,13.486
2022-05-14,13.486
2022-05-15,13.486
2022-05-16,13.486
2022-05-17,13.486
2022-05-18,13.486
2022-05-19,13.486
2022-05-20,13.486
2022-05-21,13.486
2022-05-22,13.486
2022-05-23,13.486
2022-05-24,13.483
2022-05-25,13.483
2022-05-26,13.483
2022-05-27,13.483
2022-05-28,13.483
2022-05-29,13.483
2022-05-30,13.483
2022-05-31,13.483
2022-06-01,13.483
2022-06-02,13.483
2022-06-03,13.483
2022-06-04,13.483
2022-06-05,13.483
2022-06-06,13.483
2022-06-07,13.483
2022-06-08,13.483
2022-06-09,13.584
2022-06-10,13.584
2022-06-11,13.584
2022-06-12,13.584
2022-06-13,13.584
2022-06-14,13.584
2022-06-15,13.584
2022-06-16,13.584
2022-06-17,13.584
2022-06-18,13.584
2022-06-19,13.584
2022-06-20,13.584
2022-06-21,13.584
2022-06-22,13.584
2022-06-23,13.573
2022-06-24,13.573
2022-06-25,13.573
2022-06-26,13.573
2022-06-27,13.573
2022-06-28,13.573
2022-06-29,13.573
2022-06-30,13.573
2022-07-01,13.536
2022-07-02,13.536
2022-07-03,13.536
2022-07-04,13.68
2022-07-05,13.68
2022-07-06,13.68
2022-07-07,13.68
2022-07-08,13.568
2022-07-09,13.568
2022-07-10,13.568
2022-07-11,13.568
2022-07-12,13.574
2022-07-13,13.574
2022-07-14,13.574
2022-07-15,13.512
2022-07-16,13.512
2022-07-17,13.512
2022-07-18,13.391
2022-07-19,13.31
2022-07-20,13.353
2022-07-21,13.353
2022-07-22,13.284
2022-07-23,13.284
2022-07-24,13.284
2022-07-25,13.284
2022-07-26,13.284
2022-07-27,13.284
2022-07-28,13.309
2022-07-29,13.309
2022-07-30,13.268
2022-07-31,13.268
2022-08-01,13.22
2022-08-02,13.22
2022-08-03,13.22
2022-08-04,13.22
2022-08-05,13.22
2022-08-06,13.22
2022-08-07,13.22
2022-08-08,13.22
2022-08-09,13.189
2022-08-10,13.189
2022-08-11,13.19
2022-08-12,13.19
2022-08-13,13.19
2022-08-14,13.19
2022-08-15,13.19
2022-08-16,13.19
2022-08-17,13.19
2022-08-18,13.19
2022-08-19,13.19
2022-08-20,13.19
2022-08-21,13.19
2022-08-22,13.19
2022-08-23,13.19
2022-08-24,13.19
2022-08-25,13.19
2022-08-26,13.19
2022-08-27,13.19
2022-08-28,13.19
2022-08-29,13.19
2022-08-30,13.19
2022-08-31,13.19
2022-09-01,13.19
2022-09-02,13.19
2022-09-03,13.19
2022-09-04,13.19
2022-09-05,13.19
2022-09-06,13.19
2022-09-07,13.179
2022-09-08,13.179
2022-09-09,13.179
2022-09-10,13.179
2022-09-11,13.179
2022-09-12,13.179
2022-09-13,13.179
2022-09-14,13.179
2022-09-15,13.179
2022-09-16,13.179
2022-09-17,13.179
2022-09-18,13.179
2022-09-19,13.179
2022-09-20,13.179
2022-09-21,13.179
2022-09-22,13.179
2022-09-23,13.179
2022-09-24,13.179
2022-09-25,13.179
2022-09-26,13.179
2022-09-27,13.231
2022-09-28,13.231
2022-09-29,13.231
2022-09-30,13.231
2022-10-01,13.231
2022-10-02,13.231
2022-10-03,13.231
2022-10-04,13.231
2022-10-05,13.231
2022-10-06,13.231
2022-10-07,13.231
2022-10-08,13.231
2022-10-09,13.231
2022-10-10,13.231
2022-10-11,13.213
2022-10-12,13.285
2022-10-13,13.283
2022-10-14,13.249
2022-10-15,13.249
2022-10-16,13.249
2022-10-17,13.249
2022-10-18,13.249
2022-10-19,13.249
2022-10-20,13.177
2022-10-21,13.177
2022-10-22,13.177
2022-10-23,13.177
2022-10-24,13.177
2022-10-25,13.177
2022-10-26,13.177
2022-10-27,13.177
2022-10-28,13.177
2022-10-29,13.177
2022-10-30,13.177
2022-10-31,13.177
2022-11-01,13.047
2022-11-02,13.136
2022-11-03,13.136
2022-11-04,13.166
2022-11-05,13.166
2022-11-06,13.166
2022-11-07,13.166
2022-11-08,13.166
2022-11-09,13.166
2022-11-10,13.166
2022-11-11,13.166
2022-11-12,13.166
2022-11-13,13.035
2022-11-14,13.035
2022-11-15,13.058
2022-11-16,13.058
2022-11-17,13.058
2022-11-18,13.102
2022-11-19,13.102
2022-11-20,13.102
2022-11-21,13.102
2022-11-22,13.102
2022-11-23,13.102
2022-11-24,13.102
2022-11-25,13.102
2022-11-26,13.102
2022-11-27,13.102
2022-11-28,13.102
2022-11-29,13.102
2022-11-30,13.102
2022-12-01,13.102
2022-12-02,13.102
2022-12-03,13.102
2022-12-04,13.102
2022-12-05,13.102
2022-12-06,13.102
2022-12-07,13.102
2022-12-08,13.102
2022-12-09,13.102
2022-12-10,13.102
2022-12-11,13.102
2022-12-12,13.102
2022-12-13,13.2
2022-12-14,13.2
2022-12-15,13.2
2022-12-16,13.507
2022-12-17,13.507
2022-12-18,13.603
2022-12-19,13.574
2022-12-20,13.574
2022-12-21,13.574
2022-12-22,13.726
2022-12-23,13.774
2022-12-24,13.774
2022-12-25,13.774
2022-12-26,13.774
2022-12-27,13.774
2022-12-28,13.774
2022-12-29,13.774
2022-12-30,13.774
2022-12-31,13.774
2023-01-01,13.774
2023-01-02,13.774
2023-01-03,13.774
2023-01-04,13.774
2023-01-05,13.774
2023-01-06,13.774
2023-01-07,13.774
2023-01-08,13.774
2023-01-09,13.774
2023-01-10,13.8
2023-01-11,13.8
2023-01-12,13.804
2023-01-13,13.804
2023-01-14,13.804
2023-01-15,13.804
2023-01-16,13.804
2023-01-17,13.837
2023-01-18,13.837
2023-01-19,13.837
2023-01-20,13.837
2023-01-21,13.837
2023-01-22,13.837
2023-01-23,13.837
2023-01-24,13.777
2023-01-25,13.844
2023-01-26,13.844
2023-01-27,13.844
2023-01-28,13.844
2023-01-29,13.844
2023-01-30,13.844
2023-01-31,13.844
2023-02-01,13.844
2023-02-02,13.844
2023-02-03,13.844
2023-02-04,13.844
2023-02-05,13.844
2023-02-06,13.844
2023-02-07,13.868
2023-02-08,13.906
2023-02-09,13.906
2023-02-10,13.906
2023-02-11,13.906
2023-02-12,13.941
2023-02-13,13.941
2023-02-14,13.941
2023-02-15,13.941
2023-02-16,13.977
2023-02-17,13.977
2023-02-18,13.977
2023-02-19,13.977
2023-02-20,13.977
2023-02-21,13.974
2023-02-22,13.974
2023-02-23,13.974
2023-02-24,13.974
2023-02-25,13.974
2023-02-26,13.974
2023-02-27,13.974
2023-02-28,13.974
2023-03-01,13.974
2023-03-02,13.974
2023-03-03,13.974
2023-03-04,13.974
2023-03-05,13.974
2023-03-06,13.974
2023-03-07,13.974
2023-03-08,13.974
2023-03-09,13.974
2023-03-10,13.974
2023-03-11,13.974
2023-03-12,13.974
2023-03-13,13.974
2023-03-14,13.974
2023-03-15,13.974
2023-03-16,13.974
2023-03-17,13.974
2023-03-18,13.974
2023-03-19,13.974
2023-03-20,13.974
2023-03-21,13.974
2023-03-22,13.974
2023-03-23,13.974
2023-03-24,13.974
2023-03-25,13.974
2023-03-26,13.974
2023-03-27,13.974
2023-03-28,13.974
2023-03-29,13.974
2023-03-30,13.974
2023-03-31,13.974
2023-04-01,13.974
2023-04-02,13.974
2023-04-03,13.946
2023-04-04,13.946
2023-04-05,13.946
2023-04-06,13.946
2023-04-07,13.946
2023-04-08,13.946
2023-04-09,13.946
2023-04-10,13.963
2023-04-11,13.961
2023-04-12,13.961
2023-04-13,13.961
2023-04-14,13.961
2023-04-15,13.961
2023-04-16,13.961
2023-04-17,13.981
2023-04-18,13.98
2023-04-19,13.98
2023-04-20,13.98
2023-04-21,13.98
2023-04-22,13.98
2023-04-23,13.98
2023-04-24,13.964
2023-04-25,13.972
2023-04-26,13.967
2023-04-27,13.967
2023-04-28,13.967
2023-04-29,13.967
2023-04-30,13.967
2023-05-01,13.967
2023-05-02,14.185
2023-05-03,14.36
2023-05-04,14.394
2023-05-05,14.434
2023-05-06,14.434
2023-05-07,14.434
2023-05-08,14.434
2023-05-09,14.434
2023-05-10,14.434
2023-05-11,14.449
2023-05-12,14.51
2023-05-13,14.51
2023-05-14,14.51
2023-05-15,14.51
2023-05-16,14.621
2023-05-17,14.621
2023-05-18,14.621
2023-05-19,14.621
2023-05-20,14.621
2023-05-21,14.621
2023-05-22,14.621
2023-05-23,14.621
2023-05-24,14.621
2023-05-25,14.621
2023-05-26,14.621
2023-05-27,14.621
2023-05-28,14.621
2023-05-29,14.621
2023-05-30,14.621
2023-05-31,14.596
2023-06-01,14.596
2023-06-02,14.596
2023-06-03,14.596
2023-06-04,14.596
2023-06-05,14.596
2023-06-06,14.596
2023-06-07,14.596
2023-06-08,14.596
2023-06-09,14.596
2023-06-10,14.596
2023-06-11,14.596
2023-06-12,14.596
2023-06-13,14.596
2023-06-14,14.596
2023-06-15,14.596
2023-06-16,14.596
2023-06-17,14.596
2023-06-18,14.596
2023-06-19,14.596
2023-06-20,14.596
2023-06-21,14.596
2023-06-22,14.596
2023-06-23,14.596
