,PCAR US Equity
2020-05-24,5.05
2020-05-25,5.05
2020-05-26,5.05
2020-05-27,5.05
2020-05-28,5.05
2020-05-29,5.05
2020-05-30,5.05
2020-05-31,5.05
2020-06-01,5.05
2020-06-02,5.05
2020-06-03,5.05
2020-06-04,5.05
2020-06-05,5.05
2020-06-06,5.05
2020-06-07,5.05
2020-06-08,5.05
2020-06-09,5.05
2020-06-10,5.05
2020-06-11,5.05
2020-06-12,5.05
2020-06-13,5.05
2020-06-14,5.05
2020-06-15,5.05
2020-06-16,5.05
2020-06-17,5.05
2020-06-18,5.05
2020-06-19,5.05
2020-06-20,5.05
2020-06-21,5.05
2020-06-22,5.05
2020-06-23,5.05
2020-06-24,5.05
2020-06-25,5.05
2020-06-26,5.05
2020-06-27,5.05
2020-06-28,5.05
2020-06-29,5.05
2020-06-30,5.05
2020-07-01,5.05
2020-07-02,5.05
2020-07-03,5.05
2020-07-04,5.05
2020-07-05,5.05
2020-07-06,5.05
2020-07-07,5.05
2020-07-08,5.05
2020-07-09,5.05
2020-07-10,5.05
2020-07-11,5.05
2020-07-12,5.05
2020-07-13,5.05
2020-07-14,5.05
2020-07-15,4.46
2020-07-16,4.46
2020-07-17,4.46
2020-07-18,4.46
2020-07-19,4.46
2020-07-20,4.46
2020-07-21,4.46
2020-07-22,4.247
2020-07-23,4.247
2020-07-24,4.247
2020-07-25,4.247
2020-07-26,4.247
2020-07-27,4.115
2020-07-28,4.115
2020-07-29,4.115
2020-07-30,4.115
2020-07-31,4.115
2020-08-01,4.115
2020-08-02,4.115
2020-08-03,4.115
2020-08-04,4.115
2020-08-05,4.115
2020-08-06,4.115
2020-08-07,4.115
2020-08-08,4.115
2020-08-09,4.115
2020-08-10,4.115
2020-08-11,4.115
2020-08-12,4.115
2020-08-13,4.115
2020-08-14,4.115
2020-08-15,4.115
2020-08-16,4.115
2020-08-17,4.115
2020-08-18,4.115
2020-08-19,4.115
2020-08-20,4.115
2020-08-21,4.115
2020-08-22,4.115
2020-08-23,4.115
2020-08-24,4.115
2020-08-25,4.115
2020-08-26,4.115
2020-08-27,4.115
2020-08-28,4.115
2020-08-29,4.115
2020-08-30,4.115
2020-08-31,4.115
2020-09-01,4.115
2020-09-02,4.115
2020-09-03,4.115
2020-09-04,4.115
2020-09-05,4.115
2020-09-06,4.115
2020-09-07,4.115
2020-09-08,4.115
2020-09-09,4.115
2020-09-10,4.115
2020-09-11,4.115
2020-09-12,4.115
2020-09-13,4.115
2020-09-14,4.115
2020-09-15,4.115
2020-09-16,4.115
2020-09-17,4.115
2020-09-18,4.115
2020-09-19,4.115
2020-09-20,4.115
2020-09-21,4.115
2020-09-22,4.28
2020-09-23,4.28
2020-09-24,4.28
2020-09-25,4.28
2020-09-26,4.28
2020-09-27,4.28
2020-09-28,4.28
2020-09-29,4.28
2020-09-30,4.28
2020-10-01,4.28
2020-10-02,4.28
2020-10-03,4.28
2020-10-04,4.28
2020-10-05,4.28
2020-10-06,4.28
2020-10-07,4.28
2020-10-08,4.28
2020-10-09,4.28
2020-10-10,4.28
2020-10-11,4.28
2020-10-12,4.28
2020-10-13,4.235
2020-10-14,4.235
2020-10-15,4.235
2020-10-16,4.235
2020-10-17,4.235
2020-10-18,4.235
2020-10-19,4.235
2020-10-20,4.235
2020-10-21,4.273
2020-10-22,4.423
2020-10-23,4.423
2020-10-24,4.423
2020-10-25,4.423
2020-10-26,4.423
2020-10-27,4.423
2020-10-28,4.423
2020-10-29,4.423
2020-10-30,4.423
2020-10-31,4.423
2020-11-01,4.423
2020-11-02,4.423
2020-11-03,4.423
2020-11-04,4.423
2020-11-05,4.423
2020-11-06,4.423
2020-11-07,4.423
2020-11-08,4.423
2020-11-09,4.423
2020-11-10,4.423
2020-11-11,4.423
2020-11-12,4.595
2020-11-13,4.595
2020-11-14,4.595
2020-11-15,4.595
2020-11-16,4.595
2020-11-17,4.595
2020-11-18,4.595
2020-11-19,4.595
2020-11-20,4.595
2020-11-21,4.595
2020-11-22,4.595
2020-11-23,4.595
2020-11-24,4.595
2020-11-25,4.595
2020-11-26,4.595
2020-11-27,4.595
2020-11-28,4.595
2020-11-29,4.595
2020-11-30,4.595
2020-12-01,4.595
2020-12-02,4.595
2020-12-03,4.595
2020-12-04,4.595
2020-12-05,4.595
2020-12-06,4.595
2020-12-07,4.595
2020-12-08,4.595
2020-12-09,4.595
2020-12-10,4.595
2020-12-11,4.595
2020-12-12,4.595
2020-12-13,4.595
2020-12-14,4.595
2020-12-15,4.595
2020-12-16,4.595
2020-12-17,4.595
2020-12-18,4.98
2020-12-19,4.98
2020-12-20,4.98
2020-12-21,4.98
2020-12-22,4.98
2020-12-23,4.98
2020-12-24,4.98
2020-12-25,4.98
2020-12-26,4.98
2020-12-27,4.98
2020-12-28,4.98
2020-12-29,4.98
2020-12-30,4.98
2020-12-31,4.98
2021-01-01,4.98
2021-01-02,4.98
2021-01-03,4.98
2021-01-04,4.98
2021-01-05,4.98
2021-01-06,4.98
2021-01-07,4.98
2021-01-08,4.98
2021-01-09,4.98
2021-01-10,4.98
2021-01-11,4.98
2021-01-12,4.98
2021-01-13,4.98
2021-01-14,4.98
2021-01-15,4.98
2021-01-16,4.98
2021-01-17,4.98
2021-01-18,4.98
2021-01-19,4.98
2021-01-20,4.98
2021-01-21,4.98
2021-01-22,4.98
2021-01-23,4.98
2021-01-24,4.98
2021-01-25,4.98
2021-01-26,4.98
2021-01-27,4.955
2021-01-28,4.717
2021-01-29,4.717
2021-01-30,4.717
2021-01-31,4.717
2021-02-01,4.717
2021-02-02,4.717
2021-02-03,4.717
2021-02-04,4.717
2021-02-05,4.717
2021-02-06,4.717
2021-02-07,4.717
2021-02-08,4.717
2021-02-09,4.717
2021-02-10,4.717
2021-02-11,4.717
2021-02-12,4.717
2021-02-13,4.717
2021-02-14,4.717
2021-02-15,4.717
2021-02-16,4.717
2021-02-17,4.717
2021-02-18,4.717
2021-02-19,4.717
2021-02-20,4.717
2021-02-21,4.717
2021-02-22,4.717
2021-02-23,4.717
2021-02-24,4.717
2021-02-25,4.717
2021-02-26,4.717
2021-02-27,4.793
2021-02-28,4.793
2021-03-01,4.793
2021-03-02,4.793
2021-03-03,4.793
2021-03-04,4.793
2021-03-05,4.793
2021-03-06,4.793
2021-03-07,4.793
2021-03-08,4.793
2021-03-09,4.793
2021-03-10,4.793
2021-03-11,4.793
2021-03-12,4.793
2021-03-13,4.793
2021-03-14,4.793
2021-03-15,4.793
2021-03-16,4.793
2021-03-17,4.793
2021-03-18,4.793
2021-03-19,4.793
2021-03-20,4.793
2021-03-21,4.793
2021-03-22,4.793
2021-03-23,4.793
2021-03-24,4.793
2021-03-25,4.793
2021-03-26,4.793
2021-03-27,4.793
2021-03-28,4.793
2021-03-29,4.793
2021-03-30,4.793
2021-03-31,4.797
2021-04-01,4.797
2021-04-02,4.797
2021-04-03,4.797
2021-04-04,4.797
2021-04-05,4.797
2021-04-06,4.797
2021-04-07,4.797
2021-04-08,4.797
2021-04-09,4.797
2021-04-10,4.797
2021-04-11,4.797
2021-04-12,4.797
2021-04-13,4.797
2021-04-14,4.797
2021-04-15,4.797
2021-04-16,4.797
2021-04-17,4.797
2021-04-18,4.797
2021-04-19,4.797
2021-04-20,4.797
2021-04-21,4.797
2021-04-22,4.797
2021-04-23,4.93
2021-04-24,4.93
2021-04-25,4.93
2021-04-26,4.93
2021-04-27,4.953
2021-04-28,4.983
2021-04-29,4.983
2021-04-30,4.983
2021-05-01,4.983
2021-05-02,4.983
2021-05-03,4.983
2021-05-04,4.983
2021-05-05,4.983
2021-05-06,4.987
2021-05-07,4.987
2021-05-08,4.987
2021-05-09,4.987
2021-05-10,4.987
2021-05-11,4.987
2021-05-12,4.987
2021-05-13,4.987
2021-05-14,4.987
2021-05-15,4.987
2021-05-16,4.987
2021-05-17,4.987
2021-05-18,4.987
2021-05-19,4.987
2021-05-20,4.987
2021-05-21,4.987
2021-05-22,4.987
2021-05-23,4.987
2021-05-24,4.987
2021-05-25,4.987
2021-05-26,4.987
2021-05-27,4.987
2021-05-28,4.987
2021-05-29,4.987
2021-05-30,4.987
2021-05-31,4.987
2021-06-01,4.987
2021-06-02,4.987
2021-06-03,4.987
2021-06-04,4.987
2021-06-05,4.987
2021-06-06,4.987
2021-06-07,4.987
2021-06-08,4.987
2021-06-09,4.987
2021-06-10,4.987
2021-06-11,4.987
2021-06-12,4.987
2021-06-13,4.987
2021-06-14,4.987
2021-06-15,4.987
2021-06-16,4.987
2021-06-17,4.987
2021-06-18,4.987
2021-06-19,4.987
2021-06-20,4.987
2021-06-21,4.987
2021-06-22,4.987
2021-06-23,4.987
2021-06-24,4.987
2021-06-25,4.987
2021-06-26,4.987
2021-06-27,4.987
2021-06-28,4.987
2021-06-29,4.987
2021-06-30,4.987
2021-07-01,4.987
2021-07-02,4.987
2021-07-03,4.987
2021-07-04,4.987
2021-07-05,4.987
2021-07-06,4.987
2021-07-07,4.987
2021-07-08,4.987
2021-07-09,4.987
2021-07-10,4.987
2021-07-11,4.987
2021-07-12,4.987
2021-07-13,4.987
2021-07-14,4.987
2021-07-15,4.987
2021-07-16,4.987
2021-07-17,4.987
2021-07-18,4.987
2021-07-19,4.987
2021-07-20,4.987
2021-07-21,4.987
2021-07-22,4.987
2021-07-23,4.987
2021-07-24,4.987
2021-07-25,4.987
2021-07-26,4.987
2021-07-27,4.873
2021-07-28,4.853
2021-07-29,4.853
2021-07-30,4.853
2021-07-31,4.853
2021-08-01,4.853
2021-08-02,4.853
2021-08-03,4.853
2021-08-04,4.853
2021-08-05,4.853
2021-08-06,4.853
2021-08-07,4.853
2021-08-08,4.853
2021-08-09,4.853
2021-08-10,4.853
2021-08-11,4.853
2021-08-12,4.853
2021-08-13,4.853
2021-08-14,4.853
2021-08-15,4.853
2021-08-16,4.853
2021-08-17,4.853
2021-08-18,4.853
2021-08-19,4.853
2021-08-20,4.853
2021-08-21,4.853
2021-08-22,4.853
2021-08-23,4.853
2021-08-24,4.853
2021-08-25,4.853
2021-08-26,4.853
2021-08-27,4.853
2021-08-28,4.853
2021-08-29,4.91
2021-08-30,4.91
2021-08-31,4.91
2021-09-01,4.91
2021-09-02,4.535
2021-09-03,4.535
2021-09-04,4.535
2021-09-05,4.535
2021-09-06,4.535
2021-09-07,4.535
2021-09-08,4.535
2021-09-09,4.535
2021-09-10,4.535
2021-09-11,4.535
2021-09-12,4.535
2021-09-13,4.535
2021-09-14,4.535
2021-09-15,4.535
2021-09-16,4.535
2021-09-17,4.535
2021-09-18,4.535
2021-09-19,4.535
2021-09-20,4.535
2021-09-21,4.535
2021-09-22,4.535
2021-09-23,4.535
2021-09-24,4.535
2021-09-25,4.535
2021-09-26,4.535
2021-09-27,4.535
2021-09-28,4.535
2021-09-29,4.535
2021-09-30,4.535
2021-10-01,4.535
2021-10-02,4.535
2021-10-03,4.535
2021-10-04,4.9
2021-10-05,4.9
2021-10-06,4.9
2021-10-07,4.9
2021-10-08,4.86
2021-10-09,4.86
2021-10-10,4.86
2021-10-11,4.86
2021-10-12,4.86
2021-10-13,4.86
2021-10-14,4.86
2021-10-15,4.86
2021-10-16,4.86
2021-10-17,4.86
2021-10-18,4.86
2021-10-19,4.86
2021-10-20,4.86
2021-10-21,4.86
2021-10-22,4.86
2021-10-23,4.86
2021-10-24,4.86
2021-10-25,4.86
2021-10-26,4.693
2021-10-27,4.633
2021-10-28,4.633
2021-10-29,4.633
2021-10-30,4.633
2021-10-31,4.633
2021-11-01,4.633
2021-11-02,4.633
2021-11-03,4.633
2021-11-04,4.633
2021-11-05,4.633
2021-11-06,4.633
2021-11-07,4.633
2021-11-08,4.633
2021-11-09,4.633
2021-11-10,4.633
2021-11-11,4.633
2021-11-12,4.633
2021-11-13,4.633
2021-11-14,4.633
2021-11-15,4.633
2021-11-16,4.633
2021-11-17,4.633
2021-11-18,4.633
2021-11-19,4.633
2021-11-20,4.633
2021-11-21,4.633
2021-11-22,4.633
2021-11-23,4.633
2021-11-24,4.633
2021-11-25,4.633
2021-11-26,4.633
2021-11-27,4.633
2021-11-28,4.633
2021-11-29,4.633
2021-11-30,4.633
2021-12-01,4.633
2021-12-02,4.633
2021-12-03,4.633
2021-12-04,4.633
2021-12-05,4.633
2021-12-06,4.633
2021-12-07,4.633
2021-12-08,4.633
2021-12-09,4.637
2021-12-10,4.637
2021-12-11,4.637
2021-12-12,4.637
2021-12-13,4.637
2021-12-14,4.637
2021-12-15,4.637
2021-12-16,4.637
2021-12-17,4.637
2021-12-18,4.637
2021-12-19,4.637
2021-12-20,4.637
2021-12-21,5.13
2021-12-22,5.13
2021-12-23,5.13
2021-12-24,5.13
2021-12-25,5.13
2021-12-26,5.13
2021-12-27,5.13
2021-12-28,5.13
2021-12-29,5.13
2021-12-30,5.13
2021-12-31,5.13
2022-01-01,5.13
2022-01-02,5.13
2022-01-03,5.13
2022-01-04,5.13
2022-01-05,5.13
2022-01-06,5.13
2022-01-07,5.13
2022-01-08,5.13
2022-01-09,5.377
2022-01-10,5.377
2022-01-11,5.377
2022-01-12,5.377
2022-01-13,5.377
2022-01-14,5.377
2022-01-15,5.377
2022-01-16,5.377
2022-01-17,5.377
2022-01-18,5.377
2022-01-19,5.468
2022-01-20,5.468
2022-01-21,5.468
2022-01-22,5.468
2022-01-23,5.468
2022-01-24,5.468
2022-01-25,5.373
2022-01-26,4.925
2022-01-27,5.045
2022-01-28,5.046
2022-01-29,5.046
2022-01-30,5.046
2022-01-31,5.046
2022-02-01,5.046
2022-02-02,5.046
2022-02-03,5.046
2022-02-04,5.046
2022-02-05,5.046
2022-02-06,5.046
2022-02-07,5.046
2022-02-08,5.046
2022-02-09,5.046
2022-02-10,5.046
2022-02-11,5.046
2022-02-12,5.046
2022-02-13,5.046
2022-02-14,5.046
2022-02-15,5.046
2022-02-16,5.046
2022-02-17,5.046
2022-02-18,5.046
2022-02-19,5.046
2022-02-20,5.046
2022-02-21,5.046
2022-02-22,5.046
2022-02-23,5.046
2022-02-24,5.046
2022-02-25,5.046
2022-02-26,5.046
2022-02-27,5.046
2022-02-28,5.046
2022-03-01,5.046
2022-03-02,5.046
2022-03-03,4.961
2022-03-04,4.961
2022-03-05,4.961
2022-03-06,4.961
2022-03-07,4.961
2022-03-08,4.961
2022-03-09,4.961
2022-03-10,4.942
2022-03-11,4.942
2022-03-12,4.942
2022-03-13,4.942
2022-03-14,4.942
2022-03-15,4.942
2022-03-16,4.942
2022-03-17,4.819
2022-03-18,4.821
2022-03-19,4.821
2022-03-20,4.821
2022-03-21,4.913
2022-03-22,4.891
2022-03-23,4.891
2022-03-24,4.891
2022-03-25,4.891
2022-03-26,4.891
2022-03-27,4.891
2022-03-28,4.891
2022-03-29,4.891
2022-03-30,4.891
2022-03-31,4.883
2022-04-01,4.883
2022-04-02,4.883
2022-04-03,4.883
2022-04-04,4.883
2022-04-05,4.883
2022-04-06,4.883
2022-04-07,4.875
2022-04-08,4.875
2022-04-09,4.875
2022-04-10,4.869
2022-04-11,4.869
2022-04-12,4.869
2022-04-13,4.928
2022-04-14,4.928
2022-04-15,4.928
2022-04-16,4.928
2022-04-17,4.928
2022-04-18,4.901
2022-04-19,4.901
2022-04-20,4.887
2022-04-21,4.887
2022-04-22,4.887
2022-04-23,4.887
2022-04-24,4.887
2022-04-25,4.887
2022-04-26,4.857
2022-04-27,4.858
2022-04-28,4.856
2022-04-29,4.856
2022-04-30,4.856
2022-05-01,4.856
2022-05-02,4.856
2022-05-03,4.856
2022-05-04,4.856
2022-05-05,4.833
2022-05-06,4.833
2022-05-07,4.833
2022-05-08,4.833
2022-05-09,4.833
2022-05-10,4.833
2022-05-11,4.832
2022-05-12,4.832
2022-05-13,4.832
2022-05-14,4.832
2022-05-15,4.832
2022-05-16,4.832
2022-05-17,4.832
2022-05-18,4.832
2022-05-19,4.832
2022-05-20,4.832
2022-05-21,4.832
2022-05-22,4.832
2022-05-23,4.832
2022-05-24,4.832
2022-05-25,4.832
2022-05-26,4.922
2022-05-27,4.922
2022-05-28,4.922
2022-05-29,4.922
2022-05-30,4.922
2022-05-31,4.922
2022-06-01,4.964
2022-06-02,4.968
2022-06-03,4.968
2022-06-04,4.968
2022-06-05,4.968
2022-06-06,4.968
2022-06-07,4.968
2022-06-08,4.968
2022-06-09,4.968
2022-06-10,4.968
2022-06-11,4.968
2022-06-12,4.968
2022-06-13,4.968
2022-06-14,4.968
2022-06-15,4.968
2022-06-16,4.968
2022-06-17,4.968
2022-06-18,4.968
2022-06-19,4.968
2022-06-20,4.968
2022-06-21,4.968
2022-06-22,4.968
2022-06-23,4.97
2022-06-24,4.97
2022-06-25,4.97
2022-06-26,4.97
2022-06-27,4.963
2022-06-28,4.963
2022-06-29,4.963
2022-06-30,4.963
2022-07-01,4.963
2022-07-02,4.963
2022-07-03,4.963
2022-07-04,4.963
2022-07-05,4.963
2022-07-06,4.963
2022-07-07,4.963
2022-07-08,4.938
2022-07-09,4.938
2022-07-10,4.938
2022-07-11,4.938
2022-07-12,4.938
2022-07-13,4.938
2022-07-14,4.903
2022-07-15,4.898
2022-07-16,4.898
2022-07-17,4.898
2022-07-18,4.908
2022-07-19,4.838
2022-07-20,4.838
2022-07-21,4.838
2022-07-22,4.797
2022-07-23,4.797
2022-07-24,4.757
2022-07-25,4.757
2022-07-26,4.952
2022-07-27,4.949
2022-07-28,4.949
2022-07-29,4.949
2022-07-30,4.941
2022-07-31,4.941
2022-08-01,4.941
2022-08-02,4.941
2022-08-03,4.941
2022-08-04,4.941
2022-08-05,4.941
2022-08-06,4.941
2022-08-07,4.941
2022-08-08,4.941
2022-08-09,4.952
2022-08-10,4.952
2022-08-11,4.959
2022-08-12,4.959
2022-08-13,4.959
2022-08-14,4.959
2022-08-15,4.959
2022-08-16,4.959
2022-08-17,4.959
2022-08-18,4.959
2022-08-19,4.959
2022-08-20,4.959
2022-08-21,4.959
2022-08-22,4.959
2022-08-23,4.959
2022-08-24,4.959
2022-08-25,4.959
2022-08-26,4.959
2022-08-27,4.959
2022-08-28,4.959
2022-08-29,4.959
2022-08-30,4.959
2022-08-31,4.959
2022-09-01,4.959
2022-09-02,4.959
2022-09-03,4.959
2022-09-04,4.959
2022-09-05,4.959
2022-09-06,4.959
2022-09-07,4.959
2022-09-08,4.959
2022-09-09,4.959
2022-09-10,4.959
2022-09-11,4.959
2022-09-12,4.959
2022-09-13,4.959
2022-09-14,4.959
2022-09-15,4.959
2022-09-16,4.959
2022-09-17,4.959
2022-09-18,4.959
2022-09-19,4.959
2022-09-20,4.959
2022-09-21,4.959
2022-09-22,4.959
2022-09-23,4.959
2022-09-24,4.959
2022-09-25,4.959
2022-09-26,4.959
2022-09-27,4.959
2022-09-28,4.959
2022-09-29,4.959
2022-09-30,4.959
2022-10-01,4.959
2022-10-02,4.959
2022-10-03,4.959
2022-10-04,4.959
2022-10-05,4.959
2022-10-06,4.959
2022-10-07,4.959
2022-10-08,4.959
2022-10-09,4.959
2022-10-10,4.959
2022-10-11,4.96
2022-10-12,4.94
2022-10-13,4.946
2022-10-14,4.946
2022-10-15,4.946
2022-10-16,4.946
2022-10-17,4.946
2022-10-18,4.946
2022-10-19,4.946
2022-10-20,4.946
2022-10-21,4.947
2022-10-22,4.947
2022-10-23,4.947
2022-10-24,4.947
2022-10-25,5.053
2022-10-26,5.079
2022-10-27,5.079
2022-10-28,5.079
2022-10-29,5.079
2022-10-30,5.079
2022-10-31,5.079
2022-11-01,5.079
2022-11-02,5.079
2022-11-03,5.079
2022-11-04,5.079
2022-11-05,5.079
2022-11-06,5.079
2022-11-07,5.079
2022-11-08,5.079
2022-11-09,5.079
2022-11-10,5.079
2022-11-11,5.091
2022-11-12,5.091
2022-11-13,5.091
2022-11-14,5.065
2022-11-15,5.065
2022-11-16,5.065
2022-11-17,5.12
2022-11-18,5.12
2022-11-19,5.12
2022-11-20,5.12
2022-11-21,5.094
2022-11-22,5.094
2022-11-23,5.094
2022-11-24,5.094
2022-11-25,5.094
2022-11-26,5.094
2022-11-27,5.094
2022-11-28,5.094
2022-11-29,5.094
2022-11-30,5.091
2022-12-01,5.091
2022-12-02,5.091
2022-12-03,5.091
2022-12-04,5.091
2022-12-05,5.091
2022-12-06,5.091
2022-12-07,5.091
2022-12-08,5.091
2022-12-09,5.091
2022-12-10,5.091
2022-12-11,5.091
2022-12-12,5.091
2022-12-13,5.091
2022-12-14,5.085
2022-12-15,5.105
2022-12-16,5.105
2022-12-17,5.105
2022-12-18,5.105
2022-12-19,5.105
2022-12-20,5.143
2022-12-21,5.143
2022-12-22,5.143
2022-12-23,5.143
2022-12-24,5.143
2022-12-25,5.143
2022-12-26,5.143
2022-12-27,5.143
2022-12-28,5.143
2022-12-29,5.143
2022-12-30,5.143
2022-12-31,5.143
2023-01-01,5.143
2023-01-02,5.143
2023-01-03,5.143
2023-01-04,5.143
2023-01-05,5.143
2023-01-06,5.143
2023-01-07,5.143
2023-01-08,5.103
2023-01-09,5.104
2023-01-10,5.104
2023-01-11,5.104
2023-01-12,5.083
2023-01-13,5.083
2023-01-14,5.083
2023-01-15,5.083
2023-01-16,5.083
2023-01-17,5.094
2023-01-18,5.096
2023-01-19,5.096
2023-01-20,5.094
2023-01-21,5.094
2023-01-22,5.094
2023-01-23,5.094
2023-01-24,5.421
2023-01-25,5.35
2023-01-26,5.359
2023-01-27,5.391
2023-01-28,5.391
2023-01-29,5.391
2023-01-30,5.368
2023-01-31,5.368
2023-02-01,5.428
2023-02-02,5.428
2023-02-03,5.428
2023-02-04,5.428
2023-02-05,5.428
2023-02-06,5.428
2023-02-07,5.428
2023-02-08,5.546
2023-02-09,5.534
2023-02-10,5.534
2023-02-11,5.534
2023-02-12,5.534
2023-02-13,5.532
2023-02-14,5.532
2023-02-15,5.532
2023-02-16,5.532
2023-02-17,5.538
2023-02-18,5.538
2023-02-19,5.538
2023-02-20,5.537
2023-02-21,5.537
2023-02-22,5.537
2023-02-23,5.553
2023-02-24,5.553
2023-02-25,5.553
2023-02-26,5.553
2023-02-27,5.589
2023-02-28,5.589
2023-03-01,5.589
2023-03-02,5.589
2023-03-03,5.589
2023-03-04,5.589
2023-03-05,5.589
2023-03-06,5.595
2023-03-07,5.595
2023-03-08,5.595
2023-03-09,5.595
2023-03-10,5.595
2023-03-11,5.595
2023-03-12,5.595
2023-03-13,5.745
2023-03-14,5.745
2023-03-15,5.745
2023-03-16,5.745
2023-03-17,5.745
2023-03-18,5.745
2023-03-19,5.745
2023-03-20,5.745
2023-03-21,5.745
2023-03-22,5.747
2023-03-23,5.747
2023-03-24,5.747
2023-03-25,5.747
2023-03-26,5.747
2023-03-27,5.747
2023-03-28,5.832
2023-03-29,5.832
2023-03-30,5.832
2023-03-31,5.832
2023-04-01,5.832
2023-04-02,5.832
2023-04-03,5.832
2023-04-04,5.832
2023-04-05,5.832
2023-04-06,5.786
2023-04-07,5.786
2023-04-08,5.786
2023-04-09,5.786
2023-04-10,5.653
2023-04-11,5.664
2023-04-12,5.664
2023-04-13,5.664
2023-04-14,5.664
2023-04-15,5.675
2023-04-16,5.675
2023-04-17,5.676
2023-04-18,5.676
2023-04-19,5.676
2023-04-20,5.872
2023-04-21,5.873
2023-04-22,5.873
2023-04-23,5.873
2023-04-24,5.875
2023-04-25,6.072
2023-04-26,6.302
2023-04-27,6.357
2023-04-28,6.357
2023-04-29,6.357
2023-04-30,6.357
2023-05-01,6.357
2023-05-02,6.381
2023-05-03,6.381
2023-05-04,6.381
2023-05-05,6.381
2023-05-06,6.381
2023-05-07,6.381
2023-05-08,6.508
2023-05-09,6.513
2023-05-10,6.513
2023-05-11,6.488
2023-05-12,6.488
2023-05-13,6.488
2023-05-14,6.488
2023-05-15,6.488
2023-05-16,6.47
2023-05-17,6.47
2023-05-18,6.47
2023-05-19,6.47
2023-05-20,6.47
2023-05-21,6.47
2023-05-22,6.47
2023-05-23,6.47
2023-05-24,6.47
2023-05-25,6.47
2023-05-26,6.47
2023-05-27,6.47
2023-05-28,6.47
2023-05-29,6.47
2023-05-30,6.457
2023-05-31,6.457
2023-06-01,6.457
2023-06-02,6.457
2023-06-03,6.457
2023-06-04,6.457
2023-06-05,6.457
2023-06-06,6.457
2023-06-07,6.457
2023-06-08,6.457
2023-06-09,6.457
2023-06-10,6.457
2023-06-11,6.457
2023-06-12,6.457
2023-06-13,6.457
2023-06-14,6.457
2023-06-15,6.457
2023-06-16,6.457
2023-06-17,6.457
2023-06-18,6.457
2023-06-19,6.457
2023-06-20,6.457
2023-06-21,6.457
2023-06-22,6.457
2023-06-23,6.457
